N	2gram	Tiupa_Narr	Mirosoze
230	все равно	1	4
231	у всех	1	4
232	все эти	2	4
233	есть в	2	4
234	по своему	1	4
235	особенно в	3	4
236	не все	5	4
237	от того	1	4
238	отношению к	6	4
239	место в	1	4
240	и только	2	4
241	любви и	1	4
242	иное как	2	4
243	является в	1	3
244	и всю	1	3
245	это лишь	1	3
246	о чем	2	3
247	в виду	1	3
248	не бывает	1	3
249	мысль о	1	3
250	принадлежат к	1	3
251	все же	7	3
252	в иной	2	3
253	раз когда	1	3
254	в противоположность	2	3
255	входит в	1	3
256	истину и	1	3
257	и когда	2	3
258	приходит к	2	3
259	значительной степени	2	3
260	на том	3	3
261	в состоянии	1	3
262	хотя и	3	3
263	и сама	1	3
264	и за	1	3
265	нем самом	1	3
266	одним из	2	3
267	легенда о	1	3
268	же как	3	3
269	и перед	1	3
270	лишь для	1	3
271	людьми и	1	3
272	во всех	1	3
273	о себе	1	3
274	в уста	1	3
275	и быть	1	3
276	всю свою	1	3
277	между тем	3	3
278	к этим	1	3
279	и тем	4	3
280	истории и	2	3
281	протяжении всего	1	3
282	с которым	1	3
283	мире и	1	3
284	жизни а	2	3
285	для себя	1	3
286	но также	1	3
287	со всеми	1	3
288	что нет	2	3
289	с таким	1	3
290	в пределах	2	3
291	как не	1	3
292	к его	1	3
293	приводит к	2	3
294	почувствовал что	1	3
295	в значительной	2	3
296	роль в	2	3
297	это все	2	3
298	не быть	1	3
299	когда в	1	3
300	а лишь	1	3
301	она может	2	3
302	тому как	2	3
303	всякий раз	1	3
304	он может	1	3
305	и после	2	3
306	жизни не	1	3
307	обратиться к	1	3
308	и то	1	3
309	что оно	1	3
310	для нас	1	3
311	от всех	2	3
312	было для	1	3
313	бытия и	1	3
314	и эта	1	3
315	на его	1	3
316	об этом	1	3
317	а от	1	3
318	есть всегда	2	3
319	но она	1	3
320	не с	3	3
321	в россию	1	3
322	человеческого сознания	1	3
323	и самого	3	3
324	и ничего	1	3
325	на большую	1	2
326	мир не	1	2
327	с которыми	1	2
328	что если	1	2
329	возможно лишь	1	2
330	ко второй	1	2
331	для восприятия	1	2
332	не столько	4	2
333	его от	1	2
334	до последнего	1	2
335	по себе	5	2
336	церковь и	1	2
337	и сам	1	2
338	на свою	1	2
339	к самому	2	2
340	не менее	3	2
341	есть то	1	2
342	если в	3	2
343	мире не	1	2
344	не могли	1	2
345	в действительности	1	2
346	своей природе	1	2
347	сознания в	1	2
348	между двумя	5	2
349	когда она	1	2
350	за собой	4	2
351	есть переход	1	2
352	в чистом	1	2
353	делает его	1	2
354	с другой	8	2
355	в прошлом	3	2
356	ни одного	1	2
357	жизни как	3	2
358	во всей	2	2
359	того же	1	2
360	то в	6	2
361	в церкви	4	2
362	такого рода	7	2
363	начала и	1	2
364	и чрезвычайно	1	2
365	он идет	2	2
366	связи с	4	2
367	не о	3	2
368	а за	1	2
369	человеческая жизнь	1	2
370	чтобы заставить	1	2
371	свет и	1	2
372	между ними	2	2
373	в смысле	1	2
374	западной европе	1	2
375	жизни то	1	2
376	могли бы	1	2
377	разных местах	1	2
378	если все	1	2
379	человеческого существа	1	2
380	когда мы	2	2
381	столь же	3	2
382	что культура	1	2
383	о своей	2	2
384	бы быть	3	2
385	он свободен	1	2
386	а как	1	2
387	и ее	2	2
388	во втором	4	2
389	над ними	1	2
390	христианской культуры	1	2
391	и который	1	2
392	с такой	1	2
393	образа и	1	2
394	в сущности	3	2
395	сам по	1	2
396	истории в	3	2
397	подобно тому	2	2
398	он стоит	1	2
399	если не	4	2
400	самом деле	2	2
401	тьмы и	1	2
402	их в	1	2
403	ему в	2	2
404	же о	1	2
405	которая не	1	2
406	своей жизни	1	2
407	который и	1	2
408	что мы	2	2
409	тотчас же	1	2
410	быть не	1	2
411	и уже	1	2
412	направленной на	1	2
413	обнаруживается в	1	2
414	а во	3	2
415	к собственной	1	2
416	другого в	1	2
417	переход от	4	2
418	нем не	1	2
419	процесса не	1	2
420	этого слова	2	2
421	искушений и	1	2
422	только потому	1	2
423	его как	2	2
424	различие между	2	2
425	на что	1	2
426	тому чтобы	1	2
427	этом отношении	3	2
428	он и	1	2
429	в вечности	1	2
430	о нем	4	2
431	на самом	1	2
432	с богом	1	2
433	же не	4	2
434	есть акт	1	2
435	о жизни	1	2
436	с человеком	2	2
437	к жизни	1	2
438	в какой	2	2
439	за которым	1	2
440	к своему	1	2
441	это было	1	2
442	связаны с	1	2
443	к одному	1	2
444	бытия как	1	2
445	равно что	1	2
446	он ни	1	2
447	две стороны	1	2
448	ни один	1	2
449	не по	1	2
450	не оставляет	1	2
451	характерно для	1	2
452	отношений между	1	2
453	кто не	1	2
454	тем самым	6	2
455	человека с	1	2
456	у нее	2	2
457	как то	1	2
458	в понимании	1	2
459	в плане	1	2
460	бы он	1	2
461	или иной	5	2
462	как для	1	2
463	мира в	5	2
464	мира с	1	2
465	себе а	1	2
466	нельзя признать	1	1
467	новое и	1	1
468	никогда и	1	1
469	русской литературе	1	1
470	даже в	2	1
471	и над	1	1
472	в финале	1	1
473	он видит	1	1
474	этот момент	1	1
475	боли в	1	1
476	говорит о	2	1
477	за всех	1	1
478	лишь одной	1	1
479	который имел	1	1
480	свет в	1	1
481	быть художественно	1	1
482	другой стороны	4	1
483	свою родину	1	1
484	личность но	1	1
485	основывается на	1	1
486	мыслится как	1	1
487	связь с	1	1
488	как они	1	1
489	быть признана	1	1
490	нормы а	1	1
491	но все	4	1
492	имеет для	1	1
493	из нее	1	1
494	как об	1	1
495	в духовном	1	1
496	бы все	1	1
497	мира это	1	1
498	целое и	1	1
499	всегда в	1	1
500	а именно	3	1
501	с еще	1	1
502	может существовать	1	1
503	живет не	1	1
504	является для	1	1
505	в это	1	1
506	речь идет	4	1
507	определяется не	1	1
508	вечности и	1	1
509	и того	2	1
510	все и	1	1
511	но может	1	1
512	от тех	1	1
513	в противовес	4	1
514	осуществляется в	1	1
515	что этот	1	1
516	представляется не	1	1
517	восходит к	3	1
518	христе и	1	1
519	ему так	1	1
520	не должен	1	1
521	одной стороны	7	1
522	мира на	1	1
523	но во	1	1
524	в другом	1	1
525	из жизни	1	1
526	и должна	1	1
527	говорить о	2	1
528	может служить	1	1
529	и при	1	1
530	он думает	1	1
531	последствия в	1	1
532	точке зрения	1	1
533	бытия это	1	1
534	уже более	1	1
535	некоторое преимущество	1	1
536	наряду с	2	1
537	ключ к	2	1
538	что существует	1	1
539	в мировом	1	1
540	как от	1	1
541	устремлена к	1	1
542	которая его	1	1
543	по поводу	1	1
544	и открывает	1	1
545	распадается на	1	1
546	к ее	1	1
547	не представляется	1	1
548	не то	2	1
549	жизни с	1	1
550	о ней	3	1
551	себе самом	2	1
552	в религиозном	1	1
553	той мере	1	1
554	не противоречит	1	1
555	еще раньше	1	1
556	такому пониманию	1	1
557	в юности	2	1
558	жить в	1	1
559	над проблемой	1	1
560	указать на	1	1
561	с одной	7	1
562	конца в	1	1
563	есть его	1	1
564	с точки	2	1
565	судьба в	1	1
566	чувствовала себя	1	1
567	своего другого	1	1
568	которого он	2	1
569	от начала	1	1
570	они в	2	1
571	видит в	1	1
572	того кому	1	1
573	отцов и	1	1
574	в будущем	2	1
575	как же	1	1
576	страдает от	1	1
577	всех его	2	1
578	на себя	3	1
579	быть только	1	1
580	в таком	2	1
581	как говорит	3	1
582	отличие от	5	1
583	с отцом	1	1
584	такой строй	1	1
585	зрения и	2	1
586	это путь	1	1
587	представляется нам	1	1
588	в себя	6	1
589	точек зрения	2	1
590	и кому	1	1
591	что как	1	1
592	той или	4	1
593	формы в	1	1
594	если оно	1	1
595	культурной жизни	1	1
596	есть к	1	1
597	друг с	1	1
598	ли это	1	1
599	мы уже	1	1
600	о прошлом	2	1
601	дисциплины и	1	1
602	не дает	1	1
603	род его	1	1
604	живому организму	1	1
605	действующих лиц	1	1
606	в развитии	1	1
607	другом и	2	1
608	все основные	1	1
609	одним словом	1	1
610	бы но	1	1
611	в системе	1	1
612	если же	1	1
613	мира чем	1	1
614	от одного	2	1
615	хотя в	2	1
616	все те	4	1
617	при такой	1	1
618	в тех	1	1
619	не могла	1	1
620	им самим	1	1
621	точка зрения	6	1
622	бы уже	1	1
623	также не	1	1
624	в современной	1	1
625	в историческом	1	1
626	над ним	1	1
627	ведь как	1	1
628	но всегда	1	1
629	так называемого	1	1
630	и небо	1	1
631	она определяется	2	1
632	человеческих отношений	1	1
633	оно имеет	1	1
634	и др	2	1
635	подход к	2	1
636	писателя как	1	1
637	о его	1	1
638	о других	1	1
639	слова от	1	1
640	лучше сказать	1	1
641	с чем	2	1
642	в силу	4	1
643	например о	1	1
644	не сразу	1	1
645	не порождает	1	1
646	в другое	1	1
647	процесса и	2	1
648	себе без	1	1
649	сказать о	1	1
650	на мир	1	1
651	и отсутствие	1	1
652	независимо от	2	1
653	с ее	3	1
654	в культуре	2	1
655	и случайных	1	1
656	в пространстве	4	1
657	старые и	1	1
658	как отец	1	1
659	своего рода	12	1
660	из опыта	1	1
661	как теперь	1	1
662	люди что	2	1
663	увидеть своего	1	1
664	жизни героя	1	1
665	к единому	1	1
666	не верят	1	1
667	в столь	1	1
668	если за	1	1
669	самым существенным	1	1
670	говорит и	2	1
671	понимал и	1	1
672	человек с	1	1
673	от нас	1	1
674	чтобы стать	2	1
675	в глубинах	1	1
676	ответ на	1	1
677	с природой	1	1
678	и делает	1	1
679	не признает	1	1
680	не на	2	1
681	за границей	4	1
682	один человек	2	1
683	быть так	1	1
684	прошел через	1	1
685	все то	2	1
686	претендует на	1	1
687	в различные	1	1
688	обращается к	1	1
689	можно назвать	1	1
690	с ними	1	1
691	ему казалось	1	1
692	подхода к	1	1
693	в слове	1	1
694	его высшей	1	1
695	за границу	3	1
696	который не	1	1
697	он от	1	1
698	всей своей	2	1
699	что вообще	1	1
700	состояние и	1	1
701	о любви	1	1
702	ни на	1	1
703	признать что	1	1
704	не является	8	1
705	жизни оно	1	1
706	истории не	1	1
707	смерти и	2	1
708	то и	1	1
709	он еще	1	1
710	наконец в	2	1
711	больше или	1	1
712	воскресение в	1	1
713	а может	1	1
714	не отражает	1	1
715	не могло	2	1
716	всего лишь	2	1
717	и ему	1	1
718	вслед за	4	1
719	идет не	1	1
720	в совершенно	1	1
721	же время	4	1
722	тогда как	12	1
723	цели и	1	1
724	в обоих	2	1
725	но без	2	1
726	она все	1	1
727	как будет	3	1
728	несмотря на	2	1
729	без участия	1	1
730	выбора в	1	1
731	известного рода	1	1
732	остается как	1	1
733	между людьми	1	1
734	в отличие	5	1
735	на две	1	1
736	от которой	1	1
737	имеет своим	1	1
738	она неизбежно	1	1
739	одной из	4	1
740	с нею	1	1
741	в глазах	1	1
742	событие в	2	1
743	к прошлому	1	1
744	до известной	1	1
745	мнения не	1	1
746	культуры как	1	1
747	свободного выбора	1	1
748	отрешенный от	1	1
749	только о	2	1
750	точку зрения	4	1
751	жизни но	2	1
752	в свое	1	1
753	смерть и	1	1
754	то они	2	1
755	имя которого	2	1
756	долг как	1	1
757	вокруг него	2	1
758	людей уже	1	1
759	нас нет	1	1
760	хоть и	1	1
761	с начала	1	1
762	в первый	1	1
763	опыта к	1	1
764	словами о	1	1
765	мы имеем	2	1
766	мира но	1	1
767	для всего	1	1
768	и кажется	1	1
769	почву для	1	1
770	в первую	1	1
771	со словами	2	1
772	чем он	1	1
773	несет в	1	1
774	слова а	1	1
775	в церковь	1	1
776	а на	1	1
777	что ни	1	1
778	иногда и	1	1
779	а о	1	1
780	а также	7	1
781	это еще	1	1
782	по существу	2	1
783	вместить в	1	1
784	случаях когда	1	1
785	которого нет	1	1
786	но по	1	1
787	есть начало	1	1
788	а иногда	2	1
789	на одном	1	1
790	мышлении и	1	1
791	и могут	1	1
792	в новом	1	1
793	и оно	1	1
794	с другом	1	1
795	вовсе не	1	1
796	культуры он	1	1
797	тем более	2	1
798	в меру	1	1
799	мере в	1	1
800	до встречи	1	1
801	чтобы сделать	1	1
802	этих двух	1	1
803	и тех	1	1
804	искать в	1	1
805	может иметь	1	1
806	на них	1	1
807	как ни	2	1
808	окружающего мира	1	1
809	а еще	1	1
810	наука или	1	1
811	для кого-то	2	1
812	чистом виде	1	1
813	голос самого	1	1
814	церкви и	1	1
815	это за	1	1
816	для кого	1	1
817	во второй	2	1
818	и может	1	1
819	возможна лишь	1	1
820	в частности	14	1
821	не знаю	1	1
822	свою жизнь	1	1
823	в нашей	1	1
824	с прошлым	1	1
825	что случилось	1	1
826	первые два	2	1
827	все та	2	1
828	идет о	2	1
829	национальной и	1	1
830	одного из	4	1
831	для такого	1	1
832	может показаться	1	1
833	слова в	1	1
834	настаивать на	1	1
835	же в	4	1
836	которого было	1	1
837	к высшему	1	1
838	и прежде	1	1
839	культуры с	1	1
840	в области	2	1
841	нуждается в	5	1
842	романа он	1	1
843	до каких	2	1
844	в мышлении	1	1
845	бытия в	3	1
846	ни был	1	1
847	становится в	1	1
848	в целом	1	1
849	и наконец	1	1
850	что на	2	1
851	вплоть до	2	1
852	все было	3	1
853	возможна только	1	1
854	он существует	1	1
