N	2gram	Losev_Dial	UchenyiS
222	его как	6	1
223	тезис о	1	1
224	него не	1	1
225	историзма в	1	1
226	но для	3	1
227	то есть	1	1
228	и служит	1	1
229	заданность и	1	1
230	и всей	1	1
231	этих функций	1	1
232	взятого в	1	1
233	нас самих	2	1
234	своем месте	1	1
235	очень часто	1	1
236	того как	2	1
237	почти не	1	1
238	в таком	15	1
239	но прежде	1	1
240	тех кто	1	1
241	исходить из	1	1
242	то и	5	1
243	химии и	1	1
244	принципов и	1	1
245	оно по	2	1
246	этот и	1	1
247	и свое	1	1
248	она не	10	1
249	быть в	4	1
250	из материальных	1	1
251	чем то	1	1
252	в течение	4	1
253	но именно	1	1
254	творчество и	1	1
255	она в	3	1
256	свой опыт	1	1
257	относятся к	1	1
258	в своем	7	1
259	говорить не	3	1
260	тогда когда	9	1
261	с тем	4	1
262	в наиболее	1	1
263	для себя	2	1
264	стороны в	1	1
265	только как	7	1
266	есть конечно	3	1
267	что только	1	1
268	его на	3	1
269	для в	1	1
270	только при	1	1
271	одной стороны	3	1
272	находит себе	1	1
273	время не	1	1
274	или по	4	1
275	мы имеем	3	1
276	не без	1	1
277	у тех	2	1
278	но также	1	1
279	понимая под	1	1
280	тому чтобы	3	1
281	искусства и	1	1
282	гораздо больше	1	1
283	и спорить	1	1
284	их в	2	1
285	же в	2	1
286	не для	1	1
287	он может	2	1
288	с самим	1	1
289	в ней	4	1
290	где же	4	1
291	вообще во	1	1
292	но что	11	1
293	в порядке	1	1
294	на одно	1	1
295	даже не	8	1
296	и так	2	1
297	и прежде	6	1
298	много но	1	1
299	и независимо	1	1
300	это значит	29	1
301	путь и	1	1
302	место и	1	1
303	а это	2	1
304	в этот	3	1
305	не вполне	2	1
306	уже много	1	1
307	на то	5	1
308	он и	3	1
309	одно замечание	1	1
310	природе и	1	1
311	почему в	1	1
312	строго говоря	2	1
313	но если	11	1
314	это же	3	1
315	бы ни	1	1
316	не значит	5	1
317	сам по	6	1
318	без этого	1	1
319	не столь	1	1
320	сюда же	2	1
321	в которых	1	1
322	к этому	3	1
323	так и	11	1
324	обе эти	1	1
325	это то	1	1
326	о нем	6	1
327	что с	2	1
328	из которых	4	1
329	ее в	3	1
330	случае все	1	1
331	понятий без	1	1
332	отнюдь не	16	1
333	находятся в	1	1
334	и вся	1	1
335	часто бывает	1	1
336	в качестве	1	1
337	о котором	4	1
338	в нем	7	1
339	именно этот	1	1
340	он не	8	1
341	содержания и	1	1
342	ней не	2	1
343	независимо от	3	1
344	материал и	1	1
345	и истории	4	1
346	что нельзя	1	1
347	все что	3	1
348	если нет	6	1
349	на его	1	1
350	есть ли	8	1
351	и что	21	1
352	в известном	1	1
353	и эстетической	4	1
354	одно из	8	1
355	что для	5	1
356	и это	12	1
357	с одной	4	1
358	и как-то	1	1
359	он был	1	1
360	как живой	1	1
361	и всякого	2	1
362	на своем	1	1
363	за пределы	3	1
364	и делает	2	1
365	они в	1	1
366	тут мы	4	1
367	даны не	1	1
368	должно быть	7	1
369	случае он	1	1
370	об этом	8	1
371	определяет собою	1	1
372	уж тем	1	1
373	то о	2	1
374	самое что	1	1
375	в виду	12	1
376	и искусства	1	1
377	само по	8	1
378	или менее	1	1
379	деле есть	1	1
380	есть слово	3	1
381	случайной и	1	1
382	красок и	1	1
383	в пределах	1	1
384	тот же	1	1
385	искусство и	1	1
386	уже не	9	1
387	кого бы	1	1
388	и вне	3	1
389	о том	11	1
390	не то	3	1
391	по его	2	1
392	далеко не	1	1
393	тем более	5	1
394	формы как	1	1
395	того что	22	1
396	в понятии	2	1
397	у него	2	1
398	в словах	1	1
399	друг другу	1	1
400	как таковым	2	1
401	бы это	3	1
402	в котором	2	1
403	не существует	10	1
404	бы в	5	1
405	в виде	11	1
406	той же	6	1
407	никогда не	9	1
408	мировоззрения и	1	1
409	человека и	2	1
