N	3gram	Bakhtin_Fr	Formalny
202	создает специфическую атмосферу	1	1
203	в романе и	1	1
204	как и всякий	1	1
205	для всего этого	1	1
206	что в этом	1	1
207	переходит в другое	1	1
208	таким образом в	2	1
209	а с другой	1	1
210	они вовсе не	1	1
211	они как бы	1	1
212	и по отношению	2	1
213	есть не что	1	1
214	самому своему существу	1	1
215	ее в свою	1	1
216	прежде всего это	1	1
217	и того же	1	1
218	самом деле здесь	1	1
219	в первой главе	1	1
220	нужно прибавить что	1	1
221	все эти формы	1	1
222	в его движении	1	1
223	как в его	1	1
224	процессе борьбы за	1	1
225	не только с	2	1
226	по этому поводу	1	1
227	не подлежит конечно	1	1
228	и в его	2	1
229	связанные с ними	1	1
230	нет никаких оснований	1	1
231	всего того что	1	1
232	у них и	1	1
233	и потому не	1	1
234	а также и	3	1
235	мы видим что	2	1
236	жизнь и судьба	2	1
237	как бы еще	1	1
238	то что было	1	1
239	в том и	1	1
240	провести границу между	1	1
241	таким образом мы	1	1
242	и в романе	2	1
243	за то что	4	1
244	но он не	1	1
245	в различных формах	1	1
246	той или иной	1	1
247	большей или меньшей	2	1
248	не могли не	1	1
249	мы увидим дальше	1	1
250	мы еще вернемся	2	1
251	свою роль в	1	1
252	тем что в	1	1
253	между жизнью и	1	1
254	он должен быть	1	1
255	и может быть	1	1
256	таким образом все	2	1
257	могли не оказать	1	1
258	целое так и	1	1
259	характерно что и	1	1
260	мы видели только	1	1
261	в чем же	2	1
262	очень характерна в	1	1
263	и в особенности	1	1
264	оно ни было	2	1
265	о том что	4	1
266	еще вернемся в	1	1
267	в нем слиты	1	1
268	они во всяком	1	1
269	это связано с	1	1
270	и в самом	1	1
271	в гораздо большей	1	1
272	все дело в	1	1
273	было бы сказать	1	1
274	итоги нашего анализа	2	1
275	как целое так	1	1
276	в высшую степень	1	1
277	и наконец от	1	1
278	а следовательно и	2	1
279	во всем своем	1	1
280	найдем их и	1	1
281	гораздо большей степени	1	1
282	в то время	1	1
283	мы найдем их	1	1
284	в нем дается	1	1
285	до конца нельзя	1	1
286	с помощью которого	1	1
287	другой стороны в	1	1
288	не что иное	1	1
289	что иное как	1	1
290	что он есть	1	1
291	если отвлечься от	1	1
292	реального пространства и	1	1
293	ярко проявляется в	1	1
294	ничем не оправдано	1	1
295	человека и в	1	1
296	как в своем	1	1
297	заключается в том	1	1
298	некоторое влияние на	1	1
299	или меньшей степени	1	1
300	между собой и	1	1
301	в реальном пространстве	2	1
302	во всех этих	1	1
303	существенное влияние на	1	1
304	никакого отношения к	1	1
305	в новое время	1	1
306	от всех тех	1	1
307	в этой роли	2	1
308	по самому своему	1	1
309	смыслу так же	1	1
310	что касается до	1	1
311	к этим вопросам	1	1
312	том что они	1	1
313	что в слове	1	1
314	же время в	1	1
315	по этому вопросу	1	1
316	по своей природе	1	1
317	и в литературе	2	1
318	та или иная	1	1
319	в большей или	2	1
320	это отношение к	1	1
321	остается и до	1	1
322	все это в	2	1
323	более того в	1	1
324	мы уже говорили	12	1
325	бы оно ни	2	1
326	является одним из	1	1
327	это и есть	1	1
328	же время здесь	1	1
329	можно было бы	2	1
330	новые и новые	2	1
331	потому что они	1	1
332	несколько слов о	1	1
