N	2gram	Bakhtin_Pr	Literetu
301	можно сказать	3	4
302	из этого	1	4
303	самим собою	3	4
304	а потому	4	4
305	от жизни	1	4
306	жизни а	2	4
307	в единстве	7	4
308	со всеми	1	4
309	от своего	1	4
310	и все	4	4
311	в пределах	13	4
312	отношения к	4	4
313	в творческом	1	4
314	приводит к	4	4
315	бы не	3	4
316	знает что	1	4
317	все они	4	4
318	художественного мира	5	4
319	совершенно не	2	4
320	то он	3	4
321	не является	2	4
322	в свою	1	4
323	на том	1	4
324	но лишь	1	4
325	со всей	2	4
326	каждый из	1	4
327	быть это	1	4
328	одной из	1	4
329	жизнь как	1	4
330	но это	7	4
331	таким образом	22	4
332	жизни не	1	4
333	нас самих	1	4
334	как к	3	4
335	и вот	4	4
336	для нас	3	4
337	и прежде	2	4
338	на его	7	4
339	в каждой	3	4
340	вовсе не	13	4
341	на другого	1	4
342	ко всему	1	4
343	не могу	1	4
344	но при	1	4
345	во второй	1	4
346	не оставляет	4	4
347	а по	1	4
348	такой же	1	4
349	себе самому	3	4
350	художественное творчество	1	4
351	не надо	1	4
352	все что	6	3
353	в душе	1	3
354	художественном мире	3	3
355	мы и	2	3
356	же и	2	3
357	роман или	1	3
358	к объективности	1	3
359	мысли и	5	3
360	окружающей его	1	3
361	в этих	5	3
362	по себе	13	3
363	в первом	3	3
364	нет в	1	3
365	действительную жизнь	1	3
366	мира и	8	3
367	и того	1	3
368	со своей	1	3
369	вопрос о	4	3
370	личность не	1	3
371	в сознание	1	3
372	времени в	2	3
373	он ищет	4	3
374	превращается в	4	3
375	лице как	1	3
376	так же	10	3
377	себе в	1	3
378	и еще	2	3
379	не становится	5	3
380	в трактате	1	3
381	а так	1	3
382	из трех	1	3
383	который в	2	3
384	творческого процесса	5	3
385	с ним	13	3
386	крайней мере	3	3
387	жизни с	1	3
388	усматривает в	1	3
389	говорить о	3	3
390	она и	3	3
391	сознания с	3	3
392	сознание в	3	3
393	что такое	1	3
394	а с	4	3
395	отношения между	3	3
396	свободы и	1	3
397	сознания на	1	3
398	сознания не	3	3
399	как таковое	1	3
400	мне в	1	3
401	не есть	2	3
402	и перед	3	3
403	в чем	2	3
404	а для	1	3
405	той или	3	3
406	всех своих	1	3
407	но как	4	3
408	для его	4	3
409	сознания а	1	3
410	героя и	11	3
411	же как	5	3
412	и является	1	3
413	но только	3	3
414	вот в	1	3
415	же это	2	3
416	над ним	1	3
417	не раз	3	3
418	писал в	1	3
419	он в	3	3
420	произведения в	2	3
421	что для	4	3
422	его личности	4	3
423	в первой	3	3
424	и от	3	3
425	я люблю	1	3
426	там где	12	3
427	себе как	1	3
428	в особенности	2	3
429	культуры нового	1	3
430	не так	3	3
431	взгляд на	1	3
432	однако с	1	3
433	за ним	2	3
434	должна быть	4	3
435	был бы	6	3
436	ним и	4	3
437	это уже	1	3
438	из которых	3	3
439	в отношении	3	3
440	целом ряде	3	3
441	и вполне	2	3
442	себе не	1	3
443	не на	6	3
444	можно было	5	3
445	если не	2	3
446	ориентировано на	1	3
447	если бы	12	3
448	с ней	1	3
449	от автора	6	3
450	из тех	3	3
451	xx века	1	3
452	они не	5	3
453	не имеет	2	3
454	да и	3	3
455	вследствие этого	2	3
456	которая не	2	3
457	ничего общего	1	3
458	своей жизни	2	3
459	по крайней	3	3
460	я говорю	1	3
461	бы и	6	3
462	того чтобы	5	3
463	относится к	2	3
464	из его	4	3
465	и тогда	1	3
466	и уже	3	3
467	не могло	1	3
468	отношении к	3	3
469	о своем	2	3
470	и до	5	3
471	в истории	3	3
472	как например	2	3
473	в творчестве	6	3
474	что же	5	3
475	в этот	2	3
476	между людьми	1	3
477	в сознании	4	3
478	здесь не	2	3
479	столько в	1	3
480	к предмету	1	3
481	всяком случае	3	3
482	тот же	4	3
483	ничего не	8	3
484	на языке	2	3
485	ни с	1	3
486	сколько в	2	3
487	о нем	16	3
488	ее в	2	3
489	в полном	2	3
490	из своих	1	3
491	на самом	5	3
492	сознания и	9	3
493	с их	9	3
494	все равно	3	3
495	а на	1	3
496	например не	1	3
497	на нее	1	3
498	дело в	1	3
499	в действительности	1	3
500	в какой	2	3
501	все эти	12	3
502	и потому	9	3
503	в плену	1	3
504	он говорит	3	3
505	как уже	1	3
506	одну из	1	3
507	не по	3	3
508	бытия в	3	3
509	стороны и	1	3
510	только то	3	3
511	поэтому для	1	3
512	еще на	1	3
513	числе и	1	3
514	же самое	1	3
515	отношение к	4	3
516	и о	5	3
517	художественного произведения	1	3
518	в разговоре	1	3
519	за счет	2	3
520	есть не	3	3
521	за их	1	3
522	в той	9	2
523	во всем	1	2
524	от него	3	2
525	на границах	1	2
526	еще раз	3	2
527	для меня	2	2
528	можно и	1	2
529	всей жизни	1	2
530	на второй	1	2
531	тем как	4	2
532	время не	3	2
533	потому не	1	2
534	него в	2	2
535	литературной традиции	1	2
536	и другими	6	2
537	в результате	6	2
538	является по	1	2
539	литературы к	1	2
540	чтобы в	2	2
541	для понимания	5	2
542	в борьбе	1	2
543	а напротив	1	2
544	черты в	1	2
545	начинается и	1	2
546	у людей	1	2
547	вне себя	1	2
548	сознанием и	2	2
549	что по	1	2
550	на эту	1	2
551	роль в	2	2
552	поскольку он	1	2
553	авторская позиция	4	2
554	мир и	6	2
555	у достоевского	35	2
556	так например	1	2
557	на первый	1	2
558	первый взгляд	1	2
559	самого художественного	1	2
560	сделать в	1	2
561	действительности в	1	2
562	творчества в	3	2
563	мире не	1	2
564	книге о	1	2
565	в котором	6	2
566	не согласиться	1	2
567	раз и	4	2
568	это последнее	1	2
569	даже и	2	2
570	только как	1	2
571	но даже	1	2
572	одновременно он	1	2
573	художественного видения	13	2
574	не об	6	2
575	здесь это	1	2
576	значительной степени	1	2
577	уже и	2	2
578	еще более	1	2
579	он писал	3	2
580	не я	1	2
581	первого лица	2	2
582	всего что	2	2
583	об отсутствии	1	2
584	самом начале	3	2
585	сказать что	9	2
586	для всей	1	2
587	в контексте	2	2
588	и у	6	2
589	а сам	1	2
590	могло бы	1	2
591	быть в	2	2
592	есть по	1	2
593	тем более	2	2
594	а со	1	2
595	по поводу	2	2
596	и внешней	1	2
597	его герой	1	2
598	и души	2	2
599	гораздо более	1	2
600	к нему	13	2
601	только не	1	2
602	что у	5	2
603	нами не	1	2
604	на протяжении	3	2
605	как нам	2	2
606	к человеку	3	2
607	личности поэтому	1	2
608	остаются в	1	2
609	у каждого	1	2
610	и всегда	1	2
611	бытия не	1	2
612	а и	2	2
613	и сама	1	2
614	с другими	11	2
615	не от	2	2
616	стремится к	1	2
617	и притом	3	2
618	но он	3	2
619	толстой например	1	2
620	исторической поэтики	1	2
621	и говорит	1	2
622	героя с	3	2
623	быть только	3	2
624	xviii века	1	2
625	внутреннюю свободу	1	2
626	тому что	3	2
627	не остается	1	2
628	человек и	2	2
629	в живом	1	2
630	лишь на	3	2
631	человек в	2	2
632	себя как	5	2
633	мыслит и	1	2
634	сознания как	1	2
635	так сказать	8	2
636	же касается	1	2
637	природа и	1	2
638	а только	3	2
639	людей в	1	2
640	это тоже	1	2
641	человека а	2	2
642	слово как	1	2
643	бы в	7	2
644	остается в	2	2
645	апеллирует к	1	2
646	если оно	1	2
647	и однако	1	2
648	это прежде	1	2
649	нового времени	4	2
650	в работе	1	2
651	явления в	1	2
652	для художника	1	2
653	кажется что	4	2
654	если б	1	2
655	бы они	1	2
656	но зато	1	2
657	одно и	1	2
658	всех других	1	2
659	в нас	1	2
660	а от	1	2
661	а вы	1	2
662	того кто	1	2
663	как человек	2	2
664	друг другу	3	2
665	и каждый	1	2
666	человека и	2	2
667	сам в	1	2
668	что может	2	2
669	мысль в	1	2
670	культурной традиции	2	2
671	всю жизнь	1	2
672	бы быть	3	2
673	собственного сознания	2	2
674	писателя в	1	2
675	поэтического творчества	2	2
676	автора как	3	2
677	и по	4	2
678	здесь мы	3	2
679	и чужого	1	2
680	бы я	1	2
681	с идеей	4	2
682	герой не	2	2
683	и ее	5	2
684	живет на	1	2
685	к более	2	2
686	принципиальная особенность	1	2
687	в статье	1	2
688	к собственному	1	2
689	как теперь	1	2
690	мире и	1	2
691	романа с	2	2
692	та же	1	2
693	как с	1	2
694	переходит в	2	2
695	не поглощает	1	2
696	к художественному	1	2
697	на почве	5	2
698	своего времени	3	2
699	чужого я	1	2
700	героя в	9	2
701	тогда когда	2	2
702	на первом	2	2
703	из таких	1	2
704	не идет	1	2
705	и при	1	2
706	была бы	5	2
707	со своим	4	2
708	что они	3	2
709	романа и	5	2
710	сердца и	1	2
711	никак не	3	2
712	есть и	2	2
713	нашего времени	1	2
714	самой жизни	2	2
715	что сам	1	2
716	для них	3	2
717	и вновь	1	2
718	оно не	2	2
719	все то	5	2
720	борьба с	2	2
721	его собственная	1	2
722	значение в	1	2
723	не поддается	3	2
724	если это	1	2
725	его сознания	4	2
726	русской и	1	2
727	поворачивается к	1	2
728	к его	1	2
729	с ними	3	2
730	которого является	1	2
731	жизни где	1	2
732	при всех	1	2
733	и было	1	2
734	перед нами	8	2
735	к той	2	2
736	полной мере	1	2
737	предметом рефлексии	1	2
738	это и	10	2
739	и более	2	2
740	в диалог	2	2
741	в тебе	1	2
742	это мир	1	2
743	ведь мы	1	2
744	не любил	1	2
745	в значительной	1	2
746	из этих	2	2
747	так чтобы	3	2
748	во мне	2	2
749	с которой	4	2
750	этот образ	1	2
751	и теперь	1	2
752	или иных	1	2
753	к своим	1	2
754	да в	1	2
755	и ему	1	2
756	я а	1	2
757	он как	4	2
758	от других	2	2
759	он становится	1	2
760	в совершенно	2	2
761	так называемого	1	2
762	а лишь	3	2
763	им в	4	2
764	автора в	4	2
765	нет и	4	2
766	впервые в	1	2
767	и многих	1	2
768	он все	2	2
769	то для	1	2
770	индивидуальном сознании	2	2
771	то она	1	2
772	со словом	1	2
773	не видит	1	2
774	остался в	1	2
775	у них	1	2
776	всю полноту	1	2
777	автора а	2	2
778	этом случае	1	2
779	ответ на	2	2
780	другое сознание	1	2
781	на вопрос	2	2
782	в первый	1	2
783	над ней	1	2
784	других но	1	2
785	мы имеем	2	2
786	не для	1	2
787	ничего кроме	1	2
788	себя самого	5	2
789	имел в	1	2
790	сам себе	1	2
791	в зеркале	1	2
792	я но	1	2
793	жизнь не	1	2
794	по этому	2	2
795	его действительности	1	2
796	непосредственно в	2	2
797	этого сознания	2	2
798	ведь это	3	2
799	от всех	1	2
800	этом не	1	2
801	и всякое	1	2
802	о жизни	1	2
803	между собою	1	2
804	в сферу	1	2
805	мира а	1	2
806	есть в	10	2
807	как другого	1	2
808	нового типа	2	2
809	другом месте	1	2
810	к концу	1	2
811	по убеждению	1	2
812	в авторском	4	2
813	и художественного	1	2
814	ибо в	2	2
815	должен быть	1	2
816	и другого	1	2
817	жизнь и	3	2
818	от первого	2	2
819	и самого	4	2
820	в полной	1	2
821	в таком	2	2
822	а как	8	2
823	творческий процесс	1	2
824	всю свою	1	2
825	она не	9	2
826	его не	2	2
827	которые могли	1	2
828	ни был	2	2
829	что касается	1	2
830	романа о	1	2
831	дает им	1	2
832	а прежде	2	2
833	от земли	1	2
834	как явление	1	2
835	свобода и	1	2
836	к которой	1	2
837	даже по	1	2
838	в большинстве	3	2
839	на это	2	2
840	последнее слово	10	2
841	со своими	6	2
842	для такого	2	2
843	слова в	4	2
844	бытия и	1	2
845	а жизнь	1	2
846	тех или	1	2
847	и новые	1	2
848	может и	1	2
849	своей индивидуальности	1	2
850	сделать их	1	2
851	на слово	1	2
852	не можем	1	2
853	что на	1	2
854	к идее	4	2
855	а эти	1	2
856	здесь этот	1	2
857	совершается между	1	1
858	индивидуальности и	1	1
859	понял что	1	1
860	является в	1	1
861	она сама	1	1
862	только из	1	1
863	мире а	3	1
864	в настоящем	4	1
865	случае в	1	1
866	этого в	2	1
867	автора по	3	1
868	со всем	2	1
869	ней не	1	1
870	другом но	1	1
871	в момент	4	1
872	только что	3	1
873	в последнее	1	1
874	его личного	2	1
875	которые не	1	1
876	познания и	1	1
877	порядка в	3	1
878	до него	1	1
879	и становятся	1	1
880	как свою	1	1
881	да что	1	1
882	сверх того	1	1
883	души человеческой	2	1
884	до самого	1	1
885	собственной личности	1	1
886	общества но	1	1
887	с самим	3	1
888	вновь и	1	1
889	эта новая	3	1
890	о них	2	1
891	на своей	1	1
892	в пользу	1	1
893	которой в	1	1
894	строго говоря	1	1
895	в некоторых	1	1
896	какой бы	2	1
897	говорит о	1	1
898	сам автор	4	1
899	проникновения в	4	1
900	что человек	1	1
901	в последнюю	1	1
902	только за	1	1
903	героя о	4	1
904	из многочисленных	1	1
905	которую он	2	1
906	а там	1	1
907	людей и	2	1
908	сознаний в	5	1
909	ко всем	2	1
910	более или	1	1
911	он остается	2	1
912	делает в	1	1
913	но все	8	1
914	такими же	1	1
915	ни одна	2	1
916	представляется ему	1	1
917	если и	2	1
918	для обычного	1	1
919	из самых	1	1
920	он эту	1	1
921	объективном мире	2	1
922	художественное видение	1	1
923	сущности не	1	1
924	в построении	5	1
925	уже на	1	1
926	в музыке	4	1
927	он у	2	1
928	самому и	1	1
929	искусства его	1	1
930	смерть как	1	1
931	единого и	1	1
932	определения своей	1	1
933	их в	8	1
934	духа в	1	1
935	притом в	1	1
936	а всегда	1	1
937	из дневника	1	1
938	стремления к	1	1
939	смерть в	1	1
940	что почти	1	1
941	лица в	1	1
942	власти или	1	1
943	его творческого	1	1
944	самого как	1	1
945	из героев	1	1
946	отсюда вытекает	1	1
947	не его	3	1
948	одного духа	1	1
949	как только	2	1
950	не стало	1	1
951	чем бы	1	1
952	всякого рода	1	1
953	изображение как	1	1
954	самом и	4	1
955	в дальнейшем	2	1
956	душу теперь	1	1
957	последний час	1	1
958	с этим	2	1
959	не подчиняется	1	1
960	художественного восприятия	1	1
961	при определенных	1	1
962	сознаний а	1	1
963	существенный момент	1	1
964	для автора	6	1
965	сознании автора	1	1
966	при условии	1	1
967	значение только	1	1
968	тот внешний	1	1
969	не могли	3	1
970	аналогию с	1	1
971	природу самой	1	1
972	и взаимодействия	1	1
973	его жизни	2	1
974	сознаний и	3	1
975	которой он	1	1
976	эти идеи	3	1
977	персонажа с	1	1
978	значимости в	2	1
979	жизнь а	1	1
980	была еще	1	1
981	уже у	1	1
982	но эти	2	1
983	себя другие	1	1
984	и неизбежно	1	1
985	на ее	2	1
986	вот почему	3	1
987	пределах самого	1	1
988	который следуя	1	1
989	же успехом	1	1
990	формы так	1	1
991	над которым	1	1
992	реплику в	1	1
993	он всегда	1	1
994	но они	4	1
995	идеи и	2	1
996	может служить	1	1
997	на миг	1	1
998	каждое слово	1	1
999	все в	7	1
1000	и нужна	1	1
1001	и когда	1	1
1002	существу своему	1	1
1003	годы и	1	1
1004	безгласный объект	2	1
1005	ценности и	1	1
1006	его знакомых	1	1
1007	конечно не	7	1
1008	от той	1	1
1009	от своей	1	1
1010	бы там	1	1
1011	самого начала	4	1
1012	и полноправным	1	1
1013	и далее	1	1
1014	точке зрения	5	1
1015	автора с	1	1
1016	от лица	1	1
1017	не оставляющий	1	1
1018	соприкасается с	1	1
1019	и взаимодействие	2	1
1020	и три	1	1
1021	дело и	1	1
1022	с авторской	2	1
1023	о художественной	1	1
1024	среди них	3	1
1025	другого героя	1	1
1026	его за	1	1
1027	этот как	1	1
1028	ней и	1	1
1029	из всех	1	1
1030	а перед	1	1
1031	само оно	1	1
1032	наряду с	1	1
1033	ее как	3	1
1034	в мировом	1	1
1035	единство так	1	1
1036	в самое	1	1
1037	автора или	2	1
1038	на него	4	1
1039	к которому	1	1
1040	достоевским в	3	1
1041	есть конечно	1	1
1042	входят в	3	1
1043	в зависимости	5	1
1044	мир объектов	2	1
1045	не умеет	1	1
1046	в свободном	1	1
1047	как писатель	1	1
1048	говорит сам	2	1
1049	типа а	2	1
1050	достоевского но	10	1
1051	от них	3	1
1052	русский язык	1	1
1053	как организатор	1	1
1054	он этой	1	1
1055	что даже	1	1
1056	каким был	1	1
1057	на котором	3	1
1058	выступает и	1	1
1059	и живет	1	1
1060	дерево жизни	1	1
1061	видения мира	1	1
1062	как дело	1	1
1063	ни даже	1	1
1064	своего творческого	1	1
1065	эпохи или	1	1
1066	сознаний не	1	1
1067	есть их	1	1
1068	чужую личность	2	1
1069	оно верно	1	1
1070	весь в	1	1
1071	пусть и	1	1
1072	не друг	1	1
1073	она имеет	1	1
1074	герой и	1	1
1075	последних вопросов	1	1
1076	ее и	2	1
1077	той мере	1	1
1078	и автор	2	1
1079	него как	1	1
1080	мир стал	1	1
1081	то оно	3	1
1082	не растворяет	1	1
1083	как такового	1	1
1084	этому пути	1	1
1085	нельзя сказать	1	1
1086	здесь нет	3	1
1087	но из	1	1
1088	как для	1	1
1089	в дневнике	1	1
1090	творческого пути	3	1
1091	об одном	1	1
1092	земли в	1	1
1093	такова была	1	1
1094	есть у	2	1
1095	в состоянии	1	1
1096	жизни человека	1	1
1097	в сырой	1	1
1098	в стиле	1	1
1099	к творчеству	1	1
1100	проявляется в	2	1
1101	в образе	4	1
1102	свидригайлов и	1	1
1103	второй план	1	1
1104	все новые	1	1
1105	мира где	1	1
1106	находится в	2	1
1107	утверждает что	1	1
1108	в последующие	1	1
1109	из ничего	1	1
1110	свою смерть	1	1
1111	иного рода	1	1
1112	обычно служит	1	1
1113	показал как	1	1
1114	показательна для	1	1
1115	художника не	1	1
1116	алеши карамазова	1	1
1117	зрения которого	1	1
1118	не путем	1	1
1119	равноправных с	1	1
1120	видит в	1	1
1121	я нахожу	1	1
1122	мы ее	1	1
1123	и человек	2	1
1124	не была	1	1
1125	чем в	3	1
1126	единым и	1	1
1127	из работ	1	1
1128	как же	5	1
1129	личность на	1	1
1130	и наказания	2	1
1131	или не	2	1
1132	в которой	6	1
1133	не о	3	1
1134	пути и	1	1
1135	авторского сознания	5	1
1136	как по	1	1
1137	прежде чем	1	1
1138	в произведении	4	1
1139	и позволяет	1	1
1140	внутренний диалог	1	1
1141	его романов	5	1
1142	сущности только	2	1
1143	своего и	1	1
1144	будто бы	1	1
1145	что за	1	1
1146	ряд и	1	1
1147	он их	1	1
1148	начинается там	1	1
1149	с самого	3	1
1150	но для	2	1
1151	не оставили	1	1
1152	оно ориентировано	1	1
1153	стоит он	1	1
1154	может по-своему	1	1
1155	и своего	1	1
1156	в последних	1	1
1157	укоренен в	1	1
1158	на пути	2	1
1159	литературе и	1	1
1160	между ними	4	1
1161	и привычной	1	1
1162	и радикально	1	1
1163	и она	1	1
1164	и иные	1	1
1165	на земле	1	1
1166	большинстве случаев	3	1
1167	рядом с	16	1
1168	правдой и	1	1
1169	от этого	2	1
1170	можно прийти	1	1
1171	того и	1	1
1172	и жизнь	1	1
1173	прошлое в	1	1
1174	о если	1	1
1175	строит не	1	1
1176	больше всего	1	1
1177	в свете	4	1
1178	своей художественной	1	1
1179	того он	1	1
1180	лишь для	1	1
1181	как раньше	1	1
1182	его души	2	1
1183	был не	2	1
1184	к мысли	1	1
1185	в смысле	4	1
1186	вне художественного	1	1
1187	в эту	1	1
1188	вы в	1	1
1189	на себе	2	1
1190	жизни вообще	1	1
1191	цельный образ	1	1
1192	ним а	1	1
1193	в других	1	1
1194	не ждет	1	1
1195	сих пор	3	1
1196	то лишь	2	1
1197	чтобы его	2	1
1198	нормативного сознания	1	1
1199	имеет ничего	1	1
1200	и мир	4	1
1201	видят в	1	1
1202	в лучшем	3	1
1203	мы можем	3	1
1204	весь мир	1	1
1205	диалогическая позиция	2	1
1206	находит свое	2	1
1207	и быть	1	1
1208	чужих сознаний	2	1
1209	диалоге с	1	1
1210	в устах	2	1
1211	как субъект	1	1
1212	как действительность	2	1
1213	никакого существенного	2	1
1214	вырождается и	1	1
1215	мы уже	4	1
1216	сознания то	1	1
1217	со многими	1	1
1218	все остальные	1	1
1219	именно потому	3	1
1220	еще только	1	1
1221	исключительное значение	1	1
1222	природе своей	3	1
1223	и социальном	1	1
1224	личности и	1	1
1225	человека как	1	1
1226	образ не	1	1
1227	в рассказе	3	1
1228	с идеологическими	1	1
1229	говорить об	2	1
1230	является его	1	1
1231	в объективном	2	1
1232	в ответ	1	1
1233	переживаний и	1	1
1234	с героями	3	1
1235	в развитии	1	1
1236	новые и	1	1
1237	оно и	1	1
1238	как объект	4	1
1239	сознания она	1	1
1240	не тем	1	1
1241	в живописи	1	1
1242	других людей	1	1
1243	разделяется на	1	1
1244	себя на	2	1
1245	лишь один	2	1
1246	является одним	2	1
1247	раскрытия и	2	1
1248	поэтому даже	1	1
1249	как автор	2	1
1250	даже не	1	1
1251	бы уже	2	1
1252	также не	2	1
1253	области художественной	1	1
1254	его творческой	1	1
1255	диалогически с	1	1
1256	как один	1	1
1257	о мире	6	1
1258	совершенно справедливо	2	1
1259	из прошлого	1	1
1260	сравнительно с	1	1
1261	он представляет	1	1
1262	с таким	1	1
1263	в точку	2	1
1264	она была	1	1
1265	особый интерес	1	1
1266	как доминанта	2	1
1267	друг мой	1	1
1268	возможность быть	1	1
1269	третьего лица	1	1
1270	с большой	1	1
1271	в последний	2	1
1272	связать и	1	1
1273	ту сторону	2	1
1274	одного сознания	10	1
1275	человеческих отношений	1	1
1276	новой художественной	1	1
1277	вы что	2	1
1278	ну и	1	1
1279	показать что	1	1
1280	только с	2	1
1281	не укоренен	1	1
1282	бы его	1	1
1283	он вдруг	1	1
1284	каждой личности	1	1
1285	подход к	2	1
1286	эпохе в	1	1
1287	это делает	2	1
1288	но ее	1	1
1289	видения жизни	1	1
1290	лучше сказать	1	1
1291	что только	1	1
1292	в осуществлении	1	1
1293	вне этого	1	1
1294	своего художественного	1	1
1295	этих словах	1	1
1296	внутреннего облика	1	1
1297	ней в	1	1
1298	видение мира	1	1
1299	что без	1	1
1300	свои силы	1	1
1301	пушкиным в	1	1
