N	2gram	Medvedev_V	FransuaR
363	и без	1	8
364	и символов	1	8
365	дело не	1	8
366	же и	3	7
367	не как	1	7
368	новое время	1	7
369	во всяком	2	7
370	искусства и	2	7
371	себе и	2	7
372	к ним	2	7
373	на него	2	7
374	от них	2	7
375	к этим	2	7
376	подлежит сомнению	1	7
377	что у	3	7
378	с жизнью	1	7
379	связанный с	1	7
380	между всеми	1	7
381	и та	1	7
382	подобно тому	3	7
383	весь роман	1	7
384	нет ничего	1	7
385	нет и	3	7
386	только с	2	7
387	них и	1	7
388	в виде	1	7
389	но она	1	7
390	в различных	2	7
391	что по	1	7
392	значительной мере	3	7
393	своего развития	1	7
394	в состоянии	1	7
395	правильного понимания	1	7
396	всех его	2	7
397	в целях	2	7
398	сомнению что	1	7
399	в таком	1	7
400	в новое	1	7
401	а как	2	7
402	характер этого	1	7
403	связанное с	2	7
404	вот как	4	7
405	никак не	3	7
406	из которых	2	7
407	связанная с	1	7
408	том как	3	7
409	смертью в	1	7
410	наконец и	1	7
411	и если	1	7
412	как нечто	1	7
413	жизни это	1	7
414	не будем	1	7
415	первой части	1	7
416	должен быть	4	7
417	его не	3	7
418	тому как	3	7
419	в свою	1	7
420	по этому	10	7
421	мы наблюдаем	2	6
422	во времени	1	6
423	не столько	2	6
424	жизнь в	1	6
425	казалось бы	1	6
426	было в	2	6
427	хотя бы	20	6
428	в противоположность	3	6
429	имеем в	1	6
430	себе в	1	6
431	свою очередь	1	6
432	находится в	1	6
433	что она	2	6
434	и чисто	1	6
435	характерны для	1	6
436	например у	2	6
437	в какой-то	1	6
438	это одна	1	6
439	смысле слова	2	6
440	для них	2	6
441	эти явления	2	6
442	к его	2	6
443	и явлениями	1	6
444	его и	1	6
445	этот последний	1	6
446	у них	2	6
447	смерть и	1	6
448	как у	2	6
449	или даже	1	6
450	и эти	1	6
451	которые в	2	6
452	происходит в	1	6
453	как будто	1	6
454	вот это	2	6
455	момента в	1	6
456	исторического развития	1	6
457	но по	1	6
458	от всего	1	6
459	а именно	1	6
460	говорить о	2	6
461	самого начала	1	6
462	между прочим	2	6
463	лица и	2	6
464	его развития	1	6
465	не дает	1	6
466	что эта	1	6
467	могут быть	8	6
468	переходит в	1	6
469	за это	1	6
470	вряд ли	1	6
471	это время	1	6
472	совершенно не	1	6
473	тех же	1	6
474	мы знаем	3	6
475	пародия на	2	6
476	он может	2	6
477	друг друга	1	6
478	события и	1	6
479	нет ни	2	6
480	свидетельствует о	1	6
481	остановимся на	2	6
482	ее в	4	6
483	очень много	1	6
484	а иногда	1	6
485	в искусстве	6	6
486	входит в	1	6
487	от того	2	6
488	со своими	1	6
489	в применении	1	5
490	применении к	1	5
491	в риме	1	5
492	проявляется в	1	5
493	с другими	2	5
494	у этого	1	5
495	и образа	1	5
496	и речи	1	5
497	из него	1	5
498	один раз	1	5
499	он пишет	9	5
500	этой системе	1	5
501	и стиль	1	5
502	тогда когда	2	5
503	и дает	1	5
504	этого процесса	1	5
505	значения и	1	5
506	бы не	2	5
507	сравнению с	1	5
508	на основе	5	5
509	по сравнению	1	5
510	из его	4	5
511	подобного рода	1	5
512	каждый из	1	5
513	как например	2	5
514	связанной с	1	5
515	мы имеем	3	5
516	которых он	1	5
517	и всегда	1	5
518	тем более	1	5
519	же самое	2	5
520	на то	2	5
521	которой мы	1	5
522	можно говорить	1	5
523	на эти	2	5
524	по их	1	5
525	но даже	3	5
526	говорит что	1	5
527	не вполне	2	5
528	то в	1	5
529	и весь	2	5
530	от его	2	5
531	на язык	2	5
532	должно быть	2	5
533	всего необходимо	1	5
534	в несколько	1	5
535	между этими	1	5
536	же как	2	5
537	он сам	2	5
538	для его	4	5
539	вообще в	1	5
540	всех других	3	5
541	но только	1	5
542	и этот	2	5
543	почти не	1	5
544	должна быть	2	5
545	и из	1	5
546	мы в	1	5
547	в слове	3	5
548	себя и	1	5
549	не является	5	5
550	с нею	2	5
551	года и	2	5
552	всяком случае	2	5
553	в едином	1	5
554	многие из	2	5
555	видеть в	3	5
556	бы и	6	5
557	по словам	8	5
558	что мы	2	5
559	по его	2	5
560	без всякой	1	5
561	человека в	2	5
562	когда он	4	5
563	стороны и	2	5
564	только то	2	5
565	слова в	1	5
566	не к	1	5
567	таковы например	1	4
568	труда и	2	4
569	его от	2	4
570	силой и	1	4
571	в живописи	1	4
572	и судьбы	1	4
573	еще недостаточно	1	4
574	порядка и	1	4
575	этого образа	1	4
576	к этой	1	4
577	и той	1	4
578	предисловии к	1	4
579	ни одного	2	4
580	ее как	2	4
581	что даже	2	4
582	о его	2	4
583	с более	2	4
584	время и	1	4
585	внимание на	2	4
586	нет места	1	4
587	природу и	1	4
588	и некоторые	2	4
589	но для	2	4
590	действительности и	7	4
591	в каждом	2	4
592	что во	1	4
593	одно и	1	4
594	этот вопрос	3	4
595	как один	1	4
596	обратимся к	1	4
597	них не	4	4
598	году и	1	4
599	не случайно	1	4
600	чтобы не	2	4
601	мира его	1	4
602	если в	2	4
603	также что	2	4
604	он только	1	4
605	их и	4	4
606	это самое	1	4
607	мир а	1	4
608	знаем что	2	4
609	это вовсе	1	4
610	полнее всего	1	4
611	понять и	1	4
612	он должен	1	4
613	и смысл	1	4
614	оно и	1	4
615	говорит об	2	4
616	дошедших до	1	4
617	при всем	3	4
618	к ней	1	4
619	мы и	1	4
620	роль и	1	4
621	рассказ о	1	4
622	дело с	1	4
623	однако и	1	4
624	по себе	2	4
625	стороны в	2	4
626	что этот	1	4
627	которой он	1	4
628	часто в	1	4
629	этого мира	1	4
630	который в	2	4
631	различных областей	1	4
632	только не	2	4
633	отражение в	1	4
634	говорит он	1	4
635	но ведь	1	4
636	него был	1	4
637	но к	2	4
638	для правильного	1	4
639	находит свое	1	4
640	так называемые	3	4
641	и тем	1	4
642	кажется что	1	4
643	из мира	1	4
644	если же	1	4
645	не по	2	4
646	друг другу	1	4
647	заключается в	2	4
648	всех сторон	1	4
649	основываясь на	2	4
650	утверждает что	3	4
651	о своей	1	4
652	состоит из	1	4
653	и отдельных	3	4
654	в известном	1	4
655	из тех	1	4
656	со всех	1	4
657	самое существенное	1	4
658	не могло	1	4
659	значение для	1	4
660	знает и	1	4
661	заметить что	1	4
662	громадное значение	1	4
663	это особенно	2	4
664	со своим	3	4
665	из своих	2	4
666	же не	1	4
667	и понятий	1	4
668	и слова	2	4
669	говорят о	1	4
670	единство и	1	4
671	целого и	1	4
672	это явление	1	4
673	что эти	1	4
674	образов их	1	4
675	самого автора	1	4
676	быть и	1	4
677	было еще	1	4
678	говоря о	1	4
679	что из	1	4
680	на это	2	4
681	свидетельствуют о	2	4
682	этому вопросу	2	4
683	с которой	1	3
684	труд и	1	3
685	широко и	1	3
686	типа как	1	3
687	него в	3	3
688	в живом	1	3
689	это определение	1	3
690	как об	2	3
691	после обеда	1	3
692	до самых	1	3
693	есть то	1	3
694	себе все	1	3
695	неотделимы от	1	3
696	это его	1	3
697	не всегда	2	3
698	богатой и	1	3
699	да винчи	1	3
700	рассказывает о	4	3
701	искусстве и	2	3
702	и формы	2	3
703	много и	2	3
704	они должны	2	3
705	том чтобы	2	3
706	сущности и	1	3
707	образом на	1	3
708	и мы	1	3
709	места из	1	3
710	после этого	2	3
711	сквозь призму	1	3
712	а с	1	3
713	будто бы	2	3
714	всем что	1	3
715	тому что	7	3
716	в устах	1	3
717	время как	1	3
718	между собой	1	3
719	на другом	1	3
720	а для	2	3
721	и мир	3	3
722	в лучшем	1	3
723	доходит до	1	3
724	равно как	4	3
725	в систему	1	3
726	необходимо учитывать	1	3
727	систему образов	3	3
728	роль играют	1	3
729	в последнем	2	3
730	говорит и	8	3
731	и создает	1	3
732	мере и	1	3
733	о природе	1	3
734	смысла и	1	3
735	явлений и	3	3
736	приводит к	6	3
737	к какому	1	3
738	от всей	1	3
739	в каком	1	3
740	это только	4	3
741	основе этого	1	3
742	образы не	1	3
743	примеров можно	2	3
744	персонажей в	1	3
745	эта не	2	3
746	при всей	2	3
747	из основных	2	3
748	или с	1	3
749	в сферу	1	3
750	в каждой	1	3
751	встречаемся с	1	3
752	она не	3	3
753	этого рода	2	3
754	и может	2	3
755	и элементы	1	3
756	о своих	1	3
757	сознания в	1	3
758	что один	1	3
759	места и	1	3
760	как форма	1	3
761	которые не	1	3
762	он всегда	1	3
763	др но	1	3
764	начинается с	2	3
765	у которого	1	3
766	в художественном	10	3
767	др и	1	3
768	то это	2	3
769	вот почему	5	3
770	в глаза	1	3
771	быть в	1	3
772	связи со	1	3
773	войны и	2	3
774	именно эти	1	3
775	в меньшей	1	3
776	и через	2	3
777	не о	2	3
778	говорит в	3	3
779	что его	2	3
780	указывает что	1	3
781	всем своем	1	3
782	нам предстоит	1	3
783	что их	1	3
784	они играют	1	3
785	его творчества	1	3
786	явления в	2	3
787	образ как	1	3
788	действующих лиц	5	3
789	этом смысле	1	3
790	они могут	1	3
791	ни одной	1	3
792	как от	2	3
793	в силу	14	3
794	этом процессе	2	3
795	в кругу	1	3
796	а потому	1	3
797	теснейшим образом	1	3
798	и типизации	1	3
799	есть для	1	3
800	в большом	1	3
801	из того	1	3
802	и практики	1	3
803	образы его	1	3
804	радости и	1	3
805	мы говорим	1	3
806	к их	1	3
807	относятся к	1	3
808	со стороны	1	3
809	которая не	2	3
810	в любой	1	3
811	ни к	1	3
812	как целое	1	3
813	или иных	1	3
814	что многие	2	3
815	на своем	1	3
816	образами и	2	3
817	необходимо и	2	3
818	этой жизни	1	3
819	в понимании	1	3
820	стороны он	1	3
821	с того	1	3
822	на тех	1	3
823	в поэзии	1	3
824	не для	1	3
825	чем он	1	3
826	нам в	1	3
827	является не	4	3
828	и понимания	1	3
829	еще к	1	3
830	что тот	1	3
831	и сравнений	1	3
832	тех или	1	3
833	он это	1	3
834	этому и	1	3
835	и детей	1	3
836	лежат в	1	3
837	признать что	1	3
838	и благодаря	1	3
839	бы он	1	3
840	выражения в	1	3
841	бы еще	2	3
842	их можно	1	3
843	леонардо да	1	3
844	для характеристики	1	3
845	именно это	1	3
846	в сложном	1	2
847	об его	1	2
848	этому в	1	2
849	точном смысле	2	2
850	в последних	1	2
851	послании к	1	2
852	формы в	1	2
853	его формах	1	2
854	науке и	1	2
855	игре и	1	2
856	и самые	1	2
857	сил и	3	2
858	на свою	1	2
859	года в	1	2
860	конечном счете	5	2
861	работы в	1	2
862	этого типа	3	2
863	единого и	2	2
864	вещи в	1	2
865	или ином	1	2
866	себя свою	1	2
867	и порождает	1	2
868	не имели	1	2
869	сообщает что	1	2
870	образы из	1	2
871	работа по	1	2
872	восприятия и	2	2
873	почти исключительно	1	2
874	строго говоря	1	2
875	рыцарские романы	1	2
876	из себя	2	2
877	произведения но	1	2
878	словесном творчестве	1	2
879	для своей	1	2
880	можно ли	2	2
881	из наиболее	1	2
882	чего он	1	2
883	как пародия	2	2
884	человека а	1	2
885	он носит	1	2
886	на вопрос	2	2
887	грань между	1	2
888	сводить к	1	2
889	или наоборот	1	2
890	сущность его	1	2
891	и автор	1	2
892	мышления и	1	2
893	первого из	1	2
894	его самого	1	2
895	определяет как	1	2
896	или иными	1	2
897	что при	2	2
898	тех явлений	1	2
899	его счет	1	2
900	процесс этот	1	2
901	в конечном	7	2
902	из приведенных	3	2
903	и непосредственное	1	2
904	глубокая и	1	2
905	образом это	1	2
906	в работе	3	2
907	понимает и	1	2
908	должны быть	2	2
909	я бы	2	2
910	деятельность в	1	2
911	к каждому	1	2
912	и ряд	1	2
913	однако отметить	1	2
914	что есть	1	2
915	законов и	1	2
916	наконец некоторые	1	2
917	оно может	1	2
918	именно таким	1	2
919	в определенные	1	2
920	понятия и	1	2
921	для самого	1	2
922	к сожалению	2	2
923	смотреть на	1	2
924	освободиться от	1	2
925	фактов и	1	2
926	сам по	1	2
927	тон и	1	2
928	хотя в	1	2
929	с каждым	1	2
930	людей это	1	2
931	что оно	3	2
932	что нет	2	2
933	что образы	2	2
934	это положение	1	2
935	его теории	1	2
936	мы встречаемся	1	2
937	сейчас же	1	2
938	италии и	1	2
939	бросается в	1	2
940	но у	1	2
941	эту задачу	1	2
942	творчество и	1	2
943	живым и	1	2
944	и поэтому	1	2
945	в характеристике	1	2
946	в ход	1	2
947	только тогда	1	2
948	что если	1	2
949	только один	1	2
950	то все	1	2
951	очень наглядно	1	2
952	художественной литературы	1	2
953	вне его	2	2
954	вот этот	1	2
955	и противоречиво	1	2
956	процесса не	1	2
957	деле в	1	2
958	моменты в	1	2
959	именно к	1	2
960	этом случае	1	2
961	и многие	1	2
962	и ей	1	2
963	и радость	1	2
964	разума и	3	2
965	и точно	1	2
966	она обычно	1	2
967	другими образами	1	2
968	всего сказанного	2	2
969	что ни	2	2
970	реальной действительности	10	2
971	который как	1	2
972	в другую	3	2
973	с теми	1	2
974	последнем счете	1	2
975	и сложнее	1	2
976	в стороне	1	2
977	бы быть	1	2
978	может только	1	2
979	бы совершенно	1	2
980	этих элементов	1	2
981	популярных в	1	2
982	не все	1	2
983	характер этой	1	2
984	содержание их	1	2
985	полнее и	1	2
986	в самых	2	2
987	с новыми	1	2
988	материал для	1	2
989	говорить не	3	2
990	не с	2	2
991	и жизни	1	2
992	или как	1	2
993	этому поводу	7	2
994	гете и	2	2
995	статье о	1	2
996	но ни	1	2
997	показывает как	2	2
998	для такого	1	2
999	огромное значение	1	2
1000	таких же	1	2
1001	их на	1	2
1002	единой и	1	2
1003	в каком-то	1	2
1004	становится в	1	2
1005	больше того	1	2
1006	некоторые черты	1	2
1007	очень богатой	1	2
1008	когда все	1	2
1009	ее основных	1	2
1010	перед собою	1	2
1011	по тому	1	2
1012	время она	1	2
1013	из всей	1	2
1014	к числу	1	2
1015	в следующих	1	2
1016	можно определить	2	2
1017	проникновения в	1	2
1018	и свой	1	2
1019	не являются	1	2
1020	в какой	1	2
1021	по мере	1	2
1022	а и	1	2
1023	в рамки	1	2
1024	его обычно	1	2
1025	если он	1	2
1026	том или	1	2
1027	само собою	2	2
1028	отличается от	2	2
1029	которое не	1	2
1030	речь идет	1	2
1031	вслед за	3	2
1032	с реальной	2	2
1033	без труда	1	2
1034	это с	1	2
1035	им образ	1	2
1036	и движение	1	2
1037	силы и	1	2
1038	плоти и	1	2
1039	что еще	1	2
1040	даже во	1	2
1041	художественном творчестве	6	2
1042	вообще и	2	2
1043	они всегда	1	2
1044	за его	1	2
1045	без того	1	2
1046	этом же	2	2
1047	образе и	3	2
1048	на почве	1	2
1049	ее и	1	2
1050	появляются и	1	2
1051	собой в	1	2
1052	есть его	1	2
1053	ранних стадиях	1	2
1054	что такое	2	2
1055	такое понимание	2	2
1056	об их	1	2
1057	этим формам	1	2
1058	теми или	1	2
1059	произведения на	1	2
1060	же при	1	2
1061	по ее	1	2
1062	сложной и	1	2
1063	и вместе	1	2
1064	и характер	1	2
1065	учения о	1	2
1066	мы полагаем	1	2
1067	а только	1	2
1068	даже самые	1	2
1069	и отдельные	2	2
1070	необходимость в	2	2
1071	не самый	1	2
1072	эта в	1	2
1073	идет в	1	2
1074	если б	1	2
1075	ряд имен	1	2
1076	социальные группы	1	2
1077	не приходится	2	2
1078	что может	1	2
1079	что всякий	1	2
1080	общего с	1	2
1081	бы его	1	2
1082	от которой	1	2
1083	он определяет	1	2
1084	это делает	3	2
1085	правды это	1	2
1086	развития в	1	2
1087	плане и	1	2
1088	проявляются в	1	2
1089	даже несколько	1	2
1090	и свою	1	2
1091	тем эти	1	2
1092	и противоречивы	1	2
1093	и наглядно	1	2
1094	одном и	2	2
1095	в науке	2	2
1096	не обходится	4	2
1097	в единстве	4	2
1098	существенных отличий	1	2
1099	если не	1	2
1100	мертвые души	2	2
1101	что должно	1	2
1102	не получил	1	2
1103	но вот	2	2
1104	и художественное	3	2
1105	над романом	2	2
1106	знает что	1	2
1107	пока он	1	2
1108	ничего общего	1	2
1109	что вам	1	2
1110	в которые	1	2
1111	и первых	1	2
1112	социальных групп	1	2
1113	философии а	1	2
1114	и зрителей	1	2
1115	в послании	1	2
1116	в итоге	1	2
1117	с большей	1	2
1118	о своем	2	2
1119	при помощи	3	2
1120	в италии	2	2
1121	соответствии с	1	2
1122	и служит	1	2
1123	и обобщения	2	2
1124	только о	2	2
1125	еще одну	1	2
1126	логической связи	1	2
1127	таков первый	1	2
1128	многих других	1	2
1129	гораздо сложнее	1	2
1130	данте и	1	2
1131	и разные	1	2
1132	богатство и	1	2
1133	лицом к	1	2
1134	из форм	1	2
1135	и явлений	1	2
1136	в ином	1	2
1137	и непосредственно	2	2
1138	полагаем что	1	2
1139	а о	2	2
1140	этого не	1	2
1141	же по	1	2
1142	понимать как	2	2
1143	этими двумя	1	2
1144	на различные	1	2
1145	не столь	3	2
1146	у романтиков	1	2
1147	этой главы	1	2
1148	к необходимости	1	2
1149	мысли в	1	2
1150	наконец все	1	2
1151	может иметь	1	2
1152	как же	1	2
1153	некоторых из	2	2
1154	так называемой	1	2
1155	войну и	1	2
1156	это для	1	2
1157	важно подчеркнуть	2	2
1158	слова с	1	2
1159	плана в	2	2
1160	свою историю	1	2
1161	пор не	1	2
1162	в нашей	4	2
1163	после всего	2	2
1164	и кровь	1	2
1165	имеет свои	1	2
1166	художественное творчество	6	2
1167	и борьба	1	2
1168	при таком	1	2
1169	по год	1	2
1170	и дальше	2	2
1171	определить как	2	2
1172	носит в	2	2
1173	дело обстоит	1	2
1174	частности к	2	2
1175	или точнее	1	2
1176	и систему	2	1
1177	связаны не	1	1
1178	чрезвычайно важно	1	1
1179	к действительности	1	1
1180	фактами его	1	1
1181	могут иметь	1	1
1182	войной и	1	1
1183	пределы не	1	1
1184	только над	1	1
1185	писателя и	2	1
1186	на художественное	2	1
1187	только что	4	1
1188	главное для	1	1
1189	и имеет	1	1
1190	от января	3	1
1191	которые должны	1	1
1192	разум и	1	1
1193	какова же	1	1
1194	следует что	2	1
1195	это значит	1	1
1196	образа в	2	1
1197	является в	1	1
1198	а другие	1	1
1199	общественного человека	1	1
1200	но что	1	1
1201	всей ее	1	1
1202	все произведение	2	1
1203	как было	1	1
1204	и воображение	1	1
1205	его связей	1	1
1206	в художественную	1	1
1207	его сущность	1	1
1208	вот что	12	1
1209	следующих словах	1	1
1210	нескольких вариантах	1	1
1211	задача эта	2	1
1212	в соответствии	1	1
1213	риме во	1	1
1214	еще ярче	1	1
1215	как процесс	2	1
1216	собой не	1	1
1217	различных моментов	1	1
1218	от мая	3	1
1219	является для	1	1
1220	типы и	1	1
1221	борьба за	1	1
1222	не его	1	1
1223	основных тенденций	1	1
1224	жизни к	1	1
1225	ведь ни	1	1
1226	хотя может	1	1
1227	на природу	1	1
1228	творчества в	8	1
1229	мельчайших подробностей	1	1
1230	вопрос о	1	1
1231	мировоззрения с	1	1
1232	имеют громадное	1	1
1233	характер так	1	1
1234	служит для	1	1
1235	в нескольких	1	1
1236	конце года	1	1
1237	действительности он	1	1
1238	может вызвать	1	1
1239	о совершенно	1	1
1240	а всего	3	1
1241	подробности в	1	1
1242	воображения или	1	1
1243	их роли	1	1
1244	быть названо	1	1
1245	рыцарских времен	1	1
1246	а между	1	1
1247	и упрощает	1	1
1248	уже есть	1	1
1249	значение ее	1	1
1250	и музыкальный	1	1
1251	стиль в	1	1
1252	могут только	1	1
1253	поэтому у	1	1
1254	области художественного	1	1
1255	утверждал что	1	1
1256	собственному признанию	1	1
1257	же так	1	1
1258	чувств в	1	1
1259	на себе	1	1
1260	затем в	1	1
1261	истин и	1	1
1262	гете по	1	1
1263	это что	1	1
1264	себя до	1	1
1265	этот вид	1	1
1266	имели бы	1	1
1267	нет никаких	2	1
1268	и искусство	1	1
1269	лет а	1	1
1270	то вполне	1	1
1271	писал в	3	1
1272	но было	1	1
1273	все мистические	1	1
1274	относят к	1	1
1275	этом плане	1	1
1276	игры на	1	1
1277	отношении очень	1	1
1278	а наоборот	1	1
1279	сложную систему	1	1
1280	воздух и	1	1
1281	воплощенной в	1	1
1282	сумасшедшего и	1	1
1283	похожи на	1	1
1284	не слишком	1	1
1285	еще больше	1	1
1286	начале этой	1	1
1287	процесса как	3	1
1288	гегель в	1	1
1289	марта года	2	1
1290	не должна	1	1
1291	с половиной	2	1
1292	жорж санд	4	1
1293	целом но	1	1
1294	не ограничивается	1	1
1295	пытается вскрыть	1	1
1296	не хватает	1	1
1297	метафорами и	1	1
1298	как можно	1	1
1299	и сознания	1	1
1300	затем у	1	1
1301	по частям	1	1
1302	него еще	1	1
1303	и объективно	1	1
1304	этим и	1	1
1305	по аналогии	1	1
1306	нем уже	1	1
1307	своей работы	1	1
