N	3gram	Vinokur_St	Problema
161	или вернее сказать	1	3
162	том что и	1	3
163	что и в	4	3
164	тот факт что	5	3
165	должны были бы	1	3
166	по сравнению с	1	3
167	вовсе не в	2	3
168	только тем что	1	3
169	то что она	1	3
170	хотя бы в	1	3
171	а есть только	1	3
172	это не просто	1	3
173	если бы мы	2	3
174	в своей трагедии	5	3
175	не так уж	1	3
176	и в то	1	3
177	том что в	4	3
178	и никогда не	1	3
179	если не считать	1	3
180	в известном смысле	1	3
181	является для нас	1	3
182	тому что в	2	3
183	не было этого	1	3
184	в одно целое	1	3
185	к выводу что	1	3
186	говорить о том	1	3
187	далеко не все	1	3
188	но в то	2	3
189	или лучше сказать	2	3
190	после того как	5	3
191	на которую указывает	1	2
192	он является в	1	2
193	но то что	1	2
194	в то или	1	2
195	и в данном	2	2
196	в крайнем случае	1	2
197	точка зрения на	1	2
198	по отношению к	3	2
199	и т п	11	2
200	как нечто целое	1	2
201	мы говорим о	1	2
202	таким образом уже	1	2
203	а в том	1	2
204	никогда и не	1	2
205	сказать что в	3	2
206	но и вообще	1	2
207	но также и	5	2
208	что в этом	1	2
209	у нас еще	1	2
210	вовсе не только	2	2
211	значит что мы	1	2
212	потому что не	1	2
213	и говорить о	1	2
214	уже о том	2	2
215	что здесь является	1	2
216	таком положении дела	2	2
217	является не только	1	2
218	мысль о том	1	2
219	мы до сих	1	2
220	в г в	4	2
221	гораздо больше чем	1	2
222	таким образом в	1	2
223	там где нет	1	2
224	столько же сколько	1	2
225	и для нас	1	2
226	может быть никакого	1	2
227	каких бы то	1	2
228	во всех случаях	1	2
229	у нас сейчас	1	2
230	с которыми мы	1	2
231	и это не	1	2
232	и что в	1	2
233	что единственный способ	1	2
234	себе и в	1	2
235	что он не	5	2
236	как и во	1	2
237	но если это	2	2
238	в каждом из	1	2
239	совсем другое дело	1	2
240	как бы они	1	2
241	другое дело когда	1	2
242	в том же	3	2
243	могло бы быть	1	2
244	и не имеет	1	2
245	говорит о себе	1	2
246	можно судить по	1	2
247	принять во внимание	1	2
248	не может не	1	2
249	которая была бы	1	2
250	а не в	1	2
251	и в том	3	2
252	и не может	1	2
253	после всех этих	1	2
254	внимание на то	1	2
255	в том и	1	2
256	или иначе но	1	2
257	на одной из	1	2
258	даже сказать что	1	2
259	тем что в	2	2
260	при таком положении	2	2
261	она ни была	1	2
262	в том случае	1	2
263	хотя это и	1	2
264	это можно было	1	2
265	как о чем-то	1	2
266	если принять во	1	2
267	но для нас	1	2
268	как раз в	4	2
269	и притом в	1	2
270	нет и речи	1	2
271	у меня в	2	2
272	и вообще не	1	2
273	в его поэме	1	2
274	и без всяких	1	2
275	и в самом	3	2
276	и что он	1	2
277	в предисловии к	2	2
278	но с другой	2	2
279	нечего и говорить	1	2
280	удивляться тому что	2	1
281	была бы невозможной	1	1
282	но ведь это	1	1
283	и другой стороны	1	1
284	и на этот	1	1
285	и тут не	1	1
286	пор и в	1	1
287	что во времена	2	1
288	здесь дело не	1	1
289	но это их	1	1
290	постановки этого вопроса	1	1
291	и в этих	1	1
292	и в тех	1	1
293	в том как	3	1
294	же это за	1	1
295	свое законное место	1	1
296	и в другом	1	1
297	себя самого и	1	1
298	и так и	1	1
299	мере в какой	3	1
300	в прямом смысле	2	1
301	из них и	2	1
302	и то обстоятельство	1	1
303	не представляется возможным	1	1
304	можно только при	1	1
305	как и другие	1	1
306	об этом не	1	1
307	в какой степени	1	1
308	и все это	1	1
309	в своей статье	4	1
310	мы находим например	1	1
311	не только все	1	1
312	но и он	1	1
313	во многих отношениях	1	1
314	не хочет знать	1	1
315	т д в	1	1
316	эту тему в	2	1
317	что при условии	1	1
318	может не быть	1	1
319	а между тем	2	1
320	с этой стороны	1	1
321	именно в области	1	1
322	смысле этого слова	1	1
323	речь идет о	3	1
324	бы все же	1	1
325	разумеется что в	1	1
326	особенно в отношении	1	1
327	быть и речи	1	1
328	быть и очень	1	1
329	и таким образом	1	1
330	том что этот	1	1
331	но сами по	1	1
332	и в своих	1	1
333	в каждом отдельном	1	1
334	если я скажу	1	1
335	что в этой	2	1
336	на этот вопрос	2	1
337	обобщения а не	1	1
338	в народных массах	1	1
339	как бы хорошо	1	1
340	и я не	2	1
341	судить по тому	1	1
342	это слово в	1	1
343	то что ей	1	1
344	что это не	2	1
345	мы теперь должны	1	1
346	гораздо ближе к	1	1
347	для кого не	1	1
348	том что от	1	1
349	т д конечно	1	1
350	статьи в и	7	1
351	ведь это не	1	1
352	в той же	2	1
353	ни для кого	2	1
354	для которых эта	1	1
355	проявляется в том	1	1
356	в этих словах	2	1
357	так и другие	1	1
358	чуть ли не	2	1
359	в которой все	1	1
360	на самого себя	1	1
361	как будто к	1	1
362	в россии в	1	1
363	и могут быть	1	1
364	ясно что при	1	1
365	трагедии и на	1	1
366	и какой бы	1	1
367	если он был	1	1
368	том что освобождение	1	1
369	а на самом	1	1
370	однако сам же	1	1
371	вместо этого он	1	1
372	при его жизни	2	1
373	малейшего намека на	1	1
374	собой разумеется что	1	1
375	притом не в	1	1
376	настаивали на том	1	1
377	годах прошлого века	1	1
378	не будет иметь	1	1
379	было бы говорить	1	1
380	нем может быть	1	1
381	точки зрения их	2	1
382	что ведь и	1	1
383	к медному всаднику	1	1
384	всему тому что	1	1
385	но как бы	1	1
386	было бы не	2	1
387	пишет по этому	1	1
388	когда говорил о	1	1
389	не является исключительным	1	1
390	пушкина что же	2	1
391	своего изложения и	1	1
392	не имел бы	1	1
393	и можно ли	1	1
394	xviii и xix	1	1
395	но все это	2	1
396	случае и в	1	1
397	в узком смысле	1	1
398	в одной из	3	1
399	если оно не	1	1
400	что в новом	2	1
401	потому что ведь	1	1
402	об этом можно	1	1
403	же мере в	1	1
404	здесь нет и	1	1
405	с другой же	1	1
406	и ясно что	1	1
407	и в котором	1	1
408	как бы ни	2	1
409	по себе очень	1	1
410	никакой связи с	1	1
411	самым простым и	1	1
412	но именно в	1	1
413	тем или иным	3	1
414	ни в одном	2	1
415	не менее и	1	1
416	можно ли считать	1	1
417	нисколько не удивительно	1	1
418	достаточно для того	3	1
419	точно и в	1	1
420	том смысле как	1	1
421	кажется достаточно для	1	1
422	чтобы можно было	2	1
423	нет ни одного	2	1
424	при помощи этой	1	1
425	говорит что он	2	1
426	это прежде всего	2	1
427	и нуждается в	1	1
428	несколько слов о	1	1
429	привести хотя бы	1	1
430	что у нас	1	1
431	мы на самом	1	1
432	хотя и с	1	1
433	в вопросе о	1	1
434	другой же стороны	1	1
435	ясно что ни	1	1
436	внимание также и	1	1
437	с самого же	1	1
438	что же это	1	1
439	не только по	1	1
440	могут и не	1	1
441	достаточно привести хотя	1	1
442	в одном из	4	1
443	не ради этой	1	1
444	же и в	2	1
445	романтизма и в	1	1
446	которой можно было	1	1
447	в комментарии к	1	1
448	и в результате	1	1
449	сих пор не	1	1
450	этому поводу с	1	1
451	и что поэтому	2	1
452	нашей точки зрения	1	1
453	еще очень и	1	1
454	должно было бы	1	1
455	для которого он	1	1
456	и вообще нет	1	1
457	он не может	1	1
458	в котором он	2	1
459	уже на первом	1	1
460	художественного произведения в	1	1
461	и пр но	1	1
462	что в своем	3	1
463	не в том	3	1
464	так что они	1	1
465	если бы и	2	1
466	во втором случае	2	1
467	является то что	1	1
468	о них даже	1	1
469	самого же начала	1	1
470	из них это	1	1
471	с этим не	1	1
472	еще и до	1	1
473	т д во	1	1
474	который заключается в	1	1
475	в нем может	1	1
476	нужно было бы	1	1
477	в данном месте	2	1
478	о том кто	2	1
479	и во втором	1	1
480	сих пор и	1	1
481	той и другой	1	1
482	что он гораздо	1	1
483	другой стороны и	1	1
484	настолько велико что	1	1
485	но и с	2	1
486	но не вполне	1	1
487	находим и в	2	1
488	не всегда и	1	1
489	уверен в том	1	1
490	общего с этими	1	1
491	своей трагедии не	1	1
492	в своем романе	1	1
493	лежащий в основе	2	1
494	однако если бы	1	1
495	и сам в	3	1
496	при чем как	1	1
497	самого себя и	1	1
498	настоящее время можно	1	1
499	в советское время	2	1
500	было сделать только	1	1
501	как в отношении	1	1
502	что эта картина	1	1
503	очень и очень	1	1
504	в конце первой	2	1
505	в наше время	1	1
506	с тех пор	1	1
507	в его трагедии	2	1
508	для нас особенно	1	1
509	случае в число	1	1
510	то же время	5	1
511	приходится сказать что	1	1
512	не только художественным	1	1
513	причем все эти	1	1
514	что у него	1	1
515	было бы с	1	1
516	в таком виде	2	1
517	значения как бы	1	1
518	живой речи в	1	1
519	вовсе не один	1	1
520	то понимание этого	1	1
521	является к сожалению	1	1
522	и эти два	1	1
523	с нашей точки	1	1
524	то что было	1	1
525	из разных источников	1	1
526	и в отдельных	1	1
527	но он не	1	1
528	смысле как мы	1	1
529	он с самого	1	1
530	это может быть	1	1
531	подчеркнуть что в	1	1
532	как мы говорим	1	1
533	на существование и	1	1
534	что то что	1	1
535	не было а	1	1
536	не подчеркнуть что	1	1
537	того чтобы не	1	1
538	он не только	2	1
539	кажется что все	1	1
540	выйти за пределы	1	1
541	если бы пушкин	1	1
542	несомненно и то	1	1
543	и в отношении	1	1
544	чем можно было	1	1
545	и он по	1	1
546	на себя внимание	1	1
547	для них это	1	1
548	между прочим следующее	1	1
549	чтобы читатель мог	1	1
550	чтобы оно не	1	1
551	и в которой	1	1
552	между прочим и	1	1
553	мы приходим к	1	1
554	не так легко	1	1
555	с которыми он	2	1
556	то что тот	1	1
557	указание на то	1	1
558	в настоящем смысле	1	1
559	у них всегда	1	1
560	ни малейшего намека	1	1
561	лишь о том	1	1
562	если бы все	1	1
563	однако и в	1	1
564	для всего что	1	1
565	только в ней	1	1
566	до нас не	1	1
567	то что для	1	1
568	в г и	1	1
569	с полной убедительностью	1	1
570	на свете и	1	1
571	представление о том	1	1
572	а во втором	1	1
573	о чем ты	1	1
574	по мнению автора	1	1
575	ответ на этот	1	1
576	по его мнению	1	1
577	в свое время	3	1
578	в такой форме	1	1
579	не больше чем	1	1
580	должен был бы	1	1
581	если бы оно	1	1
582	пушкина с этой	2	1
583	пушкина вовсе не	1	1
584	имеем дело с	2	1
585	очевидный факт что	1	1
586	но все-таки это	1	1
587	и исключительно в	1	1
