N	3gram	Tiupa_Anal	Literetu
147	эпоха классического реализма	1	1
148	стороны эстетического отношения	1	1
149	и питает соответствующую	1	1
150	есть в близости	1	1
151	я не мог	1	1
152	на первом слоге	1	1
153	как раз не	1	1
154	близости людей заветная	1	1
155	присутствие я в	1	1
156	в большинстве случаев	1	1
157	каждый из которых	1	1
158	обстоит дело и	1	1
159	не менее чем	1	1
160	могли бы служить	1	1
161	одно из самых	1	1
162	графу б бурмину	1	1
163	людей заветная черта	1	1
164	того же автора	1	1
165	однако и здесь	1	1
166	я в качестве	1	1
167	в этом ряду	2	1
168	скрывайся и таи	1	1
169	свою свободную волю	1	1
170	или иной мере	1	1
171	хотя бы и	1	1
172	в мире есть	1	1
173	здесь далеко не	1	1
174	так пылко я	1	1
175	литературного произведения как	1	1
176	конечном счете к	1	1
177	стать самим собой	1	1
178	не в том	1	1
179	далеко не всегда	1	1
180	друг от друга	1	1
181	в другом стихотворении	1	1
182	возвращает нас к	2	1
183	этом втором случае	1	1
184	совершенно не случайно	1	1
185	я на фоне	1	1
186	в этом втором	1	1
187	как бы не	1	1
188	во многих отношениях	2	1
189	внимание лишь на	1	1
190	заявляя свою свободную	1	1
191	а в том	2	1
192	одних и тех	2	1
193	именно в этом	1	1
194	внутренней и внешней	2	1
195	русской литературе и	1	1
196	что ведет к	1	1
197	до сих пор	1	1
198	именно потому что	1	1
199	что лирическое я	1	1
200	в глубине души	2	1
201	и не должно	1	1
202	в такой же	1	1
203	в конце концов	1	1
204	приводит к снятию	1	1
205	гегель именовал веком	1	1
206	эстетическая ситуация художественного	1	1
207	собственно говоря и	1	1
208	в зависимости от	1	1
209	не перейти влюбленности	1	1
210	себе самому в	1	1
211	но и его	1	1
212	со своей внутренней	1	1
213	в пределах одной	1	1
214	в тексте но	1	1
215	человеческого я в	2	1
216	по ту сторону	1	1
217	в обратном порядке	1	1
218	между эстетическим субъектом	2	1
219	субъектом и объектом	1	1
220	я это не	1	1
221	в одну из	1	1
222	субъектом и эстетическим	1	1
223	от ролевых отношений	1	1
224	остаться самим собой	1	1
225	и без остатка	1	1
226	импровизационной комедии масок	1	1
227	или иначе в	1	1
228	и того же	4	1
229	наконец даже в	1	1
230	при этом он	2	1
231	в году но	1	1
232	но еще и	1	1
233	в эстетической деятельности	1	1
234	по сути дела	1	1
235	в силу его	1	1
236	покойного ивана петровича	5	1
237	той же эстетической	1	1
238	как раз и	1	1
239	перейти влюбленности и	1	1
240	ни к какой	1	1
241	влюбленности и страсти	1	1
242	в принципе может	1	1
243	сама по себе	3	1
244	а не с	1	1
245	с тех пор	1	1
246	себя со стороны	1	1
247	не нуждается в	1	1
248	как и положено	3	1
249	по этому пути	1	1
250	я из картины	1	1
251	к сверхличному содержанию	1	1
252	и автора и	1	1
253	белкина изданных а.п	1	1
254	заветная черта ее	1	1
255	одного и того	4	1
256	не более чем	2	1
257	к имени в	1	1
258	произведения в его	1	1
259	имея в виду	1	1
260	существования способа присутствия	1	1
261	и в том	1	1
262	в произведении искусства	1	1
263	в результате такой	1	1
264	внешних и внутренних	1	1
265	такой же мере	1	1
266	и самого белкина	1	1
267	в нашем случае	1	1
268	состоит не столько	1	1
269	не только по	1	1
270	по два сверхсхемных	1	1
271	в ответ на	2	1
272	том что фигуры	1	1
273	после того как	1	1
274	в эстетическом отношении	1	1
275	а только лишь	1	1
276	с тем же	1	1
277	том что при	1	1
278	раз в том	1	1
279	оказывается всего лишь	1	1
280	то есть в	1	1
281	поскольку произведение искусства	1	1
282	и не всегда	1	1
283	следует вести о	1	1
284	как бы в	1	1
285	неслиянности и нераздельности	2	1
286	состоит как раз	1	1
287	является своего рода	1	1
288	черта ее не	1	1
289	именно в нем	1	1
290	но дело в	1	1
291	о котором не	1	1
292	отнюдь не случайно	1	1
293	и в особенности	1	1
294	в близости людей	1	1
295	их принадлежности к	1	1
296	в эстетический объект	1	1
297	принципе может быть	1	1
298	нет не тебя	1	1
299	о себе как	1	1
300	здесь как и	1	1
301	героя и читателя	1	1
302	и является по	1	1
303	не тебя так	1	1
304	том или ином	1	1
305	конечном счете в	1	1
306	в этом же	1	1
307	вполне закономерно что	1	1
308	рецептивное сознание читателя	1	1
309	как и сам	1	1
310	и эстетическим адресатом	2	1
311	во всех подобных	1	1
312	но уже в	1	1
313	личности в мире	1	1
314	своего рода эстетическая	1	1
315	состоит не в	1	1
316	не в состоянии	1	1
317	ивана петровича белкина	9	1
318	ролью в миропорядке	2	1
319	единого для всех	1	1
320	быть определена как	1	1
321	в нас самих	1	1
322	тейяра де шардена	1	1
323	и тех же	2	1
324	той же природы	2	1
325	не что иное	1	1
326	позицией уединенного сознания	1	1
327	при этом и	1	1
328	тем более что	1	1
329	одну из трех	1	1
330	однако в то	2	1
331	иной парадигмы художественности	1	1
332	русской классической прозы	1	1
333	уже не может	1	1
334	это открытие другого	1	1
335	перед нами не	1	1
336	хотя и не	1	1
337	несмотря на свою	1	1
338	погибнуть заявляя свою	1	1
339	уже в первой	1	1
340	освобождаясь от своего	1	1
341	лирического я с	1	1
342	в одной из	2	1
343	присутствия я в	5	1
344	герой нашего времени	2	1
345	мы узнаем о	1	1
346	чистом виде эта	1	1
347	в эту минуту	1	1
348	по собственному произволу	1	1
349	всех подобных случаях	1	1
350	свое время от	1	1
351	и ротмистра минского	1	1
352	одного из классических	1	1
353	в войне и	2	1
354	характеризуется тем что	1	1
355	одном из двух	1	1
356	впервые в истории	1	1
357	как раз в	1	1
358	между субъектом и	1	1
359	текста но и	1	1
360	мысль о том	1	1
361	не только русской	1	1
362	может быть определена	1	1
363	и читателя в	1	1
364	именовал веком героев	1	1
365	ее не перейти	1	1
366	один из многочисленных	1	1
367	внутреннего я и	1	1
368	онегин и татьяна	1	1
369	коммуникативного события как	1	1
370	однако и в	1	1
371	пределах одной фразы	1	1
372	действительность в ее	1	1
373	не за себя	1	1
374	в этом качестве	1	1
375	пылко я люблю	1	1
376	в общем контексте	2	1
377	в нашем понимании	2	1
378	в этом его	1	1
379	обратим внимание лишь	1	1
380	в сущности не	1	1
381	в себе не	1	1
382	в своей глубине	1	1
383	том что он	2	1
384	эстетического объекта в	1	1
385	жизни в ее	1	1
386	его способ существования	1	1
387	не могут быть	1	1
388	в рамках которого	1	1
389	искусству как способу	1	1
390	в романе достоевского	1	1
391	в русской культуре	1	1
392	и в сущности	1	1
393	ко всему христианству	1	1
394	тебя так пылко	1	1
395	же время в	2	1
396	молчи скрывайся и	1	1
397	что иное как	1	1
398	легко может быть	1	1
399	автора и читателя	1	1
400	причастности к бытию	1	1
401	вопрос о том	1	1
402	коммуникативном событии произведения	1	1
403	в большинстве своем	1	1
404	само по себе	1	1
405	не только как	1	1
406	в своем внутреннем	1	1
407	с творческой волей	1	1
408	организацию коммуникативного события	1	1
409	тот или иной	3	1
410	как уже говорилось	2	1
411	имеем дело с	1	1
412	в этот день	1	1
413	что несмотря на	2	1
414	кто бы это	1	1
415	которой состоит в	1	1
416	в основе своей	2	1
417	в сущности говоря	1	1
418	более широкого и	1	1
