N	2gram	Vygotskiy_	Analitik
262	речь идет	4	5
263	же его	1	5
264	в котором	3	5
265	входит в	7	5
266	при рассмотрении	1	5
267	для того	14	5
268	для себя	2	5
269	в слове	3	5
270	может служить	2	5
271	в эту	3	5
272	к этому	5	5
273	и он	1	5
274	с другими	3	5
275	к жизни	2	5
276	ни в	12	5
277	не о	1	5
278	я не	1	5
279	и до	1	5
280	того и	2	5
281	но как	4	5
282	а с	4	5
283	так что	3	5
284	бы быть	2	5
285	и по	5	5
286	и потому	2	5
287	с ее	5	5
288	и здесь	5	5
289	том или	1	5
290	говорит и	2	5
291	не могут	5	5
292	самом деле	4	5
293	с таким	4	5
294	к его	1	5
295	да и	1	5
296	еще и	2	5
297	совершенно не	1	5
298	что мы	18	5
299	в роли	4	5
300	каждый из	2	5
301	он в	1	5
302	за пределами	1	5
303	тот же	10	5
304	этом случае	4	5
305	принадлежит к	1	5
306	на вопрос	1	5
307	мы не	14	5
308	с той	3	5
309	с их	3	5
310	в общем	1	5
311	все эти	9	5
312	одно из	2	5
313	путь к	3	5
314	человека к	1	5
315	в поле	1	5
316	и их	4	5
317	еще в	2	5
318	такой же	4	5
319	и особенно	4	5
320	таким же	4	5
321	однако и	2	4
322	связь с	4	4
323	в своих	3	4
324	к самому	1	4
325	в собственном	12	4
326	что по	2	4
327	отличается от	5	4
328	так в	1	4
329	нам представляется	1	4
330	с этим	6	4
331	нам не	1	4
332	в действительности	3	4
333	в любом	1	4
334	только на	2	4
335	для данного	1	4
336	значительной степени	1	4
337	что же	1	4
338	самом начале	1	4
339	сказать что	10	4
340	известной степени	1	4
341	на него	2	4
342	еще одна	1	4
343	что она	7	4
344	из трех	1	4
345	не все	1	4
346	к нему	1	4
347	ни было	2	4
348	в которой	4	4
349	одним из	6	4
350	лишь на	2	4
351	между ними	6	4
352	в чем	2	4
353	бы в	5	4
354	в каждом	2	4
355	могли бы	16	4
356	не сводится	1	4
357	мы уже	8	4
358	то ни	1	4
359	и что	15	4
360	этом смысле	7	4
361	известном смысле	2	4
362	и от	5	4
363	его к	6	4
364	а как	2	4
365	были бы	3	4
366	ясно говорит	1	4
367	представляют собой	1	4
368	как он	8	4
369	в отношении	14	4
370	однако что	1	4
371	а именно	1	4
372	с ними	3	4
373	бы не	1	4
374	который не	3	4
375	в известном	6	4
376	это и	1	4
377	все три	1	4
378	потому что	14	4
379	того чтобы	15	4
380	и тогда	2	4
381	но о	1	4
382	или иных	1	4
383	вслед за	4	4
384	на две	2	4
385	и во	4	4
386	но это	7	4
387	обратиться к	1	4
388	все они	2	4
389	о нем	2	4
390	ему в	1	4
391	свидетельствует о	1	4
392	как у	2	4
393	ее в	2	4
394	здесь в	2	4
395	бы и	2	4
396	на которой	2	4
397	в присутствии	1	4
398	указывает на	3	4
399	сама по	1	4
400	является по	2	4
401	нас к	2	4
402	не предполагает	1	4
403	или даже	2	4
404	по своему	14	4
405	об этом	2	4
406	и другого	2	4
407	тех или	1	4
408	но при	1	4
409	в акте	1	4
410	на всех	1	4
411	в значительной	1	4
412	на основе	29	4
413	и ее	1	4
414	отношение к	1	4
415	в области	9	4
416	от него	1	3
417	и составляет	1	3
418	случае в	2	3
419	с этой	6	3
420	случае не	1	3
421	тем как	4	3
422	в виду	4	3
423	быть может	2	3
424	вопрос об	2	3
425	и с	5	3
426	в речи	4	3
427	в жизни	3	3
428	с тем	18	3
429	тем в	1	3
430	в такой	3	3
431	в центр	3	3
432	вопрос о	2	3
433	раз и	1	3
434	другого в	2	3
435	ничто не	1	3
436	и той	7	3
437	одной и	6	3
438	и те	3	3
439	как на	2	3
440	что все	2	3
441	в зависимости	6	3
442	на котором	3	3
443	к ее	1	3
444	гораздо более	1	3
445	бы то	1	3
446	при анализе	2	3
447	что у	3	3
448	в восприятии	3	3
449	после чего	1	3
450	должно быть	3	3
451	в состоянии	1	3
452	которого он	2	3
453	связи с	14	3
454	всякий раз	2	3
455	не говорит	1	3
456	очевидно что	1	3
457	в связи	9	3
458	в ряду	1	3
459	так сказать	1	3
460	и оказывается	1	3
461	это путь	1	3
462	между собой	15	3
463	представляется нам	1	3
464	служит для	1	3
465	что как	3	3
466	остается в	2	3
467	здесь как	1	3
468	чистом виде	1	3
469	включает в	2	3
470	речи и	11	3
471	в тех	2	3
472	и тот	6	3
473	тот или	1	3
474	теми же	1	3
475	бы ни	2	3
476	оно может	2	3
477	на место	2	3
478	слова как	1	3
479	во время	3	3
480	всех этих	2	3
481	означает что	2	3
482	в одну	1	3
483	например в	2	3
484	тогда когда	10	3
485	что они	23	3
486	содержит в	2	3
487	в наиболее	1	3
488	поэтому в	3	3
489	себе не	1	3
490	можно было	10	3
491	этом как	1	3
492	оно не	3	3
493	сами по	4	3
494	если не	1	3
495	т.д в	1	3
496	до этого	1	3
497	мы могли	14	3
498	заключается в	22	3
499	с целью	2	3
500	интеллектуальная операция	1	3
501	никто не	1	3
502	о котором	2	3
503	зависимости от	7	3
504	кольцо с	1	3
505	на каждом	4	3
506	человека и	6	3
507	только одно	1	3
508	языка и	1	3
509	тех же	2	3
510	и заключается	2	3
511	в становлении	1	3
512	быть не	2	3
513	из его	1	3
514	для нее	1	3
515	и больше	1	3
516	результате чего	1	3
517	в обоих	2	3
518	и наоборот	1	3
519	образом не	2	3
520	впервые в	1	3
521	речи в	7	3
522	мог бы	5	3
523	на этот	5	3
524	его можно	1	3
525	так как	19	3
526	они не	4	3
527	том числе	3	3
528	возникает в	2	3
529	иметь дело	1	3
530	же мере	1	3
531	видеть в	4	3
532	указание на	1	3
533	же не	3	3
534	в таких	1	3
535	сам по	2	3
536	который как	1	3
537	в какой	5	3
538	и систематизации	1	3
539	и я	1	3
540	один и	6	3
541	этих двух	1	3
542	может иметь	1	3
543	только к	2	3
544	второй и	1	3
545	она не	1	3
546	также и	3	3
547	в ней	3	3
548	но он	1	3
549	одни и	3	3
550	мы узнаем	2	3
551	независимо от	5	3
552	мы должны	15	3
553	и может	4	3
554	его речи	1	3
555	говоря о	2	3
556	человека с	1	3
557	этих случаях	1	3
558	идет о	2	3
559	же самое	9	3
560	которые в	5	3
561	когда он	5	3
562	слова в	8	3
563	это означает	3	3
564	все еще	2	3
565	на то	7	3
566	о своих	1	3
567	для этого	3	3
568	по нашему	2	3
569	является в	4	2
570	более высокой	1	2
571	принимает на	1	2
572	когда не	1	2
573	т.е в	2	2
574	случае мы	1	2
575	еще более	1	2
576	в применении	1	2
577	тому что	3	2
578	следует что	1	2
579	в разных	1	2
580	или нет	2	2
581	не являются	4	2
582	или иному	4	2
583	далее в	1	2
584	и другими	2	2
585	этого момента	2	2
586	вещь может	1	2
587	до последнего	1	2
588	не бывает	2	2
589	долгое время	2	2
590	ко всем	2	2
591	встречается в	5	2
592	более или	3	2
593	в новую	1	2
594	мы и	4	2
595	тому или	4	2
596	эту особенность	1	2
597	к другим	2	2
598	без учета	1	2
599	их в	6	2
600	обоих случаях	2	2
601	на эту	1	2
602	собой не	2	2
603	и слово	3	2
604	целым рядом	3	2
605	еще а	1	2
606	но мы	1	2
607	так например	1	2
608	на первый	5	2
609	не способно	1	2
610	в переносном	1	2
611	дело и	1	2
612	а лишь	1	2
613	на этой	7	2
614	что этот	2	2
615	применении к	1	2
616	основанная на	1	2
617	языка в	1	2
618	своей природе	1	2
619	имеет в	2	2
620	во многих	3	2
621	войти в	1	2
622	и действия	1	2
623	следует отнести	1	2
624	но они	4	2
625	на пути	2	2
626	связь между	7	2
627	язык есть	1	2
628	не обязательно	1	2
629	уже и	5	2
630	так же	26	2
631	в глаза	2	2
632	всегда и	1	2
633	и остается	1	2
634	приходят к	1	2
635	вообще и	2	2
636	перед ним	4	2
637	тем кто	1	2
638	места для	1	2
639	к которому	6	2
640	с этими	1	2
641	же слова	3	2
642	сих пор	3	2
643	во всей	3	2
644	жизни не	1	2
645	что именно	3	2
646	друг с	10	2
647	уже по	2	2
648	не просто	3	2
649	они могут	3	2
650	и становится	1	2
651	но сама	1	2
652	на втором	1	2
653	оно становится	2	2
654	связей в	1	2
655	ближе к	1	2
656	этих моментов	2	2
657	не возникает	1	2
658	мы видим	13	2
659	научного анализа	1	2
660	от его	2	2
661	собой в	1	2
662	получает в	1	2
663	что при	3	2
664	лишь после	1	2
665	не удается	1	2
666	мы можем	13	2
667	что между	1	2
668	не путем	1	2
669	то она	1	2
670	отношения между	6	2
671	которое дает	1	2
672	внутреннее единство	1	2
673	или не	1	2
674	том же	3	2
675	к чему	1	2
676	как его	1	2
677	противоречие с	1	2
678	не остается	1	2
679	но ведь	1	2
680	по одному	3	2
681	речевого общения	5	2
682	же точно	4	2
683	зрения и	1	2
684	о которых	1	2
685	а только	1	2
686	могло бы	4	2
687	складывается из	1	2
688	истинный смысл	1	2
689	выступает в	3	2
690	не означает	2	2
691	зрения в	1	2
692	и процессы	2	2
693	этой точки	4	2
694	определенным образом	1	2
695	этих трех	1	2
696	здесь мы	4	2
697	вообще не	3	2
698	окружающими его	2	2
699	одно и	7	2
700	не приходится	1	2
701	и та	1	2
702	для человека	2	2
703	в форме	2	2
704	этот вопрос	5	2
705	когда мы	2	2
706	ними в	1	2
707	один в	1	2
708	моментов в	3	2
709	и др	1	2
710	это делает	1	2
711	обратимся к	4	2
712	них не	1	2
713	что может	1	2
714	понимание и	1	2
715	мы будем	4	2
716	начало и	1	2
717	и сами	1	2
718	мире и	1	2
719	до сих	3	2
720	та же	3	2
721	за ним	1	2
722	безотносительно к	1	2
723	ним и	1	2
724	которая по	1	2
725	в противоречие	1	2
726	и при	3	2
727	что это	8	2
728	от нас	1	2
729	не требует	1	2
730	предполагает не	1	2
731	о которой	1	2
732	под этим	3	2
733	со всеми	9	2
734	все его	2	2
735	должен был	2	2
736	с этого	1	2
737	собой и	2	2
738	не живет	1	2
739	оно есть	1	2
740	обозначить как	1	2
741	всем протяжении	1	2
742	даже не	1	2
743	значения и	6	2
744	в процессе	33	2
745	с целым	3	2
746	которого является	1	2
747	или выражаясь	1	2
748	не имеет	3	2
749	может не	1	2
750	придет к	1	2
751	всей своей	1	2
752	к другому	2	2
753	не сами	1	2
754	думать что	1	2
755	бы с	3	2
756	этой второй	3	2
757	не имеют	2	2
758	в течение	2	2
759	и второй	1	2
760	поле зрения	1	2
761	на это	1	2
762	время в	1	2
763	со всей	5	2
764	в которую	1	2
765	слов и	5	2
766	как если	2	2
767	от других	2	2
768	переносном смысле	1	2
769	в мир	1	2
770	констатировать что	1	2
771	при помощи	3	2
772	ибо он	1	2
773	может ли	2	2
774	не для	1	2
775	своей жизни	1	2
776	во внешней	1	2
777	тем же	8	2
778	но от	1	2
779	начиная с	2	2
780	с нею	2	2
781	его части	1	2
782	для всего	2	2
783	он может	1	2
784	который по	2	2
785	но если	2	2
786	достаточно напомнить	1	2
787	в самой	1	2
788	этом он	1	2
789	как основной	1	2
790	в дальнейшем	3	2
791	одних и	1	2
792	или к	1	2
793	значение в	5	2
794	только по	1	2
795	однако как	1	2
796	обе эти	5	2
797	или с	1	2
798	к истории	3	2
799	ситуации но	1	2
800	что с	8	2
801	своему происхождению	1	2
802	способность к	1	2
803	для нас	6	2
804	поведения в	2	2
805	одновременно и	1	2
806	не способен	1	2
807	у нас	1	2
808	другого но	1	2
809	смысле этого	10	2
810	слова не	3	2
811	все равно	4	2
812	что ни	1	2
813	образом в	1	2
814	как утверждает	1	2
815	но эта	1	2
816	это еще	1	2
817	по существу	4	2
818	с теми	2	2
819	представляет собою	1	2
820	в следующем	4	2
821	на все	2	2
822	на всем	1	2
823	бы мы	2	2
824	с другом	10	2
825	которой он	2	2
826	или менее	5	2
827	и таким	1	2
828	бы это	1	2
829	связаны с	4	2
830	к одному	10	2
831	и тех	2	2
832	как показывает	4	2
833	и внутреннее	1	2
834	там где	4	2
835	и эти	2	2
836	оно в	1	2
837	единое целое	1	2
838	нет и	1	2
839	это как	1	2
840	то и	5	2
841	не по	2	2
842	но всегда	2	2
843	здесь совершенно	1	2
844	с языком	1	2
845	известно из	2	2
846	от всех	2	2
847	время они	1	2
848	является по-видимому	1	2
849	в большинстве	1	2
850	для обозначения	4	2
851	не можем	4	2
852	не оставляет	1	2
853	по этому	6	2
854	по законам	1	2
855	не гарантирует	1	2
856	все более	2	2
857	и только	4	2
858	и ту	1	2
859	характер в	1	2
860	жизнью и	1	2
861	в готовом	3	2
862	анализа мы	2	2
863	наличии у	1	2
864	мы наблюдаем	3	1
865	что было	1	1
866	с которыми	4	1
867	мы обратимся	4	1
868	они являются	8	1
869	они имеют	3	1
870	с помощью	64	1
871	роль по	1	1
872	к действительности	1	1
873	с уверенностью	1	1
874	могут иметь	3	1
875	в единую	1	1
876	из разнородных	1	1
877	многие частные	1	1
878	это тот	2	1
879	речи то	2	1
880	он обнаруживает	1	1
881	же и	2	1
882	другим и	1	1
883	ко второй	1	1
884	выводу что	4	1
885	только что	5	1
886	или других	1	1
887	как носитель	1	1
888	самого себя	2	1
889	и функционирует	1	1
890	части мы	1	1
891	необходима для	1	1
892	в структуру	4	1
893	при объяснении	1	1
894	первую очередь	2	1
895	резюмировать что	1	1
896	или по	2	1
897	по схеме	1	1
898	в стороне	2	1
899	вновь и	1	1
900	глаза и	1	1
901	мы оставляем	1	1
902	на второй	1	1
903	выступают в	1	1
904	он видит	1	1
905	для возникновения	4	1
906	в большей	1	1
907	привести к	2	1
908	менее не	1	1
909	с более	2	1
910	последнее утверждение	1	1
911	целом ряде	1	1
912	и отдельной	1	1
913	таких связей	1	1
914	общения с	3	1
915	по-видимому не	1	1
916	другой с	1	1
917	нас в	4	1
918	в общей	2	1
919	совершенно недостаточно	1	1
920	дается в	1	1
921	смысла или	1	1
922	в различных	1	1
923	по способу	3	1
924	необходимо отличать	1	1
925	по мере	1	1
926	свое имя	2	1
927	предполагает в	1	1
928	в предыдущей	1	1
929	или во	1	1
930	требуют их	1	1
931	готовом виде	3	1
932	но все	4	1
933	от одного	2	1
934	элементы в	1	1
935	а во-вторых	1	1
936	они относятся	2	1
937	ни одна	1	1
938	значения в	1	1
939	каким образом	1	1
940	новой формы	2	1
941	слова с	2	1
942	к внешней	2	1
943	к каким	1	1
944	она связывает	1	1
945	голосом и	1	1
946	деятельности не	3	1
947	исходить из	1	1
948	что практически	1	1
949	давно уже	1	1
950	стороны в	1	1
951	и возникновение	1	1
952	бы стать	2	1
953	автор в	1	1
954	всего с	1	1
955	конечная цель	1	1
956	опять как	1	1
957	мысли о	1	1
958	по форме	2	1
959	внимание что	2	1
960	наличие или	1	1
961	предмета и	1	1
962	все другие	2	1
963	по признаку	3	1
964	внутренней речью	3	1
965	интеллектуальной и	1	1
966	речи например	3	1
967	этим самым	1	1
968	и из	1	1
969	чем мы	1	1
970	а вместе	1	1
971	вступая в	1	1
972	к отношениям	1	1
973	у которых	1	1
974	и пути	2	1
975	ситуации в	2	1
976	в первую	2	1
977	уже давно	1	1
978	все основания	2	1
979	и третий	2	1
980	знаем о	4	1
981	мышлением что	1	1
982	о чем-то	1	1
983	никаких оснований	1	1
984	человека не	1	1
985	но которое	1	1
986	мы увидим	4	1
987	как реальная	1	1
988	время от	1	1
989	убедиться в	1	1
990	собой как	1	1
991	порядка в	1	1
992	но даже	1	1
993	почти исключительно	2	1
994	другом в	1	1
995	одной общей	1	1
996	итак анализ	1	1
997	и другой	4	1
998	которыми он	1	1
999	затем уже	2	1
1000	в этот	1	1
1001	как отражение	2	1
1002	имея в	1	1
1003	из себя	1	1
1004	точно и	1	1
1005	смысле слова	5	1
1006	рода но	2	1
1007	в изучении	2	1
1008	об отношении	2	1
1009	имеет дело	2	1
1010	и формы	1	1
1011	между отдельными	6	1
1012	происходит ли	2	1
1013	трех моментов	1	1
1014	не об	1	1
1015	точно так	4	1
1016	творческий характер	1	1
1017	приходит к	7	1
1018	ни вообще	1	1
1019	и значение	2	1
1020	ибо вне	1	1
1021	свое отражение	1	1
1022	говорит что	1	1
1023	чем с	1	1
1024	вообще но	1	1
1025	своем значении	1	1
1026	практически совпадает	1	1
1027	что речь	4	1
1028	и внутренней	4	1
1029	и ниже	1	1
1030	и каждого	1	1
1031	отметить что	1	1
1032	до того	1	1
1033	неразрешимым противоречиям	1	1
1034	те два	1	1
1035	всего этого	1	1
1036	ни одного	1	1
1037	принадлежащих к	1	1
1038	к неразрешимым	1	1
1039	но скорее	2	1
1040	день и	1	1
1041	вернуться к	1	1
1042	анализа как	1	1
1043	не совпадать	1	1
1044	постановка проблемы	1	1
1045	деле как	2	1
1046	и истинным	1	1
1047	как для	1	1
1048	в основу	5	1
1049	следующим образом	4	1
1050	нее в	2	1
1051	путь от	1	1
1052	слово не	1	1
1053	речь не	4	1
1054	автора мы	1	1
1055	входят в	1	1
1056	все время	6	1
1057	роли знаков	1	1
1058	анализ и	1	1
1059	таким фактором	1	1
1060	иным как	1	1
1061	что говорит	2	1
1062	именно с	2	1
1063	тем это	1	1
1064	говорит сам	2	1
1065	и чувства	1	1
1066	являются для	2	1
1067	к этим	2	1
1068	и открывает	1	1
1069	распадается на	4	1
1070	он так	2	1
1071	своей сущности	1	1
1072	этом же	2	1
1073	с равным	1	1
1074	приводящего к	3	1
1075	и речь	5	1
1076	жизни с	1	1
1077	во внутреннюю	1	1
1078	его естественной	1	1
1079	связей на	1	1
1080	мнение что	1	1
1081	своего развития	9	1
1082	восприятии и	1	1
1083	это свойство	1	1
1084	ответ и	1	1
1085	целом все	1	1
1086	не происходит	2	1
1087	контакт между	1	1
1088	и весь	1	1
1089	как между	1	1
1090	и временных	1	1
1091	с начальной	1	1
1092	первый и	1	1
1093	одном слове	1	1
1094	это остается	1	1
1095	некоторого смысла	1	1
1096	то оно	1	1
1097	явления как	1	1
1098	между его	2	1
1099	мышления и	39	1
1100	как другие	1	1
1101	см главу	1	1
1102	необходимой предпосылкой	1	1
1103	от ряда	2	1
1104	отражение в	2	1
1105	непосредственного восприятия	1	1
1106	после того	1	1
1107	заключенное в	2	1
1108	указать на	2	1
1109	что каждая	2	1
1110	нашей работы	1	1
1111	это открытие	1	1
1112	что уже	3	1
1113	обратить внимание	1	1
1114	обнаруживается в	1	1
1115	мы знаем	10	1
1116	принципиально нового	1	1
1117	сама же	1	1
1118	приводит нас	6	1
1119	ним в	1	1
1120	фаза которую	1	1
1121	мышления с	6	1
1122	связей и	3	1
1123	внутренней стороны	1	1
1124	обратил внимание	1	1
1125	чем у	1	1
1126	что такое	1	1
1127	объединены в	1	1
1128	состоящий в	1	1
1129	целом но	3	1
1130	в тот	1	1
1131	человек как	1	1
1132	или иную	1	1
1133	которая уже	1	1
1134	на стадии	1	1
1135	это слово	1	1
1136	противоречие между	1	1
1137	наше внимание	1	1
1138	оказывается для	1	1
1139	если первая	2	1
1140	оно обозначает	1	1
1141	распространяется на	1	1
1142	не совпадают	5	1
1143	только дело	1	1
1144	нож и	1	1
1145	от тех	2	1
1146	ли мы	1	1
1147	и отношения	4	1
1148	означает в	1	1
1149	повести к	1	1
1150	самом его	1	1
1151	во внимание	2	1
1152	перестают быть	1	1
1153	игре на	1	1
1154	по аналогии	1	1
1155	была в	1	1
1156	или несколько	1	1
1157	дальнейшем мы	1	1
1158	его мысли	1	1
1159	в понятии	6	1
1160	на характер	1	1
1161	внутреннюю речь	1	1
1162	первых слов	3	1
1163	или иная	3	1
1164	но само	1	1
1165	между этими	2	1
1166	смысле и	2	1
1167	которые могли	1	1
1168	характер и	2	1
1169	указывая на	2	1
1170	эти три	2	1
1171	же при	1	1
1172	же как	10	1
1173	и воля	1	1
1174	чем иным	1	1
1175	без которого	2	1
1176	и вместе	2	1
1177	которых для	1	1
1178	от этого	6	1
1179	операция как	1	1
1180	при понимании	1	1
1181	отдельные слова	2	1
1182	больше и	1	1
1183	существенным моментом	1	1
1184	а отнюдь	2	1
1185	слово в	4	1
1186	предполагает что	1	1
1187	границ между	1	1
1188	себе и	2	1
1189	точек зрения	1	1
1190	предыдущей части	1	1
1191	полагает что	2	1
1192	и у	7	1
1193	что их	1	1
1194	действительности и	1	1
1195	человека а	1	1
1196	и крайне	1	1
1197	социального поведения	1	1
1198	нам остается	2	1
1199	при каких	2	1
1200	а поскольку	1	1
1201	что хотя	1	1
1202	не уничтожается	1	1
1203	не имеющие	2	1
1204	внешней и	3	1
1205	это вполне	1	1
1206	слово есть	1	1
1207	если оно	1	1
1208	осуществление которой	1	1
1209	мышления которое	3	1
1210	составных частей	1	1
1211	устанавливаемых им	1	1
1212	идет по	2	1
1213	принимает что	1	1
1214	от конкретного	3	1
1215	очень часто	4	1
1216	все остальные	2	1
1217	близко к	1	1
1218	чтобы он	1	1
1219	включая в	1	1
1220	спор в	1	1
1221	и речи	27	1
1222	совсем не	1	1
1223	эти слова	1	1
1224	абстрактной и	1	1
1225	будем иметь	3	1
1226	отношение между	3	1
1227	для понятия	1	1
1228	характерны для	1	1
1229	нам еще	1	1
1230	языком и	1	1
1231	отличаются от	5	1
1232	за порогом	1	1
1233	все основные	1	1
1234	недоступной для	1	1
1235	здесь на	1	1
1236	не заключает	1	1
1237	содержания и	1	1
1238	существенное для	1	1
1239	при такой	1	1
1240	деле его	1	1
1241	в приведенном	1	1
1242	очень близко	1	1
1243	но только	3	1
1244	тем и	5	1
1245	в истинном	1	1
1246	такое что	1	1
1247	не представляется	1	1
1248	бы уже	1	1
1249	доходит до	1	1
1250	и затем	1	1
1251	проникнуть в	1	1
1252	объяснения и	1	1
1253	чтобы их	2	1
1254	в историческом	2	1
1255	остаются на	2	1
1256	различных по	1	1
1257	является ни	1	1
1258	она была	1	1
1259	не совпадает	1	1
1260	никоим образом	1	1
1261	и какое	1	1
1262	ни то	2	1
1263	где каждый	2	1
1264	из нее	2	1
1265	в связь	3	1
1266	он без	1	1
1267	нельзя не	2	1
1268	вся первая	1	1
1269	в поведении	7	1
1270	что для	1	1
1271	или лучше	1	1
1272	его личности	1	1
1273	методологическое положение	1	1
1274	в новый	1	1
1275	поле и	1	1
1276	роль при	1	1
1277	на отдельные	2	1
1278	не свободно	4	1
1279	лучше сказать	1	1
1280	с чем	1	1
1281	даже если	1	1
1282	у разных	1	1
1283	с которым	2	1
1284	надобности в	1	1
1285	здесь также	1	1
1286	особое внимание	1	1
1287	конечного результата	1	1
1288	самые разнообразные	2	1
1289	те кто	1	1
1290	процесса и	1	1
1291	отношении он	1	1
1292	такого типа	1	1
1293	отношении является	2	1
1294	себе как	1	1
1295	а главное	1	1
1296	не сводим	1	1
1297	более других	1	1
1298	в названии	3	1
