N	2gram	Bakhtin_Pr	UchenyiS
146	что все	2	2
147	не все	1	2
148	вопроса о	1	2
149	но конечно	1	2
150	еще один	1	1
151	и форм	1	1
152	без труда	1	1
153	первый взгляд	1	1
154	в той	5	1
155	в г	1	1
156	и материал	1	1
157	мировоззрением и	1	1
158	признать что	1	1
159	так то	1	1
160	что было	6	1
161	все в	3	1
162	что в	11	1
163	автора уже	1	1
164	очень легко	1	1
165	героя не	5	1
166	с которыми	1	1
167	этом плане	1	1
168	художественного восприятия	1	1
169	не было	5	1
170	остается в	2	1
171	вне его	4	1
172	так или	1	1
173	и даже	5	1
174	так всегда	1	1
175	связанных с	1	1
176	первый план	1	1
177	он вводит	1	1
178	она все	1	1
179	более или	4	1
180	но тут	1	1
181	говорит он	6	1
182	мы полагаем	1	1
183	и потому	7	1
184	принцип единства	1	1
185	но он	4	1
186	выводам и	1	1
187	этом случае	1	1
188	действительно слишком	1	1
189	в которой	2	1
190	такое понимание	1	1
191	сводить к	2	1
192	имеем в	1	1
193	можно сказать	2	1
194	или меньшей	2	1
195	восприятия и	1	1
196	мы можем	1	1
197	что же	9	1
198	и единого	2	1
199	или иначе	1	1
200	в данном	2	1
201	и быть	1	1
202	целого но	1	1
203	все его	3	1
204	художественное творчество	1	1
205	что ему	1	1
206	он уже	1	1
207	быть по	1	1
208	нет и	1	1
209	материалов и	1	1
210	как на	4	1
211	его форма	1	1
212	у толстого	3	1
213	себе еще	4	1
214	и вы	2	1
215	быть не	1	1
216	со своими	2	1
217	данного произведения	2	1
218	он в	3	1
219	и все	6	1
220	слова а	2	1
221	что этот	2	1
222	в точном	1	1
223	из самых	1	1
224	все элементы	1	1
225	принципа в	2	1
226	же как	2	1
227	направлено на	3	1
228	является предметом	2	1
229	впечатление которое	1	1
230	что-то и	1	1
231	сказать что	4	1
232	произведения как	2	1
233	как нам	3	1
234	к следующему	1	1
235	и эта	2	1
236	пока для	1	1
237	в процессе	6	1
238	достоевского и	9	1
239	данном случае	2	1
240	его как	5	1
241	него не	4	1
242	но для	3	1
243	думает о	1	1
244	то есть	3	1
245	и др	7	1
246	нас самих	1	1
247	не делает	1	1
248	ее как	4	1
249	и действительно	1	1
250	очень часто	1	1
251	не имеется	1	1
252	того как	3	1
253	он знает	3	1
254	формальные функции	1	1
255	переходит в	1	1
256	психики и	1	1
257	точном смысле	1	1
258	почти не	3	1
259	отсюда и	3	1
260	в таком	3	1
261	авторской индивидуальности	1	1
262	но прежде	1	1
263	тех кто	1	1
264	то и	3	1
265	него уже	1	1
266	и свое	1	1
267	она не	10	1
268	степени и	1	1
269	воспринимает не	1	1
270	в произведении	7	1
271	но именно	3	1
272	до конца	10	1
273	является только	1	1
274	она в	1	1
275	в своем	12	1
276	говорить не	1	1
277	тогда когда	1	1
278	в значительной	1	1
279	входит в	9	1
280	для себя	3	1
281	только как	2	1
282	оно перестает	1	1
283	есть конечно	4	1
284	его на	2	1
285	основного художественного	1	1
286	только при	1	1
287	одной стороны	1	1
288	только материал	1	1
289	именно к	2	1
290	относится к	1	1
291	он становится	1	1
292	находит себе	1	1
293	время не	3	1
294	мы имеем	1	1
295	бы уж	1	1
296	какие мы	2	1
297	во мне	1	1
298	так он	1	1
299	начала и	2	1
300	он прежде	1	1
301	этой же	1	1
302	искусства и	1	1
303	их в	8	1
304	же в	2	1
305	установка на	4	1
306	не для	1	1
307	он может	4	1
308	знает только	3	1
309	с новой	1	1
310	с самим	3	1
311	в ней	2	1
312	или даже	2	1
313	что такой	1	1
314	впервые в	1	1
315	где же	1	1
316	вообще во	1	1
317	но что	1	1
318	своими собственными	2	1
319	на одно	1	1
320	даже не	1	1
321	и так	2	1
322	же остается	1	1
323	и независимо	1	1
324	место и	1	1
325	оно является	2	1
326	идет не	2	1
327	дан в	2	1
328	на то	5	1
329	он и	8	1
330	случайно и	2	1
331	строго говоря	1	1
332	но если	1	1
333	в большей	2	1
334	значимость и	2	1
335	бы ни	3	1
336	не значит	4	1
337	сам по	2	1
338	не входит	5	1
339	отсюда как	1	1
340	сюда же	1	1
341	в которых	4	1
342	к этому	1	1
343	полагаем что	1	1
344	большей или	2	1
345	так и	8	1
346	своей совокупности	1	1
347	о нем	15	1
348	что с	1	1
349	проблем связанных	1	1
350	как элемент	1	1
351	сам автор	1	1
352	из которых	3	1
353	друг с	4	1
354	это в	2	1
355	ее в	3	1
356	толстого и	2	1
357	этих слов	1	1
358	в качестве	1	1
359	о котором	1	1
360	учителя и	1	1
361	в нем	28	1
362	существенно нового	1	1
363	именно этот	1	1
364	он не	14	1
365	быть тем	1	1
366	независимо от	1	1
367	выражением духа	1	1
368	может служить	3	1
369	материал и	4	1
370	все что	4	1
371	и слово	4	1
372	в кавычки	2	1
373	концов не	1	1
374	на его	2	1
375	и что	5	1
376	в известном	1	1
377	художником и	2	1
378	одно из	2	1
379	форма в	1	1
380	что для	2	1
381	своей работе	1	1
382	и это	8	1
383	в различных	3	1
384	с одной	1	1
385	основного принципа	1	1
386	с другом	3	1
387	он был	2	1
388	на своем	1	1
389	за пределы	7	1
390	литературного жанра	1	1
391	даны не	1	1
392	должно быть	8	1
393	случае он	1	1
394	об этом	3	1
395	себя на	2	1
396	является одним	1	1
397	в виду	3	1
398	само по	4	1
399	к которой	1	1
400	или менее	4	1
401	органического единства	1	1
402	подходят к	1	1
403	пушкина но	1	1
404	в пределах	24	1
405	тот же	2	1
406	уже не	15	1
407	и вне	1	1
408	о том	5	1
409	не то	1	1
410	слагается из	1	1
411	произведения в	2	1
412	далеко не	7	1
413	того что	3	1
414	что еще	1	1
415	обращение к	1	1
416	у него	11	1
417	в словах	4	1
418	слова у	1	1
419	друг другу	3	1
420	как таковым	1	1
421	жанра в	1	1
422	заключенных в	2	1
423	бы это	1	1
424	слово как	5	1
425	в котором	7	1
426	у пушкина	1	1
427	не существует	1	1
428	бы в	7	1
429	на слово	2	1
430	которых слово	1	1
431	искусства не	1	1
432	той же	8	1
433	не принцип	1	1
434	приводит к	8	1
435	никогда не	11	1
436	мировоззрения и	1	1
437	возникает проблема	1	1
438	человека и	2	1
