N	3gram	Trubetskoy	Vladivir
144	более высокой ступени	1	1
145	заключающие в себе	1	1
146	том виде в	1	1
147	важную роль в	1	1
148	не только с	1	1
149	и что если	1	1
150	именно в этой	1	1
151	что он сам	1	1
152	те же самые	1	1
153	того что в	1	1
154	не свидетельствует о	1	1
155	на земле в	1	1
156	но именно в	1	1
157	даже и при	1	1
158	и выше всех	1	1
159	как тот же	1	1
160	с тем и	1	1
161	в то что	1	1
162	в его сознании	1	1
163	дело заключается в	1	1
164	к концу этого	1	1
165	а это было	1	1
166	а потому и	1	1
167	надо сказать что	1	1
168	лишь при условии	2	1
169	в разные стороны	1	1
170	и в нашем	1	1
171	не забудем что	1	1
172	том что только	1	1
173	что во всех	1	1
174	самом деле ведь	1	1
175	этот вопрос в	1	1
176	уже знаем что	1	1
177	с ярко выраженной	1	1
178	в его жилах	1	1
179	дальше в этом	1	1
180	то что для	1	1
181	то же самое	1	1
182	как в его	1	1
183	не имели никакого	1	1
184	с тех пор	1	1
185	и самого себя	1	1
186	в высшей степени	2	1
187	но все же	2	1
188	в материальной и	1	1
189	у а к	1	1
190	никак не может	1	1
191	только тогда когда	1	1
192	на эти темы	1	1
193	он все же	2	1
194	пока еще не	1	1
195	со своей стороны	1	1
196	в этом последнем	1	1
197	а в с	1	1
198	во многих отношениях	1	1
199	на каждом шагу	1	1
200	по своему быту	2	1
201	что так как	1	1
202	потому не может	1	1
203	ответить на вопрос	2	1
204	он вместе с	1	1
205	этот факт не	1	1
206	понятно поэтому что	1	1
207	мысль о том	1	1
208	дело только в	1	1
209	который как мы	1	1
210	ничего такого что	1	1
211	к тому времени	1	1
212	каждый из этих	2	1
213	с этой точки	1	1
214	выше мы сказали	2	1
215	в одно целое	1	1
216	конце концов в	1	1
217	если бы человечество	1	1
218	быть и не	1	1
219	и не очень	1	1
220	что для меня	1	1
221	и той же	1	1
222	и что все	1	1
223	что для этого	1	1
224	на той ступени	1	1
225	признавая их лишь	1	1
226	хотя бы с	1	1
227	состоит в том	1	1
228	все же не	3	1
229	смысле этого слова	1	1
230	никогда не было	1	1
231	так что и	1	1
232	что мы можем	1	1
233	то в ней	1	1
234	от него в	1	1
235	мы только что	1	1
236	из этих элементов	1	1
237	одной и той	1	1
238	все та же	1	1
239	была у него	1	1
240	при этом что	2	1
241	это есть не	1	1
242	выше мы видели	1	1
243	или вовсе не	1	1
244	что касается до	6	1
245	на все эти	1	1
246	видели выше есть	1	1
247	здесь дело только	1	1
248	а для того	1	1
249	и с этой	1	1
250	мы сказали выше	2	1
251	и в нем	1	1
252	точку зрения в	1	1
253	и не может	1	1
254	о них мы	1	1
255	этой точки зрения	1	1
256	в том виде	2	1
257	находить в них	1	1
258	нет и не	1	1
259	самого начала в	1	1
260	и так как	1	1
261	это было бы	1	1
