N	2gram	Bakhtin_Pr	Problemy
469	для этого	3	9
470	мы сказали	3	9
471	все что	4	8
472	к другу	1	8
473	жизнь в	2	8
474	правда в	2	8
475	а что	5	8
476	полифоническом романе	2	8
477	вопрос о	3	8
478	но эти	4	8
479	яков петрович	1	8
480	из своего	3	8
481	в зависимости	5	8
482	как на	4	8
483	что она	7	8
484	никак не	4	8
485	на почве	5	8
486	переходим к	4	8
487	мы видим	3	8
488	его слова	3	8
489	два голоса	1	8
490	и тон	3	8
491	голосов и	4	8
492	он может	4	8
493	на себя	4	8
494	как его	4	8
495	записок из	2	8
496	но для	3	8
497	человек и	2	8
498	поэтому и	4	8
499	а с	2	8
500	к слову	2	8
501	очень часто	1	8
502	я ведь	4	8
503	но только	1	8
504	друг другу	3	8
505	мы видели	1	8
506	романы достоевского	2	8
507	и самое	4	8
508	друг к	1	8
509	рассказ в	3	8
510	был бы	6	8
511	вот как	3	8
512	голядкина с	2	8
513	диалога в	2	8
514	к ним	1	8
515	сравнению с	1	8
516	макара девушкина	8	8
517	все они	2	8
518	но конечно	1	8
519	двуголосое слово	7	8
520	но здесь	4	8
521	вступает в	1	8
522	которую он	3	8
523	им в	1	8
524	ни было	4	8
525	по крайней	2	8
526	первого типа	8	8
527	я вам	2	8
528	только с	1	8
529	значение в	2	8
530	в полифоническом	2	8
531	романа но	3	8
532	мы находим	1	8
533	ведь это	4	8
534	но эта	5	8
535	не могу	1	8
536	что ж	4	8
537	на фоне	5	8
538	об этом	3	8
539	этих двух	1	8
540	в стиле	4	8
541	личности в	4	8
542	есть и	5	8
543	образ героя	3	8
544	художественного мира	5	8
545	крайней мере	2	8
546	я все	1	8
547	тем как	5	7
548	те же	3	7
549	него в	5	7
550	достоевского нет	5	7
551	нами в	3	7
552	более или	4	7
553	на свой	6	7
554	чужому сознанию	3	7
555	в построении	4	7
556	самому и	1	7
557	большей или	2	7
558	отличается от	5	7
559	по своим	4	7
560	на материале	5	7
561	для автора	4	7
562	европейского романа	4	7
563	всего этого	2	7
564	на этот	4	7
565	войти в	2	7
566	он умел	4	7
567	а между	2	7
568	устную речь	7	7
569	или менее	4	7
570	нигде не	1	7
571	и вообще	1	7
572	от них	3	7
573	того же	3	7
574	него не	4	7
575	особенности его	3	7
576	ее как	4	7
577	и мир	1	7
578	произведения достоевского	4	7
579	здесь нет	4	7
580	а затем	1	7
581	это я	2	7
582	здесь с	5	7
583	отношения к	5	7
584	как можно	2	7
585	тому же	2	7
586	с оглядкой	4	7
587	героя с	6	7
588	про себя	2	7
589	например у	3	7
590	слово автора	3	7
591	я и	2	7
592	лишь на	5	7
593	подобно тому	3	7
594	меньшей степени	2	7
595	же как	2	7
596	со словом	1	7
597	выражение в	6	7
598	для его	4	7
599	его творчестве	3	7
600	не дает	3	7
601	здесь мы	4	7
602	не об	2	7
603	бы уже	2	7
604	или меньшей	2	7
605	и есть	3	7
606	не то	1	7
607	во время	1	7
608	всех этих	2	7
609	были бы	5	7
610	и изображения	7	7
611	он уже	1	7
612	они и	1	7
613	в речь	3	7
614	должна быть	8	7
615	в другой	4	7
616	особый тип	2	7
617	чужого сознания	3	7
618	в образе	2	7
619	в плоскости	6	7
620	самосознание героя	6	7
621	и со	4	7
622	ни был	2	7
623	в которых	4	7
624	бы не	2	7
625	со стороны	1	7
626	автор не	2	7
627	и самый	1	7
628	в художественном	6	7
629	эта особенность	4	7
630	тотчас же	1	7
631	и между	1	7
632	того чтобы	2	7
633	самого автора	8	7
634	и уже	3	7
635	знает что	2	7
636	времени и	2	7
637	в истории	2	7
638	их мирами	6	7
639	макар девушкин	6	7
640	в сознании	3	7
641	как другой	3	7
642	знаю что	4	7
643	нему и	2	7
644	же не	4	7
645	чужих слов	6	7
646	смысле этого	1	7
647	в стилизации	8	7
648	он все	3	7
649	для других	2	7
650	слова но	4	7
651	и вы	2	7
652	нисколько не	3	7
653	в каждой	2	7
654	ни один	3	7
655	также и	3	7
656	то перед	8	7
657	из этих	3	7
658	и если	2	7
659	конечно в	2	7
660	идей в	1	7
661	человека с	1	7
662	его романов	3	7
663	вступают в	1	7
664	и особенно	2	7
665	которые в	1	7
666	стиль и	2	7
667	такой же	4	7
668	все еще	2	7
669	но у	4	7
670	и только	3	7
671	это в	2	7
672	со своими	2	7
673	тому как	3	7
674	образов и	1	7
675	что было	6	6
676	с которыми	1	6
677	сознании и	4	6
678	перебой голосов	3	6
679	мире а	3	6
680	что если	3	6
681	только что	1	6
682	да что	2	6
683	любовь к	1	6
684	они уже	3	6
685	в большей	2	6
686	основные особенности	1	6
687	время не	3	6
688	и свой	2	6
689	достоевского к	4	6
690	в едином	4	6
691	бедных людях	4	6
692	сознаний в	5	6
693	человек в	1	6
694	к другим	1	6
695	отношением к	1	6
696	и внутренне	4	6
697	а именно	2	6
698	мысли о	1	6
699	мир и	5	6
700	и нет	6	6
701	при всей	2	6
702	в данном	2	6
703	автора в	4	6
704	переходит в	1	6
705	то это	3	6
706	видеть и	5	6
707	всем этим	2	6
708	должна была	4	6
709	между двумя	1	6
710	за собой	1	6
711	в рассказ	1	6
712	отметить что	1	6
713	точке зрения	3	6
714	этого мира	6	6
715	слов о	1	6
716	была бы	5	6
717	среди них	5	6
718	с собой	3	6
719	что переписываю	6	6
720	многопланность и	6	6
721	на предмет	4	6
722	в структуре	3	6
723	него как	3	6
724	остается в	2	6
725	в драме	6	6
726	художественной формы	1	6
727	и этим	5	6
728	бытия и	1	6
729	и другими	1	6
730	лежит в	2	6
731	всех его	1	6
732	в высшей	1	6
733	слово слово	4	6
734	в таком	3	6
735	тому что	3	6
736	у тургенева	6	6
737	он ни	2	6
738	него нет	3	6
739	зрения и	5	6
740	его жизни	2	6
741	но к	1	6
742	в такой	1	6
743	слово как	5	6
744	могли бы	2	6
745	сами по	4	6
746	именно потому	2	6
747	то ни	3	6
748	человека как	1	6
749	речи и	4	6
750	и тем	1	6
751	но зато	2	6
752	почти всегда	2	6
753	себя на	2	6
754	у вас	2	6
755	говорили что	1	6
756	мы здесь	2	6
757	я в	2	6
758	в последний	3	6
759	в смысле	3	6
760	что для	2	6
761	его личности	1	6
762	стиля и	5	6
763	в первой	3	6
764	в общем	1	6
765	в точке	2	6
766	что достоевский	1	6
767	меня не	1	6
768	с идеей	4	6
769	в один	2	6
770	романа не	4	6
771	мира достоевского	2	6
772	когда он	2	6
773	та же	1	6
774	героя не	5	6
775	разобранные нами	3	6
776	в последнем	1	6
777	бы то	3	6
778	своих героев	2	6
779	из которых	3	6
780	нам важна	3	6
781	обращено к	3	6
782	не становится	6	6
783	с ней	1	6
784	делая его	2	6
785	и действительно	1	6
786	может стать	5	6
787	ну да	1	6
788	к достоевскому	1	6
789	слова о	3	6
790	в словах	4	6
791	не входит	5	6
792	совершенно не	5	6
793	в диалог	1	6
794	я для	2	6
795	его слово	2	6
796	с авторским	3	6
797	в бедных	4	6
798	совпадает с	2	6
799	изображения и	6	6
800	по достоевскому	4	6
801	героя а	6	6
802	очень хорошо	1	6
803	слов и	2	6
804	в первом	2	6
805	в мир	4	6
806	а лишь	3	6
807	его романах	1	6
808	между людьми	1	6
809	если мы	3	6
810	особенности этого	1	6
811	еще и	1	6
812	я бы	1	6
813	в особом	4	6
814	высшей степени	1	6
815	герои достоевского	4	6
816	связан с	1	6
817	в более	1	6
818	увидеть и	1	6
819	его героев	6	6
820	того как	3	6
821	и пр	5	6
822	мы имеем	1	6
823	ну что	5	6
824	ее в	3	6
825	где он	1	6
826	построения романа	6	6
827	со своим	2	6
828	на которой	1	6
829	о герое	5	6
830	не принимает	2	6
831	дело в	2	6
832	в обычном	2	6
833	является лишь	4	6
834	диалог в	3	6
835	и другого	3	6
836	ни на	3	6
837	каждом из	1	6
838	но при	4	6
839	литературы о	5	6
840	авторским словом	5	6
841	быть и	2	6
842	в чужих	2	6
843	со всею	5	6
844	в пародии	6	6
845	с человеком	1	6
846	карамазова и	3	6
847	герой из	2	6
848	он знает	3	6
849	в чужом	4	6
850	благодаря этому	3	6
851	обращаться к	1	6
852	идет не	2	6
853	на то	5	6
854	мы слышим	1	6
855	на устную	6	6
856	таким же	3	6
857	его творчество	2	6
858	героя но	4	6
859	мира в	5	6
860	авторского замысла	4	6
861	мы наблюдаем	1	5
862	речь героя	2	5
863	как художник	1	5
864	в центре	1	5
865	он старается	1	5
866	уж не	1	5
867	в момент	1	5
868	в вас	3	5
869	рассказ рассказчика	5	5
870	плоскости с	4	5
871	и был	1	5
872	не столько	1	5
873	по мере	4	5
874	и само	2	5
875	он остается	1	5
876	вот что	1	5
877	им и	1	5
878	теперь мы	1	5
879	его произведений	1	5
880	в речи	3	5
881	и тона	4	5
882	он стремится	3	5
883	одного контекста	5	5
884	самом и	5	5
885	перестает быть	4	5
886	и отчасти	1	5
887	обычного типа	5	5
888	идеологии достоевского	2	5
889	не могли	1	5
890	перед его	1	5
891	сам и	2	5
892	неслиянных сознаний	4	5
893	силы и	1	5
894	последняя смысловая	5	5
895	для того	1	5
896	вот почему	1	5
897	достоевского его	1	5
898	с помощью	2	5
899	о них	1	5
900	тон рассказа	1	5
901	каждое слово	1	5
902	и противоречивость	5	5
903	уже и	2	5
904	а только	1	5
905	двуголосого слова	3	5
906	но этот	1	5
907	друг на	2	5
908	художественного изображения	2	5
909	с миром	1	5
910	идея в	1	5
911	в голове	1	5
912	жизни как	1	5
913	слово без	1	5
914	одном слове	3	5
915	достоевского все	1	5
916	находится в	2	5
917	в тягость	5	5
918	идеи у	1	5
919	достоевского по	1	5
920	не мог	1	5
921	последнего слова	1	5
922	они могут	4	5
923	сам по	2	5
924	всего в	2	5
925	его внутреннего	1	5
926	друга но	1	5
927	по преимуществу	2	5
928	она и	1	5
929	героев в	4	5
930	время и	1	5
931	вполне понятно	2	5
932	и при	2	5
933	в разрезе	6	5
934	диалога и	1	5
935	не хочет	3	5
936	смысловая инстанция	5	5
937	да ведь	2	5
938	эта форма	3	5
939	не была	4	5
940	чем в	3	5
941	и притом	1	5
942	быть только	1	5
943	за живое	1	5
944	характер и	1	5
945	время как	2	5
946	одном из	2	5
947	в пределы	4	5
948	и перед	2	5
949	и старается	4	5
950	в свете	4	5
951	иван карамазов	1	5
952	в сторону	2	5
953	на себе	3	5
954	типа в	2	5
955	под влиянием	1	5
956	от чужого	1	5
957	здесь как	1	5
958	именно как	2	5
959	если оно	3	5
960	установки на	5	5
961	его жизнь	3	5
962	он ничего	2	5
963	мир в	4	5
964	ту же	2	5
965	как это	1	5
966	отчего же	3	5
967	одно и	1	5
968	самосознание как	5	5
969	слово у	3	5
970	чужая реплика	2	5
971	ни одной	2	5
972	это вовсе	2	5
973	однако в	3	5
974	бы его	1	5
975	что может	4	5
976	образом в	1	5
977	ибо в	2	5
978	себе как	2	5
979	это он	1	5
980	действующими лицами	1	5
981	типа и	4	5
982	быть даже	1	5
983	в особенности	1	5
984	а потому	2	5
985	образом и	4	5
986	за ним	4	5
987	как объект	5	5
988	почти не	3	5
989	своего собственного	1	5
990	он только	2	5
991	живет в	1	5
992	ним и	3	5
993	теперь в	1	5
994	в сказе	5	5
995	дан в	2	5
996	одному знаменателю	2	5
997	для них	1	5
998	подходит к	2	5
999	функции в	2	5
1000	слова мы	2	5
1001	если не	1	5
1002	с таким	1	5
1003	о своей	1	5
1004	идея может	4	5
1005	его сознания	2	5
1006	или наоборот	2	5
1007	из тех	2	5
1008	скрытой полемики	4	5
1009	эти явления	1	5
1010	и они	2	5
1011	как нам	3	5
1012	слово рассказчика	2	5
1013	собою в	1	5
1014	литературе о	3	5
1015	своей жизни	2	5
1016	собою и	1	5
1017	в уста	4	5
1018	за всеми	2	5
1019	ибо не	3	5
1020	то и	3	5
1021	да еще	1	5
1022	на друга	2	5
1023	до достоевского	2	5
1024	и самого	4	5
1025	чужое сознание	4	5
1026	в первых	2	5
1027	в направлении	4	5
1028	чужой человек	6	5
1029	ни были	3	5
1030	друг от	1	5
1031	друга и	2	5
1032	каждый из	1	5
1033	сознаний с	6	5
1034	имеем в	1	5
1035	без всякого	1	5
1036	впервые в	1	5
1037	слов в	2	5
1038	том же	4	5
1039	но если	1	5
1040	миры героев	5	5
1041	он воспринимает	4	5
1042	рассказ и	3	5
1043	во времени	3	5
1044	поэтому он	2	5
1045	слова героя	4	5
1046	его мысль	1	5
1047	самосознания и	4	5
1048	тоже не	3	5
1049	ничем не	1	5
1050	ли бы	1	5
1051	на вопрос	2	5
1052	голоса в	3	5
1053	того и	4	5
1054	в художественной	2	5
1055	которых он	1	5
1056	объектное слово	4	5
1057	романов и	2	5
1058	для нас	2	5
1059	в других	2	5
1060	у нас	3	5
1061	особенности произведений	1	5
1062	можно пародировать	5	5
1063	место в	1	5
1064	поэтому в	3	5
1065	от друга	1	5
1066	и показать	2	5
1067	пределы одного	4	5
1068	всего романа	1	5
1069	речь голядкина	2	5
1070	в плоскость	4	5
1071	одного монологического	4	5
1072	слова на	5	5
1073	бы быть	1	5
1074	если и	1	5
1075	слова не	2	5
1076	так в	1	5
1077	на одном	1	5
1078	в авторском	5	5
1079	но уже	1	5
1080	мысли в	2	5
1081	бы ни	3	5
1082	всех возможных	4	5
1083	словом в	4	5
1084	он это	1	5
1085	в скрытой	5	5
1086	он говорит	2	5
1087	не укладывается	4	5
1088	здесь достоевский	1	5
1089	зрения нашего	1	5
1090	а впрочем	1	5
1091	это как	1	5
1092	видит и	1	5
1093	монологического типа	5	5
1094	вся жизнь	1	5
1095	и слова	2	5
1096	а о	1	5
1097	же что	5	5
1098	монологического романа	2	5
1099	можно найти	1	5
1100	как же	6	5
1101	слова его	2	5
1102	почти никогда	1	5
1103	этом произведении	1	5
1104	достоевский заставляет	2	5
1105	идет о	5	5
1106	в книге	2	5
1107	него и	1	5
1108	во многом	1	5
1109	самосознания в	5	5
1110	сам знаю	3	5
1111	полемики с	1	5
1112	в известной	1	5
1113	а может	1	5
1114	романной структуры	2	5
1115	данном случае	2	5
1116	авторского сознания	5	5
1117	и эта	2	5
1118	все возможные	3	5
1119	или точнее	1	5
1120	что на	1	5
1121	формообразующей идеологии	3	5
1122	для другого	2	5
1123	не к	1	5
1124	момент его	2	5
1125	слово языка	2	4
1126	оно стремится	1	4
1127	голоса но	1	4
1128	в настоящем	2	4
1129	художественном мире	4	4
1130	раскольникова ивана	2	4
1131	тему о	1	4
1132	себя сам	2	4
1133	которые не	1	4
1134	к этой	1	4
1135	этого диалога	1	4
1136	с этой	2	4
1137	души человеческой	3	4
1138	достоевского можно	1	4
1139	а у	1	4
1140	чужую речь	4	4
1141	о чем	1	4
1142	б я	1	4
1143	сам автор	1	4
1144	что дело	1	4
1145	типов и	4	4
1146	и достоевский	1	4
1147	не выдуман	4	4
1148	героя о	4	4
1149	среди других	2	4
1150	люди и	1	4
1151	чужой реплики	2	4
1152	положения в	1	4
1153	не потому	2	4
1154	относится и	2	4
1155	по природе	2	4
1156	утвердить чужое	4	4
1157	ну и	1	4
1158	между словами	2	4
1159	из самых	1	4
1160	достоевского он	3	4
1161	его мире	2	4
1162	или даже	2	4
1163	слово может	4	4
1164	ведет к	1	4
1165	в музыке	2	4
1166	основной особенности	4	4
1167	творчеству достоевского	1	4
1168	романа который	2	4
1169	авторская позиция	1	4
1170	есть то	3	4
1171	мы считаем	1	4
1172	не его	1	4
1173	в письме	2	4
1174	авторской речи	3	4
1175	всякого рода	1	4
1176	дело и	2	4
1177	сочетания голосов	3	4
1178	авторского кругозора	2	4
1179	чужих устах	1	4
1180	очень важное	1	4
1181	эти идеи	1	4
1182	видел и	1	4
1183	это последнее	2	4
1184	которые он	1	4
1185	конечно что	2	4
1186	и идеологической	1	4
1187	уже у	1	4
1188	монологического контекста	4	4
1189	слов героя	3	4
1190	чужого голоса	3	4
1191	истину и	1	4
1192	он ищет	2	4
1193	увидим что	1	4
1194	свою внутреннюю	1	4
1195	может служить	3	4
1196	ну а	1	4
1197	точками зрения	2	4
1198	в различных	3	4
1199	что еще	1	4
1200	не я	1	4
1201	художественное значение	1	4
1202	будет и	2	4
1203	всегда и	1	4
1204	глубокое и	3	4
1205	достоевский находил	1	4
1206	самосознание и	3	4
1207	и еще	2	4
1208	у себя	1	4
1209	поэтому все	1	4
1210	в пространстве	3	4
1211	ты еси	3	4
1212	мысль не	4	4
1213	глубинные пласты	1	4
1214	такой как	4	4
1215	образом как	3	4
1216	в самое	1	4
1217	понятно что	2	4
1218	в нашем	2	4
1219	подполья не	1	4
1220	к которому	2	4
1221	входят в	2	4
1222	что именно	1	4
1223	типа а	2	4
1224	что даже	1	4
1225	на котором	3	4
1226	но так	2	4
1227	его образа	3	4
1228	и речь	2	4
1229	достоевского так	1	4
1230	достоевский прежде	2	4
1231	нам важно	2	4
1232	разновидности третьего	4	4
1233	то в	2	4
1234	в полифонии	1	4
1235	герой и	3	4
1236	все голоса	1	4
1237	новые стороны	1	4
1238	обычном смысле	1	4
1239	установка на	4	4
1240	о слове	2	4
1241	не исчерпывается	2	4
1242	сознания с	3	4
1243	он тоже	3	4
1244	его собственных	2	4
1245	романа как	3	4
1246	есть у	1	4
1247	нашей работы	2	4
1248	речи как	3	4
1249	единого духа	4	4
1250	него самого	2	4
1251	подполья и	3	4
1252	тем не	2	4
1253	которого он	1	4
1254	скрытой полемике	4	4
1255	и художественно	1	4
1256	чем у	2	4
1257	что такое	2	4
1258	сочетаются в	3	4
1259	достоевского было	3	4
1260	биографического романа	3	4
1261	и человек	2	4
1262	связи с	3	4
1263	что вы	1	4
1264	диалог как	2	4
1265	утрачивает свою	1	4
1266	речи героя	2	4
1267	и говорит	1	4
1268	приводит его	2	4
1269	отдельных мыслей	1	4
1270	чужой стиль	4	4
1271	xviii века	1	4
1272	дано в	3	4
1273	между этими	1	4
1274	он теперь	1	4
1275	слово здесь	4	4
1276	и она	1	4
1277	не есть	4	4
1278	монологическом мире	3	4
1279	позиции как	1	4
1280	следовательно и	3	4
1281	от этого	2	4
1282	тут в	3	4
1283	в замысле	1	4
1284	героя из	1	4
1285	могло бы	1	4
1286	человека а	1	4
