N	2gram	Bakhtin_Fr	Mirosoze
149	жизни в	1	7
150	он в	2	7
151	но если	1	7
152	высшей степени	1	7
153	в высшей	1	7
154	также и	6	7
155	как он	4	7
156	все еще	1	7
157	же и	4	6
158	не как	1	6
159	к концу	1	6
160	было в	2	6
161	и те	1	6
162	этого мира	1	6
163	всего в	1	6
164	что у	2	6
165	его в	7	6
166	и она	1	6
167	у них	1	6
168	можно было	3	6
169	по своей	4	6
170	и от	4	6
171	и здесь	5	6
172	что это	4	6
173	его на	2	6
174	это есть	2	6
175	если бы	3	6
176	бы не	1	6
177	к людям	1	6
178	в образе	1	6
179	в ее	5	6
180	того как	1	6
181	и более	2	6
182	и свободы	1	6
183	на все	1	6
184	и человек	1	6
185	жизнь и	2	6
186	свободы но	1	6
187	быть и	2	6
188	на то	1	6
189	не к	2	6
190	еще не	3	5
191	мысли и	2	5
192	одно из	3	5
193	что русский	1	5
194	и как	5	5
195	он остается	2	5
196	отличается от	1	5
197	человеческая свобода	1	5
198	с этим	2	5
199	во всяком	2	5
200	для этого	3	5
201	мы увидим	3	5
202	говорит что	1	5
203	до того	2	5
204	страдания и	2	5
205	сказать что	3	5
206	к которому	2	5
207	все время	3	5
208	момент в	2	5
209	по преимуществу	3	5
210	на протяжении	7	5
211	после того	1	5
212	и вместе	1	5
213	от этого	2	5
214	он знал	3	5
215	сих пор	6	5
216	должны быть	2	5
217	культуры и	7	5
218	в то	14	5
219	который был	1	5
220	когда он	1	5
221	до сих	6	5
222	и этот	2	5
223	они и	4	5
224	и мы	2	5
225	да и	2	5
226	его и	1	5
227	то он	1	5
228	он же	1	5
229	в основе	7	5
230	и если	2	5
231	жизни это	1	5
232	той же	9	5
233	в самую	1	5
234	тот же	4	5
235	человека но	1	5
236	в более	4	5
237	этот процесс	4	5
238	не для	1	5
239	которых он	2	5
240	так и	8	5
241	и тут	2	5
242	в их	6	5
243	и я	1	5
244	xx века	5	5
245	связано с	1	5
246	думать что	2	5
247	него и	3	5
248	к новому	2	5
249	как будто	2	5
250	в той	7	4
251	что было	3	4
252	к этой	3	4
253	еще более	5	4
254	в разных	3	4
255	потому не	1	4
256	нас в	2	4
257	не хочет	1	4
258	в своих	7	4
259	и даже	7	4
260	истины и	4	4
261	культуры в	3	4
262	было не	1	4
263	нельзя было	3	4
264	была еще	2	4
265	не всегда	1	4
266	в него	1	4
267	по отношению	3	4
268	не что	1	4
269	знаете ли	1	4
270	что они	3	4
271	ее и	1	4
272	мы видим	9	4
273	что иное	1	4
274	и этим	1	4
275	понять его	1	4
276	это очень	1	4
277	не была	2	4
278	будто бы	2	4
279	была в	1	4
280	тому что	1	4
281	время как	1	4
282	века в	3	4
283	в свете	3	4
284	себе и	1	4
285	в чем	3	4
286	а для	1	4
287	так что	1	4
288	от народа	1	4
289	и что	2	4
290	лишь один	1	4
291	как человек	2	4
292	и по	4	4
293	идея о	1	4
294	не случайно	1	4
295	тогда когда	1	4
296	пребывает в	1	4
297	для них	1	4
298	ни в	6	4
299	и тот	4	4
300	но на	1	4
301	в начале	5	4
302	то время	1	4
303	как о	2	4
304	вряд ли	3	4
305	от его	1	4
306	никто не	1	4
307	по сравнению	2	4
308	на землю	2	4
309	и до	14	4
310	ли вы	1	4
311	в истории	5	4
312	к миру	1	4
313	мы еще	8	4
314	они были	4	4
315	он должен	1	4
316	как к	1	4
317	ни с	1	4
318	сам он	3	4
319	был еще	3	4
320	мы не	3	4
321	он до	1	4
322	сознания и	1	4
323	все равно	1	4
324	начала в	1	4
325	в эпоху	18	4
326	зла в	1	4
327	все эти	16	4
328	есть в	1	4
329	по своему	3	4
330	путь к	1	4
331	особенно в	6	4
332	и их	5	4
333	это была	1	4
334	от того	1	4
335	его отношение	2	4
336	отношению к	2	4
337	и только	1	4
338	конце концов	3	4
339	иное как	1	4
340	которой все	1	3
341	бога в	1	3
342	и всю	1	3
343	это лишь	1	3
344	о чем	3	3
345	в виду	8	3
346	ко всем	3	3
347	стоит в	1	3
348	было очень	1	3
349	принадлежат к	2	3
350	все же	6	3
351	мир и	2	3
352	лежит через	1	3
353	даже и	3	3
354	в противоположность	2	3
355	входит в	2	3
356	в этот	2	3
357	одной и	2	3
358	в одном	7	3
359	превращается в	4	3
360	значительной степени	2	3
361	конечно не	4	3
362	душу и	1	3
363	но этот	1	3
364	с другим	1	3
365	над человеческой	1	3
366	к этому	6	3
367	не видел	1	3
368	и еще	3	3
369	на том	2	3
370	в состоянии	2	3
371	хотя и	2	3
372	и сама	2	3
373	и за	3	3
374	одним из	2	3
375	легенда о	1	3
376	но ведь	3	3
377	и жизнь	1	3
378	же как	1	3
379	и перед	2	3
380	но когда	1	3
381	людьми и	2	3
382	была связана	1	3
383	во всех	8	3
384	остается в	2	3
385	начало в	2	3
386	между тем	3	3
387	эти слова	1	3
388	к этим	1	3
389	остается на	1	3
390	и тем	1	3
391	он также	3	3
392	и та	1	3
393	и страдания	2	3
394	в землю	1	3
395	истории и	1	3
396	и великие	1	3
397	протяжении всего	2	3
398	не значит	1	3
399	легенды о	1	3
400	с которым	1	3
401	и самый	2	3
402	были бы	1	3
403	мире и	1	3
404	и самое	3	3
405	и должно	1	3
406	но также	1	3
407	на почве	1	3
408	это уже	2	3
409	в картине	1	3
410	науки и	1	3
411	со всеми	5	3
412	все его	2	3
413	с таким	3	3
414	с себя	1	3
415	в пределах	1	3
416	к его	1	3
417	эта тема	1	3
418	сравнению с	2	3
419	в которые	1	3
420	в значительной	3	3
421	роль в	7	3
422	которую он	1	3
423	у данте	1	3
424	и той	2	3
425	тому как	2	3
426	принадлежит к	2	3
427	всякий раз	2	3
428	на этот	1	3
429	всяком случае	2	3
430	и после	2	3
431	из него	1	3
432	же он	2	3
433	литературы и	1	3
434	из этой	3	3
435	поэтому он	4	3
436	всегда была	2	3
437	и то	2	3
438	что оно	1	3
439	и всякий	1	3
440	это был	1	3
441	человеческой природой	1	3
442	это особенно	1	3
443	для нас	1	3
444	ведь это	3	3
445	но с	1	3
446	от всех	1	3
447	бытия и	1	3
448	и эта	1	3
449	долгое время	1	3
450	говорят о	3	3
451	со своей	1	3
452	и глубже	5	3
453	на его	4	3
454	об этом	3	3
455	ему как	1	3
456	людей в	1	3
457	возвращается к	1	3
458	не с	1	3
459	лишь как	1	3
460	и самого	1	3
461	писателей и	1	3
462	природой и	1	3
463	но для	1	3
464	он готов	1	2
465	органическая часть	1	2
466	в единую	1	2
467	ко второй	1	2
468	и своего	2	2
469	под его	1	2
470	он считает	2	2
471	она всегда	1	2
472	из всех	4	2
473	них есть	1	2
474	в первых	1	2
475	тем как	1	2
476	и был	3	2
477	их было	1	2
478	нельзя искать	1	2
479	раскрывает и	1	2
480	был врагом	1	2
481	его от	1	2
482	по себе	1	2
483	церковь и	2	2
484	обращается в	1	2
485	совсем особый	1	2
486	и сам	5	2
487	о мире	3	2
488	и внутри	1	2
489	на свою	1	2
490	более и	1	2
491	так это	1	2
492	находит себе	1	2
493	к самому	1	2
494	не менее	2	2
495	и вечной	1	2
496	только для	6	2
497	есть то	1	2
498	если в	1	2
499	с необычайной	1	2
500	культуры не	1	2
501	не могли	1	2
502	в действительности	1	2
503	и вечно	1	2
504	в пределе	1	2
505	и мысли	4	2
506	у самого	3	2
507	во многих	1	2
508	сознания в	1	2
509	но они	4	2
510	за собой	1	2
511	привела к	1	2
512	от своей	1	2
513	много в	2	2
514	делает его	1	2
515	с другой	8	2
516	его была	1	2
517	в прошлом	2	2
518	ни одного	1	2
519	религии христа	1	2
520	под ним	1	2
521	он так	2	2
522	жизни как	2	2
523	они должны	2	2
524	быть в	2	2
525	но к	1	2
526	во всей	3	2
527	от них	2	2
528	были в	2	2
529	оказывается что	1	2
530	во франции	5	2
531	того же	4	2
532	то в	2	2
533	и весь	2	2
534	него как	1	2
535	но из	1	2
536	стороны одной	1	2
537	такого рода	5	2
538	она в	1	2
539	начала и	8	2
540	после этого	2	2
541	этот мир	2	2
542	что такое	1	2
543	в старом	1	2
544	этими двумя	1	2
545	как можно	1	2
546	связи с	8	2
547	и революционной	1	2
548	дано в	1	2
549	необходимости и	1	2
550	между ними	4	2
551	также в	2	2
552	и именно	1	2
553	за друга	1	2
554	власти и	2	2
555	в смысле	1	2
556	жизни то	1	2
557	что их	1	2
558	всех народов	1	2
559	смысл и	2	2
560	весь мир	4	2
561	дух и	1	2
562	его творчества	2	2
563	уже к	2	2
564	новых и	1	2
565	я бы	1	2
566	что эта	2	2
567	не были	3	2
568	она была	3	2
569	себя за	1	2
570	не раз	2	2
571	был для	1	2
572	о своей	1	2
573	его к	3	2
574	а как	1	2
575	и насилия	1	2
576	во время	17	2
577	и ее	3	2
578	мире как	1	2
579	нее не	1	2
580	было с	1	2
581	во втором	1	2
582	народа в	1	2
583	и который	1	2
584	с такой	1	2
585	большую роль	3	2
586	в сущности	15	2
587	подобно тому	2	2
588	и они	5	2
589	связанная с	1	2
590	самом деле	5	2
591	так называемый	1	2
592	их в	7	2
593	ему в	1	2
594	них он	2	2
595	мир который	1	2
596	к какому	1	2
597	ему и	2	2
598	обращенный к	1	2
599	своей жизни	3	2
600	начало не	1	2
601	лишь те	1	2
602	который и	1	2
603	что мы	1	2
604	этой теме	2	2
605	был также	1	2
606	относится к	2	2
607	во мне	1	2
608	и уже	1	2
609	и об	1	2
610	смысл в	2	2
611	у других	1	2
612	чем я	1	2
613	его интересует	2	2
614	переход от	2	2
615	нем не	1	2
616	еще вернемся	5	2
617	данте и	1	2
618	сама истина	1	2
619	что я	2	2
620	нам его	1	2
621	он мог	2	2
622	этого слова	3	2
623	правда в	1	2
624	не видит	4	2
625	с того	2	2
626	свободой и	1	2
627	которому он	1	2
628	великих писателей	1	2
629	бы за	2	2
630	способность к	1	2
631	нас не	1	2
632	в последней	1	2
633	всего мира	1	2
634	на что	1	2
635	ни к	1	2
636	этом отношении	4	2
637	к религии	1	2
638	он и	10	2
639	о нем	3	2
640	ее в	1	2
641	что во	1	2
642	на самом	7	2
643	на помощь	1	2
644	же не	1	2
645	смысле этого	2	2
646	с их	5	2
647	на пиру	1	2
648	не принимает	1	2
649	образов у	2	2
650	своей книге	3	2
651	но эта	1	2
652	в обычном	2	2
653	и тайну	1	2
654	и источников	1	2
655	к жизни	2	2
656	к своему	1	2
657	как люди	1	2
658	нисколько не	1	2
659	это было	2	2
660	связаны с	6	2
661	к одному	2	2
662	ко всему	2	2
663	друг за	1	2
664	и других	7	2
665	две стороны	1	2
666	с новыми	1	2
667	не по	1	2
668	ставить и	1	2
669	смысл жизни	1	2
670	не находит	2	2
671	характерно для	2	2
672	к тем	2	2
673	люди с	1	2
674	этого не	1	2
675	тем самым	1	2
676	можно найти	1	2
677	и часто	1	2
678	прежде чем	2	2
679	и историческое	2	2
680	и о	5	2
681	в понимании	2	2
682	в плане	3	2
683	которые в	2	2
684	бы он	1	2
685	или иной	2	2
686	происходит в	1	2
687	все более	1	2
688	хотя он	3	2
689	и новые	1	2
690	его творчество	2	2
691	как для	1	2
692	не надо	1	2
693	и убийством	1	2
694	мира в	2	2
695	благополучия в	1	1
696	новое и	1	1
697	вот это	2	1
698	был и	1	1
699	нет писателя	1	1
700	для всех	1	1
701	своих философских	1	1
702	со всем	2	1
703	только что	1	1
704	важно для	1	1
705	значит конечно	1	1
706	даже в	4	1
707	всего может	1	1
708	все насыщено	1	1
709	и вырождения	1	1
710	он видит	2	1
711	котором в	1	1
712	этот момент	2	1
713	все движется	1	1
714	говорит о	2	1
715	и двух	2	1
716	и рядом	1	1
717	требует от	1	1
718	применяет к	1	1
719	силой и	2	1
720	от этих	1	1
721	другой стороны	5	1
722	плане в	1	1
723	но что	1	1
724	в большую	2	1
725	мыслится как	1	1
726	связь с	6	1
727	как они	2	1
728	быть названа	1	1
729	но все	5	1
730	ведь все	1	1
731	вот что	1	1
732	места которые	1	1
733	на такой	2	1
734	ну и	2	1
735	как об	1	1
736	французской революции	1	1
737	правда по	1	1
738	высокое и	1	1
739	бы все	1	1
740	мира это	2	1
741	места и	1	1
742	вот с	1	1
743	случае если	1	1
744	сознанием и	1	1
745	образ этот	1	1
746	похож на	1	1
747	всегда в	1	1
748	ведь и	1	1
749	их из	1	1
750	а именно	1	1
751	с еще	1	1
752	других местах	3	1
753	с истиной	1	1
754	на эту	2	1
755	его особая	1	1
756	и людьми	1	1
757	на точке	1	1
758	они как	1	1
759	и истории	1	1
760	в это	2	1
761	и нетерпимости	1	1
762	других так	1	1
763	людей с	2	1
764	казалось бы	1	1
765	моменты в	1	1
766	перестает быть	2	1
767	и того	1	1
768	он изображает	2	1
769	все и	1	1
770	и государственного	2	1
771	в бытовом	1	1
772	это с	2	1
773	эпохи он	2	1
774	образ он	1	1
775	что этот	1	1
776	в вопросе	1	1
777	среды в	1	1
778	раз и	2	1
779	не боится	2	1
780	в преисподнюю	1	1
781	конечно что	1	1
782	обычно понимают	1	1
783	но даже	2	1
784	одной стороны	4	1
785	в другом	3	1
786	но эти	4	1
787	была только	1	1
788	обратился к	1	1
789	сила и	1	1
790	имея в	1	1
791	но вся	1	1
792	этой связи	1	1
793	старой и	1	1
794	оно было	1	1
795	средних веков	1	1
796	мы все	1	1
797	выражение этой	1	1
798	всего как	1	1
799	правда и	1	1
800	и при	2	1
801	втором случае	1	1
802	в строгом	1	1
803	него было	1	1
804	был по	1	1
805	этим не	1	1
806	уже почти	1	1
807	претензий на	1	1
808	абсолютное значение	1	1
809	новое рождение	1	1
810	уже и	2	1
811	может все	2	1
812	уже есть	1	1
813	же его	1	1
814	когда время	1	1
815	связанного со	1	1
816	на новую	1	1
817	точке зрения	1	1
818	всего этого	2	1
819	всегда и	1	1
820	художественном творчестве	1	1
821	но ни	1	1
822	к ним	1	1
823	есть совершенно	1	1
824	охарактеризовать эту	1	1
825	как на	3	1
826	вообще и	1	1
827	огромное значение	1	1
828	всего себя	1	1
829	и культуру	1	1
830	ключ к	1	1
831	еще ничего	1	1
832	за него	2	1
833	такая же	1	1
834	сущности и	1	1
835	отличный от	1	1
836	во времена	1	1
837	же она	1	1
838	как от	1	1
839	связи со	2	1
840	для понимания	5	1
841	это прежде	1	1
842	и культурной	2	1
843	и духовного	1	1
844	или лучше	1	1
845	духе и	1	1
846	в какую-то	1	1
847	но весь	1	1
848	жизни с	2	1
849	вносит в	1	1
850	огромное место	1	1
851	руку а	1	1
852	и вечная	1	1
853	есть художественное	1	1
854	о влиянии	1	1
855	влияние на	2	1
856	в прошлое	1	1
857	первый и	1	1
858	из величайших	1	1
859	не выходит	1	1
860	она и	1	1
861	обычном смысле	1	1
862	франции но	1	1
863	ждет своего	1	1
864	от стиля	1	1
865	и всей	1	1
866	жить в	1	1
867	характерен для	1	1
868	земли в	1	1
869	с одной	5	1
870	притом не	1	1
871	творчестве в	1	1
872	конца в	2	1
873	знанием и	1	1
874	свет этого	1	1
875	с точки	4	1
876	а ведь	1	1
877	наказания там	1	1
878	и писателям	1	1
879	чтобы иметь	1	1
880	что самая	1	1
881	и точном	1	1
882	для своего	1	1
883	ветхого завета	1	1
884	стороны он	1	1
885	чем для	1	1
886	вокруг себя	1	1
887	ли можно	1	1
888	видит в	3	1
889	существует только	1	1
890	как же	1	1
891	мировой литературы	4	1
892	об их	2	1
893	к отцу	1	1
894	знал и	3	1
895	века не	1	1
896	писатель в	1	1
897	это один	1	1
898	и объяснение	1	1
899	и чисто	1	1
900	быть только	1	1
901	как его	2	1
902	узком и	1	1
903	потому в	1	1
904	он ставит	1	1
905	государства и	1	1
906	чрезвычайно важно	1	1
907	этого события	1	1
908	вступили в	1	1
909	точном смысле	2	1
910	самых замечательных	1	1
911	в таком	2	1
912	остроте и	1	1
913	он берет	1	1
914	так много	3	1
915	между этими	1	1
916	в последних	2	1
917	с одним	1	1
918	которые еще	1	1
919	отличие от	3	1
920	в изображении	1	1
921	такую роль	1	1
922	четко и	1	1
923	себя как	1	1
924	рядом с	5	1
925	одном из	2	1
926	вернемся в	2	1
927	во главе	1	1
928	следовательно и	2	1
929	мира чтобы	1	1
930	в ряду	1	1
931	слишком много	1	1
932	уже давно	2	1
933	глубина в	1	1
934	представляется нам	2	1
935	в себя	2	1
936	связанным с	1	1
937	точек зрения	1	1
938	на себе	1	1
939	под влиянием	2	1
940	в других	4	1
941	и отдельные	1	1
942	средневековья и	4	1
943	той или	2	1
944	формы в	1	1
945	всех своих	2	1
946	с образом	2	1
947	же образ	1	1
948	к лицу	1	1
949	своей книги	2	1
950	культурной жизни	2	1
951	он дал	1	1
952	с народной	5	1
953	а следовательно	1	1
954	перехода от	2	1
955	был уже	1	1
956	отражается на	1	1
957	мы уже	19	1
958	под ними	1	1
959	или во	1	1
960	все остальные	3	1
961	не проникает	1	1
962	не видят	3	1
963	ведь этот	1	1
964	был так	2	1
965	не дает	4	1
966	к какому-то	1	1
967	к образу	2	1
968	характерны для	4	1
969	на самый	1	1
970	романа но	1	1
971	для художника	1	1
972	в развитии	2	1
973	и этой	1	1
974	с историческими	1	1
975	в системе	3	1
976	хотя в	2	1
977	все те	2	1
978	в тех	1	1
979	не могла	1	1
980	им самим	1	1
981	почти всегда	1	1
982	выводы из	1	1
983	его жизнь	1	1
984	также не	1	1
985	в современной	1	1
986	перед лицом	2	1
987	но так	1	1
988	вот в	1	1
989	в историческом	2	1
990	в нее	1	1
991	над ним	1	1
992	говорили что	1	1
993	в новое	1	1
994	он пишет	1	1
995	у которого	1	1
996	дать ей	1	1
997	с древним	1	1
998	могла бы	1	1
999	ведь как	1	1
1000	нем и	1	1
1001	правду и	1	1
1002	франции и	1	1
1003	и глубоко	2	1
1004	ту сторону	1	1
1005	и небо	1	1
1006	вот я	2	1
1007	с людьми	1	1
1008	возможно что	1	1
1009	века у	2	1
1010	что для	2	1
1011	главным образом	3	1
1012	перед которой	1	1
1013	и др	9	1
1014	это делает	1	1
1015	о его	2	1
1016	них не	2	1
1017	что может	1	1
1018	это ни	1	1
1019	даже самого	1	1
1020	чудес в	1	1
1021	весь свой	1	1
1022	и направляет	1	1
1023	например о	1	1
1024	не сразу	1	1
1025	отрицает и	1	1
1026	есть все	1	1
1027	для людей	1	1
1028	из этого	3	1
1029	он думал	1	1
1030	время он	1	1
1031	свободной и	1	1
1032	на мир	2	1
1033	показывает что	1	1
1034	все внешние	1	1
1035	с ее	1	1
1036	всех этих	5	1
1037	в культуре	4	1
1038	мира его	1	1
1039	эту тему	3	1
1040	xvi века	25	1
1041	к более	1	1
1042	период своей	1	1
1043	почему он	1	1
1044	и писателей	1	1
1045	своего рода	5	1
1046	от греческого	1	1
1047	если вы	1	1
1048	порядка и	1	1
1049	это одна	1	1
1050	так от	1	1
1051	мира они	2	1
1052	и навсегда	1	1
1053	если за	1	1
1054	самым существенным	1	1
1055	именно от	1	1
1056	такова же	1	1
1057	по замыслу	1	1
1058	вступил в	1	1
1059	земля и	1	1
1060	были самыми	1	1
1061	сложное и	1	1
1062	положительный и	1	1
1063	очень интересно	1	1
1064	еще сохраняется	1	1
1065	мы чувствуем	3	1
1066	человек с	1	1
1067	которые идут	1	1
1068	от нас	1	1
1069	и из	1	1
1070	смертью и	1	1
1071	высшую ступень	1	1
1072	никак не	3	1
1073	в другой	2	1
1074	поэтому в	2	1
1075	что сам	1	1
1076	и народной	2	1
1077	с каждым	1	1
1078	более четко	1	1
1079	когда его	1	1
1080	и делает	1	1
1081	борьбы с	1	1
1082	для творчества	1	1
1083	мира он	1	1
1084	идут на	1	1
1085	за это	2	1
1086	не на	2	1
1087	нас от	1	1
1088	их нужно	1	1
1089	и форм	2	1
1090	такого же	1	1
1091	всякий гений	1	1
1092	вместо того	1	1
1093	все то	2	1
1094	не более	1	1
1095	у меня	2	1
1096	то на	1	1
1097	строгом смысле	1	1
1098	виде он	1	1
1099	и абсолютное	1	1
1100	в ад	1	1
1101	заключается в	1	1
1102	еще вполне	2	1
1103	был связан	1	1
1104	претендует на	1	1
1105	в романе	24	1
1106	сложный и	1	1
1107	бога за	1	1
1108	элемент в	1	1
1109	на месте	1	1
1110	особенно к	1	1
1111	форме этот	1	1
1112	это выражение	2	1
1113	правда у	1	1
1114	с ними	4	1
1115	остается не	1	1
1116	для каждого	1	1
1117	в слове	2	1
1118	гибелью в	1	1
1119	не приводит	1	1
1120	влияния на	2	1
1121	и т	1	1
1122	есть на	1	1
1123	который не	1	1
1124	второе я	1	1
1125	а под	1	1
1126	знает что	1	1
1127	на их	4	1
1128	универсализм и	3	1
1129	к созданию	1	1
1130	будущее в	1	1
1131	в словах	1	1
1132	таких слов	1	1
1133	с традицией	1	1
1134	нему и	1	1
1135	писателей мировой	1	1
1136	но оно	2	1
1137	все они	5	1
1138	и резко	1	1
1139	в горниле	1	1
1140	чем же	1	1
1141	культуру в	1	1
1142	и высшую	1	1
1143	и правильного	1	1
1144	и состоит	1	1
1145	европы но	1	1
1146	традиции в	1	1
1147	и кончается	1	1
1148	вернемся к	8	1
1149	становится рабом	1	1
1150	смерти и	1	1
1151	почти все	2	1
1152	раскрывает свою	1	1
1153	наконец в	3	1
1154	в платоновском	1	1
1155	самое существенное	2	1
1156	тех пор	1	1
1157	в новой	1	1
1158	только тогда	1	1
1159	и вся	1	1
1160	с большей	1	1
1161	них совершается	1	1
1162	значение для	1	1
1163	у шекспира	1	1
1164	должен освободить	1	1
1165	со священным	1	1
1166	чести и	1	1
1167	мировой литературе	4	1
1168	в совершенно	1	1
1169	последних двух	1	1
1170	же время	13	1
1171	это имеет	1	1
1172	в обоих	1	1
1173	лишь бы	1	1
1174	уже был	1	1
1175	литературы в	1	1
1176	свои произведения	1	1
1177	несмотря на	1	1
1178	он дает	3	1
1179	имеем в	2	1
1180	на которые	1	1
1181	лишь немногим	1	1
1182	между людьми	1	1
1183	в описании	2	1
1184	в отличие	3	1
1185	особенно интересен	1	1
1186	и эпохи	1	1
1187	ее не	2	1
1188	действие романа	1	1
1189	тем же	2	1
1190	религиозной мысли	1	1
1191	от которой	1	1
1192	при котором	1	1
1193	которые уже	1	1
1194	необходимо и	1	1
1195	его отношения	1	1
1196	одной из	3	1
1197	тот самый	1	1
1198	из первых	1	1
1199	бы раскрыть	1	1
1200	с нею	2	1
1201	правды и	1	1
1202	показал как	1	1
1203	событие в	1	1
1204	эпохи возрождения	4	1
1205	до известной	1	1
1206	имеет и	2	1
1207	город и	1	1
1208	в мировой	4	1
1209	некоторые общие	1	1
1210	материал и	2	1
1211	с него	2	1
1212	точку зрения	1	1
1213	и смерти	3	1
1214	формы и	1	1
1215	книгу в	1	1
1216	уже с	1	1
1217	связан с	6	1
1218	вполне и	1	1
1219	может найти	1	1
1220	и такой	2	1
1221	в свое	1	1
1222	смерть и	1	1
1223	веке во	1	1
1224	что ему	1	1
1225	вокруг него	1	1
1226	значение в	4	1
1227	обвиняет в	2	1
1228	превращены в	1	1
1229	огромный мир	1	1
1230	для нового	2	1
1231	с начала	7	1
1232	не во	1	1
1233	в границах	1	1
1234	ее на	1	1
1235	без них	1	1
1236	вкладывает в	1	1
1237	в первый	2	1
1238	как такие	1	1
1239	очищать и	1	1
1240	жестоко и	1	1
1241	он становится	2	1
1242	мы имеем	2	1
1243	не без	1	1
1244	и свободного	1	1
1245	и борьбы	1	1
1246	этом новом	1	1
1247	бы на	1	1
1248	этот был	1	1
1249	для всего	1	1
1250	одних он	1	1
1251	грязи и	1	1
1252	уже от	1	1
1253	такое же	1	1
1254	xix веке	3	1
1255	что только	1	1
1256	многое в	1	1
1257	лицом к	1	1
1258	в первую	1	1
1259	старого мира	4	1
1260	чем он	2	1
1261	а все	1	1
1262	по ту	1	1
1263	слово в	3	1
1264	ценность в	1	1
1265	участие в	1	1
1266	по словам	2	1
1267	мы находим	3	1
1268	в виде	2	1
1269	раз в	4	1
1270	в церковь	1	1
1271	революцию и	1	1
1272	что ни	1	1
1273	кто уже	1	1
1274	века и	5	1
1275	а также	6	1
1276	за этим	4	1
1277	на нее	1	1
1278	нельзя быть	1	1
1279	в ту	8	1
1280	всего романа	2	1
1281	которая раскрылась	1	1
1282	указывает на	1	1
1283	в стороне	1	1
1284	с той	1	1
1285	ее со	1	1
1286	есть это	1	1
1287	лежит на	2	1
1288	они а	1	1
1289	у этого	1	1
1290	стремление к	1	1
1291	так в	4	1
1292	а иногда	1	1
1293	на одном	1	1
1294	она лежит	1	1
1295	в новом	1	1
1296	для которого	2	1
1297	и отрицательный	1	1
1298	говорит об	2	1
1299	эту атмосферу	1	1
1300	вовсе не	18	1
1301	в одной	3	1
1302	вопросе о	1	1
1303	в меру	1	1
1304	с одного	1	1
1305	придать ей	1	1
1306	только он	1	1
1307	таким в	1	1
1308	на свете	2	1
1309	это остается	1	1
1310	но те	1	1
1311	и границ	1	1
1312	этого он	2	1
1313	искать в	1	1
1314	том случае	1	1
1315	и эти	1	1
1316	на них	3	1
1317	за то	2	1
