N	2gram	Vygotskiy_	Hudozhes
288	в глаза	2	2
289	об этом	2	2
290	должен быть	1	2
291	я думаю	1	2
292	на наших	1	2
293	видим в	2	2
294	как эмоциональная	1	2
295	если мы	12	2
296	в нашем	2	2
297	имеем дело	2	2
298	может оказаться	1	2
299	всякий раз	2	2
300	который в	4	2
301	одна из	2	2
302	этого слова	13	2
303	здесь не	2	2
304	может отсутствовать	1	2
305	не все	1	2
306	на котором	3	2
307	не просто	3	2
308	в самой	1	2
309	начало и	1	2
310	речи а	1	2
311	никогда не	11	2
312	и по	5	2
313	этого термина	1	2
314	начиная с	2	2
315	бы то	1	2
316	то в	3	2
317	но на	3	2
318	этих двух	1	2
319	мышления и	39	2
320	одной из	1	2
321	наших глазах	2	2
322	опыта к	1	2
323	несмотря на	1	2
324	но от	1	2
325	ни было	2	2
326	к нашему	1	2
327	которого он	2	2
328	что такое	1	2
329	ее в	2	2
330	способность к	1	2
331	все это	8	2
332	что и	14	2
333	или иную	1	2
334	что каждый	2	2
335	с их	3	2
336	к жизни	2	2
337	слова не	3	2
338	у него	3	2
339	от всех	2	2
340	или в	4	2
341	говорит в	1	2
342	и более	4	2
343	одним из	6	2
344	что она	7	2
345	сама по	1	2
346	тому что	3	2
347	случае не	1	2
348	в какой	5	2
349	я не	1	2
350	только и	2	2
351	границ между	1	2
352	в чем	2	2
353	вовсе не	5	2
354	встречаются в	3	2
355	тем более	2	2
356	и потому	2	2
357	но как	4	2
358	а с	4	2
359	на этом	3	2
360	единое целое	1	2
361	могут служить	2	2
362	определенным образом	1	2
363	ту или	1	2
364	то ни	1	2
365	на всех	1	2
366	дело не	1	2
367	в случае	3	2
368	в значительной	1	2
369	и может	4	2
370	другим и	1	2
371	за пределы	1	2
372	но только	3	2
373	не сами	1	2
374	человека и	6	2
375	идет о	2	2
376	могла бы	1	2
377	в этой	7	2
378	числе и	3	2
379	что может	1	2
380	известном смысле	2	2
381	и особенно	4	2
382	для обозначения	4	2
383	и др	1	2
384	с чем	1	2
385	столь же	7	2
386	включает в	2	2
387	тех или	1	2
388	отнюдь не	6	2
389	с которыми	4	1
390	собой всю	1	1
391	к такому	1	1
392	от него	1	1
393	однако и	2	1
394	напротив мы	1	1
395	никак нельзя	2	1
396	все что	4	1
397	для всех	1	1
398	приводящего к	3	1
399	произведение и	1	1
400	это тот	2	1
401	и здесь	5	1
402	за ним	1	1
403	речи когда	1	1
404	он обнаруживает	1	1
405	вещи в	1	1
406	же и	2	1
407	как с	4	1
408	если в	3	1
409	как содержание	1	1
410	в случаях	1	1
411	языке обозначают	1	1
412	которая в	1	1
413	была разработана	1	1
414	речи для	3	1
415	слова так	1	1
416	на ее	1	1
417	между этими	2	1
418	случае мы	1	1
419	первую очередь	2	1
420	перестают быть	1	1
421	дело с	3	1
422	примером такого	1	1
423	вопросу о	1	1
424	к числу	1	1
425	и другим	2	1
426	представляют собой	1	1
427	никакого определенного	1	1
428	думаю что	1	1
429	что это	8	1
430	которые лежат	1	1
431	содержит в	2	1
432	от нас	1	1
433	тем как	4	1
434	по выражению	5	1
435	в сущности	3	1
436	план не	1	1
437	не требует	1	1
438	одном и	3	1
439	в другой	2	1
440	говорит о	1	1
441	привести к	2	1
442	собой набор	1	1
443	те же	6	1
444	менее не	1	1
445	предполагает не	1	1
446	в область	2	1
447	из того	4	1
448	речи как	4	1
449	общий признак	2	1
450	и другими	2	1
451	основной закон	1	1
452	и делает	1	1
453	бы они	2	1
454	в результате	6	1
455	быть может	2	1
456	противоречие с	1	1
457	до последнего	1	1
458	не бывает	2	1
459	речи от	2	1
460	свое имя	2	1
461	не могут	5	1
462	этом как	1	1
463	для данного	1	1
464	со всеми	9	1
465	должен был	2	1
466	быть так	2	1
467	и даже	4	1
468	если не	1	1
469	значение это	1	1
470	до этого	1	1
471	предметов в	5	1
472	внутренне не	2	1
473	от одного	2	1
474	животного в	1	1
475	в собственном	12	1
476	говорящего и	1	1
477	а во-вторых	1	1
478	ситуаций или	1	1
479	так называемый	1	1
480	мы говорим	1	1
481	каждой новой	3	1
482	одновременно с	2	1
483	в новую	1	1
484	значение в	5	1
485	в различные	1	1
486	знаком некоторого	1	1
487	к каким	1	1
488	тем что	12	1
489	поведения то	1	1
490	и действительно	1	1
491	то время	5	1
492	своем значении	1	1
493	но самое	1	1
494	том или	1	1
495	значений но	1	1
496	речи есть	3	1
497	знаком в	1	1
498	стороны в	1	1
499	переходя к	1	1
500	мы встречаемся	1	1
501	к самому	1	1
502	вещей в	1	1
503	что по	2	1
504	приходит в	1	1
505	это скорее	2	1
506	одновременно и	1	1
507	вместе с	18	1
508	все же	11	1
509	достижения в	1	1
510	своей внешней	1	1
511	предмета и	1	1
512	или ином	1	1
513	не имеет	3	1
514	а этот	1	1
515	речь в	3	1
516	но у	1	1
517	по признаку	3	1
518	да и	1	1
519	однако это	1	1
520	в историческом	2	1
521	о котором	2	1
522	значению он	1	1
523	введение в	1	1
524	зависимости от	7	1
525	и слово	3	1
526	в это	1	1
527	предметов которое	1	1
528	друг от	2	1
529	на каждом	4	1
530	зрения логики	1	1
531	но мы	1	1
532	они ни	1	1
533	на первый	5	1
534	перед нами	15	1
535	всем его	1	1
536	языка мы	2	1
537	свое время	2	1
538	с этим	6	1
539	все они	2	1
540	от внешней	3	1
541	и пути	2	1
542	одним и	5	1
543	тем в	1	1
544	нам не	1	1
545	знака при	1	1
546	значения для	2	1
547	в первую	2	1
548	бы и	2	1
549	в центр	3	1
550	не существует	1	1
551	решающая роль	1	1
552	в котором	3	1
553	из других	1	1
554	в действительности	3	1
555	этой деятельности	1	1
556	языка и	1	1
557	является также	1	1
558	в любом	1	1
559	сливается с	1	1
560	можно констатировать	1	1
561	по своим	1	1
562	о чем-то	1	1
563	чем за	1	1
564	принципиальная разница	1	1
565	открывает что	1	1
566	более чем	1	1
567	случаи когда	1	1
568	на какой	1	1
569	то и	5	1
570	между вещами	1	1
571	время от	1	1
572	в сознание	1	1
573	отношение как	1	1
574	имеет в	2	1
575	значений и	1	1
576	некий общий	1	1
577	завершение и	1	1
578	дерева с	1	1
579	и поэтому	4	1
580	быть не	2	1
581	самое существенное	1	1
582	внутри себя	1	1
583	поле зрения	1	1
584	во многих	3	1
585	а после	1	1
586	которыми он	1	1
587	из его	1	1
588	с нашим	1	1
589	оно является	3	1
590	имея в	1	1
591	напротив как	1	1
592	самого автора	1	1
593	время в	1	1
594	точно и	1	1
595	перейдем к	1	1
596	к объективной	1	1
597	к вопросу	1	1
598	значение для	4	1
599	только на	2	1
600	в которую	1	1
601	в противоречие	1	1
602	не об	1	1
603	точно так	4	1
604	к одному	10	1
605	знаков с	1	1
606	в различных	1	1
607	переходит к	1	1
608	на основании	11	1
609	чем с	1	1
610	образом что	6	1
611	в мир	1	1
612	не так	1	1
613	ни были	2	1
614	собой с	1	1
615	что речь	4	1
616	и те	3	1
617	не что	2	1
618	в совершенно	5	1
619	и внутренней	4	1
620	в истории	9	1
621	и каждого	1	1
622	каждый из	2	1
623	до того	1	1
624	действия и	2	1
625	перед ним	4	1
626	был начат	1	1
627	его значением	1	1
628	каждая вещь	2	1
629	между людьми	1	1
630	являются только	1	1
631	эти два	1	1
632	и формы	1	1
633	на которые	3	1
634	задний план	1	1
635	принадлежащих к	1	1
636	т.е не	1	1
637	своими корнями	1	1
638	языка не	1	1
639	самом начале	1	1
640	мышления но	1	1
641	не для	1	1
642	впервые в	1	1
643	путем постепенного	2	1
644	в сфере	3	1
645	нас на	1	1
646	во внешней	1	1
647	тем же	8	1
648	по которым	2	1
649	ключ к	5	1
650	той же	8	1
651	русском языке	1	1
652	на второй	1	1
653	места для	1	1
654	оно стало	3	1
655	становится для	2	1
656	за него	1	1
657	до конца	2	1
658	с нею	2	1
659	с этими	1	1
660	же самую	2	1
661	только при	2	1
662	автора мы	1	1
663	раз и	1	1
664	что все	2	1
665	еще одна	1	1
666	то она	1	1
667	входят в	1	1
668	том же	3	1
669	от понятия	5	1
670	основу этого	2	1
671	впечатлений в	1	1
672	что говорит	2	1
673	тем это	1	1
674	но если	2	1
675	стадии в	3	1
676	по поводу	1	1
677	что говоря	1	1
678	к новой	1	1
679	стороны не	1	1
680	включая в	1	1
681	нет никаких	6	1
682	к этим	2	1
683	самые различные	2	1
684	уже по	2	1
685	значении в	1	1
686	друг друга	7	1
687	совпадает со	2	1
688	они могут	3	1
689	которое должно	1	1
690	и становится	1	1
691	из них	5	1
692	едва ли	6	1
693	тот же	10	1
694	своеобразная особенность	1	1
695	его можно	1	1
696	необходимым условием	2	1
697	представить себе	3	1
698	этих моментов	2	1
699	не происходит	2	1
700	именно к	1	1
701	что они	23	1
702	к общему	2	1
703	этом случае	4	1
704	в свое	2	1
705	только не	2	1
706	и временных	1	1
707	или к	1	1
708	мы видим	13	1
709	процесс их	1	1
710	так как	19	1
711	многих других	3	1
712	с материалом	1	1
713	от его	2	1
714	что иное	2	1
715	они не	4	1
716	может не	1	1
717	после того	1	1
718	устанавливает между	1	1
719	речи приводит	1	1
720	не во	2	1
721	первобытных людей	1	1
722	на вопрос	1	1
723	свидетельствует о	1	1
724	должно быть	3	1
725	же этот	2	1
726	чем на	1	1
727	собой в	1	1
728	внимание на	4	1
729	в состоянии	1	1
730	что одна	1	1
731	обе эти	5	1
732	а тот	1	1
733	принципиально иного	1	1
734	и чрезвычайно	1	1
735	и основана	1	1
736	переход к	1	1
737	внутренней стороны	1	1
738	мы конечно	1	1
739	этот несколько	1	1
740	от исторически	1	1
741	обратил внимание	1	1
742	чем у	1	1
743	как у	2	1
744	для нас	6	1
745	и через	1	1
746	не содержит	1	1
747	по определенным	1	1
748	у нас	1	1
749	на стадии	1	1
750	основного средства	1	1
751	не обладает	2	1
752	по типу	5	1
753	на которой	2	1
754	и от	5	1
755	им с	1	1
756	слово в	4	1
757	противоречие между	1	1
758	в наличии	1	1
759	и систематизации	1	1
760	речи по	1	1
761	в русском	1	1
762	без этого	2	1
763	мы находим	3	1
764	поэтому не	2	1
765	не путем	1	1
766	и развития	3	1
767	тому же	6	1
768	отношения между	6	1
769	сказанного выше	1	1
770	в таких	1	1
771	мы рассмотрим	1	1
772	внутреннее единство	1	1
773	говорим о	1	1
774	от друга	2	1
775	в присутствии	1	1
776	к чему	1	1
777	не говорит	1	1
778	для других	2	1
779	самые разнообразные	2	1
780	всех его	1	1
781	том отношении	2	1
782	и где	1	1
783	же по	2	1
784	которое в	1	1
785	это еще	1	1
786	включения в	1	1
787	что не	1	1
788	его мысли	1	1
789	но для	2	1
790	такое же	2	1
791	в конце	1	1
792	или иная	3	1
793	но само	1	1
794	не остается	1	1
795	лежащей в	1	1
796	с логической	4	1
797	с той	3	1
798	лишь на	2	1
799	типа и	3	1
800	нас к	2	1
801	также в	2	1
802	не подлежит	2	1
803	можно предположить	1	1
804	же как	10	1
805	не есть	5	1
806	все виды	2	1
807	является не	6	1
808	же точно	4	1
809	возникает на	3	1
810	это происходит	1	1
811	как ее	1	1
812	от этого	6	1
813	того и	2	1
814	и я	1	1
815	форма внутренней	1	1
816	в такой	3	1
817	знаком и	2	1
818	и оказывается	1	1
819	зрения и	1	1
820	отдельные слова	2	1
821	связь со	1	1
822	может рассматриваться	1	1
823	больше и	1	1
824	по его	1	1
825	комплексов в	1	1
826	служит для	1	1
827	данной стадии	2	1
828	в условиях	1	1
829	тех же	2	1
830	на его	5	1
831	себе и	2	1
832	точек зрения	1	1
833	себе никакого	1	1
834	путь к	3	1
835	и речевой	1	1
836	при виде	1	1
837	действительности и	1	1
838	о своих	1	1
839	группирующихся вокруг	1	1
840	и другого	2	1
841	связаны с	4	1
842	бы в	5	1
843	к построению	2	1
844	социального поведения	1	1
845	ему не	1	1
846	контакт между	1	1
847	отношений которые	1	1
848	основе его	1	1
849	словом или	2	1
850	в каждом	2	1
851	чужой речи	1	1
852	здесь как	1	1
853	и приобретает	1	1
854	могли бы	16	1
855	может иметь	1	1
856	том случае	2	1
857	человек как	1	1
858	вошел в	1	1
859	опираясь на	1	1
860	в малой	1	1
861	только к	2	1
862	как ни	1	1
863	осуществление которой	1	1
864	он говорит	1	1
865	в своих	3	1
866	оно в	1	1
867	встречаемся с	1	1
868	он ни	1	1
869	на задний	1	1
870	не означает	2	1
871	оно состоит	1	1
872	на один	5	1
873	второй и	1	1
874	деятельности эти	2	1
875	эти последние	2	1
876	в поле	1	1
877	говоря в	1	1
878	речи с	3	1
879	свое место	2	1
880	случае если	2	1
881	не уничтожается	1	1
882	а напротив	1	1
883	чистом виде	1	1
884	доступной человеческому	1	1
885	зрения в	1	1
886	уходит своими	1	1
887	не дает	2	1
888	также и	3	1
889	ту же	2	1
890	но всегда	2	1
891	нельзя не	2	1
892	средств и	1	1
893	отношение между	3	1
894	структура его	1	1
895	же типа	2	1
896	к значению	1	1
897	как реальная	1	1
898	в развитии	46	1
899	и открывает	1	1
900	а по	3	1
901	для этого	3	1
902	существенное для	1	1
903	не появляется	2	1
904	после чего	1	1
905	и является	2	1
906	так просто	1	1
907	деле его	1	1
908	отношений между	1	1
909	заключает в	3	1
910	тем и	5	1
911	является одним	1	1
912	стороны и	1	1
913	ничто не	1	1
914	лежат в	1	1
915	только то	1	1
916	время они	1	1
917	этих случаях	1	1
918	в новое	2	1
919	означает что	2	1
920	является ни	1	1
921	когда мы	2	1
922	не совпадает	1	1
923	для окружающих	1	1
924	этом не	1	1
925	на это	1	1
926	было бы	15	1
927	оно вытекает	1	1
928	не по	2	1
929	из нее	2	1
930	так называемого	1	1
931	же самое	9	1
932	знаков они	1	1
933	вступают в	2	1
934	первое может	1	1
935	на уровне	1	1
936	как мы	14	1
937	жизни не	1	1
938	к изучению	2	1
939	отношении что	1	1
940	что хотя	1	1
941	общего с	3	1
942	что для	1	1
943	определенное значение	2	1
944	та или	3	1
945	его как	1	1
946	высшая форма	1	1
947	которые в	5	1
948	его личности	1	1
949	в зависимости	6	1
950	это делает	1	1
951	когда они	2	1
952	приводят к	1	1
953	этого типа	1	1
954	этом и	2	1
955	обратимся к	4	1
956	связи между	6	1
957	этого опыта	1	1
958	целом здесь	1	1
959	в резком	2	1
960	на отдельные	2	1
961	это ни	1	1
962	или слова	3	1
963	и доказать	1	1
964	по этому	6	1
965	так что	3	1
966	с которым	2	1
967	теми же	1	1
968	же в	3	1
969	здесь также	1	1
970	является необходимой	1	1
971	к пониманию	3	1
972	способно привести	1	1
973	бы быть	2	1
974	в уме	1	1
975	происходит в	1	1
976	речи именно	1	1
977	для построения	2	1
978	идет не	1	1
979	на то	7	1
980	бы ни	2	1
981	поведения в	2	1
982	нуждается в	1	1
983	степени и	1	1
984	а как	2	1
985	здесь мы	4	1
986	наличие в	1	1
987	по произволу	1	1
988	и глубокий	1	1
989	в него	4	1
990	именно это	3	1
991	дело обстоит	1	1
992	и том	3	1
993	и совершенно	2	1
994	себе этот	1	1
995	пространственных и	1	1
996	действительной жизни	1	1
997	значения слов	5	1
998	в известной	1	1
999	есть не	1	1
1000	жизнью и	1	1
1001	образов и	2	1
1002	говорит не	3	1
1003	встречающихся в	1	1
1004	в готовом	3	1
1005	иное как	2	1
1006	логической точки	2	1
1007	совершается в	1	1
1008	себе а	1	1
1009	чем выше	1	1
1010	наличии у	1	1
