N	2gram	Vygotskiy_	Myshleni
166	зависимости от	7	24
167	целый ряд	12	24
168	в сфере	1	24
169	на этот	2	24
170	того как	5	24
171	в какой	6	24
172	так что	8	24
173	что эта	4	24
174	в нем	5	24
175	в слове	3	24
176	оба эти	2	24
177	как уже	1	24
178	в высшей	1	24
179	этот вопрос	2	23
180	состоит в	5	23
181	речи с	2	23
182	бы в	3	23
183	отношение между	1	23
184	ни в	9	23
185	как он	4	23
186	слова в	5	23
187	во всяком	9	22
188	не могут	6	22
189	то время	6	22
190	к объекту	1	22
191	смысле этого	2	22
192	столь же	6	22
193	в известном	2	22
194	в зависимости	6	22
195	и развитием	1	22
196	ребенка с	1	22
197	высшей степени	1	22
198	мыслью и	1	22
199	между ними	2	21
200	к этому	5	21
201	как говорит	5	21
202	же точно	13	21
203	и следовательно	4	21
204	и ее	4	21
205	с таким	18	21
206	на основании	7	21
207	представление о	6	21
208	в нашем	1	21
209	его в	3	21
210	все время	6	21
211	в свете	3	21
212	показать что	12	21
213	там где	5	21
214	и все	8	21
215	не имеет	3	21
216	в сознании	6	21
217	и более	3	21
218	отношение к	3	21
219	в пользу	1	20
220	в виду	6	20
221	не менее	9	20
222	в котором	5	20
223	в другом	1	20
224	к которому	1	20
225	из них	4	20
226	время как	6	20
227	речь и	2	20
228	из этих	6	20
229	на вопрос	4	20
230	в такой	2	20
231	и других	4	20
232	а в	10	20
233	говорит что	10	20
234	едва ли	5	20
235	как раз	4	20
236	к выводу	2	20
237	на этом	3	20
238	должно быть	2	20
239	по существу	6	20
240	и их	4	20
241	но мы	3	19
242	в связи	3	19
243	во всех	4	19
244	а с	2	19
245	и по	7	19
246	один из	6	19
247	но если	2	19
248	независимо от	3	19
249	в данном	1	19
250	для других	1	19
251	в той	2	19
252	мы и	1	19
253	об отношении	1	19
254	как на	6	19
255	с ним	2	19
256	в себя	3	19
257	из которых	5	19
258	речь в	1	19
259	во всем	5	18
260	к действительности	1	18
261	во всей	1	18
262	в психологии	13	18
263	одного и	2	18
264	но это	3	18
265	в отличие	4	18
266	приводит нас	1	18
267	отличие от	6	18
268	приходит к	5	18
269	этом смысле	3	18
270	слов и	1	18
271	всяком случае	7	18
272	чем в	2	18
273	в этих	6	17
274	в своих	12	17
275	к другим	2	17
276	показал что	3	17
277	их в	4	17
278	казалось бы	4	17
279	в одном	4	17
280	я не	1	17
281	не есть	4	17
282	сих пор	8	17
283	и той	5	17
284	на деле	11	17
285	до сих	8	17
286	это положение	1	17
287	в свою	3	17
288	в совершенно	5	17
289	тем же	4	17
290	до конца	9	17
291	и для	9	17
292	для этого	1	17
293	все что	4	17
294	нами в	1	17
295	иначе как	3	17
296	и того	1	17
297	у него	4	17
298	не совпадают	1	17
299	этой точки	7	17
300	ту же	6	17
301	и от	4	17
302	и есть	5	17
303	то и	2	17
304	совпадает с	4	17
305	обе эти	1	17
306	мы находим	2	17
307	интересующей нас	1	17
308	и только	5	17
309	и другие	5	16
310	своей природе	1	16
311	одной и	6	16
312	понятия не	1	16
313	в которых	5	16
314	языка и	1	16
315	из основных	1	16
316	бы сказать	1	16
317	значение в	2	16
318	мы имеем	7	16
319	вовсе не	7	16
320	к одному	5	16
321	такой же	9	16
322	выводу что	2	16
323	которые не	3	16
324	и даже	11	16
325	исследования и	4	16
326	между отдельными	1	16
327	по поводу	3	16
328	то в	2	16
329	видели что	2	16
330	мысль что	5	16
331	для нас	5	16
332	которые в	3	16
333	которую мы	1	16
334	тому как	10	16
335	таким же	1	16
336	является в	1	15
337	в них	4	15
338	процессе развития	1	15
339	что при	8	15
340	и это	6	15
341	и является	1	15
342	подобно тому	7	15
343	со всеми	5	15
344	этого процесса	1	15
345	что если	7	15
346	данном случае	1	15
347	на все	6	15
348	хотя бы	4	15
349	становится возможным	1	15
350	психологической природы	2	15
351	те же	9	15
352	отличается от	4	15
353	но как	4	15
354	известном смысле	1	15
355	которое мы	2	15
356	значит что	1	15
357	представить себе	5	15
358	на всем	1	15
359	том же	4	15
360	ничего не	4	15
361	когда ребенок	1	15
362	вообще не	1	15
363	как она	4	15
364	является не	1	15
365	который мы	1	15
366	когда он	11	15
367	по этому	3	15
368	это значит	1	14
369	думается что	3	14
370	но что	3	14
371	свою очередь	3	14
372	одно и	1	14
373	точка зрения	6	14
374	что у	8	14
375	его мысли	1	14
376	очевидно что	7	14
377	что для	5	14
378	точку зрения	3	14
379	из этого	5	14
380	и здесь	3	14
381	в исследовании	3	14
382	только тогда	8	14
383	со всей	1	14
384	одной из	1	14
385	он должен	1	14
386	учения о	2	14
387	показывают что	2	14
388	один и	2	14
389	этих двух	4	14
390	от друга	1	14
391	не можем	3	14
392	о чем	2	14
393	который в	3	14
394	содержится в	1	14
395	это есть	6	14
396	переходе от	2	14
397	сущности говоря	6	14
398	когда мы	4	14
399	всем протяжении	1	14
400	друг от	1	14
401	и во	3	14
402	с его	3	14
403	же мере	1	14
404	к которым	4	14
405	последнее время	2	14
406	об этом	3	14
407	что эти	3	14
408	и отношений	4	14
409	имеет место	2	13
410	в действительности	4	13
411	при переходе	1	13
412	для объяснения	3	13
413	с другими	2	13
414	в понятии	1	13
415	и тот	4	13
416	его к	2	13
417	если в	2	13
418	смысле слова	4	13
419	они не	1	13
420	на его	3	13
421	отнюдь не	11	13
422	она не	6	13
423	человека и	3	13
424	для всех	5	13
425	точно так	6	13
426	как они	2	13
427	но все	1	13
428	этой проблемы	2	13
429	исследование показывает	1	13
430	что между	1	13
431	по самой	3	13
432	связана с	1	13
433	этой теории	8	13
434	в состоянии	4	13
435	стороны и	3	13
436	благодаря этому	1	13
437	в уме	2	13
438	совершается в	2	13
439	к другу	1	12
440	даже в	2	12
441	а затем	1	12
442	только на	7	12
443	том чтобы	9	12
444	современной психологии	1	12
445	но он	3	12
446	ясно что	22	12
447	полагает что	2	12
448	возникает из	1	12
449	должны были	2	12
450	за пределы	2	12
451	тем и	2	12
452	к другому	1	12
453	с их	1	12
454	в одной	3	12
455	и потому	2	12
456	свое выражение	1	12
457	в самых	3	12
458	звуковой стороны	1	12
459	и обратно	1	12
460	и составляет	3	12
461	еще более	2	12
462	ко всем	1	12
463	в первом	1	12
464	психологической природе	1	12
465	которые мы	4	12
466	к нему	3	12
467	от его	1	12
468	несмотря на	8	12
469	в ее	7	12
470	тем не	6	12
471	тому же	4	12
472	это мы	2	12
473	так точно	3	12
474	выражение в	1	12
475	но только	6	12
476	были бы	2	12
477	которых мы	4	12
478	никак не	7	12
479	и между	1	12
480	с но	3	12
481	это и	3	12
482	в ней	3	12
483	в последнее	4	11
484	не столько	1	11
485	с собой	1	11
486	на примере	5	11
487	не могли	4	11
488	ключ к	1	11
489	в других	3	11
490	находится в	1	11
491	на котором	2	11
492	иначе говоря	6	11
493	на том	2	11
494	обстоятельство что	1	11
495	от социальной	1	11
496	не означает	2	11
497	мы всегда	1	11
498	обратимся к	1	11
499	мы будем	2	11
500	с ее	3	11
501	и при	3	11
502	эти особенности	1	11
503	к установлению	1	11
504	в каком	3	11
505	этом вопросе	1	11
506	моментов в	2	11
507	ответ на	2	11
508	на самом	6	11
509	есть в	7	11
510	идет о	2	11
511	больше того	1	11
512	что на	4	11
513	нас в	2	11
514	остановиться на	2	11
515	одно из	2	11
516	например в	5	11
517	что этот	3	11
518	мы увидим	4	11
519	вот почему	1	11
520	и другой	6	11
521	в настоящей	1	11
522	наряду с	3	11
523	гораздо более	2	11
524	в конце	6	11
525	а только	4	11
526	он в	2	11
527	относящихся к	1	11
528	действия и	4	11
529	во внешней	1	11
530	слово в	1	11
531	лежит в	2	11
532	или менее	3	11
533	исследования в	1	11
534	в пределах	1	11
535	нуждается в	3	11
536	и наконец	2	11
537	есть не	6	11
538	с мы	1	10
539	вслед за	10	10
540	каким образом	3	10
541	является для	1	10
542	в основу	3	10
543	что именно	4	10
544	по выражению	2	10
545	чем это	2	10
546	бы что	2	10
547	всякий раз	10	10
548	но для	1	10
549	что как	1	10
550	что такое	2	10
551	одного из	1	10
552	связи и	1	10
553	в другой	3	10
554	ключом к	1	10
555	этот процесс	1	10
556	мы называем	1	10
557	от развития	1	10
558	у нас	4	10
559	перейти к	1	10
560	и может	3	10
561	но вместе	1	10
562	числе и	1	10
563	в одинаковой	2	10
564	понятий но	1	10
565	указывает на	6	10
566	из всех	4	10
567	за собой	1	10
568	привести к	1	10
569	и которые	2	10
570	между обоими	2	10
571	речь идет	4	10
572	и значение	2	10
573	что мысль	1	10
574	каждом шагу	1	10
575	к жизни	2	10
576	что его	5	10
577	учение о	1	10
578	и у	6	10
579	не иначе	1	10
580	вопроса о	1	10
581	помощью которых	1	10
582	вместо того	1	10
583	здесь мы	1	10
584	в конечном	6	10
585	на каждом	1	10
586	относится к	4	10
587	том числе	1	10
588	и слова	1	10
589	с той	2	10
590	виде в	1	10
591	что внутренняя	2	10
592	в нашей	4	10
593	по пути	1	9
594	и до	2	9
595	конечном счете	6	9
596	развития но	1	9
597	связано с	1	9
598	понятно что	3	9
599	в центр	2	9
600	для всей	1	9
601	теории и	1	9
602	к этим	1	9
603	что уже	1	9
604	как по	1	9
605	под влиянием	4	9
606	более или	3	9
607	должны быть	6	9
608	в тех	2	9
609	приводят к	1	9
610	та же	4	9
611	друг к	1	9
612	этого понятия	1	9
613	оно не	2	9
614	мышления от	1	9
615	зависит от	2	9
616	с психологической	3	9
617	и заключается	4	9
618	и поэтому	3	9
619	основе этого	1	9
620	мы хотели	2	9
621	в новой	2	9
622	что же	4	9
623	мышления но	1	9
624	к объяснению	1	9
625	может не	1	9
626	сама по	2	9
627	этого вопроса	2	9
628	также и	2	9
629	а по	1	9
630	этот факт	1	9
631	к изучению	1	9
632	в плане	1	9
633	место в	1	9
634	к этой	2	9
635	как только	3	9
636	то как	4	9
637	как оно	2	9
638	в системе	1	9
639	не то	2	9
640	к частному	1	9
641	в первой	1	9
642	одном и	1	9
643	мы в	3	9
644	же самые	2	9
645	мы говорим	2	9
646	оно есть	3	9
647	еще в	1	9
648	совершенно не	7	9
649	такого рода	1	9
650	видим в	1	9
651	тенденции к	1	9
652	он может	1	9
653	хотя и	3	9
654	силу того	3	9
655	в самой	2	9
656	но с	1	9
657	или в	2	9
658	системы в	1	9
659	включает в	1	9
660	должен быть	2	9
661	само по	8	9
662	не как	3	8
663	стоит в	1	8
664	на которых	1	8
665	из двух	1	8
666	эти исследования	1	8
667	мы сумеем	1	8
668	которая не	2	8
669	увидим что	3	8
670	и те	5	8
671	уже и	2	8
672	не умеет	1	8
673	не удивительно	1	8
674	нет никаких	1	8
675	всех остальных	3	8
676	одному и	2	8
677	в деле	1	8
678	эти три	1	8
679	а другой	3	8
680	в эту	1	8
681	один раз	1	8
682	этого факта	2	8
683	почти всегда	3	8
684	в направлении	1	8
685	главным образом	3	8
686	что только	3	8
687	обратиться к	3	8
688	обоих этих	3	8
689	сам по	4	8
690	поэтому в	1	8
691	отношении к	3	8
692	понятия а	1	8
693	мысли но	2	8
694	мысли с	1	8
695	тенденция к	2	8
696	все равно	1	8
697	образом в	3	8
698	только и	1	8
699	относятся к	1	8
700	к анализу	1	8
701	ассоциативная связь	1	8
702	и тому	1	8
703	в готовом	1	8
704	дело с	10	8
705	не являются	1	8
706	готовом виде	1	8
707	где они	1	8
708	что слова	1	8
709	к другой	1	8
710	совершенно в	1	8
711	рассматриваться как	4	8
712	убедиться в	2	8
713	отношений и	2	8
714	какой степени	2	8
715	собой и	1	8
716	же самую	2	8
717	во внимание	4	8
718	в психологическом	2	8
719	себе и	2	8
720	к высшим	1	8
721	функций и	1	8
722	и др	1	8
723	рассматривается как	1	8
724	стоит только	4	8
725	факта что	2	8
726	и из	7	8
727	не на	2	8
728	должен был	1	8
729	том как	2	8
730	со стороны	5	8
731	одним и	1	8
732	бы с	1	8
733	это понятие	1	8
734	и тогда	3	8
735	что я	4	8
736	форм и	3	8
737	поэтому что	1	8
738	в более	1	8
739	этой области	4	8
740	различие между	5	8
741	тому чтобы	3	8
742	на которой	1	8
743	и которая	1	8
744	с логической	1	8
745	этого исследования	1	8
746	мы его	2	8
747	только то	3	8
748	самой своей	1	8
749	что не	2	8
750	в известной	1	8
751	в таком	5	7
752	в разных	1	7
753	и сам	3	7
754	знаем что	4	7
755	два момента	2	7
756	сознания в	1	7
757	на него	2	7
758	он сам	1	7
759	понятие о	2	7
760	это обстоятельство	3	7
761	заключить что	1	7
762	раньше всего	1	7
763	для решения	1	7
764	больше и	2	7
765	что следовательно	3	7
766	в общем	2	7
767	и делает	2	7
768	одинаковой мере	2	7
769	его и	4	7
770	в значительной	1	7
771	при анализе	3	7
772	влияет на	1	7
773	того факта	1	7
774	у них	2	7
775	и том	1	7
776	то увидим	1	7
777	исследования мы	2	7
778	ничего кроме	2	7
779	восприятия и	1	7
780	том виде	2	7
781	с теми	2	7
782	связаны с	1	7
783	мере в	2	7
784	с первого	1	7
785	на место	3	7
786	совершенно понятно	2	7
787	на один	2	7
788	одну из	1	7
789	самое что	2	7
790	этому поводу	3	7
791	имеет свою	1	7
792	все больше	2	7
793	же в	1	7
794	это в	4	7
795	которой мы	2	7
796	мы обратимся	1	7
797	случае в	3	7
798	эта теория	7	7
799	образом и	4	7
800	из нее	1	7
801	за ним	2	7
802	в жизни	5	7
803	не существует	4	7
804	которой он	2	7
805	той и	1	7
806	представления о	2	7
807	имеет в	3	7
808	развития с	1	7
809	что речь	2	7
810	следующим образом	1	7
811	психологии в	3	7
812	первом случае	1	7
813	от действительности	1	7
814	и основной	1	7
815	и вместе	2	7
816	благодаря тому	2	7
817	речи или	1	7
818	мы думаем	1	7
819	самый процесс	1	7
820	именно потому	3	7
821	во втором	1	7
822	его с	3	7
823	должна быть	3	7
824	он что	1	7
825	с ними	2	7
826	из области	1	7
827	не имеют	1	7
828	как совершенно	5	7
829	при помощи	27	7
830	без всякого	2	7
831	психологического исследования	2	7
832	принадлежит к	1	7
833	ничем не	1	7
834	вывод что	2	7
835	здесь в	1	7
836	это слово	1	7
837	а также	1	7
838	же по	1	7
839	новой психологии	2	7
840	случае не	2	7
841	он говорит	4	7
842	в ход	2	7
843	к совершенно	1	7
844	с понятием	2	7
845	признать что	1	7
846	этого метода	2	7
847	он приходит	1	6
848	нас что	1	6
849	только один	2	6
850	же предмет	1	6
851	до самого	1	6
852	от одного	1	6
853	и другим	1	6
854	уже не	3	6
855	ко всей	1	6
856	все основания	1	6
857	знаем о	1	6
858	как например	2	6
859	что всякое	7	6
860	на нет	2	6
861	образом как	1	6
862	указывают на	2	6
863	но так	2	6
864	и произвольно	1	6
865	и мы	6	6
866	процесса как	2	6
867	не остается	2	6
868	в двух	1	6
869	в каждом	5	6
870	нашего сознания	3	6
871	значение и	3	6
872	оно может	1	6
873	и самый	1	6
874	как к	2	6
875	фактов и	2	6
876	том и	4	6
877	такое что	1	6
878	смысле что	1	6
879	том смысле	1	6
880	ни на	3	6
881	бы и	5	6
882	всеми остальными	2	6
883	наконец в	2	6
884	и больше	2	6
885	и наиболее	1	6
886	в силе	1	6
887	и там	2	6
888	нет и	1	6
889	только потому	2	6
890	совершенно так	1	6
891	он как	1	6
892	неизмеримо более	1	6
893	а это	1	6
894	при исследовании	1	6
895	представлений и	1	6
896	бы мы	3	6
897	в условиях	1	6
898	и таким	4	6
899	и вообще	3	6
900	и эти	2	6
901	образом мы	1	6
902	заключает в	3	6
903	смысл слова	3	6
904	свести к	1	6
905	эту мысль	2	6
906	само собой	1	6
907	что было	1	6
908	момента в	1	6
909	же мысль	3	6
910	говорит о	4	6
911	что то	2	6
912	и другими	4	6
913	для психологии	3	6
914	его на	1	6
915	этот закон	1	6
916	целым рядом	2	6
917	в различных	1	6
918	с в	4	6
919	не что	2	6
920	перед ним	1	6
921	имеем дело	2	6
922	одна из	5	6
923	что отношение	1	6
924	что иное	2	6
925	на язык	1	6
926	слов в	2	6
927	к чему	2	6
928	что исследование	1	6
929	которой она	1	6
930	точек зрения	3	6
931	могло бы	5	6
932	структуры и	1	6
933	для его	1	6
934	очень часто	4	6
935	задачи и	3	6
936	на другой	3	6
937	как ребенок	1	6
938	что может	1	6
939	которого мы	2	6
940	самым существенным	1	6
941	как таковой	1	6
942	с и	17	6
943	различие в	1	6
944	равным образом	3	6
945	идет от	1	6
946	верно что	1	6
947	между которыми	1	6
948	если принять	1	6
949	может стать	3	6
950	которые могут	2	6
951	по самому	7	6
952	знает что	1	6
953	только одно	1	6
954	еще и	1	6
955	в детской	2	6
956	тех же	2	6
957	и понятие	1	6
958	лежат в	1	6
959	роль в	4	6
960	из которого	6	6
961	совпадают с	3	6
962	потому и	1	6
963	что здесь	2	6
964	процессов в	1	6
965	увидим ниже	1	6
966	это означает	2	6
967	дело в	2	6
968	ли не	2	6
969	это было	1	6
970	предположить что	1	6
971	она должна	2	6
972	нужно было	1	6
973	имеет свое	1	6
974	мы встречаемся	1	6
975	как чисто	1	6
976	допустить что	2	6
977	и о	4	6
978	как увидим	1	6
979	чем к	2	6
980	иное как	2	6
981	сходство с	3	5
982	формы в	6	5
983	в большей	1	5
984	которое является	1	5
985	думаем что	1	5
986	из всего	1	5
987	им в	4	5
988	своего исследования	2	5
989	не хотим	1	5
990	в противоположность	1	5
991	только как	3	5
992	направлении к	1	5
993	может служить	3	5
994	в вопросе	1	5
995	к ним	4	5
996	нигде не	2	5
997	чрезвычайно важную	1	5
998	говорит толстой	2	5
999	к решению	2	5
1000	этих моментов	1	5
1001	новые и	1	5
1002	первого взгляда	1	5
1003	той мере	1	5
1004	все его	1	5
1005	как такового	1	5
1006	на действительность	1	5
1007	совершенно ясно	22	5
1008	того и	3	5
1009	деятельности и	1	5
1010	принять во	2	5
1011	не дает	3	5
1012	в него	4	5
1013	мы пытаемся	2	5
1014	ведет к	1	5
1015	новых и	1	5
1016	мы приходим	1	5
1017	которые он	1	5
1018	с такой	1	5
1019	среднее место	1	5
1020	к исследованию	1	5
1021	в памяти	1	5
1022	никто не	1	5
1023	изменяется и	1	5
1024	который не	2	5
1025	роли в	1	5
1026	сейчас же	5	5
1027	и состоит	2	5
1028	он является	1	5
1029	каждой из	3	5
1030	как если	1	5
1031	при определении	2	5
1032	интеллектуальных процессов	1	5
1033	затем уже	1	5
1034	на две	1	5
1035	в данной	1	5
1036	только с	2	5
1037	большей мере	1	5
1038	сомнений в	1	5
1039	в свое	1	5
1040	мысли которая	2	5
1041	что ему	1	5
1042	ничего другого	2	5
1043	когда они	2	5
1044	ее на	2	5
1045	удалось установить	1	5
1046	имеет совершенно	1	5
1047	то мы	1	5
1048	однако не	1	5
1049	от всех	3	5
1050	сами по	4	5
1051	в стороне	1	5
1052	мы никогда	5	5
1053	предметом исследования	1	5
1054	и другого	4	5
1055	начинается в	1	5
1056	эти последние	1	5
1057	связь и	1	5
1058	из ряда	1	5
1059	заключается только	2	5
1060	один шаг	1	5
1061	же что	2	5
1062	оказывается что	5	5
1063	утверждает что	5	5
1064	есть все	1	5
1065	совершенно иначе	1	5
1066	социальной среде	1	5
1067	и ту	2	5
1068	от него	2	5
1069	наталкивается на	1	5
1070	на эти	2	5
1071	совершенно очевидно	3	5
1072	есть прежде	1	5
1073	исторического развития	1	5
1074	отношений в	1	5
1075	что по	5	5
1076	когда в	1	5
1077	гораздо больше	1	5
1078	но даже	4	5
1079	часто в	2	5
1080	но то	1	5
1081	психологического анализа	1	5
1082	в изучении	2	5
1083	вюрцбургской школы	1	5
1084	всегда и	2	5
1085	вообще и	2	5
1086	тех случаях	1	5
1087	быть в	2	5
1088	это отношение	2	5
1089	есть только	7	5
1090	что говорит	1	5
1091	а следовательно	1	5
1092	и столь	1	5
1093	после того	2	5
1094	что каждая	2	5
1095	этот метод	2	5
1096	прийти к	1	5
1097	по мнению	2	5
1098	аналогии с	2	5
1099	возникающих в	1	5
1100	видит в	1	5
1101	возможны только	3	5
1102	встречается в	1	5
1103	и оказывается	1	5
1104	мысль с	1	5
1105	содержания и	3	5
1106	все те	1	5
1107	какой мере	3	5
1108	основанное на	1	5
1109	он показывает	1	5
1110	значение как	1	5
1111	а потому	5	5
1112	был бы	6	5
1113	в область	3	5
1114	эти понятия	1	5
1115	есть нечто	4	5
1116	всем остальным	1	5
1117	если это	2	5
1118	из тех	1	5
1119	предметы в	1	5
1120	сознательно и	1	5
1121	место между	1	5
1122	видим что	5	5
1123	самое существенное	1	5
1124	не потому	3	5
1125	мы хотим	1	5
1126	на более	1	5
1127	заметить что	3	5
1128	их с	2	5
1129	свое время	1	5
1130	стороны мы	1	5
1131	себе ничего	1	5
1132	как у	1	5
1133	в полном	3	5
1134	без этого	1	5
1135	когда оно	2	5
1136	чтобы сделать	1	5
1137	оно в	1	5
1138	в наши	1	5
1139	экспериментальные исследования	1	5
1140	иным способом	1	5
1141	конце концов	6	5
1142	дело не	1	5
1143	говоря о	2	5
1144	всей его	1	5
1145	анализа и	1	5
1146	по аналогии	1	5
1147	эти два	1	5
1148	именно это	1	5
1149	объяснить нам	1	4
1150	могут иметь	1	4
1151	в центре	1	4
1152	зрения на	2	4
1153	в игре	2	4
1154	со всем	1	4
1155	языке и	1	4
1156	в применении	2	4
1157	тем как	2	4
1158	но ведь	1	4
1159	внешнее сходство	1	4
1160	в общей	1	4
1161	из ее	1	4
1162	вот что	2	4
1163	исходить из	1	4
1164	есть совершенно	1	4
1165	на эту	1	4
1166	как более	1	4
1167	за ней	1	4
1168	так например	1	4
1169	всем его	1	4
1170	во все	2	4
1171	в объяснении	2	4
1172	что вся	2	4
1173	употребление слова	2	4
1174	и когда	5	4
1175	конечно не	2	4
1176	можно ли	2	4
1177	чтобы показать	4	4
1178	ни одного	1	4
1179	отношения и	1	4
1180	чего он	1	4
1181	выяснить как	1	4
1182	бы то	3	4
1183	проблемы и	1	4
1184	шагу в	1	4
1185	она в	2	4
1186	вбирает в	1	4
1187	слова то	2	4
1188	другого как	2	4
1189	которое дает	1	4
1190	не было	5	4
1191	или не	2	4
1192	самые различные	1	4
1193	и говорит	1	4
1194	была в	1	4
1195	как таковое	2	4
1196	движения в	1	4
1197	быть может	2	4
1198	а потом	1	4
1199	мы указывали	1	4
1200	если оно	3	4
1201	психологической точки	4	4
1202	самому себе	2	4
1203	этого взгляда	1	4
1204	и та	1	4
1205	в известных	3	4
1206	все дело	3	4
1207	что есть	3	4
1208	участвуют в	1	4
1209	для построения	2	4
1210	шаг в	1	4
1211	мысли которые	1	4
1212	можно с	2	4
1213	должны будем	2	4
1214	в одну	2	4
1215	и сами	1	4
1216	в анализе	1	4
1217	одним словом	1	4
1218	непосредственно не	1	4
1219	была бы	2	4
1220	мы вынуждены	2	4
1221	мы начинаем	1	4
1222	имеет дело	2	4
1223	сложный и	1	4
1224	виде как	1	4
1225	относящиеся к	1	4
1226	того почему	1	4
1227	языка так	1	4
1228	к той	1	4
1229	который он	3	4
1230	он представляет	1	4
1231	природе слова	1	4
1232	в очень	2	4
1233	в роли	1	4
1234	и вот	5	4
1235	из его	4	4
1236	с которой	1	4
1237	для нее	1	4
1238	от других	3	4
1239	самой природе	1	4
1240	только при	4	4
1241	именно то	1	4
1242	стороны слова	1	4
1243	свой смысл	1	4
1244	слов с	1	4
1245	это одно	1	4
1246	в корне	1	4
1247	слова так	1	4
1248	из отдельных	2	4
1249	эта точка	1	4
1250	и развивается	1	4
1251	о его	2	4
1252	нас не	2	4
1253	моменты которые	1	4
1254	нам не	1	4
1255	совершенно другим	2	4
1256	с достаточной	3	4
1257	существу дела	2	4
1258	нашу мысль	1	4
1259	на нее	1	4
1260	этот раз	1	4
1261	и со	1	4
1262	и могут	1	4
1263	в каждой	1	4
1264	вопросе о	1	4
1265	того или	2	4
1266	разница между	3	4
1267	то он	1	4
1268	чистом виде	3	4
1269	одни и	3	4
1270	мы узнаем	1	4
1271	не оставляет	1	4
1272	к которой	1	4
1273	или как	2	4
1274	но эти	1	4
1275	теоретической и	1	4
1276	новое понимание	1	4
1277	как будто	10	4
1278	образом оказывается	1	4
1279	за счет	1	4
1280	это на	1	4
1281	сказывается в	1	4
1282	исходя из	4	4
1283	стоят в	1	4
1284	при объяснении	2	4
1285	из авторов	1	4
1286	и звуковой	1	4
1287	связи в	1	4
1288	самое важное	1	4
1289	строго говоря	1	4
1290	это объяснение	1	4
1291	на других	1	4
1292	к более	2	4
1293	в понимании	1	4
1294	стороны в	1	4
1295	выражения и	2	4
1296	одновременно и	1	4
1297	и самое	1	4
1298	языка на	1	4
