N	2gram	Vygotskiy_	SlovoVZh
217	не остается	1	2
218	стороны и	3	2
219	в своем	11	2
220	в корне	2	2
221	в какой	8	2
222	имеет место	4	2
223	вместе с	9	2
224	между ними	5	2
225	место в	2	2
226	в зависимости	2	2
227	к его	4	2
228	может стать	2	2
229	настоящее время	2	2
230	каком отношении	1	2
231	такой же	4	2
232	мы никогда	1	2
233	бы оно	3	2
234	и так	1	2
235	до известной	1	2
236	со словом	1	2
237	с его	3	2
238	они ни	1	2
239	себя и	2	2
240	на все	7	2
241	его к	2	2
242	является для	2	2
243	известной степени	1	2
244	к этому	7	2
245	бы не	1	2
246	между собой	17	2
247	вторая точка	2	2
248	каждый момент	1	2
249	он не	13	2
250	в условиях	3	2
251	независимо от	3	2
252	предметом исследования	1	2
253	эта последняя	1	2
254	этого положения	5	2
255	на материале	1	2
256	в чем	10	2
257	в настоящее	2	2
258	и совершенно	1	2
259	но мы	7	2
260	точку зрения	1	2
261	как только	4	2
262	едва ли	2	2
263	ничего не	6	2
264	более того	1	2
265	или иным	2	1
266	начинает развиваться	1	1
267	помощью которой	1	1
268	он пользуется	2	1
269	ситуации и	1	1
270	мы обратимся	1	1
271	на которую	1	1
272	к одному	4	1
273	это на	3	1
274	остается в	1	1
275	они являются	2	1
276	то в	7	1
277	одним и	1	1
278	во всяком	4	1
279	нам не	1	1
280	от него	3	1
281	это и	3	1
282	и тех	1	1
283	что они	8	1
284	его и	4	1
285	свое влияние	2	1
286	они действительно	1	1
287	является в	2	1
288	положения и	1	1
289	нему в	1	1
290	гораздо большие	1	1
291	то он	1	1
292	во всех	3	1
293	нами выше	2	1
294	восприятия и	3	1
295	фразы в	1	1
296	только из	1	1
297	не является	7	1
298	а с	3	1
299	только к	4	1
300	если оно	1	1
301	того в	2	1
302	что оно	9	1
303	и он	3	1
304	уже сказано	3	1
305	к другу	4	1
306	этой задачи	1	1
307	мы могли	16	1
308	это делает	1	1
309	может с	1	1
310	заложены и	1	1
311	с самого	8	1
312	зрения на	1	1
313	образом мы	2	1
314	друг к	3	1
315	опирается на	4	1
316	менее эта	1	1
317	является ее	1	1
318	на эти	1	1
319	отражение в	1	1
320	на этом	8	1
321	собственной внутренней	1	1
322	является таким	1	1
323	другие области	1	1
324	которой он	1	1
325	не имеют	4	1
326	может дать	1	1
327	само собой	3	1
328	но из	1	1
329	языка в	1	1
330	в лучшем	3	1
331	это последнее	1	1
332	должно быть	10	1
333	мы уже	4	1
334	этих моментов	1	1
335	к одной	1	1
336	к целому	3	1
337	ли он	1	1
338	нас не	1	1
339	значение и	1	1
340	мы увидим	3	1
341	следует ли	1	1
342	и того	8	1
343	все остальные	1	1
344	от нее	1	1
345	но при	2	1
346	является только	1	1
347	она в	1	1
348	может идти	3	1
349	таком понимании	1	1
350	особого рода	1	1
351	дать только	1	1
352	наметить хотя	1	1
353	в свою	5	1
354	входит в	1	1
355	он различает	1	1
356	в словесную	1	1
357	случае мы	2	1
358	что уже	3	1
359	часть его	1	1
360	того чтобы	26	1
361	развитие этой	2	1
362	не должен	1	1
363	сознание и	2	1
364	в основе	12	1
365	и их	4	1
366	часто в	1	1
367	еще более	5	1
368	ту же	5	1
369	на основе	6	1
370	в другом	7	1
371	нам совершенно	1	1
372	и менее	1	1
373	тому как	6	1
374	формы но	1	1
375	несмотря на	3	1
376	но то	1	1
377	но эти	1	1
378	вопросу о	2	1
379	на что	1	1
380	и должна	1	1
381	что всякий	2	1
382	это часто	1	1
383	признать что	1	1
384	в теории	4	1
385	на протяжении	2	1
386	не извне	2	1
387	суждения и	1	1
388	что это	1	1
389	обычно не	2	1
390	хотя и	1	1
391	речи так	3	1
392	оно является	4	1
393	и тогда	1	1
394	только его	2	1
395	этом отношении	7	1
396	близка к	1	1
397	в новой	5	1
398	явления в	1	1
399	о чем	3	1
400	мы должны	13	1
401	в ее	1	1
402	это по	1	1
403	и тем	5	1
404	и т.п	2	1
405	в руках	1	1
406	остается только	2	1
407	сам по	1	1
408	не требует	3	1
409	все основные	7	1
410	и во-вторых	1	1
411	один шаг	3	1
412	в частности	9	1
413	говорит о	4	1
414	и больше	1	1
415	в изучении	1	1
416	не как	3	1
417	аналогии с	2	1
418	однако эта	1	1
419	со всей	1	1
420	увидим что	1	1
421	пути в	1	1
422	подобно этому	2	1
423	совпадают с	1	1
424	должны быть	2	1
425	в качестве	13	1
426	или иных	2	1
427	одна сторона	1	1
428	всех других	1	1
429	в части	2	1
430	то мы	1	1
431	точками зрения	2	1
432	первая точка	1	1
433	этим словом	1	1
434	в одном	3	1
435	в области	19	1
436	они пытаются	1	1
437	лет и	1	1
438	у нас	4	1
439	на которой	1	1
440	я знаю	1	1
441	и научается	1	1
442	что каждый	1	1
443	слова которая	1	1
444	можно было	11	1
445	с техникой	1	1
446	и делает	2	1
447	кто не	2	1
448	а между	1	1
449	в результате	9	1
450	и это	3	1
451	же он	1	1
452	этом направлении	1	1
453	ни были	1	1
454	сводится к	1	1
455	от изменения	1	1
456	более и	3	1
457	значительной степени	1	1
458	по мере	6	1
459	этом смысле	5	1
460	с ней	3	1
461	подобно тому	6	1
462	во времени	1	1
463	и тот	5	1
464	том и	1	1
465	только то	4	1
466	слова не	2	1
467	в современной	3	1
468	и которые	2	1
469	уже и	1	1
470	и свободно	1	1
471	у него	8	1
472	стороны как	1	1
473	а этот	2	1
474	не на	5	1
475	в истории	3	1
476	не могут	7	1
477	миру и	1	1
478	как чисто	2	1
479	все равно	2	1
480	к кому	1	1
481	находят себе	1	1
482	по мнению	2	1
483	не существует	1	1
484	и единство	2	1
485	при помощи	1	1
486	в виде	3	1
487	знания и	2	1
488	в обоих	2	1
489	совершенно ясно	2	1
490	входят в	1	1
491	тот не	1	1
492	здесь имеет	1	1
493	и независимо	1	1
494	может овладеть	1	1
495	отношения между	3	1
496	самого начала	8	1
497	еще один	1	1
498	свою очередь	4	1
499	со словами	1	1
500	приближения к	1	1
501	этой группы	1	1
502	не совпадают	3	1
503	не связанные	1	1
504	ко второму	1	1
505	это один	1	1
506	не было	1	1
507	когда мы	4	1
508	идет речь	1	1
509	как например	1	1
510	связи с	9	1
511	не совпадает	2	1
512	связанных с	1	1
513	сами по	1	1
514	ему но	1	1
515	возникает из	1	1
516	более или	1	1
517	он еще	3	1
518	бы по	1	1
519	он имеет	6	1
520	рассматривать как	1	1
521	что является	2	1
522	здесь мы	1	1
523	с ее	1	1
524	время как	4	1
525	было бы	18	1
526	этого основного	1	1
527	это же	1	1
528	не знает	6	1
529	к тому	14	1
530	к некоторому	1	1
531	из двух	2	1
532	себя на	1	1
533	что можно	1	1
534	подумать что	1	1
535	с таким	4	1
536	следовательно включает	1	1
537	как необходимая	1	1
538	из нее	5	1
539	равно как	1	1
540	ним в	1	1
541	приходят к	1	1
542	не нуждается	1	1
543	этих ложных	1	1
544	на передний	1	1
545	как мы	20	1
546	общего для	1	1
547	к определенным	1	1
548	это мы	3	1
549	что нам	3	1
550	что она	3	1
551	самой своей	2	1
552	по аналогии	2	1
553	ситуации как	1	1
554	и о	1	1
555	на который	2	1
556	показать что	4	1
557	и тому	2	1
558	всегда имеет	2	1
559	как его	2	1
560	что для	2	1
561	с первого	2	1
562	где они	1	1
563	если мы	9	1
564	тем же	1	1
565	следствием того	1	1
566	моментов в	4	1
567	не те	1	1
568	наряду с	3	1
569	чрезвычайно важный	1	1
570	нем но	1	1
571	и во	2	1
572	именно в	8	1
573	и таким	1	1
574	передний план	1	1
575	уже на	3	1
576	обоих этих	6	1
577	они должны	1	1
578	то время	4	1
579	но эта	1	1
580	или хотя	1	1
581	слов в	1	1
582	мы это	2	1
583	к другим	2	1
584	не можем	2	1
585	структурой но	1	1
586	но прежде	2	1
587	который опирается	1	1
588	обратимся к	1	1
589	формы в	1	1
590	этого развития	1	1
591	следующим образом	1	1
592	например в	1	1
593	речь и	4	1
594	сама по	4	1
595	что я	4	1
596	тот же	7	1
597	остается еще	2	1
598	в высшей	3	1
599	и связи	1	1
600	и непосредственное	1	1
601	ii для	1	1
602	относятся к	1	1
603	к которому	7	1
604	эти вопросы	2	1
605	имеем дело	2	1
606	с которой	2	1
607	оно всегда	1	1
608	исследования является	3	1
609	во внутренней	1	1
610	слово не	1	1
611	и осознает	1	1
612	психологическая сторона	1	1
613	нигде не	2	1
614	отношения в	1	1
615	что все	9	1
616	как о	1	1
617	грамматические формы	1	1
618	оно способно	2	1
619	обеих точек	1	1
620	эти три	2	1
621	анализа в	1	1
622	столь же	5	1
623	том же	1	1
624	в общем	1	1
625	быть понято	2	1
626	есть в	2	1
627	смысла слова	1	1
628	же как	9	1
629	или даже	2	1
630	исходит из	2	1
631	места в	1	1
632	рядом с	1	1
633	из его	2	1
634	этих явлений	1	1
635	и прежде	1	1
636	в слове	1	1
637	чисто словесного	1	1
638	слова из	2	1
639	как будто	2	1
640	он употребляет	1	1
641	что именно	4	1
642	есть только	1	1
643	образом для	1	1
644	дальше и	2	1
645	не находится	2	1
646	но если	7	1
647	имеет и	1	1
648	они не	7	1
649	зрения является	1	1
650	и понимания	1	1
651	видит только	1	1
652	при таком	1	1
653	зрения не	1	1
654	структуру но	1	1
655	от его	1	1
656	опираться на	3	1
657	тех или	2	1
658	все более	4	1
659	зрения и	1	1
660	чем мы	1	1
661	материала это	1	1
662	и только	4	1
663	один и	5	1
664	если этот	1	1
665	отдельные моменты	1	1
666	речи с	2	1
667	из чисто	1	1
668	приходится признать	1	1
669	были не	1	1
670	автора к	1	1
671	по своей	7	1
672	которые имеют	1	1
673	именно эта	1	1
674	с собственной	1	1
675	по самому	1	1
676	в двух	1	1
677	или иного	1	1
678	случае по	1	1
679	друг друга	1	1
680	лучшем случае	4	1
681	и сложная	1	1
682	но уже	2	1
683	для этой	1	1
684	к вопросу	1	1
685	для этого	3	1
686	так если	2	1
687	можно с	1	1
688	этими словами	1	1
689	не из	1	1
690	себе и	1	1
691	и обратно	3	1
692	его значение	1	1
693	в смысле	3	1
694	внутренней и	1	1
695	на их	3	1
696	слов и	3	1
697	является то	4	1
698	не нужно	2	1
699	в одной	2	1
700	в целом	8	1
701	нам кажется	2	1
702	ничего общего	6	1
703	себя в	4	1
704	для правильного	1	1
705	и из	2	1
706	и становится	1	1
707	или менее	1	1
708	имеет дело	1	1
709	вовсе не	2	1
710	акт сознания	1	1
711	на другие	2	1
712	языки в	1	1
713	больше того	3	1
714	другого и	1	1
715	думать что	1	1
716	одному и	3	1
717	два основных	1	1
718	не то	5	1
719	ряд вопросов	1	1
720	гораздо больше	1	1
721	на эту	1	1
722	тем более	5	1
723	обращение к	1	1
724	мы видели	10	1
725	перед нами	1	1
726	первое второе	1	1
727	чем более	2	1
728	включает в	3	1
729	и самый	2	1
730	более подробно	1	1
731	же мы	2	1
732	чрезвычайно важным	1	1
733	не имеющих	1	1
734	вне ее	1	1
735	всяком случае	2	1
736	того о	1	1
737	которые в	4	1
738	только для	2	1
739	с деятельностью	1	1
740	высшей степени	3	1
741	можно только	2	1
