N	2gram	Voloshinov	Sovremen
102	что в	7	2
103	этих двух	3	2
104	тем не	4	2
105	в самом	12	2
106	дает нам	4	2
107	пойти в	1	2
108	совершенно не	9	2
109	мы видим	3	2
110	период развития	4	2
111	значение в	3	2
112	и что	6	2
113	для развития	2	2
114	будет развиваться	1	2
115	отличие от	2	2
116	такие же	3	2
117	друг с	1	2
118	которой он	3	2
119	зародыша в	1	2
120	и пр	29	2
121	то и	1	2
122	с одной	2	2
123	принципиально не	2	2
124	в отличие	2	2
125	это за	1	2
126	такого рода	2	2
127	в свою	6	2
128	из этих	6	2
129	в его	25	2
130	во всяком	9	2
131	не будем	3	2
132	мы знаем	11	2
133	не дает	4	2
134	в которую	1	2
135	еще более	2	2
136	помощью которых	4	2
137	можно назвать	1	2
138	то ни	4	2
139	что это	5	2
140	или же	2	2
141	что при	2	2
142	через некоторое	1	2
143	быть и	7	2
144	в некоторых	2	2
145	по мнению	8	2
146	только одну	2	2
147	из которых	2	2
148	только один	1	2
149	что такое	6	2
150	он приводит	1	2
151	эксперимента в	1	2
152	может иметь	1	2
153	если же	2	2
154	говорить о	5	2
155	в науке	2	2
156	все те	10	2
157	конечно в	3	2
158	рот и	2	2
159	у него	4	2
160	для его	1	2
161	не могут	7	2
162	в виде	1	2
163	со всеми	5	2
164	а на	2	2
165	свою очередь	4	2
166	и даже	3	2
167	самом деле	14	2
168	в которой	5	2
169	но все	2	2
170	некоторое время	1	2
171	к чему	1	2
172	же самое	2	2
173	тот или	1	2
174	который как	1	2
175	как мы	18	2
176	настоящее время	1	2
177	тем же	3	2
178	и во	2	2
179	той же	5	2
180	теперь необходимо	1	2
181	могут быть	9	2
182	в таком	6	2
183	в нашем	3	2
184	уже не	9	2
185	физических и	1	2
186	не знаем	1	2
187	и есть	3	2
188	и они	2	2
189	что все	7	2
190	или иной	2	2
191	на этот	3	2
192	такой же	3	2
193	говорить об	2	2
194	первый период	5	2
195	на этом	8	2
196	роль в	7	2
197	не менее	6	2
198	так сказать	7	2
199	же мы	3	2
200	приводит к	3	2
201	собою разумеется	1	2
202	и по	5	2
203	времени и	1	2
204	на котором	1	2
205	между всеми	1	2
206	с другом	1	2
207	из одного	1	2
208	в настоящее	1	2
209	в один	1	2
210	каждого из	1	2
211	знаем что	8	2
212	тот же	10	2
213	носит название	2	2
214	жизни мы	1	2
215	мы с	1	2
216	всяком случае	8	2
217	он должен	2	2
218	помощью которой	3	1
219	жизни но	2	1
220	во всех	13	1
221	все они	2	1
222	только одно	1	1
223	которую можно	2	1
224	бы то	3	1
225	та самая	1	1
226	совершенно недопустимо	1	1
227	которые в	1	1
228	совершенно готовом	1	1
229	стадии своего	1	1
230	к которому	1	1
231	в социальном	1	1
232	и гармонии	1	1
233	при определенных	1	1
234	это и	4	1
235	можем спросить	1	1
236	его и	2	1
237	этом случае	1	1
238	реагирует на	2	1
239	положительные науки	1	1
240	в свое	1	1
241	необходимо сказать	1	1
242	только не	3	1
243	но можно	1	1
244	этого явления	1	1
245	свести все	1	1
246	а потому	4	1
247	во втором	3	1
248	речи мы	4	1
249	человека в	4	1
250	к различным	1	1
251	но как	2	1
252	и снова	2	1
253	образом ясно	1	1
254	современной нам	1	1
255	чем же	6	1
256	только из	1	1
257	не является	7	1
258	в данном	4	1
259	это конечно	1	1
260	до сих	3	1
261	не хотим	1	1
262	все его	3	1
263	при условии	1	1
264	осуществляется в	1	1
265	та же	1	1
266	имеют место	1	1
267	по преимуществу	2	1
268	вытекает из	1	1
269	зрения может	1	1
270	точно такие	1	1
271	рабочей гипотезой	1	1
272	опирается на	2	1
273	познакомились с	1	1
274	жизнь человека	4	1
275	этой высшей	1	1
276	все элементы	1	1
277	этого направления	1	1
278	действия в	1	1
279	от его	1	1
280	что иное	1	1
281	предыдущей главе	2	1
282	ведь именно	3	1
283	оно конечно	1	1
284	деталях и	1	1
285	в вопросах	1	1
286	в процессе	5	1
287	построение которое	1	1
288	данном случае	4	1
289	может ведь	1	1
290	кафедру философии	1	1
291	в какой-нибудь	1	1
292	свои позиции	1	1
293	ли это	2	1
294	не имеют	1	1
295	переводе с	1	1
296	связи с	1	1
297	приходится сказать	2	1
298	раз и	3	1
299	же законам	1	1
300	этот процесс	4	1
301	на язык	4	1
302	можем определить	1	1
303	в лаборатории	1	1
304	указать на	1	1
305	это последнее	1	1
306	должно быть	2	1
307	три направления	1	1
308	мы уже	10	1
309	это как	4	1
310	такую же	1	1
311	несколько слов	1	1
312	заключение нужно	2	1
313	почти не	1	1
314	в первый	4	1
315	видит читатель	1	1
316	опыта как	2	1
317	его с	2	1
318	она не	6	1
319	жизнь по	1	1
320	в течение	2	1
321	на ее	1	1
322	чтобы он	1	1
323	она в	1	1
324	но еще	1	1
325	ровно ничего	2	1
326	своего объяснения	1	1
327	внешнего опыта	5	1
328	одной стороны	2	1
329	и ни	3	1
330	переоценить все	1	1
331	на другой	2	1
332	на друга	1	1
333	мы имеем	6	1
334	и у	7	1
335	и речи	4	1
336	в другом	4	1
337	а из	1	1
338	совсем не	6	1
339	это только	4	1
340	мы всегда	1	1
341	в явное	1	1
342	в ней	8	1
343	которых он	1	1
344	из всех	1	1
345	на ней	1	1
346	ганса дриша	1	1
347	друг на	1	1
348	ни было	2	1
349	что эта	1	1
350	человека как	2	1
351	а может	1	1
352	хотя и	1	1
353	вражда к	3	1
354	с другой	2	1
355	и тогда	1	1
356	а это	1	1
357	в этот	4	1
358	с ним	14	1
359	этот третий	1	1
360	о методе	1	1
361	между различными	1	1
362	это уже	3	1
363	на которых	1	1
364	что вся	1	1
365	он не	10	1
366	системе в	1	1
367	организм если	1	1
368	имеет с	1	1
369	то нет	1	1
370	за собой	1	1
371	он ищет	1	1
372	два основных	1	1
373	и т.п	4	1
374	и той	3	1
375	не соответствует	1	1
376	одной и	3	1
377	развития и	1	1
378	но тем	1	1
379	не будет	1	1
380	что с	2	1
381	те же	9	1
382	между двумя	3	1
383	есть теперь	1	1
384	с греческого	1	1
385	вследствие этого	1	1
386	возможного и	1	1
387	как видит	1	1
388	аналогии с	1	1
389	роль которую	1	1
390	а затем	1	1
391	в область	1	1
392	мы в	3	1
393	увидим что	5	1
394	поэтому в	1	1
395	только на	4	1
396	пока не	1	1
397	и их	2	1
398	быть поняты	1	1
399	имеет только	1	1
400	от общего	1	1
401	нужно сказать	2	1
402	остановиться на	1	1
403	все что	10	1
404	не приходится	3	1
405	и та	2	1
406	какую бы	1	1
407	для своего	2	1
408	возможности то	1	1
409	для объяснения	1	1
410	можем ли	1	1
411	и при	3	1
412	что биология	1	1
413	на самом	6	1
414	поставленный вопрос	1	1
415	здесь в	6	1
416	на которой	2	1
417	образом из	1	1
418	для них	3	1
419	можно было	1	1
420	и должно	1	1
421	надеемся убедить	1	1
422	и наиболее	1	1
423	этим вопросом	1	1
424	разобраться в	3	1
425	ни в	12	1
426	но только	1	1
427	как всякая	1	1
428	сил ни	1	1
429	другую и	1	1
430	и от	3	1
431	в начале	1	1
432	его таким	2	1
433	по отношению	13	1
434	еще в	1	1
435	молодая наука	1	1
436	именно эти	1	1
437	нечего делать	1	1
438	так нет	2	1
439	утверждает что	3	1
440	стороны и	1	1
441	переносятся на	1	1
442	роль играет	1	1
443	конечно не	10	1
444	весь мир	2	1
445	и тот	3	1
446	ценность и	1	1
447	но что	1	1
448	и те	5	1
449	только в	11	1
450	должны мы	1	1
451	дословном переводе	1	1
452	в совершенно	3	1
453	этот вопрос	4	1
454	же время	6	1
455	и может	4	1
456	в ином	1	1
457	так же	4	1
458	которых она	1	1
459	конечно нет	1	1
460	его в	11	1
461	ведь если	2	1
462	то она	2	1
463	отчасти в	1	1
464	перед глазами	1	1
465	вся конструкция	1	1
466	организма как	2	1
467	отметить что	4	1
468	или как	3	1
469	период образования	1	1
470	в большинстве	5	1
471	без труда	2	1
472	совершенно независимо	1	1
473	нуждаются в	1	1
474	должен был	1	1
475	в конечном	3	1
476	чем в	1	1
477	этой группы	1	1
478	в будущем	1	1
479	жизни оно	2	1
480	назвать в	1	1
481	элементы и	2	1
482	в своих	5	1
483	и целесообразности	1	1
484	наконец мы	1	1
485	не представляет	1	1
486	не было	5	1
487	в предыдущей	2	1
488	два направления	2	1
489	не опирается	1	1
490	без всяких	1	1
491	с его	9	1
492	организма в	1	1
493	все органическое	3	1
494	один из	10	1
495	всегда и	1	1
496	силу и	2	1
497	и всюду	1	1
498	на это	3	1
499	не более	1	1
500	если бы	4	1
501	дать не	1	1
502	не знает	5	1
503	или в	1	1
504	свою задачу	1	1
505	на которые	4	1
506	периоде развития	2	1
507	в западной	1	1
508	из одной	1	1
509	этого не	3	1
510	можно говорить	1	1
511	центр тяжести	3	1
512	должны еще	1	1
513	ничего общего	4	1
514	и навсегда	1	1
515	равно как	2	1
516	ни о	6	1
517	без остатка	1	1
518	наших дней	3	1
519	нам каждый	1	1
520	внутреннего опыта	6	1
521	подвести итоги	1	1
522	и еще	1	1
523	их и	1	1
524	путем и	1	1
525	что его	1	1
526	как его	2	1
527	в эту	2	1
528	штерн и	1	1
529	на такой	1	1
530	какая-нибудь определенная	1	1
531	так называемый	4	1
532	остается подвести	1	1
533	мы говорим	1	1
534	но эта	1	1
535	функций и	1	1
536	теперь мы	4	1
537	для каждого	1	1
538	дело в	2	1
539	крайней мере	1	1
540	во многом	2	1
541	одного из	1	1
542	позволит нам	1	1
543	о каком	2	1
544	природы и	3	1
545	же как	2	1
546	главе мы	5	1
547	именно та	1	1
548	по существу	1	1
549	а три	1	1
550	сказать что	11	1
551	и эта	1	1
552	форму и	1	1
553	и им	1	1
554	при одном	1	1
555	жизни как	1	1
556	за вычетом	1	1
557	образом вся	3	1
558	сил а	1	1
559	но для	3	1
560	таких случаев	1	1
561	мы надеемся	2	1
562	так называемое	1	1
563	и благодаря	1	1
564	опыта и	2	1
565	и начало	1	1
566	живого вещества	1	1
567	именно в	4	1
568	уже на	1	1
569	затем он	1	1
570	такое же	2	1
571	и до	5	1
572	но никогда	1	1
573	представление о	1	1
574	конечном счете	3	1
575	процесс его	1	1
576	жизни т.е	1	1
577	это делает	1	1
578	при которой	2	1
579	благодаря этому	1	1
580	вполне последовательно	1	1
581	обратимся к	2	1
582	другую сторону	1	1
583	отношению к	11	1
584	в основу	3	1
585	как нет	1	1
586	одной из	1	1
587	при исследовании	1	1
588	случае не	3	1
589	в своем	4	1
590	общего не	3	1
591	совершенно нелепо	1	1
592	в корне	6	1
593	мы конечно	3	1
594	то чем	1	1
595	по аналогии	1	1
596	представители этого	1	1
597	уже знаем	4	1
598	на другую	2	1
599	но ведь	4	1
600	этом смысле	2	1
601	может оказаться	2	1
602	к деятельности	1	1
603	в какой	3	1
604	прикрепляется к	1	1
605	одни и	1	1
606	между ними	5	1
607	необходимо для	1	1
608	мы будем	1	1
609	конечно совершенно	3	1
610	эти три	2	1
611	во всей	3	1
612	объективной стороны	1	1
613	природы не	1	1
614	может стать	4	1
615	обходиться без	1	1
616	я мог	1	1
617	же в	1	1
618	том что	12	1
619	что такой	2	1
620	и производит	1	1
621	этом периоде	1	1
622	рядом с	2	1
623	метода не	2	1
624	в мире	2	1
625	же остается	2	1
626	и прежде	7	1
627	можем сказать	5	1
628	всю эту	2	1
629	жизни в	3	1
630	но не	7	1
631	но нам	1	1
632	нет нужды	1	1
633	но этим	1	1
634	должны признать	1	1
635	но если	2	1
636	они не	3	1
637	правда не	1	1
638	по себе	4	1
639	процесса и	1	1
640	явлений и	2	1
641	он сам	5	1
642	себе даже	1	1
643	науки в	1	1
644	направление в	1	1
645	базируется на	1	1
646	оно может	3	1
647	не имеет	2	1
648	на элементы	1	1
649	к этому	9	1
650	в такой	2	1
651	там где	2	1
652	вся эта	1	1
653	в то	7	1
654	себе цель	1	1
655	и только	6	1
656	один и	3	1
657	отказавшись от	1	1
658	мы имели	1	1
659	органических процессов	1	1
660	ли он	2	1
661	является только	1	1
662	этой области	4	1
663	действительность природы	1	1
664	свои построения	1	1
665	и следовательно	3	1
666	давая себе	1	1
667	и измерению?	1	1
668	нет никаких	1	1
669	но это	4	1
670	в биологии	1	1
671	независимо от	3	1
672	но уже	1	1
673	и для	7	1
674	диалектического материализма	1	1
675	произвольное вызывание	1	1
676	с ее	4	1
677	познакомиться с	2	1
678	что необходимо	1	1
679	цель энтелехия	1	1
680	для их	1	1
681	таким же	1	1
682	не что	1	1
683	и это	1	1
684	в дословном	1	1
685	точка зрения	15	1
686	об объективном	1	1
687	того же	3	1
688	сказать несколько	1	1
689	все время	4	1
690	пр но	1	1
691	нет в	2	1
692	не принимает	1	1
693	не думаем	1	1
694	науки является	1	1
695	только о	2	1
696	должен быть	2	1
697	западной европе	1	1
698	тяжести всего	1	1
699	и его	22	1
700	и особенно	1	1
701	в первых	2	1
702	уже совершенно	2	1
703	и становится	3	1
704	не давая	1	1
705	развития на	1	1
706	не окажется	1	1
707	вовсе не	16	1
708	явлений как	1	1
709	во внутреннем	5	1
710	жизни к	3	1
711	о том	3	1
712	сих пор	3	1
713	в заключение	5	1
714	есть не	1	1
715	и вообще	4	1
716	мы проследим	1	1
717	по крайней	1	1
718	иное как	1	1
719	образом он	1	1
720	зрения и	1	1
721	и нет	1	1
722	своего развития	1	1
723	но конечно	1	1
724	человека и	6	1
725	к нему	9	1
726	никогда не	10	1
727	той или	1	1
728	дать точный	1	1
729	на них	2	1
730	свое время	1	1
