N	3gram	Bakhtin_Fr	Psycholo
91	и в сущности	1	4
92	как это делает	1	4
93	это и есть	2	4
94	в основе своей	1	4
95	что в ней	1	3
96	и в другом	1	3
97	каждого из этих	1	3
98	что это не	1	3
99	все дело в	1	3
100	так как в	1	3
101	и там где	1	3
102	по отношению к	2	3
103	там же где	1	3
104	дело в том	2	3
105	было бы совершенно	1	3
106	прежде всего тем	1	3
107	может быть и	2	3
108	на том же	1	3
109	в своем роде	1	3
110	в высшей степени	1	3
111	бы то ни	1	3
112	то же время	13	3
113	смысл и значение	1	3
114	в это время	1	3
115	каждая эпоха имеет	1	3
116	в то же	13	3
117	оно может быть	1	3
118	всего тем что	1	3
119	во всех этих	1	3
120	в этом случае	1	3
121	после того как	1	3
122	одной стороны и	2	2
123	не только то	1	2
124	и не было	2	2
125	как в основе	1	2
126	сих пор в	1	2
127	в своей основе	1	2
128	они не могут	1	2
129	вместе с ними	1	2
130	что в них	1	2
131	кроме того что	1	2
132	так и в	1	2
133	именно в этой	1	2
134	мы уже указывали	2	2
135	между тем как	1	2
136	в полной мере	1	2
137	с новой точки	1	2
138	в точном смысле	1	2
139	потому что не	1	2
140	с и далее	1	2
141	все же не	1	2
142	в одном из	1	2
143	он не понимает	1	2
144	в связи с	5	2
145	той или иной	2	2
146	прежде всего на	1	2
147	и до наших	1	2
148	в целом не	1	2
149	но и в	4	2
150	здесь вовсе не	1	2
151	в чем же	1	2
152	и в особенности	1	2
153	может быть в	2	2
154	что оно может	1	2
155	то же событие	1	2
156	или во всяком	1	2
157	самом деле в	1	2
158	как и все	5	2
159	и все его	1	2
160	жизни и смерти	2	2
161	мы имеем в	2	2
162	с которым мы	1	2
163	как мы увидим	1	2
164	что может быть	1	2
165	самом деле он	1	2
166	в том именно	1	2
167	как она есть	1	2
168	он как и	1	2
169	в той же	5	2
170	новой точки зрения	1	2
171	о котором говорил	1	2
172	того что они	1	2
173	потому что это	1	2
174	и это очень	1	2
175	так например в	1	2
176	не так как	1	2
177	но это вовсе	1	2
178	может быть только	1	2
179	все же в	2	2
180	в основу этого	1	2
181	в первом случае	1	2
182	том же самом	1	2
183	тех или иных	2	2
184	есть не что	1	2
185	и есть в	1	2
186	то ни было	1	2
187	на первый план	1	2
188	что в то	1	2
189	там где он	1	2
190	сих пор не	1	2
191	к нему и	1	2
192	в узком смысле	2	2
193	в значительной мере	1	2
194	но никак не	1	2
195	мы встречаемся с	1	2
196	на одном из	1	2
197	именно в этом	1	2
198	как мы видели	4	2
199	имеем в виду	2	2
200	другой стороны он	1	2
201	так много в	2	2
202	все эти три	2	2
203	он не мог	1	2
204	превращает их в	1	2
205	но никто не	1	2
206	всяком случае в	1	2
207	начала и до	7	2
208	но вовсе не	1	1
209	этот рассказ об	1	1
210	он мог сделать	1	1
211	о которой мы	1	1
212	это как бы	1	1
213	в направлении к	1	1
214	что в книге	1	1
215	сожалению мы не	1	1
216	чтобы превратить их	1	1
217	с такой полнотой	1	1
218	и смерти в	1	1
219	и значение в	1	1
220	только там где	1	1
221	этому мы находим	1	1
222	века не было	1	1
223	мы не найдем	1	1
224	здесь все слова	1	1
225	что в эпоху	2	1
226	считает что в	1	1
227	в коем случае	1	1
228	быть в них	1	1
229	прямо заявляет что	1	1
230	свидетельствует о том	1	1
231	направо и налево	1	1
232	как мы уже	8	1
233	дело вовсе не	2	1
234	при помощи одних	1	1
235	например в том	1	1
236	того чтобы превратить	1	1
237	выводы из этого	1	1
238	то что может	1	1
239	в особенности в	1	1
240	для правильного понимания	2	1
241	в другом контексте	1	1
242	такой полнотой и	1	1
243	том числе и	3	1
244	между этими двумя	1	1
245	которые как мы	1	1
246	мы узнаем что	1	1
247	его так же	1	1
248	и т.п и	1	1
249	совершенно иначе чем	1	1
250	тон и стиль	1	1
251	была связана с	1	1
252	не входит в	1	1
253	но в его	1	1
254	на этот раз	1	1
255	это имеет в	1	1
256	ни к какому	1	1
257	ни в одну	1	1
258	но все же	2	1
259	вот и все	1	1
260	одна из важнейших	1	1
261	в общей системе	1	1
262	и сам начинает	1	1
263	но это не	1	1
264	том именно и	1	1
265	в хронологическом порядке	1	1
266	и потому не	1	1
267	а также и	4	1
268	приводит его к	1	1
269	в области литературы	1	1
270	и здесь не	1	1
271	в этом образе	2	1
272	в этом суждении	1	1
273	и в романе	2	1
274	романа на этом	1	1
275	знаете ли вы	1	1
276	в несколько ином	1	1
277	не могла не	1	1
278	дело не с	1	1
279	как мы знаем	2	1
280	но он же	1	1
281	первом случае мы	1	1
282	они и в	1	1
283	и что на	1	1
284	на том что	1	1
285	но это есть	1	1
286	ни в коем	1	1
287	но и не	1	1
288	для художника и	1	1
289	не всегда можно	1	1
290	в свою эпоху	1	1
291	с двух сторон	1	1
292	видит в них	1	1
293	образом и здесь	1	1
294	связи с этим	1	1
295	во всех своих	1	1
296	мы уже приводили	2	1
297	но конечно не	2	1
298	со всех сторон	1	1
299	в комментариях к	1	1
300	данном случае в	1	1
301	в одной из	1	1
302	что на самом	1	1
303	и тут же	1	1
304	включает в себя	1	1
305	уже указывали на	2	1
306	весь этот материал	1	1
307	уже и в	2	1
308	уже говорили что	1	1
309	мало того что	1	1
310	и дает нам	1	1
311	и все остальные	3	1
312	он и не	1	1
313	как нечто совершенно	1	1
314	мы сказали что	1	1
315	в этой же	2	1
316	еще более подчеркивает	1	1
317	оказываются здесь не	1	1
318	гораздо дальше чем	1	1
319	и ко всему	1	1
320	этот образ не	1	1
321	также и в	1	1
322	понятно что эта	1	1
323	есть все то	1	1
324	в вопросе о	1	1
325	вот как он	1	1
326	может быть понято	1	1
327	бы и не	1	1
328	не дает нам	2	1
329	весь свой смысл	1	1
330	с более широкой	1	1
331	которое характерно для	1	1
332	в средние века	1	1
333	в самом существенном	1	1
334	до наших дней	5	1
335	и все прочее	1	1
336	во всех отношениях	1	1
337	в том же	3	1
338	в том числе	4	1
339	этого положения и	1	1
340	превратить их в	1	1
341	требует от нас	1	1
342	очень большую роль	1	1
343	совершенно неправильно в	1	1
344	в стихотворную форму	1	1
345	что один из	1	1
346	этого слова то	1	1
347	и до того	1	1
348	ним не только	1	1
349	а также в	1	1
350	на глазах и	1	1
351	месте своей книги	1	1
352	людей xvii века	1	1
353	в одном слове	1	1
354	и другие поэты	1	1
355	еще раз в	1	1
356	и прежде всего	3	1
357	и в то	2	1
358	в его произведениях	2	1
359	ее связи с	1	1
360	и эпизод с	1	1
361	и в других	3	1
362	именно для того	1	1
363	слов то есть	1	1
364	в виду и	1	1
365	видов и форм	1	1
366	дело в ней	1	1
367	лицом к лицу	1	1
368	в другом месте	1	1
369	точки зрения на	1	1
370	и состоит что	1	1
371	говорит об этом	2	1
372	у шекспира у	1	1
373	тем что он	1	1
374	хорошо известен и	1	1
375	дать ни взять	1	1
376	само собой разумеется	1	1
377	как своего рода	1	1
378	до известной степени	1	1
379	самом деле нет	1	1
380	в различных формах	1	1
381	и др в	1	1
382	но прежде всего	1	1
383	во все века	1	1
384	победы над ним	1	1
385	зрения придерживается и	1	1
386	к сожалению мы	1	1
387	которых он сам	1	1
388	каждый из этих	1	1
389	в сущности это	1	1
390	но дело в	1	1
391	потому что через	1	1
392	в мировой литературе	3	1
393	и его школы	1	1
394	в свое время	1	1
395	какой бы то	1	1
396	перед нами как	1	1
397	с еще более	1	1
398	то что эти	1	1
399	то есть с	1	1
400	одна из самых	1	1
401	автор ссылается на	1	1
402	нельзя не согласиться	1	1
403	в своей речи	1	1
404	для людей xvii	1	1
405	ни дать ни	1	1
406	остановимся прежде всего	1	1
407	что ему нужно	1	1
408	которое мы встречаем	1	1
409	узком смысле слова	2	1
410	всегда во все	1	1
411	значение которое нужно	1	1
412	в связи со	2	1
413	мы не знаем	1	1
414	точки зрения придерживается	1	1
415	в основе этого	3	1
416	но что в	1	1
417	как бы видит	1	1
418	не менее важным	1	1
419	и культурной жизни	2	1
420	в обычном смысле	1	1
421	но несмотря на	1	1
422	на эту тему	1	1
423	в свете этого	1	1
424	это остается совершенно	1	1
425	первое из них	1	1
426	и в ее	1	1
427	рассказывает в своей	1	1
428	но только не	1	1
429	но как и	1	1
430	в ней вовсе	1	1
431	что он изображает	1	1
432	в таком же	1	1
433	дело дошло до	1	1
434	что этот образ	1	1
435	и в области	1	1
436	в нем есть	1	1
437	свой смысл и	1	1
438	к жизни и	1	1
