N	3gram	Trubetskoy	Problemy
103	но с другой	1	2
104	так же как	3	1
105	а рядом с	1	1
106	благодаря тому что	1	1
107	и в жизни	1	1
108	не может служить	2	1
109	в своих собственных	1	1
110	так и к	1	1
111	теснейшей связи с	1	1
112	а потому и	1	1
113	так и для	2	1
114	в этом направлении	1	1
115	становится как бы	1	1
116	в целом в	1	1
117	в его собственной	1	1
118	бы в его	1	1
119	котором идет речь	5	1
120	в том числе	1	1
121	таким образом весь	1	1
122	по сравнению с	5	1
123	у него с	2	1
124	сих пор не	5	1
125	на том же	1	1
126	о которых мы	4	1
127	что это действительно	1	1
128	может показаться что	1	1
129	заключает в себе	2	1
130	образом как бы	1	1
131	из него все	1	1
132	во всех отношениях	1	1
133	и так или	1	1
134	и в каждый	1	1
135	этот народ и	1	1
136	не отличается от	1	1
137	они не могут	1	1
138	не в том	1	1
139	но и с	1	1
140	нами до сих	1	1
141	том и другом	1	1
142	не только с	1	1
143	одного и того	3	1
144	так или иначе	5	1
145	всех тех кто	1	1
146	не знает что	1	1
147	и все что	2	1
148	зависимости от них	1	1
149	в тот же	1	1
150	иметь в виду	1	1
151	все же все	1	1
152	эти отрицательные стороны	1	1
153	что все эти	1	1
154	в этом пункте	1	1
155	если бы тот	1	1
156	различия между ними	1	1
157	вместо того чтобы	1	1
158	о котором идет	5	1
159	в его сознании	1	1
160	том числе и	1	1
161	и для самого	1	1
162	том что все	2	1
163	точно так же	1	1
164	в его душе	1	1
165	как бы он	1	1
166	что до сих	2	1
167	совершенно иной чем	2	1
168	во всей своей	1	1
169	что они не	1	1
170	а в том	1	1
171	они вовсе не	1	1
172	точки зрения всякой	1	1
173	все это без	1	1
174	к которому вы	1	1
175	и того же	3	1
176	гораздо сложнее и	1	1
177	в связи с	3	1
178	деле это не	1	1
179	духе и в	1	1
180	не может не	3	1
181	мы уже указали	1	1
182	точки зрения на	1	1
183	в этом я	1	1
184	сих пор еще	1	1
185	на первый взгляд	1	1
186	сильнее чем у	2	1
187	заключают в себе	1	1
188	мы видели что	1	1
189	то что у	2	1
190	лишь тогда когда	2	1
191	в такой форме	2	1
192	как разные этапы	1	1
193	за то что	1	1
194	что он может	1	1
195	и с этой	1	1
196	это не так	1	1
197	заключается в том	3	1
198	на свои составные	1	1
199	на друга что	1	1
200	их взаимоотношения в	1	1
201	том или ином	1	1
202	к одному из	1	1
203	в котором они	1	1
204	в особом положении	1	1
205	коснуться еще одной	1	1
206	из всех сил	1	1
207	при этом не	1	1
208	несмотря на то	2	1
209	за ним и	1	1
210	независимо от того	1	1
211	все эти слова	1	1
212	таким образом в	3	1
213	между тем с	1	1
214	до некоторой степени	1	1
215	с такою же	1	1
216	может быть изображена	1	1
217	далеко не исчерпывается	1	1
218	может быть не	1	1
219	лишь то что	1	1
220	но даже в	1	1
221	а как бы	1	1
222	и до сих	1	1
223	и со своим	1	1
224	каких бы то	1	1
225	ни одна из	1	1
226	в теснейшей связи	1	1
227	так что и	1	1
228	и все другие	1	1
229	не тем что	1	1
230	все эти вопросы	1	1
231	мы не знаем	1	1
232	или лучше сказать	1	1
233	но в эту	1	1
234	не менее в	1	1
235	так что в	1	1
236	именно в том	1	1
237	он все же	2	1
238	и то что	3	1
239	но именно в	1	1
240	то что для	1	1
241	иначе обстоит дело	1	1
242	у каждого своя	1	1
243	та или иная	1	1
244	по его мнению	1	1
245	все же остается	1	1
246	с одной стороны	2	1
247	в другом случае	1	1
248	это потому что	1	1
249	но для этого	1	1
250	является одним из	1	1
251	из которых каждый	1	1
252	до конца не	1	1
253	теперь мы должны	1	1
254	самого начала в	1	1
255	были бы в	1	1
256	именно с точки	1	1
257	между собою в	1	1
