N	2gram	Trubetskoy	Poddanst
326	эти черты	2	1
327	и другим	1	1
328	характер этого	1	1
329	относящиеся к	1	1
330	давно уже	1	1
331	тюрков и	1	1
332	представляют собой	1	1
333	ясно что	3	1
334	эти явления	1	1
335	с собой	1	1
336	место в	1	1
337	как и	1	1
338	ибо существование	1	1
339	или иной	2	1
340	многих других	1	1
341	по одному	1	1
342	для каждого	2	1
343	притом в	1	1
344	веры и	1	1
345	одновременно и	2	1
346	в одно	2	1
347	иной раз	2	1
348	именно потому	1	1
349	стремление к	1	1
350	на то	2	1
351	русской интеллигенции	2	1
352	заставить их	1	1
353	ли не	1	1
354	и по	4	1
355	в лесах	1	1
356	к россии	1	1
357	там где	1	1
358	тех пор	2	1
359	или что	1	1
360	духовной и	1	1
361	и только	4	1
362	что именно	2	1
363	друг с	5	1
364	казалось бы	1	1
365	всяком случае	6	1
366	о котором	2	1
367	сравнению с	2	1
368	все существующее	2	1
369	эти последние	1	1
370	на какие	1	1
371	друг друга	1	1
372	и китайского	1	1
373	в себя	1	1
374	для этого	2	1
375	с ее	1	1
376	более как	1	1
377	с другом	5	1
378	пусть эта	1	1
379	на каждом	1	1
380	технических средств	1	1
381	не имеет	5	1
382	за тем	1	1
383	и особенно	2	1
384	одно из	2	1
385	или менее	5	1
386	пути к	2	1
387	а русские	1	1
388	и ее	1	1
389	тем чтобы	5	1
390	что жизнь	1	1
391	русское благочестие	2	1
392	особенно в	2	1
393	богом и	2	1
394	востока и	2	1
395	грань между	2	1
396	совершенно ясно	1	1
397	из этой	2	1
398	в душе	1	1
399	никогда не	5	1
400	соприкасается с	1	1
401	еще не	2	1
402	люди и	1	1
