N	2gram	Potebnia_M	Narrotol
103	в котором	7	7
104	с другой	8	7
105	едва ли	1	7
106	в ее	3	7
107	в чем	6	7
108	в силу	7	7
109	и на	5	7
110	в форме	2	7
111	же в	3	7
112	и состоит	2	7
113	в свою	6	7
114	это не	2	7
115	вслед за	6	7
116	в глазах	3	7
117	или в	4	7
118	в ней	11	7
119	одного из	1	7
120	в целом	5	7
121	все что	4	6
122	в результате	1	6
123	например в	9	6
124	между двумя	5	6
125	сказать что	8	6
126	в нашем	1	6
127	на него	3	6
128	то в	1	6
129	что у	4	6
130	с одной	8	6
131	что и	16	6
132	могло бы	2	6
133	на другой	2	6
134	в детстве	1	6
135	не могла	2	6
136	однако в	1	6
137	таким образом	24	6
138	никак не	3	6
139	к его	2	6
140	в слове	41	6
141	в известном	1	6
142	то и	10	6
143	из этих	10	6
144	в сознании	36	6
145	здесь не	1	6
146	ответ на	3	6
147	о нем	1	6
148	как у	2	6
149	слова в	7	6
150	не по	1	6
151	одной стороны	4	6
152	на то	6	6
153	человеческой жизни	3	5
154	только что	12	5
155	исходя из	1	5
156	не столько	2	5
157	в своих	2	5
158	и даже	3	5
159	и сам	1	5
160	именно в	5	5
161	а именно	1	5
162	мира и	1	5
163	и того	2	5
164	свою очередь	6	5
165	для того	8	5
166	не всегда	5	5
167	в одном	4	5
168	он сам	2	5
169	себя в	1	5
170	из них	11	5
171	к нему	7	5
172	от его	2	5
173	бы и	4	5
174	не было	12	5
175	или не	3	5
176	но для	1	5
177	я не	1	5
178	так сказать	6	5
179	между собой	1	5
180	его жизни	2	5
181	а для	1	5
182	по поводу	8	5
183	и от	5	5
184	было как	1	5
185	и здесь	3	5
186	что это	6	5
187	подобно тому	3	5
188	если не	6	5
189	их в	3	5
190	с ними	6	5
191	о любви	2	5
192	да и	2	5
193	о котором	2	5
194	том как	3	5
195	стало быть	4	5
196	было бы	16	5
197	для нее	1	5
198	и то	13	5
199	свидетельствует о	1	5
200	мы не	17	5
201	на самом	4	5
202	о жизни	1	5
203	в какой	3	5
204	тем более	9	5
205	тому как	6	5
206	в начале	3	5
207	в пределах	1	5
208	и о	6	5
209	место в	4	5
210	как будто	1	5
211	в душе	17	4
212	еще раз	2	4
213	даже в	3	4
214	в виду	1	4
215	по себе	26	4
216	в них	9	4
217	в первом	5	4
218	и с	4	4
219	все его	2	4
220	ведет к	1	4
221	не вполне	1	4
222	когда в	2	4
223	не существует	5	4
224	которой он	1	4
225	сводятся к	2	4
226	хотя бы	3	4
227	только на	4	4
228	но они	1	4
229	и когда	1	4
230	который в	2	4
231	к этому	3	4
232	внутренней речи	1	4
233	начало и	1	4
234	обо мне	1	4
235	представить себе	5	4
236	что они	2	4
237	на том	1	4
238	несмотря на	2	4
239	и притом	3	4
240	не говорит	2	4
241	тому что	6	4
242	в себя	1	4
243	не будет	4	4
244	содержание сознания	1	4
245	и по	5	4
246	и ее	1	4
247	на ее	2	4
248	для себя	3	4
249	о которой	1	4
250	не на	1	4
251	оно не	7	4
252	вместе с	22	4
253	не имеет	10	4
254	которая не	2	4
255	во сне	1	4
256	истории не	1	4
257	могла бы	2	4
258	не могло	3	4
259	в сфере	1	4
260	в поле	1	4
261	мог бы	1	4
262	начиная с	1	4
263	что я	5	4
264	но именно	1	4
265	всяком случае	3	4
266	друг друга	6	4
267	ему в	2	4
268	зависит от	7	4
269	во всяком	4	4
270	для нас	40	4
271	а то	2	4
272	и как	8	4
273	или даже	1	4
274	так в	4	4
275	по своему	2	4
276	это было	3	4
277	не все	5	4
278	в области	3	4
279	человека в	2	4
280	она не	4	4
281	эти два	1	4
282	быть и	1	4
283	что касается	1	4
284	не с	4	4
285	как он	1	4
286	как по	1	4
287	к ней	7	4
288	как мы	8	4
289	что на	3	4
290	не к	4	4
291	на одном	2	3
292	с этой	2	3
293	по мере	12	3
294	в этих	2	3
295	которое по	1	3
296	каждый из	1	3
297	входит в	3	3
298	времени в	1	3
299	к своей	2	3
300	говорить о	6	3
301	точно так	15	3
302	в строгом	1	3
303	так же	6	3
304	к ним	3	3
305	что она	4	3
306	что именно	5	3
307	к ее	1	3
308	и представляет	1	3
309	глядя на	2	3
310	только не	5	3
311	об одном	2	3
312	но еще	1	3
313	с точки	3	3
314	и сама	2	3
315	одно из	6	3
316	в следующем	1	3
317	связи с	6	3
318	но он	3	3
319	не знает	4	3
320	в которой	9	3
321	к чему	2	3
322	что не	12	3
323	из уст	1	3
324	происходит и	1	3
325	в связи	1	3
326	между ними	4	3
327	и это	6	3
328	сих пор	4	3
329	а потом	2	3
330	должен был	2	3
331	могли бы	3	3
332	но как	2	3
333	а с	4	3
334	и что	13	3
335	можно было	1	3
336	иметь в	2	3
337	со словами	1	3
338	первом случае	2	3
339	в первой	1	3
340	бы быть	3	3
341	а как	2	3
342	здесь мы	1	3
343	во время	4	3
344	чем и	1	3
345	в пространстве	1	3
346	до сих	4	3
347	он уже	1	3
348	каким он	1	3
349	по слову	1	3
350	то они	1	3
351	от их	1	3
352	нам в	1	3
353	ни о	3	3
354	с таким	3	3
355	себя с	1	3
356	обращается к	2	3
357	в памяти	4	3
358	на стороне	2	3
359	и т	12	3
360	бы не	6	3
361	зависимости от	1	3
362	в следующей	1	3
363	всей своей	1	3
364	и читатель	1	3
365	еще и	1	3
366	и другая	2	3
367	что мы	16	3
368	как на	6	3
369	быть не	4	3
370	и тогда	4	3
371	тем же	6	3
372	той же	6	3
373	от которой	1	3
374	одной из	3	3
375	всякий раз	1	3
376	на этот	1	3
377	мать и	1	3
378	появляется в	1	3
379	но это	9	3
380	и после	2	3
381	жизни не	3	3
382	собственно говоря	2	3
383	и вот	1	3
384	чем он	1	3
385	участие в	1	3
386	все равно	5	3
387	в виде	3	3
388	а о	1	3
389	этого не	3	3
390	дело в	1	3
391	как она	2	3
392	не подлежит	2	3
393	все эти	1	3
394	со своей	2	3
395	по его	1	3
396	должен быть	1	3
397	особенно в	1	3
398	и потому	9	3
399	только к	1	3
400	а к	4	3
401	а его	1	3
402	его не	2	3
403	связано с	2	3
404	во второй	1	3
405	заключает в	10	3
406	не следует	6	3
407	лишь в	2	3
408	же самое	3	3
409	каждого из	2	3
410	и только	5	3
411	мир не	1	2
412	которая в	1	2
413	есть время	1	2
414	еще более	1	2
415	по выражению	1	2
416	не зависит	1	2
417	какой бы	1	2
418	те же	6	2
419	нее было	1	2
420	которое может	1	2
421	потому не	1	2
422	нас в	3	2
423	случае он	1	2
424	другой стороны	4	2
425	быть может	7	2
426	людей и	2	2
427	в настоящем	1	2
428	границы между	1	2
429	более или	6	2
430	но все	2	2
431	мысль о	12	2
432	в некотором	2	2
433	целый ряд	2	2
434	иначе как	2	2
435	тем что	13	2
436	от всего	4	2
437	принадлежат к	1	2
438	разговоре с	1	2
439	большей или	1	2
440	человека есть	1	2
441	в это	2	2
442	на первый	1	2
443	но несомненно	1	2
444	первый взгляд	1	2
445	было не	1	2
446	было в	6	2
447	и наиболее	1	2
448	в действительности	7	2
449	один и	2	2
450	раз и	1	2
451	и который	1	2
452	как пламя	1	2
453	своей природе	1	2
454	жизнь а	1	2
455	из жизни	1	2
456	чего не	1	2
457	а между	6	2
458	превращается в	3	2
459	принадлежит не	1	2
460	видно что	4	2
461	и еще	1	2
462	его собственной	1	2
463	с другим	2	2
464	с такою	1	2
465	вовсе не	13	2
466	не имел	1	2
467	быть в	1	2
468	но возможно	1	2
469	к которому	1	2
470	слово не	6	2
471	тут же	2	2
472	своем воображении	1	2
473	в системе	2	2
474	так у	2	2
475	бы в	3	2
476	того же	5	2
477	они могут	2	2
478	жизни с	1	2
479	от ее	2	2
480	намек на	1	2
481	того о	1	2
482	себе самом	1	2
483	принадлежит к	1	2
484	в образовании	3	2
485	и мы	3	2
486	и столь	1	2
487	что иное	1	2
488	к одному	7	2
489	похожи на	1	2
490	должно быть	9	2
491	в произведении	4	2
492	время в	3	2
493	личной жизни	1	2
494	происходит это	1	2
495	я как	5	2
496	в человеке	4	2
497	слов в	6	2
498	искать в	1	2
499	о ком	1	2
500	теперь и	2	2
501	отношения между	4	2
502	столько же	2	2
503	сознания не	1	2
504	одним из	3	2
505	быть только	5	2
506	очевидно что	9	2
507	человек и	2	2
508	этом последнем	2	2
509	как говорит	1	2
510	ясно что	1	2
511	думать о	1	2
512	не есть	24	2
513	без которого	2	2
514	в двух	1	2
515	себе и	1	2
516	точек зрения	1	2
517	например как	1	2
518	жизни то	2	2
519	в других	3	2
520	во всех	1	2
521	как было	1	2
522	только от	7	2
523	мы можем	13	2
524	лица и	3	2
525	перехода от	3	2
526	бы она	2	2
527	сами по	3	2
528	по этой	1	2
529	оснований для	1	2
530	так что	14	2
531	нашем сознании	1	2
532	оно и	1	2
533	если же	1	2
534	одно и	7	2
535	хотя в	3	2
536	даже не	2	2
537	в нее	5	2
538	того кто	2	2
539	за нею	1	2
540	т п	7	2
541	его как	3	2
542	могут быть	6	2
543	что может	1	2
544	в зеркале	1	2
545	и есть	4	2
546	все остальное	1	2
547	с которым	3	2
548	в общем	1	2
549	о роли	1	2
550	с языком	3	2
551	я сам	1	2
552	одного и	2	2
553	и сами	2	2
554	а потому	8	2
555	от сознания	3	2
556	та же	3	2
557	кто говорит	1	2
558	если в	2	2
559	должна быть	2	2
560	значении этого	1	2
561	в сущности	3	2
562	давно уже	4	2
563	из которых	1	2
564	может состоять	1	2
565	это их	1	2
566	следует искать	1	2
567	себе не	6	2
568	все то	3	2
569	говорящего и	3	2
570	от своего	2	2
571	о самом	1	2
572	встречаются и	1	2
573	значения и	1	2
574	в процессе	2	2
575	можно назвать	2	2
576	как о	3	2
577	слово но	1	2
578	это время	1	2
579	которые могут	1	2
580	в которых	5	2
581	никто не	5	2
582	так называемая	1	2
583	том смысле	6	2
584	в каком	8	2
585	к другому	3	2
586	не входит	1	2
587	это и	2	2
588	его и	1	2
589	тот кто	1	2
590	бы с	1	2
591	по своим	1	2
592	более чем	2	2
593	внутренняя жизнь	2	2
594	в течение	2	2
595	мог ли	1	2
596	это то	1	2
597	которое не	2	2
598	у меня	2	2
599	слова и	8	2
600	себя не	1	2
601	всего на	1	2
602	первый раз	1	2
603	на основании	1	2
604	как субъекта	1	2
605	что же	3	2
606	переход от	3	2
607	к двум	1	2
608	первобытного человека	1	2
609	и во	1	2
610	в самую	1	2
611	своего я	1	2
612	с нею	5	2
613	именно то	2	2
614	что одно	3	2
615	к миру	1	2
616	он может	2	2
617	похоже было	1	2
618	только потому	8	2
619	из него	4	2
620	значении слова	1	2
621	судя по	3	2
622	в более	4	2
623	после этого	1	2
624	у гоголя	1	2
625	ни с	1	2
626	только по	5	2
627	это был	1	2
628	что с	2	2
629	видя в	1	2
630	все это	4	2
631	со своим	2	2
632	сознания и	2	2
633	а все	1	2
634	в их	2	2
635	слова а	1	2
636	таком случае	2	2
637	как именно	1	2
638	однако не	1	2
639	но с	1	2
640	и более	4	2
641	жизни это	1	2
642	или иначе	1	2
643	на нее	2	2
644	в бытии	1	2
645	указывает на	8	2
646	в ряде	1	2
647	есть в	6	2
648	напротив они	1	2
649	к своему	3	2
650	но уже	2	2
651	в каждой	4	2
652	себе другая	1	2
653	или менее	6	2
654	как все	1	2
655	при виде	1	2
656	и вообще	4	2
657	и другого	2	2
658	как показывает	1	2
659	он говорит	3	2
660	слово это	2	2
661	не могу	1	2
662	субъекта и	1	2
663	ее жизни	1	2
664	мы его	2	2
665	когда он	1	2
666	а по	1	2
667	говоря о	5	2
668	меньшей степени	1	2
669	признать что	2	2
670	на это	4	2
671	отношение к	2	2
672	во многом	3	2
673	не можем	8	2
674	ее из	1	2
675	бытия и	1	2
676	это в	2	2
677	таким же	2	2
678	или точнее	1	2
679	как для	1	2
680	и наконец	3	2
681	и действия	2	2
682	иное как	1	2
683	для другого	1	2
684	однако на	1	2
685	вне сознания	2	2
686	во всем	2	1
687	видели в	1	1
688	мире а	1	1
689	умеет выразить	1	1
690	сходство с	1	1
691	как теперь	2	1
692	которые не	1	1
693	в такое	1	1
694	и люди	1	1
695	того не	1	1
696	случае мы	1	1
697	есть знак	1	1
698	любовь к	1	1
699	связанных между	1	1
700	внутреннее состояние	1	1
701	и откуда	1	1
702	с самим	1	1
703	будет не	2	1
704	в разных	4	1
705	тем как	4	1
706	и стало	2	1
707	в большей	3	1
708	мысли и	8	1
709	его личную	1	1
710	это явление	1	1
711	не как	3	1
712	менее не	1	1
713	так можно	1	1
714	и говорить	2	1
715	что человек	4	1
716	время не	1	1
717	например с	1	1
718	занять место	1	1
719	чем говорить	1	1
720	то не	3	1
721	по способу	1	1
722	ее то	1	1
723	но что	4	1
724	что слово	13	1
725	среди других	1	1
726	целом как	1	1
727	связь с	4	1
728	этим объясняется	1	1
729	предполагает в	2	1
730	из двух	4	1
731	относится и	1	1
732	мы бы	1	1
733	на мир	2	1
734	самом общем	1	1
735	на свою	2	1
736	небо и	1	1
737	слова с	4	1
738	связана с	1	1
739	характер есть	1	1
740	им прежде	1	1
741	или на	2	1
742	к другим	4	1
743	самому и	1	1
744	это невозможно	1	1
745	и должен	1	1
746	в корне	1	1
747	его на	3	1
748	но стоит	1	1
749	приходит в	1	1
750	выразить это	1	1
751	не таким	1	1
752	мысли о	6	1
753	на эту	1	1
754	а над	1	1
755	например что	2	1
756	это бывает	1	1
757	предмета и	2	1
758	отличается от	1	1
759	сознании а	1	1
760	закона и	1	1
761	его признаков	2	1
762	я а	3	1
763	и слово	6	1
764	ко второй	1	1
765	этой стороны	2	1
766	художественное произведение	6	1
767	сравнение со	1	1
768	так например	3	1
769	лица но	1	1
770	не имели	2	1
771	относиться к	2	1
772	для исследования	1	1
773	не удается	1	1
774	себе представить	4	1
775	тем на	1	1
776	себе этого	1	1
777	что подтверждается	1	1
778	с этим	12	1
779	если я	1	1
780	жизнь человека	1	1
781	с точкой	1	1
782	все и	1	1
783	творчества в	1	1
784	ли я	1	1
785	некоторые из	1	1
786	к одной	4	1
787	человеческой мысли	3	1
788	которые мы	3	1
789	самым стало	1	1
790	построены на	1	1
791	что этот	2	1
792	уже до	1	1
793	следовало бы	2	1
794	вопрос о	2	1
795	не другое	1	1
796	нет своего	1	1
797	и мысли	2	1
798	он был	1	1
799	действительности как	1	1
800	говорящего как	1	1
801	говорить не	1	1
802	имеет в	1	1
803	с личной	1	1
804	но эти	1	1
805	что никогда	1	1
806	это очевидно	1	1
807	оно как	1	1
808	во многих	3	1
809	миф о	1	1
810	имея в	1	1
811	действительно так	1	1
812	ему начало	1	1
813	природе как	2	1
814	не имеем	3	1
815	содержание в	3	1
816	в различных	2	1
817	возможен только	1	1
818	сидит в	1	1
819	образом что	2	1
820	внимания к	1	1
821	значительной степени	2	1
822	не что	1	1
823	что ее	1	1
824	этого символического	1	1
825	не я	3	1
826	указания на	2	1
827	в глаза	2	1
828	всего что	1	1
829	второй половины	1	1
830	бы совершенно	1	1
831	мы привыкли	1	1
832	в прошлом	1	1
833	из виду	4	1
834	принадлежащих к	1	1
835	по которой	1	1
836	засыпает не	1	1
837	об отсутствии	1	1
838	например когда	2	1
839	языка как	1	1
840	это так	2	1
841	как я	1	1
842	в одной	1	1
843	что все	5	1
844	не умеет	1	1
845	по одной	1	1
846	и внутренняя	1	1
847	именно с	1	1
848	от другой	2	1
849	на предмет	2	1
850	в противном	1	1
851	от себя	1	1
852	она входит	2	1
853	человеку и	1	1
854	и внешней	1	1
855	что даже	5	1
856	друг с	1	1
857	она уже	1	1
858	и чувства	1	1
859	понятие о	3	1
860	себя что	1	1
861	она есть	2	1
862	но так	3	1
863	действие или	1	1
864	из слова	1	1
865	на свет	1	1
866	кажется уже	1	1
867	смысле как	1	1
868	не то	6	1
869	подлежит сомнению	1	1
870	гораздо более	1	1
871	чем было	1	1
872	бы то	2	1
873	его собственного	1	1
874	есть выражение	3	1
875	слияния с	1	1
876	о влиянии	2	1
877	ограничено только	1	1
878	к воспроизведенному	1	1
879	представляет нам	1	1
880	она и	1	1
881	только а	1	1
882	сказать и	2	1
883	необходимо должно	1	1
884	его самого	1	1
885	о слове	2	1
886	слова является	1	1
887	это будет	1	1
888	как средство	2	1
889	стороны и	1	1
890	не принадлежит	2	1
891	становится для	2	1
892	эту минуту	4	1
893	следует сказать	3	1
894	такая же	2	1
895	в состоянии	5	1
896	мы знаем	1	1
897	смысле в	3	1
898	точкой зрения	1	1
899	если у	1	1
900	для которой	1	1
901	проявляется в	2	1
902	ни было	2	1
903	интереса в	1	1
904	что при	3	1
905	лучше чем	1	1
906	его внутренняя	2	1
907	ей не	1	1
908	его восприятием	1	1
909	это верно	1	1
910	xix века	1	1
911	с другими	9	1
912	прежде в	1	1
913	не от	3	1
914	своей точки	1	1
915	даже на	1	1
916	стремится к	3	1
917	в воспоминании	4	1
918	наше внимание	1	1
919	по содержанию	2	1
920	не годится	1	1
921	внешнее по	1	1
922	что между	2	1
923	внешнего мира	1	1
924	его в	6	1
925	признаков а	1	1
926	не была	1	1
927	и восприятие	1	1
928	ни в	2	1
929	как же	1	1
930	было ее	1	1
931	на разных	2	1
932	состояние в	1	1
933	и говорит	1	1
934	получает возможность	2	1
935	отделаться от	2	1
936	в образ	1	1
937	и чисто	1	1
938	цели по	1	1
939	тех же	1	1
940	говоря словами	2	1
941	слов с	1	1
942	я или	1	1
943	здесь же	1	1
944	взгляду который	1	1
945	думая о	2	1
946	всем моим	1	1
947	между этими	1	1
948	в последних	1	1
949	с одним	3	1
950	не остается	1	1
951	и по-видимому	1	1
952	большею частью	2	1
953	его душе	1	1
954	и само	1	1
955	эти три	1	1
956	встречается в	1	1
957	время как	3	1
958	степени это	1	1
959	хотя не	1	1
960	со множеством	1	1
961	большинстве случаев	2	1
962	последних словах	1	1
963	глаза что	1	1
964	в живой	3	1
965	того и	2	1
966	зрения и	2	1
967	слова до	1	1
968	лишь для	1	1
969	же касается	1	1
970	что только	7	1
971	что происходит	1	1
972	а только	7	1
973	из одного	3	1
974	имеют для	1	1
975	всего предшествующего	1	1
976	предполагаем в	4	1
977	зависимое от	1	1
978	не нужно	1	1
979	мира все	1	1
980	полагает что	1	1
981	и понимание	1	1
982	всю ее	1	1
983	они становятся	1	1
984	чтобы понять	1	1
985	отразилось в	1	1
986	нас есть	1	1
987	я был	1	1
988	на которую	2	1
989	рождается в	1	1
990	слово есть	12	1
991	для его	1	1
992	и быть	3	1
993	как непосредственное	1	1
994	для развития	3	1
995	не означает	1	1
996	к слову	3	1
997	предполагает что	4	1
998	о предмете	2	1
999	как субъект	2	1
1000	действие которое	1	1
1001	мы уже	5	1
1002	него есть	1	1
1003	которой и	1	1
1004	нашего сознания	1	1
1005	другом и	1	1
1006	на котором	4	1
1007	я оно	1	1
1008	же радостным	1	1
1009	связь и	2	1
1010	мертвых душах	1	1
1011	то ни	1	1
1012	совсем не	2	1
1013	мы всегда	1	1
1014	эти слова	2	1
1015	предмет внутреннего	1	1
1016	не один	2	1
1017	своей субъективности	1	1
1018	происходит тогда	1	1
1019	отношение между	1	1
1020	и прочно	1	1
1021	или же	8	1
1022	именно что	1	1
1023	если б	9	1
1024	как сам	1	1
1025	о пользе	1	1
1026	словами но	1	1
1027	к такой	1	1
1028	из мира	1	1
1029	что эта	3	1
1030	и та	5	1
1031	время когда	3	1
1032	начинается с	1	1
1033	и тот	5	1
1034	за пределы	2	1
1035	тем и	5	1
1036	никаких оснований	1	1
1037	не представляется	1	1
1038	этом смысле	2	1
1039	причина этого	1	1
1040	значения в	1	1
1041	мира что	1	1
1042	то или	2	1
1043	как один	1	1
1044	в которое	1	1
1045	в самой	1	1
1046	всех предшествующих	1	1
1047	которого в	3	1
1048	требует чтобы	2	1
1049	или наконец	1	1
1050	неразрывно связано	1	1
1051	значение и	1	1
1052	а тем	3	1
1053	не само	1	1
1054	или меньшей	1	1
1055	из нее	2	1
1056	целом и	1	1
1057	к первому	2	1
1058	способно иметь	1	1
1059	себе невозможно	1	1
1060	природы и	2	1
1061	на который	2	1
1062	всегда имеет	1	1
1063	что для	5	1
1064	в толпе	1	1
1065	и характеры	1	1
1066	и каждый	1	1
1067	его личности	1	1
1068	ощутимым для	1	1
1069	которое мы	2	1
1070	них не	4	1
1071	имя и	1	1
1072	самому себе	1	1
1073	с чем	3	1
1074	весь язык	1	1
1075	теми же	1	1
1076	которая на	1	1
1077	в человеческой	3	1
1078	с положением	1	1
1079	мы сосредоточились	1	1
1080	словами а	1	1
1081	если они	1	1
1082	и языка	1	1
1083	бы эти	1	1
1084	бы ни	6	1
1085	следует заметить	1	1
1086	его к	2	1
1087	там где	6	1
1088	с с	1	1
1089	нам только	1	1
1090	так или	2	1
1091	иначе не	1	1
1092	с естественным	1	1
1093	чтобы не	1	1
1094	в один	4	1
1095	прежде чем	2	1
1096	как знак	2	1
1097	и нельзя	1	1
1098	если это	1	1
1099	понять что	1	1
1100	той степени	1	1
1101	многие другие	3	1
1102	мы видели	5	1
1103	почему он	2	1
1104	это внутреннее	1	1
1105	на жизнь	1	1
1106	было на	1	1
1107	то время	7	1
1108	образом и	3	1
1109	скоро и	1	1
1110	смысла а	2	1
1111	на чем	3	1
1112	за ним	4	1
1113	мере того	8	1
1114	в последнем	4	1
1115	жизни без	1	1
1116	как с	1	1
1117	них в	2	1
1118	речи но	1	1
1119	как содержание	1	1
1120	представляется возможным	1	1
1121	с и	3	1
1122	другой а	1	1
1123	следует ли	1	1
1124	был бы	2	1
1125	с такой	1	1
1126	из таких	1	1
1127	оно было	1	1
1128	в противоречие	1	1
1129	говорит нам	2	1
1130	лично для	1	1
1131	сложное и	2	1
1132	была бы	5	1
1133	ее другому	1	1
1134	говорит и	1	1
1135	в свое	2	1
1136	из средств	1	1
1137	и счастья	1	1
1138	со второй	1	1
1139	и внешнюю	1	1
1140	с тем	9	1
1141	сам по	9	1
1142	в другой	3	1
1143	нашего времени	2	1
1144	этот не	1	1
1145	зависит не	1	1
1146	из того	2	1
1147	все свое	1	1
1148	когда его	1	1
1149	знаков в	1	1
1150	него теперь	1	1
1151	которые предполагаются	1	1
1152	на читателя	1	1
1153	и вполне	2	1
1154	мере и	1	1
1155	не могут	7	1
1156	в приведенном	3	1
1157	будто и	1	1
1158	порядок и	1	1
1159	из сказанного	3	1
1160	сказать с	1	1
1161	привиделось и	1	1
1162	не более	1	1
1163	до этого	2	1
1164	именно оно	1	1
1165	строгом смысле	2	1
1166	простым и	1	1
1167	эти свойства	1	1
1168	по преимуществу	1	1
1169	лишь изредка	1	1
1170	в большинстве	2	1
1171	развития в	2	1
1172	одно слово	6	1
1173	наблюдению и	1	1
1174	же слово	2	1
1175	сознанию по	1	1
1176	живой речи	3	1
1177	отношения к	2	1
1178	к которым	2	1
1179	какое мы	1	1
1180	пор еще	1	1
1181	отдельного человека	1	1
1182	его сознании	1	1
1183	анализа в	1	1
1184	звуки музыки	1	1
1185	себя и	4	1
1186	о единстве	3	1
1187	же мало	2	1
1188	связаны между	1	1
1189	которого не	2	1
1190	эта последняя	4	1
1191	друг от	2	1
1192	суждений о	1	1
1193	слове и	6	1
1194	что вообще	3	1
1195	словами и	1	1
1196	по крайней	8	1
1197	не привиделось	1	1
1198	чтобы привести	1	1
1199	который и	1	1
1200	но оно	6	1
1201	только одно	1	1
1202	бросается в	1	1
1203	свое я	1	1
1204	именно тем	1	1
1205	чем же	1	1
1206	нее то	1	1
1207	здесь может	1	1
1208	слова которое	1	1
1209	не видеть	2	1
1210	вытекает из	2	1
1211	есть от	2	1
1212	вполне подтверждает	1	1
1213	его слово	1	1
1214	языка и	5	1
1215	далее и	2	1
1216	их самих	1	1
1217	их друг	1	1
1218	и видит	2	1
1219	смерти и	1	1
1220	оба эти	2	1
1221	была такая	1	1
1222	от понимания	1	1
1223	относится к	6	1
1224	не должно	1	1
1225	на основе	1	1
1226	фактов не	1	1
1227	это только	2	1
1228	человечества то	1	1
1229	каждый в	1	1
1230	из его	1	1
1231	он относится	1	1
1232	в непосредственном	1	1
1233	фраза из	1	1
1234	с которой	2	1
1235	без чего	1	1
1236	и теперь	6	1
1237	что если	5	1
1238	каждой из	3	1
1239	именно на	2	1
1240	для меня	5	1
1241	то все	1	1
1242	отношении к	3	1
1243	впрочем и	2	1
1244	он как	2	1
1245	о далеком	1	1
1246	внимания на	1	1
1247	узком значении	1	1
1248	и до	2	1
1249	есть имя	1	1
1250	взгляда на	1	1
1251	одна и	2	1
1252	у человека	1	1
1253	чем не	1	1
1254	теперь не	2	1
1255	все случайное	1	1
1256	он есть	1	1
1257	еще один	1	1
1258	и наоборот	5	1
1259	еще слишком	1	1
1260	правда мы	1	1
1261	не умер	1	1
1262	другого в	2	1
1263	образом не	1	1
1264	каком она	1	1
1265	известной степени	1	1
1266	чем с	1	1
1267	а слово	3	1
1268	на более	2	1
1269	но мы	3	1
1270	человек при	1	1
1271	между людьми	2	1
1272	что здесь	1	1
1273	заметить что	7	1
1274	нет и	2	1
1275	легче чем	1	1
1276	во-вторых каждое	1	1
1277	при котором	2	1
1278	не за	1	1
1279	схемы не	1	1
1280	произведения и	1	1
1281	какой она	1	1
1282	в образе	4	1
1283	много лет	1	1
1284	личности к	1	1
1285	человечества и	1	1
1286	нам и	1	1
1287	не знаем	5	1
1288	лишится своего	1	1
1289	то она	1	1
1290	в ряд	1	1
1291	переход к	1	1
1292	этого слова	14	1
1293	они еще	1	1
1294	деле в	2	1
1295	со словом	6	1
1296	к новой	1	1
1297	сомнению и	1	1
1298	т д	5	1
1299	не видит	1	1
1300	такое содержание	1	1
1301	главным образом	1	1
1302	у них	1	1
1303	состояние не	1	1
1304	событием и	1	1
1305	не из	4	1
1306	читателя или	1	1
1307	мы еще	1	1
1308	если только	1	1
1309	мысли с	1	1
1310	только о	2	1
1311	тот же	2	1
1312	слова от	3	1
