N	3gram	Potebnia_M	Marksizm
230	то есть в	1	1
231	эта последняя в	1	1
232	то все же	1	1
233	если бы слово	2	1
234	но именно эти	1	1
235	большей или меньшей	1	1
236	вместе с тем	5	1
237	перехода от одного	1	1
238	слове и в	1	1
239	строгом смысле этого	1	1
240	друг друга не	1	1
241	равно как и	2	1
242	мере приближения к	1	1
243	а если и	1	1
244	тем что в	1	1
245	прежде всего на	1	1
246	а вместе с	1	1
247	и следовательно к	1	1
248	что иное как	1	1
249	в живой речи	3	1
250	том что слово	1	1
251	на него как	1	1
252	а не как	2	1
253	с одним из	1	1
254	что оно существует	1	1
255	различие в степенях	1	1
256	здесь как и	1	1
257	каждый из этих	1	1
258	что же касается	1	1
259	значение не есть	1	1
260	то что в	2	1
261	для сознания говорящего	1	1
262	еще только в	1	1
263	не столько выражение	1	1
264	несколько слов об	2	1
265	притом так что	1	1
266	конечно не в	1	1
267	для себя и	1	1
268	именно то что	2	1
269	в слове как	1	1
270	непосредственно примыкает к	2	1
271	в то время	7	1
272	или как говорит	1	1
273	в себе не	2	1
274	второй половины xix	1	1
275	с такою же	1	1
276	отношению к нему	1	1
277	в большей или	1	1
278	но что же	1	1
279	не может стать	2	1
280	не говоря уже	1	1
281	в сознание или	1	1
282	не что иное	1	1
283	и быть не	1	1
284	и в разных	1	1
285	его жизни и	1	1
286	дело в том	1	1
287	с другом и	1	1
288	он ни был	1	1
289	может быть объяснено	1	1
290	подобно тому как	3	1
291	внешним миром но	1	1
292	будет никаких оснований	1	1
293	таким образом как	1	1
294	от этого не	1	1
295	и не менее	1	1
296	не менее совершенно	1	1
297	отношению к ним	1	1
298	как бы ни	4	1
299	было в нашем	1	1
300	не сам по	1	1
301	понятно что в	1	1
302	в других языках	1	1
303	но тем не	4	1
304	иначе и быть	1	1
305	этого слова и	2	1
306	и в свою	1	1
307	таких слов как	1	1
308	не зависит от	1	1
309	и что в	1	1
310	так и из	1	1
311	тогда когда он	1	1
312	в таком виде	1	1
313	всего того что	1	1
314	на первых порах	2	1
315	и в ее	1	1
316	притом не только	1	1
317	место в единстве	1	1
318	во всем этом	1	1
319	бы оно ни	1	1
320	нам кажется что	3	1
321	влечет за собою	1	1
322	отчет в том	1	1
323	слова если бы	1	1
324	еще не умеет	1	1
325	после того как	2	1
326	мы не можем	5	1
327	но не только	1	1
328	мы уже сказали	1	1
