N	2gram	Medvedev_V	Myslijsy
480	не дает	1	4
481	ту же	2	4
482	не один	1	4
483	явления в	2	4
484	образ как	1	4
485	кажется что	1	4
486	иметь в	2	4
487	он в	2	4
488	в поэзии	1	4
489	что без	3	4
490	как деятельность	2	4
491	чтобы не	2	4
492	взгляд на	1	4
493	относятся к	1	4
494	не ограничивается	1	4
495	ни в	1	4
496	так или	1	4
497	этой точки	2	4
498	и так	1	4
499	что конечно	1	4
500	все они	2	4
501	более чем	1	4
502	в понятие	1	4
503	образа в	2	4
504	начиная с	2	4
505	произведения и	7	4
506	он может	2	4
507	что во	1	4
508	только о	2	4
509	образы и	5	4
510	он должен	1	4
511	и многие	1	4
512	смысле что	1	4
513	многих других	1	4
514	данном случае	1	4
515	по этому	10	4
516	этом отношении	14	4
517	что так	2	4
518	в науке	2	4
519	со своим	3	4
520	между этими	1	4
521	как нечто	1	4
522	но с	2	4
523	что будет	1	4
524	в ту	1	4
525	или даже	1	4
526	противном случае	2	4
527	по своему	1	4
528	остановимся на	2	4
529	бы совершенно	1	4
530	перейти к	1	4
531	он говорит	5	4
532	почти то	1	4
533	но она	1	4
534	есть и	1	4
535	явлений в	1	4
536	стороны и	2	4
537	только то	2	4
538	собственно говоря	1	4
539	имеет свою	3	4
540	без нее	1	4
541	произведения не	2	4
542	и значения	1	4
543	в сложном	1	3
544	каждой из	2	3
545	мы и	1	3
546	говоря уже	1	3
547	этого в	1	3
548	к этой	1	3
549	всего человека	1	3
550	дело с	1	3
551	это значит	1	3
552	кроме того	1	3
553	в результате	5	3
554	в различных	2	3
555	именно эти	1	3
556	одной из	2	3
557	на свою	1	3
558	которое не	1	3
559	на одном	1	3
560	также что	2	3
561	отражается в	1	3
562	на природу	1	3
563	ответить на	1	3
564	что этот	1	3
565	себе все	1	3
566	применении к	1	3
567	служит для	1	3
568	образа есть	1	3
569	которая не	2	3
570	искусства и	2	3
571	уже о	1	3
572	могут не	2	3
573	если так	1	3
574	уже есть	1	3
575	так то	1	3
576	быть в	1	3
577	он сам	2	3
578	нам остается	2	3
579	к этим	2	3
580	к ее	1	3
581	ними в	1	3
582	в большей	2	3
583	подлежит сомнению	1	3
584	которые в	2	3
585	и весь	2	3
586	или наоборот	1	3
587	от его	2	3
588	его самого	1	3
589	об одном	1	3
590	есть одно	1	3
591	мы знаем	3	3
592	его значения	1	3
593	может иметь	1	3
594	содержания в	1	3
595	природу и	1	3
596	эти образы	1	3
597	но для	2	3
598	что совокупность	1	3
599	с которой	1	3
600	большею частью	1	3
601	художественном произведении	4	3
602	себе и	2	3
603	действительности и	7	3
604	вопрос что	1	3
605	чтобы понять	1	3
606	что нет	2	3
607	то уже	1	3
608	как это	12	3
609	что эта	1	3
610	в форме	3	3
611	даже не	2	3
612	например не	2	3
613	и др	10	3
614	всех сторон	1	3
615	не значит	1	3
616	в общем	2	3
617	значит что	2	3
618	и ее	4	3
619	не нашел	1	3
620	значения и	1	3
621	видно из	3	3
622	и из	1	3
623	одном и	2	3
624	утверждает что	3	3
625	невозможно и	1	3
626	что способность	1	3
627	для них	2	3
628	их и	4	3
629	частью в	1	3
630	развития в	1	3
631	из тех	1	3
632	к таким	1	3
633	эти явления	2	3
634	как о	3	3
635	человека а	1	3
636	образом можно	1	3
637	в известном	1	3
638	слова к	1	3
639	разница в	1	3
640	а если	1	3
641	бы с	1	3
642	со всех	1	3
643	это то	1	3
644	и поэтому	1	3
645	это только	4	3
646	одного лица	1	3
647	свойств и	1	3
648	что многие	2	3
649	мы хотим	1	3
650	весь процесс	1	3
651	идеи в	2	3
652	и связанное	1	3
653	деле в	1	3
654	здесь не	1	3
655	жизни не	1	3
656	впечатления не	1	3
657	и том	2	3
658	самое понятие	1	3
659	и наконец	2	3
660	содержания а	1	3
661	после этого	2	3
662	ни с	2	3
663	ее в	4	3
664	без них	2	3
665	о значении	1	3
666	видеть в	3	3
667	образ а	1	3
668	и всегда	1	3
669	из своих	2	3
670	и непосредственно	2	3
671	или иначе	1	3
672	в другую	3	3
673	ему самому	1	3
674	художника и	8	3
675	идеи и	6	3
676	должен быть	4	3
677	единство и	1	3
678	своих слов	1	3
679	еще до	1	3
680	это в	1	3
681	случае если	1	3
682	в самых	2	3
683	в теории	1	3
684	свою историю	1	3
685	пор не	1	3
686	потому же	1	3
687	в нашей	4	3
688	этого образа	1	3
689	или как	1	3
690	признать что	1	3
691	в чувственном	1	3
692	связи между	1	3
693	в известной	2	3
694	происходит в	1	3
695	как будто	1	3
696	по законам	1	3
697	для этого	1	3
698	которой мы	1	3
699	является в	1	2
700	могут иметь	1	2
701	ничего и	1	2
702	еще раз	1	2
703	можно говорить	1	2
704	таковы например	1	2
705	такая форма	1	2
706	или только	1	2
707	познания и	4	2
708	значение для	1	2
709	и имеет	1	2
710	этой способности	1	2
711	к более	1	2
712	под ним	1	2
713	следует что	2	2
714	может служить	1	2
715	по выражению	1	2
716	его от	2	2
717	же оно	1	2
718	сознание с	1	2
719	с действительностью	1	2
720	этим путем	1	2
721	а во-вторых	2	2
722	ни одна	2	2
723	и сам	2	2
724	вообще но	1	2
725	по одному	2	2
726	как форма	1	2
727	каждом отдельном	2	2
728	если он	1	2
729	мы получаем	1	2
730	стороны в	2	2
731	приходит в	1	2
732	роль в	4	2
733	отличается от	2	2
734	к чувственному	1	2
735	воспринимается им	1	2
736	для их	1	2
737	а а	1	2
738	жизни к	1	2
739	освобождается от	1	2
740	понятно что	2	2
741	доходят до	1	2
742	духовной жизни	1	2
743	в противоположность	3	2
744	им самим	1	2
745	как совокупность	1	2
746	сознания в	1	2
747	и трудно	3	2
748	всего остального	1	2
749	не об	2	2
750	без этого	1	2
751	из каких-либо	1	2
752	в глаза	1	2
753	и формы	2	2
754	и еще	1	2
755	я с	1	2
756	по которой	1	2
757	затем в	1	2
758	следующим образом	4	2
759	на другом	1	2
760	это что	1	2
761	который в	2	2
762	имели бы	1	2
763	в системе	2	2
764	и искусство	1	2
765	говорит следующее	4	2
766	того чего	1	2
767	ли эта	1	2
768	своего развития	1	2
769	может обойтись	1	2
770	и впечатления	2	2
771	ее и	1	2
772	не всякому	1	2
773	без понятия	1	2
774	данного содержания	1	2
775	от общего	1	2
776	это обстоятельство	1	2
777	значит не	1	2
778	творческую деятельность	1	2
779	лежит в	1	2
780	тому же	1	2
781	по частям	1	2
782	же как	2	2
783	всем своем	1	2
784	например как	2	2
785	и отдельные	2	2
786	с к	1	2
787	следует однако	1	2
788	к истине	1	2
789	необходимое условие	1	2
790	вообще в	1	2
791	что сущность	1	2
792	в устах	1	2
793	и образа	1	2
794	не составляет	1	2
795	не выражается	1	2
796	близко к	1	2
797	с образами	1	2
798	из мира	1	2
799	имеем дело	1	2
800	и миром	1	2
801	бы уже	1	2
802	деятельность в	1	2
803	обособление и	1	2
804	то или	1	2
805	они могут	1	2
806	целом и	1	2
807	и ряд	1	2
808	их к	1	2
809	о его	2	2
810	обратимся к	1	2
811	художественные произведения	1	2
812	сомнения в	1	2
813	и насколько	1	2
814	с ее	1	2
815	всех этих	3	2
816	превращаются в	1	2
817	или слов	1	2
818	что этим	1	2
819	им как	2	2
820	из которых	2	2
821	переходит в	1	2
822	и практики	1	2
823	в логике	1	2
824	начинается с	2	2
825	что должно	1	2
826	наблюдений над	1	2
827	это положение	1	2
828	состоит из	1	2
829	нет ни	2	2
830	деятельность и	1	2
831	никем не	1	2
832	зависимости от	5	2
833	дальше и	1	2
834	во сне	21	2
835	похожи на	1	2
836	это самое	1	2
837	художественный образ	5	2
838	это и	6	2
839	ни к	1	2
840	его и	1	2
841	не видеть	1	2
842	уже из	1	2
843	быть при	1	2
844	его частей	1	2
845	образа до	1	2
846	что самое	1	2
847	живым и	1	2
848	художественных произведений	1	2
849	из его	4	2
850	ими в	1	2
851	которые должны	1	2
852	не будем	1	2
853	не дело	1	2
854	целый ряд	1	2
855	знаем что	2	2
856	себя от	1	2
857	каждый из	1	2
858	не представляет	1	2
859	исходя из	1	2
860	вне его	2	2
861	образом уже	1	2
862	имеем в	1	2
863	без участия	1	2
864	есть его	1	2
865	нет и	3	2
866	в сфере	2	2
867	другое более	1	2
868	общее и	1	2
869	процессов в	1	2
870	только с	2	2
871	еще дальше	1	2
872	силу того	1	2
873	в систему	1	2
874	действительности не	1	2
875	и следует	1	2
876	к лицу	1	2
877	в прямом	1	2
878	разума и	3	2
879	этот процесс	3	2
880	при всей	2	2
881	из основных	2	2
882	еще и	2	2
883	не для	1	2
884	или с	1	2
885	к его	2	2
886	наблюдения над	1	2
887	о нем	1	2
888	как у	2	2
889	же не	1	2
890	в движение	1	2
891	может только	1	2
892	по словам	8	2
893	лицом к	1	2
894	формы и	2	2
895	говорим о	1	2
896	даже на	1	2
897	художественного образа	1	2
898	с теми	1	2
899	этого развития	1	2
900	впасть в	1	2
901	если они	2	2
902	мнение что	1	2
903	не создает	1	2
904	тех же	1	2
905	очень важную	1	2
906	чувства которые	1	2
907	оно может	1	2
908	и эти	1	2
909	к их	1	2
910	при посредстве	1	2
911	здесь можно	1	2
912	остаются вне	1	2
913	образ то	1	2
914	дело не	1	2
915	связано с	1	2
916	быть и	1	2
917	эти формы	1	2
918	от всех	1	2
919	когда он	4	2
920	бы например	1	2
921	во времени	1	2
922	что из	1	2
923	этому в	1	2
924	вводить в	1	2
925	образом даже	2	2
926	каждого из	1	2
927	в математике	1	2
928	бы он	1	2
929	даже для	1	2
930	эту мысль	1	2
931	образов и	4	2
932	деятельности человеческого	1	2
933	носит в	2	2
934	чего бы	2	2
935	или точнее	1	2
936	мы наблюдаем	2	1
937	творчестве и	1	1
938	нашего познания	2	1
939	это на	1	1
940	от разума	2	1
941	что один	1	1
942	степень его	1	1
943	к действительности	1	1
944	в особенности	2	1
945	и другие	1	1
946	а другие	1	1
947	труд и	1	1
948	более высокой	1	1
949	говорил а	1	1
950	образов в	2	1
951	зрения на	1	1
952	вещи в	1	1
953	на эти	2	1
954	со всем	1	1
955	ней не	1	1
956	можно и	1	1
957	роль и	1	1
958	рассказ о	1	1
959	творчества в	8	1
960	как много	1	1
961	звуков но	1	1
962	то следует	1	1
963	теперь можно	1	1
964	следует ли	1	1
965	решение этой	1	1
966	об искусстве	1	1
967	этом заключается	1	1
968	деятельности но	1	1
969	какова же	1	1
970	следует иметь	2	1
971	с которого	1	1
972	роль играют	1	1
973	отсюда как	1	1
974	его личную	1	1
975	видим ничего	1	1
976	него в	3	1
977	науке и	1	1
978	отсутствие единства	1	1
979	более легким	1	1
980	исторического романа	1	1
981	в действие	1	1
982	случае он	1	1
983	свобода есть	1	1
984	раскрывается в	1	1
985	как замысел	1	1
986	не создало	1	1
987	как если	1	1
988	отдельных актов	1	1
989	у пушкина	2	1
990	к так	1	1
991	как было	1	1
992	и самые	1	1
993	которые свойственны	1	1
994	в духе	1	1
995	быть признана	1	1
996	или вообще	1	1
997	е не	1	1
998	по их	1	1
999	течение представлений	1	1
1000	уже как	1	1
1001	нужно найти	1	1
1002	этого выражения	1	1
1003	собою явления	1	1
1004	словесного выражения	2	1
1005	и субъективное	1	1
1006	изобретения и	1	1
1007	ему следует	1	1
1008	бы все	1	1
1009	память рассудок	1	1
1010	места и	1	1
1011	она представляется	1	1
1012	только через	1	1
1013	только различные	1	1
1014	к простым	1	1
1015	в художественном	10	1
1016	большей или	3	1
1017	от первоначального	1	1
1018	их отношение	1	1
1019	целым рядом	1	1
1020	он вполне	1	1
1021	речь идет	1	1
1022	не его	1	1
1023	в письме	16	1
1024	др и	1	1
1025	казалось бы	1	1
1026	обыденной жизни	1	1
1027	образы из	1	1
1028	не столь	3	1
1029	нас этот	1	1
1030	деятельность человека	1	1
1031	или ее	1	1
1032	хотя может	1	1
1033	собою не	1	1
1034	воображении и	1	1
1035	и называют	1	1
1036	них общее	1	1
1037	это с	1	1
1038	некоторые из	3	1
1039	достаточным основанием	1	1
1040	даже во	1	1
1041	то воспоминание	1	1
1042	которой он	1	1
1043	он был	1	1
1044	силы и	1	1
1045	прав ли	2	1
1046	который понимая	1	1
1047	сознание это	1	1
1048	действительности как	1	1
1049	мыслящий человек	1	1
1050	говорить не	3	1
1051	в творчестве	3	1
1052	в понимании	1	1
1053	в нескольких	1	1
1054	взглядах на	1	1
1055	процесс в	1	1
1056	и прочих	1	1
1057	это его	1	1
1058	сложности и	1	1
1059	но то	2	1
1060	вот почему	5	1
1061	лицо в	1	1
1062	деятельности а	1	1
1063	может вызвать	1	1
1064	субъекта если	1	1
1065	наблюдения и	3	1
1066	произведения но	1	1
1067	чувственное представление	1	1
1068	приходит к	1	1
1069	говорит что	1	1
1070	несколько примеров	2	1
1071	задачи и	1	1
1072	то как	1	1
1073	и психологии	1	1
1074	например говорит	1	1
1075	нет противоречия	1	1
1076	и музыке	1	1
1077	в чистом	1	1
1078	события и	1	1
1079	всего этого	1	1
1080	право говорить	1	1
1081	но ни	1	1
1082	об отсутствии	1	1
1083	же так	1	1
1084	чувств в	1	1
1085	необходимо сделать	1	1
1086	в представления	1	1
1087	чувственном восприятии	1	1
1088	для проявления	2	1
1089	ее как	2	1
1090	сущности и	1	1
1091	направленных к	1	1
1092	самые явления	1	1
1093	к двум	1	1
1094	без того	1	1
1095	так не	1	1
1096	чего он	1	1
1097	природы не	1	1
1098	связи со	1	1
1099	человека вообще	1	1
1100	себя до	1	1
1101	и счастья	1	1
1102	стороне вопрос	1	1
1103	как общая	1	1
1104	который у	1	1
1105	свое воплощение	1	1
1106	мере для	1	1
1107	благодаря чему	1	1
1108	д само	1	1
1109	и оригинальность	1	1
1110	дает возможность	1	1
1111	в заключение	1	1
1112	имеет ничего	1	1
1113	восприятии и	1	1
1114	то например	1	1
1115	явления подлежащие	1	1
1116	действительность художник	1	1
1117	его собственного	1	1
1118	еще одну	1	1
1119	и он	3	1
1120	и мир	3	1
1121	мышления и	1	1
1122	что наконец	1	1
1123	из следующих	1	1
1124	поэтому в	1	1
1125	в явлениях	1	1
1126	еще больше	1	1
1127	через это	2	1
1128	его себе	1	1
1129	для определения	1	1
1130	к музыке	1	1
1131	отличия от	2	1
1132	душевных сил	1	1
1133	как показывает	1	1
1134	аналогии с	1	1
1135	в качестве	12	1
1136	и через	2	1
1137	благоприятных условиях	1	1
1138	они в	1	1
1139	свойственна не	1	1
1140	философской системы	1	1
1141	этими двумя	1	1
1142	как можно	1	1
1143	следующее как	1	1
1144	ограничивает и	1	1
1145	области не	1	1
1146	теории о	1	1
1147	в зависимости	6	1
1148	во всей	2	1
1149	явление вполне	1	1
1150	в несколько	1	1
1151	не о	2	1
1152	течение многих	1	1
1153	общие идеи	1	1
1154	из приведенных	3	1
1155	трудно отличить	1	1
1156	наконец в-третьих	1	1
1157	будто бы	2	1
1158	и чисто	1	1
1159	по аналогии	1	1
1160	на себя	1	1
1161	и познания	2	1
1162	самой природы	1	1
1163	связанными с	1	1
1164	быть достигнуто	1	1
1165	в последних	1	1
1166	которой было	1	1
1167	теми или	1	1
1168	значительное число	2	1
1169	хотим сказать	1	1
1170	исторического развития	1	1
1171	но ведь	1	1
1172	творческой деятельности	8	1
1173	и иметь	1	1
1174	следует понимать	5	1
1175	же при	1	1
1176	то прежде	1	1
1177	мыслит и	1	1
1178	при желании	1	1
1179	долго и	1	1
1180	не означает	1	1
1181	силу чего	2	1
1182	и характер	1	1
1183	бытие как	1	1
1184	между собой	1	1
1185	образом это	1	1
1186	что чувственное	1	1
1187	его значение	1	1
1188	хотя оно	1	1
1189	что их	1	1
1190	ним или	1	1
1191	нельзя не	1	1
1192	а для	2	1
1193	не был	1	1
1194	из другого	1	1
1195	той или	1	1
1196	понятий и	1	1
1197	и отсюда	1	1
1198	необходимость в	2	1
1199	сознания или	1	1
1200	из ничего	2	1
1201	находит свое	1	1
1202	для его	4	1
1203	мой взгляд	1	1
1204	сознания а	1	1
1205	сложного процесса	1	1
1206	звуковая форма	1	1
1207	но между	1	1
1208	в нечто	1	1
1209	а одним	1	1
1210	же процесс	2	1
1211	говоря только	1	1
1212	с новыми	1	1
1213	и речи	1	1
1214	при отсутствии	1	1
1215	сливается в	1	1
1216	условие художественной	1	1
1217	первого акта	1	1
1218	философом в	1	1
1219	всех других	3	1
1220	одни только	1	1
1221	поэтом в	1	1
1222	это описание	1	1
1223	др в	3	1
1224	где же	1	1
1225	сомнению что	1	1
1226	а мысль	1	1
1227	видим у	1	1
1228	всего следует	1	1
1229	до искусства	1	1
1230	как один	1	1
1231	к каждому	1	1
1232	и ребенка	1	1
1233	и главным	2	1
1234	другое если	1	1
1235	у поэтов	1	1
1236	или меньшей	3	1
1237	не механическое	1	1
1238	сходные с	1	1
1239	степени сложности	1	1
1240	этот процесс?	1	1
1241	мыслей но	1	1
1242	только материал	1	1
1243	и мысль	1	1
1244	и никогда	2	1
1245	образом потому	1	1
1246	это правило	1	1
1247	особенностей и	1	1
1248	законов и	1	1
1249	однако от	1	1
1250	вот несколько	1	1
1251	пушкина в	1	1
1252	тем легче	1	1
1253	что характер	1	1
1254	стоит только	1	1
1255	значит только	1	1
1256	роль играет	1	1
1257	показывают что	5	1
1258	отдельные образы	2	1
1259	этих и	3	1
1260	чаще всего	1	1
1261	во-вторых не	1	1
1262	о роли	1	1
1263	произведения без	1	1
1264	радости и	1	1
1265	говорит так	1	1
1266	меньшей степени	2	1
1267	в определенные	1	1
1268	произведение становится	1	1
1269	можно указать	2	1
1270	взят из	1	1
1271	искусства в	1	1
1272	не отличается	1	1
1273	указано выше	1	1
1274	эта сложность	1	1
1275	для многих	2	1
1276	к сожалению	2	1
1277	говорит но	1	1
1278	утверждать что	5	1
1279	и этот	2	1
1280	они и	2	1
1281	от жизни	1	1
1282	смотреть на	1	1
1283	сознании а	1	1
1284	и свою	1	1
1285	человека таким	1	1
1286	своего собственного	1	1
1287	время сна	1	1
1288	и менее	1	1
1289	и дает	1	1
1290	искусства образ	1	1
1291	творчества является	1	1
1292	романа и	1	1
1293	природе и	1	1
1294	самого художника	1	1
1295	материал таким	1	1
1296	и обусловливает	1	1
1297	по слову	2	1
1298	широко как	1	1
1299	в действии	1	1
1300	такое толкование	1	1
1301	и внешнего	1	1
