N	2gram	Potebnia_M	formyVre
115	тот же	5	10
116	в большинстве	1	10
117	и даже	4	9
118	но все	4	9
119	их в	2	9
120	с другой	13	9
121	здесь нет	1	9
122	должно быть	9	9
123	к себе	1	9
124	и следовательно	4	9
125	и это	3	9
126	в других	6	9
127	могут быть	17	9
128	та же	1	9
129	отношения к	2	9
130	оно не	4	9
131	том что	21	9
132	в самой	5	9
133	для него	13	9
134	есть в	4	9
135	и других	6	9
136	одного и	6	9
137	в результате	1	8
138	в виду	2	8
139	в этих	10	8
140	время как	2	8
141	к тому	5	8
142	но эти	4	8
143	в этот	1	8
144	в некоторых	4	8
145	все его	2	8
146	с одной	7	8
147	в произведении	1	8
148	что и	16	8
149	рядом с	3	8
150	в мире	3	8
151	и по	8	8
152	один из	2	8
153	в жизни	5	8
154	для себя	4	8
155	со всеми	1	8
156	если бы	23	8
157	связанные с	3	8
158	большинстве случаев	1	8
159	жизни но	2	8
160	и то	4	8
161	во всяком	9	8
162	это не	10	8
163	и прежде	1	8
164	и потому	7	8
165	отношение к	1	8
166	отношению к	13	8
167	в целом	3	8
168	в той	1	7
169	для всех	6	7
170	еще более	2	7
171	не как	4	7
172	имеет место	4	7
173	связанных с	1	7
174	к ним	3	7
175	к этому	3	7
176	из этих	8	7
177	в себе	22	7
178	но он	3	7
179	в которой	5	7
180	в себя	2	7
181	с ее	2	7
182	в процессе	1	7
183	например в	4	7
184	поэтому и	1	7
185	то время	3	7
186	себя и	3	7
187	нет ничего	2	7
188	было бы	21	7
189	не могло	3	7
190	в отличие	1	7
191	том же	3	7
192	т д	6	7
193	того что	15	7
194	мир в	1	7
195	этот процесс	1	7
196	этом отношении	1	7
197	ее в	1	7
198	для других	2	7
199	отличие от	1	7
200	место в	3	7
201	все что	5	6
202	раскрывается в	1	6
203	именно в	2	6
204	с тем	9	6
205	только для	7	6
206	о том	6	6
207	между двумя	1	6
208	в различных	1	6
209	сказать что	5	6
210	во всей	1	6
211	время и	2	6
212	в таком	7	6
213	здесь как	1	6
214	мы можем	10	6
215	ту же	1	6
216	за пределы	4	6
217	одной стороны	6	6
218	бы ни	8	6
219	а как	3	6
220	и ее	1	6
221	и самое	3	6
222	в сущности	2	6
223	в отношении	1	6
224	мы видим	5	6
225	не могут	10	6
226	в которых	2	6
227	друг от	3	6
228	своей жизни	1	6
229	тех же	1	6
230	человеческого рода	1	6
231	слова и	7	6
232	имеем в	1	6
233	значение имеет	1	6
234	все они	3	6
235	мы не	17	6
236	мы находим	3	6
237	от друга	3	6
238	но эта	1	6
239	самой жизни	1	6
240	в начале	2	6
241	могло быть	1	6
242	есть не	7	6
243	более того	1	6
244	мы и	1	5
245	с этой	3	5
246	одно из	5	5
247	тем что	15	5
248	в своей	3	5
249	понятно что	1	5
250	во все	2	5
251	хотя бы	4	5
252	только на	4	5
253	всего этого	1	5
254	тела в	2	5
255	что все	4	5
256	с другими	3	5
257	быть только	7	5
258	как его	1	5
259	человек в	1	5
260	они как	1	5
261	следовательно и	2	5
262	от этого	2	5
263	в смысле	4	5
264	и пространства	1	5
265	так что	23	5
266	одно и	1	5
267	не были	2	5
268	по своей	2	5
269	в этой	3	5
270	рыцарских романов	1	5
271	и от	5	5
272	мы будем	3	5
273	там где	8	5
274	был бы	1	5
275	что они	6	5
276	не на	3	5
277	тела и	2	5
278	и они	2	5
279	с ними	2	5
280	далеко не	4	5
281	они не	5	5
282	не имеет	9	5
283	да и	1	5
284	не имеют	7	5
285	и уже	6	5
286	ни были	3	5
287	той же	3	5
288	произведения и	1	5
289	он может	2	5
290	он должен	2	5
291	ничем не	2	5
292	мы имеем	1	5
293	не без	2	5
294	но на	3	5
295	в движение	2	5
296	или в	4	5
297	об этом	1	5
298	чувствует себя	1	5
299	и вообще	5	5
300	в ряду	6	5
301	и ни	1	5
302	стороны и	3	5
303	или как	2	5
304	бы он	1	5
305	и только	6	5
306	во всем	5	4
307	от него	8	4
308	же и	1	4
309	только что	4	4
310	даже в	1	4
311	его от	2	4
312	другой стороны	7	4
313	как если	1	4
314	по себе	24	4
315	в своих	4	4
316	равно как	1	4
317	его на	3	4
318	в одно	5	4
319	мир и	1	4
320	телесной жизни	1	4
321	и образ	2	4
322	в данном	1	4
323	раз и	1	4
324	в другом	3	4
325	существенное значение	1	4
326	по отношению	15	4
327	они с	2	4
328	на ней	4	4
329	друг на	2	4
330	затем в	1	4
331	в нашем	2	4
332	а следовательно	1	4
333	жизни как	1	4
334	все в	2	4
335	переходим к	2	4
336	несмотря на	5	4
337	проявляется в	2	4
338	жизни она	1	4
339	свет и	5	4
340	весь мир	1	4
341	чем в	2	4
342	прежде чем	4	4
343	что не	15	4
344	между этими	2	4
345	о которых	5	4
346	себе и	2	4
347	в чем	6	4
348	именно как	1	4
349	совсем не	1	4
350	явления в	2	4
351	природы и	1	4
352	друг другу	4	4
353	их к	2	4
354	имеет существенное	1	4
355	в один	2	4
356	любви и	1	4
357	в последнем	2	4
358	которых мы	3	4
359	и при	6	4
360	из того	3	4
361	его но	1	4
362	для них	2	4
363	их и	2	4
364	что он	5	4
365	вследствие этого	1	4
366	перед нами	1	4
367	и более	3	4
368	языка и	20	4
369	сливается с	1	4
370	на друга	2	4
371	в xviii	1	4
372	принадлежит к	1	4
373	всяком случае	7	4
374	друг друга	6	4
375	они были	1	4
376	находятся в	3	4
377	не для	2	4
378	бы на	1	4
379	у нас	3	4
380	все равно	1	4
381	как она	3	4
382	так в	4	4
383	на одном	1	4
384	на его	1	4
385	в одной	2	4
386	тем более	2	4
387	связаны с	1	4
388	мы должны	4	4
389	как он	5	4
390	же что	2	4
391	на смерть	1	4
392	и о	3	4
393	и совершенно	2	4
394	в лице	1	4
395	человеческой природы	4	4
396	с которыми	3	3
397	к другу	1	3
398	различия в	3	3
399	нем в	1	3
400	и природа	1	3
401	и имеет	1	3
402	тому что	4	3
403	из всех	1	3
404	они уже	1	3
405	это значит	1	3
406	время не	1	3
407	нас в	2	3
408	на нас	1	3
409	всех человеческих	1	3
410	по мере	10	3
411	отношений в	1	3
412	и которые	3	3
413	их не	2	3
414	из нее	2	3
415	похож на	1	3
416	в более	4	3
417	но мы	3	3
418	все ее	2	3
419	всякого рода	1	3
420	не могли	2	3
421	вопрос о	5	3
422	мы увидим	3	3
423	она еще	2	3
424	распадается на	1	3
425	ветряных мельниц	1	3
426	форма в	1	3
427	самого начала	5	3
428	за другом	1	3
429	в прошлом	1	3
430	как на	5	3
431	с такою	2	3
432	находится в	2	3
433	с этими	1	3
434	в зависимости	1	3
435	в царстве	1	3
436	не мог	3	3
437	и совершается	1	3
438	человек не	2	3
439	в заключение	1	3
440	и весь	3	3
441	внимание на	3	3
442	все прочие	1	3
443	как можно	1	3
444	и развития	2	3
445	дано в	1	3
446	же как	1	3
447	на земле	1	3
448	одна из	4	3
449	и характер	1	3
450	под влиянием	10	3
451	бы в	6	3
452	все стороны	1	3
453	связь с	2	3
454	очень часто	1	3
455	на этом	3	3
456	нет но	4	3
457	как это	1	3
458	в тех	1	3
459	но только	2	3
460	главным образом	4	3
461	жизни все	2	3
462	для изображения	1	3
463	не могла	2	3
464	и есть	4	3
465	теми же	1	3
466	в человеческой	3	3
467	если они	1	3
468	его к	3	3
469	и здесь	1	3
470	друг к	1	3
471	жизни а	1	3
472	и дает	1	3
473	это уже	1	3
474	мы в	2	3
475	нет никакого	1	3
476	сами по	8	3
477	если не	5	3
478	все то	2	3
479	эта жизнь	1	3
480	и затем	1	3
481	в слове	21	3
482	и так	1	3
483	явлений и	3	3
484	бы не	11	3
485	том как	6	3
486	сравнению с	1	3
487	зависимости от	1	3
488	к другому	2	3
489	и были	1	3
490	но оно	3	3
491	еще и	1	3
492	его и	1	3
493	что мы	11	3
494	от прикосновения	2	3
495	в течение	2	3
496	в свою	8	3
497	наконец в	1	3
498	значение для	1	3
499	не будем	1	3
500	в творчестве	1	3
501	известной степени	1	3
502	что здесь	1	3
503	без всякого	1	3
504	событий в	1	3
505	если мы	5	3
506	тем же	4	3
507	они еще	1	3
508	но это	7	3
509	человека но	1	3
510	что есть	3	3
511	которые в	1	3
512	ему в	1	3
513	и также	1	3
514	ни с	2	3
515	связи между	2	3
516	одна и	1	3
517	совершенно не	1	3
518	и всегда	3	3
519	на одной	1	3
520	как нечто	1	3
521	вовсе нет	1	3
522	поэтому оно	2	3
523	а на	2	3
524	в таких	2	3
525	без всяких	1	3
526	в другую	2	3
527	дело в	3	3
528	этими двумя	1	3
529	есть только	16	3
530	не столько	3	3
531	это было	3	3
532	бы совершенно	1	3
533	при виде	3	3
534	друг за	1	3
535	и эти	1	3
536	только к	1	3
537	с самого	5	3
538	она не	3	3
539	но при	3	3
540	место и	1	3
541	здесь только	1	3
542	для чего	1	3
543	в отвлеченном	1	3
544	но она	3	3
545	свое значение	1	3
546	при всем	1	3
547	по сравнению	1	3
548	прикосновения к	2	3
549	и время	1	3
550	времени с	1	3
551	дальнейшем развитии	1	3
552	к ней	3	3
553	можно сказать	1	3
554	все более	3	3
555	ни был	2	3
556	которой мы	3	3
557	времени а	1	3
558	что на	9	3
559	в чисто	1	3
560	не к	1	3
561	они имеют	1	2
562	человек может	2	2
563	чего не	3	2
564	углубляться в	1	2
565	без исключения	1	2
566	вышли из	1	2
567	с необходимостью	1	2
568	жить и	1	2
569	остановиться на	1	2
570	нами в	2	2
571	исторического развития	1	2
572	вопрос об	3	2
573	как они	1	2
574	в духе	1	2
575	значения в	1	2
576	на мир	1	2
577	человека для	1	2
578	к более	1	2
579	природы то	1	2
580	жизнь природы	3	2
581	начинается с	1	2
582	и сами	3	2
583	притом в	1	2
584	себя к	1	2
585	отличается от	1	2
586	ко второй	1	2
587	ни для	2	2
588	как только	1	2
589	и нет	1	2
590	перестает быть	3	2
591	природы в	2	2
592	я вижу	1	2
593	которые мы	7	2
594	переходит в	2	2
595	было в	1	2
596	явлений но	1	2
597	проч и	1	2
598	служит для	2	2
599	имеет в	1	2
600	домов и	1	2
601	другом в	1	2
602	из себя	6	2
603	связь между	2	2
604	и должно	2	2
605	природу человека	1	2
606	слагаются в	3	2
607	как оно	2	2
608	из одного	3	2
609	до того	2	2
610	свою очередь	8	2
611	в чистом	1	2
612	сила и	1	2
613	в детях	1	2
614	жизни то	1	2
615	как я	1	2
616	он служит	1	2
617	все без	1	2
618	в каждом	6	2
619	но повторяем	1	2
620	от них	2	2
621	что даже	2	2
622	на котором	1	2
623	отделены от	1	2
624	их жизни	1	2
625	раньше и	1	2
626	что имеет	2	2
627	к нему	2	2
628	то в	6	2
629	приведенных примеров	1	2
630	не зная	3	2
631	ее и	1	2
632	что у	2	2
633	для жизни	1	2
634	в разнообразных	1	2
635	с формами	1	2
636	указать на	1	2
637	имеют в	2	2
638	притом не	5	2
639	что уже	1	2
640	человек чувствует	1	2
641	после этого	2	2
642	этот мир	2	2
643	для своего	1	2
644	лучше всего	1	2
645	особых форм	1	2
646	стремится к	1	2
647	эта форма	1	2
648	отношения в	1	2
649	лежит в	1	2
650	тому же	1	2
651	видит в	2	2
652	и притом	6	2
653	столько же	4	2
654	в разные	2	2
655	про себя	2	2
656	на себя	1	2
657	но для	1	2
658	человек по	1	2
659	нем но	1	2
660	человек и	1	2
661	и дух	4	2
662	есть именно	1	2
663	между прочим	5	2
664	одном из	3	2
665	и вместе	5	2
666	но когда	1	2
667	в телесном	1	2
668	в человеческом	3	2
669	природа и	2	2
670	а только	8	2
671	каждом из	1	2
672	могло бы	4	2
673	а потом	1	2
674	были в	1	2
675	на другой	2	2
676	но как	4	2
677	слова то	2	2
678	для создания	2	2
679	вообще в	1	2
680	разных местах	1	2
681	не связанных	1	2
682	котором я	1	2
683	мира так	1	2
684	если же	5	2
685	и та	1	2
686	никто не	3	2
687	хотя в	3	2
688	чем больше	1	2
689	и миром	2	2
690	и тот	1	2
691	внутренняя форма	2	2
692	выражается в	2	2
693	и сам	1	2
694	этот вопрос	2	2
695	языка к	2	2
696	в тоне	1	2
697	должны были	2	2
698	и веселый	1	2
699	особенно на	1	2
700	между людьми	2	2
701	что во	4	2
702	его как	1	2
703	бы его	1	2
704	в каком	7	2
705	о его	2	2
706	которое мы	5	2
707	них не	3	2
708	с чем	1	2
709	форм в	1	2
710	происходят в	1	2
711	в полном	2	2
712	значит что	1	2
713	существует только	2	2
714	разных степеней	1	2
715	мы видели	5	2
716	язык для	1	2
717	от нее	6	2
718	во втором	6	2
719	образом и	2	2
720	показать ее	1	2
721	как с	1	2
722	на небе	1	2
723	дает место	1	2
724	если в	3	2
725	в языке	36	2
726	его с	3	2
727	должна быть	4	2
728	тогда когда	15	2
729	была бы	3	2
730	от этой	1	2
731	утверждает что	3	2
732	бы при	3	2
733	себе не	3	2
734	него нет	1	2
735	там же	9	2
736	от их	4	2
737	новый смысл	1	2
738	характер но	1	2
739	самом деле	2	2
740	мы говорим	3	2
741	пространство и	2	2
742	но дело	2	2
743	времени не	1	2
744	как история	1	2
745	стремятся к	1	2
746	можно назвать	1	2
747	в одних	2	2
748	как для	2	2
749	которые могут	5	2
750	последующее развитие	1	2
751	этим в	1	2
752	влияния на	1	2
753	развития это	1	2
754	о котором	4	2
755	говорить и	1	2
756	самое это	1	2
757	все члены	1	2
758	началом и	1	2
759	рядом и	1	2
760	то он	2	2
761	где нет	1	2
762	то и	15	2
763	и поэтому	2	2
764	явления и	1	2
765	и тогда	2	2
766	людей как	1	2
767	с которой	1	2
768	только один	3	2
769	отношении к	1	2
770	и об	1	2
771	нет никакой	1	2
772	в мир	1	2
773	более и	2	2
774	друга и	2	2
775	каждый из	1	2
776	действия и	1	2
777	в обществе	3	2
778	вне его	1	2
779	жизни что	1	2
780	на которые	1	2
781	не совсем	3	2
782	начиная с	2	2
783	мы встретим	1	2
784	с нею	6	2
785	и историческое	1	2
786	этого слова	5	2
787	но если	4	2
788	только о	2	2
789	внешнее и	1	2
790	и том	3	2
791	высшей степени	1	2
792	это новое	1	2
793	душе и	3	2
794	ее на	1	2
795	не можем	5	2
796	сам он	1	2
797	для нас	29	2
798	для всего	1	2
799	день и	1	2
800	где он	2	2
801	себя в	1	2
802	с их	1	2
803	по этому	2	2
804	не существует	2	2
805	ее к	1	2
806	общей жизни	3	2
807	и непосредственно	2	2
808	образом в	5	2
809	по степени	2	2
810	слова но	4	2
811	бытия и	3	2
812	которые как	1	2
813	животных и	2	2
814	этих условиях	1	2
815	никаких следов	1	2
816	между собою	10	2
817	в стороне	5	2
818	словом и	2	2
819	или даже	3	2
820	но уже	2	2
821	должен быть	2	2
822	очень важную	2	2
823	уже за	1	2
824	человека не	2	2
825	на них	1	2
826	ними нет	1	2
827	может иметь	1	2
828	они стали	1	2
829	должны быть	11	2
830	его не	3	2
831	явления природы	1	2
832	или не	3	2
833	эти формы	2	2
834	и может	5	2
835	не о	1	2
836	ним по	1	2
837	всеми этими	1	2
838	в пути	2	2
839	еще в	1	2
840	как явление	1	2
841	от жизни	1	2
842	с человеком	1	2
843	когда мы	4	2
844	существуют для	1	2
845	со своими	1	2
846	лежит вне	1	2
847	сказать в	1	2
848	зрения на	1	2
849	язык в	8	2
850	быть названы	3	2
851	важную роль	2	2
852	в так	1	2
853	виду что	2	2
854	в человеке	14	2
855	это на	1	1
856	души к	3	1
857	как вдруг	1	1
858	является в	1	1
859	ребенка и	1	1
860	более общим	1	1
861	представителей этой	1	1
862	потому только	2	1
863	друг в	1	1
864	таковы например	1	1
865	на эти	1	1
866	служат только	1	1
867	самого себя	4	1
868	впервые появилось	1	1
869	до него	1	1
870	бы даже	2	1
871	всех случаях	1	1
872	ровно ничего	1	1
873	становится чем-то	1	1
874	случае мы	1	1
875	что один	1	1
876	снова и	1	1
877	дело с	2	1
878	необходимое для	1	1
879	сродство с	1	1
880	связанных между	1	1
881	речи и	11	1
882	формы в	1	1
883	все высшие	1	1
884	которое я	1	1
885	он видит	2	1
886	раздельности и	1	1
887	тем как	3	1
888	не вызывает	1	1
889	необходимости и	2	1
890	и получает	1	1
891	что то	1	1
892	что дело	2	1
893	язык как	7	1
894	что человек	6	1
895	и совсем	1	1
896	например с	2	1
897	а есть	1	1
898	непосредственным источником	1	1
899	не годится	1	1
900	касается до	3	1
901	близки к	2	1
902	же оно	1	1
903	силы то	1	1
904	но что	2	1
905	и необходимости	4	1
906	времени становится	1	1
907	этим путем	1	1
908	о душе	1	1
909	ко всем	4	1
910	более или	6	1
911	он имеет	1	1
912	в первом	5	1
913	и чужой	1	1
914	им и	1	1
915	довольно близко	1	1
916	вместе в	1	1
917	в построении	1	1
918	эти противоречия	2	1
919	из всего	2	1
920	жизни природы	2	1
921	произведения необходимо	1	1
922	и связанные	1	1
923	как дыхание	1	1
924	если он	1	1
925	и другим	1	1
926	развития но	1	1
927	как более	1	1
928	когда это	1	1
929	к самому	1	1
930	всегда в	1	1
931	что по	3	1
932	выражения и	1	1
933	только проявлением	1	1
934	уже и	2	1
935	его все	1	1
936	не вполне	1	1
937	а общее	1	1
938	не менее	10	1
939	только ее	1	1
940	они ни	2	1
941	повторяется и	1	1
942	мы только	1	1
943	в природе	11	1
944	человека есть	1	1
945	один ряд	1	1
946	невозможно само	1	1
947	материала это	1	1
948	как высшая	1	1
949	и слово	2	1
950	для их	2	1
951	он по	1	1
952	мы считаем	1	1
953	др и	1	1
954	так например	5	1
955	содержания но	1	1
956	слов об	1	1
957	время с	2	1
958	смерть только	1	1
959	эти органы	1	1
960	пространстве но	1	1
961	древний и	1	1
962	нам не	2	1
963	или ее	1	1
964	собою не	1	1
965	на природу	3	1
966	человеческого развития	2	1
967	уже давно	1	1
968	требует для	1	1
969	к этой	3	1
970	и такие	1	1
971	и история	1	1
972	что этот	1	1
973	себе все	1	1
974	искать для	1	1
975	образ того	1	1
976	что всякое	1	1
977	служит только	2	1
978	на человеческое	1	1
979	в нескольких	1	1
980	объясняется и	1	1
981	люди на	1	1
982	но во	3	1
983	другу и	2	1
984	нам по	3	1
985	в каких	1	1
986	и дают	1	1
987	поэтому если	1	1
988	этом телесном	1	1
989	остается неизменным	1	1
990	оно как	1	1
991	не всегда	2	1
992	можем назвать	1	1
993	могут не	3	1
994	характер они	1	1
995	к различным	1	1
996	своем виде	1	1
997	и действия	2	1
998	одной и	4	1
999	не встречается	1	1
1000	форм для	1	1
1001	и находятся	2	1
1002	бы их	2	1
1003	увидим что	4	1
1004	не имеем	3	1
1005	и внешнее	1	1
1006	всего человеческого	2	1
1007	более сложных	1	1
1008	и здоровое	1	1
1009	поколений и	1	1
1010	значение чем	1	1
1011	то должны	1	1
1012	такое значение	1	1
1013	превращается в	2	1
1014	в каждой	1	1
1015	в применении	3	1
1016	от своей	1	1
1017	и психологии	1	1
1018	и телесной	1	1
1019	существовать и	1	1
1020	ее проявление	1	1
1021	себе в	2	1
1022	видно что	2	1
1023	с другим	3	1
1024	действует на	3	1
1025	и формы	1	1
1026	их раздельности	1	1
1027	нами явлениях	1	1
1028	самом начале	1	1
1029	которого они	1	1
1030	же так	1	1
1031	связь ее	1	1
1032	этих последних	5	1
1033	ключ к	2	1
1034	для проявления	1	1
1035	ее как	1	1
1036	представляется чем-то	1	1
1037	следующим образом	1	1
1038	должно не	1	1
1039	на него	6	1
1040	только во	1	1
1041	есть по	1	1
1042	есть скорее	1	1
1043	течение времени	1	1
1044	ее только	1	1
1045	человека вообще	1	1
1046	все виды	1	1
1047	можем сказать	1	1
1048	воли и	1	1
1049	без которой	2	1
1050	что часть	1	1
1051	к этим	2	1
1052	сосредоточивается в	1	1
1053	она есть	3	1
1054	не представляется	2	1
1055	собственном значении	1	1
1056	будущего и	1	1
1057	к языку	6	1
1058	по которым	2	1
1059	едва ли	1	1
1060	человека то	1	1
1061	рассмотренных нами	1	1
1062	они постоянно	1	1
1063	смысле как	1	1
1064	вносит в	1	1
1065	как физические	1	1
1066	не имеющим	1	1
1067	же невозможно	1	1
1068	себе самом	1	1
1069	бы то	2	1
1070	и представляет	1	1
1071	при котором	3	1
1072	которую они	1	1
1073	не за	1	1
1074	него как	1	1
1075	его бытием	1	1
1076	приведены в	1	1
1077	не противоречит	3	1
1078	мира из	1	1
1079	оно оставляет	1	1
1080	мы принуждены	3	1
1081	к человеку	1	1
1082	к природе	1	1
1083	нем мысли	1	1
1084	это будет	5	1
1085	как средство	2	1
1086	сливаются с	1	1
1087	на том	2	1
1088	есть одно	1	1
1089	такого рода	1	1
1090	что этого	1	1
1091	мы спросим	1	1
1092	и той	4	1
1093	в состоянии	5	1
1094	все действия	1	1
1095	формы восприятия	1	1
1096	мы знаем	2	1
1097	форма и	1	1
1098	при переходе	1	1
1099	начала и	1	1
1100	в теле	2	1
1101	к которому	5	1
1102	значение которое	1	1
1103	находим только	1	1
1104	с тех	1	1
1105	между различными	1	1
1106	эту борьбу	1	1
1107	от всякой	1	1
1108	почему в	1	1
1109	души и	9	1
1110	тем не	11	1
1111	такова в	1	1
1112	значительной степени	3	1
1113	аналогии с	1	1
1114	и за	1	1
1115	органы и	2	1
1116	природе не	1	1
1117	это слово	1	1
1118	приятно и	1	1
1119	даны человеку	1	1
1120	противоречие между	1	1
1121	бы что	2	1
1122	природу и	2	1
1123	есть еще	1	1
1124	и человек	3	1
1125	свободы и	3	1
1126	говорит он	4	1
1127	как же	1	1
1128	есть здесь	1	1
1129	а за	1	1
1130	в народных	1	1
1131	же значение	1	1
1132	ни от	1	1
1133	которые так	1	1
1134	из приведенных	1	1
1135	зрения но	1	1
1136	но совершенно	2	1
1137	звеном между	1	1
1138	в представлении	1	1
1139	новое чувство	1	1
1140	одним из	2	1
1141	и отношение	1	1
1142	все наше	2	1
1143	каждая из	1	1
1144	возвращается к	1	1
1145	я и	1	1
1146	но само	1	1
1147	не отделены	1	1
1148	смысле и	1	1
1149	значение у	1	1
1150	iii в	1	1
1151	все духовное	1	1
1152	без него	2	1
1153	одною из	3	1
1154	на волю	1	1
1155	тона и	1	1
1156	выведены из	2	1
1157	всем своем	1	1
1158	этом и	1	1
1159	в данное	2	1
1160	свободной человеческой	1	1
1161	человеке и	2	1
1162	сделать его	2	1
1163	и путем	1	1
1164	объективно и	1	1
1165	человеческой природе	1	1
1166	он вовсе	1	1
1167	на свои	2	1
1168	степени развития	2	1
1169	должно было	1	1
1170	процесс выделения	1	1
1171	когда эти	1	1
1172	в эту	2	1
1173	по своим	1	1
1174	на себе	3	1
1175	в самих	1	1
1176	что как	4	1
1177	только тон	1	1
1178	и понимание	3	1
1179	человека а	1	1
1180	свои корни	1	1
1181	по поводу	7	1
1182	понятий и	1	1
1183	найдены для	1	1
1184	не имеющие	1	1
1185	могли бы	4	1
1186	и назвать	1	1
1187	человек как	1	1
1188	от себя	2	1
1189	не то	3	1
1190	здесь впервые	1	1
1191	носят в	1	1
1192	в устах	1	1
1193	чтобы в	1	1
1194	что происходит	1	1
1195	исходная точка	2	1
1196	все остальные	9	1
1197	при начале	2	1
1198	не дает	2	1
1199	мертвых душах	2	1
1200	то душа	1	1
1201	между тем	7	1
1202	не из	3	1
1203	к цели	1	1
1204	понимает не	1	1
1205	об исторической	1	1
1206	него лишь	1	1
1207	на самый	1	1
1208	исторического хода	1	1
1209	еще яснее	1	1
1210	и исторический	1	1
1211	и тем	5	1
1212	бы они	2	1
1213	не будет	2	1
1214	возможности не	1	1
1215	в личной	1	1
1216	ничего нового	1	1
1217	всех других	1	1
1218	из него	3	1
1219	и что	13	1
1220	время когда	2	1
1221	к ее	2	1
1222	тем и	1	1
1223	здесь образ	1	1
1224	этом смысле	4	1
1225	проникнуть в	1	1
1226	времен и	2	1
1227	несколько иначе	1	1
1228	в нее	4	1
1229	ведет не	1	1
1230	той формы	1	1
1231	из общего	1	1
1232	только свет	1	1
1233	жизни человеческого	1	1
1234	бы было	3	1
1235	можно бы	6	1
1236	и вопросы	1	1
1237	могла бы	5	1
1238	занимает в	1	1
1239	на некоторые	1	1
1240	ко времени	1	1
1241	и стремление	2	1
1242	но без	2	1
1243	он в	1	1
1244	мы их	1	1
1245	к новым	2	1
1246	явлениями и	1	1
1247	однако в	4	1
1248	он встречается	1	1
1249	особенностей и	1	1
1250	все вообще	1	1
1251	единство их	1	1
1252	дали и	1	1
1253	что может	1	1
1254	процессы в	1	1
1255	в первой	1	1
1256	весь язык	1	1
1257	построена на	1	1
1258	в общем	1	1
1259	ей не	1	1
1260	по направлению	2	1
1261	ней в	1	1
1262	бы быть	7	1
1263	человека когда	1	1
1264	свет не	1	1
1265	вовлекает в	1	1
1266	которые были	1	1
1267	слова как	1	1
1268	собственной природы	1	1
1269	известной философской	1	1
1270	есть одна	1	1
1271	нечто от	1	1
1272	к последнему	2	1
1273	значения как	1	1
1274	независимо от	15	1
1275	он произносит	1	1
1276	и чем	1	1
1277	должны будем	1	1
1278	чтобы не	3	1
1279	понятия и	3	1
1280	всякое произведение	2	1
1281	него это	1	1
1282	на рубеже	1	1
1283	проявляются в	1	1
1284	мы до	1	1
1285	что до	2	1
1286	в развитии	2	1
1287	вопросом о	2	1
1288	для самого	5	1
1289	были бы	4	1
1290	всех отношениях	1	1
1291	и способность	1	1
1292	в речи	1	1
1293	под одну	2	1
1294	на деле	6	1
1295	и стало	1	1
1296	его со	1	1
1297	в последующих	1	1
1298	органов не	1	1
1299	само слово	2	1
1300	она именно	1	1
1301	вопросы о	1	1
1302	к другим	3	1
1303	они бегут	1	1
1304	вне себя	3	1
1305	например что	3	1
1306	и музыка	1	1
1307	появились и	1	1
1308	можно видеть	1	1
1309	и свою	1	1
1310	известно что	3	1
1311	тесная связь	1	1
