N	2gram	Vygotskiy_	VelikijI
182	речь идет	1	1
183	только слово	1	1
184	и столь	3	1
185	от необходимости	1	1
186	он говорит	1	1
187	и на	4	1
188	ничем не	1	1
189	вопрос о	9	1
190	а ты	1	1
191	на этом	4	1
192	может быть	20	1
193	они не	2	1
194	после того	1	1
195	раз и	1	1
196	и свою	1	1
197	и сделали	1	1
198	человека не	1	1
199	она с	1	1
200	если в	6	1
201	вся история	2	1
202	ее на	1	1
203	слова для	1	1
204	того как	6	1
205	это как	1	1
206	мы увидим	1	1
207	и вообще	3	1
208	и который	1	1
209	он делает	1	1
210	общественной жизни	1	1
211	в руки	1	1
212	и вот	1	1
213	его с	3	1
214	она не	7	1
215	но она	1	1
216	уже в	3	1
217	было сказать	1	1
218	есть прежде	1	1
219	в состоянии	4	1
220	для себя	24	1
221	у них	2	1
222	что уже	2	1
223	с этой	5	1
224	то же	16	1
225	смысла от	1	1
226	только мы	1	1
227	по сравнению	23	1
228	для того	24	1
229	не по	7	1
230	нельзя не	2	1
231	свободного и	1	1
232	не для	2	1
233	обратился к	1	1
234	этом пути	1	1
235	на два	1	1
236	эта новая	1	1
237	что это	7	1
238	это значит	1	1
239	в разных	6	1
240	есть путь	1	1
241	слышим от	1	1
242	с внутренним	1	1
243	от всякой	2	1
244	в глазах	1	1
245	о чем	8	1
246	своей сущности	1	1
247	в ее	7	1
248	и тем	10	1
249	и уже	1	1
250	если б	1	1
251	как это	7	1
252	чем у	3	1
253	мы в	3	1
254	более глубокое	1	1
255	этому же	2	1
256	не были	1	1
257	есть и	1	1
258	слова не	1	1
259	в одном	4	1
260	у нас	3	1
261	на пути	1	1
262	и современная	1	1
263	о своем	2	1
264	в этой	7	1
265	потребность в	1	1
266	это слово	1	1
267	в результате	3	1
268	говорит что	3	1
269	в виду	5	1
270	другой стороны	3	1
271	слова с	5	1
272	основной вопрос	1	1
273	я не	3	1
274	но что	2	1
275	как можно	1	1
276	у него	2	1
277	образом по	1	1
278	в новых	1	1
279	не существует	1	1
280	так же	26	1
281	для окончательного	1	1
282	в виде	2	1
283	это имеет	1	1
284	себя от	2	1
285	над ним	1	1
286	любви к	1	1
287	не был	1	1
288	в будущем	1	1
289	но с	4	1
290	и всех	1	1
291	и самые	2	1
292	в своих	2	1
293	в противоположность	1	1
294	с другой	7	1
295	в которой	16	1
296	но все	2	1
297	ее от	2	1
298	и с	5	1
299	и можно	1	1
300	к ним	1	1
301	передано в	1	1
302	и говорит	1	1
303	существует как	1	1
304	не знающего	1	1
305	каким образом	3	1
306	отношение к	8	1
307	основанное на	3	1
308	ко всем	6	1
309	наконец не	1	1
310	на путь	1	1
311	это случилось	1	1
312	бесспорный и	1	1
313	известном смысле	2	1
314	бытия и	1	1
315	места в	1	1
316	себя с	1	1
317	то и	5	1
318	в понимании	2	1
319	но вот	1	1
320	ее но	1	1
321	и другое	4	1
322	должна иметь	1	1
323	еще с	1	1
324	как мы	24	1
325	оторванное от	1	1
326	из всего	1	1
327	и до	3	1
328	в процессе	12	1
329	но прежде	1	1
330	и своего	2	1
331	пути и	3	1
332	бы все	2	1
333	царство и	1	1
334	сущности и	1	1
335	на него	1	1
336	в своем	3	1
337	его на	1	1
338	еще и	1	1
339	и от	6	1
340	нам и	1	1
341	в изображении	1	1
342	за которым	1	1
343	быть может	1	1
344	мы будем	1	1
345	их сознания	1	1
346	как она	6	1
347	ничего не	2	1
348	и развитием	6	1
349	от слова	7	1
350	так часто	1	1
351	всегда в	2	1
352	им и	1	1
353	заключается что	1	1
354	и именно	1	1
355	в сознании	11	1
356	и очень	1	1
357	к высшему	1	1
358	о которой	2	1
359	что тот	1	1
360	вместе с	19	1
361	все же	7	1
362	в одно	1	1
363	идет по	3	1
364	но я	1	1
365	и вместе	2	1
366	природе в	2	1
367	и которые	3	1
368	переход к	4	1
369	как в	7	1
370	этого слова	5	1
371	в которых	3	1
372	находится в	3	1
373	значение в	3	1
374	по законам	1	1
375	им в	1	1
376	можно ли	2	1
377	в словах	1	1
378	себя и	2	1
379	которую рисует	1	1
380	как возможно	2	1
381	и по	6	1
382	их на	1	1
383	и могут	2	1
384	менее всего	3	1
385	к этому	2	1
386	в их	4	1
387	этой новой	1	1
388	напоминает о	2	1
389	с которым	1	1
390	и внешней	1	1
391	это в	2	1
392	и свободу	1	1
393	этом первом	1	1
394	в двух	2	1
395	сравнению с	21	1
396	может и	3	1
397	конце концов	1	1
398	зависимости от	6	1
399	себя мы	1	1
400	есть то	4	1
401	во власть	2	1
402	которого не	2	1
403	в известном	2	1
404	к ее	1	1
405	таким же	3	1
406	себе и	2	1
407	не просто	1	1
408	в целом	7	1
409	и слишком	1	1
410	в теоретическом	1	1
411	и ее	3	1
412	вовсе не	3	1
413	но к	1	1
414	свободы по	1	1
415	что на	5	1
416	это факт	2	1
417	есть не	3	1
418	тогда мы	2	1
419	о проблеме	1	1
420	бы в	7	1
421	себя но	2	1
422	к нему	5	1
423	слово от	1	1
424	другом но	1	1
425	от них	1	1
426	свое особое	1	1
427	а потом	1	1
