N	3gram	Bakhtin_Fr	Problemy
89	для того чтобы	2	2
90	никогда не может	1	2
91	а затем и	1	2
92	дело в том	2	2
93	не знает и	2	2
94	друг от друга	1	2
95	его отношения к	1	2
96	мир и на	1	2
97	мы можем сказать	1	2
98	в его романе	1	2
99	в один из	1	2
100	целом ряде других	1	2
101	до настоящего времени	1	2
102	на котором мы	1	2
103	к нему все	1	2
104	остановимся лишь на	1	2
105	разобранные нами явления	1	2
106	не укладывается в	1	2
107	только то что	1	2
108	но это не	1	2
109	мы остановимся лишь	1	2
110	прежде всего как	1	2
111	лежащие в основе	1	2
112	в одном из	1	2
113	и в романе	1	2
114	сводится к тому	1	2
115	на мир и	1	2
116	литературе о нем	1	2
117	бы ни были	1	2
118	и в самой	1	2
119	в целом ряде	2	2
120	здесь не место	1	2
121	но все это	2	2
122	в значительной степени	4	2
123	но в общем	1	2
124	и та же	1	2
125	таким образом и	1	2
126	не только в	5	2
127	точки зрения он	1	2
128	еще далеко не	2	2
129	и в том	2	2
130	всяком случае не	1	2
131	одна и та	1	2
132	о мире и	3	2
133	в себе и	2	2
134	прежде всего в	1	2
135	и в большинстве	1	2
136	и не знает	1	2
137	так сказать в	1	1
138	несмотря на их	1	1
139	и даже частично	1	1
140	и вот все	1	1
141	это как бы	2	1
142	в одном месте	1	1
143	но он есть	1	1
144	в себе в	1	1
145	он как бы	2	1
146	рядом друг с	1	1
147	видеть в нем	2	1
148	до известной степени	2	1
149	литературная пародия как	1	1
150	и на материале	1	1
151	по улицам и	1	1
152	в том числе	10	1
153	по сравнению с	2	1
154	все это и	1	1
155	во всех его	3	1
156	пародия как жанр	1	1
157	отдельными элементами ее	1	1
158	в собственном смысле	3	1
159	этот момент и	1	1
160	далеко за пределы	1	1
161	вопрос мы здесь	1	1
162	и углубленной форме	1	1
163	мы будем говорить	1	1
164	рядом с ним	1	1
165	в ней в	1	1
166	и во всех	2	1
167	здесь тот же	1	1
168	себе никогда не	1	1
169	в своей отдельности	1	1
170	здесь же мы	1	1
171	на материале других	1	1
172	в своей статье	2	1
173	то есть не	1	1
174	прежде всего необходимо	2	1
175	потому что в	1	1
176	все и на	1	1
177	одно из самых	1	1
178	в строгом смысле	1	1
179	по своему материалу	1	1
180	но даже и	2	1
181	роль в его	1	1
182	но при всех	1	1
183	не только с	1	1
184	со всеми ее	1	1
185	может быть только	1	1
186	и теоретические проблемы	1	1
187	но не только	2	1
188	одной из тех	1	1
189	на первом плане	4	1
190	сводить к нему	1	1
191	не потому что	1	1
192	все более и	1	1
193	и будто бы	1	1
194	очень далек от	2	1
195	мы уже указывали	1	1
196	не чем иным	1	1
197	потому что он	1	1
198	но и эти	1	1
199	это конечно не	1	1
200	сочетается здесь с	1	1
201	но несмотря на	3	1
202	различия между ними	1	1
203	и не о	1	1
204	нам важна здесь	1	1
205	том числе и	7	1
206	всем этим явлениям	1	1
207	в нем нет	1	1
208	тех или иных	1	1
209	в данную эпоху	1	1
210	точкой зрения на	1	1
211	контекст в котором	1	1
212	в пределах одной	2	1
213	во всей своей	1	1
214	и превращается в	1	1
215	и у других	2	1
216	остановимся еще на	1	1
217	они как бы	1	1
218	точки зрения всякой	1	1
219	за пределы обычного	1	1
220	для него только	1	1
221	одна из существеннейших	1	1
222	чем иным как	1	1
223	в прокрустово ложе	1	1
224	самом деле все	1	1
225	и пр в	1	1
226	нужно сказать что	7	1
227	все это уже	1	1
228	поэтому мы и	1	1
229	нам еще придется	1	1
230	или даже в	1	1
231	могла бы быть	1	1
232	неотделимы друг от	1	1
233	в связи с	1	1
234	самом же деле	3	1
235	вовсе не является	3	1
236	что с точки	1	1
237	в своем стремлении	1	1
238	в своей книге	3	1
239	и до известной	1	1
240	сказать что вся	1	1
241	и еще не	3	1
242	точки зрения на	1	1
243	или во всяком	1	1
244	по себе никогда	1	1
245	совершенно не учитывает	1	1
246	за свои пределы	2	1
247	кроме того он	1	1
248	сих пор еще	4	1
249	даже и не	1	1
250	виду прежде всего	1	1
251	теми же самыми	1	1
252	всего того что	2	1
253	в нем в	2	1
254	только на фоне	1	1
255	мы видели что	1	1
256	образ в духе	1	1
257	только в форме	1	1
258	момент во всех	1	1
259	это очень важная	1	1
260	того или иного	1	1
261	но он не	1	1
262	но прежде всего	3	1
263	так как если	1	1
264	в известном смысле	1	1
265	не могла не	1	1
266	но и в	5	1
267	и человеческих отношений	1	1
268	и сам был	1	1
269	прежде всего на	3	1
270	человек как бы	1	1
271	на них мы	1	1
272	плане и в	1	1
273	и вот в	1	1
274	и видеть в	1	1
275	правда о мире	3	1
276	он говорит в	1	1
277	там где они	1	1
278	и в которой	1	1
279	существенные различия между	2	1
280	громадное значение в	1	1
281	только в свете	1	1
282	и в особенности	1	1
283	так и не	3	1
284	с собой не	1	1
285	за пределы нашей	2	1
286	тому или другому	1	1
287	в другом месте	2	1
288	на самом же	3	1
289	смотрит и на	1	1
290	как мы говорили	1	1
291	человека с его	1	1
292	но как бы	1	1
293	во всех существенных	1	1
294	и особенно у	1	1
295	конечно очень далек	1	1
296	и в последующем	1	1
297	время одной из	1	1
298	перестает быть тем	1	1
299	и в письмах	1	1
300	более и более	1	1
301	ни на что	2	1
302	таким образом в	1	1
303	и до настоящего	1	1
304	до некоторой степени	1	1
305	здесь мы должны	1	1
306	что-то сказать но	1	1
307	мы вовсе не	2	1
308	вовсе не входит	1	1
309	не может стать	1	1
310	в самой жизни	1	1
311	остановимся прежде всего	1	1
312	и не является	1	1
313	а как бы	1	1
314	она не только	1	1
315	и до сих	1	1
316	мира с его	1	1
317	в литературе о	1	1
318	всего могут быть	1	1
319	и в частности	2	1
320	в чем же	1	1
321	в виду прежде	1	1
322	несколько иной характер	1	1
323	и сочетаются с	1	1
324	мы не собираемся	1	1
325	эти типы и	1	1
326	и ничего не	1	1
327	мы упоминали выше	1	1
328	имеем в виду	2	1
329	при всей их	2	1
330	мы имеем в	1	1
331	в нем скрещиваются	1	1
332	должно было быть	1	1
333	до конца и	1	1
334	главным образом в	1	1
335	говорит об этом	1	1
336	переносит центр тяжести	1	1
337	именно в том	1	1
338	как необходимый момент	1	1
339	и так сказать	1	1
340	как бы к	1	1
341	сих пор остается	1	1
342	во время одной	1	1
343	он определяет как	1	1
344	же то что	1	1
345	не могут быть	2	1
346	то что для	2	1
347	чтобы убедиться в	1	1
348	или хотя бы	1	1
349	бы они ни	1	1
350	никто не мог	1	1
351	знает и не	1	1
352	но здесь мы	1	1
353	с одной стороны	2	1
354	определяется прежде всего	1	1
355	все это в	2	1
356	нам важно лишь	1	1
357	выход за пределы	2	1
358	также и в	1	1
359	отношения к миру	1	1
360	это прежде всего	1	1
361	не только как	1	1
362	его последнее слово	1	1
363	он есть и	1	1
364	лежит в основе	1	1
365	прежде всего поражает	1	1
366	на этом мы	2	1
