N	2gram	Voloshinov	Tragedij
197	в момент	2	1
198	но мы	2	1
199	творца и	7	1
200	гораздо больше	1	1
201	давно пора	1	1
202	а из	1	1
203	в них	3	1
204	на них	1	1
205	умирает в	1	1
206	во всех	1	1
207	к одному	1	1
208	во всяком	1	1
209	и потому	2	1
210	это и	1	1
211	не является	1	1
212	а к	2	1
213	это как	3	1
214	в котором	3	1
215	виду не	1	1
216	с самого	1	1
217	в обществе	1	1
218	как нечто	1	1
219	которой он	1	1
220	связи с	1	1
221	хотя бы	5	1
222	она не	2	1
223	того чтобы	1	1
224	но не	2	1
225	в другом	1	1
226	между тем	3	1
227	и должна	1	1
228	в ней	6	1
229	обстоит дело	1	1
230	в условиях	2	1
231	характерны для	1	1
232	в новой	1	1
233	самом деле	3	1
234	оно начинает	1	1
235	это по	1	1
236	а не	5	1
237	только на	3	1
238	и их	1	1
239	можно было	1	1
240	исповеди ставрогина	1	1
241	вещами и	1	1
242	в форме	2	1
243	за пределы	4	1
244	а между	1	1
245	конечно в	2	1
246	себя на	1	1
247	не вполне	1	1
248	в истории	1	1
249	по своей	1	1
250	ту же	1	1
251	чего же	1	1
252	свое значение	1	1
253	в обоих	1	1
254	отметить что	1	1
255	самого начала	1	1
256	литературы и	4	1
257	он еще	1	1
258	но этот	2	1
259	того кто	1	1
260	значение и	1	1
261	это же	1	1
262	известной степени	2	1
263	же взгляда	1	1
264	к ним	2	1
265	не получил	1	1
266	и вне	1	1
267	как мы	1	1
268	самой своей	1	1
269	и о	1	1
270	речи в	2	1
271	его как	2	1
272	наряду с	1	1
273	и др	5	1
274	она находит	1	1
275	но несмотря	1	1
276	это мы	1	1
277	обратимся к	1	1
278	в самое	2	1
279	из подполья	1	1
280	в высшей	1	1
281	входят в	1	1
282	все время	6	1
283	в общем	1	1
284	исходит из	1	1
285	из трех	1	1
286	например в	1	1
287	что именно	1	1
288	нем по	1	1
289	но если	1	1
290	в литературе	4	1
291	в области	1	1
292	и по	3	1
293	и эта	1	1
294	нуждается в	3	1
295	всяком случае	1	1
296	у которой	1	1
297	этими словами	1	1
298	не из	1	1
299	стиля и	1	1
300	чтобы не	1	1
301	и совершенно	2	1
302	и наконец	3	1
303	форму то	1	1
304	не к	3	1
305	высшей степени	1	1
