N	2gram	Losev_Dial	SlovoVZh
175	и что	17	2
176	что и	7	2
177	в отношении	5	2
178	же самое	3	2
179	и значение	1	2
180	почти исключительно	1	2
181	на примере	1	2
182	другой стороны	7	2
183	этой стороны	2	2
184	но что	10	2
185	как не	4	2
186	в этих	6	2
187	следовательно только	1	2
188	есть уже	2	2
189	можно найти	2	2
190	тому же	3	2
191	оно не	2	2
192	бы даже	1	2
193	а к	1	2
194	как же	8	2
195	и притом	7	2
196	форма в	1	2
197	но этот	1	2
198	на это	1	2
199	к ним	3	2
200	и здесь	1	2
201	но конечно	2	2
202	как на	1	2
203	и все	11	2
204	но не	9	2
205	общего с	6	2
206	форму и	2	2
207	быть только	3	2
208	его как	1	2
209	допустим что	1	2
210	не есть	67	2
211	могут быть	6	2
212	значения и	1	2
213	с другими	2	2
214	не остается	2	2
215	стороны и	4	2
216	в своем	7	2
217	в корне	2	2
218	в какой	3	2
219	имеет место	1	2
220	вместе с	3	2
221	между ними	1	2
222	место в	1	2
223	в зависимости	2	2
224	к его	2	2
225	может стать	1	2
226	несравненно более	1	2
227	такой же	2	2
228	мы никогда	1	2
229	бы оно	1	2
230	и так	2	2
231	можем сказать	3	2
232	в психике	1	2
233	до известной	1	2
234	себя и	1	2
235	на все	2	2
236	его к	1	2
237	известной степени	1	2
238	к этому	2	2
239	бы не	1	2
240	он не	5	2
241	независимо от	2	2
242	эта последняя	1	2
243	в чем	9	2
244	и совершенно	4	2
245	но мы	3	2
246	им не	1	2
247	точку зрения	3	2
248	как только	4	2
249	ничего не	19	2
250	возможна только	1	2
251	выражение и	1	2
252	или иным	1	1
253	же просто	2	1
254	от чисто	1	1
255	все в	2	1
256	зрительный образ	1	1
257	на которую	1	1
258	к одному	1	1
259	остается в	1	1
260	жизнь и	5	1
261	себе в	1	1
262	они являются	1	1
263	было на	1	1
264	то в	8	1
265	слова это	1	1
266	же деле	2	1
267	во всяком	5	1
268	от него	4	1
269	но смягченная	1	1
270	закономерности но	2	1
271	в стиле	1	1
272	это и	6	1
273	и тех	1	1
274	что они	8	1
275	видели в	1	1
276	его и	1	1
277	они действительно	1	1
278	и оба	1	1
279	каково бы	1	1
280	положения и	1	1
281	даже наиболее	1	1
282	и теоретическая	1	1
283	входя в	1	1
284	строй и	1	1
285	то он	2	1
286	в искусстве	2	1
287	во всех	3	1
288	степень или	1	1
289	не зная	2	1
290	нами выше	2	1
291	но сами	1	1
292	не является	3	1
293	а с	2	1
294	только к	2	1
295	что оно	9	1
296	и он	6	1
297	оформления и	1	1
298	к другу	2	1
299	коем случае	1	1
300	та же	6	1
301	по преимуществу	1	1
302	виду не	1	1
303	бы показать	1	1
304	с самого	2	1
305	дано в	1	1
306	зрения на	1	1
307	приближается к	1	1
308	друг к	2	1
309	на этом	4	1
310	в коем	1	1
311	она должна	2	1
312	них в	1	1
313	так но	1	1
314	данного писателя	1	1
315	то есть	1	1
316	дана в	4	1
317	как одно	1	1
318	и сейчас	3	1
319	совершенно отчетливо	1	1
320	не нужен	1	1
321	это последнее	1	1
322	должно быть	7	1
323	мы уже	8	1
324	к одной	1	1
325	ли он	1	1
326	нас не	2	1
327	мы берем	1	1
328	явление или	1	1
329	мы увидим	2	1
330	она близка	1	1
331	даже и	3	1
332	и вот	10	1
333	все остальные	1	1
334	от нее	1	1
335	вполне понятно	1	1
336	но при	1	1
337	только и	5	1
338	только как	3	1
339	и почти	6	1
340	что уже	3	1
341	того чтобы	1	1
342	не должен	2	1
343	сознание и	1	1
344	он как	1	1
345	в основе	4	1
346	и их	5	1
347	часто в	1	1
348	одна и	5	1
349	его содержание	1	1
350	еще более	3	1
351	как некая	2	1
352	ее до	1	1
353	в другом	6	1
354	нам совершенно	1	1
355	и менее	1	1
356	тому как	1	1
357	несмотря на	12	1
358	но эти	1	1
359	это только	3	1
360	на что	3	1
361	что всякий	1	1
362	в субъективизме	1	1
363	во многих	1	1
364	суждения и	1	1
365	или может	1	1
366	что это	21	1
367	хотя и	4	1
368	краткой и	1	1
369	и тогда	4	1
370	форма не	1	1
371	пространстве и	2	1
372	этом отношении	2	1
373	она будет	1	1
374	это уже	2	1
375	в новой	1	1
376	ни была	2	1
377	о чем	4	1
378	мы должны	6	1
379	на другое	1	1
380	в ее	3	1
381	и тем	2	1
382	в руках	1	1
383	кажется что	1	1
384	остается только	2	1
385	сам по	8	1
386	или просто	1	1
387	относится не	1	1
388	не требует	1	1
389	всякая живая	2	1
390	проникает в	1	1
391	бы только	2	1
392	в частности	4	1
393	говорит о	6	1
394	правда это	1	1
395	для нее	2	1
396	и больше	2	1
397	не как	4	1
398	однако эта	1	1
399	и вкусы	1	1
400	со всей	2	1
401	ни его	1	1
402	и вся	1	1
403	эта сторона	1	1
404	должны быть	2	1
405	в качестве	2	1
406	или иных	1	1
407	для другой	1	1
408	есть форма	1	1
409	вступает в	1	1
410	мере два	1	1
411	особый тип	1	1
412	то мы	2	1
413	процесса а	1	1
414	в науке	3	1
415	пор не	1	1
416	самом же	2	1
417	в одном	4	1
418	в области	2	1
419	одно из	2	1
420	искусством и	1	1
421	кто же	2	1
422	с жизнью	1	1
423	можно было	5	1
424	вещами и	1	1
425	и делает	1	1
426	бы они	1	1
427	кто не	1	1
428	а между	1	1
429	же не	4	1
430	в результате	2	1
431	и это	6	1
432	же он	2	1
433	ни одной	1	1
434	как нечто	5	1
435	для них	1	1
436	своем значении	1	1
437	друг о	1	1
438	не бывает	2	1
439	более и	2	1
440	по мере	3	1
441	этом смысле	4	1
442	с ней	2	1
443	подобно тому	1	1
444	во времени	4	1
445	том и	1	1
446	природу и	1	1
447	далеко не	2	1
448	только то	7	1
449	в современной	2	1
450	и которые	1	1
451	уже и	5	1
452	к поэзии	1	1
453	у него	2	1
454	так не	1	1
455	чем не	2	1
456	не на	1	1
457	в истории	1	1
458	не могут	4	1
459	все равно	7	1
460	что например	1	1
461	анализ может	1	1
462	же время	9	1
463	и интересно	1	1
464	не существует	8	1
465	говорить и	1	1
466	при помощи	1	1
467	в виде	2	1
468	из одного	1	1
469	к которой	1	1
470	в обоих	1	1
471	у нее	1	1
472	этом основании	1	1
473	самого начала	2	1
474	поэтическая форма	1	1
475	так мы	1	1
476	не стремится	1	1
477	не было	7	1
478	поэзии здесь	1	1
479	когда мы	3	1
480	идет речь	2	1
481	как например	2	1
482	и третье	1	1
483	связи с	3	1
484	каждая вещь	2	1
485	сами по	4	1
486	возникает из	1	1
487	более или	5	1
488	для эстетики	1	1
489	или наконец	1	1
490	он имеет	1	1
491	все то	1	1
492	отличная от	1	1
493	выражение она	1	1
494	и остается	2	1
495	здесь мы	1	1
496	время как	7	1
497	того кто	2	1
498	было бы	14	1
499	это же	1	1
500	не знает	2	1
501	оно ни	1	1
502	к тому	6	1
503	нем и	2	1
504	именно и	2	1
505	люди не	1	1
506	им она	1	1
507	наука до	1	1
508	что можно	1	1
509	них всегда	1	1
510	и можно	3	1
511	и следа	1	1
512	из нее	2	1
513	что здесь	4	1
514	равно как	1	1
515	ведь это	3	1
516	вещь ставшая	1	1
517	ним в	1	1
518	существуют и	1	1
519	и мы	8	1
520	не нуждается	9	1
521	только об	1	1
522	как мы	5	1
523	это мы	6	1
524	миром и	1	1
525	что она	18	1
526	бытия и	1	1
527	и о	4	1
528	на который	1	1
529	показать что	1	1
530	и тому	1	1
531	о самом	2	1
532	этого содержания	1	1
533	менее всего	1	1
534	всегда имеет	1	1
535	как его	1	1
536	что для	3	1
537	с первого	2	1
538	где они	1	1
539	если мы	3	1
540	на одну	1	1
541	тем же	3	1
542	от всего	2	1
543	и эта	3	1
544	итак всякая	1	1
545	наряду с	1	1
546	но есть	2	1
547	представлять себе	2	1
548	и во	1	1
549	именно в	4	1
550	только одна	1	1
551	уже на	1	1
552	то время	3	1
553	но эта	4	1
554	сознания нет	1	1
555	или хотя	2	1
556	мы это	1	1
557	к другим	1	1
558	не можем	1	1
559	в таком	4	1
560	из трех	1	1
561	формы для	1	1
562	формы в	1	1
563	следующим образом	1	1
564	например в	2	1
565	сама по	12	1
566	что я	5	1
567	форма и	2	1
568	тот же	1	1
569	к которому	1	1
570	эти вопросы	3	1
571	этого бытия	1	1
572	обойтись без	1	1
573	имеем дело	1	1
574	время не	3	1
575	человек и	2	1
576	оно всегда	2	1
577	это ни	1	1
578	характер и	1	1
579	и без	1	1
580	случае нельзя	1	1
581	на вещи	2	1
582	нигде не	1	1
583	себе с	1	1
584	к внешнему	1	1
585	в определенную	1	1
586	это та	1	1
587	что все	2	1
588	как о	2	1
589	не привнося	2	1
590	себе не	7	1
591	столь же	1	1
592	и она	1	1
593	в общем	2	1
594	непосредственно и	1	1
595	при более	1	1
596	есть в	2	1
597	же как	3	1
598	или даже	1	1
599	деле это	1	1
600	момент в	2	1
601	в обычной	1	1
602	при чтении	1	1
603	науке о	1	1
604	выйти из	3	1
605	же форма	1	1
606	как будто	7	1
607	жизни в	1	1
608	он употребляет	1	1
609	что именно	3	1
610	есть только	9	1
611	неодушевленная вещь	1	1
612	дальше и	2	1
613	ровно ничего	5	1
614	не находится	1	1
615	но если	6	1
616	имеет и	1	1
617	они не	3	1
618	и понимания	1	1
619	при таком	1	1
620	них и	2	1
621	именно такую	1	1
622	зрения не	1	1
623	на себя	1	1
624	от его	1	1
625	обходится без	1	1
626	тех или	5	1
627	все более	1	1
628	и являются	1	1
629	зрения и	2	1
630	чем мы	1	1
631	и только	5	1
632	один и	1	1
633	явлениями и	1	1
634	чувства в	1	1
635	можно сравнить	1	1
636	быть следовательно	1	1
637	по своей	5	1
638	себе по	1	1
639	на этих	1	1
640	пор мы	1	1
641	убедиться в	2	1
642	в вещи	2	1
643	может и	5	1
644	и оно	2	1
645	здесь же	1	1
646	друг друга	1	1
647	один миг	1	1
648	но уже	3	1
649	себе как	3	1
650	природой и	1	1
651	месяц и	1	1
652	для этого	2	1
653	так если	1	1
654	можно с	1	1
655	конечно эта	1	1
656	и искусство	1	1
657	как явление	1	1
658	неодушевленные предметы	2	1
659	если она	4	1
660	себе и	5	1
661	чтобы убедиться	2	1
662	его значение	1	1
663	а эти	1	1
664	в смысле	5	1
665	не всегда	2	1
666	на их	1	1
667	чтобы не	6	1
668	субъектом я	1	1
669	мы еще	2	1
670	бы действительно	1	1
671	не нужно	2	1
672	она как	1	1
673	из этой	1	1
674	в одной	4	1
675	в целом	1	1
676	ничего общего	4	1
677	себя в	2	1
678	крайней мере	11	1
679	и из	6	1
680	а лишь	3	1
681	и становится	2	1
682	или менее	5	1
683	вовсе не	19	1
684	сливаются в	2	1
685	на другие	1	1
686	больше того	5	1
687	думать что	3	1
688	есть выражение	4	1
689	одному и	1	1
690	и умирает	1	1
691	не то	9	1
692	самый принцип	1	1
693	я и	3	1
694	нее не	1	1
695	тем более	2	1
696	по крайней	11	1
697	формы как	1	1
698	свой смысл	2	1
699	перед нами	3	1
700	и самый	1	1
701	и другого	3	1
702	бы это	1	1
703	вне ее	1	1
704	всяком случае	3	1
705	того о	1	1
706	не входят	1	1
707	которые в	1	1
708	только для	1	1
709	на них	1	1
710	где ее	1	1
711	можно только	4	1
