N	2gram	Bakhtin_fo	VrazhdaK
132	отношение к	5	2
133	уже не	5	2
134	из них	8	2
135	в себе	7	2
136	с нею	2	2
137	не может	8	2
138	место в	4	2
139	с которым	1	2
140	том же	4	2
141	точки зрения	14	2
142	тем более	4	2
143	одна из	3	2
144	в роман	6	2
145	время он	1	2
146	он сам	2	2
147	на место	1	2
148	в эти	1	2
149	отнюдь не	7	2
150	но это	1	2
151	во время	7	2
152	в него	2	2
153	и ее	4	2
154	никогда не	8	2
155	эти не	2	1
156	души и	1	1
157	в особенности	15	1
158	все в	3	1
159	своего рода	1	1
160	в самом	9	1
161	во всем	3	1
162	были известны	1	1
163	то в	2	1
164	этого и	1	1
165	связан с	2	1
166	именно к	1	1
167	так и	17	1
168	близок к	1	1
169	что они	3	1
170	которую они	1	1
171	не встретились	2	1
172	попадает в	2	1
173	в литературе	17	1
174	все что	2	1
175	эпизоду в	1	1
176	для всех	3	1
177	до сих	4	1
178	сказал что	1	1
179	один из	5	1
180	ему в	3	1
181	из которых	1	1
182	ему что	1	1
183	по всем	3	1
184	черты характера	1	1
185	ближе к	1	1
186	и наказание	1	1
187	они не	4	1
188	ни с	3	1
189	этот процесс	5	1
190	если в	1	1
191	это будет	1	1
192	на три	1	1
193	к этой	1	1
194	и кончая	2	1
195	в основном	12	1
196	собой в	1	1
197	с любовью	1	1
198	нем в	2	1
199	героя в	1	1
200	некоторые мотивы	1	1
201	что уже	1	1
202	он всегда	2	1
203	он как	1	1
204	еще более	7	1
205	из всех	1	1
206	что это	1	1
207	хотя и	5	1
208	а это	1	1
209	единства и	2	1
210	романа и	4	1
211	резко отличают	1	1
212	и был	1	1
213	он и	1	1
214	романа в	7	1
215	и сильно	1	1
216	в ее	6	1
217	того что	5	1
218	говорит о	1	1
219	в качестве	6	1
220	использовал и	1	1
221	и холодным	1	1
222	нас в	3	1
223	не являются	3	1
224	прежде всего	28	1
225	далее в	3	1
226	тогда же	1	1
227	романа однако	1	1
228	к реальному	3	1
229	вошел в	1	1
230	ее и	1	1
231	роман в	6	1
232	это слово	1	1
233	с исторической	1	1
234	другой стороны	1	1
235	нет ничего	4	1
236	себе не	1	1
237	в этих	6	1
238	но на	4	1
239	он лишь	1	1
240	в их	9	1
241	все равно	1	1
242	мы находим	2	1
243	тому же	2	1
244	есть еще	1	1
245	христа и	1	1
246	без всяких	1	1
247	конечно в	1	1
248	а за	1	1
249	самим собой	2	1
250	и сам	2	1
251	с такими	1	1
252	как по	2	1
253	в одном	10	1
254	их и	3	1
255	равно как	4	1
256	но какое	1	1
257	в другую	3	1
258	в будущее	1	1
259	еще в	1	1
260	преступление и	1	1
261	о своей	2	1
262	но не	9	1
263	у людей	1	1
264	в ту	1	1
265	герои романа	1	1
266	но для	2	1
267	успех у	1	1
268	именно в	5	1
269	как новый	1	1
270	уже на	3	1
271	жизни и	12	1
272	такое же	1	1
273	то время	4	1
274	представление о	1	1
275	он у	2	1
276	в таком	4	1
277	героев и	5	1
278	в процессе	4	1
279	в литературу	3	1
280	нам не	1	1
281	только два	2	1
282	в жизни	6	1
283	уже давно	1	1
284	более что	2	1
285	в числе	1	1
286	человек и	2	1
287	как говорит	1	1
288	литературе и	1	1
289	этого романа	6	1
290	правда в	2	1
291	ясно что	2	1
292	этого типа	5	1
293	не знал	1	1
294	как о	1	1
295	также в	1	1
296	похож на	3	1
297	начинается с	2	1
298	в соответствии	2	1
299	человек в	5	1
300	себя как	1	1
301	роман сервантеса	1	1
302	такие же	1	1
303	это время	8	1
304	между прочим	1	1
305	человеком в	1	1
306	одном из	1	1
307	эту проблему	1	1
308	и перед	1	1
309	как в	10	1
310	дома и	1	1
311	и тонко	1	1
312	влияния на	2	1
313	следовательно и	3	1
314	роль в	12	1
315	правда не	2	1
316	один эпизод	1	1
317	по своему	3	1
318	и я	1	1
319	по преимуществу	4	1
320	никто не	2	1
321	что им	1	1
322	отличается от	1	1
323	да и	4	1
324	этом романе	2	1
325	его жизни	11	1
326	по его	1	1
327	служит для	1	1
328	том как	2	1
329	они как	2	1
330	в условиях	8	1
331	это было	2	1
332	к вопросу	2	1
333	пока не	1	1
334	не имеет	5	1
335	но мы	1	1
336	что тот	1	1
337	раз и	3	1
338	там за	1	1
339	под влиянием	1	1
340	что как	1	1
341	сих пор	4	1
342	и вообще	3	1
343	литературу в	1	1
344	не был	2	1
345	на них	2	1
346	время с	1	1
347	и образ	3	1
348	жизнь и	4	1
349	с этим	11	1
350	еще один	1	1
351	во всех	13	1
352	вошли в	1	1
353	вследствие которых	1	1
354	до того	1	1
355	во всяком	5	1
356	это и	1	1
357	то он	1	1
358	выражение в	3	1
359	и отчасти	1	1
360	во все	4	1
361	того в	2	1
362	первый план	2	1
363	за рубежом	1	1
364	его судьбу	1	1
365	для создания	1	1
366	она же	2	1
367	было в	2	1
368	материала это	1	1
369	возвращается к	1	1
370	не могли	3	1
371	что этот	1	1
372	мне все	1	1
373	ему нужно	1	1
374	человека он	1	1
375	был также	1	1
376	которой он	3	1
377	этой традиции	1	1
378	имеется в	1	1
379	как пример	1	1
380	к роману	1	1
381	это как	1	1
382	свою книгу	1	1
383	тотчас же	1	1
384	действие в	1	1
385	и всего	2	1
386	за обедом	2	1
387	потому что	11	1
388	живет в	1	1
389	это то	2	1
390	также и	6	1
391	одну из	2	1
392	и речи	6	1
393	совсем не	4	1
394	он часто	1	1
395	больших и	2	1
396	человека как	1	1
397	к своей	2	1
398	быть и	4	1
399	них много	1	1
400	существуют в	1	1
401	с помощью	5	1
402	романа это	1	1
403	в частности	11	1
404	идти вперед	1	1
405	характерно для	2	1
406	и лишь	1	1
407	никого не	1	1
408	но зато	1	1
409	героини и	1	1
410	не могло	5	1
411	два человека	1	1
412	но они	3	1
413	и их	11	1
414	говорить о	1	1
415	он хочет	1	1
416	одно и	4	1
417	этого как	1	1
418	всех этих	9	1
419	хотя в	1	1
420	как он	4	1
421	не могла	2	1
422	в форме	5	1
423	людей и	2	1
424	себя на	1	1
425	доходит до	1	1
426	мировой литературе	2	1
427	привела к	1	1
428	проникнуть в	1	1
429	по своей	1	1
430	что из	1	1
431	человека и	15	1
432	в каком	2	1
433	каждый из	2	1
434	свою очередь	1	1
435	через него	1	1
436	вне его	2	1
437	и т.д	2	1
438	у которого	1	1
439	идет о	2	1
440	можно бы	1	1
441	романе не	3	1
442	с другой	4	1
443	было бы	2	1
444	это же	1	1
445	вопросу о	3	1
446	говорил с	1	1
447	в эпизоде	6	1
448	литературе эта	1	1
449	как на	2	1
450	не совсем	1	1
451	соответствии с	2	1
452	себя в	2	1
453	своего народа	1	1
454	однако в	1	1
455	энергии и	1	1
456	в плане	1	1
457	оба они	1	1
458	затем в	3	1
459	бы его	1	1
460	той же	2	1
461	могут быть	7	1
462	и личные	1	1
463	такая же	1	1
464	до конца	5	1
465	в высшей	1	1
466	это отношение	1	1
467	есть по	1	1
468	и от	3	1
469	и есть	3	1
470	роль играет	1	1
471	и гораздо	1	1
472	во всей	3	1
473	так при	1	1
474	на этот	1	1
475	такой же	1	1
476	в остальном	1	1
477	есть все	1	1
478	от них	1	1
479	времени а	2	1
480	этом отношении	5	1
481	тут же	1	1
482	а следовательно	4	1
483	же это	1	1
484	всяком случае	1	1
485	автора к	1	1
486	день все	1	1
487	в мировой	2	1
488	конце концов	1	1
489	немалую роль	1	1
490	независимо от	1	1
491	момент его	2	1
492	друг друга	3	1
493	событий и	3	1
494	с ее	7	1
495	всего романа	2	1
496	из него	1	1
497	лишь один	2	1
498	бы в	1	1
499	того же	9	1
500	смеха и	1	1
501	в целом	2	1
502	типичен для	1	1
503	которого никто	1	1
504	одного и	6	1
505	и наконец	6	1
506	ничего не	9	1
507	вплоть до	3	1
508	и самый	3	1
509	человека но	1	1
510	более того	4	1
511	котором он	1	1
512	к друзьям	1	1
513	высшей степени	1	1
