N	3gram	Bakhtin_Pr	Literetu
216	становится человеком в	1	1
217	перед нами не	1	1
218	хотя и не	1	1
219	несмотря на свою	1	1
220	герой нашего времени	1	1
221	резко отличается от	1	1
222	становится одним из	1	1
223	тому как в	2	1
224	но в то	5	1
225	в лучшем случае	3	1
226	как мы видели	3	1
227	мира а не	1	1
228	от той же	1	1
229	в этих словах	1	1
230	во всех этих	1	1
231	там ни было	1	1
232	именно в том	2	1
233	он и не	3	1
234	с самого начала	3	1
235	в сущности не	1	1
236	что я люблю	1	1
237	том что он	4	1
238	нормативного сознания и	1	1
239	у него нет	1	1
240	жизни в ее	1	1
241	не могут быть	1	1
242	то что для	1	1
243	в романе достоевского	6	1
244	нет дела до	1	1
245	и в сущности	2	1
246	не слышат друг	1	1
247	каждой личности в	1	1
248	как человек и	1	1
249	что может быть	2	1
250	и притом в	1	1
251	и не может	3	1
252	является одним из	2	1
253	это и есть	3	1
254	по нашему мнению	3	1
255	само по себе	4	1
256	нет и не	1	1
257	мы не можем	1	1
258	новые и новые	1	1
259	может быть и	1	1
