N	2gram	Vygotskiy_	Poddanst
148	да и	4	2
149	исключительно в	1	2
150	в эту	2	2
151	из них	7	2
152	но к	1	2
153	есть не	7	2
154	тем более	1	2
155	и пусть	1	2
156	не к	1	2
157	что было	1	1
158	к сожалению	2	1
159	области живописи	1	1
160	этих двух	8	1
161	были бы	3	1
162	представить себе	2	1
163	говорится о	2	1
164	нет ничего	1	1
165	возможность не	1	1
166	поскольку она	1	1
167	как к	1	1
168	от нее	2	1
169	во всяком	2	1
170	могли бы	6	1
171	к истине	1	1
172	ни к	1	1
173	не есть	4	1
174	выражены в	1	1
175	собственном смысле	2	1
176	и теперь	2	1
177	находятся в	4	1
178	и то	12	1
179	намеки в	1	1
180	можем представить	1	1
181	но как	3	1
182	понимать что	1	1
183	бы и	1	1
184	мы можем	8	1
185	и эти	3	1
186	на этой	1	1
187	мы видим	13	1
188	а с	7	1
189	в данном	4	1
190	два разных	1	1
191	что от	2	1
192	не хотим	1	1
193	только к	1	1
194	с его	6	1
195	за то	3	1
196	что оно	12	1
197	и более	1	1
198	исключительно и	1	1
199	те же	3	1
200	вместе с	16	1
201	и здесь	11	1
202	до тех	2	1
203	и на	12	1
204	как возможность	1	1
205	уяснить себе	2	1
206	отличие от	3	1
207	в самом	18	1
208	вопрос о	6	1
209	и очень	5	1
210	сделать то	1	1
211	два направления	1	1
212	они не	3	1
213	в восприятии	1	1
214	может не	1	1
215	этой области	1	1
216	она вообще	1	1
217	с основной	1	1
218	это в	5	1
219	только что	11	1
220	мысль и	2	1
221	также что	1	1
222	в психологии	3	1
223	бы она	1	1
224	с двух	1	1
225	к этой	2	1
226	переходит в	1	1
227	действие в	2	1
228	с и	11	1
229	и который	1	1
230	смерти но	1	1
231	она не	1	1
232	уже в	7	1
233	должна быть	2	1
234	исключительно на	1	1
235	пор пока	2	1
236	чем то	1	1
237	наших глазах	1	1
238	более или	1	1
239	применении к	1	1
240	связана с	1	1
241	из авторов	1	1
242	того чтобы	43	1
243	мы знаем	4	1
244	в применении	1	1
245	только мы	1	1
246	многих случаях	1	1
247	и всегда	1	1
248	представляет собой	2	1
249	в отдельности	1	1
250	как известно	1	1
251	и должна	1	1
252	из всех	1	1
253	во многих	1	1
254	что это	15	1
255	конечно и	1	1
256	одно и	3	1
257	ни на	3	1
258	с трудом	1	1
259	думается что	4	1
260	вот как	2	1
261	что при	5	1
262	есть как	2	1
263	не были	1	1
264	и уже	4	1
265	мысли и	1	1
266	с которой	2	1
267	из тех	1	1
268	какой бы	3	1
269	из этих	4	1
270	и смысла	1	1
271	что если	9	1
272	что с	8	1
273	что то	2	1
274	именно на	6	1
275	не как	3	1
276	и другие	3	1
277	сущность которого	1	1
278	что дело	3	1
279	а затем	2	1
280	от этой	3	1
281	и вся	4	1
282	мы все	8	1
283	в каждом	2	1
284	эта мысль	1	1
285	только на	4	1
286	где он	1	1
287	лиц и	1	1
288	и этим	1	1
289	не с	2	1
290	обе эти	2	1
291	что эта	8	1
292	но где	1	1
293	в других	1	1
294	и при	3	1
295	и что	45	1
296	к действию	1	1
297	не могла	2	1
298	связь между	2	1
299	и живы	1	1
300	частности в	1	1
301	что и	11	1
302	кто не	1	1
303	в трех	5	1
304	тем и	1	1
305	есть с	1	1
306	мы хотим	4	1
307	другой стороны	8	1
308	есть некоторая	1	1
309	еще в	2	1
310	как ни	4	1
311	нет никакого	2	1
312	этом смысле	4	1
313	бы что	2	1
314	к жизни	2	1
315	выражается в	1	1
316	далеко не	4	1
317	только то	1	1
318	в этих	3	1
319	что все	12	1
320	в истории	1	1
321	готической архитектуры	1	1
322	можно рассматривать	1	1
323	различия между	2	1
324	как по	1	1
325	так же	19	1
326	она находится	1	1
327	также и	1	1
328	как она	9	1
329	его в	2	1
330	это имеет	2	1
331	знаем что	5	1
332	над ним	2	1
333	каждый из	2	1
334	литературы и	2	1
335	и наоборот	2	1
336	в г	1	1
337	их не	2	1
338	когда ее	1	1
339	чуть ли	1	1
340	все же	11	1
341	при виде	1	1
342	что составляет	4	1
343	идет речь	3	1
344	нигде в	1	1
345	этого процесса	1	1
346	в борьбе	1	1
347	воспринимает не	1	1
348	всего что	1	1
349	рассматривать как	3	1
350	что его	2	1
351	того кто	1	1
352	в результате	6	1
353	они несомненно	1	1
354	в которой	4	1
355	от тех	1	1
356	оказывается в	1	1
357	должен быть	3	1
358	котором говорит	4	1
359	в этой	15	1
360	причины почему	1	1
361	только знак	1	1
362	не сумеем	1	1
363	промежуток времени	1	1
364	в наших	1	1
365	именно здесь	1	1
366	этом не	1	1
367	из нее	2	1
368	что по	3	1
369	в отличие	3	1
370	и где	2	1
371	по преимуществу	2	1
372	единственно возможным	1	1
373	и которая	1	1
374	на нее	2	1
375	себя в	4	1
376	из двух	3	1
377	само по	3	1
378	оно есть	2	1
379	при сохранении	1	1
380	на две	1	1
381	ней и	1	1
382	видим в	2	1
383	том виде	1	1
384	же как	4	1
385	бы как	2	1
386	чтобы понять	3	1
387	она может	1	1
388	что не	5	1
389	мы и	2	1
390	если мы	24	1
391	и философской	1	1
392	тем же	3	1
393	но для	1	1
394	весь он	1	1
395	почти исключительно	1	1
396	в каком	7	1
397	но есть	1	1
398	что есть	3	1
399	и чувствуем	1	1
400	к другим	2	1
401	к сохранению	1	1
402	чувство и	5	1
403	зрения можно	1	1
404	любовь и	1	1
405	развитие в	1	1
406	если он	2	1
407	в сферу	2	1
408	эта основная	1	1
409	тогда когда	1	1
410	наших сил	1	1
411	и другим	2	1
412	находится в	2	1
413	давно уже	2	1
414	это ощущение	1	1
415	представляют собою	1	1
416	бы оно	1	1
417	представляют собой	2	1
418	в какой	5	1
419	ясно что	10	1
420	с собой	3	1
421	к внешнему	2	1
422	преодоления и	1	1
423	как и	9	1
424	с которым	5	1
425	входят в	2	1
426	во времена	1	1
427	следует понимать	2	1
428	к составлению	1	1
429	или иной	2	1
430	в собственном	2	1
431	от первой	1	1
432	по одному	1	1
433	и именно	8	1
434	начала в	1	1
435	для каждого	1	1
436	есть та	2	1
437	из чего	1	1
438	одновременно и	1	1
439	и такое	1	1
440	в одно	1	1
441	значило бы	1	1
442	иной раз	1	1
443	именно потому	4	1
444	стремление к	2	1
445	вопросом о	1	1
446	на то	27	1
447	они как	1	1
448	заставить их	1	1
449	ли не	2	1
450	в грехе	1	1
451	к следующему	2	1
452	бы ее	1	1
453	там где	6	1
454	в эти	1	1
455	т д	6	1
456	тех пор	2	1
457	и жизнь	2	1
458	века в	1	1
459	что во	1	1
460	и только	5	1
461	это сделать	1	1
462	что именно	7	1
463	друг с	6	1
464	она оказывается	1	1
465	казалось бы	11	1
466	всяком случае	1	1
467	не вследствие	1	1
468	в свете	1	1
469	нисколько не	3	1
470	о котором	9	1
471	бы мы	7	1
472	не все	3	1
473	сравнению с	4	1
474	но каждый	1	1
475	эти последние	1	1
476	реальное и	1	1
477	когда в	2	1
478	друг друга	1	1
479	в себя	2	1
480	в это	2	1
481	для этого	12	1
482	с ее	1	1
483	в известном	2	1
484	и страсти	4	1
485	эта вторая	1	1
486	с другом	6	1
487	и чем	1	1
488	во времени	2	1
489	гораздо более	3	1
490	не просто	6	1
491	он был	3	1
492	к иным	1	1
493	не имеет	2	1
494	они стремятся	1	1
495	именно во	1	1
496	смысл этого	3	1
497	одно из	1	1
498	или менее	1	1
499	везде и	1	1
500	мы возьмем	1	1
501	и ее	1	1
502	применительно к	1	1
503	в которые	1	1
504	что жизнь	1	1
505	есть знак	1	1
506	чем оно	1	1
507	богом и	1	1
508	времени так	1	1
509	связаны с	2	1
510	совершенно ясно	13	1
511	общего начала	1	1
512	обратиться к	9	1
513	из этой	2	1
514	бы нас	1	1
515	в душе	2	1
516	xviii века	1	1
517	никогда не	15	1
518	еще не	6	1
