N	2gram	Tiupa_Lite	Psycholo
293	тому же	2	10
294	и у	1	10
295	но как	3	10
296	и от	1	10
297	представить себе	1	10
298	мы в	3	10
299	здесь мы	1	10
300	не является	3	10
301	ее в	1	10
302	материала и	1	10
303	тому чтобы	1	10
304	это было	1	10
305	на нас	1	9
306	не есть	2	9
307	так сказать	1	9
308	в действительности	2	9
309	вопрос о	1	9
310	на него	1	9
311	что даже	1	9
312	и говорит	2	9
313	в чем	2	9
314	героя и	2	9
315	это совершенно	1	9
316	в него	1	9
317	с ее	3	9
318	бы не	3	9
319	из его	2	9
320	на основании	1	9
321	в отличие	6	9
322	ответ на	1	9
323	в виде	1	9
324	и по	1	9
325	оказывается что	1	9
326	тем самым	8	9
327	которые не	1	9
328	но все	1	9
329	мысль о	2	9
330	роль в	2	9
331	можно сказать	1	9
332	то как	2	9
333	ту же	4	9
334	которое мы	1	9
335	в силу	4	9
336	каждого из	2	9
337	который не	1	9
338	по этому	2	9
339	должен быть	2	9
340	и наконец	2	9
341	не к	3	9
342	из двух	1	8
343	со всей	2	8
344	себе и	2	8
345	жизни с	2	8
346	в сознании	3	8
347	одно и	1	8
348	в общем	1	8
349	и конечно	1	8
350	художественного творчества	3	8
351	ни на	1	8
352	что же	1	8
353	он в	1	8
354	тем же	5	8
355	о нем	1	8
356	произведения искусства	4	8
357	в такой	1	8
358	как все	2	8
359	этому поводу	1	8
360	и эта	1	8
361	теории искусства	1	8
362	из всех	1	8
363	и другими	1	8
364	с другом	1	8
365	наряду с	1	8
366	гораздо более	1	8
367	по преимуществу	6	8
368	в произведении	1	8
369	из того	3	8
370	кажется что	1	8
371	во время	1	8
372	к нему	1	8
373	и более	1	8
374	искусства есть	1	8
375	относится к	3	8
376	мы получим	1	8
377	и во	1	8
378	в трех	1	8
379	стороны и	1	8
380	только то	3	8
381	мысли и	1	7
382	не как	4	7
383	от этого	1	7
384	представляет собой	5	7
385	и те	1	7
386	свою очередь	2	7
387	на том	3	7
388	только при	1	7
389	связи с	7	7
390	полагал что	2	7
391	в каждом	2	7
392	что такое	2	7
393	в особенности	2	7
394	имеет место	1	7
395	себе не	2	7
396	со всеми	2	7
397	есть нечто	1	7
398	они не	1	7
399	дело и	1	7
400	но при	2	7
401	к которой	1	7
402	же в	6	7
403	все что	3	7
404	для всех	5	7
405	к этой	2	7
406	и другую	1	7
407	одно из	3	7
408	в руках	2	7
409	приходит к	1	7
410	в нашем	2	7
411	от себя	2	7
412	в качестве	21	7
413	к жизни	2	7
414	однако мы	1	7
415	а как	2	7
416	за ним	1	7
417	себя и	3	7
418	ее с	1	7
419	различие между	3	7
420	в полном	1	7
421	а на	1	7
422	отказаться от	1	7
423	дело в	3	7
424	до тех	2	7
425	слова в	2	7
426	даже в	6	6
427	области искусства	1	6
428	он был	1	6
429	пор пока	2	6
430	только как	1	6
431	утверждал что	2	6
432	и искусство	1	6
433	первый раз	2	6
434	рядом с	1	6
435	в сторону	1	6
436	в русской	13	6
437	что есть	2	6
438	всех этих	1	6
439	одного и	1	6
440	в отношении	2	6
441	к его	1	6
442	никто не	1	6
443	приводит к	4	6
444	да и	3	6
445	в стихах	8	6
446	он же	2	6
447	тех пор	2	6
448	для нее	2	6
449	и вся	1	6
450	от других	2	6
451	каждый из	4	6
452	на две	1	6
453	событий в	1	6
454	только с	1	6
455	ее на	1	6
456	нуждается в	3	6
457	от всех	2	6
458	на нее	2	6
459	один и	1	6
460	и без	1	6
461	не все	1	6
462	мы узнаем	1	6
463	слова и	6	6
464	у пушкина	1	6
465	имеет в	1	6
466	говорить о	1	6
467	есть по	1	6
468	для понимания	2	6
469	она как	1	6
470	второй план	1	6
471	тем не	4	6
472	х годов	5	6
473	евгении онегине	1	6
474	это мы	1	6
475	в себя	5	6
476	а только	2	6
477	за пределы	3	6
478	уже не	9	6
479	о его	1	6
480	а потому	4	6
481	тот кто	1	6
482	то и	5	6
483	в обществе	1	6
484	что я	4	6
485	в плане	1	6
486	жизни но	1	6
487	в первый	2	6
488	эту мысль	1	6
489	творческий акт	2	6
490	так в	6	6
491	искусством и	1	6
492	отношение к	1	6
493	только после	1	6
494	совершается в	1	6
495	в душе	3	5
496	в последнее	1	5
497	к действительности	1	5
498	тем как	1	5
499	в евгении	1	5
500	сам автор	1	5
501	а затем	3	5
502	между ними	1	5
503	что чем	1	5
504	и сам	6	5
505	здесь дело	1	5
506	на эту	1	5
507	за ней	1	5
508	нам не	1	5
509	нас и	1	5
510	и еще	1	5
511	во всей	1	5
512	каком отношении	1	5
513	бы то	1	5
514	произведении искусства	1	5
515	ее от	1	5
516	в эту	1	5
517	в лучшем	1	5
518	эти слова	2	5
519	и является	2	5
520	подход к	1	5
521	в одну	1	5
522	где мы	1	5
523	если в	2	5
524	отношения к	1	5
525	у читателя	1	5
526	в словах	2	5
527	для читателя	2	5
528	на вопрос	1	5
529	быть не	2	5
530	нет и	1	5
531	у них	1	5
532	что ему	4	5
533	когда они	1	5
534	он как	1	5
535	и всегда	2	5
536	которых он	1	5
537	неизмеримо более	1	5
538	все равно	1	5
539	однако не	2	5
540	на одном	1	5
541	в каждой	2	5
542	бы это	1	5
543	к одному	1	5
544	не следует	1	5
545	человека и	2	5
546	искусства от	2	5
547	по тому	1	5
548	по выражению	2	5
549	только для	1	5
550	но даже	2	5
551	но они	1	5
552	не мог	3	5
553	то в	3	5
554	и было	1	5
555	и за	2	5
556	столько же	1	5
557	не знает	3	5
558	которое в	1	5
559	самое и	1	5
560	искусство не	2	5
561	онегина и	1	5
562	это делает	1	5
563	в один	1	5
564	себя в	7	5
565	представляют собой	1	5
566	однако он	1	5
567	целом ряде	2	5
568	в романе	1	5
569	евгения онегина	2	5
570	она и	1	5
571	в известном	1	5
572	знает что	1	5
573	я говорю	1	5
574	еще и	3	5
575	в творчестве	2	5
576	том же	3	5
577	все они	2	5
578	мы находим	1	5
579	а то	2	5
580	произведения с	2	5
581	человека в	5	5
582	или не	1	5
583	дело не	2	5
584	одного из	4	5
585	все более	3	5
586	лучшем случае	1	5
587	а я	2	5
588	является в	1	4
589	сама собой	1	4
590	с собой	4	4
591	себя как	2	4
592	и другим	1	4
593	нам в	1	4
594	в противоположность	2	4
595	с самой	1	4
596	и вдруг	1	4
597	потому не	1	4
598	для своего	2	4
599	пути и	1	4
600	но для	1	4
601	не остается	2	4
602	в связи	4	4
603	одном из	3	4
604	если оно	2	4
605	человек который	1	4
606	решение вопроса	1	4
607	этой фразы	1	4
608	искусство которое	1	4
609	от своего	3	4
610	можно назвать	1	4
611	из нас	2	4
612	к другому	1	4
613	на два	2	4
614	художественного впечатления	2	4
615	отношении к	2	4
616	эстетический объект	3	4
617	которую он	1	4
618	как например	1	4
619	вот этот	1	4
620	одной из	2	4
621	в глазах	4	4
622	здесь не	1	4
623	мы с	3	4
624	и татьяны	2	4
625	только потому	1	4
626	значение в	1	4
627	основе своей	1	4
628	в первой	1	4
629	основана на	1	4
630	который как	1	4
631	произведения как	2	4
632	это еще	1	4
633	перейти к	1	4
634	могут служить	2	4
635	также и	3	4
636	не по	2	4
637	не с	2	4
638	кто не	1	4
639	что нам	1	4
640	при всем	4	4
641	все еще	2	4
642	идет не	1	4
643	может и	1	4
644	вплоть до	4	4
645	случае в	1	4
646	того не	1	4
647	строго говоря	1	4
648	в некоторых	1	4
649	в день	1	4
650	в первом	1	4
651	по отношению	6	4
652	в это	1	4
653	и того	2	4
654	в воображении	1	4
655	процесс в	1	4
656	вот почему	1	4
657	следует отнести	1	4
658	всю жизнь	2	4
659	перед ним	2	4
660	который в	2	4
661	свое собственное	3	4
662	ее и	1	4
663	после того	1	4
664	произведение как	1	4
665	в мире	9	4
666	на один	2	4
667	его жизни	1	4
668	развивается в	1	4
669	это может	1	4
670	однако в	7	4
671	и каждый	2	4
672	что может	1	4
673	в состав	1	4
674	не на	2	4
675	если не	1	4
676	в обратном	1	4
677	образом если	1	4
678	может стать	1	4
679	с ней	1	4
680	мы говорим	1	4
681	эстетики и	1	4
682	в слове	3	4
683	ничего общего	2	4
684	автора и	1	4
685	те или	1	4
686	более и	1	4
687	в истории	1	4
688	же время	12	4
689	мог бы	1	4
690	произведения и	1	4
691	говорил что	1	4
692	то здесь	1	4
693	в поэме	5	4
694	стороны он	1	4
695	аналогии с	3	4
696	одним и	1	4
697	не для	2	4
698	бы на	2	4
699	несет в	2	4
700	без остатка	3	4
701	и где	1	4
702	в ту	1	4
703	составляет истинную	1	4
704	этой цели	2	4
705	но по	2	4
706	к концу	1	4
707	к своему	2	4
708	ли не	7	4
709	что от	1	4
710	за то	2	4
711	не имея	1	4
712	обстоит дело	1	4
713	к тем	1	4
714	плана в	1	4
715	что образ	1	4
716	говоря о	1	4
717	в пределах	4	4
718	в понимании	1	4
719	в центре	1	3
720	же и	3	3
721	со всем	1	3
722	что художественное	1	3
723	какой бы	1	3
724	не испытывает	1	3
725	него в	2	3
726	не столько	8	3
727	своих собственных	1	3
728	а напротив	1	3
729	показывает нам	1	3
730	или ином	1	3
731	на первый	1	3
732	всем его	1	3
733	мы вместе	1	3
734	из их	1	3
735	в этот	1	3
736	к своей	2	3
737	о них	1	3
738	уже и	1	3
739	тенденцию к	1	3
740	по которым	2	3
741	он сам	2	3
742	даже у	1	3
743	на котором	1	3
744	понятие о	1	3
745	все в	1	3
746	мысли так	1	3
747	мышления и	3	3
748	как нам	2	3
749	искусства то	2	3
750	здесь как	2	3
751	с другими	1	3
752	по аналогии	3	3
753	как таковое	1	3
754	на земле	1	3
755	воздействия на	2	3
756	начинает казаться	1	3
757	с новой	1	3
758	нами как	1	3
759	в наше	1	3
760	в ответ	1	3
761	на долю	1	3
762	иметь в	1	3
763	трагедии шекспира	1	3
764	своего героя	2	3
765	прямо противоположное	1	3
766	этом не	1	3
767	действительной жизни	1	3
768	героя в	2	3
769	оно было	1	3
770	целого ряда	1	3
771	от игры	1	3
772	обращается к	5	3
773	это время	1	3
774	означает для	1	3
775	к той	1	3
776	нет ничего	2	3
777	то он	3	3
778	и состоит	2	3
779	на основе	2	3
780	переходит к	1	3
781	пока мы	1	3
782	общего с	3	3
783	видят в	1	3
784	утверждая что	1	3
785	еще в	7	3
786	формы не	1	3
787	этом случае	2	3
788	в последней	1	3
789	воли в	1	3
790	он и	5	3
791	слова а	1	3
792	имел в	2	3
793	этого романа	1	3
794	и я	7	3
795	со своей	3	3
796	но уже	2	3
797	тем более	2	3
798	бы ни	1	3
799	с первого	1	3
800	это конечно	1	3
801	в полной	1	3
802	чистом виде	1	3
803	ни один	1	3
804	в сознание	3	3
805	оказывается и	1	3
806	нам о	1	3
807	могло быть	2	3
808	может показаться	1	3
809	душевной жизни	1	3
810	за счет	1	3
811	как форма	1	3
812	мы и	1	3
813	ней не	1	3
814	от имени	2	3
815	на нет	1	3
816	что человек	1	3
817	быть может	2	3
818	не бывает	2	3
819	русской поэзии	5	3
820	том или	1	3
821	его на	1	3
822	поскольку он	2	3
823	перед собой	1	3
824	и нет	4	3
825	от тех	2	3
826	жизни а	1	3
827	сам не	1	3
828	при рассмотрении	2	3
829	ним и	1	3
830	между двумя	1	3
831	превращается в	2	3
832	на самое	1	3
833	пока еще	1	3
834	следующим образом	2	3
835	быть в	1	3
836	имеем дело	2	3
837	как я	3	3
838	не зря	1	3
839	под именем	2	3
840	нас на	1	3
841	на почве	2	3
842	и столь	1	3
843	собой в	1	3
844	ни было	2	3
845	души и	1	3
846	речевого материала	1	3
847	все прочие	1	3
848	не была	1	3
849	не о	1	3
850	одним из	8	3
851	искусства а	1	3
852	этом как	3	3
853	вопроса о	1	3
854	и сделать	1	3
855	от самого	2	3
856	то ни	1	3
857	личности и	1	3
858	не более	2	3
859	как известно	1	3
860	в школе	1	3
861	превратилась в	1	3
862	и др	4	3
863	эпохи в	1	3
864	с чем	3	3
865	бы быть	1	3
866	чаще всего	1	3
867	эстетическое переживание	2	3
868	наше время	1	3
869	однако и	2	3
870	бесконечно малые	1	3
871	и который	1	3
872	нас как	1	3
873	для себя	6	3
874	о которой	2	3
875	на читателя	2	3
876	из тех	2	3
877	состоит из	1	3
878	речь в	2	3
879	это составляет	1	3
880	которая не	2	3
881	ни к	1	3
882	что эстетическая	1	3
883	такого рода	18	3
884	творчества и	1	3
885	к себе	3	3
886	не могло	3	3
887	к делу	1	3
888	быть это	4	3
889	весь в	1	3
890	отношению к	4	3
891	для искусства	1	3
892	чем он	1	3
893	по словам	1	3
894	но с	3	3
895	или иначе	9	3
896	а также	5	3
897	места в	1	3
898	последнее время	1	3
899	отношения между	3	3
900	а к	2	3
901	оно в	1	3
902	в наши	1	3
903	стихах и	2	3
904	по ним	1	3
905	он знает	1	3
906	в эстетической	1	3
907	тем чтобы	1	3
908	в уме	4	3
909	и прежде	4	3
910	в новой	1	3
911	искусства на	1	3
912	образов в	1	2
913	никогда и	1	2
914	в разрешении	1	2
915	в пользу	1	2
916	искусство с	1	2
917	время не	2	2
918	о мире	1	2
919	на свою	3	2
920	он эту	1	2
921	в построении	1	2
922	уже на	1	2
923	от первой	1	2
924	в лирике	3	2
925	от поэзии	1	2
926	поэзия есть	1	2
927	почти исключительно	1	2
928	это его	1	2
929	времени в	1	2
930	не всегда	1	2
931	но может	1	2
932	каждое слово	1	2
933	с другим	1	2
934	в не	1	2
935	с ружьем	1	2
936	казалось что	1	2
937	во всякой	1	2
938	эстетического объекта	7	2
939	него не	1	2
940	от них	1	2
941	потребности в	2	2
942	к ее	1	2
943	крайней мере	2	2
944	эпохи с	1	2
945	грань между	1	2
946	при взгляде	2	2
947	всего в	4	2
948	и представляет	1	2
949	герой и	1	2
950	лишь тогда	1	2
951	на глазах	1	2
952	как такового	1	2
953	толстого и	1	2
954	и читатель	1	2
955	даже к	1	2
956	что уже	1	2
957	этой же	1	2
958	счете к	1	2
959	поскольку речь	2	2
960	может оказаться	1	2
961	психологическую проблему	1	2
962	от восприятия	1	2
963	было на	1	2
964	в поэтике	1	2
965	вокруг себя	2	2
966	и некоторые	1	2
967	как по	1	2
968	ее развития	1	2
969	поэтому он	1	2
970	этом последнем	1	2
971	поэтической речи	1	2
972	нет другой	1	2
973	нового человека	2	2
974	кто из	1	2
975	а для	3	2
976	той или	1	2
977	только от	1	2
978	о себе	7	2
979	автора или	1	2
980	говоря в	1	2
981	сюда же	1	2
982	и сказал	1	2
983	с какой	1	2
984	самому себе	2	2
985	на чем	1	2
986	бы они	1	2
987	так просто	1	2
988	других людей	1	2
989	а третий	1	2
990	как автор	1	2
991	по своей	3	2
992	многих случаях	1	2
993	не раз	2	2
994	того кто	2	2
995	себе никакой	1	2
996	и искусства	1	2
997	и мысль	1	2
998	это приводит	1	2
999	себе как	2	2
1000	есть ли	1	2
1001	согласно этой	1	2
1002	чтобы не	2	2
1003	с героями	1	2
1004	назначение искусства	1	2
1005	от сознания	2	2
1006	к берегам	1	2
1007	я здесь	1	2
1008	образа и	1	2
1009	с миром	5	2
1010	места и	1	2
1011	рассказа о	1	2
1012	он на	2	2
1013	для них	2	2
1014	литературного произведения	4	2
1015	то с	2	2
1016	и казалось	1	2
1017	художник не	1	2
1018	с этого	1	2
1019	и одновременно	2	2
1020	каждой новой	1	2
1021	когда речь	1	2
1022	исключительно в	1	2
1023	что такой	1	2
1024	произведение в	2	2
1025	жизни в	5	2
1026	и формой	1	2
1027	явно как	1	2
1028	а под	1	2
1029	вследствие этого	1	2
1030	нет в	2	2
1031	первой главе	1	2
1032	как один	1	2
1033	и сделал	1	2
1034	смерти то	1	2
1035	сказано что	1	2
1036	более чем	4	2
1037	в значительной	1	2
1038	наконец в	2	2
1039	и воспринимающего	1	2
1040	остается только	1	2
1041	в образах	2	2
1042	и ему	1	2
1043	но сам	1	2
1044	еще один	1	2
1045	было и	1	2
1046	и т.д	8	2
1047	в сфере	7	2
1048	смерти он	1	2
1049	будь то	2	2
1050	мать и	1	2
1051	отдельной личности	3	2
1052	жизни не	2	2
1053	с каким	1	2
1054	в свое	1	2
1055	в любви	1	2
1056	не поддается	2	2
1057	мы вынуждены	1	2
1058	который уже	1	2
1059	или с	1	2
1060	ничего кроме	2	2
1061	в литературе	2	2
1062	нашего внимания	1	2
1063	когда же	1	2
1064	на листе	1	2
1065	и всякое	1	2
1066	и вы	1	2
1067	реакция на	2	2
1068	служит только	1	2
1069	что сами	1	2
1070	в сферу	2	2
1071	это надо	2	2
1072	и вовсе	1	2
1073	иной раз	1	2
1074	в условиях	1	2
1075	идеи и	1	2
1076	читателя в	2	2
1077	которые могли	1	2
1078	на задний	1	2
1079	это как	3	2
1080	с новыми	1	2
1081	качестве своего	1	2
1082	не оставляет	3	2
1083	по одним	1	2
1084	к смерти	2	2
1085	в начале	4	2
1086	и времени	1	2
1087	и жизни	4	2
1088	у поэта	1	2
1089	бы я	2	2
1090	для эстетики	1	2
1091	люди не	1	2
1092	предмет его	1	2
1093	или иной	3	2
1094	здесь все	1	2
1095	была с	1	2
1096	на своих	1	2
1097	не надо	2	2
1098	узнаем о	1	2
1099	из такой	1	2
1100	в произведение	1	2
1101	между собою	1	2
1102	русской литературе	7	2
1103	которая в	3	2
1104	случае мы	1	2
1105	об искусстве	1	2
1106	за собой	2	2
1107	с более	1	2
1108	требует от	1	2
1109	их не	2	2
1110	в борьбе	1	2
1111	собой все	1	2
1112	которого нет	1	2
1113	к более	1	2
1114	ведет к	5	2
1115	себя к	1	2
1116	как с	1	2
1117	действительную жизнь	1	2
1118	и свою	1	2
1119	лирики и	1	2
1120	нам представляется	3	2
1121	во внешнем	1	2
1122	для автора	1	2
1123	в любом	2	2
1124	классическим образцом	1	2
1125	даже и	2	2
1126	жизнь а	1	2
1127	во многих	3	2
1128	победы над	1	2
1129	не вполне	1	2
1130	как таковую	1	2
1131	игру и	1	2
1132	от зрителя	1	2
1133	жизни как	3	2
1134	тут же	1	2
1135	от ее	1	2
1136	одно что	1	2
1137	сам того	1	2
1138	на свете	2	2
1139	они все	1	2
1140	создается не	1	2
1141	полной мере	1	2
1142	тем сильнее	1	2
1143	раннего детства	1	2
1144	о ком	1	2
1145	не обладает	2	2
1146	не от	1	2
1147	сознания к	3	2
1148	так было	1	2
1149	признается что	1	2
1150	опоры для	1	2
1151	между этими	1	2
1152	из четырех	1	2
1153	должно было	1	2
1154	переживания в	1	2
1155	не станем	2	2
1156	жизни вообще	1	2
1157	не был	1	2
1158	находит свое	1	2
1159	всю свою	1	2
1160	так или	8	2
1161	для художника	1	2
1162	для этой	2	2
1163	мы обнаруживаем	1	2
1164	который создан	1	2
1165	ту или	2	2
1166	сведена к	1	2
1167	в особый	1	2
1168	поэзии то	1	2
1169	над ней	1	2
1170	в ход	1	2
1171	другой не	1	2
1172	есть от	1	2
1173	я только	1	2
1174	есть способ	1	2
1175	во втором	3	2
1176	произведение и	1	2
1177	от жизни	2	2
1178	на самые	1	2
1179	переходит в	1	2
1180	их как	1	2
1181	говорит я	1	2
1182	и вновь	2	2
1183	есть лишь	2	2
1184	в моем	1	2
1185	так называемый	3	2
1186	в россии	2	2
1187	легко и	2	2
1188	себя с	1	2
1189	как при	1	2
1190	анну каренину	1	2
1191	ничего такого	1	2
1192	искусство на	1	2
1193	как о	1	2
1194	которого является	2	2
1195	от его	1	2
1196	от психологии	1	2
1197	татьяны в	1	2
1198	своей жизни	1	2
1199	по крайней	2	2
1200	на всю	1	2
1201	говоря и	1	2
1202	и творчество	1	2
1203	поэзия как	1	2
1204	тех же	3	2
1205	как некоторое	1	2
1206	задний план	1	2
1207	в стихотворении	17	2
1208	при всех	2	2
1209	или иных	2	2
1210	как будет	1	2
1211	автора в	2	2
1212	не за	1	2
1213	но именно	1	2
1214	для уяснения	1	2
1215	показал как	1	2
1216	власть над	1	2
1217	друг друга	5	2
1218	выходит за	1	2
1219	именно такая	1	2
1220	который бы	2	2
1221	указание на	1	2
1222	поэта и	1	2
1223	со своим	2	2
1224	из своих	2	2
1225	вытекающее из	1	2
1226	и слова	1	2
1227	перед смертью	1	2
1228	а если	2	2
1229	и читателя	1	2
1230	имеет своей	1	2
1231	говорят о	1	2
1232	в следующем	1	2
1233	и художественного	2	2
1234	для которого	1	2
1235	все тот	1	2
1236	общественной жизни	1	2
1237	всякий акт	1	2
1238	ко всему	4	2
1239	найти то	1	2
1240	жизни для	1	2
1241	слово это	1	2
1242	как уже	3	2
1243	вся жизнь	1	2
1244	же самом	1	2
1245	в новый	1	2
1246	есть всегда	1	2
1247	нужно было	1	2
1248	в литературном	1	2
1249	послушай как	1	2
1250	к новому	1	2
1251	тех или	2	2
1252	не сумеет	1	2
1253	сделать их	1	2
1254	как для	1	2
1255	и хорошо	1	1
1256	он готов	2	1
1257	более не	2	1
1258	в настоящем	1	1
1259	чтобы подтвердить	1	1
1260	как историк	1	1
1261	роль по	1	1
1262	искусства это	2	1
1263	воображении а	1	1
1264	на второй	2	1
1265	могут приобретать	1	1
1266	его преодоления	1	1
1267	литературы а	1	1
1268	и лучше	1	1
1269	вздоха и	1	1
1270	представлений о	1	1
1271	до последнего	2	1
1272	и само	3	1
1273	понимается как	1	1
1274	с действительностью	2	1
1275	основывается на	1	1
1276	такими же	1	1
1277	героя как	2	1
1278	но следует	1	1
1279	художественной деятельности	9	1
1280	взаимодействия этих	1	1
1281	звучать как	1	1
1282	когда это	1	1
1283	я от	2	1
1284	власти над	1	1
1285	в соответствии	2	1
1286	лица в	1	1
1287	души он	1	1
1288	своих поэтических	1	1
1289	является продолжением	1	1
1290	будто все	1	1
1291	мир и	2	1
1292	что должны	1	1
1293	не его	1	1
1294	чем энергично	1	1
1295	первый взгляд	1	1
1296	как онегин	1	1
1297	уклонением от	1	1
1298	воображении и	1	1
1299	я вижу	2	1
1300	человека так	1	1
1301	при условии	1	1
1302	от работы	1	1
1303	лежит на	1	1
1304	вследствие которого	2	1
1305	этой деятельности	1	1
1306	государства в	1	1
