N	2gram	Propp_Morf	KulturaY
197	на самом	4	8
198	и как	6	8
199	об этом	5	8
200	в частности	2	8
201	далеко не	5	8
202	же в	3	8
203	же и	1	7
204	стоит в	1	7
205	например в	2	7
206	а именно	1	7
207	в котором	1	7
208	в одном	2	7
209	свою очередь	1	7
210	указать на	1	7
211	во внимание	1	7
212	учение о	5	7
213	к вопросу	2	7
214	а с	2	7
215	не значит	3	7
216	одной стороны	2	7
217	но вот	2	7
218	с ними	1	7
219	и более	2	7
220	когда мы	1	7
221	в свою	1	7
222	как например	2	7
223	бы сказать	1	7
224	на этот	2	7
225	в г	1	7
226	лишь с	2	7
227	есть в	1	7
228	нисколько не	1	7
229	не все	6	7
230	том случае	3	7
231	она не	2	7
232	здесь можно	5	7
233	не знает	2	7
234	только как	1	7
235	что касается	1	7
236	как он	1	7
237	были бы	1	6
238	только что	3	6
239	даже в	1	6
240	в числе	2	6
241	только для	2	6
242	случаи когда	1	6
243	не всегда	10	6
244	можно ли	1	6
245	ср также	1	6
246	что именно	2	6
247	она есть	1	6
248	в ее	1	6
249	не столько	1	6
250	прежде чем	5	6
251	приемов и	1	6
252	той или	1	6
253	могли бы	2	6
254	на этом	4	6
255	должны быть	2	6
256	однако что	1	6
257	или иное	1	6
258	главным образом	5	6
259	его к	1	6
260	не на	2	6
261	оно не	2	6
262	если не	1	6
263	этой точки	1	6
264	перед нами	14	6
265	а если	4	6
266	роль в	2	6
267	когда в	2	6
268	же время	1	6
269	тем же	2	6
270	в свое	2	6
271	в себе	1	6
272	данном случае	2	6
273	мы не	8	6
274	что с	1	6
275	или в	6	6
276	этого не	2	6
277	то это	5	6
278	как будто	2	6
279	что эти	3	6
280	может иметь	1	6
281	отличие от	1	6
282	дело не	2	6
283	не с	2	6
284	приводит к	3	6
285	как к	1	6
286	которые в	1	6
287	и к	4	5
288	очень много	2	5
289	формы в	1	5
290	не как	1	5
291	то не	1	5
292	и даже	2	5
293	более или	2	5
294	на которых	1	5
295	нельзя было	2	5
296	в другом	2	5
297	превращается в	2	5
298	вопросу о	2	5
299	могло бы	1	5
300	кроме того	3	5
301	не то	1	5
302	к себе	2	5
303	чем в	2	5
304	как же	3	5
305	же касается	1	5
306	и у	3	5
307	у него	2	5
308	здесь как	1	5
309	но как	3	5
310	в форме	6	5
311	в иных	4	5
312	так что	1	5
313	всех этих	1	5
314	не так	2	5
315	смысле слова	4	5
316	и при	3	5
317	конечно и	1	5
318	о котором	1	5
319	быть не	1	5
320	и тогда	3	5
321	смысл который	1	5
322	на примере	1	5
323	но если	10	5
324	которые можно	1	5
325	только о	1	5
326	на вопрос	2	5
327	не будем	5	5
328	бы на	1	5
329	о нем	1	5
330	мы находим	1	5
331	а на	3	5
332	но с	2	5
333	материал для	1	5
334	кто в	1	5
335	так в	1	5
336	по своему	2	5
337	или менее	2	5
338	это так	2	5
339	и их	3	5
340	мы должны	3	5
341	как не	1	5
342	пр и	3	5
343	лишь как	1	5
344	отношение к	1	5
345	в каких	2	5
346	и только	3	5
347	вопросом о	1	5
348	есть не	1	5
349	еще раз	1	4
350	или иных	1	4
351	о чем	1	4
352	одно из	1	4
353	как они	2	4
354	интересно что	1	4
355	е на	1	4
356	а а	2	4
357	так например	3	4
358	и где	1	4
359	ответить на	2	4
360	так называемых	2	4
361	к этой	1	4
362	к другой	2	4
363	такие случаи	3	4
364	мы увидим	10	4
365	е о	1	4
366	увидим что	2	4
367	точно так	2	4
368	в различных	2	4
369	так мы	1	4
370	и далее	1	4
371	всего этого	1	4
372	на те	1	4
373	с большим	1	4
374	что даже	1	4
375	и становится	1	4
376	из них	4	4
377	к нему	3	4
378	всего в	1	4
379	иных случаях	2	4
380	его в	4	4
381	то она	1	4
382	совершенно ясно	1	4
383	но он	1	4
384	что за	1	4
385	которое в	1	4
386	но ведь	1	4
387	между ними	1	4
388	постановка вопроса	1	4
389	в ряду	1	4
390	о которых	1	4
391	и это	1	4
392	в каждом	1	4
393	мы можем	5	4
394	данный момент	1	4
395	сюда же	5	4
396	не дает	1	4
397	или же	7	4
398	если же	5	4
399	почти всегда	1	4
400	в известных	1	4
401	могла бы	4	4
402	и все	1	4
403	и по	3	4
404	однако и	1	4
405	утверждать что	3	4
406	во втором	7	4
407	как таковой	2	4
408	для каждой	3	4
409	мы приходим	3	4
410	себе представить	1	4
411	то в	3	4
412	в гл	1	4
413	это уже	3	4
414	из которых	5	4
415	здесь мы	3	4
416	отношения к	1	4
417	связанные с	1	4
418	бы не	1	4
419	таких слов	1	4
420	все они	1	4
421	первом случае	3	4
422	не должно	1	4
423	именно на	1	4
424	для меня	1	4
425	в данной	2	4
426	мог бы	1	4
427	однако в	2	4
428	пришлось бы	1	4
429	точку зрения	1	4
430	д и	2	4
431	но на	1	4
432	этой области	1	4
433	что так	1	4
434	в виде	3	4
435	на все	1	4
436	сразу же	2	4
437	наука о	2	4
438	в наши	2	4
439	на это	1	4
440	что о	2	4
441	такой же	1	4
442	говорить лишь	1	4
443	не более	1	4
444	ли в	1	4
445	а то	3	4
446	это на	1	3
447	и другие	6	3
448	все что	1	3
449	в особую	1	3
450	о так	1	3
451	же относится	1	3
452	тем как	1	3
453	в некоторых	4	3
454	и рядом	1	3
455	чтобы в	1	3
456	всего следует	3	3
457	помнить что	1	3
458	из самых	1	3
459	мы получаем	2	3
460	в последнем	3	3
461	в собственном	3	3
462	на эту	1	3
463	в это	1	3
464	поставить вопрос	2	3
465	но мы	3	3
466	можно считать	1	3
467	больше всего	1	3
468	научной литературе	2	3
469	во многих	1	3
470	и разве	1	3
471	указать что	1	3
472	для данного	1	3
473	говорит что	1	3
474	так то	1	3
475	настоящее время	3	3
476	наряду с	7	3
477	тех случаях	2	3
478	языке нет	1	3
479	на него	4	3
480	который в	2	3
481	в противном	1	3
482	на котором	4	3
483	для этой	3	3
484	следует еще	2	3
485	но так	2	3
486	на своем	1	3
487	случае когда	1	3
488	мы скажем	1	3
489	бы то	3	3
490	формы но	1	3
491	то для	1	3
492	в большинстве	3	3
493	не хватает	4	3
494	такое изучение	1	3
495	что его	4	3
496	одним из	2	3
497	литературе и	1	3
498	также в	2	3
499	большинстве случаев	3	3
500	из одного	1	3
501	не нужно	1	3
502	в других	5	3
503	ряду с	1	3
504	при отсутствии	1	3
505	на нем	3	3
506	или иные	2	3
507	не приходится	1	3
508	иметь в	1	3
509	даже не	3	3
510	также не	1	3
511	образом если	2	3
512	ни были	1	3
513	то ни	3	3
514	значение и	3	3
515	привести в	1	3
516	целом и	1	3
517	точно также	1	3
518	о его	4	3
519	ряда других	1	3
520	мы будем	3	3
521	могут рассматриваться	1	3
522	чаще всего	11	3
523	показывает что	1	3
524	во время	6	3
525	в него	1	3
526	в одну	2	3
527	еще одно	1	3
528	собственном смысле	3	3
529	та же	3	3
530	наши дни	1	3
531	если в	7	3
532	на западе	1	3
533	и дает	2	3
534	выше было	1	3
535	их как	2	3
536	и делает	1	3
537	под этим	1	3
538	вместо того	1	3
539	в россии	2	3
540	показать что	4	3
541	если это	3	3
542	и действительно	1	3
543	то время	3	3
544	том как	2	3
545	один пример	1	3
546	в которые	1	3
547	его и	2	3
548	более чем	1	3
549	но здесь	2	3
550	так чтобы	1	3
551	эти могут	1	3
552	с большой	2	3
553	те или	1	3
554	какое же	1	3
555	значение для	1	3
556	тогда как	2	3
557	действия и	2	3
558	не представляет	1	3
559	что здесь	1	3
560	без всякого	2	3
561	заметить что	11	3
562	он в	1	3
563	она может	1	3
564	лишь о	1	3
565	по происхождению	1	3
566	в настоящее	3	3
567	с того	3	3
568	в первый	1	3
569	для него	2	3
570	мало того	1	3
571	для данной	1	3
572	таком случае	1	3
573	слова не	1	3
574	за этим	1	3
575	о характере	2	3
576	это еще	2	3
577	уже совершенно	1	3
578	между собою	2	3
579	приходим к	3	3
580	этой цели	1	3
581	е не	1	3
582	случаях когда	2	3
583	противном случае	1	3
584	и со	1	3
585	со своей	1	3
586	только и	1	3
587	на его	5	3
588	должен решаться	1	3
589	предположить что	1	3
590	и эти	1	3
591	что от	1	3
592	случае если	2	3
593	так называемой	1	3
594	из ряда	3	3
595	что новые	1	3
596	не по	2	3
597	и может	1	3
598	но она	1	3
599	в начале	3	3
600	таких случаях	2	3
601	это дает	1	3
602	тех или	1	3
603	таким же	1	3
604	иное как	2	3
605	котором говорит	1	3
606	он пользуется	1	2
607	во всем	1	2
608	они имеют	1	2
609	от него	2	2
610	нужно однако	1	2
611	отвечает на	1	2
612	которые не	1	2
613	дело с	1	2
614	в применении	1	2
615	или нет	2	2
616	о формах	3	2
617	одному из	3	2
618	втором случае	1	2
619	которые хотя	2	2
620	и об	1	2
621	ссылкой на	1	2
622	нами в	4	2
623	приходит к	1	2
624	это определение	1	2
625	по пути	1	2
626	он имеет	1	2
627	время как	3	2
628	во вторых	2	2
629	от одной	1	2
630	ведет к	1	2
631	том или	1	2
632	совершенно одинаково	2	2
633	этот закон	1	2
634	он является	1	2
635	такими словами	1	2
636	или что-либо	1	2
637	случай когда	1	2
638	ними и	1	2
639	нами выше	1	2
640	во все	1	2
641	отказываться от	1	2
642	что этот	2	2
643	по его	1	2
644	применении к	1	2
645	рассматриваться как	3	2
646	имеет в	1	2
647	и иных	2	2
648	но эти	3	2
649	к выполнению	2	2
650	оно также	1	2
651	с такой	1	2
652	об отношении	1	2
653	но они	2	2
654	собственно не	1	2
655	на пути	4	2
656	и когда	2	2
657	более сложных	1	2
658	здесь прежде	3	2
659	и те	1	2
660	видно что	5	2
661	в глаза	2	2
662	могут и	2	2
663	известным образом	1	2
664	о тех	1	2
665	такая же	1	2
666	находится в	1	2
667	с этими	1	2
668	момент в	2	2
669	одна из	5	2
670	представить что	1	2
671	уже по	1	2
672	чем это	2	2
673	действительно в	1	2
674	прав он	1	2
675	два круга	1	2
676	то оно	1	2
677	в научной	2	2
678	как такового	2	2
679	что иное	2	2
680	после чего	2	2
681	в состоянии	1	2
682	быть заменено	1	2
683	ни было	2	2
684	целого а	1	2
685	помимо того	1	2
686	ее можно	1	2
687	лишь после	2	2
688	теряет свою	1	2
689	с другими	2	2
690	или чтобы	1	2
691	также для	1	2
692	нужно иметь	1	2
693	утверждение что	1	2
694	борьбы с	1	2
695	их по	4	2
696	и говорит	1	2
697	д это	1	2
698	во избежание	2	2
699	лишь к	1	2
700	и хорошо	1	2
701	на тот	1	2
702	когда говорят	1	2
703	носит характер	2	2
704	точек зрения	1	2
705	в русской	1	2
706	но можно	1	2
707	бы к	1	2
708	не означает	2	2
709	идет по	2	2
710	свое место	1	2
711	очень часто	6	2
712	с какой	1	2
713	в быту	1	2
714	отношение между	1	2
715	является его	1	2
716	это по	1	2
717	не будет	1	2
718	теперь несколько	1	2
719	что эта	2	2
720	значение или	1	2
721	это или	1	2
722	и тот	2	2
723	тем и	2	2
724	то во	1	2
725	здесь только	2	2
726	меняется и	1	2
727	равно как	1	2
728	функции не	2	2
729	вопрос в	2	2
730	своей известной	1	2
731	возможно что	1	2
732	в систему	1	2
733	но есть	3	2
734	и др	12	2
735	но кроме	1	2
736	для чего	1	2
737	я разумею	2	2
738	что прежде	1	2
739	отношении между	1	2
740	и должны	1	2
741	как с	1	2
742	что многие	2	2
743	имеют целью	1	2
744	предметы и	3	2
745	следует ли	1	2
746	бы составить	2	2
747	большую роль	1	2
748	всей совокупности	1	2
749	и такой	1	2
750	пр на	1	2
751	от другого	3	2
752	связывается с	3	2
753	за это	1	2
754	в плоскости	3	2
755	связанная с	1	2
756	во что	1	2
757	с этого	2	2
758	это положение	2	2
759	легко и	1	2
760	доходит до	1	2
761	есть нечто	3	2
762	это время	1	2
763	состоит из	3	2
764	и просто	1	2
765	никто не	4	2
766	которая не	1	2
767	нет в	1	2
768	этих случаях	15	2
769	к другому	2	2
770	ничего общего	1	2
771	а ведь	1	2
772	думать что	1	2
773	у нее	2	2
774	этому же	1	2
775	но оно	2	2
776	помощью этого	1	2
777	чем же	1	2
778	не является	4	2
779	можно установить	2	2
780	где нет	1	2
781	в круг	2	2
782	к отдельным	2	2
783	на той	2	2
784	значение этого	1	2
785	лежат в	1	2
786	это все	1	2
787	какие же	1	2
788	рассматривать как	1	2
789	формы с	1	2
790	для нее	1	2
791	мы получим	2	2
792	вслед за	5	2
793	большей частью	6	2
794	и до	1	2
795	в совершенно	2	2
796	например на	2	2
797	их значения	1	2
798	имеем в	8	2
799	и а	1	2
800	видели выше	1	2
801	и там	1	2
802	в точности	5	2
803	стороны ее	2	2
804	первой же	1	2
805	в сказке	27	2
806	одной из	2	2
807	на улице	1	2
808	деле в	1	2
809	то здесь	3	2
810	не стоит	1	2
811	речи т	1	2
812	и возможно	1	2
813	для достижения	1	2
814	а вовсе	2	2
815	увидим ниже	6	2
816	на русском	1	2
817	вещи которые	1	2
818	здесь действительно	1	2
819	друг другу	1	2
820	он должен	3	2
821	ответ на	2	2
822	можно себе	1	2
823	с известными	1	2
824	ничем не	2	2
825	ниже не	1	2
826	что одна	2	2
827	конечно в	1	2
828	он называет	1	2
829	на ряду	1	2
830	ее в	3	2
831	где он	1	2
832	мы легко	1	2
833	на которой	1	2
834	чтобы получить	1	2
835	же не	1	2
836	слова а	1	2
837	этот прием	1	2
838	пока нет	2	2
839	о возможности	1	2
840	дело в	1	2
841	нужно только	1	2
842	еще что	1	2
843	вообще не	2	2
844	ущерба для	1	2
845	представляет собою	8	2
846	нас к	1	2
847	имеется в	3	2
848	для примера	1	2
849	живой и	2	2
850	перейти к	2	2
851	один и	1	2
852	это было	3	2
853	не что	2	2
854	путь к	2	2
855	в одной	2	2
856	и вообще	1	2
857	это остается	1	2
858	еще до	1	2
859	разница между	1	2
860	понимает что	1	2
861	в эти	1	2
862	же из	1	2
863	же с	1	2
864	такие же	1	2
865	она должна	1	2
866	в основных	1	2
867	могут служить	1	2
868	в самых	2	2
869	в руки	4	2
870	может идти	1	2
871	тому как	5	2
872	быть и	2	2
873	к тем	1	2
874	а по	3	2
875	есть и	4	2
876	оказывается что	1	2
877	общие основания	1	2
878	наших дней	2	2
879	как то	2	2
880	и всякая	1	2
881	собственно говоря	1	2
882	как таковая	2	2
883	связана с	3	2
884	в ходе	5	2
885	все содержание	1	2
886	это можно	2	2
887	можно будет	3	2
888	тех которые	1	2
889	все более	1	2
890	является ли	1	2
891	может и	1	2
892	ведь и	1	2
893	здесь следует	1	2
894	точно и	1	2
895	не можем	1	2
896	со двора	1	1
897	разным типам	1	1
898	можно наблюдать	8	1
899	чрезвычайно важно	1	1
900	видели в	1	1
901	это утверждение	1	1
902	могут иметь	2	1
903	к другу	2	1
904	таких моментов	1	1
905	не нужна	1	1
906	на эти	1	1
907	можно увидеть	2	1
908	должны привести	1	1
909	с двух	1	1
910	самого себя	2	1
911	за исключением	1	1
912	зрения их	1	1
913	средства и	1	1
914	совершенно очевидно	1	1
915	считать вообще	1	1
916	что указанная	1	1
917	д но	4	1
918	особый смысл	1	1
919	момента в	1	1
920	было предпринято	1	1
921	не вносят	1	1
922	очевидно также	1	1
923	это значит	1	1
924	и отдельно	1	1
925	громким голосом	1	1
926	ни стало	1	1
927	является в	2	1
928	такое требование	1	1
929	привести к	1	1
930	иначе но	1	1
931	одна за	1	1
932	например с	2	1
933	и пользуется	2	1
934	не достигается	1	1
935	форма у	1	1
936	случае он	2	1
937	можно вообще	1	1
938	с собой	3	1
939	труд и	1	1
940	характере этого	1	1
941	иными средствами	1	1
942	или во	1	1
943	вопрос на	1	1
944	тяготеют к	1	1
945	ни одна	4	1
946	некоторые другие	1	1
947	можно предположить	1	1
948	им можно	1	1
949	лет в	1	1
950	каким образом	1	1
951	за ним	1	1
952	весь этот	1	1
953	говорят о	1	1
954	если он	2	1
955	двух точек	1	1
956	останавливаясь на	1	1
957	из этой	1	1
958	дело совсем	1	1
959	ходе повествования	1	1
960	необходимо для	1	1
961	уже указано	1	1
962	таких ситуаций	1	1
963	их в	2	1
964	отца а	1	1
965	литературных жанров	1	1
966	одновременно и	1	1
967	только те	1	1
968	пример дает	1	1
969	они ни	1	1
970	не умеем	2	1
971	прошлого века	1	1
972	может дать	2	1
973	прочим и	1	1
974	задачи в	4	1
975	предложения и	1	1
976	идет об	1	1
977	более как	1	1
978	является то	1	1
979	от покушения	2	1
980	одна форма	2	1
981	сколько же	1	1
982	таковая не	1	1
983	на первый	3	1
984	же вопрос	1	1
985	уже теряет	1	1
986	не прав	1	1
987	г в	1	1
988	самого начала	1	1
989	существу не	1	1
990	если с	1	1
991	очень большую	1	1
992	статей и	1	1
993	изучения но	1	1
994	задним числом	1	1
995	которые мы	1	1
996	выше мы	1	1
997	дает себя	1	1
998	всегда возможно	1	1
999	во первых	1	1
1000	она могла	1	1
1001	это делается	2	1
1002	два-три примера	1	1
1003	ii и	1	1
1004	д в	2	1
1005	легко но	1	1
1006	но во	1	1
1007	и уж	1	1
1008	ему хочется	1	1
1009	с другим	1	1
1010	имеют свои	1	1
1011	вопроса об	1	1
1012	в этот	1	1
1013	к своей	1	1
1014	следует остановиться	1	1
1015	всегда так	1	1
1016	из таких	2	1
1017	между двумя	1	1
1018	только на	1	1
1019	вопросы эти	1	1
1020	правда и	1	1
1021	поступки героев	1	1
1022	задачи и	1	1
1023	образом что	1	1
1024	другой будет	1	1
1025	укладываются в	1	1
1026	история науки	1	1
1027	то как	2	1
1028	что ее	1	1
1029	это необходимо	1	1
1030	материала по	1	1
1031	перед ним	1	1
1032	или вообще	2	1
1033	обычно совершенно	1	1
1034	разряд а	1	1
1035	вроде следующего	1	1
1036	приступаем к	1	1
1037	лучше но	1	1
1038	за другой	1	1
1039	и притом	1	1
1040	таких условиях	1	1
1041	а сам	1	1
1042	наиболее яркие	1	1
1043	отсюда для	1	1
1044	в основу	2	1
1045	следующим образом	4	1
1046	путь от	1	1
1047	только во	1	1
1048	же формы	1	1
1049	во всей	1	1
1050	материал в	1	1
1051	также по	2	1
1052	как результат	1	1
1053	анализ и	1	1
1054	ним как	1	1
1055	как действие	1	1
1056	быть заменена	1	1
1057	результате и	1	1
1058	быть поставлено	1	1
1059	сюда относится	1	1
1060	он сам	1	1
1061	какой степени	1	1
1062	коем случае	1	1
1063	он живет	1	1
1064	следует и	1	1
1065	лишь при	1	1
1066	особенности этого	1	1
1067	идут в	1	1
1068	можно сомневаться	1	1
1069	д другие	1	1
1070	для одной	1	1
1071	но там	1	1
1072	они могут	1	1
1073	д а	2	1
1074	себя в	2	1
1075	характерно что	1	1
1076	или три	1	1
1077	в лес	7	1
1078	еще резче	1	1
1079	типична для	2	1
1080	в подобных	1	1
1081	непосредственно с	1	1
1082	с перенесением	1	1
1083	представления которые	1	1
1084	приступить к	1	1
1085	считать не	1	1
1086	очень многое	3	1
1087	д все	2	1
1088	быть распределены	1	1
1089	к различным	2	1
1090	во всех	6	1
1091	мы видим	15	1
1092	собой и	1	1
1093	действия это	1	1
1094	приведены в	2	1
1095	перевести на	1	1
1096	не противоречит	1	1
1097	отец и	1	1
1098	средство может	1	1
1099	же роль	2	1
1100	получить ее	1	1
1101	пр с	1	1
1102	рассматривать их	1	1
1103	рядом существенных	1	1
1104	это будет	1	1
1105	она в	2	1
1106	это ограничение	1	1
1107	первый раз	1	1
1108	получает в	4	1
1109	что различные	1	1
1110	самых различных	2	1
1111	сравнить с	1	1
1112	отдельные функции	1	1
1113	форма является	1	1
1114	вопрос мы	1	1
1115	об обмане	1	1
1116	из моментов	1	1
1117	вообще однако	1	1
1118	интересен только	1	1
1119	с тех	1	1
1120	большое количество	1	1
1121	сам остается	1	1
1122	что несмотря	1	1
1123	будем говорить	1	1
1124	которыми она	1	1
1125	два раза	5	1
1126	относятся такие	1	1
1127	бежать за	1	1
1128	работы и	1	1
1129	раз обратное	1	1
1130	бы только	1	1
1131	не умещается	1	1
1132	или не	3	1
1133	он может	2	1
1134	от тех	1	1
1135	или очень	2	1
1136	к чему	3	1
1137	вид на	1	1
1138	это один	1	1
1139	что под	1	1
1140	отделаться от	1	1
1141	этим и	1	1
1142	это мы	2	1
1143	как его	1	1
1144	предпосылки что	1	1
1145	здесь же	3	1
1146	не ходить	1	1
1147	же оно	2	1
1148	лишь на	2	1
1149	а здесь	1	1
1150	по одному	1	1
1151	который обычно	2	1
1152	вообще следует	1	1
1153	для решения	1	1
1154	случаях перед	1	1
1155	д такое	1	1
1156	между собой	5	1
1157	но теоретически	1	1
1158	мы приступаем	1	1
1159	именно по	1	1
1160	явление мы	1	1
1161	например как	1	1
1162	сомневаться в	1	1
1163	в эту	1	1
1164	но никто	2	1
1165	словами не	1	1
1166	но к	1	1
1167	вводит в	1	1
1168	чтобы его	2	1
1169	морфологических и	1	1
1170	раз он	3	1
1171	имеет ничего	1	1
1172	я был	1	1
1173	последнем случае	3	1
1174	цепь в	1	1
1175	о происхождении	2	1
1176	наличности в	1	1
1177	области изучения	1	1
1178	не совсем	1	1
1179	что пока	2	1
1180	дана в	1	1
1181	значение но	1	1
1182	для самых	1	1
1183	до чрезвычайности	1	1
1184	подобные же	2	1
1185	мы говорили	1	1
1186	оказалось бы	1	1
1187	несколько случаев	2	1
1188	на новый	1	1
1189	две формы	1	1
1190	а разве	1	1
1191	на другой	1	1
1192	совсем не	3	1
1193	только об	1	1
1194	мы опять	1	1
1195	вывод который	1	1
1196	действующих лиц	22	1
1197	кажется что	1	1
1198	имеет целью	1	1
1199	одно и	1	1
1200	сюда относятся	2	1
1201	один раз	2	1
1202	кто же	1	1
1203	вспомним что	1	1
1204	составная часть	1	1
1205	где же	1	1
1206	важно не	1	1
1207	на отношении	1	1
1208	особого внимания	1	1
1209	не место	1	1
1210	здесь несомненно	1	1
1211	теряет свое	2	1
1212	для наших	3	1
1213	что бы	1	1
1214	качество при	1	1
1215	у которого	1	1
1216	заметок о	1	1
1217	борьба в	1	1
1218	первоначальном виде	1	1
1219	и несколько	1	1
1220	как эта	1	1
1221	не связаны	1	1
1222	знает где	1	1
1223	выходят за	1	1
1224	для выделения	1	1
1225	и целые	1	1
1226	и никогда	1	1
1227	от вопроса	2	1
1228	есть категория	1	1
1229	на пример	1	1
1230	говорилось выше	1	1
1231	действующего лица	1	1
1232	и каждый	1	1
1233	орел и	2	1
1234	форма для	1	1
1235	них не	1	1
1236	узнает в	1	1
1237	эта черта	1	1
1238	ее а	1	1
1239	не исчерпывают	1	1
1240	в первой	1	1
1241	не сказка	1	1
1242	выписаны в	1	1
1243	здесь также	1	1
1244	например о	1	1
1245	не считаться	1	1
1246	до наших	2	1
1247	бы быть	1	1
1248	если они	2	1
1249	использован в	1	1
1250	очень редко	1	1
1251	только такое	1	1
1252	сказать о	2	1
1253	самыми разнообразными	1	1
1254	многое не	1	1
1255	остановиться на	1	1
1256	означает что	3	1
1257	встречается и	3	1
1258	в один	3	1
1259	водовоз и	1	1
1260	понятия и	1	1
1261	до его	1	1
1262	раньше чем	5	1
1263	можно отметить	2	1
1264	что до	2	1
1265	он говорил	1	1
1266	превращаются в	1	1
1267	мы определяем	2	1
1268	изложения которая	1	1
1269	не выдерживает	1	1
1270	очень простой	1	1
1271	будем мы	1	1
1272	образом и	1	1
1273	и этот	2	1
1274	если за	2	1
1275	они и	5	1
1276	время я	1	1
1277	на анализе	1	1
1278	на приветствие	1	1
1279	он только	1	1
1280	его с	1	1
1281	строится по	1	1
1282	на первом	1	1
1283	она имеет	1	1
1284	если о	1	1
1285	пр а	3	1
1286	переносится в	1	1
1287	которые находят	1	1
1288	установить что	1	1
1289	других форм	1	1
1290	связанное с	1	1
1291	вот как	2	1
1292	и попутно	1	1
1293	равным образом	1	1
1294	этой функцией	1	1
1295	его но	1	1
1296	на лбу	1	1
1297	же два	1	1
1298	два типа	1	1
1299	постольку поскольку	1	1
1300	как такой	1	1
1301	особую функцию	1	1
1302	совершенно иное	1	1
1303	этот же	2	1
1304	и вызывает	3	1
1305	она становится	1	1
