N	2gram	Losev_Vesc	Narrotol
964	совсем не	2	1
965	с какой	2	1
966	не один	1	1
967	i и	1	1
968	но ясно	3	1
969	к личностному	1	1
970	о пользе	1	1
971	и смысла	3	1
972	понимает и	1	1
973	ничто не	2	1
974	словами но	1	1
975	однако эта	1	1
976	никого не	1	1
977	исчезает и	1	1
978	что эта	2	1
979	и та	2	1
980	каково отношение	1	1
981	в личности	1	1
982	и тот	1	1
983	смысл это	1	1
984	кого-нибудь или	1	1
985	этом смысле	2	1
986	выражается в	1	1
987	что смысл	4	1
988	этот вопрос	6	1
989	значит если	1	1
990	суть не	1	1
991	то или	5	1
992	говорили что	2	1
993	характером и	2	1
994	но тут	2	1
995	или иное	1	1
996	в которое	1	1
997	в самой	3	1
998	то а	1	1
999	это действительно	1	1
1000	само понятие	1	1
1001	требует чтобы	5	1
1002	а тем	3	1
1003	на некоторые	1	1
1004	истории и	2	1
1005	так значит	1	1
1006	вопрос в	1	1
1007	тьмы и	2	1
1008	самого но	1	1
1009	на бумаге	1	1
1010	третьем случае	1	1
1011	это вовсе	2	1
1012	природы и	1	1
1013	что для	5	1
1014	или о	3	1
1015	бы его	2	1
1016	и каждый	1	1
1017	их к	1	1
1018	и какой	1	1
1019	существует в	3	1
1020	которое мы	1	1
1021	имя и	12	1
1022	самому себе	1	1
1023	с чем	7	1
1024	субъект а	1	1
1025	необходимо чтобы	7	1
1026	вовсе еще	1	1
1027	не сразу	1	1
1028	если они	2	1
1029	иной раз	1	1
1030	повседневной жизни	2	1
1031	ее внутреннее	1	1
1032	есть все	2	1
1033	взглянуть на	1	1
1034	из этого	3	1
1035	бы ни	3	1
1036	в данный	1	1
1037	и чтобы	2	1
1038	с с	1	1
1039	и пребывает	1	1
1040	так или	5	1
1041	чтобы не	2	1
1042	в один	1	1
1043	ту самую	1	1
1044	прежде чем	1	1
1045	в одну	2	1
1046	если это	4	1
1047	понять что	1	1
1048	той степени	1	1
1049	воззрений на	1	1
1050	мы видели	3	1
1051	от самого	1	1
1052	нечто иное	1	1
1053	это внутреннее	1	1
1054	знаков и	1	1
1055	до каких	1	1
1056	то время	4	1
1057	это одна	1	1
1058	образом и	4	1
1059	него только	1	1
1060	не верят	1	1
1061	полной мере	1	1
1062	как с	7	1
1063	них в	1	1
1064	с и	1	1
1065	он только	1	1
1066	наиболее существенных	1	1
1067	которых мы	1	1
1068	как субъективно	1	1
1069	из таких	1	1
1070	оно было	1	1
1071	говорит нам	1	1
1072	была бы	3	1
1073	в свое	2	1
1074	содержит в	11	1
1075	с тем	8	1
1076	сам по	4	1
1077	не приходится	1	1
1078	ибо без	1	1
1079	хотя о	1	1
1080	поэтому в	2	1
1081	со смыслом	1	1
1082	равным образом	4	1
1083	из того	3	1
1084	в отношении	7	1
1085	нет никакого	3	1
1086	же самой	3	1
1087	мере и	1	1
1088	него нет	1	1
1089	не могут	1	1
1090	сказать с	1	1
1091	xviii в	1	1
1092	этой точки	3	1
1093	вместо того	1	1
1094	последний как	1	1
1095	наряду со	1	1
1096	так называемый	1	1
1097	просто слово	1	1
1098	по преимуществу	2	1
1099	легко и	1	1
1100	содержание и	1	1
1101	однако тут	1	1
1102	к исследованию	1	1
1103	сущности в	1	1
1104	границу между	1	1
1105	имеет дело	1	1
1106	указывает не	1	1
1107	его сознания	1	1
1108	этот тип	3	1
1109	а тут	1	1
1110	другой как	1	1
1111	отношения к	3	1
1112	к которым	1	1
1113	оно всегда	2	1
1114	свой собственный	1	1
1115	и они	2	1
1116	как не	2	1
1117	общения это	2	1
1118	поскольку в	1	1
1119	и так	2	1
1120	и фантазии	1	1
1121	себя и	8	1
1122	только себя	1	1
1123	состоит как	1	1
1124	отталкивается от	1	1
1125	сравнению с	7	1
1126	с большей	1	1
1127	в разнообразных	1	1
1128	по крайней	10	1
1129	к той	1	1
1130	без которых	1	1
1131	который и	1	1
1132	о фактах	6	1
1133	не превращается	1	1
1134	мне оно	1	1
1135	как некий	1	1
1136	но оно	3	1
1137	только одно	2	1
1138	в новое	1	1
1139	в общении	1	1
1140	свое внимание	1	1
1141	ни к	3	1
1142	именно тем	3	1
1143	необходимо также	1	1
1144	к нашему	1	1
1145	совершенно не	11	1
1146	чем же	5	1
1147	не видеть	1	1
1148	ни у	1	1
1149	если он	3	1
1150	оба эти	3	1
1151	ней есть	1	1
1152	и достаточно	5	1
1153	относится к	6	1
1154	его полноте	1	1
1155	не раз	1	1
1156	на основе	1	1
1157	по сравнению	8	1
1158	это только	2	1
1159	в отдельности	4	1
1160	из его	2	1
1161	жизни жизнь	1	1
1162	с которой	3	1
1163	без чего	3	1
1164	не у	1	1
1165	что если	2	1
1166	каждой из	2	1
1167	в смысловой	3	1
1168	именно на	1	1
1169	не понимает	3	1
1170	для меня	3	1
1171	и вся	1	1
1172	смысл который	1	1
1173	отношении к	4	1
1174	этого как	1	1
1175	и ему	1	1
1176	слов и	1	1
1177	впрочем и	1	1
1178	он как	1	1
1179	этим оно	1	1
1180	от других	1	1
1181	и исчезает	1	1
1182	и до	6	1
1183	есть имя	4	1
1184	чем не	2	1
1185	он есть	2	1
1186	из модификаций	1	1
1187	перед глазами	1	1
1188	имя может	2	1
1189	годится в	1	1
1190	решительно все	3	1
1191	еще один	2	1
1192	может воплощаться	1	1
1193	тут было	1	1
1194	им в	1	1
1195	обращаются в	1	1
1196	претендовать на	1	1
1197	на более	2	1
1198	есть его	1	1
1199	но мы	1	1
1200	что здесь	2	1
1201	нет и	4	1
1202	это вообще	1	1
1203	событий в	1	1
1204	и многих	1	1
1205	только смысл	2	1
1206	живая личность	1	1
1207	из истории	4	1
1208	уж во	1	1
1209	и бессмысленное	1	1
1210	нам и	1	1
1211	не знаем	2	1
1212	то она	2	1
1213	этого слова	1	1
1214	деле в	1	1
1215	здесь и	1	1
1216	к новой	1	1
1217	т д	36	1
1218	не видит	1	1
1219	главным образом	3	1
1220	у них	2	1
1221	как объективно	1	1
1222	смысл этот	1	1
1223	и знаков	1	1
1224	этими словами	1	1
1225	не из	2	1
1226	в особом	2	1
1227	и внимания	2	1
1228	они предстают	1	1
1229	мы еще	2	1
1230	если только	1	1
1231	только о	2	1
1232	моментов в	2	1
1233	тот же	4	1
1234	другого и	1	1
1235	указанием на	2	1
1236	или другой	3	1
1237	что есть	8	1
1238	об их	3	1
1239	смерть и	1	1
1240	находятся в	2	1
1241	позицию как	1	1
1242	но на	2	1
1243	только одного	1	1
1244	от окружающего	1	1
1245	качестве одного	1	1
1246	что оно	10	1
1247	что ему	3	1
1248	общения в	1	1
1249	значение в	1	1
1250	новые формы	1	1
1251	ничем не	4	1
1252	так как	17	1
1253	смысле что	2	1
1254	многих других	1	1
1255	основе своей	2	1
1256	невозможно ни	1	1
1257	может не	4	1
1258	различие между	3	1
1259	перестает быть	3	1
1260	уже в	2	1
1261	который бы	3	1
1262	нам не	2	1
1263	самому же	1	1
1264	под собой	2	1
1265	на что	1	1
1266	образ и	3	1
1267	я о	1	1
1268	естественно что	1	1
1269	для всего	2	1
1270	неизмеримо более	1	1
1271	и восприятия	1	1
1272	себя самого	4	1
1273	деле не	1	1
1274	причем все	1	1
1275	ее в	1	1
1276	где он	1	1
1277	указание на	1	1
1278	нет это	3	1
1279	что каждый	1	1
1280	с их	1	1
1281	целом он	1	1
1282	сказать не	1	1
1283	всех прочих	3	1
1284	а еще	1	1
1285	в учебниках	1	1
1286	что является	6	1
1287	шла речь	2	1
1288	что к	1	1
1289	и где	1	1
1290	и которая	1	1
1291	и последний	1	1
1292	было для	1	1
1293	здесь все	1	1
1294	опыта и	1	1
1295	как нечто	3	1
1296	очень много	1	1
1297	в стороне	1	1
1298	случае не	3	1
1299	его поступки	1	1
1300	и без	4	1
1301	нас к	1	1
1302	себя от	2	1
1303	по смыслу	5	1
1304	является не	2	1
1305	однако об	1	1
1306	есть только	18	1
1307	однако это	3	1
1308	и опыт	1	1
1309	и со	2	1
1310	и я	1	1
1311	не относится	2	1
1312	нисколько не	7	1
1313	и оно	4	1
