N	2gram	Bakhtin_Pr	VerxiiNi
413	о чем	1	1
414	в сущности	10	1
415	в ее	2	1
416	как раз	9	1
417	что так	2	1
418	становятся все	1	1
419	но тем	1	1
420	человек есть	1	1
421	этот мир	3	1
422	чем у	2	1
423	от этой	1	1
424	этих слов	1	1
425	и за	1	1
426	с внешней	1	1
427	него в	5	1
428	к сознанию	2	1
429	у нас	3	1
430	на которой	1	1
431	которых ни	1	1
432	это и	5	1
433	ни в	5	1
434	же что	5	1
435	это слово	6	1
436	вообще можно	1	1
437	себе не	2	1
438	в минуту	1	1
439	здесь таким	1	1
440	другой стороны	6	1
441	эти явления	1	1
442	творчество как	1	1
443	прямо от	1	1
444	это есть	1	1
445	смысле этого	1	1
446	с их	7	1
447	народ особенно	1	1
448	по мере	4	1
449	с собой	3	1
450	весь мир	1	1
451	таком случае	1	1
452	появилась в	1	1
453	совершенно иное	3	1
454	у него	11	1
455	же эти	1	1
456	в их	6	1
457	в данном	2	1
458	лежит в	2	1
459	его в	8	1
460	зрения того	1	1
461	всякую мысль	1	1
462	только он	2	1
463	это предположение	1	1
464	не сливаясь	2	1
465	чем в	3	1
466	в своих	4	1
467	чтобы в	2	1
468	люди и	1	1
469	сами по	4	1
470	самом деле	10	1
471	в высшее	1	1
472	в первом	2	1
473	черты в	1	1
474	пути и	3	1
475	форме он	1	1
476	к чему	1	1
477	как этот	1	1
478	его мировоззрения	1	1
479	о мире	7	1
480	прежде чем	1	1
481	их и	2	1
482	этом не	2	1
483	жизнь в	2	1
484	в нарушении	2	1
485	всех его	1	1
486	по одному	1	1
487	в идее	1	1
488	и друг	1	1
489	заключается в	1	1
490	но эта	5	1
491	оно есть	1	1
492	может только	1	1
493	сознания если	1	1
494	они могли	1	1
495	мы и	2	1
496	другие наоборот	1	1
497	иначе как	1	1
498	тем что	6	1
499	привела к	1	1
500	еще хуже	1	1
501	она является	2	1
502	прямо не	1	1
503	в музыке	2	1
504	эквивалента в	1	1
505	в сферу	1	1
506	том или	2	1
507	в жизни	5	1
508	отношения к	5	1
509	есть что	1	1
510	в корне	1	1
511	показаться что	1	1
512	этом последнем	1	1
513	в одних	1	1
514	этих рамках	1	1
515	находит себе	1	1
516	лишь на	5	1
517	эта способность	1	1
518	появляются новые	1	1
519	одном из	2	1
520	как и	25	1
521	их он	1	1
522	как не	9	1
523	с ними	2	1
524	время как	2	1
525	их в	8	1
526	себя как	3	1
527	а именно	2	1
528	не есть	4	1
529	только то	3	1
530	в своей	11	1
531	мысли о	1	1
532	в слове	3	1
533	и так	2	1
534	на этом	2	1
535	как в	7	1
536	души в	2	1
537	стремление к	1	1
538	мира и	7	1
539	является лишь	4	1
540	что еще	1	1
541	следовательно и	3	1
542	так сказать	9	1
543	как с	1	1
544	ли не	1	1
545	на одном	1	1
546	от этого	2	1
547	является для	3	1
548	мировоззрения в	2	1
549	и могут	3	1
550	в такой	1	1
551	его уже	1	1
552	или что	1	1
553	тем или	2	1
554	один и	1	1
555	чтобы добиться	1	1
556	героев не	2	1
557	после того	1	1
558	о которых	1	1
559	и следовательно	7	1
560	человека является	1	1
561	важное значение	1	1
562	в себя	6	1
563	это было	1	1
564	вследствие этого	2	1
565	роль в	1	1
566	он сам	5	1
567	на его	2	1
568	к мысли	1	1
569	в сторону	2	1
570	были органически	1	1
571	в каждой	2	1
572	из одного	8	1
573	в воздухе	1	1
574	в каком	1	1
575	не стоит	1	1
576	нет в	1	1
577	это тоже	1	1
578	на себе	3	1
579	перейти к	1	1
580	могло бы	1	1
581	которая у	1	1
582	в одной	8	1
583	что они	1	1
584	бы в	7	1
585	не был	2	1
586	его о	2	1
587	однако не	3	1
588	людей в	1	1
589	с этим	3	1
590	все они	2	1
591	и отсюда	1	1
592	даже там	2	1
593	еще и	1	1
594	могли бы	2	1
595	с образом	1	1
596	ни на	3	1
597	совершенно не	5	1
598	это объясняется	1	1
599	не имея	1	1
600	все более	1	1
601	материалом для	1	1
602	человека в	8	1
603	там где	12	1
604	и отчасти	1	1
605	бы и	6	1
606	в уста	4	1
607	на этой	1	1
608	находит свое	2	1
609	не существует	1	1
610	к этой	1	1
611	и других	1	1
612	жизни а	3	1
613	для создания	2	1
614	знаем о	1	1
615	и быт	1	1
616	не могли	1	1
617	да и	2	1
618	бы с	2	1
619	и пр	5	1
620	отличие от	4	1
621	между собой	2	1
622	про него	1	1
623	вернемся к	1	1
624	тон но	1	1
625	каждом из	1	1
626	от характера	3	1
627	мы уже	4	1
628	это как	1	1
629	ибо не	3	1
630	воли к	1	1
631	до настоящего	2	1
632	совпадает с	2	1
633	субстанция а	1	1
634	другими словами	1	1
635	эти проблемы	2	1
636	говорить не	1	1
637	человека все	1	1
638	мира должна	1	1
639	входит в	9	1
640	именно потому	2	1
641	но даже	1	1
642	людьми а	1	1
643	живет в	1	1
644	ничто не	1	1
645	одну из	1	1
646	мы не	4	1
647	социальной группе	1	1
648	согласны с	1	1
649	героем и	2	1
650	характер не	1	1
651	в ней	2	1
652	обстоит дело	1	1
653	но это	6	1
654	этих трех	3	1
655	как из	1	1
656	она господствует	1	1
657	является его	1	1
658	позволяет нам	1	1
659	с помощью	2	1
660	только как	2	1
661	что касается	1	1
662	оно принимает	1	1
663	и лишь	2	1
664	есть то	3	1
665	и весь	1	1
666	но зато	2	1
667	только на	3	1
668	но они	2	1
669	и их	3	1
670	не приходится	1	1
671	все те	3	1
672	пор не	1	1
673	к одному	7	1
674	чтобы она	1	1
675	к области	1	1
676	из двух	1	1
677	а между	2	1
678	иметь в	2	1
679	по отношению	12	1
680	слова с	7	1
681	его жизнь	3	1
682	не следует	1	1
683	и до	6	1
684	это однако	1	1
685	уже говорили	3	1
686	совершенно неправильно	2	1
687	от своего	2	1
688	этот вопрос	4	1
689	друга и	2	1
690	того типа	1	1
691	между отдельными	2	1
692	непосредственно без	1	1
693	тогда как	1	1
694	себе в	1	1
695	без труда	1	1
696	природы но	1	1
697	и всякая	1	1
698	должны были	1	1
699	идет речь	1	1
700	она была	1	1
701	не совпадает	1	1
702	радости на	1	1
703	всего этого	2	1
704	учению о	1	1
705	смысла и	1	1
706	такой как	4	1
707	соприкасается с	1	1
708	на это	1	1
709	становится в	1	1
710	было бы	8	1
711	имеем в	1	1
712	знает и	1	1
713	этого мира	6	1
714	непосредственно ни	1	1
715	на одну	2	1
716	чем с	1	1
717	сливаются воедино	1	1
718	художественном творчестве	3	1
719	вступают в	1	1
720	и глубоко	2	1
721	он тоже	3	1
722	в отличие	4	1
723	с людьми	1	1
724	без всякого	1	1
725	заметить что	2	1
726	элементов в	2	1
727	которой можно	1	1
728	настоящее время	3	1
729	ней и	1	1
730	впервые в	1	1
731	однако в	3	1
732	всю землю	1	1
733	вера в	1	1
734	тем же	3	1
735	особенно у	1	1
736	наконец на	1	1
737	найти в	1	1
738	по себе	16	1
739	и превращается	1	1
740	а у	1	1
741	этим дело	1	1
742	он создал	1	1
743	на не	1	1
744	в самую	1	1
745	могут быть	9	1
746	он знает	3	1
747	такою же	1	1
748	человека и	2	1
749	формы в	1	1
750	их с	1	1
751	целого и	1	1
752	но именно	3	1
753	в нашем	2	1
754	быть тем	1	1
755	собой поэтому	1	1
756	же она	2	1
757	может показаться	1	1
758	может случиться	1	1
759	не знаем	1	1
760	и есть	3	1
761	место в	1	1
762	во всей	3	1
763	том же	4	1
764	времени в	1	1
765	в сознании	3	1
766	же в	2	1
767	что она	7	1
768	он может	4	1
769	бытия и	1	1
770	и всякую	1	1
771	такой же	4	1
772	бы быть	1	1
773	если они	1	1
774	этого слова	3	1
775	до известной	1	1
776	ибо в	2	1
777	и его	21	1
778	эти планы	1	1
779	наоборот все	1	1
780	его к	4	1
781	мира в	5	1
782	известной степени	2	1
783	для достижения	1	1
784	образ его	1	1
785	а как	11	1
786	и никогда	1	1
787	что даже	1	1
788	а следовательно	2	1
789	даже в	6	1
790	в европе	1	1
791	только с	1	1
792	это совершенно	1	1
793	эта тенденция	1	1
794	может и	1	1
795	радости и	1	1
796	к этим	2	1
797	друг друга	4	1
798	и душа	2	1
799	не удалось	1	1
800	неизбежно должен	1	1
801	бытия в	3	1
802	и стать	1	1
803	с ее	1	1
804	всех этих	2	1
805	таким же	3	1
806	чтобы не	1	1
807	в настоящее	3	1
808	но для	3	1
809	и совершенно	1	1
810	нам глубоко	1	1
811	должны быть	3	1
812	в связь	1	1
813	настоящего времени	2	1
814	себя в	3	1
815	не надо	1	1
816	благодаря этой	1	1
817	и ее	5	1
818	здесь не	7	1
819	одного и	1	1
820	духе и	1	1
821	сливаются в	1	1
822	ничего не	8	1
823	жизни с	1	1
824	лишь по	1	1
825	то время	2	1
826	словами в	2	1
827	и самый	1	1
828	влиянием в	1	1
829	правда этот	1	1
830	мира с	1	1
831	периода являются	1	1
832	искусства не	1	1
833	и во	3	1
834	он должен	2	1
835	той же	8	1
836	великих художников	1	1
