N	2gram	Vygotskiy_	Formalny
300	и лишь	1	6
301	нет и	1	6
302	той же	8	6
303	этого слова	13	6
304	у них	3	6
305	данном случае	1	6
306	уже в	10	6
307	к истории	3	6
308	полагаем что	1	6
309	ее в	2	6
310	смысле этого	10	6
311	так в	1	6
312	нисколько не	3	6
313	особенно в	2	6
314	не по	2	6
315	в частности	4	6
316	тем самым	6	6
317	отношение к	1	6
318	такой же	4	6
319	тому что	3	6
320	случае в	2	5
321	с этой	6	5
322	даже в	5	5
323	с необходимостью	3	5
324	от этих	2	5
325	в виду	4	5
326	как они	5	5
327	значительной степени	1	5
328	в мире	2	5
329	так например	1	5
330	можно сказать	2	5
331	восприятия и	1	5
332	в котором	3	5
333	вопрос о	2	5
334	связь между	7	5
335	звуком и	1	5
336	и формы	1	5
337	как на	2	5
338	в нашем	2	5
339	к которому	6	5
340	к нему	1	5
341	то в	3	5
342	смысла с	1	5
343	хотя и	2	5
344	не столько	4	5
345	что не	1	5
346	а только	1	5
347	в эту	3	5
348	могло бы	4	5
349	слово как	1	5
350	мы можем	13	5
351	мы уже	8	5
352	не приходится	1	5
353	и что	15	5
354	этом смысле	7	5
355	совершенно справедливо	1	5
356	целом и	2	5
357	его как	1	5
358	и по	5	5
359	а как	2	5
360	в него	4	5
361	и самый	1	5
362	не так	1	5
363	если в	3	5
364	в основном	6	5
365	в отношении	14	5
366	функции в	2	5
367	должен был	2	5
368	что оно	8	5
369	даже не	1	5
370	может стать	2	5
371	приводит к	5	5
372	не имеет	3	5
373	да и	1	5
374	ни на	3	5
375	бы и	2	5
376	то и	5	5
377	и между	4	5
378	в значительной	1	5
379	слов и	5	5
380	а лишь	1	5
381	как например	2	5
382	о языке	1	5
383	в отличие	8	5
384	одной из	1	5
385	в самой	1	5
386	и то	9	5
387	значение в	5	5
388	он становится	1	5
389	тому чтобы	2	5
390	для нас	6	5
391	однако не	3	5
392	и эта	4	5
393	в эпоху	1	5
394	между звуком	1	5
395	на все	2	5
396	в такой	3	5
397	в условиях	1	5
398	отличие от	8	5
399	тому как	2	5
400	одни и	3	5
401	мы должны	15	5
402	таким же	4	5
403	еще в	2	5
404	от того	8	5
405	одного из	3	5
406	по аналогии	1	5
407	слова в	8	5
408	же в	3	5
409	все более	2	5
410	не можем	4	5
411	что было	1	4
412	от него	1	4
413	является в	4	4
414	мы и	4	4
415	со всем	1	4
416	различны и	1	4
417	не являются	4	4
418	исторического процесса	1	4
419	от одного	2	4
420	или на	1	4
421	к другим	2	4
422	исходить из	1	4
423	является не	6	4
424	имеет место	4	4
425	к самому	1	4
426	он является	1	4
427	и история	1	4
428	эта связь	1	4
429	но даже	1	4
430	между двумя	3	4
431	увидим что	5	4
432	для данного	1	4
433	превращается в	1	4
434	самого начала	6	4
435	в основу	5	4
436	на него	2	4
437	во всей	3	4
438	связи со	2	4
439	одна из	2	4
440	на котором	3	4
441	того же	12	4
442	едва ли	6	4
443	своего развития	9	4
444	в некоторых	1	4
445	тем не	6	4
446	что такое	1	4
447	бы к	2	4
448	от тех	2	4
449	очевидно что	1	4
450	в таком	4	4
451	конце концов	1	4
452	между этими	2	4
453	тогда когда	10	4
454	и следовательно	1	4
455	понятий и	10	4
456	от других	2	4
457	от конкретного	3	4
458	бы она	1	4
459	не будет	2	4
460	содержания и	1	4
461	этот вопрос	5	4
462	могла бы	1	4
463	среды и	1	4
464	он в	1	4
465	что для	1	4
466	языка у	2	4
467	слова как	1	4
468	и чем	1	4
469	и сами	1	4
470	нам важно	1	4
471	и содержание	1	4
472	однако и	2	4
473	та же	3	4
474	в последнем	1	4
475	был бы	2	4
476	оно было	1	4
477	по принципу	1	4
478	подходит к	2	4
479	к действительному	1	4
480	подобно тому	1	4
481	это положение	6	4
482	мы говорим	1	4
483	и действительно	1	4
484	значения и	6	4
485	к другому	2	4
486	аналогии с	2	4
487	думать что	1	4
488	дальнейшее развитие	1	4
489	впечатление что	1	4
490	совпадает с	7	4
491	идет о	2	4
492	так чтобы	2	4
493	со всей	5	4
494	целый ряд	4	4
495	более и	1	4
496	знаем что	1	4
497	никаких оснований	1	4
498	им в	3	4
499	являются только	1	4
500	между людьми	1	4
501	тот или	1	4
502	и во	4	4
503	только при	2	4
504	для всего	2	4
505	но если	2	4
506	они были	1	4
507	этот процесс	4	4
508	не для	1	4
509	о нем	2	4
510	здесь в	2	4
511	что каждый	2	4
512	чем он	1	4
513	слово в	4	4
514	и непосредственно	1	4
515	или в	4	4
516	или иначе	2	4
517	но эта	1	4
518	последнем счете	1	4
519	сама по	1	4
520	лишь с	1	4
521	или даже	2	4
522	один и	6	4
523	и тех	2	4
524	с самого	6	4
525	и притом	1	4
526	но при	1	4
527	тех же	2	4
528	как он	8	4
529	же что	2	4
530	только то	1	4
531	к ней	2	4
532	одним из	6	4
533	к новому	1	4
534	и тогда	2	4
535	во всем	7	3
536	какого бы	1	3
537	для всех	1	3
538	и очень	1	3
539	дело с	3	3
540	это значит	6	3
541	оно становится	2	3
542	время не	1	3
543	остановиться на	3	3
544	в одном	4	3
545	исторического развития	2	3
546	но что	3	3
547	в предыдущей	1	3
548	ни одна	1	3
549	значения в	1	3
550	от общих	1	3
551	слово является	1	3
552	а именно	1	3
553	предмета и	1	3
554	в это	1	3
555	на первый	5	3
556	связано с	2	3
557	языка мы	2	3
558	было в	1	3
559	это последнее	1	3
560	убедиться в	1	3
561	ничто не	1	3
562	не всегда	1	3
563	из себя	1	3
564	к проблеме	2	3
565	но они	4	3
566	не об	1	3
567	в различных	1	3
568	ни одного	1	3
569	и каждого	1	3
570	является конечно	1	3
571	том чтобы	2	3
572	формы в	3	3
573	следующим образом	4	3
574	друг с	10	3
575	к этим	2	3
576	точка зрения	1	3
577	не то	1	3
578	не происходит	2	3
579	и значением	1	3
580	следует отметить	1	3
581	мы видим	13	3
582	еще одну	1	3
583	не выходит	1	3
584	и функции	1	3
585	внимание на	4	3
586	нашей работы	1	3
587	именно для	1	3
588	что при	3	3
589	в качестве	25	3
590	и через	1	3
591	но как	4	3
592	этими двумя	1	3
593	лежит в	3	3
594	о возможности	1	3
595	но он	1	3
596	одно а	1	3
597	и именно	1	3
598	в чем	2	3
599	что как	3	3
600	основные тенденции	1	3
601	внутренней речи	19	3
602	не имеющие	2	3
603	для создания	1	3
604	не сводится	1	3
605	перехода от	1	3
606	все остальные	2	3
607	не дает	2	3
608	ту же	2	3
609	так что	3	3
610	речи и	11	3
611	в развитии	46	3
612	что эта	2	3
613	все те	1	3
614	и тот	6	3
615	в форме	2	3
616	тем и	5	3
617	не просто	3	3
618	в новое	2	3
619	она была	1	3
620	приходим к	2	3
621	бы оно	1	3
622	который был	1	3
623	и особенно	4	3
624	к такому	1	3
625	связи и	4	3
626	никак нельзя	2	3
627	и этот	1	3
628	к одной	3	3
629	с такой	1	3
630	смысле слова	5	3
631	трудности и	1	3
632	и при	3	3
633	сменяют друг	1	3
634	и из	1	3
635	поэтому в	3	3
636	со всеми	9	3
637	так или	1	3
638	с таким	4	3
639	определения и	2	3
640	стороны его	1	3
641	одновременно с	2	3
642	содержание и	1	3
643	если это	2	3
644	в которых	3	3
645	не приводит	2	3
646	том смысле	3	3
647	бы не	1	3
648	том как	1	3
649	этот образ	1	3
650	вследствие этого	1	3
651	чтобы убедиться	1	3
652	в каком	3	3
653	ничего общего	4	3
654	перед нами	15	3
655	все они	2	3
656	этого они	1	3
657	заложенных в	1	3
658	вытекает из	2	3
659	не дают	1	3
660	это понятие	2	3
661	и заключается	2	3
662	том числе	3	3
663	это то	1	3
664	явления и	1	3
665	оно является	3	3
666	для нее	1	3
667	что уже	3	3
668	вступает в	3	3
669	ни были	2	3
670	при анализе	2	3
671	каждый из	2	3
672	ее помощью	1	3
673	состоит в	4	3
674	образом не	2	3
675	в данной	1	3
676	из истории	1	3
677	он может	1	3
678	слово и	1	3
679	на развитие	1	3
680	тот же	10	3
681	подойти к	1	3
682	этого термина	1	3
683	находятся в	1	3
684	они мыслят	2	3
685	нас не	2	3
686	для марксизма	3	3
687	входя в	1	3
688	то мы	2	3
689	представлять себе	1	3
690	с их	3	3
691	является совершенно	1	3
692	средств и	1	3
693	с чисто	1	3
694	или иной	3	3
695	этом не	1	3
696	эту тенденцию	2	3
697	и другое	7	3
698	вообще не	3	3
699	этим самым	1	3
700	полагать что	1	3
701	на его	5	3
702	с другом	10	3
703	тем более	2	3
704	значение для	4	3
705	к одному	10	3
706	может иметь	1	3
707	и снова	4	3
708	первый план	5	3
709	на один	5	3
710	что является	2	3
711	когда он	5	3
712	числе и	3	3
713	же самое	9	3
714	в плане	2	3
715	а часто	1	3
716	идет не	1	3
717	на то	7	3
718	нуждается в	1	3
719	и обратно	2	3
720	именно это	3	3
721	дело обстоит	1	3
722	и совершенно	2	3
723	что на	2	3
724	в известной	1	3
725	в чисто	2	3
726	в понятии	6	3
727	себе а	1	3
728	это утверждение	2	2
729	все что	4	2
730	связан с	2	2
731	и действительности	1	2
732	только один	1	2
733	языке и	1	2
734	в последнее	4	2
735	в структуру	4	2
736	анализа проблемы	1	2
737	что два	1	2
738	действительности с	1	2
739	своем развитии	3	2
740	особенно ясной	1	2
741	связи в	2	2
742	тем как	4	2
743	или нет	2	2
744	эта же	1	2
745	в общую	1	2
746	говорит о	1	2
747	привести к	2	2
748	но наиболее	1	2
749	к конкретному	1	2
750	это противоречие	2	2
751	нами в	4	2
752	до последнего	1	2
753	это определение	1	2
754	связь с	4	2
755	их не	1	2
756	ко всем	2	2
757	это делают	2	2
758	мы найдем	1	2
759	из нее	2	2
760	новой формы	2	2
761	иначе как	2	2
762	к более	1	2
763	представление о	1	2
764	том или	1	2
765	в собственном	12	2
766	вещей в	1	2
767	или ином	1	2
768	значение не	1	2
769	чтобы вскрыть	1	2
770	самого слова	1	2
771	установку на	2	2
772	при помощи	3	2
773	относиться к	1	2
774	критический анализ	1	2
775	и того	5	2
776	является их	1	2
777	переходит в	1	2
778	не могли	3	2
779	его значением	1	2
780	не создает	3	2
781	известных условиях	1	2
782	точке пересечения	1	2
783	значения слова	9	2
784	понятия в	8	2
785	и другой	4	2
786	в этот	1	2
787	в руках	1	2
788	поэтому мы	2	2
789	одной и	6	2
790	не встречается	2	2
791	между отдельными	6	2
792	правда и	1	2
793	слова они	1	2
794	естественно и	1	2
795	сделать вывод	1	2
796	элемента в	1	2
797	отметить что	1	2
798	с другим	1	2
799	но ни	1	2
800	языка не	1	2
801	на наших	1	2
802	этих последних	2	2
803	в самое	1	2
804	научного изучения	1	2
805	находится в	4	2
806	с этими	1	2
807	без того	1	2
808	же слова	3	2
809	еще одна	1	2
810	что она	7	2
811	его помощью	1	2
812	пункте как	1	2
813	который в	4	2
814	что говорит	2	2
815	глубоко различны	1	2
816	как определенная	1	2
817	нет никаких	6	2
818	распадается на	4	2
819	но так	2	2
820	и становится	1	2
821	но сама	1	2
822	чтобы понять	1	2
823	быть с	1	2
824	в своеобразном	3	2
825	видели что	4	2
826	и столь	1	2
827	мышления и	39	2
828	является результатом	2	2
829	отражение в	2	2
830	стоит перед	1	2
831	как средство	1	2
832	указать на	2	2
833	как для	1	2
834	к разрешению	3	2
835	увидим дальше	2	2
836	несмотря на	1	2
837	однако совершенно	1	2
838	не внутри	1	2
839	мы конечно	1	2
840	разница между	1	2
841	каждого его	1	2
842	они будут	1	2
843	же смысле	1	2
844	слово есть	1	2
845	что между	1	2
846	содержания как	1	2
847	и развития	3	2
848	есть еще	2	2
849	чем в	4	2
850	эти функции	2	2
851	не совпадают	5	2
852	или не	1	2
853	не знает	1	2
854	ее от	1	2
855	развития как	2	2
856	бы сделать	1	2
857	здесь же	1	2
858	происходит и	1	2
859	смысле и	2	2
860	характер и	2	2
861	лишь на	2	2
862	указывает что	3	2
863	в ряду	1	2
864	может привести	1	2
865	отличии от	1	2
866	представляется нам	1	2
867	эти последние	2	2
868	к вопросу	1	2
869	полагает что	2	2
870	совершенно прав	2	2
871	той или	2	2
872	вопрос об	2	2
873	данного периода	1	2
874	выражение в	1	2
875	вошел в	1	2
876	это вполне	1	2
877	а с	4	2
878	образом является	1	2
879	вообще в	2	2
880	его развития	3	2
881	или к	1	2
882	дана в	1	2
883	они становятся	1	2
884	чтобы он	1	2
885	действительности совершается	1	2
886	языком и	1	2
887	одно и	7	2
888	и та	1	2
889	можно было	10	2
890	но только	3	2
891	этого факта	1	2
892	относится и	1	2
893	бы уже	1	2
894	также не	2	2
895	что каждое	1	2
896	как известно	7	2
897	в школе	1	2
898	однако в	2	2
899	общего с	3	2
900	самые формы	1	2
901	подвести некоторые	1	2
902	на отдельные	2	2
903	с определенными	1	2
904	в первой	1	2
905	жизни с	1	2
906	процесса развития	2	2
907	речи именно	1	2
908	для построения	2	2
909	при всем	2	2
910	на место	2	2
911	значит что	6	2
912	эту последнюю	1	2
913	и сколько-нибудь	1	2
914	эти формы	2	2
915	исследования в	2	2
916	для самого	1	2
917	были бы	3	2
918	это построение	1	2
919	основе этой	1	2
920	собственном смысле	12	2
921	даны в	3	2
922	как с	4	2
923	друга в	1	2
924	речи но	3	2
925	почти не	1	2
926	этого понятия	3	2
927	отдельных элементов	5	2
928	знаком в	1	2
929	в другой	2	2
930	мы в	3	2
931	из того	4	2
932	зрения ее	1	2
933	или иная	3	2
934	действий и	1	2
935	в тех	2	2
936	постольку поскольку	2	2
937	целом ряде	1	2
938	совершенно иное	1	2
939	слова у	4	2
940	где же	1	2
941	с ними	3	2
942	этой точки	4	2
943	с неизбежностью	2	2
944	эти элементы	1	2
945	заключается в	22	2
946	мы остановимся	2	2
947	то оно	1	2
948	другой как	1	2
949	в одних	2	2
950	далеко не	2	2
951	и отдельных	2	2
952	правда не	1	2
953	к какому	1	2
954	никто не	1	2
955	как чисто	1	2
956	языка или	1	2
957	друг от	2	2
958	одним и	5	2
959	помощью этого	3	2
960	всем этом	2	2
961	в конкретной	2	2
962	связаны между	2	2
963	не объясняет	1	2
964	слово у	1	2
965	прямой зависимости	1	2
966	не совпадает	1	2
967	из элементов	1	2
968	и понятие	3	2
969	автора и	1	2
970	и второй	1	2
971	из его	1	2
972	что если	3	2
973	в совершенной	1	2
974	и вся	1	2
975	или иных	1	2
976	говорят что	1	2
977	как если	2	2
978	не потому	1	2
979	некоторые итоги	1	2
980	слова с	2	2
981	случае с	1	2
982	переход от	5	2
983	при данных	1	2
984	предмета в	1	2
985	то она	1	2
986	на этот	5	2
987	самом процессе	1	2
988	или более	1	2
989	свою силу	2	2
990	его место	1	2
991	именно этот	1	2
992	только потому	2	2
993	во времени	1	2
994	жизни не	1	2
995	последнего времени	1	2
996	как особой	1	2
997	они вместе	1	2
998	этом случае	4	2
999	одних и	1	2
1000	процесс становления	1	2
1001	ему в	1	2
1002	выходит за	1	2
1003	смысле что	2	2
1004	значит игнорировать	1	2
1005	своей основной	1	2
1006	вывод что	2	2
1007	мы имеем	6	2
1008	и принципиально	1	2
1009	или с	1	2
1010	как у	2	2
1011	могут вступать	1	2
1012	же не	3	2
1013	в русском	1	2
1014	все равно	4	2
1015	в виде	4	2
1016	что ни	1	2
1017	говорим о	1	2
1018	от друга	2	2
1019	и иными	1	2
1020	внутренняя речь	5	2
1021	для других	2	2
1022	который как	1	2
1023	в силу	9	2
1024	с теми	2	2
1025	и форму	1	2
1026	языка с	1	2
1027	что этот	2	2
1028	что перед	4	2
1029	является по	2	2
1030	что мы	18	2
1031	однако это	1	2
1032	последнее время	6	2
1033	мы склонны	4	2
1034	постановки проблемы	1	2
1035	к единству	1	2
1036	говорят и	1	2
1037	связаны с	4	2
1038	отношения между	6	2
1039	проникать в	2	2
1040	этих двух	1	2
1041	распространяется на	1	2
1042	том случае	2	2
1043	и эти	2	2
1044	только к	2	2
1045	он говорит	1	2
1046	ибо они	1	2
1047	страх и	1	2
1048	философской и	1	2
1049	в наши	2	2
1050	всю свою	1	2
1051	в речи	4	2
1052	и почти	1	2
1053	значение он	1	2
1054	ту или	1	2
1055	значение то	1	2
1056	дело не	1	2
1057	существуют в	1	2
1058	характерно для	1	2
1059	от объективного	1	2
1060	с нею	2	2
1061	при известных	1	2
1062	определяется в	1	2
1063	несколько подробнее	1	2
1064	свое значение	2	2
1065	человека и	6	2
1066	и всякая	1	2
1067	в другом	3	2
1068	ведь мы	1	2
1069	рассматривать как	1	2
1070	и конкретных	1	2
1071	значение слова	7	2
1072	может лежать	2	2
1073	иным путем	1	2
1074	он их	1	2
1075	явление в	1	2
1076	этого метода	3	2
1077	к изучению	2	2
1078	та или	3	2
1079	нами основные	1	2
1080	это можно	1	2
1081	что формы	1	2
1082	по этому	6	2
1083	исторически и	1	2
1084	не поддаются	1	2
1085	этих форм	1	2
1086	как увидим	1	2
1087	к пониманию	3	2
1088	становлении и	1	2
1089	происходит в	1	2
1090	процессе его	1	2
1091	их на	1	2
1092	тех или	1	2
1093	это в	1	2
1094	смысле мы	3	2
1095	если она	1	2
1096	мы условно	2	2
1097	есть не	1	2
1098	жизнью и	1	2
1099	существенную роль	2	1
1100	мы наблюдаем	3	1
1101	далее с	1	1
1102	с которыми	4	1
1103	мы обратимся	4	1
1104	получает свое	1	1
1105	они имеют	3	1
1106	степень его	1	1
1107	развитии в	1	1
1108	могут иметь	3	1
1109	оно все	2	1
1110	более высокой	1	1
1111	что задача	2	1
1112	зрения на	2	1
1113	новой форме	1	1
1114	в изучении	2	1
1115	самостоятельный момент	1	1
1116	историческом развитии	2	1
1117	вещи в	1	1
1118	как здесь	1	1
1119	форм то	1	1
1120	судить о	1	1
1121	каковы же	1	1
1122	в разрешении	1	1
1123	до него	1	1
1124	помимо чисто	1	1
1125	каждого отдельного	1	1
1126	выступает на	1	1
1127	вопросу о	1	1
1128	в ряде	4	1
1129	глаза и	1	1
1130	мы оставляем	1	1
1131	этом заключается	1	1
1132	понять это	1	1
1133	нее в	2	1
1134	говорили в	1	1
1135	в разных	1	1
1136	в готовом	3	1
1137	в большей	1	1
1138	и составляет	1	1
1139	особенностей в	1	1
1140	построении понятия	2	1
1141	но тем	2	1
1142	что многие	1	1
1143	с более	2	1
1144	что дело	1	1
1145	окружающей его	1	1
1146	по-видимому не	1	1
1147	намека на	1	1
1148	нас в	4	1
1149	значения если	1	1
1150	одно из	2	1
1151	важный момент	1	1
1152	которая только	1	1
1153	помощью этой	1	1
1154	и изучения	1	1
1155	другой момент	1	1
1156	является слово	1	1
1157	по мере	1	1
1158	котором они	1	1
1159	и которые	5	1
1160	а особенно	1	1
1161	иначе чем	2	1
1162	всей ее	1	1
1163	что слово	6	1
1164	метод определения	2	1
1165	не той	1	1
1166	значение это	1	1
1167	проблемы не	1	1
1168	другим приемом	1	1
1169	показывает нам	1	1
1170	этой цели	1	1
1171	черты в	1	1
1172	элементы в	1	1
1173	вот что	1	1
1174	и сам	4	1
1175	проблемы в	1	1
1176	каким образом	1	1
1177	отдельного предмета	1	1
1178	существуют особые	1	1
1179	и задачи	2	1
1180	где они	2	1
1181	к внешней	2	1
1182	в построении	2	1
1183	и связь	2	1
1184	ведет к	1	1
1185	том же	3	1
1186	правда эта	1	1
1187	этот тип	3	1
1188	чтобы дать	1	1
1189	наблюдаем в	1	1
1190	форме в	2	1
1191	когда это	1	1
1192	стороны в	1	1
1193	самым существенным	1	1
1194	всего с	1	1
1195	он стоит	2	1
1196	форм социального	1	1
1197	приходит в	1	1
1198	предмет и	1	1
1199	основе такого	3	1
1200	выражения и	1	1
1201	и вместе	2	1
1202	то почему	1	1
1203	одновременно и	1	1
1204	понимания и	1	1
1205	на эту	1	1
1206	данной формы	2	1
1207	собой не	2	1
1208	или во	1	1
1209	по своим	1	1
1210	когда в	3	1
1211	целым рядом	3	1
1212	различные формы	2	1
1213	признаков в	3	1
1214	только что	5	1
1215	но мы	1	1
1216	в себя	3	1
1217	как только	1	1
1218	называемого практического	1	1
1219	мы с	1	1
1220	для исследования	1	1
1221	не удается	1	1
1222	развития именно	1	1
1223	а вместе	1	1
1224	он допускает	1	1
1225	влечет за	1	1
1226	непосредственным влиянием	1	1
1227	для человека	2	1
1228	этих данных	1	1
1229	и существенного	1	1
1230	от внешней	3	1
1231	основных чертах	1	1
1232	тем в	1	1
1233	нам не	1	1
1234	понятно что	3	1
1235	случае они	1	1
1236	не предполагает	1	1
1237	в первую	2	1
1238	на этой	7	1
1239	в центр	3	1
1240	не существует	1	1
1241	находит в	1	1
1242	которые мы	3	1
1243	и существенном	1	1
1244	видеть и	1	1
1245	той степени	2	1
1246	не наоборот	1	1
1247	в объяснении	1	1
1248	являются просто	1	1
1249	именно такое	1	1
1250	и который	1	1
1251	нельзя было	1	1
1252	случаи когда	1	1
1253	своей природе	1	1
1254	существенным моментом	1	1
1255	для выработки	1	1
1256	данного явления	1	1
1257	время от	1	1
1258	представления о	2	1
1259	практически он	1	1
1260	почти исключительно	2	1
1261	бы если	1	1
1262	предметов и	6	1
1263	существенным и	1	1
1264	больше того	1	1
1265	становится особенно	1	1
1266	которыми он	1	1
1267	с трудом	1	1
1268	оно начинает	1	1
1269	и действия	1	1
1270	и той	7	1
1271	связи как	1	1
1272	исследований в	1	1
1273	правильно его	2	1
1274	для себя	2	1
1275	глаза на	1	1
1276	случае мы	1	1
1277	пониманию и	1	1
1278	стоящей перед	2	1
1279	по закону	2	1
1280	всего как	1	1
1281	за собой	1	1
1282	каждое слово	1	1
1283	и элементом	1	1
1284	и когда	3	1
1285	приходит к	7	1
1286	общее с	1	1
1287	и значение	2	1
1288	задерживается и	1	1
1289	не обязательно	1	1
1290	вообще но	1	1
1291	чистом виде	1	1
1292	с в	2	1
1293	уже и	5	1
1294	то как	2	1
1295	можно ли	2	1
1296	не что	2	1
1297	как оно	5	1
1298	характерной для	1	1
1299	указания на	1	1
1300	процессе развития	3	1
1301	но этот	2	1
