N	2gram	Potebnia_M	Mirosoze
154	человеку и	1	7
155	она есть	2	7
156	все в	3	7
157	те же	6	7
158	чем в	2	7
159	что она	4	7
160	от нее	2	7
161	в жизни	1	7
162	отношения к	2	7
163	жизни в	1	7
164	себя и	4	7
165	более чем	2	7
166	он в	1	7
167	мог бы	1	7
168	но если	2	7
169	должен быть	1	7
170	не могу	1	7
171	как он	1	7
172	к другу	1	6
173	же и	3	6
174	самого себя	3	6
175	есть прежде	2	6
176	с этой	2	6
177	не как	3	6
178	было в	6	6
179	увидим что	2	6
180	на пути	2	6
181	людей и	2	6
182	когда человек	3	6
183	что у	4	6
184	его в	6	6
185	к чему	2	6
186	у них	1	6
187	совсем не	2	6
188	можно было	1	6
189	вера в	1	6
190	чтобы не	1	6
191	и от	5	6
192	и здесь	3	6
193	друг к	1	6
194	что это	6	6
195	его на	3	6
196	это есть	1	6
197	если бы	20	6
198	в которых	5	6
199	бы не	6	6
200	у человека	1	6
201	в образе	4	6
202	в ее	3	6
203	того как	10	6
204	должен был	2	6
205	и более	4	6
206	на все	3	6
207	жизнь и	1	6
208	и человека	1	6
209	его не	2	6
210	свободы но	1	6
211	быть и	1	6
212	к ней	7	6
213	на то	6	6
214	не к	4	6
215	еще не	9	5
216	бы в	3	5
217	которые не	1	5
218	с самим	1	5
219	мысли и	8	5
220	одно из	6	5
221	человеческая природа	1	5
222	и как	8	5
223	глубины человеческой	1	5
224	мысли о	6	5
225	отличается от	1	5
226	с этим	12	5
227	природы в	3	5
228	во всяком	4	5
229	для этого	1	5
230	до того	5	5
231	перед ним	1	5
232	сказать что	8	5
233	к которому	1	5
234	от человека	1	5
235	по преимуществу	1	5
236	после того	2	5
237	и вместе	6	5
238	есть явление	1	5
239	от этого	2	5
240	сих пор	4	5
241	которая есть	1	5
242	должны быть	3	5
243	в человеческой	3	5
244	в то	16	5
245	который был	1	5
246	для чего	1	5
247	когда он	1	5
248	до сих	4	5
249	оно не	7	5
250	и мы	3	5
251	да и	2	5
252	тот кто	1	5
253	его и	1	5
254	то он	2	5
255	и если	4	5
256	жизни это	1	5
257	той же	6	5
258	в самую	1	5
259	тот же	2	5
260	человека но	1	5
261	в более	4	5
262	этот процесс	1	5
263	о человеческой	1	5
264	так и	17	5
265	как у	2	5
266	в их	2	5
267	сознания но	1	5
268	и я	3	5
269	из глубины	2	5
270	связано с	2	5
271	на людей	1	5
272	думать что	6	5
273	к новому	1	5
274	как будто	1	5
275	в той	2	4
276	человек может	2	4
277	человеческой жизни	3	4
278	и люди	1	4
279	еще более	1	4
280	в разных	4	4
281	на деле	8	4
282	потому не	1	4
283	нас в	3	4
284	в своих	2	4
285	и даже	3	4
286	небо и	1	4
287	в такой	2	4
288	было не	1	4
289	сам не	1	4
290	не всегда	5	4
291	по отношению	12	4
292	не что	1	4
293	себе в	2	4
294	его собственной	1	4
295	что они	2	4
296	мы видим	3	4
297	что иное	1	4
298	землю и	1	4
299	в каждом	6	4
300	не от	3	4
301	понять его	1	4
302	не была	1	4
303	тому что	6	4
304	время как	3	4
305	черты сходства	1	4
306	себе и	1	4
307	в чем	6	4
308	человека а	2	4
309	а для	1	4
310	а с	4	4
311	отношение между	1	4
312	так что	14	4
313	мысль что	4	4
314	и что	13	4
315	лишь один	1	4
316	как человек	1	4
317	и никогда	1	4
318	его личности	1	4
319	и по	5	4
320	от всякого	1	4
321	и против	1	4
322	его с	3	4
323	тогда когда	20	4
324	ни в	2	4
325	человека если	1	4
326	и тот	5	4
327	но на	2	4
328	в начале	3	4
329	оно есть	4	4
330	то время	7	4
331	как о	3	4
332	вряд ли	4	4
333	от его	2	4
334	никто не	5	4
335	к другому	3	4
336	и тогда	4	4
337	есть отрицание	1	4
338	и до	2	4
339	в истории	2	4
340	может ли	1	4
341	зла не	1	4
342	к миру	1	4
343	мы еще	1	4
344	они были	1	4
345	он должен	2	4
346	не знают	1	4
347	могут быть	6	4
348	может не	1	4
349	ни с	1	4
350	мы не	17	4
351	одна и	2	4
352	сознания и	2	4
353	все равно	5	4
354	в силах	1	4
355	способен к	2	4
356	все эти	1	4
357	есть в	6	4
358	по своему	2	4
359	особенно в	1	4
360	не все	5	4
361	значит что	2	4
362	и их	4	4
363	заключает в	10	4
364	от того	10	4
365	стало быть	4	4
366	его отношение	1	4
367	отношению к	10	4
368	место в	4	4
369	идея и	1	4
370	и только	5	4
371	иное как	1	4
372	которой все	1	3
373	в душе	17	3
374	закона и	1	3
375	это значит	1	3
376	него в	1	3
377	в виду	1	3
378	ко всем	5	3
379	мысль о	12	3
380	но нельзя	1	3
381	принадлежат к	1	3
382	давно уже	4	3
383	все же	3	3
384	чем не	1	3
385	на человека	2	3
386	то это	9	3
387	входит в	3	3
388	одной и	6	3
389	в одном	4	3
390	и когда	1	3
391	приходит к	1	3
392	превращается в	3	3
393	значительной степени	2	3
394	конечно не	2	3
395	не вполне	1	3
396	к ближнему	1	3
397	но этот	2	3
398	с другим	2	3
399	находится в	5	3
400	есть по	1	3
401	к этому	3	3
402	есть выражение	3	3
403	не принадлежит	2	3
404	и еще	1	3
405	с любовью	2	3
406	на том	1	3
407	в состоянии	5	3
408	хотя и	3	3
409	души и	2	3
410	и сама	2	3
411	и за	1	3
412	одним из	3	3
413	я и	3	3
414	не остается	1	3
415	одно только	3	3
416	есть та	1	3
417	в свой	2	3
418	лишь для	1	3
419	людьми и	1	3
420	во всех	1	3
421	и быть	3	3
422	него есть	1	3
423	в наше	1	3
424	именно потому	1	3
425	между тем	19	3
426	эти слова	2	3
427	к этим	1	3
428	и тем	8	3
429	и та	5	3
430	был прежде	1	3
431	человека то	2	3
432	с которым	3	3
433	слова нельзя	1	3
434	были бы	1	3
435	и самое	3	3
436	для себя	3	3
437	в картине	1	3
438	его во	1	3
439	все его	2	3
440	что нет	1	3
441	с таким	3	3
442	их и	1	3
443	с себя	2	3
444	в пределах	1	3
445	к его	2	3
446	быть назван	3	3
447	только одно	1	3
448	сознание и	5	3
449	есть одно	2	3
450	не быть	1	3
451	когда в	2	3
452	только один	3	3
453	эта мысль	2	3
454	народ в	1	3
455	если человек	1	3
456	принадлежит уже	1	3
457	и той	4	3
458	что же	3	3
459	тому как	6	3
460	принадлежит к	1	3
461	всякий раз	1	3
462	на этот	1	3
463	он может	2	3
464	всяком случае	3	3
465	и после	2	3
466	из него	4	3
467	жизни не	3	3
468	и то	13	3
469	стоит на	1	3
470	что оно	12	3
471	нет ни	2	3
472	это был	1	3
473	для нас	40	3
474	но с	1	3
475	от всех	1	3
476	а к	4	3
477	было для	3	3
478	бытия и	1	3
479	и эта	2	3
480	своей души	1	3
481	говорят о	1	3
482	идеи не	1	3
483	со своей	2	3
484	идеи и	2	3
485	на его	4	3
486	об этом	4	3
487	в строении	1	3
488	ее он	1	3
489	в самых	1	3
490	а от	2	3
491	мы должны	6	3
492	есть всегда	1	3
493	но она	1	3
494	не с	4	3
495	лишь как	1	3
496	но для	1	3
497	с которой	2	2
498	мир не	1	2
499	тогда человек	1	2
500	со страданием	1	2
501	что если	5	2
502	потому только	1	2
503	вообще не	1	2
504	ко второй	1	2
505	и переходит	1	2
506	природу в	1	2
507	в первых	1	2
508	тем как	4	2
509	всем и	1	2
510	не столько	2	2
511	то не	3	2
512	по себе	26	2
513	человека только	2	2
514	высоты и	1	2
515	и сам	1	2
516	или от	4	2
517	для человечества	1	2
518	на свою	2	2
519	уже на	2	2
520	более и	1	2
521	когда это	1	2
522	к самому	2	2
523	не менее	9	2
524	только для	3	2
525	есть то	3	2
526	и явится	1	2
527	жизни к	2	2
528	если в	2	2
529	в действительности	7	2
530	света и	2	2
531	и человеческой	2	2
532	которой он	1	2
533	и мысли	2	2
534	своей природе	1	2
535	в глаза	2	2
536	все свои	2	2
537	другу и	1	2
538	и другой	1	2
539	во многих	3	2
540	из себя	3	2
541	между двумя	5	2
542	но они	1	2
543	есть переход	1	2
544	всего что	1	2
545	с другой	8	2
546	в прошлом	1	2
547	более сложное	1	2
548	под ним	2	2
549	быть в	1	2
550	ли она	4	2
551	от них	4	2
552	того же	5	2
553	то в	1	2
554	такой степени	5	2
555	и судьбе	1	2
556	него как	1	2
557	но из	1	2
558	смысле в	3	2
559	после этого	1	2
560	что такое	2	2
561	это верно	1	2
562	веры а	1	2
563	есть еще	4	2
564	себе путь	1	2
565	связи с	6	2
566	про себя	1	2
567	и отношение	1	2
568	ничего и	1	2
569	необходимости и	1	2
570	между ними	4	2
571	и именно	1	2
572	если я	1	2
573	достигает своего	1	2
574	в смысле	4	2
575	жизни то	2	2
576	человеческой и	1	2
577	на которую	2	2
578	совершенно другой	1	2
579	могли бы	3	2
580	мир он	1	2
581	не означает	1	2
582	можно принять	1	2
583	через этот	1	2
584	самому себе	1	2
585	можно сделать	1	2
586	что эта	3	2
587	не были	4	2
588	нем же	1	2
589	природу и	1	2
590	когда мы	4	2
591	его был	1	2
592	каждый человек	1	2
593	и каждый	1	2
594	но нет	2	2
595	внутрь себя	1	2
596	слова что	1	2
597	на высоте	1	2
598	этих словах	1	2
599	нигде нет	1	2
600	столь же	8	2
601	любовь в	1	2
602	бы быть	3	2
603	что без	2	2
604	его к	2	2
605	собственной природы	1	2
606	а как	2	2
607	во время	4	2
608	в мысли	3	2
609	ней все	1	2
610	и ее	1	2
611	лишь по	1	2
612	могут понять	1	2
613	повторяется в	1	2
614	а потому	8	2
615	может в	2	2
616	и который	1	2
617	с такой	1	2
618	образа и	6	2
619	и менее	1	2
620	была бы	5	2
621	человек хочет	1	2
622	в сущности	3	2
623	сам по	9	2
624	открывает себя	1	2
625	на лице	1	2
626	находятся в	3	2
627	для сознания	5	2
628	же что	8	2
629	подобно тому	3	2
630	связанная с	3	2
631	и идеал	2	2
632	если не	6	2
633	самом деле	5	2
634	сознание не	1	2
635	от своего	2	2
636	его собственная	1	2
637	их в	3	2
638	в мыслях	1	2
639	ему в	2	2
640	к нам	2	2
641	необходимости в	1	2
642	том смысле	6	2
643	же мало	2	2
644	в душу	1	2
645	которая не	2	2
646	в каком	8	2
647	философии но	1	2
648	который и	1	2
649	бросается в	1	2
650	того самого	1	2
651	существует для	4	2
652	что мы	16	2
653	на той	2	2
654	можно лишь	1	2
655	относится к	6	2
656	быть не	4	2
657	на два	1	2
658	противоречия и	1	2
659	не сам	1	2
660	тогда все	1	2
661	то все	1	2
662	идея не	1	2
663	и об	1	2
664	не потому	2	2
665	целый ряд	2	2
666	только это	1	2
667	другого в	2	2
668	добрый и	1	2
669	связанной с	1	2
670	потому и	1	2
671	переход от	3	2
672	его художественного	1	2
673	в сфере	1	2
674	что я	5	2
675	жизнь как	1	2
676	личности к	1	2
677	нам его	1	2
678	мысли не	5	2
679	этого слова	14	2
680	одного только	1	2
681	не видит	1	2
682	нет то	1	2
683	только потому	8	2
684	его как	3	2
685	и искусства	1	2
686	его мысль	1	2
687	нас не	1	2
688	ли человек	1	2
689	от мира	1	2
690	к соединению	1	2
691	тому чтобы	1	2
692	этом отношении	2	2
693	в основании	2	2
694	о нем	1	2
695	ее в	2	2
696	есть истина	1	2
697	со своим	2	2
698	на самом	4	2
699	смысле этого	9	2
700	есть акт	2	2
701	с их	1	2
702	основана на	1	2
703	не связано	1	2
704	но эта	3	2
705	раз навсегда	1	2
706	свобода с	1	2
707	о жизни	1	2
708	которое было	2	2
709	с человеком	1	2
710	и без	9	2
711	в какой	3	2
712	него но	1	2
713	есть только	9	2
714	к своему	3	2
715	как ее	2	2
716	нисколько не	1	2
717	это было	3	2
718	бы ни	6	2
719	человек находит	1	2
720	души ее	1	2
721	к одному	7	2
722	к равенству	1	2
723	еще до	3	2
724	и других	3	2
725	он ни	1	2
726	он легко	1	2
727	не по	1	2
728	не находит	1	2
729	к тем	4	2
730	нужно было	2	2
731	образа в	4	2
732	другим и	1	2
733	отношений между	2	2
734	этого не	3	2
735	тем самым	11	2
736	можно найти	1	2
737	человека с	2	2
738	прежде чем	2	2
739	почему не	2	2
740	человека из	1	2
741	и о	6	2
742	не иметь	1	2
743	в понимании	1	2
744	которые в	1	2
745	бы он	1	2
746	есть потому	1	2
747	души эти	1	2
748	происходит в	2	2
749	очень трудно	1	2
750	все более	2	2
751	и новые	1	2
752	душевной жизни	10	2
753	и слишком	1	2
754	как для	1	2
755	себе а	4	2
756	для многих	1	2
757	в сложном	2	1
758	всех есть	1	1
759	ее образ	2	1
760	люди которые	2	1
761	человек до	1	1
762	нельзя себе	1	1
763	ближнему и	1	1
764	особенность его	1	1
765	тянется к	1	1
766	существует лишь	2	1
767	со всем	1	1
768	только что	12	1
769	творчества в	1	1
770	друга потому	1	1
771	бы даже	1	1
772	степени как	1	1
773	есть знак	1	1
774	стоящим на	1	1
775	заключают в	1	1
776	даже в	3	1
777	внутреннее состояние	1	1
778	что истина	1	1
779	эта идея	1	1
780	к знанию	1	1
781	он видит	1	1
782	явление совершенно	1	1
783	она уже	1	1
784	или нет	1	1
785	примыкает к	4	1
786	тот мир	1	1
787	мысль достигает	1	1
788	к душевному	1	1
789	которое может	1	1
790	с умом	1	1
791	остаются те	1	1
792	другой стороны	4	1
793	что народ	1	1
794	но что	4	1
795	человеческой души	1	1
796	внешней формы	1	1
797	с действительностью	1	1
798	есть дело	2	1
799	связь с	4	1
800	этим объясняется	1	1
801	а напротив	2	1
802	ему но	1	1
803	извне а	1	1
804	вещь и	1	1
805	но все	2	1
806	быть даны	1	1
807	имеет для	8	1
808	умственной жизни	1	1
809	из нее	2	1
810	на такой	1	1
811	каким образом	2	1
812	одно то	1	1
813	быть непосредственно	1	1
814	и будут	1	1
815	и связь	1	1
816	из всего	1	1
817	бы все	1	1
818	вне себя	3	1
819	места и	1	1
820	и другим	2	1
821	душа получает	1	1
822	случае если	2	1
823	образ этот	1	1
824	начинается с	1	1
825	которой она	1	1
826	а именно	1	1
827	стремления к	1	1
828	на эту	1	1
829	в природе	3	1
830	ряду других	3	1
831	по своим	1	1
832	в это	2	1
833	не имели	2	1
834	разных людей	1	1
835	разные стороны	1	1
836	для исследования	1	1
837	понять как	1	1
838	пониманием и	1	1
839	нас всегда	1	1
840	непосредственно примыкает	2	1
841	ничего но	1	1
842	человека ибо	1	1
843	перестает быть	5	1
844	и того	2	1
845	что сознание	4	1
846	тем в	1	1
847	все и	1	1
848	нужно знать	1	1
849	это с	1	1
850	перенести в	1	1
851	этой веры	1	1
852	что этот	2	1
853	смотрели на	1	1
854	в вопросе	1	1
855	знал что	1	1
856	с немцем	1	1
857	существование и	1	1
858	раз и	1	1
859	предположении что	1	1
860	мире для	1	1
861	человек если	1	1
862	на таких	1	1
863	так для	1	1
864	не чувствует	1	1
865	говорим что	1	1
866	хотя с	1	1
867	этом мы	1	1
868	мир его	1	1
869	но даже	3	1
870	одной стороны	4	1
871	всю мою	1	1
872	но эти	1	1
873	из жизни	1	1
874	была только	1	1
875	за жизнь	1	1
876	изображение отношений	1	1
877	имея в	1	1
878	не сама	1	1
879	к своей	2	1
880	и трудно	1	1
881	если так	1	1
882	хорошо понимал	1	1
883	об отношении	5	1
884	оно было	1	1
885	быть названо	2	1
886	говорить о	6	1
887	и при	5	1
888	в строгом	1	1
889	есть ни	4	1
890	а между	6	1
891	есть очень	1	1
892	для ума	1	1
893	принадлежит не	1	1
894	уже и	1	1
895	уже есть	2	1
896	и потом	1	1
897	своего осуществления	1	1
898	было сказано	2	1
899	на ней	1	1
900	на самое	1	1
901	к ним	3	1
902	как на	6	1
903	вообще и	2	1
904	на наших	1	1
905	уже более	2	1
906	во всякой	1	1
907	своего народа	2	1
908	в голове	1	1
909	по которой	1	1
910	с большим	1	1
911	еще ничего	1	1
912	явление не	1	1
913	такая же	2	1
914	во времена	2	1
915	нигде не	1	1
916	то так	2	1
917	связи со	1	1
918	не умеет	1	1
919	для понимания	5	1
920	из самой	1	1
921	по поводу	8	1
922	нужно для	1	1
923	образа к	1	1
924	к ее	1	1
925	не представляется	1	1
926	или лучше	3	1
927	не то	6	1
928	жизни с	1	1
929	начало и	1	1
930	вносит в	2	1
931	скажет я	1	1
932	себе самом	1	1
933	того чем	1	1
934	друга не	1	1
935	в массе	1	1
936	она имеет	1	1
937	придавать ей	1	1
938	лишь тогда	5	1
939	свое состояние	1	1
940	нашего времени	2	1
941	верим в	1	1
942	слияния с	1	1
943	о влиянии	2	1
944	влияние на	3	1
945	не противоречит	1	1
946	она и	1	1
947	произведения и	1	1
948	отнимает у	1	1
949	это будет	1	1
950	не внешний	1	1
951	очень далеко	1	1
952	с одной	8	1
953	притом не	2	1
954	сознание в	1	1
955	мы читаем	1	1
956	его внутреннюю	2	1
957	с точки	3	1
958	что мир	1	1
959	соединению с	1	1
960	тогда и	3	1
961	сильнее чем	1	1
962	то для	2	1
963	всех остальных	1	1
964	как нет	1	1
965	из моментов	1	1
966	прежде не	1	1
967	такого состояния	1	1
968	которого он	1	1
969	чтобы иметь	1	1
970	нашей души	1	1
971	чтобы произвести	1	1
972	в тот	1	1
973	духовная и	1	1
974	бы ответить	1	1
975	человека хотя	1	1
976	своего пути	1	1
977	содержания как	1	1
978	ли можно	1	1
979	в самые	1	1
980	как же	1	1
981	бы только	1	1
982	или не	3	1
983	духа чем	1	1
984	состояние в	1	1
985	века не	2	1
986	уже так	1	1
987	этот народ	1	1
988	сознания не	1	1
989	в образ	1	1
990	же начинает	1	1
991	и чисто	1	1
992	быть только	5	1
993	как его	1	1
994	возможны только	3	1
995	в таком	6	1
996	на тот	1	1
997	между этими	1	1
998	в последних	1	1
999	с одним	3	1
1000	прошла через	1	1
1001	как говорит	1	1
1002	отличие от	2	1
1003	и русские	1	1
1004	земного шара	1	1
1005	всего он	1	1
1006	же новое	1	1
1007	рядом с	2	1
1008	одном из	4	1
1009	следовательно и	2	1
1010	в ряду	7	1
1011	зрения и	2	1
1012	больше и	1	1
1013	должно было	2	1
1014	представляется нам	2	1
1015	я представляю	2	1
1016	в себя	1	1
1017	человек то	1	1
1018	связанным с	1	1
1019	точек зрения	1	1
1020	из одного	3	1
1021	не нужно	1	1
1022	теперь и	2	1
1023	на себе	3	1
1024	под влиянием	1	1
1025	что как	4	1
1026	в других	3	1
1027	не производит	1	1
1028	ли что	1	1
1029	формы в	3	1
1030	есть положительное	2	1
1031	в греции	1	1
1032	а потом	2	1
1033	под конец	2	1
1034	только от	7	1
1035	не встречает	1	1
1036	с образом	1	1
1037	же образ	1	1
1038	великой цели	1	1
1039	есть огромное	1	1
1040	если оно	1	1
1041	есть к	3	1
1042	себе это	2	1
1043	а следовательно	1	1
1044	души до	1	1
1045	перехода от	3	1
1046	внесена в	1	1
1047	друг с	1	1
1048	был уже	1	1
1049	отразилось в	1	1
1050	мы уже	5	1
1051	значение и	1	1
1052	все остальные	3	1
1053	о необходимости	2	1
1054	не дает	2	1
1055	и речи	1	1
1056	близко к	1	1
1057	к образу	1	1
1058	если и	2	1
1059	к любви	1	1
1060	человек остался	1	1
1061	кажется что	3	1
1062	другом и	1	1
1063	и этой	1	1
1064	одним словом	3	1
1065	в системе	2	1
1066	из мира	1	1
1067	если же	1	1
1068	от одного	5	1
1069	хотя в	3	1
1070	не могла	2	1
1071	не извне	1	1
1072	уважения к	1	1
1073	сознания есть	1	1
1074	в нас	2	1
1075	бы уже	1	1
1076	но так	3	1
1077	миру и	1	1
1078	в нее	5	1
1079	мира что	1	1
1080	другая сторона	1	1
1081	эту гармонию	1	1
1082	могла бы	2	1
1083	не дало	1	1
1084	пути которыми	1	1
1085	того кто	2	1
1086	другому в	1	1
1087	я в	1	1
1088	т п	7	1
1089	с людьми	1	1
1090	это потому	2	1
1091	природы и	2	1
1092	своей стороны	1	1
1093	показать что	1	1
1094	что для	5	1
1095	главным образом	1	1
1096	образ но	1	1
1097	оно имеет	3	1
1098	но есть	3	1
1099	эту силу	1	1
1100	и др	1	1
1101	он сказал	1	1
1102	когда они	1	1
1103	быть результатом	1	1
1104	есть вместе	3	1
1105	сам в	1	1
1106	было дано	1	1
1107	сознание необходимости	2	1
1108	них не	4	1
1109	что может	1	1
1110	слова от	3	1
1111	национальная и	1	1
1112	и почему	2	1
1113	лучше сказать	3	1
1114	с чем	3	1
1115	роль играет	1	1
1116	человека этой	1	1
1117	нам все	1	1
1118	не вижу	1	1
1119	в силу	7	1
1120	для немногих	1	1
1121	свет не	1	1
1122	которым это	1	1
1123	чувств и	1	1
1124	сказать о	2	1
1125	на мир	2	1
1126	отдельные мысли	1	1
1127	показывает что	2	1
1128	мысли для	1	1
1129	самая главная	1	1
1130	кто знает	1	1
1131	независимо от	10	1
1132	от ее	2	1
1133	человечества не	1	1
1134	и чем	3	1
1135	иначе не	1	1
1136	имеет свою	2	1
1137	другое его	2	1
1138	не одна	1	1
1139	я сам	1	1
1140	в пространстве	1	1
1141	искусства в	1	1
1142	что до	3	1
1143	пришел к	1	1
1144	к более	1	1
1145	только их	1	1
1146	почему он	2	1
1147	своего рода	1	1
1148	как теперь	2	1
1149	относится ко	1	1
1150	в содержании	1	1
1151	в тени	2	1
1152	в столь	1	1
1153	за ним	4	1
1154	и навсегда	1	1
1155	то преимущественно	1	1
1156	как с	1	1
1157	от самой	1	1
1158	его уже	1	1
1159	именно от	1	1
1160	есть новое	1	1
1161	можно видеть	6	1
1162	цели то	1	1
1163	себе представить	4	1
1164	также что	1	1
1165	к одной	4	1
1166	своего собственного	1	1
1167	будто в	1	1
1168	отличное от	4	1
1169	соответствие с	1	1
1170	с миром	1	1
1171	сложное и	2	1
1172	есть для	7	1
1173	мысль не	3	1
1174	переносится в	1	1
1175	говорит и	1	1
1176	мы чувствуем	1	1
1177	от нас	4	1
1178	и различие	1	1
1179	и из	2	1
1180	нужно сказать	1	1
1181	никак не	3	1
1182	в другой	3	1
1183	этот не	1	1
1184	ответ на	3	1
1185	о пределах	1	1
1186	конец у	1	1
1187	все свое	1	1
1188	же прежде	1	1
1189	когда его	1	1
1190	к разложению	1	1
1191	показать на	1	1
1192	не признает	1	1
1193	но нужно	1	1
1194	не на	1	1
1195	в душевной	1	1
1196	такого же	1	1
1197	сказать с	1	1
1198	все то	3	1
1199	не более	1	1
1200	у меня	2	1
1201	то на	1	1
1202	имел бы	1	1
1203	сознания до	1	1
1204	строгом смысле	2	1
1205	имеет значение	6	1
1206	все существует	1	1
1207	мы говорим	2	1
1208	заключается в	2	1
1209	полное равенство	1	1
1210	нему как	2	1
1211	споры о	1	1
1212	сознании в	1	1
1213	обращается к	2	1
1214	только случай	1	1
1215	трудом и	1	1
1216	у гоголя	1	1
1217	только одной	1	1
1218	можно назвать	2	1
1219	к которым	2	1
1220	отдельного человека	1	1
1221	творчества мы	1	1
1222	существует и	1	1
1223	с ними	6	1
1224	минуту своего	1	1
1225	многих других	2	1
1226	это чувство	1	1
1227	для мысли	5	1
1228	состоит чтобы	1	1
1229	а образ	2	1
1230	в слове	41	1
1231	по целым	1	1
1232	не приводит	1	1
1233	труднее чем	1	1
1234	влияния на	2	1
1235	и т	12	1
1236	от многих	1	1
1237	зависимости от	1	1
1238	а под	1	1
1239	которого не	2	1
1240	знает что	1	1
1241	всей своей	1	1
1242	суждений о	1	1
1243	человек со	1	1
1244	ничего общего	2	1
1245	что вообще	3	1
1246	в словах	3	1
1247	которую не	1	1
1248	таких слов	1	1
1249	совершенно как	1	1
1250	одного к	2	1
1251	слова для	4	1
1252	но оно	6	1
1253	о любви	2	1
1254	признать что	2	1
1255	за жизнью	1	1
1256	чем же	1	1
1257	не является	1	1
1258	человек еще	1	1
1259	истории не	1	1
1260	значение не	4	1
1261	он требует	1	1
1262	уже из	1	1
1263	и состоит	2	1
1264	может создать	1	1
1265	можно ожидать	1	1
1266	и кончается	1	1
1267	смерти и	1	1
1268	человек стал	1	1
1269	внутренняя связь	1	1
1270	то и	10	1
1271	человечество стремится	1	1
1272	не должно	1	1
1273	жизни из	1	1
1274	мгновения жизни	1	1
1275	чем они	1	1
1276	явления и	2	1
1277	если для	1	1
1278	вызывает в	2	1
1279	как ум	1	1
1280	а может	2	1
1281	тех пор	5	1
1282	нельзя более	1	1
1283	остается только	2	1
1284	и счастье	1	1
1285	сознании и	4	1
1286	только тогда	13	1
1287	и теперь	6	1
1288	не могло	3	1
1289	не меньше	1	1
1290	в которую	1	1
1291	приводит в	1	1
1292	впрочем и	2	1
1293	человека до	2	1
1294	и наиболее	1	1
1295	и наша	1	1
1296	вслед за	6	1
1297	свет но	1	1
1298	без основания	1	1
1299	идеи в	2	1
1300	необходимости соединения	1	1
1301	что такая	1	1
1302	в совершенно	1	1
1303	же время	8	1
1304	он есть	1	1
1305	тогда как	8	1
1306	страдания в	1	1
1307	себя от	2	1
1308	и наоборот	5	1
1309	еще слишком	1	1
1310	другому и	2	1
1311	дает человеку	1	1
