N	2gram	Tiupa_Teor	Dialekti
393	едва ли	1	5
394	души и	1	5
395	в качестве	33	5
396	тому же	1	5
397	свободы и	1	5
398	что его	1	5
399	тот кто	2	5
400	личности с	1	5
401	– всегда	2	5
402	действительности и	1	5
403	оно и	1	5
404	жизнь личности	2	5
405	чаще всего	1	5
406	независимо от	1	5
407	в него	1	5
408	одного и	4	5
409	– тоже	1	5
410	если в	2	5
411	то я	1	5
412	из того	1	5
413	которая не	1	5
414	это может	2	5
415	не является	5	5
416	во мне	2	5
417	только мы	1	5
418	отношении к	4	5
419	реальность и	1	5
420	во времени	4	5
421	обе стороны	1	5
422	как смысл	1	5
423	зависит от	1	5
424	что одна	1	5
425	он и	2	5
426	без этого	1	5
427	ведь это	1	5
428	становления и	1	5
429	виду что	1	5
430	с той	1	5
431	весь мир	1	5
432	из этого	1	5
433	раз и	1	5
434	и другого	1	5
435	в области	7	5
436	только к	1	5
437	говоря о	3	5
438	просто как	1	5
439	и объект	1	5
440	объекта и	3	4
441	можно говорить	1	4
442	и мира	2	4
443	живое существо	1	4
444	и само	1	4
445	жизнь в	1	4
446	из нее	1	4
447	из всего	1	4
448	в собственном	1	4
449	свою собственную	1	4
450	всегда так	1	4
451	– у	1	4
452	к ним	1	4
453	что даже	1	4
454	о ней	3	4
455	представить себе	1	4
456	бы то	2	4
457	личности а	1	4
458	– на	4	4
459	время и	1	4
460	в состоянии	1	4
461	по типу	1	4
462	у него	2	4
463	чем собственно	1	4
464	к чему	2	4
465	на себя	2	4
466	– так	1	4
467	из мифа	1	4
468	делает ее	1	4
469	точек зрения	1	4
470	в каждом	1	4
471	о себе	2	4
472	личность в	1	4
473	если не	1	4
474	или же	1	4
475	и является	2	4
476	не по	1	4
477	быть без	1	4
478	и здесь	2	4
479	есть для	1	4
480	это уже	1	4
481	сама жизнь	1	4
482	со всеми	1	4
483	границы и	1	4
484	можно назвать	1	4
485	в словах	1	4
486	своей собственной	1	4
487	но именно	1	4
488	с нею	1	4
489	стороны не	1	4
490	друг друга	1	4
491	когда они	1	4
492	тоже не	1	4
493	данном случае	5	4
494	личности как	2	4
495	себя самого	1	4
496	кто его	1	4
497	не содержит	1	4
498	сознания но	1	4
499	говорят о	1	4
500	субъект и	2	4
501	однако это	1	4
502	к жизни	2	4
503	на них	1	4
504	только лишь	2	4
505	как ни	1	4
506	эти последние	1	4
507	что касается	1	4
508	образа в	1	4
509	и эстетической	2	4
510	человека и	2	4
511	же самое	1	4
512	говорил о	1	4
513	– от	1	4
514	но эта	1	4
515	же в	1	4
516	реальности но	1	4
517	говорить об	1	4
518	себе а	1	4
519	для всех	2	3
520	тех кто	1	3
521	не бывает	1	3
522	в первом	2	3
523	от одного	1	3
524	о мире	1	3
525	на мир	2	3
526	в новую	1	3
527	личность –	2	3
528	к самому	1	3
529	ни было	2	3
530	я никогда	1	3
531	искусство и	1	3
532	в первую	1	3
533	не могли	2	3
534	нет –	1	3
535	о чем-то	1	3
536	которой не	1	3
537	из жизни	1	3
538	сознания в	2	3
539	просто о	1	3
540	и внешнее	1	3
541	говорит что	2	3
542	от своего	2	3
543	в чистом	1	3
544	каждая вещь	1	3
545	я с	5	3
546	это какое-то	1	3
547	на сцене	1	3
548	на вещи	1	3
549	во всей	3	3
550	исходит из	1	3
551	момент в	1	3
552	себе самом	1	3
553	специально для	1	3
554	мира где	1	3
555	имеем дело	2	3
556	с другими	6	3
557	не от	2	3
558	стремится к	1	3
559	то она	1	3
560	есть жизнь	1	3
561	на земле	1	3
562	жизни –	2	3
563	зрения и	2	3
564	– с	8	3
565	куда же	1	3
566	это тоже	2	3
567	или его	1	3
568	здесь как	1	3
569	быть так	1	3
570	а с	3	3
571	данный момент	2	3
572	не дает	1	3
573	совсем не	1	3
574	между тем	5	3
575	не так	1	3
576	с наукой	1	3
577	не более	1	3
578	когда я	1	3
579	зрения в	1	3
580	я сейчас	1	3
581	я в	18	3
582	культуры и	1	3
583	с чем	2	3
584	всю жизнь	1	3
585	в данный	2	3
586	или иного	6	3
587	мире и	2	3
588	образом и	2	3
589	своего собственного	1	3
590	для себя	3	3
591	на почве	5	3
592	стороны в	1	3
593	мы в	2	3
594	и делает	1	3
595	особого рода	7	3
596	чувства и	1	3
597	мы понимаем	1	3
598	однако что	1	3
599	и будет	1	3
600	в слове	4	3
601	от его	1	3
602	к другому	2	3
603	все они	1	3
604	как один	1	3
605	бы не	1	3
606	тех же	1	3
607	еще на	1	3
608	в отдельности	1	3
609	о разных	1	3
610	с которой	1	3
611	или иных	3	3
612	о своем	2	3
613	вслед за	3	3
614	целый ряд	1	3
615	но без	1	3
616	видим в	2	3
617	тем же	2	3
618	по преимуществу	5	3
619	одной из	2	3
620	в сознании	1	3
621	здесь не	2	3
622	– еще	2	3
623	тот же	1	3
624	в свое	1	3
625	но на	2	3
626	ее на	1	3
627	аллегории и	1	3
628	хома брут	1	3
629	такое же	1	3
630	как у	1	3
631	для нас	1	3
632	место в	7	3
633	именно так	1	3
634	истории не	1	3
635	быть настоящим	1	3
636	указывает на	1	3
637	в какой	2	3
638	является не	1	3
639	при таком	1	3
640	так в	4	3
641	к своему	2	3
642	по его	1	3
643	когда же	1	3
644	ибо и	1	3
645	должен быть	2	3
646	ничего нельзя	1	3
647	отличие от	7	3
648	или иную	2	3
649	ту или	2	3
650	но всегда	1	3
651	просто не	1	3
652	в свою	4	3
653	в искусстве	9	3
654	нового времени	3	3
655	далеко не	4	3
656	из видов	1	3
657	идет о	2	3
658	человеческого сознания	1	3
659	лишь в	10	3
660	что можно	3	3
661	нас самих	2	3
662	именно это	1	3
663	или точнее	1	3
664	происходит в	1	3
665	возможна только	1	3
666	случае в	1	2
667	человеческой жизни	3	2
668	– быть	2	2
669	здесь именно	1	2
670	– слово	1	2
671	которая в	2	2
672	строго говоря	2	2
673	те же	1	2
674	мира а	1	2
675	смысл не	1	2
676	имеем не	1	2
677	не предполагает	5	2
678	и сам	4	2
679	на свою	2	2
680	мысль о	1	2
681	его смысл	1	2
682	пусть это	1	2
683	том или	1	2
684	меня в	1	2
685	имеет место	3	2
686	в порядке	3	2
687	образ его	1	2
688	роль в	3	2
689	как более	1	2
690	поскольку он	1	2
691	и слово	1	2
692	все их	1	2
693	всем его	1	2
694	первый взгляд	1	2
695	сам же	2	2
696	условии что	1	2
697	при всей	2	2
698	ее к	1	2
699	жизнь для	1	2
700	она же	1	2
701	жизни он	1	2
702	этим законам	1	2
703	своей природе	3	2
704	чему не	1	2
705	с моей	1	2
706	всего что	1	2
707	свою личность	1	2
708	искусства и	3	2
709	понимаем что	1	2
710	одной общей	1	2
711	во многих	1	2
712	времени в	2	2
713	в условиях	1	2
714	– лишь	1	2
715	не об	1	2
716	в различных	1	2
717	а между	1	2
718	не вполне	2	2
719	является как	1	2
720	свою очередь	3	2
721	в глаза	2	2
722	и формы	1	2
723	на одну	1	2
724	поэзии –	1	2
725	не становится	1	2
726	я –	3	2
727	еще нет	1	2
728	духа и	1	2
729	новое время	1	2
730	в нашем	4	2
731	к которому	3	2
732	с этими	1	2
733	объект и	1	2
734	нечто в	1	2
735	в груди	1	2
736	для понимания	2	2
737	она может	1	2
738	на котором	2	2
739	понятие о	3	2
740	в системе	2	2
741	которая характерна	1	2
742	начало и	1	2
743	своего развития	1	2
744	или иным	4	2
745	мира как	1	2
746	ближе к	1	2
747	себя самой	1	2
748	нами не	1	2
749	как такового	1	2
750	он от	1	2
751	другого –	1	2
752	не мыслится	1	2
753	ее можно	1	2
754	на стадии	1	2
755	все прочие	3	2
756	вокруг себя	1	2
757	в полной	1	2
758	человеческая жизнь	1	2
759	от кого	1	2
760	которое в	1	2
761	не остается	1	2
762	воздействие на	1	2
763	между ними	6	2
764	человек в	1	2
765	и вещи	1	2
766	сознания как	1	2
767	объективно и	1	2
768	которые будут	1	2
769	больше и	1	2
770	его жизни	1	2
771	жизнь –	2	2
772	в сторону	3	2
773	это ведет	1	2
774	как ряд	1	2
775	а для	2	2
776	и мир	1	2
777	на которую	1	2
778	проявляет себя	1	2
779	человек как	1	2
780	лишь ее	1	2
781	в лучшем	1	2
782	такого что	1	2
783	не могла	1	2
784	а во-вторых	1	2
785	перед лицом	2	2
786	ему быть	1	2
787	с ней	1	2
788	да да	1	2
789	он переживает	1	2
790	но вы	1	2
791	тот или	3	2
792	однако в	7	2
793	– при	2	2
794	в систему	1	2
795	и др	3	2
796	его личности	1	2
797	силу своей	4	2
798	не ее	1	2
799	перед нею	1	2
800	его можно	1	2
801	– уже	2	2
802	себе этот	1	2
803	для личности	1	2
804	на деле	2	2
805	во втором	3	2
806	произведение и	1	2
807	этот закон	1	2
808	то есть	22	2
809	также что	1	2
810	жизни а	2	2
811	исторического бытия	1	2
812	образа и	1	2
813	не всякий	1	2
814	природе и	1	2
815	и души	1	2
816	не требует	1	2
817	в другой	1	2
818	первых двух	1	2
819	в область	1	2
820	разного рода	1	2
821	то с	1	2
822	или к	1	2
823	за это	1	2
824	все то	1	2
825	сознание не	1	2
826	вещей в	1	2
827	имеет значение	1	2
828	в наших	1	2
829	в малом	1	2
830	из тех	2	2
831	к его	3	2
832	жизни в	2	2
833	существует не	1	2
834	восприятия но	1	2
835	характерна для	1	2
836	– один	1	2
837	на их	1	2
838	всей своей	2	2
839	своей жизни	2	2
840	определенный смысл	1	2
841	он мог	1	2
842	не сами	2	2
843	вечных мук	1	2
844	ясность и	1	2
845	и состоит	2	2
846	и заключается	1	2
847	совпадает с	4	2
848	связана с	1	2
849	значений и	1	2
850	наконец в	1	2
851	не должно	1	2
852	могла бы	2	2
853	и поэтому	1	2
854	слова и	1	2
855	общение с	1	2
856	ее смысл	1	2
857	и теперь	1	2
858	и вся	1	2
859	вы говорите	1	2
860	и ему	1	2
861	а о	1	2
862	теми которые	1	2
863	и до	1	2
864	друг от	1	2
865	незаметно для	1	2
866	в природу	1	2
867	было и	1	2
868	нет в	1	2
869	имеем в	3	2
870	неотделима от	1	2
871	художественное произведение	3	2
872	ее не	1	2
873	но от	2	2
874	корнями в	2	2
875	может оказаться	2	2
876	только при	1	2
877	субъектом и	1	2
878	в аспекте	2	2
879	по нем	1	2
880	который от	1	2
881	по этой	1	2
882	– например	1	2
883	жизни не	1	2
884	этого термина	1	2
885	жизни но	2	2
886	бывает в	1	2
887	как к	5	2
888	не во	1	2
889	делает их	1	2
890	не для	1	2
891	первый момент	1	2
892	в широком	1	2
893	оно живет	1	2
894	слово в	1	2
895	быть или	1	2
896	не сводима	1	2
897	раз в	1	2
898	от своих	1	2
899	с которым	1	2
900	осуществляется в	1	2
901	ко второму	1	2
902	от друга	1	2
903	на нее	1	2
904	дело в	2	2
905	это еще	1	2
906	в бытии	1	2
907	это возможно	1	2
908	бы быть	1	2
909	с логической	1	2
910	заметил что	1	2
911	в такой	1	2
912	– можно	1	2
913	на его	1	2
914	в каждой	1	2
915	за его	1	2
916	времени то	1	2
917	ему не	1	2
918	свобода и	1	2
919	этих двух	2	2
920	каждом из	1	2
921	чистом виде	1	2
922	как особого	1	2
923	отношение как	1	2
924	говорим о	1	2
925	в акте	3	2
926	на всех	1	2
927	оно мыслится	1	2
928	есть как	2	2
929	лучшем случае	1	2
930	на меня	3	2
931	но дело	1	2
932	и живые	1	2
933	у нее	1	2
934	всей его	2	2
935	себе –	1	2
936	на это	1	2
937	вещи или	1	2
938	есть такое	1	2
939	одного из	1	2
940	для такого	2	2
941	которые в	1	2
942	в пространстве	2	2
943	в узком	3	2
944	о своих	1	2
945	говорит не	1	2
946	однако все	2	2
947	природой и	1	2
948	в целом	4	2
949	жизни личности	1	2
950	мира в	3	2
951	принципиально новой	1	1
952	это на	1	1
953	что говорится	1	1
954	до которого	1	1
955	и другие	2	1
956	точнее –	1	1
957	это тот	1	1
958	между двумя	3	1
959	имея в	1	1
960	бы несколько	1	1
961	три слоя	1	1
962	было возможно	1	1
963	и смыслов	1	1
964	отношение оно	1	1
965	исходя из	1	1
966	в такое	1	1
967	сейчас только	1	1
968	случае мы	1	1
969	без исключения	4	1
970	с вещами	1	1
971	его за	1	1
972	бытия я	1	1
973	она лишь	1	1
974	как способ	2	1
975	и лучше	1	1
976	для восприятия	1	1
977	но собственно	1	1
978	одному из	1	1
979	представлений о	1	1
980	своему собственному	1	1
981	до последнего	1	1
982	отдельно от	1	1
983	не сможет	1	1
984	мыслится как	5	1
985	этих понятий	1	1
986	как субъекта	1	1
987	чтобы в	1	1
988	себя –	1	1
989	а напротив	2	1
990	стоит в	1	1
991	вступить в	1	1
992	на свой	1	1
993	предметов в	1	1
994	и соответствующих	1	1
995	таково в	1	1
996	как об	1	1
997	все моменты	1	1
998	за ним	1	1
999	видимая и	1	1
1000	этого в	1	1
1001	своей роли	2	1
1002	ведет к	2	1
1003	она по	1	1
1004	конечном счете	6	1
1005	но самое	1	1
1006	между прочим	1	1
1007	и другим	1	1
1008	другого я	2	1
1009	литературе как	1	1
1010	и должен	1	1
1011	новая форма	1	1
1012	психики но	1	1
1013	начинается с	1	1
1014	нам уже	1	1
1015	для религиозного	1	1
1016	одновременно и	1	1
1017	дома и	2	1
1018	других а	1	1
1019	предмета и	1	1
1020	или ином	1	1
1021	смыслу или	1	1
1022	которое должно	1	1
1023	бесконечно и	1	1
1024	себя не	1	1
1025	этих случаях	1	1
1026	весьма существенным	1	1
1027	казалось бы	2	1
1028	после его	1	1
1029	большей части	2	1
1030	нам не	1	1
1031	человек –	1	1
1032	во внешнем	2	1
1033	для автора	2	1
1034	и предполагает	1	1
1035	лица по	1	1
1036	в центр	1	1
1037	из других	1	1
1038	не прямо	1	1
1039	порядок в	3	1
1040	и такие	1	1
1041	когда на	1	1
1042	уже до	1	1
1043	можно констатировать	1	1
1044	жизненного опыта	1	1
1045	– а	1	1
1046	здесь –	2	1
1047	совершенно особое	1	1
1048	для настоящей	1	1
1049	когда у	1	1
1050	в лесу	1	1
1051	входит в	4	1
1052	имеет в	2	1
1053	души поэта	1	1
1054	именно эта	1	1
1055	сложности и	2	1
1056	платона и	1	1
1057	внутри себя	1	1
1058	вмещает в	1	1
1059	с нашим	1	1
1060	вяч иванова	1	1
1061	системе –	1	1
1062	символы не	1	1
1063	относится не	1	1
1064	нашем случае	2	1
1065	не мне	1	1
1066	есть внутреннее	1	1
1067	путь –	1	1
1068	из своего	1	1
1069	жизни по	1	1
1070	втором случае	1	1
1071	и идет	1	1
1072	вещами и	2	1
1073	образом что	1	1
1074	своем значении	1	1
1075	для своей	1	1
1076	судьба или	1	1
1077	перед ним	2	1
1078	смысле –	1	1
1079	выполняет свое	1	1
1080	отчет в	1	1
1081	и себя	1	1
1082	в прошлом	1	1
1083	человека –	1	1
1084	именно такого	1	1
1085	рассчитана на	1	1
1086	у себя	1	1
1087	с самим	1	1
1088	отдельности и	1	1
1089	этого опыта	1	1
1090	него не	1	1
1091	само оно	1	1
1092	заданность и	1	1
1093	места для	2	1
1094	за него	1	1
1095	и ада	1	1
1096	входят в	1	1
1097	ее внутренней	1	1
1098	при виде	1	1
1099	те и	1	1
1100	не переставая	1	1
1101	реализуется в	2	1
1102	а со	1	1
1103	в реальной	1	1
1104	речь о	1	1
1105	также является	1	1
1106	принадлежат и	1	1
1107	сомневаться не	1	1
1108	большей степени	1	1
1109	явления –	2	1
1110	– синтез	1	1
1111	по которым	1	1
1112	к внутреннему	2	1
1113	от ее	1	1
1114	этих моментов	1	1
1115	совершенно иными	1	1
1116	в контексте	3	1
1117	заинтересована в	1	1
1118	к общему	1	1
1119	при котором	2	1
1120	человеческая личность	1	1
1121	жить и	2	1
1122	человека к	3	1
1123	чужой психики	1	1
1124	в принципе	7	1
1125	остается в	1	1
1126	после того	1	1
1127	на язык	1	1
1128	иное логическое	1	1
1129	собой в	1	1
1130	искусство в	1	1
1131	и процесс	1	1
1132	они пользуются	1	1
1133	время в	1	1
1134	явлений жизни	1	1
1135	покоя как	1	1
1136	бытия не	1	1
1137	аффектов и	1	1
1138	и иного	1	1
1139	структур с	1	1
1140	для иного	1	1
1141	как того	1	1
1142	обратил внимание	1	1
1143	чем у	1	1
1144	и через	1	1
1145	меньше и	1	1
1146	религии миф	1	1
1147	– независимо	1	1
1148	вечного и	1	1
1149	нигде не	1	1
1150	сколько бы	1	1
1151	по каким	1	1
1152	внешнего мира	2	1
1153	чисто познавательным	1	1
1154	не была	1	1
1155	в конечном	6	1
1156	мир уже	1	1
1157	говорит в	2	1
1158	всех его	1	1
1159	а говорит	1	1
1160	этим и	1	1
1161	узком и	1	1
1162	xviii века	1	1
1163	очевидный пример	1	1
1164	как говорит	3	1
1165	во внутренней	2	1
1166	их никто	1	1
1167	с жизнью	1	1
1168	же оно	1	1
1169	пусть он	1	1
1170	ценность и	1	1
1171	времени что	1	1
1172	мире –	3	1
1173	всем своем	1	1
1174	от одной	1	1
1175	позволило бы	1	1
1176	же точно	1	1
1177	– одного	1	1
1178	где подлинная	1	1
1179	центра –	1	1
1180	делает его	2	1
1181	последней главе	1	1
1182	подобных случаях	2	1
1183	какой-то иной	1	1
1184	вопрос что	2	1
1185	деятельности и	1	1
1186	что хотя	1	1
1187	ею как	1	1
1188	реальность не	1	1
1189	под именем	1	1
1190	могли бы	2	1
1191	– совпадение	1	1
1192	опираясь на	1	1
1193	еще одним	1	1
1194	не сводится	9	1
1195	и одной	2	1
1196	мире он	1	1
1197	ли не	1	1
1198	при чтении	2	1
1199	или преступления	1	1
1200	театральной сцене	1	1
1201	очень часто	1	1
1202	реальность а	1	1
1203	другом и	1	1
1204	определенным образом	2	1
1205	ему на	1	1
1206	ту же	1	1
1207	к искусству	1	1
1208	как человек	1	1
1209	быть осуществлено	1	1
1210	говорится и	1	1
1211	– такая	1	1
1212	человека как	1	1
1213	вы как	1	1
1214	и весьма	2	1
1215	но говорят	1	1
1216	кажется что	1	1
1217	в развитии	1	1
1218	в образы	1	1
1219	бы они	1	1
1220	однако эта	2	1
1221	существенное для	1	1
1222	полноты и	1	1
1223	– внутреннего	1	1
1224	глазом и	1	1
1225	с личностью	1	1
1226	субъект мыслится	1	1
1227	тем и	1	1
1228	того же	4	1
1229	в историческом	1	1
1230	– знак	1	1
1231	европейского искусства	1	1
1232	в новое	1	1
1233	в самой	2	1
1234	на свое	1	1
1235	реального исторического	1	1
1236	личность с	1	1
1237	личного бытия	1	1
1238	превратилась в	1	1
1239	внешнего –	1	1
1240	не входят	1	1
1241	но наоборот	1	1
1242	искусства но	4	1
1243	но прежде	1	1
1244	всех сторон	1	1
1245	познавательного логического	1	1
1246	это ни	1	1
1247	теми же	1	1
1248	чтобы оно	1	1
1249	форма может	1	1
1250	собственного сознания	1	1
1251	как система	2	1
1252	я люблю	1	1
1253	основе всех	1	1
1254	случае это	2	1
1255	чем и	2	1
1256	объекта не	1	1
1257	в культуре	3	1
1258	целостность в	1	1
1259	чем выше	1	1
1260	поскольку не	2	1
1261	искусства только	1	1
1262	к такому	1	1
1263	и меньше	1	1
1264	другой –	1	1
1265	первую очередь	1	1
1266	однако и	1	1
1267	в состав	6	1
1268	канта не	1	1
1269	и конечно	1	1
1270	целью и	1	1
1271	такова же	1	1
1272	и свою	1	1
1273	но обязательно	1	1
1274	или сил	1	1
1275	вещей но	1	1
1276	в случаях	1	1
1277	и картины	1	1
1278	понимание а	1	1
1279	и который	2	1
1280	ним и	1	1
1281	на первом	1	1
1282	чисто познавательного	1	1
1283	– их	1	1
1284	иначе –	1	1
1285	и дает	1	1
1286	уходит своими	1	1
1287	говорит и	3	1
1288	творчества творчество	1	1
1289	жизни которая	1	1
1290	ибо без	1	1
1291	самой жизни	1	1
1292	смыслу и	1	1
1293	мифологическое сознание	1	1
1294	схемы и	1	1
1295	не признает	2	1
1296	это была	1	1
1297	но чтобы	2	1
1298	и вполне	1	1
1299	том и	1	1
1300	эстетическое восприятие	1	1
1301	в плоскости	1	1
1302	менее чем	2	1
1303	существа в	2	1
1304	раз оказывается	1	1
1305	искусства к	1	1
1306	здесь мы	2	1
1307	до этого	1	1
