N	2gram	Trubetskoy	FransuaR
143	в дальнейшем	4	19
144	с другой	6	19
145	хотя и	4	19
146	в ту	2	19
147	далеко не	5	19
148	мы находим	1	18
149	это и	1	18
150	здесь не	1	18
151	одна из	2	18
152	на этом	2	18
153	перед нами	1	18
154	в большей	1	17
155	для того	8	17
156	конечно не	3	17
157	в результате	9	17
158	можно было	1	17
159	на его	1	17
160	числе и	1	17
161	такой же	2	17
162	еще более	1	17
163	но все	5	17
164	и вот	1	17
165	того что	7	17
166	а не	1	17
167	в другом	2	16
168	с одной	3	16
169	между ними	2	16
170	между тем	12	16
171	тот же	3	16
172	в начале	3	16
173	ничего не	1	16
174	они не	2	16
175	дело в	1	16
176	не подлежит	3	16
177	мысли и	1	15
178	а затем	2	15
179	в которой	5	15
180	не были	1	15
181	говорили что	1	15
182	никто не	2	15
183	из этих	8	15
184	от всех	1	15
185	и вообще	3	15
186	одно из	3	15
187	почти все	2	15
188	как на	6	15
189	в нашем	3	15
190	не мог	1	15
191	пор еще	1	15
192	в истории	3	15
193	в самой	2	15
194	в котором	2	14
195	образом в	3	14
196	и по	3	14
197	мы не	1	14
198	на них	1	14
199	все что	10	14
200	в данном	3	14
201	несмотря на	6	14
202	в более	1	14
203	по существу	7	14
204	и сам	2	13
205	с этим	12	13
206	и еще	1	13
207	что все	5	13
208	его к	1	13
209	на все	5	13
210	мира в	1	13
211	в жизни	3	13
212	на этой	3	13
213	одной стороны	2	13
214	не знает	2	13
215	отличие от	3	13
216	в мире	6	13
217	в других	1	13
218	бы в	3	13
219	они и	1	13
220	только на	1	13
221	этот процесс	2	13
222	и эта	1	13
223	так в	1	13
224	это было	1	13
225	жизнь и	3	13
226	другой стороны	5	12
227	во всей	2	12
228	те же	2	12
229	главным образом	1	12
230	и ее	2	12
231	та же	4	12
232	жизни в	1	12
233	начиная с	1	12
234	у нас	3	12
235	другом месте	1	12
236	уже сказали	1	12
237	из всех	5	12
238	только для	1	12
239	но этот	1	12
240	по своей	7	12
241	не могут	4	12
242	он в	1	12
243	все то	2	12
244	лишь в	5	12
245	но именно	1	12
246	благодаря этому	1	12
247	зрения на	1	11
248	из самых	1	11
249	на эту	1	11
250	уже не	1	11
251	что они	2	11
252	и что	9	11
253	в общем	6	11
254	того как	1	11
255	в течение	4	11
256	из этого	7	11
257	и т.д	4	11
258	культуры в	10	11
259	время в	1	11
260	и особенно	2	11
261	и так	2	11
262	с ними	2	11
263	и более	2	11
264	между собою	5	11
265	другими словами	2	11
266	в узком	1	11
267	целый ряд	4	10
268	по отношению	11	10
269	на котором	1	10
270	все его	2	10
271	на земле	3	10
272	все остальные	1	10
273	что для	4	10
274	да и	1	10
275	данном случае	3	10
276	или иной	1	10
277	конце концов	4	10
278	для всех	1	10
279	к тому	8	10
280	даже и	1	10
281	к которому	1	10
282	ту же	2	10
283	образом и	2	10
284	в процессе	2	10
285	в целом	5	10
286	в свет	2	9
287	в разных	3	9
288	некоторые из	1	9
289	характер в	1	9
290	для этой	2	9
291	в тех	3	9
292	но на	2	9
293	в которых	2	9
294	о котором	7	9
295	как к	5	9
296	и со	1	9
297	что на	2	9
298	вся эта	1	9
299	вполне понятно	1	9
300	отношения к	1	9
301	к жизни	1	9
302	но как	2	9
303	мы можем	6	9
304	как известно	3	9
305	это была	1	9
306	правда не	1	9
307	не имеет	2	9
308	видим что	1	9
309	между людьми	2	9
310	том же	4	9
311	на время	1	9
312	и то	4	9
313	для нас	3	9
314	конечно в	2	9
315	отношению к	11	9
316	с этой	3	8
317	более или	8	8
318	не менее	7	8
319	следовательно и	2	8
320	на первый	2	8
321	в этот	1	8
322	людей и	1	8
323	и те	2	8
324	или менее	8	8
325	всего в	1	8
326	от этого	1	8
327	своей части	1	8
328	оно было	1	8
329	и при	6	8
330	с тем	4	8
331	то время	2	8
332	в совершенно	3	8
333	сам он	1	8
334	на одном	2	8
335	особый характер	1	8
336	для этого	7	8
337	мы сказали	4	8
338	от него	3	8
339	перестает быть	1	8
340	видели что	1	8
341	ко всему	2	8
342	тому же	6	8
343	так что	6	8
344	здесь мы	1	8
345	все те	1	8
346	как о	1	8
347	если бы	8	8
348	народа и	1	8
349	но с	2	8
350	и без	5	8
351	с самого	1	8
352	ведь и	1	8
353	в эти	3	8
354	же и	1	7
355	во всяком	2	7
356	себе и	1	7
357	к ним	2	7
358	и там	2	7
359	на него	2	7
360	от них	2	7
361	к этим	1	7
362	подлежит сомнению	3	7
363	что у	2	7
364	на том	2	7
365	мы говорили	8	7
366	в развитии	1	7
367	между всеми	1	7
368	и та	1	7
369	мы будем	3	7
370	в одну	4	7
371	по адресу	1	7
372	нет ничего	1	7
373	нет и	1	7
374	только с	1	7
375	нас не	1	7
376	в виде	4	7
377	по всему	1	7
378	в различных	1	7
379	представление о	3	7
380	в наиболее	1	7
381	что по	3	7
382	настоящее время	3	7
383	своего развития	1	7
384	в состоянии	5	7
385	это конечно	2	7
386	в целях	1	7
387	сомнению что	3	7
388	в таком	4	7
389	а как	1	7
390	никак не	1	7
391	из которых	4	7
392	этой культуры	4	7
393	отчасти и	1	7
394	из области	1	7
395	смертью в	1	7
396	наконец и	1	7
397	и если	6	7
398	в настоящее	3	7
399	точку зрения	2	7
400	как нечто	1	7
401	а на	1	7
402	есть только	2	7
403	к концу	1	7
404	должен быть	2	7
405	в свою	2	7
406	на всю	1	7
407	и часто	1	7
408	по этому	2	7
409	в центре	1	6
410	в один	2	6
411	и перед	1	6
412	хотя бы	4	6
413	уже и	3	6
414	свою очередь	2	6
415	находится в	1	6
416	что она	2	6
417	котором мы	1	6
418	и следовательно	1	6
419	ведь в	1	6
420	и глубоко	1	6
421	возможно что	1	6
422	смысле слова	1	6
423	в корне	1	6
424	к его	1	6
425	на их	1	6
426	еще один	1	6
427	тем же	2	6
428	у них	6	6
429	как у	3	6
430	и пр	1	6
431	в руках	1	6
432	при виде	2	6
433	и эти	1	6
434	половой жизни	1	6
435	начала в	1	6
436	как будто	5	6
437	тех кто	5	6
438	исторического развития	2	6
439	но по	3	6
440	а именно	1	6
441	говорить о	2	6
442	самого начала	1	6
443	во времена	1	6
444	между прочим	2	6
445	ни для	2	6
446	что эта	4	6
447	могут быть	1	6
448	можно только	1	6
449	совершенно не	4	6
450	язык и	1	6
451	тех же	2	6
452	мы знаем	10	6
453	он может	1	6
454	всех тех	2	6
455	этого слова	2	6
456	друг друга	2	6
457	свидетельствует о	1	6
458	ее в	1	6
459	очень много	3	6
460	за то	1	6
461	входит в	1	6
462	от того	3	6
463	со своими	2	6
464	таким же	3	6
465	друг в	1	5
466	и отчасти	1	5
467	всем этим	1	5
468	в риме	1	5
469	и была	1	5
470	жизни он	1	5
471	жизни с	1	5
472	все в	2	5
473	с другими	1	5
474	чем в	3	5
475	а за	1	5
476	из одного	2	5
477	смысл и	1	5
478	из него	2	5
479	не могла	1	5
480	на место	1	5
481	одного и	3	5
482	тогда когда	3	5
483	в другой	1	5
484	вместо того	1	5
485	бы не	1	5
486	ему и	2	5
487	сравнению с	5	5
488	этого явления	2	5
489	по сравнению	5	5
490	из его	1	5
491	которую он	2	5
492	каждый из	3	5
493	связанной с	1	5
494	но мы	1	5
495	не во	1	5
496	различия между	3	5
497	у всех	1	5
498	стремление к	1	5
499	этой новой	1	5
500	тем более	3	5
501	есть не	1	5
502	оказывается что	5	5
503	тем самым	3	5
504	же самое	1	5
505	и самого	1	5
506	сливаются в	1	5
507	на то	9	5
508	которой мы	2	5
509	и конец	4	5
510	находим в	1	5
511	на эти	1	5
512	ко всем	3	5
513	в первом	1	5
514	всех странах	1	5
515	нами выше	1	5
516	но даже	3	5
517	во многих	1	5
518	не вполне	3	5
519	а следовательно	2	5
520	друг с	9	5
521	больше чем	1	5
522	то в	2	5
523	и весь	2	5
524	должно быть	5	5
525	в человеке	1	5
526	ни было	3	5
527	и сама	1	5
528	между этими	2	5
529	же как	3	5
530	он сам	1	5
531	совсем не	1	5
532	всех других	2	5
533	начало и	6	5
534	независимо от	2	5
535	во втором	2	5
536	должна быть	6	5
537	и из	2	5
538	себя и	2	5
539	не является	1	5
540	нем не	1	5
541	если мы	4	5
542	с нею	1	5
543	такие которые	1	5
544	всяком случае	2	5
545	же он	1	5
546	ничем не	5	5
547	сверху вниз	1	5
548	многие из	5	5
549	что мы	4	5
550	жизнью в	1	5
551	к своему	1	5
552	с другом	9	5
553	по его	2	5
554	только то	2	5
555	вступают в	2	5
556	и только	2	5
557	не к	1	5
558	они являются	1	4
559	он считает	2	4
560	силой и	1	4
561	я не	2	4
562	и той	1	4
563	одной и	2	4
564	о них	2	4
565	с такою	1	4
566	которого они	1	4
567	с более	3	4
568	распространяется на	1	4
569	и некоторые	2	4
570	ее от	1	4
571	но для	2	4
572	традиции и	1	4
573	и всю	1	4
574	о которых	7	4
575	в каждом	1	4
576	что во	1	4
577	одно и	1	4
578	этот вопрос	2	4
579	это действительно	1	4
580	что только	3	4
581	бы ни	1	4
582	не случайно	1	4
583	них в	2	4
584	культуры но	2	4
585	если в	1	4
586	и сейчас	4	4
587	есть нечто	1	4
588	человеческого рода	3	4
589	культура в	2	4
590	знаем что	8	4
591	не совсем	1	4
592	но если	2	4
593	именно этот	1	4
594	иногда в	1	4
595	он должен	2	4
596	ее на	1	4
597	этого нельзя	1	4
598	и свои	1	4
599	смешным и	1	4
600	одну из	2	4
601	каждый раз	1	4
602	к ней	1	4
603	общества и	2	4
604	не осталось	1	4
605	меньше чем	2	4
606	мы и	2	4
607	рассказ о	1	4
608	не так	4	4
609	их было	1	4
610	которые по	2	4
611	нами в	1	4
612	в борьбе	1	4
613	на такой	2	4
614	принадлежат к	1	4
615	разобранные нами	1	4
616	всегда в	1	4
617	выйти из	1	4
618	что этот	1	4
619	которой он	1	4
620	часто в	1	4
621	которых мы	4	4
622	связь между	1	4
623	только не	2	4
624	она и	1	4
625	что между	1	4
626	и притом	1	4
627	что за	2	4
628	людьми и	1	4
629	и тем	1	4
630	кажется что	1	4
631	на нем	1	4
632	если же	3	4
633	за ними	3	4
634	не по	1	4
635	этой истории	3	4
636	друг другу	1	4
637	заключается в	3	4
638	всех сторон	1	4
639	образом здесь	2	4
640	в культуре	1	4
641	народа в	15	4
642	них еще	1	4
643	не исчерпывается	1	4
644	о которой	2	4
645	в область	1	4
646	борьбы с	2	4
647	это есть	4	4
648	ряде других	1	4
649	о своей	1	4
650	значительной своей	1	4
651	состоит из	4	4
652	дело идет	1	4
653	можно найти	1	4
654	ни на	1	4
655	делает его	1	4
656	без всякого	1	4
657	заметить что	1	4
658	эти последние	2	4
659	ее не	1	4
660	что я	1	4
661	из этой	2	4
662	образом все	1	4
663	со своим	1	4
664	из своих	1	4
665	на которой	1	4
666	же не	3	4
667	и где	2	4
668	единство и	1	4
669	что эти	2	4
670	этого тела	1	4
671	культуре и	4	4
672	быть и	5	4
673	что касается	6	4
674	говоря о	1	4
675	что такие	2	4
676	здесь во	1	4
677	этому вопросу	1	4
678	с которой	1	3
679	развития и	1	3
680	и люди	1	3
681	говорили в	1	3
682	него в	2	3
683	в общей	2	3
684	на которых	1	3
685	почти ничего	2	3
686	и другим	1	3
687	но когда	1	3
688	он есть	1	3
689	людей с	1	3
690	свой смысл	1	3
691	только благодаря	1	3
692	два момента	1	3
693	больше всего	1	3
694	сохраняют и	1	3
695	мы все	2	3
696	в вопросе	2	3
697	всего человечества	1	3
698	в прошлом	1	3
699	много и	1	3
700	они должны	3	3
701	том чтобы	2	3
702	что именно	1	3
703	тем как	2	3
704	ближе к	3	3
705	бы то	3	3
706	целом в	1	3
707	ссылаться на	1	3
708	после этого	1	3
709	это слово	1	3
710	а с	4	3
711	в самые	1	3
712	остается в	1	3
713	будто бы	1	3
714	тому что	2	3
715	ясно что	8	3
716	время как	1	3
717	их от	1	3
718	не есть	4	3
719	века к	1	3
720	между собой	4	3
721	а для	2	3
722	приобщение к	7	3
723	они вступают	1	3
724	в лучшем	1	3
725	эти слова	1	3
726	и весьма	1	3
727	не будет	5	3
728	проникнуть в	1	3
729	бы к	1	3
730	и убеждения	1	3
731	истории и	1	3
732	похожа на	1	3
733	как человек	1	3
734	мы дадим	1	3
735	миром в	1	3
736	те кто	1	3
737	европейской культуры	8	3
738	имеет место	2	3
739	является одним	1	3
740	и начало	2	3
741	и хотя	1	3
742	приводит к	1	3
743	вследствие этого	3	3
744	так чтобы	2	3
745	этой работы	1	3
746	и наиболее	1	3
747	если их	1	3
748	таким путем	1	3
749	к первому	1	3
750	то ни	4	3
751	эта не	1	3
752	или с	1	3
753	что с	6	3
754	и тут	1	3
755	смысле этого	1	3
756	когда же	1	3
757	культурой и	1	3
758	на нее	2	3
759	со своей	2	3
760	именно эта	1	3
761	этих двух	2	3
762	к одному	1	3
763	и народа	1	3
764	в народе	4	3
765	она не	2	3
766	но при	1	3
767	и может	3	3
768	либо как	2	3
769	понимает в	1	3
770	лишь как	1	3
771	те которые	1	3
772	само собой	1	3
773	основе их	1	3
774	которые не	3	3
775	т.е в	1	3
776	и другими	1	3
777	касается до	8	3
778	из нее	2	3
779	в одно	2	3
780	гораздо больше	3	3
781	еще далеко	1	3
782	то это	1	3
783	этот путь	1	3
784	между двумя	5	3
785	когда она	1	3
786	половая жизнь	1	3
787	между отдельными	2	3
788	всегда и	1	3
789	ней и	1	3
790	такою же	1	3
791	же они	1	3
792	быть в	1	3
793	вопросе о	2	3
794	большей степени	1	3
795	наряду с	1	3
796	в меньшей	1	3
797	но еще	1	3
798	на этих	1	3
799	в тот	1	3
800	борьбе между	1	3
801	ноги и	1	3
802	что его	4	3
803	и того	3	3
804	именно с	1	3
805	что их	3	3
806	в индивидуальном	2	3
807	именно потому	2	3
808	себя на	1	3
809	первый из	1	3
810	в современной	1	3
811	вперед в	1	3
812	они могут	2	3
813	как от	1	3
814	с элементами	1	3
815	в силу	7	3
816	в точке	2	3
817	а потому	5	3
818	за ним	1	3
819	от этой	1	3
820	из того	4	3
821	целом ряде	3	3
822	же самые	1	3
823	собой и	1	3
824	с ней	1	3
825	к их	1	3
826	именно поэтому	1	3
827	со стороны	1	3
828	друг от	6	3
829	всей своей	1	3
830	не похожим	1	3
831	все три	1	3
832	совершенно иной	2	3
833	весьма часто	2	3
834	всюду где	1	3
835	что многие	2	3
836	не потому	2	3
837	ее с	1	3
838	на своем	1	3
839	и всякие	1	3
840	реальной и	1	3
841	не знаем	1	3
842	дальнейшего развития	2	3
843	они вовсе	1	3
844	на тех	1	3
845	что каждый	1	3
846	от друга	6	3
847	этой цели	1	3
848	что тот	1	3
849	права и	1	3
850	указывали на	1	3
851	которую мы	1	3
852	они так	1	3
853	этим он	1	3
854	этому и	1	3
855	сказали что	3	3
856	у народа	8	3
857	с большою	1	3
858	люди с	1	3
859	за каждым	1	3
860	даже при	1	3
861	признать что	4	3
862	которых они	1	3
863	и благодаря	1	3
864	бы он	1	3
865	утверждают что	1	3
866	все более	1	3
867	иное как	1	3
868	и уже	2	3
869	с которыми	2	2
870	к другу	2	2
871	народов в	1	2
872	в зрелом	1	2
873	и самому	1	2
874	можно встретить	2	2
875	некоторой степени	1	2
876	без исключения	1	2
877	эта идея	1	2
878	эта же	1	2
879	сил и	2	2
880	некоторые другие	1	2
881	более широкие	1	2
882	сфере жизни	1	2
883	или ином	1	2
884	на самой	1	2
885	себя свою	1	2
886	широком смысле	2	2
887	не имели	1	2
888	людей которые	1	2
889	трех типов	1	2
890	несколько дальше	1	2
891	культуры не	1	2
892	каждого нового	1	2
893	за исключением	1	2
894	этого последнего	2	2
895	почти исключительно	1	2
896	строго говоря	1	2
897	из себя	10	2
898	должна была	1	2
899	всего можно	1	2
900	культуре в	3	2
901	для своей	1	2
902	можно ли	2	2
903	с весьма	1	2
904	от своей	2	2
905	на новую	1	2
906	культуры все	2	2
907	и культуры	4	2
908	образом как	2	2
909	очень остро	1	2
910	в отдельных	2	2
911	на вопрос	4	2
912	всех своих	1	2
913	сущность его	1	2
914	народ не	3	2
915	но из	1	2
916	продолжали существовать	1	2
917	потому не	1	2
918	вопрос мы	1	2
919	что при	7	2
920	и всякой	1	2
921	как объяснить	1	2
922	в народных	1	2
923	из приведенных	1	2
924	для развития	1	2
925	сходство с	2	2
926	чтобы после	1	2
927	мира от	1	2
928	в сторону	3	2
929	свою силу	1	2
930	свою книгу	1	2
931	случаев в	1	2
932	мы всегда	1	2
933	должны быть	3	2
934	чем больше	4	2
935	совершенно так	4	2
936	сильны и	1	2
937	под видом	1	2
938	для той	1	2
939	все дело	2	2
940	по другим	1	2
941	развития культуры	7	2
942	все остальное	1	2
943	близкий к	1	2
944	оно может	1	2
945	отрешиться от	1	2
946	есть ли	1	2
947	понять что	2	2
948	для самого	2	2
949	к сожалению	1	2
950	друг к	2	2
951	смотреть на	2	2
952	и должны	1	2
953	условий и	1	2
954	с такой	1	2
955	освободиться от	3	2
956	для народа	1	2
957	уже знаем	1	2
958	очень медленно	1	2
959	что большинство	1	2
960	с каждым	1	2
961	том и	2	2
962	их нужно	1	2
963	что оно	3	2
964	всех сил	1	2
965	тем и	1	2
966	его теории	1	2
967	же еще	1	2
968	что одним	1	2
969	ступени развития	5	2
970	различие между	1	2
971	нет в	2	2
972	сейчас же	3	2
973	к той	2	2
974	очень мало	2	2
975	наука в	1	2
976	и народов	2	2
977	с нами	1	2
978	это все	1	2
979	и поэтому	2	2
980	только тогда	2	2
981	что если	3	2
982	только один	2	2
983	зрелом возрасте	1	2
984	кажется нам	1	2
985	на которые	1	2
986	которые уже	2	2
987	самой природе	1	2
988	сложнее и	1	2
989	за пределами	1	2
990	подобные им	1	2
991	двух культур	2	2
992	этикета и	1	2
993	входящих в	2	2
994	народа что	1	2
995	этом случае	4	2
996	нечто само	1	2
997	и многие	1	2
998	не без	2	2
999	же явления	1	2
1000	таком же	2	2
1001	однако не	1	2
1002	борьбу с	1	2
1003	что ни	1	2
1004	который как	1	2
1005	долгое время	1	2
1006	может только	1	2
1007	бы нам	1	2
1008	и я	1	2
1009	в такой	4	2
1010	этих элементов	1	2
1011	и таким	1	2
1012	культуры между	1	2
1013	как все	1	2
1014	тем сильнее	2	2
1015	выше и	4	2
1016	серьезный и	1	2
1017	а его	1	2
1018	части и	1	2
1019	мы должны	4	2
1020	у того	1	2
1021	же что	2	2
1022	и жизни	1	2
1023	к которой	3	2
1024	этому поводу	1	2
1025	уже очень	1	2
1026	в дело	1	2
1027	и всякое	1	2
1028	современную ему	1	2
1029	этого века	1	2
1030	может показаться	1	2
1031	культуры с	2	2
1032	их на	1	2
1033	в так	1	2
1034	образом весь	1	2
1035	если она	1	2
1036	дальше в	1	2
1037	не надо	3	2
1038	некоторые черты	1	2
1039	поэтому мы	1	2
1040	дело однако	1	2
1041	когда все	1	2
1042	собою все	1	2
1043	культуры а	3	2
1044	намека на	1	2
1045	одному из	1	2
1046	не являются	1	2
1047	быть может	1	2
1048	а и	8	2
1049	элементы в	1	2
1050	и развиваться	1	2
1051	если он	2	2
1052	том или	1	2
1053	времени к	1	2
1054	само собою	1	2
1055	эти элементы	3	2
1056	них мы	1	2
1057	отличается от	6	2
1058	к своим	2	2
1059	тем в	1	2
1060	же более	1	2
1061	на таких	2	2
1062	силы и	1	2
1063	время от	2	2
1064	и оно	1	2
1065	у другого	1	2
1066	с в	3	2
1067	объясняется это	1	2
1068	всего что	1	2
1069	о тех	1	2
1070	уже более	2	2
1071	группы и	1	2
1072	однако эти	1	2
1073	гораздо дальше	1	2
1074	без того	4	2
1075	все без	2	2
1076	до некоторой	1	2
1077	гораздо более	2	2
1078	на почве	3	2
1079	которую они	1	2
1080	реальные исторические	1	2
1081	ее и	4	2
1082	времени все	1	2
1083	сейчас в	1	2
1084	на сторону	1	2
1085	мало и	1	2
1086	чем у	8	2
1087	что такое	1	2
1088	горизонтальную плоскость	1	2
1089	не от	2	2
1090	и развития	1	2
1091	всеми другими	1	2
1092	развиваться в	3	2
1093	что под	2	2
1094	одном уровне	1	2
1095	эта традиция	1	2
1096	а только	1	2
1097	жизни из	1	2
1098	именно как	1	2
1099	предполагает что	1	2
1100	две стороны	1	2
1101	на той	1	2
1102	это по	1	2
1103	идет в	1	2
1104	утратили свой	1	2
1105	ибо в	4	2
1106	не приходится	1	2
1107	развития все	2	2
1108	на стороне	1	2
1109	и духовного	1	2
1110	за нею	1	2
1111	как эта	1	2
1112	вопрос в	1	2
1113	и традиции	2	2
1114	общего с	2	2
1115	части в	2	2
1116	это делает	1	2
1117	развития в	1	2
1118	теперь я	1	2
1119	в состав	1	2
1120	произведение и	1	2
1121	как с	1	2
1122	и свою	1	2
1123	являются лишь	1	2
1124	же образом	2	2
1125	человек с	1	2
1126	в науке	1	2
1127	однако он	1	2
1128	культуры к	1	2
1129	не более	2	2
1130	стремятся к	1	2
1131	и художественное	1	2
1132	направление в	1	2
1133	была у	1	2
1134	касается только	1	2
1135	знает что	1	2
1136	ничего общего	3	2
1137	всех народов	2	2
1138	на самих	1	2
1139	но лишь	1	2
1140	прыжки и	1	2
1141	при помощи	3	2
1142	быть на	1	2
1143	ко всей	1	2
1144	тогда и	1	2
1145	он все	2	2
1146	при котором	1	2
1147	когда эти	1	2
1148	развития человечества	2	2
1149	современности и	1	2
1150	перечисленных нами	1	2
1151	многих других	2	2
1152	гораздо сложнее	1	2
1153	бы на	1	2
1154	указание на	1	2
1155	эта часть	2	2
1156	в ином	1	2
1157	затем и	1	2
1158	этого не	1	2
1159	этом что	2	2
1160	этими двумя	2	2
1161	случае не	1	2
1162	элементов этой	1	2
1163	этой главы	1	2
1164	часть их	1	2
1165	говорили выше	6	2
1166	другом случае	1	2
1167	не дают	1	2
1168	что от	1	2
1169	только к	1	2
1170	как же	1	2
1171	борьбы за	2	2
1172	а из	1	2
1173	в разные	1	2
1174	особенности которые	2	2
1175	это сознание	1	2
1176	есть как	1	2
1177	к тем	2	2
1178	свою историю	1	2
1179	пор не	5	2
1180	в нашей	1	2
1181	и всех	1	2
1182	при таком	2	2
1183	от времени	2	2
1184	и дальше	2	2
1185	только после	1	2
1186	целую систему	1	2
1187	с общим	2	2
1188	и постепенно	1	2
1189	как для	3	2
1190	пути к	1	2
1191	к действительности	1	1
1192	ее начало	2	1
1193	и ничем	1	1
1194	в каждую	1	1
1195	для меня	4	1
1196	на мою	1	1
1197	только что	3	1
1198	чем сильнее	1	1
1199	некоторая часть	1	1
1200	т.е к	1	1
1201	которые должны	1	1
1202	а у	1	1
1203	культура была	1	1
1204	следует что	2	1
1205	своем развитии	4	1
1206	в общую	1	1
1207	его он	1	1
1208	сам автор	1	1
1209	образованного общества	1	1
1210	и говорить	3	1
1211	тех из	1	1
1212	чтобы каждый	1	1
1213	особенно если	1	1
1214	но отдельные	1	1
1215	обстоятельство что	1	1
1216	приобщиться к	2	1
1217	стоит в	1	1
1218	по пути	1	1
1219	часть этих	1	1
1220	это те	1	1
1221	зато в	1	1
1222	ясной и	2	1
1223	и углубить	1	1
1224	из всего	1	1
1225	своим национальным	1	1
1226	эти черты	2	1
1227	так это	1	1
1228	здесь дело	1	1
1229	культура а	1	1
1230	первый воспринимает	1	1
1231	прошлого века	1	1
1232	материал ее	1	1
1233	на точку	1	1
1234	мы считаем	1	1
1235	борьба за	2	1
1236	и развитию	1	1
1237	разные стороны	1	1
1238	смысл этого	1	1
1239	жизни к	1	1
1240	культура и	1	1
1241	первый взгляд	1	1
1242	высшее и	1	1
1243	точке и	1	1
1244	знаем и	2	1
1245	на природу	1	1
1246	совершенно в	1	1
1247	чтобы и	1	1
1248	до элементов	1	1
1249	вопрос о	3	1
1250	и политической	1	1
1251	дело только	1	1
1252	и легкость	1	1
1253	и каждое	1	1
1254	назад в	1	1
1255	подробности в	1	1
1256	увидим что	1	1
1257	борьбе с	1	1
1258	забудем что	1	1
1259	другая культура	1	1
1260	а между	8	1
1261	что же	2	1
1262	всегда будет	4	1
1263	часть этого	1	1
1264	точке зрения	1	1
1265	с другим	1	1
1266	только своего	1	1
1267	именно его	1	1
1268	велика была	1	1
1269	является конечно	1	1
1270	на себе	2	1
1271	замечает что	1	1
1272	по которым	1	1
1273	слились с	1	1
1274	самой сущности	3	1
1275	а сам	1	1
1276	единственным носителем	1	1
1277	из трех	1	1
1278	говорят на	1	1
1279	особенностями в	2	1
1280	именно она	1	1
1281	время мы	1	1
1282	прочим в	1	1
1283	но так	2	1
1284	над другим	1	1
1285	он умер	1	1
1286	то ее	1	1
1287	лишь тогда	2	1
1288	как другие	1	1
1289	а наоборот	3	1
1290	похожи на	1	1
1291	же трудно	1	1
1292	трудно как	1	1
1293	правильнее было	1	1
1294	социальные различия	1	1
1295	еще больше	3	1
1296	начале этой	2	1
1297	эта невозможность	1	1
1298	наиболее совершенным	1	1
1299	всех остальных	2	1
1300	от современной	4	1
1301	элементов и	1	1
1302	будем признать	1	1
1303	с тех	1	1
1304	с народом	1	1
1305	своем пути	1	1
1306	и кажется	1	1
1307	не способны	1	1
1308	отказывается от	1	1
1309	принуждены будем	1	1
