N	2gram	Nazirov_Tv	Freidism
645	в идеологическом	1	1
646	из всех	5	1
647	а у	1	1
648	художественного творчества	1	1
649	мы чувствуем	1	1
650	зеркало и	1	1
651	отношении к	2	1
652	им свою	1	1
653	которые играют	1	1
654	бы говорить	1	1
655	по выражению	2	1
656	глубине души	1	1
657	ее связь	1	1
658	одной только	1	1
659	прямо и	1	1
660	никак не	1	1
661	но тем	1	1
662	человек есть	1	1
663	нас за	1	1
664	личности это	2	1
665	а затем	5	1
666	в область	4	1
667	что человек	3	1
668	заранее обречены	1	1
669	к выводу	1	1
670	требует от	1	1
671	живут в	1	1
672	с небольшой	2	1
673	здесь необходимо	1	1
674	беседе с	1	1
675	быть может	3	1
676	человека во	1	1
677	целом ряде	1	1
678	с собой	1	1
679	он заявил	1	1
680	ни слова	1	1
681	смысла в	1	1
682	и внутреннего	3	1
683	что самым	1	1
684	только еще	1	1
685	и эти	1	1
686	природа человека	2	1
687	за что	1	1
688	должен был	2	1
689	от их	1	1
690	на смену	2	1
691	так выразиться	1	1
692	начинается с	1	1
693	читателя и	1	1
694	но только	3	1
695	во что	2	1
696	время как	1	1
697	на которых	1	1
698	этой цели	1	1
699	представляется ему	1	1
700	их и	1	1
701	мы говорим	1	1
702	это состояние	1	1
703	в мыслях	1	1
704	вопрос этот	1	1
705	в снах	1	1
706	знаменитой повести	1	1
707	изолированной личности	1	1
708	что весь	1	1
709	человека для	1	1
710	форму и	1	1
711	динамика и	1	1
712	он будет	1	1
713	тем что	2	1
714	еще с	2	1
715	на месте	1	1
716	уже на	1	1
717	трудом и	1	1
718	представление о	9	1
719	особенно к	1	1
720	это выражение	1	1
721	например в	3	1
722	он вернулся	1	1
723	меня в	2	1
724	с тем	1	1
725	отдельного человека	2	1
726	имеет место	1	1
727	это та	1	1
728	там же	11	1
729	к самому	1	1
730	к нам	1	1
731	в реальности	1	1
732	что по	1	1
733	это чувство	1	1
734	высокого и	1	1
735	ли не	3	1
736	выход из	1	1
737	человека границы	1	1
738	что иное	1	1
739	и т	14	1
740	не что	1	1
741	а более	1	1
742	бы не	1	1
743	время это	1	1
744	склонен к	1	1
745	через три	1	1
746	если можно	1	1
747	сила в	1	1
748	вследствие этого	1	1
749	в душу	1	1
750	он вполне	1	1
751	далек от	1	1
752	счете и	1	1
753	он по	1	1
754	самый дух	1	1
755	развития личности	1	1
756	на таком	1	1
757	по крайней	4	1
758	которую не	1	1
759	науки в	1	1
760	из области	1	1
761	эта диалектика	1	1
762	развития человечества	2	1
763	который и	1	1
764	нам представляется	2	1
765	г в	2	1
766	первый взгляд	1	1
767	вот оно	2	1
768	это был	4	1
769	нет ничего	1	1
770	и того	2	1
771	которых можно	1	1
772	не давая	1	1
773	природы в	1	1
774	бросается в	1	1
775	необходимо сказать	1	1
776	этом пункте	1	1
777	со смертью	1	1
778	во все	1	1
779	истории не	1	1
780	понять в	1	1
781	из других	2	1
782	было в	2	1
783	то это	2	1
784	можно считать	1	1
785	все отдельные	1	1
786	что этот	2	1
787	этой почве	1	1
788	чтобы вызвать	2	1
789	среды в	1	1
790	не согласиться	1	1
791	не имеют	4	1
792	смерти и	1	1
793	не боится	1	1
794	со всех	1	1
795	оба эти	1	1
796	этой трагедии	1	1
797	даже и	1	1
798	не между	1	1
799	то и	1	1
800	общеизвестно что	1	1
801	он еще	2	1
802	в противоположность	1	1
803	осталось в	1	1
804	в моменты	1	1
805	наконец в	1	1
806	но даже	1	1
807	только эта	1	1
808	на друга	1	1
809	это все	2	1
810	это его	1	1
811	сущность человека	1	1
812	характер не	1	1
813	представлял себе	2	1
814	современной ему	2	1
815	миф о	1	1
816	а может	2	1
817	не должны	1	1
818	еще на	1	1
819	всей ее	1	1
820	человека от	1	1
821	и тогда	2	1
822	в современном	5	1
823	в руках	1	1
824	картины и	1	1
825	но уже	2	1
826	об отношении	1	1
827	ряд с	1	1
828	мы все	1	1
829	к своим	1	1
830	в которую	2	1
831	он хочет	1	1
832	может служить	2	1
833	за собой	4	1
834	и когда	2	1
835	приходит к	4	1
836	него было	1	1
837	о своем	1	1
838	и степени	1	1
839	главным героем	1	1
840	людей и	2	1
841	его именно	1	1
842	является все	1	1
843	целый ряд	1	1
844	времени и	4	1
845	в журнале	1	1
846	ее по	2	1
847	душу и	1	1
848	можно допустить	1	1
849	относит к	1	1
850	и психологии	1	1
851	их для	1	1
852	даже с	1	1
853	же его	1	1
854	быть поняты	2	1
855	действия и	3	1
856	любви к	2	1
857	а во	2	1
858	всегда и	1	1
859	индивидуального развития	1	1
860	на ней	2	1
861	друг на	1	1
862	личности он	2	1
863	имеем в	1	1
864	этого мира	1	1
865	разные стороны	1	1
866	человек должен	1	1
867	но ни	1	1
868	и еще	2	1
869	между людьми	3	1
870	обстоятельно и	1	1
871	переход от	2	1
872	в комнате	1	1
873	утверждал что	3	1
874	они совсем	1	1
875	быть понята	2	1
876	под ним	1	1
877	настоящее время	2	1
878	эта идея	2	1
879	разыгрываются в	1	1
880	в голове	1	1
881	пародия на	1	1
882	в сфере	2	1
883	говорит об	2	1
884	тезис о	1	1
885	жизни как	1	1
886	а скорее	1	1
887	в самую	1	1
888	индивидуальном сознании	2	1
889	человек был	1	1
890	еще ничего	1	1
891	над этим	1	1
892	страдания и	2	1
893	человека имеет	1	1
894	одной из	7	1
895	а между	1	1
896	к которому	3	1
897	людьми но	1	1
898	и умирает	1	1
899	хорошо нам	1	1
900	том же	3	1
901	все без	1	1
902	внутренний протест	1	1
903	который по	1	1
904	это является	1	1
905	не похоже	1	1
906	русской литературы	3	1
907	к целому	1	1
908	видим в	2	1
909	в атмосфере	1	1
910	развития своего	1	1
911	который в	4	1
912	сильное впечатление	1	1
913	этого слова	1	1
914	в строго	1	1
915	однако в	3	1
916	его место	1	1
917	от них	1	1
918	перед нами	3	1
919	себя все	1	1
920	является только	1	1
921	в пользу	2	1
922	нет никаких	1	1
923	только потому	1	1
924	не мог	3	1
925	все с	1	1
926	него не	1	1
927	в настоящее	1	1
928	до них	1	1
929	крайней мере	4	1
930	прибегает к	2	1
931	свои собственные	1	1
932	жизни с	2	1
933	характерные для	1	1
934	с того	1	1
935	вся эта	1	1
936	бытия а	1	1
937	своего развития	1	1
938	гораздо более	2	1
939	намек на	2	1
940	им как	1	1
941	связан с	4	1
942	достоинства и	1	1
943	что они	3	1
944	все попытки	1	1
945	он ищет	1	1
946	не зная	1	1
947	ее и	2	1
948	но на	1	1
949	жить и	1	1
950	и прямо	1	1
951	и он	4	1
952	понять этот	1	1
953	связи между	1	1
954	личности а	1	1
955	хотелось бы	1	1
956	и резкое	1	1
957	в ребенке	1	1
958	нет ни	3	1
959	на путях	1	1
960	хочет быть	1	1
961	и события	1	1
962	объективный характер	2	1
963	на тех	1	1
964	на вопрос	1	1
965	школы но	1	1
966	нас не	1	1
967	его искусства	1	1
968	при всей	1	1
969	поэтому в	1	1
970	собой в	2	1
971	ненависть к	1	1
972	трагедии в	2	1
973	внимание на	1	1
974	вывод что	1	1
975	к сексуальному	1	1
976	начала и	1	1
977	а вместо	1	1
978	это я	2	1
979	в разрезе	1	1
980	фрейдом в	1	1
981	я как	1	1
982	личности именно	1	1
983	проявляется в	1	1
984	хотя и	5	1
985	а это	1	1
986	он предпочитает	1	1
987	процессы в	2	1
988	в ужас	1	1
989	всех эпох	1	1
990	социальное происхождение	1	1
991	рождается в	1	1
992	души и	2	1
993	сторона в	1	1
994	в недрах	1	1
995	как объективно	1	1
996	этом сам	1	1
997	и тут	2	1
998	он идет	1	1
999	и точно	1	1
1000	многое в	1	1
1001	не способен	1	1
1002	со своим	2	1
1003	из своих	1	1
1004	отказывается от	2	1
1005	является одним	3	1
1006	в какую	1	1
1007	но что	1	1
1008	затем с	1	1
1009	из форм	1	1
1010	не обладает	1	1
1011	софокла царь	1	1
1012	в движение	1	1
1013	участие в	1	1
1014	бытие и	1	1
1015	оказывается для	1	1
1016	в ином	1	1
1017	в виде	4	1
1018	они отличаются	1	1
1019	позиция самого	1	1
1020	однако не	1	1
1021	принцип удовольствия	1	1
1022	в самые	1	1
1023	чем в	1	1
1024	вопрос но	1	1
1025	критики и	2	1
1026	и некоторых	1	1
1027	же не	2	1
1028	века и	1	1
1029	зрения у	1	1
1030	в интересах	1	1
1031	своих поступков	1	1
1032	или в	2	1
1033	далее он	1	1
1034	жизни это	1	1
1035	к чему	1	1
1036	не говорит	1	1
1037	через его	1	1
1038	что его	4	1
1039	и приводит	2	1
1040	религиозного учения	1	1
1041	но эта	3	1
1042	это мы	1	1
1043	поведения это	1	1
1044	является как	1	1
1045	можно так	1	1
1046	отношений к	1	1
1047	не признает	1	1
1048	о смерти	1	1
1049	вот это	1	1
1050	его концепция	1	1
1051	человека она	1	1
1052	на отца	1	1
1053	как говорит	1	1
1054	личности эта	1	1
1055	с той	1	1
1056	и без	2	1
1057	как видим	1	1
1058	совершенно точно	1	1
1059	по смыслу	1	1
1060	человек в	1	1
1061	лежит на	1	1
1062	одно только	1	1
1063	говорят о	1	1
1064	человеком в	1	1
1065	и обстоятельств	1	1
1066	не дают	2	1
1067	так на	1	1
1068	обречены на	1	1
1069	при таком	1	1
1070	можно только	1	1
1071	не на	1	1
1072	должно стать	1	1
1073	если сам	1	1
1074	зрения и	1	1
1075	в свете	3	1
1076	принимается за	1	1
1077	в двух	2	1
1078	своих первых	1	1
1079	большим трудом	1	1
1080	связанным с	1	1
1081	идеологично и	1	1
1082	и это	2	1
1083	в смысле	1	1
1084	до того	1	1
1085	делает его	1	1
1086	на себе	1	1
1087	свою противоположность	2	1
1088	особенно в	3	1
1089	вводит в	1	1
1090	как результат	1	1
1091	нельзя не	1	1
1092	тем более	1	1
1093	в противоречии	1	1
1094	дана в	1	1
1095	не все	2	1
1096	и крайне	1	1
1097	вмешивается в	1	1
1098	не был	4	1
1099	только он	1	1
1100	той или	1	1
1101	некоторых сторон	1	1
1102	людей в	2	1
1103	для анализа	2	1
1104	жизнь и	2	1
1105	почти всего	1	1
1106	не вводит	1	1
1107	впечатление от	1	1
1108	деле этот	1	1
1109	в русской	5	1
1110	но его	2	1
1111	без всякой	1	1
1112	вопрос не	1	1
1113	в каждом	4	1
1114	и пытаясь	1	1
1115	предположить что	1	1
1116	того или	1	1
1117	читателю на	1	1
1118	но можно	1	1
1119	гораздо шире	1	1
1120	человек как	3	1
1121	апеллирует к	1	1
1122	находит свое	1	1
1123	за то	2	1
1124	своих прежних	1	1
1125	того в	1	1
1126	сознания а	1	1
1127	и других	5	1
1128	а к	1	1
1129	такую же	1	1
1130	тут и	3	1
1131	первая часть	4	1
1132	он ни	3	1
1133	бы лишены	1	1
1134	каких бы	2	1
1135	действия в	1	1
1136	борьбу с	1	1
1137	страхом и	1	1
1138	надо было	2	1
1139	связи с	2	1
1140	в философии	2	1
1141	показывает что	5	1
1142	отвечает на	1	1
1143	молодой человек	1	1
1144	в наше	4	1
1145	и обогатил	1	1
1146	с новыми	1	1
1147	он принадлежит	1	1
1148	так называемой	1	1
1149	но при	1	1
1150	так мы	2	1
1151	и чувства	1	1
1152	субъективного переживания	2	1
1153	как уже	2	1
1154	т д	10	1
1155	исключительное значение	1	1
1156	ту же	4	1
1157	его голову	1	1
1158	с особым	2	1
1159	о возможности	1	1
1160	не по	3	1
1161	оснований для	1	1
1162	золотого века	1	1
1163	социальной и	1	1
1164	обычно бывает	1	1
1165	идей и	2	1
1166	он стал	2	1
1167	кажется что	1	1
1168	веке стал	1	1
1169	на чем	1	1
1170	не будет	2	1
1171	ли это?	1	1
1172	но зато	3	1
1173	но она	2	1
1174	от которых	1	1
1175	их с	1	1
1176	что эта	1	1
1177	дает им	1	1
1178	как он	1	1
1179	отказ от	1	1
1180	для человека	3	1
1181	можно было	1	1
1182	других людей	2	1
1183	не видим	1	1
1184	есть лишь	1	1
1185	вот что	1	1
1186	себя на	1	1
1187	в начале	2	1
1188	за каждым	1	1
1189	еще в	3	1
1190	причина его	1	1
1191	стороны и	1	1
1192	и времени	1	1
1193	в современной	2	1
1194	вот в	2	1
1195	в нее	1	1
1196	но этот	2	1
1197	говорили что	2	1
1198	нет нужды	1	1
1199	на свое	1	1
1200	сталкивается с	1	1
1201	у которого	1	1
1202	мысль о	3	1
1203	сознания от	1	1
1204	я это	1	1
1205	в направлении	2	1
1206	нем и	2	1
1207	что дает	1	1
1208	я в	1	1
1209	всех его	1	1
1210	тем как	1	1
1211	что можно	1	1
1212	считаем необходимым	1	1
1213	что если	1	1
1214	него и	1	1
1215	это переживание	1	1
1216	со своими	2	1
1217	одного из	3	1
1218	общего с	1	1
1219	культуры и	2	1
1220	истории ее	1	1
1221	и самого	1	1
1222	и борьба	1	1
1223	в беседе	2	1
1224	в подполье	4	1
1225	царь эдип	1	1
1226	в сознательной	1	1
1227	философские идеи	1	1
1228	к чисто	1	1
1229	в браке	1	1
1230	анализа и	1	1
1231	в первой	4	1
1232	по этому	1	1
1233	об эдиповом	1	1
1234	же в	1	1
1235	говорит ему	1	1
1236	не сразу	1	1
1237	общества и	1	1
1238	как будто	5	1
1239	на то	1	1
1240	человека или	1	1
1241	и возраст	1	1
1242	похожие на	1	1
1243	о болезни	1	1
1244	и тесно	2	1
1245	этом у	1	1
1246	легкого и	1	1
1247	на мир	1	1
1248	же это	1	1
1249	здесь мы	2	1
1250	идеологическая доминанта	1	1
1251	психики это	1	1
1252	или иного	1	1
1253	может и	1	1
1254	их взаимоотношения	1	1
1255	при исследовании	1	1
1256	жизни таким	1	1
1257	в последующем	1	1
1258	его смерти	1	1
1259	противоречии с	1	1
1260	его времени	2	1
1261	случае это	1	1
1262	таким же	1	1
1263	человека но	3	1
1264	нет не	2	1
1265	означает что	2	1
1266	становится просто	1	1
1267	в один	3	1
1268	нам кажется	1	1
1269	им не	1	1
1270	каждого из	1	1
1271	в лице	4	1
1272	и особенно	1	1
1273	что на	3	1
1274	есть не	2	1
1275	наше время	4	1
1276	поэтому мы	1	1
1277	и предметом	1	1
1278	иное как	1	1
1279	и самый	1	1
1280	эта теория	1	1
1281	очень важен	1	1
1282	себе а	1	1
