N	2gram	Losev_Prob	Poddanst
165	бесконечное количество	13	1
166	к сожалению	1	1
167	этих двух	1	1
168	были бы	5	1
169	xx в	3	1
170	представить себе	5	1
171	целому ряду	1	1
172	говорится о	1	1
173	нет ничего	6	1
174	поскольку она	2	1
175	как к	1	1
176	от нее	2	1
177	ее части	1	1
178	исключает всякую	1	1
179	во всяком	14	1
180	тем в	1	1
181	могли бы	6	1
182	ни к	3	1
183	не есть	57	1
184	ней только	1	1
185	реально и	1	1
186	собственном смысле	1	1
187	культурного развития	1	1
188	находятся в	5	1
189	и то	17	1
190	но как	6	1
191	бы и	7	1
192	мы можем	11	1
193	и эти	1	1
194	на этой	1	1
195	мы видим	1	1
196	а с	2	1
197	в данном	14	1
198	что от	1	1
199	только к	4	1
200	за то	1	1
201	что оно	4	1
202	помешать нам	1	1
203	существует но	1	1
204	никакого сомнения	1	1
205	имеют в	1	1
206	и более	6	1
207	исключительно и	1	1
208	вместе с	3	1
209	и здесь	8	1
210	скажем прямо	1	1
211	план в	1	1
212	выражена в	1	1
213	и на	4	1
214	отличие от	3	1
215	в самом	4	1
216	вопрос о	2	1
217	и очень	6	1
218	не означает	1	1
219	значение если	2	1
220	они не	1	1
221	наше сознание	1	1
222	является и	2	1
223	может не	1	1
224	это в	2	1
225	только что	4	1
226	поскольку они	3	1
227	и специальной	1	1
228	такова же	1	1
229	поскольку мы	1	1
230	они являются	2	1
231	получили в	1	1
232	бы она	2	1
233	к этой	2	1
234	переходит в	2	1
235	исходить из	1	1
236	что каждая	2	1
237	она не	3	1
238	уже в	5	1
239	наиболее общих	1	1
240	должна быть	1	1
241	чем то	1	1
242	более или	2	1
243	есть прежде	3	1
244	чем глубже	1	1
245	связана с	1	1
246	только как	3	1
247	насколько можно	1	1
248	того чтобы	4	1
249	возможно также	2	1
250	земледелия но	1	1
251	по всему	1	1
252	на основе	1	1
253	и всегда	2	1
254	вопросу о	1	1
255	в отдельности	2	1
256	прийти к	1	1
257	но возможно	1	1
258	как известно	1	1
259	отрыве от	1	1
260	из всех	1	1
261	которая хотя	1	1
262	формы в	1	1
263	как далеко	1	1
264	во многих	1	1
265	взывает к	1	1
266	в определенном	1	1
267	себе те	1	1
268	что это	3	1
269	в отношениях	1	1
270	конечно и	2	1
271	отдельные черты	1	1
272	одно и	4	1
273	обстановке в	1	1
274	ни на	5	1
275	подчеркнуть что	1	1
276	в русских	1	1
277	которых не	1	1
278	о мировом	1	1
279	что при	5	1
280	есть как	1	1
281	мысли и	1	1
282	с которой	2	1
283	из тех	1	1
284	какой бы	2	1
285	и простую	1	1
286	из этих	1	1
287	гоголя и	5	1
288	как область	1	1
289	жить и	1	1
290	идеи и	4	1
291	что если	3	1
292	что с	1	1
293	связанные с	2	1
294	не как	1	1
295	и другие	4	1
296	можно наметить	1	1
297	об отношении	1	1
298	что дело	2	1
299	от этой	1	1
300	и вся	2	1
301	что уже	1	1
302	мы все	5	1
303	в каждом	1	1
304	только на	6	1
305	лиц и	2	1
306	не исключает	1	1
307	не с	1	1
308	обе эти	1	1
309	всего мы	1	1
310	например с	1	1
311	в других	2	1
312	и при	2	1
313	огромной и	1	1
314	и что	9	1
315	науки и	1	1
316	связь между	1	1
317	с богом	1	1
318	на основании	2	1
319	что и	11	1
320	кто не	1	1
321	есть с	2	1
322	чем как	1	1
323	другой стороны	11	1
324	идеи даже	1	1
325	веры в	1	1
326	но чтобы	2	1
327	нет никакого	4	1
328	этом смысле	5	1
329	выражается в	3	1
330	весь мир	2	1
331	огромной исторической	1	1
332	далеко не	1	1
333	только то	4	1
334	составляющих ее	1	1
335	в этих	6	1
336	не вполне	3	1
337	них и	1	1
338	что все	2	1
339	движение и	1	1
340	в истории	4	1
341	как оно	3	1
342	предстоит не	1	1
343	так же	11	1
344	в предыдущем	2	1
345	также и	22	1
346	этой последней	1	1
347	как она	2	1
348	его в	4	1
349	знаем что	1	1
350	речь но	1	1
351	тем больше	3	1
352	совершенно новое	2	1
353	литературы и	2	1
354	д не	1	1
355	все же	10	1
356	и притом	7	1
357	чтобы в	1	1
358	идет речь	4	1
359	в настоящее	4	1
360	как таковую	1	1
361	всего что	1	1
362	но на	2	1
363	рассматривать как	2	1
364	что его	3	1
365	в результате	8	1
366	соловьев и	1	1
367	в которой	3	1
368	от тех	3	1
369	и поставить	1	1
370	не очень	4	1
371	черты в	1	1
372	в отрыве	1	1
373	в этой	10	1
374	нужно говорить	1	1
375	числе и	1	1
376	только знак	1	1
377	промежуток времени	1	1
378	в наших	3	1
379	именно здесь	2	1
380	и еще	2	1
381	сложны и	1	1
382	из нее	1	1
383	тот или	4	1
384	в отличие	2	1
385	и где	1	1
386	по преимуществу	1	1
387	отождествлять с	1	1
388	на нее	1	1
389	себя в	4	1
390	из двух	1	1
391	само по	5	1
392	оно есть	2	1
393	известном смысле	1	1
394	настоящее время	4	1
395	том виде	4	1
396	ни шли	1	1
397	отдельности и	2	1
398	же как	5	1
399	бы как	2	1
400	можно судить	1	1
401	чтобы понять	1	1
402	на себя	1	1
403	она может	2	1
404	в естественных	1	1
405	что не	4	1
406	мы и	5	1
407	развития в	1	1
408	если мы	24	1
409	та или	4	1
410	в эпоху	2	1
411	тем же	2	1
412	но для	3	1
413	в соотношении	1	1
414	почти исключительно	1	1
415	именно о	2	1
416	в каком	9	1
417	когда и	1	1
418	но есть	1	1
419	что есть	1	1
420	накладывает на	2	1
421	у с	2	1
422	к другим	2	1
423	сливаются в	2	1
424	смысле не	1	1
425	или иная	4	1
426	если он	1	1
427	каком смысле	1	1
428	эта основная	1	1
429	тогда когда	1	1
430	эти черты	1	1
431	находится в	1	1
432	уже несколько	1	1
433	представляют собою	1	1
434	в живом	1	1
435	бы оно	1	1
436	в какой	1	1
437	которую оно	1	1
438	ясно что	11	1
439	с собой	6	1
440	без того	1	1
441	как и	15	1
442	с которым	1	1
443	входят в	1	1
444	бояться и	1	1
445	в некотором	2	1
446	и само	1	1
447	к пределу	1	1
448	или иной	20	1
449	в собственном	1	1
450	многих других	2	1
451	случаях когда	1	1
452	по одному	2	1
453	и именно	2	1
454	для каждого	2	1
455	есть та	1	1
456	веры и	1	1
457	в противоречии	1	1
458	мысли но	1	1
459	одновременно и	4	1
460	в одно	4	1
461	говорить об	2	1
462	иной раз	5	1
463	именно потому	3	1
464	на то	6	1
465	и по	3	1
466	чем было	1	1
467	этот вывод	1	1
468	в природе	2	1
469	к следующему	1	1
470	это значение	2	1
471	там где	1	1
472	т д	20	1
473	и жизнь	1	1
474	или что	1	1
475	и только	10	1
476	что именно	3	1
477	общественной и	1	1
478	о соотношении	2	1
479	казалось бы	3	1
480	всяком случае	8	1
481	в свете	4	1
482	нисколько не	2	1
483	о котором	1	1
484	бы мы	2	1
485	в существе	1	1
486	не будут	2	1
487	не все	1	1
488	сравнению с	3	1
489	все существующее	1	1
490	в условиях	7	1
491	на какие	2	1
492	он будет	2	1
493	когда в	4	1
494	друг друга	5	1
495	в это	1	1
496	без которой	1	1
497	для этого	9	1
498	с ее	5	1
499	в известном	3	1
500	эта вторая	1	1
501	из составляющих	1	1
502	действительности при	1	1
503	гораздо более	6	1
504	не просто	36	1
505	на каждом	1	1
506	достижение в	1	1
507	не имеет	12	1
508	есть и	2	1
509	за тем	1	1
510	именно во	1	1
511	и особенно	3	1
512	смысл этого	1	1
513	или менее	2	1
514	везде и	1	1
515	мы возьмем	5	1
516	и ее	7	1
517	отличаться от	1	1
518	тем чтобы	1	1
519	в которые	1	1
520	привести некоторые	1	1
521	это область	1	1
522	есть знак	6	1
523	чем оно	2	1
524	особенно в	2	1
525	материально и	1	1
526	или все	1	1
527	являются наиболее	1	1
528	которая и	1	1
529	связаны с	1	1
530	совершенно ясно	1	1
531	значение также	1	1
532	бы нас	2	1
533	в душе	1	1
534	и м	1	1
535	никогда не	7	1
536	соприкасается с	1	1
537	еще не	12	1
