N	2gram	Losev_Dial	Tvorches
555	человека по	1	2
556	в современной	2	2
557	по своей	5	2
558	на мир	2	2
559	это действительно	1	2
560	было бы	14	2
561	нем и	2	2
562	я в	3	2
563	отлична от	2	2
564	человека его	1	2
565	культуры и	1	2
566	сам в	1	2
567	не значит	6	2
568	даже если	4	2
569	с которым	2	2
570	в силу	6	2
571	смотрим на	1	2
572	пушкина и	1	2
573	чаще всего	2	2
574	из этого	2	2
575	бы ни	3	2
576	которые были	2	2
577	с каким	1	2
578	а как	1	2
579	а главное	2	2
580	говорит об	1	2
581	по причине	1	2
582	себя но	1	2
583	против этого	2	2
584	первую очередь	1	2
585	и здесь	1	2
586	о своих	2	2
587	такова же	1	2
588	и свою	1	2
589	жизни а	1	2
590	с такой	1	2
591	и должно	3	2
592	а сами	1	2
593	была бы	4	2
594	в сущности	2	2
595	сама жизнь	1	2
596	для них	1	2
597	в отношении	5	2
598	ни в	20	2
599	и делает	1	2
600	в выражении	1	2
601	не могут	4	2
602	здесь мы	1	2
603	находим у	1	2
604	и гибели	1	2
605	столь же	1	2
606	еще с	1	2
607	тоже не	2	2
608	уже говорили	1	2
609	так вот	2	2
610	не знал	1	2
611	как о	2	2
612	к его	2	2
613	это время	3	2
614	не имеет	15	2
615	ли он	1	2
616	не во	1	2
617	в которые	1	2
618	которую не	2	2
619	ни к	2	2
620	то он	2	2
621	я должен	1	2
622	где нет	1	2
623	не дают	2	2
624	своей собственной	2	2
625	наконец в	1	2
626	того чтобы	1	2
627	и поэтому	1	2
628	у меня	4	2
629	и уже	4	2
630	и теперь	1	2
631	что если	4	2
632	то все	1	2
633	отношении к	3	2
634	о своем	2	2
635	от других	1	2
636	не потому	5	2
637	что же	5	2
638	и потом	2	2
639	неотделима от	1	2
640	видим в	1	2
641	в сфере	2	2
642	мог бы	3	2
643	он все	1	2
644	говорил что	2	2
645	у лермонтова	1	2
646	не стоит	2	2
647	же он	2	2
648	точку зрения	3	2
649	в другое	2	2
650	д и	3	2
651	меня не	1	2
652	и всякий	3	2
653	что ему	1	2
654	значение в	1	2
655	мир в	1	2
656	данном случае	1	2
657	нас не	2	2
658	где он	1	2
659	биографии и	1	2
660	он как	1	2
661	образ и	5	2
662	во время	2	2
663	и всегда	1	2
664	никуда не	1	2
665	с их	2	2
666	ты мне	1	2
667	образом в	1	2
668	не от	1	2
669	и где	5	2
670	в глубине	1	2
671	в эпоху	2	2
672	всю жизнь	2	2
673	указывает на	3	2
674	очень много	4	2
675	в сферу	1	2
676	представляет собою	1	2
677	в стороне	1	2
678	или наконец	1	2
679	или даже	1	2
680	при таком	1	2
681	сразу же	2	2
682	и без	1	2
683	путь к	1	2
684	должен быть	2	2
685	и вообще	10	2
686	интереса к	2	2
687	к одному	1	2
688	рождается из	2	2
689	ко всему	3	2
690	нуждается в	6	2
691	ведь это	3	2
692	а к	1	2
693	же это	6	2
694	ли в	1	2
695	не могу	9	2
696	она не	10	2
697	но при	1	2
698	уже после	1	2
699	но она	4	2
700	любил и	1	2
701	всех этих	4	2
702	всегда было	2	2
703	только то	7	2
704	человека с	1	2
705	не сами	1	2
706	что идея	1	2
707	а идея	1	2
708	пространства и	8	2
709	что можно	1	2
710	а скорее	1	2
711	со своими	2	2
712	понимаем что	1	2
713	и о	4	2
714	дня и	1	2
715	это еще	2	2
716	же в	2	2
717	сам является	2	2
718	в создании	1	2
719	все более	1	2
720	эти два	4	2
721	надо было	1	2
722	может и	5	2
723	конце концов	4	2
724	однако все	1	2
725	но для	2	2
726	он с	2	2
727	есть не	8	2
728	не к	2	2
729	времени по	1	2
730	они являются	1	1
731	и учение	1	1
732	заметим что	1	1
733	это тот	1	1
734	бы несколько	1	1
735	с человеческим	1	1
736	мы и	3	1
737	религии и	4	1
738	как произведение	1	1
739	оно так	1	1
740	закона и	1	1
741	чего не	1	1
742	которые не	2	1
743	к этой	1	1
744	чем какие-то	1	1
745	можно встретить	1	1
746	есть прежде	1	1
747	она всегда	1	1
748	формы в	1	1
749	одно общее	1	1
750	она лишь	1	1
751	вечности в	3	1
752	эмоции не	1	1
753	или нет	6	1
754	не зависит	1	1
755	жить это	1	1
756	почему мы	1	1
757	самом же	2	1
758	одно из	2	1
759	живут в	2	1
760	исторического процесса	2	1
761	от этих	1	1
762	имеем не	1	1
763	не бывает	2	1
764	и само	1	1
765	всей ее	1	1
766	мне но	1	1
767	вопрос об	5	1
768	науки с	1	1
769	их не	1	1
770	и самые	1	1
771	люди и	1	1
772	а напротив	1	1
773	планы и	1	1
774	но все	5	1
775	именно и	2	1
776	можно говорить	2	1
777	о мире	2	1
778	мне кажется	2	1
779	равно как	1	1
780	происходит не	1	1
781	из самых	1	1
782	что весь	1	1
783	форму и	2	1
784	приближаемся к	1	1
785	или на	3	1
786	уже на	1	1
787	говорят о	2	1
788	нота в	1	1
789	из всего	2	1
790	его личности	2	1
791	том или	2	1
792	считать что	3	1
793	более и	2	1
794	идея эта	1	1
795	по голове	1	1
796	я могу	2	1
797	имеет место	1	1
798	похож на	1	1
799	показал что	1	1
800	что по	3	1
801	у которого	1	1
802	есть какая-нибудь	1	1
803	мысли о	1	1
804	спускается в	1	1
805	дома и	1	1
806	мы только	1	1
807	но почему	1	1
808	мифический образ	7	1
809	символы а	1	1
810	он является	1	1
811	за ней	1	1
812	на точку	2	1
813	вместе и	1	1
814	речь идет	2	1
815	всего прочего	1	1
816	этой стороны	2	1
817	природы должен	1	1
818	свою собственную	2	1
819	принцип построения	1	1
820	нем нет	3	1
821	победу над	1	1
822	как только	4	1
823	искусство и	2	1
824	относиться к	3	1
825	платоновских идей	1	1
826	современная наука	3	1
827	и смерти	1	1
828	при полном	1	1
829	для выражения	1	1
830	действительность и	1	1
831	первый взгляд	2	1
832	идеи как	1	1
833	это случилось	2	1
834	при всей	1	1
835	природы в	1	1
836	что тело	2	1
837	и неизменно	1	1
838	еще от	1	1
839	ее к	2	1
840	к другой	1	1
841	что душа	1	1
842	вот тут-то	1	1
843	и такие	1	1
844	вопрос о	3	1
845	замечательный пример	1	1
846	эта связь	1	1
847	раз и	2	1
848	сам не	1	1
849	даже и	3	1
850	представления о	1	1
851	мифа а	2	1
852	в противоположность	6	1
853	пустого и	1	1
854	в моменты	1	1
855	и свое	1	1
856	не должен	2	1
857	одной стороны	3	1
858	мифологии в	1	1
859	часто в	1	1
860	которых я	1	1
861	в вие	1	1
862	есть подлинная	2	1
863	роскоши и	1	1
864	миф о	2	1
865	его сердце	1	1
866	идею а	2	1
867	уже о	1	1
868	подлинная сущность	1	1
869	теперь перед	1	1
870	сознания в	1	1
871	уже было	1	1
872	вообще как	1	1
873	в руках	1	1
874	с самой	1	1
875	когда весь	1	1
876	между двумя	1	1
877	об отношении	6	1
878	трактуется как	1	1
879	но они	2	1
880	не приходит	1	1
881	и превращающая	1	1
882	в различных	2	1
883	и значение	1	1
884	изображается как	1	1
885	нужно быть	3	1
886	бытие на	1	1
887	душе его	1	1
888	в смысле	5	1
889	душу и	1	1
890	можно ли	3	1
891	не что	4	1
892	бы меня	1	1
893	с каких	1	1
894	является как	2	1
895	себе в	1	1
896	понять в	1	1
897	и начинает	2	1
898	всего что	1	1
899	всегда и	4	1
900	в прошлом	1	1
901	да именно	1	1
902	к ним	3	1
903	ничего этого	1	1
904	уже более	1	1
905	идея в	1	1
906	я с	1	1
907	еще нет	1	1
908	в голове	1	1
909	дает нам	2	1
910	мифов и	1	1
911	от реально	1	1
912	она ни	3	1
913	мы говорим	6	1
914	том чтобы	1	1
915	его слова	1	1
916	еще ничего	1	1
917	а только	5	1
918	в основу	1	1
919	быть в	5	1
920	на сцене	3	1
921	с этими	1	1
922	человек совершает	1	1
923	как я	3	1
924	нигде не	1	1
925	чего он	1	1
926	те и	1	1
927	есть только	9	1
928	теории и	1	1
929	сцену с	1	1
930	на одного	1	1
931	времени сходно	1	1
932	всех людей	1	1
933	бы ее	1	1
934	наглядно и	1	1
935	ни даже	1	1
936	на пришедшего	1	1
937	не изменяет	1	1
938	и мало	2	1
939	свое собственное	1	1
940	целую жизнь	3	1
941	любой другой	1	1
942	бытия а	1	1
943	своего развития	2	1
944	себе самом	2	1
945	и биографии	1	1
946	д все	2	1
947	первого взгляда	2	1
948	быстро что	1	1
949	и оба	1	1
950	реально и	1	1
951	только не	2	1
952	лошади или	1	1
953	него как	1	1
954	все его	3	1
955	высоты в	1	1
956	еще сложнее	1	1
957	к их	1	1
958	личности а	1	1
959	от его	1	1
960	что иное	4	1
961	и читатель	1	1
962	ужаса и	1	1
963	жизни так	1	1
964	как средство	1	1
965	есть одно	1	1
966	и вместе	2	1
967	имеет тот	1	1
968	что уже	3	1
969	есть форма	1	1
970	не буду	4	1
971	есть его	2	1
972	проявляется в	2	1
973	ни было	2	1
974	обвинение в	1	1
975	ночей в	1	1
976	него самого	1	1
977	дальнейшем но	1	1
978	родные и	1	1
979	т е	49	1
980	в бешенство	1	1
981	что такое	13	1
982	хотя на	1	1
983	не понимают	2	1
984	нелепо и	1	1
985	неизменно как	1	1
986	или иную	1	1
987	каком-то новом	1	1
988	временного потока	1	1
989	холод и	2	1
990	от такого	1	1
991	сколько бы	1	1
992	бы что	1	1
993	как можно	2	1
994	в будущем	1	1
995	как же	8	1
996	мы на	2	1
997	положение и	1	1
998	это так?	1	1
999	время во	1	1
1000	как результат	2	1
1001	черты как	1	1
1002	и говорит	1	1
1003	сказал что	3	1
1004	всех его	1	1
1005	в идее	2	1
1006	будто бы	3	1
1007	что за	1	1
1008	это мы	6	1
1009	в день	1	1
1010	всегда чрезвычайно	1	1
1011	идеи если	1	1
1012	из уст	1	1
1013	это является	1	1
1014	слово и	1	1
1015	здесь же	1	1
1016	из трех	1	1
1017	самый принцип	1	1
1018	характер и	1	1
1019	и начинаем	1	1
1020	учение о	11	1
1021	между ними	1	1
1022	встречается в	1	1
1023	время как	7	1
1024	и она	1	1
1025	всеми его	1	1
1026	и перед	1	1
1027	он мыслит	1	1
1028	с женщиной	1	1
1029	я скажу	2	1
1030	нет нужды	1	1
1031	если я	1	1
1032	уже давно	2	1
1033	зрения и	2	1
1034	и жизнь	2	1
1035	я понял	1	1
1036	века в	1	1
1037	без которой	1	1
1038	о которых	2	1
1039	больше всего	2	1
1040	в последнем	1	1
1041	же касается	1	1
1042	себе и	5	1
1043	самое реальное	1	1
1044	квартиры в	1	1
1045	не узнал	2	1
1046	это тоже	1	1
1047	на себе	3	1
1048	что их	2	1
1049	он чувствовал	3	1
1050	в других	1	1
1051	кто из	1	1
1052	вопроса о	1	1
1053	той или	11	1
1054	я был	3	1
1055	сказал он	1	1
1056	исторической эпохи	2	1
1057	на которую	1	1
1058	остается в	1	1
1059	говорится в	1	1
1060	реальная действительность	1	1
1061	мы же	1	1
1062	не самый	2	1
1063	о происхождении	1	1
1064	мы можем	5	1
1065	весь мир	2	1
1066	от себя	1	1
1067	это вполне	1	1
1068	возникает из	1	1
1069	лишь ее	1	1
1070	в вечность	1	1
1071	могли помочь	1	1
1072	не выше	1	1
1073	дает свой	1	1
1074	не содержится	1	1
1075	не хочешь	1	1
1076	действие в	1	1
1077	не видят	1	1
1078	взятая в	2	1
1079	на другой	1	1
1080	так быстро	1	1
1081	с какой	5	1
1082	и собственно	1	1
1083	на весь	1	1
1084	ведь тоже	1	1
1085	или же	1	1
1086	всех как	1	1
1087	абсолютная необходимость	1	1
1088	в развитии	1	1
1089	однако эта	1	1
1090	что эта	5	1
1091	и символа	3	1
1092	нужно сказать	1	1
1093	через нее	1	1
1094	хотя в	3	1
1095	явлений это	1	1
1096	вспомним что	1	1
1097	можно было	5	1
1098	таково же	4	1
1099	почти всегда	4	1
1100	который мы	1	1
1101	в нас	2	1
1102	бы уже	1	1
1103	выражается в	1	1
1104	мы но	1	1
1105	перед лицом	2	1
1106	что смысл	3	1
1107	от своего	1	1
1108	ни о	5	1
1109	также и	7	1
1110	что бы	1	1
1111	его голову	1	1
1112	над ним	1	1
1113	как один	2	1
1114	литературы и	1	1
1115	или иное	5	1
1116	времени но	2	1
1117	и пространство	1	1
1118	их и	1	1
1119	не раз	2	1
1120	без идеи	1	1
1121	почему же	2	1
1122	чем она	2	1
1123	и событий	1	1
1124	личность человека	1	1
1125	такое суждение	1	1
1126	это вовсе	2	1
1127	общего с	6	1
1128	главным образом	2	1
1129	два года	1	1
1130	всегда не	1	1
1131	свете есть	1	1
1132	женился на	1	1
1133	деле же	2	1
1134	надо очень	1	1
1135	не заметить	1	1
1136	на высоте	1	1
1137	об этих	1	1
1138	деле это	1	1
1139	значило бы	2	1
1140	если они	1	1
1141	повседневной жизни	2	1
1142	представление об	1	1
1143	применима к	1	1
1144	чувств и	1	1
1145	сказать о	1	1
1146	это совершенно	1	1
1147	же необходимо	1	1
1148	я делаю	1	1
1149	основе всех	1	1
1150	случае это	1	1
1151	чтобы не	6	1
1152	как некие	1	1
1153	в какой-то	1	1
1154	не остается	2	1
1155	одного и	1	1
1156	сливаются в	2	1
1157	еще одно	1	1
1158	о внешнем	1	1
1159	а более	3	1
1160	с неба	1	1
1161	можно только	4	1
1162	на месте	1	1
1163	самих себе	1	1
1164	в особенности	6	1
1165	к сожалению	2	1
1166	психологические и	1	1
1167	мире и	3	1
1168	как еще	1	1
1169	то время	3	1
1170	в бесконечность	2	1
1171	и возможно	1	1
1172	мировая история	1	1
1173	том смысле	4	1
1174	я уже	2	1
1175	и реальным	1	1
1176	и этот	1	1
1177	приближается к	1	1
1178	его собственное	1	1
1179	нечто внешнее	1	1
1180	которой не	3	1
1181	он только	1	1
1182	во власти	1	1
1183	внешнего и	1	1
1184	оно было	1	1
1185	мы получаем	4	1
1186	вечность ибо	3	1
1187	я никогда	3	1
1188	и философии	2	1
1189	скажу что	1	1
1190	связанное с	1	1
1191	она дана	1	1
1192	и из	6	1
1193	никак не	6	1
1194	и опять-таки	1	1
1195	здесь он	1	1
1196	мы замечаем	2	1
1197	он на	2	1
1198	причинное объяснение	1	1
1199	в живых	1	1
1200	и мучений	1	1
1201	к выводу	2	1
1202	лишь из	1	1
1203	жизненное событие	1	1
1204	случае гораздо	1	1
1205	это есть	13	1
1206	том и	1	1
1207	за это	1	1
1208	не на	1	1
1209	самая обыкновенная	1	1
1210	только еще	2	1
1211	его образ	1	1
1212	каждый раз	1	1
1213	от их	2	1
1214	оно не	2	1
1215	дело было	1	1
1216	сходно с	1	1
1217	есть лишь	1	1
1218	от идеи	2	1
1219	с ней	2	1
1220	в наших	1	1
1221	его собственная	1	1
1222	это положение	1	1
1223	пространство и	1	1
1224	мы начинаем	1	1
1225	что угодно	2	1
1226	с г	1	1
1227	учения о	2	1
1228	от бога	3	1
1229	но вот	5	1
1230	же о	1	1
1231	и действительно	1	1
1232	времени не	1	1
1233	особенно к	1	1
1234	смех в	1	1
1235	что это?	2	1
1236	из тех	1	1
1237	со страхом	1	1
1238	это та	1	1
1239	и они	3	1
1240	как не	4	1
1241	и так	2	1
1242	и просто	1	1
1243	связанные с	3	1
1244	хочет быть	2	1
1245	мать ли	1	1
1246	себя и	1	1
1247	нас интересует	1	1
1248	в мистическом	1	1
1249	который не	2	1
1250	подлинного бытия	1	1
1251	в душу	4	1
1252	эта последняя	1	1
1253	этом его	1	1
1254	возникает вопрос	1	1
1255	ничего нет	1	1
1256	нет в	1	1
1257	ничего общего	4	1
1258	что вообще	1	1
1259	сейчас же	3	1
1260	нельзя молиться	1	1
1261	и умирает	1	1
1262	говорят об	1	1
1263	этого движения	1	1
1264	в любой	1	1
1265	все они	2	1
1266	нечто более	1	1
1267	бросается в	1	1
1268	еще и	4	1
1269	принимают за	1	1
1270	этом пункте	1	1
1271	чем же	1	1
1272	бы и	4	1
1273	истории не	1	1
1274	акт в	1	1
1275	механизм в	1	1
1276	а если	1	1
1277	весь человек	1	1
1278	язык и	1	1
1279	когда мы	3	1
1280	тех же	1	1
1281	годунов и	1	1
1282	и везде	1	1
1283	где есть	3	1
1284	ибо не	1	1
1285	то и	3	1
1286	и между	1	1
1287	да еще	1	1
1288	ибо эта	1	1
1289	изображения и	1	1
1290	не знаю	3	1
1291	убеждение в	1	1
1292	это то	1	1
1293	том как	1	1
1294	не быть	3	1
1295	характер не	1	1
1296	более важную	1	1
1297	мировоззрение которое	1	1
1298	но лишь	4	1
1299	человека от	2	1
1300	он просто	1	1
1301	слова и	1	1
1302	личности но	1	1
1303	развития и	2	1
1304	время есть	6	1
1305	всего на	1	1
1306	для меня	5	1
1307	идея не	1	1
1308	вывод что	2	1
1309	вступает в	1	1
1310	что также	1	1
1311	и ему	2	1
1312	пыль и	1	1
1313	говорят что	4	1
1314	внимания на	1	1
1315	люди не	1	1
