N	3gram	Losev_Vesc	Vladivir
137	вопрос об отношении	1	2
138	что это есть	3	2
139	а так как	2	2
140	еще и в	1	2
141	но и здесь	1	2
142	да и в	1	2
143	один и тот	1	2
144	а следовательно и	2	2
145	как это было	1	2
146	независимо от того	1	2
147	только в виде	1	2
148	и того что	1	2
149	не было ни	2	2
150	тех кто не	1	2
151	но в то	1	2
152	том что и	1	2
153	одно и то	5	2
154	и то же	5	2
155	да и то	1	2
156	в этом случае	1	2
157	есть прежде всего	4	2
158	для него это	1	2
159	при таких условиях	1	2
160	вещи в себе	1	2
161	с тем что	1	2
162	то обстоятельство что	1	2
163	и все же	1	2
164	для него только	1	2
165	как и прежде	1	2
166	то что мы	3	2
167	это и есть	4	2
168	может быть и	1	2
169	он не охватывает	1	1
170	раз навсегда и	2	1
171	общего ни с	1	1
172	распадается на отдельные	1	1
173	если она хочет	1	1
174	и сам разум	1	1
175	невозможно было бы	2	1
176	в самом начале	1	1
177	то и в	1	1
178	такую категорию и	1	1
179	бы и не	1	1
180	и как бы	1	1
181	все то что	2	1
182	смысла и больше	1	1
183	ни тем более	2	1
184	как будто бы	1	1
185	все дело заключается	1	1
186	сводится к учению	1	1
187	и термины которые	1	1
188	не только то	1	1
189	это вовсе еще	1	1
190	не иначе как	1	1
191	и для всего	1	1
192	в целом однако	1	1
193	конечно ни в	1	1
194	не то в	1	1
195	и в философии	1	1
196	бога и мира	1	1
197	в себе в	4	1
198	мы и подходим	1	1
199	и даже не	3	1
200	каком случае не	2	1
201	совершенно ясно и	1	1
202	не может остановиться	1	1
203	в той же	1	1
204	мы видим что	2	1
205	и от всякого	1	1
206	я не стану	1	1
207	что она была	1	1
208	но и самая	1	1
209	как мы говорили	1	1
210	содержат в себе	1	1
211	является не просто	1	1
212	не в этом	1	1
213	совсем другое дело	1	1
214	и в результате	1	1
215	было бы вообще	1	1
216	но и то	1	1
217	то что является	4	1
218	она должна быть	2	1
219	входя в подробности	1	1
220	и подходим к	1	1
221	того и у	1	1
222	взятый сам по	1	1
223	есть не только	2	1
224	быть речи о	1	1
225	отрывки из которых	1	1
226	с вопросом о	1	1
227	вещей но это	1	1
228	а тем не	3	1
229	дело не в	1	1
230	и ни на	1	1
231	прежде всего не	1	1
232	было также и	1	1
233	с самого же	1	1
234	указывает на то	3	1
235	для этого нужно	2	1
236	мог бы мыслить	1	1
237	что все это	1	1
238	в котором и	1	1
239	крайней мере в	2	1
240	и что она	2	1
241	не значит что	1	1
242	то что есть	1	1
243	и многих других	1	1
244	вполне может считаться	1	1
245	потому что она	1	1
246	но если оно	1	1
247	тот же самый	1	1
248	уже по одному	1	1
249	случае не может	1	1
250	в с а	1	1
251	кроме того что	1	1
252	ничего не было	1	1
253	легко и быстро	1	1
254	самого же начала	1	1
255	т д в	1	1
256	в каком случае	4	1
257	то что можно	1	1
258	одной из самых	1	1
259	не потому что	5	1
260	но что такое	4	1
261	есть она сама	2	1
262	чего бы то	2	1
263	уже не мог	1	1
264	нужно было бы	2	1
265	того что в	1	1
266	но ясно что	1	1
267	с этой стороны	1	1
268	потому что он	1	1
269	никуда не годится	2	1
270	и рационализм и	1	1
271	о чем не	1	1
272	резко отличается от	1	1
273	нельзя было сказать	1	1
274	всего прочего и	2	1
275	и не с	2	1
276	есть для меня	1	1
277	жизни несмотря на	1	1
278	отрыве от всего	1	1
279	есть не больше	1	1
280	нет не только	1	1
281	это было в	1	1
282	собственно говоря совсем	1	1
283	же самое время	1	1
284	а за ними	1	1
285	в ней не	1	1
286	здесь как и	1	1
287	значит что мы	6	1
288	имеет дело с	1	1
289	нужно сказать что	2	1
290	как бы мы	1	1
291	и что они	3	1
292	не входя в	1	1
293	не может существовать	1	1
294	каждой из этих	1	1
295	то что для	1	1
296	знания и бытия	1	1
297	то же самое	1	1
298	сама по себе	7	1
299	к самому себе	1	1
300	сказать даже больше	2	1
301	не имеют никакого	1	1
302	с тех пор	1	1
303	заключается не в	2	1
304	но все же	2	1
305	бы его ни	1	1
306	заслуживает специального рассмотрения	1	1
307	той или другой	3	1
308	но что значит	1	1
309	них мы не	1	1
310	о том как	4	1
311	а это значит	1	1
312	никак не может	1	1
313	только тогда когда	2	1
314	отношения ни к	1	1
315	он все же	1	1
316	тоже никуда не	1	1
317	не мог бы	2	1
318	тут же в	1	1
319	материю и в	1	1
320	говорит только о	1	1
321	мы имеем дело	2	1
322	а в с	1	1
323	и это есть	1	1
324	связи с вопросом	1	1
325	может остановиться на	1	1
326	оно нисколько не	1	1
327	в смысле метода	1	1
328	том как эта	1	1
329	и ни с	2	1
330	в ней нет	1	1
331	еще не был	1	1
332	именно в смысле	1	1
333	только в своем	1	1
334	что собственно говоря	1	1
335	равно как и	4	1
336	не имеющих никакого	1	1
337	в истории и	1	1
338	одного живого существа	1	1
339	и говорить о	1	1
340	по существу своему	1	1
341	и во всяком	1	1
342	только в очень	1	1
343	прежде всего на	1	1
344	бытия в целом	1	1
345	и только в	1	1
346	но и в	1	1
347	не может идти	1	1
348	не дается в	1	1
349	в том смысле	1	1
350	с этой точки	3	1
351	необходимо сказать даже	1	1
352	да будет позволено	1	1
353	уже не будет	3	1
354	только в то	1	1
355	ни в какой	1	1
356	в одно целое	1	1
357	не может и	2	1
358	в другом смысле	2	1
359	не есть только	5	1
360	том что это	1	1
361	и рационалистическая метафизика	1	1
362	но не просто	1	1
363	все же это	1	1
364	что не только	1	1
365	как раз этим	1	1
366	какой бы то	1	1
367	однако и здесь	1	1
368	не содержит никаких	1	1
369	с которой мы	1	1
370	может быть речи	1	1
371	и не было	1	1
372	от нас в	1	1
373	это не только	1	1
374	в основе своей	2	1
375	того что мы	1	1
376	и что все	1	1
377	только логика и	1	1
378	понимать учение о	1	1
379	и даже с	1	1
380	и в особенности	1	1
381	отчет во всех	1	1
382	только и можно	1	1
383	и для всех	1	1
384	религии потому что	1	1
385	но что это	1	1
386	и кроме того	2	1
387	ничего общего ни	1	1
388	и в сфере	1	1
389	говоря совсем не	1	1
390	то и другое	6	1
391	и что дает	1	1
392	все же не	3	1
393	в своем инобытии	1	1
394	уже не может	3	1
395	нет ровно никакого	1	1
396	и даже вообще	1	1
397	не было бы	1	1
398	никакого отношения ни	1	1
399	если подойти к	1	1
400	стоит на точке	1	1
401	вовсе еще не	1	1
402	если оно не	3	1
403	того что и	1	1
404	но и все	1	1
405	мы натолкнемся на	1	1
406	а есть только	2	1
407	у того и	1	1
408	смысле этого слова	1	1
409	д до бесконечности	2	1
410	их может только	1	1
411	так что и	1	1
412	далеко не все	1	1
413	это совершенно неверно	1	1
414	то в ней	1	1
415	будучи в основе	1	1
416	и в котором	1	1
417	в отрыве от	3	1
418	но можно и	1	1
419	и если есть	1	1
420	от всего прочего	8	1
421	иной раз уже	1	1
422	и у другого	1	1
423	остановиться только на	1	1
424	самое большее что	1	1
425	и ничего не	1	1
426	но можно ли	1	1
427	только потому что	1	1
428	уже не просто	2	1
429	и все существующее	1	1
430	никого и ничего	1	1
431	было бы и	5	1
432	как раз в	2	1
433	и то и	1	1
434	не есть ни	12	1
435	есть только логика	1	1
436	мы о ней	1	1
437	тут как раз	1	1
438	а еще и	1	1
439	в результате такого	1	1
440	у него нет	1	1
441	в собственном смысле	3	1
442	с ним и	1	1
443	на точке зрения	1	1
444	общение между собою	1	1
445	случае мы не	1	1
446	т д до	2	1
447	в новое время	1	1
448	как и вся	1	1
449	для себя свое	1	1
450	в философии вообще	1	1
451	что я хочу	3	1
452	и без всякого	2	1
453	и в нем	1	1
454	то что я	2	1
455	он говорит о	1	1
456	знает что в	1	1
457	и не может	1	1
458	о них мы	1	1
459	вопрос о том	2	1
460	этой точки зрения	3	1
461	можно с полной	2	1
462	то можно с	1	1
463	главным образом на	1	1
464	и не только	6	1
465	того учение об	1	1
466	что в те	1	1
467	и тогда как	1	1
468	так как я	1	1
469	было ни в	1	1
470	оно может быть	1	1
471	было бы очень	1	1
472	но и для	1	1
473	никакого права говорить	1	1
474	мы не можем	3	1
475	ни о каком	2	1
476	потому что они	4	1
477	это было бы	1	1
