N	2gram	Bakhtin_Pr	Sovremen
521	они не	5	1
522	к концу	1	1
523	по себе	16	1
524	явлений и	1	1
525	он сам	5	1
526	оно может	2	1
527	не имеет	2	1
528	и могут	3	1
529	к этому	1	1
530	в такой	1	1
531	все более	1	1
532	там где	12	1
533	вся эта	1	1
534	в то	15	1
535	первое и	1	1
536	и только	3	1
537	функций в	2	1
538	один и	1	1
539	по своим	4	1
540	ли он	1	1
541	это совершенно	1	1
542	является только	1	1
543	только и	1	1
544	уже иначе	1	1
545	это направление	1	1
546	и следовательно	7	1
547	но это	6	1
548	для чего	1	1
549	независимо от	1	1
550	зрения с	1	1
551	но уже	1	1
552	и для	7	1
553	есть то	3	1
554	с ее	1	1
555	но самый	1	1
556	не из	3	1
557	для их	1	1
558	мы поставим	1	1
559	таким же	3	1
560	и это	8	1
561	входящих в	1	1
562	точка зрения	13	1
563	того же	3	1
564	все время	3	1
565	на кажущуюся	1	1
566	нет в	1	1
567	и если	2	1
568	не принимает	2	1
569	должен быть	1	1
570	и его	21	1
571	жизни не	2	1
572	и особенно	2	1
573	в первых	2	1
574	и становится	1	1
575	не давая	2	1
576	вовсе не	12	1
577	целого и	1	1
578	заставляя его	1	1
579	о том	5	1
580	сих пор	9	1
581	и вообще	1	1
582	мысли в	2	1
583	мы проследим	1	1
584	по крайней	2	1
585	а каждая	1	1
586	если уже	2	1
587	от различных	1	1
588	зрения и	5	1
589	и нет	6	1
590	к очень	1	1
591	к другому	6	1
592	сказать так	1	1
593	но конечно	1	1
594	человека и	2	1
595	к нему	11	1
596	никогда не	11	1
597	той или	1	1
