N	2gram	Nazirov_Tv	KulturaY
139	и здесь	2	11
140	из этих	1	11
141	и если	3	11
142	уже в	5	11
143	в их	5	11
144	в таких	2	11
145	в какой	1	11
146	или иной	1	11
147	в первом	3	10
148	в речи	1	10
149	как и	16	10
150	речь идет	1	10
151	так же	6	10
152	к этому	4	10
153	ту же	4	10
154	не просто	1	10
155	в то	23	10
156	вряд ли	2	10
157	со стороны	1	10
158	в письмах	3	10
159	с этим	2	10
160	бы и	1	10
161	тем более	1	10
162	того или	1	10
163	в нашей	2	10
164	тем самым	10	10
165	в своей	8	9
166	можно сказать	2	9
167	что все	4	9
168	xix века	13	9
169	в которой	5	9
170	рядом с	2	9
171	мы говорим	1	9
172	и есть	2	9
173	или иного	1	9
174	ни в	2	9
175	не имеет	2	9
176	но это	10	9
177	дает нам	1	9
178	и вот	2	9
179	то мы	1	9
180	ли не	3	9
181	но уже	2	9
182	на то	1	9
183	в целом	7	9
184	своего рода	7	8
185	в этих	2	8
186	но все	1	8
187	в первую	1	8
188	может служить	2	8
189	на практике	1	8
190	что они	3	8
191	по преимуществу	4	8
192	с одной	2	8
193	тому же	2	8
194	в таком	4	8
195	тому что	2	8
196	не есть	2	8
197	в чем	4	8
198	в своих	8	8
199	отнюдь не	9	8
200	мы видели	1	8
201	в статье	2	8
202	а потому	1	8
203	был бы	3	8
204	заключается в	1	8
205	да и	1	8
206	то и	1	8
207	что я	4	8
208	с его	12	8
209	на самом	3	8
210	и как	5	8
211	об этом	4	8
212	в частности	4	8
213	далеко не	3	8
214	и о	2	8
215	же в	1	8
216	что на	3	8
217	же и	2	7
218	например в	3	7
219	казалось бы	4	7
220	всякого рода	2	7
221	в котором	8	7
222	в одном	3	7
223	свою очередь	2	7
224	была бы	2	7
225	на том	2	7
226	внимание на	1	7
227	учение о	1	7
228	так сказать	4	7
229	к вопросу	1	7
230	а с	4	7
231	не значит	2	7
232	столь же	2	7
233	чуть ли	1	7
234	одной стороны	1	7
235	в процессе	3	7
236	и должно	2	7
237	с ним	4	7
238	никак не	1	7
239	сводится к	2	7
240	есть лишь	1	7
241	как о	1	7
242	с ними	3	7
243	и более	2	7
244	в свою	8	7
245	в истории	2	7
246	до конца	2	7
247	на этот	3	7
248	в самой	1	7
249	в поэзии	1	7
250	все равно	1	7
251	в г	1	7
252	не все	2	7
253	и потому	4	7
254	она не	2	7
255	не знает	2	7
256	когда он	4	7
257	только как	2	7
258	как он	1	7
259	язык в	1	7
260	только что	2	6
261	даже в	4	6
262	в соответствии	7	6
263	только для	2	6
264	отличается от	1	6
265	на этой	1	6
266	уже о	1	6
267	вообще и	1	6
268	что как	2	6
269	по поводу	1	6
270	гораздо более	2	6
271	мы знаем	2	6
272	в ее	3	6
273	не столько	4	6
274	той или	1	6
275	на этом	1	6
276	то или	1	6
277	или иное	1	6
278	я в	1	6
279	главным образом	1	6
280	его к	2	6
281	первую очередь	1	6
282	романа в	1	6
283	не на	1	6
284	оно не	1	6
285	если не	4	6
286	но только	3	6
287	перед нами	3	6
288	а если	1	6
289	роль в	2	6
290	на основе	1	6
291	когда в	1	6
292	что если	1	6
293	же время	18	6
294	в отличие	3	6
295	соответствии с	7	6
296	в сфере	2	6
297	в себе	3	6
298	что оно	2	6
299	данном случае	2	6
300	мы не	3	6
301	что с	2	6
302	или в	2	6
303	то это	2	6
304	как будто	5	6
305	отличие от	3	6
306	дело не	3	6
307	только то	1	6
308	чтобы не	1	6
309	приводит к	4	6
310	как к	2	6
311	на себя	2	6
312	нуждается в	2	6
313	же это	1	6
314	и к	1	5
315	очень много	1	5
316	еще более	3	5
317	формы в	1	5
318	нас в	1	5
319	но что	1	5
320	и даже	8	5
321	в духе	6	5
322	на которых	1	5
323	вопрос этот	1	5
324	и того	2	5
325	и научная	1	5
326	даже и	1	5
327	в другом	1	5
328	видеть что	1	5
329	связь между	1	5
330	превращается в	2	5
331	отметить что	1	5
332	и еще	2	5
333	вопросу о	1	5
334	могло бы	1	5
335	кроме того	1	5
336	точка зрения	2	5
337	не то	2	5
338	никогда не	13	5
339	и он	4	5
340	на протяжении	3	5
341	к себе	1	5
342	время в	3	5
343	чем в	1	5
344	живет и	1	5
345	в конце	5	5
346	я и	3	5
347	в двух	2	5
348	же касается	1	5
349	и у	3	5
350	у него	11	5
351	всего лишь	1	5
352	и является	1	5
353	бы уже	1	5
354	в современной	2	5
355	так что	4	5
356	всех этих	1	5
357	одного и	1	5
358	не так	5	5
359	в область	4	5
360	в отношении	1	5
361	к его	1	5
362	о котором	2	5
363	если можно	1	5
364	то он	1	5
365	и тогда	2	5
366	переход от	2	5
367	но если	4	5
368	на вопрос	1	5
369	а это	1	5
370	о нем	2	5
371	и от	8	5
372	мы находим	2	5
373	а на	1	5
374	но с	1	5
375	материал для	1	5
376	так в	1	5
377	по своему	1	5
378	только не	1	5
379	в конечном	4	5
380	и их	2	5
381	говорим о	1	5
382	мы должны	1	5
383	учения о	1	5
384	что можно	1	5
385	отношение к	1	5
386	и только	2	5
387	не надо	1	5
388	есть не	2	5
389	в возможности	1	4
390	еще раз	1	4
391	мы и	1	4
392	а вот	1	4
393	о чем	1	4
394	одно из	1	4
395	русским языком	1	4
396	мне кажется	1	4
397	представление о	9	4
398	конечном счете	4	4
399	о внутренней	1	4
400	а а	4	4
401	так например	3	4
402	как только	1	4
403	связано с	1	4
404	и где	1	4
405	к этой	1	4
406	к другой	1	4
407	вот почему	3	4
408	точно так	3	4
409	до того	1	4
410	так мы	2	4
411	и далее	4	4
412	всего этого	1	4
413	с большим	3	4
414	быть в	1	4
415	к которому	3	4
416	как я	1	4
417	не мог	3	4
418	из них	4	4
419	к нему	1	4
420	в году	22	4
421	его в	2	4
422	но он	3	4
423	не о	1	4
424	не говорит	1	4
425	что за	1	4
426	это есть	1	4
427	характер и	1	4
428	но ведь	2	4
429	между ними	1	4
430	же как	3	4
431	о которых	1	4
432	и это	2	4
433	в смысле	1	4
434	остается в	1	4
435	в каждом	4	4
436	ли это	2	4
437	эти слова	3	4
438	не дает	1	4
439	лишь что	1	4
440	или же	1	4
441	если б	1	4
442	если же	1	4
443	почти всегда	1	4
444	это действительно	1	4
445	как известно	3	4
446	что для	3	4
447	и все	6	4
448	пушкина и	1	4
449	и по	5	4
450	а главное	1	4
451	наше время	4	4
452	на деле	3	4
453	уже на	1	4
454	то в	2	4
455	это уже	7	4
456	здесь мы	2	4
457	на месте	1	4
458	связанные с	1	4
459	бы не	1	4
460	именно поэтому	1	4
461	в известном	2	4
462	из области	1	4
463	я говорю	1	4
464	все они	1	4
465	ни на	3	4
466	не имеют	4	4
467	и содержание	1	4
468	в современном	5	4
469	фраза из	1	4
470	для меня	1	4
471	а лишь	1	4
472	что вообще	1	4
473	мог бы	1	4
474	однако в	3	4
475	точку зрения	1	4
476	д и	1	4
477	но на	1	4
478	этой области	1	4
479	и было	1	4
480	свидетельствует о	2	4
481	о значении	1	4
482	что так	1	4
483	по словам	2	4
484	в виде	4	4
485	что ничего	1	4
486	в стороне	2	4
487	и без	2	4
488	на все	1	4
489	в такой	2	4
490	сразу же	1	4
491	к одному	2	4
492	нельзя не	1	4
493	одного из	3	4
494	такой же	4	4
495	говорить лишь	1	4
496	это в	3	4
497	ли в	2	4
498	не к	2	4
499	мы наблюдаем	2	3
500	и другие	4	3
501	можно встретить	1	3
502	тем как	1	3
503	мысли и	5	3
504	и рядом	2	3
505	по мере	2	3
506	вопрос об	1	3
507	жизнь в	2	3
508	из самых	1	3
509	из всего	1	3
510	не сказано	1	3
511	мы получаем	1	3
512	давно уже	2	3
513	в собственном	1	3
514	в одно	2	3
515	на эту	4	3
516	случайно и	1	3
517	знаем что	1	3
518	но мы	1	3
519	смысл этого	1	3
520	в дальнейшем	7	3
521	еще один	1	3
522	с гораздо	1	3
523	можно считать	1	3
524	этой почве	1	3
525	следовало бы	2	3
526	больше всего	1	3
527	но даже	1	3
528	построения в	1	3
529	за собой	4	3
530	говорит что	2	3
531	в свете	3	3
532	к ним	1	3
533	настоящее время	2	3
534	наряду с	6	3
535	на него	2	3
536	их сознания	1	3
537	все время	3	3
538	который в	4	3
539	от них	1	3
540	для этой	2	3
541	бы то	1	3
542	классической литературы	1	3
543	в большинстве	1	3
544	к жизни	4	3
545	не хватает	1	3
546	именно здесь	1	3
547	что его	4	3
548	одним из	6	3
549	одно только	1	3
550	не нужно	2	3
551	в других	1	3
552	чтобы мы	1	3
553	от себя	1	3
554	к слову	1	3
555	в целях	2	3
556	в наше	4	3
557	но зато	3	3
558	образом если	1	3
559	то ни	1	3
560	она была	1	3
561	именно потому	1	3
562	целом и	1	3
563	известном смысле	2	3
564	только с	3	3
565	о его	1	3
566	эпохи в	1	3
567	образом в	1	3
568	показывает что	5	3
569	во время	2	3
570	в него	2	3
571	русской классической	1	3
572	сплошь и	1	3
573	та же	4	3
574	если в	3	3
575	на западе	1	3
576	и свое	1	3
577	бы говорить	1	3
578	выше было	1	3
579	не принял	1	3
580	и делает	1	3
581	что у	5	3
582	и мы	1	3
583	в россии	5	3
584	в романе	24	3
585	и действительно	1	3
586	не понимают	1	3
587	не знать	2	3
588	том как	1	3
589	в стихах	2	3
590	его и	2	3
591	в прозе	1	3
592	традиции в	2	3
593	не знаю	1	3
594	и уже	1	3
595	с большой	5	3
596	тогда как	3	3
597	действия и	3	3
598	знает что	1	3
599	мне не	1	3
600	заметить что	1	3
601	нет и	1	3
602	он в	1	3
603	при котором	1	3
604	том же	3	3
605	школы с	1	3
606	русского литературного	1	3
607	в настоящее	1	3
608	с того	1	3
609	а что	2	3
610	в более	1	3
611	школы и	2	3
612	значение в	2	3
613	в первый	1	3
614	для него	9	3
615	естественно что	1	3
616	в устах	2	3
617	в основании	1	3
618	как у	3	3
619	из своих	1	3
620	таком случае	2	3
621	слова не	2	3
622	в противовес	1	3
623	нужна была	1	3
624	за этим	1	3
625	о характере	1	3
626	это еще	2	3
627	этом что	1	3
628	с той	1	3
629	этой цели	1	3
630	или даже	2	3
631	и дальше	1	3
632	и со	2	3
633	этого вопроса	2	3
634	и я	2	3
635	со своей	1	3
636	на его	4	3
637	с первого	1	3
638	как формы	1	3
639	предположить что	1	3
640	и эти	1	3
641	а как	2	3
642	так называемой	1	3
643	не по	3	3
644	конце концов	1	3
645	в искусстве	3	3
646	но она	2	3
647	противоречии с	1	3
648	же что	1	3
649	отказ от	1	3
650	в начале	2	3
651	признать что	1	3
652	за ними	1	3
653	а скорее	1	3
654	ряде случаев	1	3
655	стиля но	1	3
656	таким же	1	3
657	эпохи и	1	3
658	на ту	1	3
659	иное как	1	3
660	в память	1	3
661	более того	2	3
662	это указание	1	2
663	они имеют	2	2
664	он приходит	2	2
665	от него	2	2
666	в роде	1	2
667	отвечает на	1	2
668	которая в	1	2
669	в применении	1	2
670	из всех	5	2
671	или нет	1	2
672	новый оттенок	1	2
673	в принципе	5	2
674	внутренней форме	1	2
675	но сам	1	2
676	именем и	1	2
677	роман в	1	2
678	в день	1	2
679	приходит к	4	2
680	у пушкина	5	2
681	причин в	1	2
682	время как	1	2
683	мы были	1	2
684	вот что	1	2
685	от одной	2	2
686	ведет к	3	2
687	том или	1	2
688	в жизни	3	2
689	меня в	2	2
690	имеет место	1	2
691	к самому	1	2
692	только через	2	2
693	приходит в	1	2
694	выход из	1	2
695	достоевского и	5	2
696	поскольку он	1	2
697	у достоевского	51	2
698	а вместе	1	2
699	известно что	4	2
700	сам же	1	2
701	во все	1	2
702	темы и	1	2
703	было в	2	2
704	в основном	9	2
705	что однако	1	2
706	в действительности	1	2
707	что этот	2	2
708	применении к	1	2
709	имеет в	2	2
710	не должен	1	2
711	но эти	3	2
712	с такой	1	2
713	когда она	1	2
714	об отношении	1	2
715	из письма	1	2
716	и когда	2	2
717	и значение	1	2
718	и те	1	2
719	что еще	1	2
720	любви к	2	2
721	в глаза	2	2
722	пиковой дамы	1	2
723	отношения и	1	2
724	на наших	1	2
725	о тех	1	2
726	многие русские	2	2
727	а так	1	2
728	исходит из	1	2
729	в атмосфере	1	2
730	одна из	5	2
731	что само	1	2
732	в пользу	2	2
733	уже по	1	2
734	раз на	2	2
735	едва ли	2	2
736	в повествовании	1	2
737	по природе	6	2
738	хотелось бы	1	2
739	что иное	1	2
740	после чего	1	2
741	языком с	1	2
742	что сама	1	2
743	то у	3	2
744	ни было	1	2
745	на этих	2	2
746	и через	4	2
747	может оказаться	1	2
748	с другими	1	2
749	х годов	3	2
750	бы что	1	2
751	лежит в	1	2
752	русской литературы	3	2
753	стоило бы	1	2
754	первая часть	4	2
755	в несколько	1	2
756	и говорит	1	2
757	и приводит	2	2
758	традиции и	4	2
759	который по	1	2
760	и хорошо	1	2
761	он говорит	3	2
762	отправной пункт	1	2
763	себе не	3	2
764	человек в	1	2
765	к пушкину	1	2
766	одном из	2	2
767	письме к	1	2
768	в себя	3	2
769	что их	1	2
770	в противоречии	1	2
771	не был	4	2
772	и чего	1	2
773	над своими	1	2
774	в русской	5	2
775	но можно	1	2
776	не самый	1	2
777	их не	1	2
778	того в	1	2
779	это как	4	2
780	где с	1	2
781	не означает	4	2
782	не составляет	1	2
783	действие в	1	2
784	с какой	1	2
785	в быту	2	2
786	и проблема	1	2
787	и правильное	1	2
788	в случае	1	2
789	является его	1	2
790	не будет	2	2
791	своего времени	1	2
792	что эта	1	2
793	через которые	1	2
794	литературы и	1	2
795	совершенно справедливо	1	2
796	читать и	1	2
797	меняется и	1	2
798	а тем	1	2
799	на некоторые	1	2
800	равно как	1	2
801	с полным	1	2
802	своей известной	3	2
803	возможно что	1	2
804	это вовсе	1	2
805	слова из	2	2
806	общего с	1	2
807	его как	2	2
808	и др	2	2
809	к осознанию	3	2
810	так уж	1	2
811	и чтобы	1	2
812	вся эта	1	2
813	он стал	2	2
814	нет никаких	1	2
815	и самый	1	2
816	к сожалению	1	2
817	на жизнь	1	2
818	так ли	2	2
819	и против	2	2
820	а теперь	1	2
821	переходит в	2	2
822	в литературной	2	2
823	и наглядно	1	2
824	поэтому в	1	2
825	к действию	1	2
826	для них	2	2
827	случае гораздо	1	2
828	за это	1	2
829	я считаю	1	2
830	за что	1	2
831	должен был	2	2
832	от их	1	2
833	сами по	2	2
834	во что	2	2
835	с некоторыми	1	2
836	и одновременно	1	2
837	в моем	1	2
838	это положение	1	2
839	у читателя	2	2
840	он будет	1	2
841	чего стоит	1	2
842	подхода к	3	2
843	это время	2	2
844	справедливо указывает	2	2
845	и просто	1	2
846	которого не	2	2
847	нет в	1	2
848	ничего общего	1	2
849	это самое	1	2
850	который и	1	2
851	думать что	1	2
852	у нее	4	2
853	ассоциации и	1	2
854	чем же	1	2
855	не является	3	2
856	из элементов	1	2
857	еще на	1	2
858	на той	1	2
859	это все	2	2
860	с а	1	2
861	отношении к	2	2
862	у других	1	2
863	вслед за	2	2
864	большей частью	1	2
865	и до	2	2
866	внутренними и	1	2
867	в обществе	1	2
868	н а	1	2
869	потому и	1	2
870	имеем в	1	2
871	и а	1	2
872	начиная с	2	2
873	одной из	7	2
874	в глазах	2	2
875	на улице	1	2
876	правды и	1	2
877	всякий раз	2	2
878	не стоит	1	2
879	без особой	1	2
880	и возможно	1	2
881	не из	1	2
882	быть без	1	2
883	известной мере	2	2
884	связан с	4	2
885	тогда в	1	2
886	ответ на	1	2
887	пусть даже	1	2
888	в прямом	2	2
889	ниже не	1	2
890	на тех	1	2
891	это был	4	2
892	зависит от	4	2
893	том числе	1	2
894	наших глазах	1	2
895	от которого	1	2
896	для всего	1	2
897	он называет	1	2
898	он и	1	2
899	себя самого	1	2
900	новый тип	1	2
901	в литературе	4	2
902	ее в	3	2
903	не заметить	1	2
904	где он	2	2
905	интересно и	1	2
906	же не	2	2
907	а все	1	2
908	этот прием	1	2
909	по этому	1	2
910	это отношение	1	2
911	отказаться от	4	2
912	то к	1	2
913	печати и	1	2
914	о возможности	1	2
915	дело в	4	2
916	вот это	1	2
917	в ряде	1	2
918	представляет собою	2	2
919	нас к	1	2
920	является не	1	2
921	другом месте	1	2
922	повседневной жизни	1	2
923	не столь	1	2
924	это было	1	2
925	за год	1	2
926	не что	1	2
927	для которого	1	2
928	более широкое	1	2
929	путь к	1	2
930	в одной	5	2
931	русское слово	1	2
932	в эти	1	2
933	за то	2	2
934	же с	10	2
935	такие же	1	2
936	она должна	1	2
937	каждом из	1	2
938	в руки	2	2
939	что нужно	1	2
940	а самый	1	2
941	а по	3	2
942	мы снова	1	2
943	отношений между	2	2
944	каждый раз	1	2
945	для русского	1	2
946	и всякая	1	2
947	и часто	1	2
948	как правило	3	2
949	это казалось	1	2
950	связана с	2	2
951	внешние формы	1	2
952	выводов из	1	2
953	в большой	2	2
954	во многом	8	2
955	указывает на	2	2
956	от мысли	2	2
957	в ходе	1	2
958	сказать в	1	2
959	историческое содержание	1	2
960	а может	2	2
961	жизни и	3	2
962	для своих	1	2
963	и прежде	1	2
964	в силах	1	2
965	все более	2	2
966	эти два	1	2
967	может и	1	2
968	заявил что	2	2
969	в известной	4	2
970	можно только	1	2
971	более не	4	1
972	понимали и	1	1
973	смысле с	1	1
974	одно общее	1	1
975	и учение	1	1
976	был и	1	1
977	было показано	2	1
978	это утверждение	1	1
979	и возможностей	1	1
980	писателя и	1	1
981	это тот	1	1
982	что всегда	1	1
983	определенную цель	1	1
984	на эти	2	1
985	русской литературе	4	1
986	самого себя	1	1
987	с логикой	1	1
988	русского слова	2	1
989	сколько к	1	1
990	всей жизни	1	1
991	от января	1	1
992	под ним	1	1
993	эта идея	2	1
994	а у	1	1
995	рассуждения об	2	1
996	нет ли	1	1
997	всей русской	1	1
998	в анализе	1	1
999	это значит	1	1
1000	литературы а	1	1
1001	но интересно	1	1
1002	встретить и	1	1
1003	роман и	2	1
1004	это объяснение	1	1
1005	русская литература	1	1
1006	не зависит	1	1
1007	но тем	1	1
1008	говорит о	3	1
1009	сам автор	2	1
1010	вышла в	1	1
1011	и двух	1	1
1012	общения с	2	1
1013	всем и	1	1
1014	почему мы	1	1
1015	как литературный	1	1
1016	но смысл	1	1
1017	здесь необходимо	1	1
1018	о времени	4	1
1019	от этих	1	1
1020	но автор	1	1
1021	с собой	1	1
1022	в глубь	1	1
1023	ни слова	1	1
1024	предисловии к	1	1
1025	по европе	3	1
1026	характере этого	1	1
1027	связь с	3	1
1028	или во	1	1
1029	явно не	1	1
1030	стороне от	1	1
1031	вот некоторые	1	1
1032	и сам	5	1
1033	проблемы в	2	1
1034	и обновление	1	1
1035	поэтическая стилистика	1	1
1036	жизни своей	1	1
1037	что весь	1	1
1038	чем их	2	1
1039	приближаемся к	1	1
1040	говорят о	1	1
1041	и требует	1	1
1042	быта да	1	1
1043	к другим	1	1
1044	родной язык	1	1
1045	если он	4	1
1046	возникли в	1	1
1047	обнаженном виде	1	1
1048	форме в	1	1
1049	действия а	1	1
1050	наши рассуждения	1	1
1051	из этой	3	1
1052	с особым	2	1
1053	я могу	1	1
1054	я от	2	1
1055	автор в	1	1
1056	т i	1	1
1057	истории по	1	1
1058	цитату из	1	1
1059	через ту	1	1
1060	и двумя	1	1
1061	и внутренне	1	1
1062	показал что	1	1
1063	что по	1	1
1064	их в	1	1
1065	мысли о	1	1
1066	одновременно и	2	1
1067	борьбе и	1	1
1068	хорошо известные	1	1
1069	подлинный смысл	1	1
1070	его все	1	1
1071	теперь не	1	1
1072	но у	5	1
1073	организации этих	1	1
1074	другого то	1	1
1075	его личной	1	1
1076	к своим	1	1
1077	литературы с	1	1
1078	в письме	1	1
1079	поэтических форм	1	1
1080	на первый	1	1
1081	к объекту	1	1
1082	относиться к	1	1
1083	даже с	1	1
1084	не прав	1	1
1085	г в	2	1
1086	самого начала	3	1
1087	в среду	1	1
1088	у которых	1	1
1089	на философию	1	1
1090	моменты которые	1	1
1091	перестает быть	1	1
1092	и последнего	1	1
1093	как справедливо	1	1
1094	в центр	1	1
1095	дня и	2	1
1096	знал что	1	1
1097	выше мы	1	1
1098	то этот	1	1
1099	которой он	2	1
1100	эта связь	1	1
1101	стал бы	1	1
1102	нас и	1	1
1103	по возможности	1	1
1104	говорил пушкин	1	1
1105	все свои	1	1
1106	только эта	1	1
1107	часто в	1	1
1108	люди на	1	1
1109	не имею	1	1
1110	д в	3	1
1111	и уж	1	1
1112	оно могло	1	1
1113	которых я	1	1
1114	все тот	1	1
1115	можно пойти	1	1
1116	же порядка	1	1
1117	резко отличен	1	1
1118	с другим	3	1
1119	аргументом в	2	1
1120	времени в	13	1
1121	вопроса об	1	1
1122	в этот	3	1
1123	своим собственным	1	1
1124	к своей	1	1
1125	построение и	1	1
1126	не встречается	1	1
1127	если так	1	1
1128	как образчик	1	1
1129	мы все	1	1
1130	только на	2	1
1131	вот его	1	1
1132	русской действительности	1	1
1133	эта система	1	1
1134	злобой дня	1	1
1135	имеют смысл	1	1
1136	него было	1	1
1137	претендовать на	1	1
1138	было то	1	1
1139	достоевский в	7	1
1140	укладываются в	1	1
1141	начале xix	1	1
1142	относит к	1	1
1143	с вечным	1	1
1144	от своей	1	1
1145	имеют для	1	1
1146	их для	1	1
1147	с законами	1	1
1148	является как	1	1
1149	в иерусалим	1	1
1150	перейдем от	1	1
1151	характерной для	1	1
1152	социальной действительности	2	1
1153	перед ним	1	1
1154	бы лишены	1	1
1155	но этот	2	1
1156	на ней	2	1
1157	то чтобы	1	1
1158	пока еще	1	1
1159	как никто	1	1
1160	среди них	1	1
1161	совершенно ясна	1	1
1162	у себя	1	1
1163	в средство	1	1
1164	нас на	1	1
1165	только возможности	1	1
1166	тезис о	1	1
1167	него не	1	1
1168	и притом	2	1
1169	когда человек	2	1
1170	еще ничего	1	1
1171	стал у	1	1
1172	над этим	1	1
1173	а сам	1	1
1174	в основу	1	1
1175	стоит обратить	1	1
1176	и читать	1	1
1177	как от	1	1
1178	есть по	1	1
1179	во всей	2	1
1180	все без	1	1
1181	любого из	1	1
1182	как результат	1	1
1183	теории и	1	1
1184	году и	1	1
1185	это прежде	3	1
1186	он сам	8	1
1187	чертами в	1	1
1188	он живет	2	1
1189	жизни есть	1	1
1190	с темой	2	1
1191	себя все	1	1
1192	к этим	1	1
1193	понимании это	1	1
1194	прочим в	1	1
1195	кладбища и	1	1
1196	себя в	3	1
1197	за годы	1	1
1198	ни даже	1	1
1199	это своего	1	1
1200	о первой	1	1
1201	к решению	1	1
1202	намек на	2	1
1203	проблемы поэтики	4	1
1204	и впечатления	1	1
1205	все мы	1	1
1206	д все	1	1
1207	п эта	1	1
1208	во всех	2	1
1209	влияние на	3	1
1210	мы видим	3	1
1211	все его	1	1
1212	этой задачи	1	1
1213	заботиться о	2	1
1214	известной книге	2	1
1215	не противоречит	2	1
1216	приятелей и	1	1
1217	к их	1	1
1218	же роль	1	1
1219	так можно	1	1
1220	человеку не	1	1
1221	а наоборот	1	1
1222	хочет быть	1	1
1223	аргумент в	1	1
1224	известной статье	2	1
1225	толстого и	1	1
1226	в действии	2	1
1227	как средство	1	1
1228	какая нужна	1	1
1229	в дневнике	3	1
1230	гораздо существеннее	1	1
1231	в братьях	6	1
1232	так я	1	1
1233	есть одно	1	1
1234	такого рода	1	1
1235	первый раз	1	1
1236	к жене	1	1
1237	не буду	1	1
1238	это я	2	1
1239	он упоминает	1	1
1240	в моей	1	1
1241	элементов и	1	1
1242	традиция в	1	1
1243	указывающий на	1	1
1244	пушкина на	1	1
1245	от среды	1	1
1246	выводы этот	1	1
1247	на поверхность	1	1
1248	в недрах	1	1
1249	по мнению	4	1
1250	после этого	1	1
1251	чем у	2	1
1252	к необходимости	1	1
1253	или иную	1	1
1254	отказывается от	2	1
1255	не обладает	1	1
1256	и развитие	1	1
1257	совмещается с	1	1
1258	г а	3	1
1259	конкретного действия	1	1
1260	содержания как	1	1
1261	тех кого	1	1
1262	ли и	1	1
1263	крестьян и	1	1
1264	или очень	1	1
1265	к чему	1	1
1266	сквозь эту	1	1
1267	то чтоб	1	1
1268	экономии и	1	1
1269	вообще в	1	1
1270	цитаты из	1	1
1271	это мы	1	1
1272	следует рассматривать	1	1
1273	кроме своих	1	1
1274	как его	1	1
1275	с представлением	1	1
1276	бы самым	1	1
1277	откуда же	1	1
1278	из уст	1	1
1279	xviii века	2	1
1280	государства и	1	1
1281	xx века	3	1
1282	у тургенева	2	1
1283	он дал	1	1
1284	как говорит	1	1
1285	как видим	1	1
1286	лишь на	1	1
1287	ищет в	1	1
1288	несравненно более	4	1
1289	из главных	2	1
1290	и перед	1	1
1291	воспоминаниях и	1	1
1292	не отрицал	2	1
1293	мере я	1	1
1294	зрения и	1	1
1295	д такое	1	1
1296	между собой	2	1
1297	связанным с	1	1
1298	например как	1	1
1299	в эту	1	1
1300	известным и	1	1
1301	речи или	1	1
1302	и первый	1	1
1303	вводит в	1	1
1304	действительности и	3	1
1305	совершенно прав	1	1
1306	ли что	1	1
1307	чтобы его	1	1
1308	не имел	1	1
1309	я был	1	1
1310	войне и	2	1
1311	вероятно это	1	1
1312	средства выражения	1	1
1313	необходимое условие	1	1
