N	3gram	Tiupa_Hudo	Psycholo
209	имеем дело с	1	2
210	она его любит	1	1
211	но то что	1	1
212	в самом центре	1	1
213	никакого отношения но	1	1
214	это могло бы	1	1
215	на деле не	1	1
216	в чем не	1	1
217	одной стороны жизнь	1	1
218	они были бы	1	1
219	сознаться что он	1	1
220	исследователя в том	1	1
221	при этом что	1	1
222	на него с	1	1
223	все той же	1	1
224	теории литературы и	1	1
225	она могла бы	1	1
226	за последние десятилетия	1	1
227	казалось бы совершенно	1	1
228	о чем не	1	1
229	не понимаю его	1	1
230	с толстым в	1	1
231	обе эти тенденции	1	1
232	для чего это	1	1
233	то как мы	1	1
234	в действительности же	2	1
235	как нам кажется	1	1
236	от сна и	1	1
237	и только когда	1	1
238	том числе и	1	1
239	между этими двумя	1	1
240	это же самое	1	1
241	все что угодно	1	1
242	мы узнаем что	2	1
243	не любит а	1	1
244	точки зрения в	1	1
245	свою судьбу в	1	1
246	и представлений с	1	1
247	будем признать что	1	1
248	имели дело с	1	1
249	не только на	1	1
250	только один из	1	1
251	герой и героиня	1	1
252	и каждый из	1	1
253	во времени и	1	1
254	но все же	2	1
255	вот и все	1	1
256	уже говорили о	1	1
257	сказывается и в	1	1
258	потому что именно	1	1
259	едва ли может	1	1
260	автора и читателя	1	1
261	столь же мало	2	1
262	при таком взгляде	1	1
263	людей а не	1	1
264	уже одно это	2	1
265	принципиальное различие между	1	1
266	начнем с рассказа	1	1
267	здесь речь идет	1	1
268	и потому не	1	1
269	а также и	1	1
270	того что у	1	1
271	того что он	1	1
272	между романом и	1	1
273	раз в том	1	1
274	понятий и представлений	1	1
275	не имеют никакого	1	1
276	тем что когда	1	1
277	никогда не бывает	1	1
278	говорит о своей	1	1
279	как мы знаем	1	1
280	нам о том	1	1
281	и ему не	1	1
282	с того что	2	1
283	они и в	2	1
284	полагает что все	1	1
285	и что на	1	1
286	на том что	2	1
287	в себе и	1	1
288	что было на	1	1
289	связи с этим	2	1
290	случае если оно	1	1
291	в этом и	2	1
292	когда мы узнаем	1	1
293	уже не может	1	1
294	другим и это	1	1
295	в одной из	1	1
296	остановимся на вопросе	1	1
297	все та же	2	1
298	у нее нет	1	1
299	как это обычно	1	1
300	что она в	1	1
301	что если бы	1	1
302	что человек есть	1	1
303	вне всякого сомнения	1	1
304	мысли и воображения	1	1
305	в себе ту	1	1
306	следует отличать от	1	1
307	в первую очередь	2	1
308	мы ничего не	1	1
309	в ней есть	1	1
310	о нем он	1	1
311	та или иная	4	1
312	том смысле как	1	1
313	как все это	1	1
314	как живых людей	1	1
315	не впадая в	1	1
316	проблемы мы считаем	1	1
317	при переходе от	1	1
318	но как только	1	1
319	в своем воображении	1	1
320	для него было	1	1
321	ни в чем	1	1
322	и у всех	1	1
323	если бы не	2	1
324	из виду что	1	1
325	должны в первую	1	1
326	в этой главе	1	1
327	сравнивает себя с	1	1
328	когда мы уже	1	1
329	в самом начале	1	1
330	которое никак не	1	1
331	ясно что для	1	1
332	в письме к	1	1
333	что они имели	1	1
334	в этих двух	1	1
335	ему казалось что	2	1
336	ни с какой	2	1
337	и поэтому не	1	1
338	и в сердце	1	1
339	в том числе	1	1
340	т п не	1	1
341	во что бы	1	1
342	и т.д однако	1	1
343	жизнь в ее	1	1
344	он видел ее	1	1
345	как мы помним	1	1
346	заметить что этот	1	1
347	как например в	1	1
348	и не могла	1	1
349	на которых мы	1	1
350	а также в	1	1
351	случайное и бессмысленное	1	1
352	произведения и в	1	1
353	не похожи на	1	1
354	это то чего	1	1
355	ни о чем	3	1
356	т п нет	1	1
357	могло бы быть	1	1
358	между собой не	1	1
359	этом не только	1	1
360	и в то	2	1
361	говорится в этой	1	1
362	и в других	1	1
363	не могло быть	1	1
364	знать об этом	1	1
365	в нем не	1	1
366	произведение искусства в	1	1
367	не было ничего	1	1
368	не имеет ничего	1	1
369	это не та	1	1
370	которая может быть	1	1
371	несмотря на свой	2	1
372	а не в	1	1
373	бы место в	1	1
374	даже не в	1	1
375	без другого не	1	1
376	так что можно	1	1
377	на вопросе о	1	1
378	и об этом	1	1
379	не более чем	2	1
380	и состоит что	1	1
381	что на деле	1	1
382	о том чтобы	1	1
383	было бы так	1	1
384	по своему содержанию	1	1
385	у которого нет	1	1
386	и герой и	1	1
387	в одной фразе	1	1
388	то ни стало	1	1
389	до известной степени	1	1
390	к такого рода	2	1
391	в течение всей	1	1
392	на другой день	1	1
393	который никогда не	1	1
394	мы читаем что	1	1
395	особенно в его	1	1
396	с того момента	1	1
397	речь идет об	1	1
398	в русской литературе	3	1
399	зачем я это	1	1
400	принадлежит к числу	1	1
401	бы можно было	1	1
402	как он сам	2	1
403	произведение не в	1	1
404	в свое время	1	1
405	ту или иную	2	1
406	что же касается	2	1
407	самом деле не	1	1
408	речь в данном	1	1
409	что все они	1	1
410	героя и это	1	1
411	же ошибочно как	1	1
412	с толстым когда	1	1
413	чтобы ответить на	1	1
414	и которая не	1	1
415	в первой половине	2	1
416	он не нуждается	1	1
417	в зеркале в	1	1
418	нельзя не согласиться	1	1
419	при этом один	1	1
420	и как будто	1	1
421	согласиться с толстым	1	1
422	для нее было	1	1
423	что бы то	1	1
424	и потом как	1	1
425	имеют никакого отношения	1	1
426	узком смысле слова	1	1
427	ли может быть	1	1
428	из народной жизни	1	1
429	лежит у нее	1	1
430	в известном смысле	1	1
431	и с ее	1	1
432	при этом мы	1	1
433	человек весь в	1	1
434	объясняется тем что	1	1
435	и тот и	2	1
436	мы не знаем	1	1
437	т п эта	1	1
438	быть сказано о	1	1
439	в других людях	1	1
440	что на этом	2	1
441	этот смысл в	1	1
442	не сводится к	1	1
443	он берет в	1	1
444	к той же	1	1
445	на первый взгляд	1	1
446	это отнюдь не	1	1
447	а для того	1	1
448	как к источнику	1	1
449	в таком же	1	1
450	и о которой	1	1
451	едва ли можно	1	1
452	к себе и	2	1
453	что несмотря на	1	1
454	к жизни и	3	1
