N	2gram	Tiupa_Anal	Vvedenie
521	в краткой	1	1
522	всего в	3	1
523	были бы	1	1
524	путь не	1	1
525	иначе говоря	17	1
526	то в	2	1
527	не мешает	1	1
528	обращена к	1	1
529	только тогда	1	1
530	утверждать что	1	1
531	связи и	1	1
532	и составляет	2	1
533	какой-либо одной	1	1
534	язык может	1	1
535	на данные	1	1
536	все что	3	1
537	также его	1	1
538	взгляд на	2	1
539	мы видим	1	1
540	новейшее время	1	1
541	короче говоря	1	1
542	человека к	4	1
543	та же	1	1
544	за ним	2	1
545	обратно в	1	1
546	обоих этих	1	1
547	смысле что	1	1
548	она и	1	1
549	собой хотя	1	1
550	они не	1	1
551	может не	2	1
552	к человеку	1	1
553	и составляют	1	1
554	бы то	3	1
555	заключенное в	1	1
556	сообщениями о	1	1
557	сказано о	1	1
558	научной дисциплины	1	1
559	чтобы быть	1	1
560	прямо говорит	1	1
561	своему содержанию	1	1
562	его из	1	1
563	которая в	3	1
564	время и	1	1
565	своего собственного	2	1
566	как к	2	1
567	от природы	1	1
568	том числе	3	1
569	текстов в	2	1
570	искусство в	2	1
571	не называют	1	1
572	и имеет	1	1
573	для себя	3	1
574	целое это	1	1
575	себе целью	1	1
576	в поисках	1	1
577	отношения к	4	1
578	или по	1	1
579	еще более	1	1
580	однако и	1	1
581	объяснение в	1	1
582	материала и	1	1
583	ним в	1	1
584	для него	5	1
585	которых он	1	1
586	был например	1	1
587	к знанию	1	1
588	но от	1	1
589	ни было	4	1
590	вещи и	1	1
591	входят в	1	1
592	к а	1	1
593	именно она	1	1
594	с ним	6	1
595	и восприятия	2	1
596	связей и	1	1
597	имеем дело	7	1
598	целого ряда	1	1
599	было не	1	1
600	принципе не	3	1
601	которого он	1	1
602	по слову	1	1
603	в литературе	4	1
604	и художественно	1	1
605	общего содержания	1	1
606	к предмету	4	1
607	различного рода	3	1
608	ее в	2	1
609	не ранее	1	1
610	для нас	1	1
611	и за	3	1
612	этом втором	1	1
613	и способа	1	1
614	что самая	1	1
615	выше чем	1	1
616	видеть в	1	1
617	разного рода	3	1
618	в культуре	3	1
619	слова в	1	1
620	и о	3	1
621	самом же	1	1
622	требует от	1	1
623	на самом	2	1
624	здесь в	2	1
625	литературного развития	1	1
626	его от	3	1
627	на которой	2	1
628	из возможных	2	1
629	других можно	1	1
630	иного рода	4	1
631	возможно только	1	1
632	все той	2	1
633	время была	1	1
634	таком случае	5	1
635	себе не	2	1
636	уже говорилось	5	1
637	все прочие	3	1
638	у него	5	1
639	по словам	1	1
640	частности в	2	1
641	под этим	1	1
642	мы находим	1	1
643	этого ответа	1	1
644	объект и	2	1
645	раз в	1	1
646	отношения между	2	1
647	вопрос об	3	1
648	непосредственно в	1	1
649	что все	2	1
650	оно не	1	1
651	как не	1	1
652	чтобы в	1	1
653	научного знания	1	1
654	этого процесса	1	1
655	внутреннее единство	1	1
656	есть нечто	1	1
657	если не	2	1
658	более или	2	1
659	что ни	2	1
660	но на	1	1
661	текста по	1	1
662	или не	2	1
663	но он	1	1
664	различных аспекта	1	1
665	на свой	1	1
666	как писал	3	1
667	или в	2	1
668	когда оно	1	1
669	от своего	3	1
670	помнить что	1	1
671	целого но	2	1
672	и размежевать	1	1
673	ставит себе	1	1
674	что его	1	1
675	существует как	1	1
676	самые разнообразные	1	1
677	в особый	1	1
678	который как	1	1
679	явным образом	2	1
680	самом его	1	1
681	этот факт	1	1
682	с другими	4	1
683	на какой-нибудь	1	1
684	и все	5	1
685	иными словами	1	1
686	бытия и	2	1
687	искусства обычно	1	1
688	еще в	4	1
689	есть в	4	1
690	быть только	1	1
691	в глубине	2	1
692	может и	2	1
693	лишь два	1	1
694	и эта	1	1
695	ведущие к	1	1
696	о жизни	3	1
697	и будет	1	1
698	бы оно	1	1
699	очевидно что	1	1
700	широком понимании	1	1
701	искусства как	1	1
702	во множестве	1	1
703	слова а	1	1
704	значения и	1	1
705	в таком	5	1
706	и соответствующую	1	1
707	я и	8	1
708	говорить в	1	1
709	если он	1	1
710	внимание в	2	1
711	в жизни	1	1
712	понимать как	3	1
713	места и	1	1
714	не остается	2	1
715	на известную	1	1
716	что практически	1	1
717	по догадке	1	1
718	ценностей и	1	1
719	искусства которое	1	1
720	и соответственно	5	1
721	с той	2	1
722	участие в	1	1
723	нам дана	2	1
724	долгое время	1	1
725	похож на	1	1
726	смысл мы	1	1
727	встречается в	1	1
728	с ними	2	1
729	не предполагает	2	1
730	человек в	3	1
731	конечная цель	1	1
732	быть понято	1	1
733	если и	1	1
734	в цепи	1	1
735	рода и	2	1
736	или даже	3	1
737	далеко не	6	1
738	обоих случаях	2	1
739	между прочим	1	1
740	как иногда	1	1
741	выделить в	1	1
742	речевых актов	2	1
743	целое как	1	1
744	времени как	1	1
745	характер чем	1	1
746	имеется в	1	1
747	словесного искусства	1	1
748	языка по	1	1
749	подлинный смысл	1	1
750	из четырех	2	1
751	себя к	2	1
752	собой не	2	1
753	не от	1	1
754	перед собой	2	1
755	как с	1	1
756	такое воззрение	1	1
757	второй части	1	1
758	в такой	2	1
759	страсть к	1	1
760	отличается от	3	1
761	непременно должен	1	1
762	между собой	2	1
763	к последним	1	1
764	такие науки	1	1
765	в новом	2	1
766	слово в	1	1
767	слова или	1	1
768	том как	1	1
769	это было	1	1
770	участия в	1	1
771	языка то	1	1
772	в итоге	1	1
773	речи например	1	1
774	которого не	1	1
775	на его	4	1
776	он по	2	1
777	к мысли	1	1
778	в сторону	6	1
779	не его	2	1
780	цельную картину	1	1
781	произведение есть	1	1
782	тому же	6	1
783	путь к	1	1
784	к концу	1	1
785	в эту	3	1
786	что вообще	1	1
787	теперь и	1	1
788	говорит об	1	1
789	или менее	2	1
790	и цельного	1	1
791	слова о	2	1
792	действительности и	1	1
793	эстетическое впечатление	1	1
794	документ но	1	1
795	включая и	3	1
796	и другого	4	1
797	иного как	2	1
798	по поводу	4	1
799	вопроса о	4	1
800	нам представляется	2	1
801	чтобы увидеть	1	1
802	высокой ступени	1	1
803	мы по	1	1
804	можно и	1	1
805	жизнь и	1	1
806	произведение в	2	1
807	тому кто	1	1
808	и породила	1	1
809	говорится о	1	1
810	какого рода	1	1
811	здесь как	1	1
812	ко всему	1	1
813	и дело	1	1
814	его и	3	1
815	того или	3	1
816	совершенно не	2	1
817	с данной	1	1
818	человека в	1	1
819	с позиций	2	1
820	в уста	1	1
821	и эти	2	1
822	в противовес	3	1
823	в центр	1	1
824	с двумя	2	1
825	в полной	3	1
826	поводу того	1	1
827	значение только	1	1
828	и более	5	1
829	совершенно ошибочно	1	1
830	в действительности	2	1
831	и такие	1	1
832	в статье	1	1
833	что этот	1	1
834	на части	1	1
835	отдельных случаях	1	1
836	и внутренне	1	1
837	восприятия в	2	1
838	не означает	2	1
839	о чем-то	1	1
840	что действительно	1	1
841	к сказанному	1	1
842	говорилось о	1	1
843	текст автор	1	1
844	тех же	1	1
845	практически все	1	1
846	каждом из	2	1
847	прочим и	1	1
848	не одного	1	1
849	от конкретного	1	1
850	ответом на	1	1
851	превращается в	3	1
852	опыт и	1	1
853	это как	2	1
854	от научного	1	1
855	текста это	3	1
856	в самых	1	1
857	как язык	2	1
858	материала а	1	1
859	таков что	3	1
860	на той	1	1
861	первая половина	1	1
862	пор пока	1	1
863	так сказать	1	1
864	наконец в	1	1
865	не должен	2	1
866	автора и	4	1
867	во всей	1	1
868	будет ошибкой	1	1
869	не должно	1	1
870	одну из	2	1
871	а от	1	1
872	как может	1	1
873	что находится	1	1
874	с какой	1	1
875	быть не	3	1
876	для данной	1	1
877	всем объеме	1	1
878	замкнутого круга	1	1
879	достаточной мере	1	1
880	не всегда	4	1
881	признать вполне	1	1
882	конечно и	1	1
883	уже о	1	1
884	вопроса об	1	1
885	просто не	1	1
886	языком и	1	1
887	не сам	2	1
888	в себя	8	1
889	критика текста	1	1
890	из себя	1	1
891	данного рода	2	1
892	у того	1	1
893	и т.п	13	1
894	в которой	3	1
895	которая по	1	1
896	лишь в	12	1
897	не будет	3	1
898	начале этой	1	1
899	между двумя	7	1
900	лишь на	1	1
901	которая сама	1	1
902	вследствие этого	5	1
903	только один	1	1
904	то все	1	1
905	в какой-то	1	1
906	письма и	1	1
907	судьбы не	3	1
908	того с	1	1
909	не приходится	2	1
910	и та	2	1
911	в науке	1	1
912	слова не	1	1
913	и является	4	1
914	втором случае	1	1
915	интерес представляет	1	1
916	как если	1	1
917	остается ничего	2	1
918	и тот	2	1
919	язык есть	2	1
920	своей практической	1	1
921	за пределы	6	1
922	уже потому	1	1
923	и была	1	1
924	внешнего по	1	1
925	например и	1	1
926	и эстетического	1	1
927	значительной степени	1	1
928	также не	1	1
929	случае с	1	1
930	глубине и	1	1
931	таких случаях	1	1
932	единого целого	1	1
933	в историческом	1	1
934	рассуждение о	1	1
935	которой состоит	1	1
936	данного текста	2	1
937	что из	2	1
938	человека и	1	1
939	и речи	1	1
940	как один	1	1
941	или иное	1	1
942	то ни	3	1
943	это единство	1	1
944	целом но	1	1
945	и какое	1	1
946	его собственной	1	1
947	и цельную	1	1
948	дает ему	1	1
949	имеем в	1	1
950	имеет тот	1	1
951	литературы как	2	1
952	определения в	1	1
953	которые и	1	1
954	другими в	2	1
955	соответственно более	1	1
956	как их	1	1
957	два различных	2	1
958	ведь это	2	1
959	он в	5	1
960	нет и	2	1
961	место в	3	1
962	совершенно иного	1	1
963	тех пор	1	1
964	одного из	4	1
965	на две	1	1
966	а и	1	1
967	к ним	1	1
968	в новейшее	1	1
969	она может	3	1
970	культуры и	1	1
971	и своим	1	1
972	бы именовать	1	1
973	речи в	3	1
974	однако для	1	1
975	то именно	1	1
976	определено в	1	1
977	в ходе	5	1
978	только одна	1	1
979	собой лишь	2	1
980	или с	1	1
981	у меня	1	1
982	выражения в	1	1
983	точку зрения	1	1
984	сколько о	1	1
985	этих трех	1	1
986	на отдельные	1	1
987	наоборот в	1	1
988	не значит	1	1
989	быть определено	1	1
990	объекта который	2	1
991	он служит	1	1
992	автор как	1	1
993	действительно не	1	1
994	и от	1	1
995	подлинного искусства	3	1
996	у разных	1	1
997	теми же	2	1
998	образом в	1	1
999	претендовать на	1	1
1000	же в	1	1
1001	мысли как	1	1
1002	науки как	1	1
1003	конкретное единство	1	1
1004	науке о	2	1
1005	в текст	4	1
1006	место а	1	1
1007	по одной	1	1
1008	до тех	1	1
1009	включает в	1	1
1010	он был	3	1
1011	более точного	1	1
1012	далее наступает	1	1
1013	мира в	2	1
1014	как предмет	4	1
1015	изучения в	1	1
1016	на всем	1	1
1017	в отдельных	1	1
1018	или иного	3	1
1019	к этим	1	1
1020	во время	1	1
1021	ведь и	1	1
1022	и после	1	1
1023	что литературное	1	1
1024	и входит	1	1
1025	в системе	1	1
1026	это впрочем	1	1
1027	а главное	1	1
1028	бы уже	1	1
1029	все возможные	1	1
1030	и объект	1	1
1031	меньшей степени	1	1
1032	то или	1	1
1033	возлагает на	1	1
1034	в самой	1	1
1035	с идеей	1	1
1036	которой был	1	1
1037	с языком	1	1
1038	себя также	1	1
1039	и особенно	4	1
1040	и становится	1	1
1041	увидим далее	1	1
1042	текста на	2	1
1043	тот же	2	1
1044	литературы не	1	1
1045	сомнения в	1	1
1046	что на	3	1
1047	познания в	1	1
1048	выражение и	1	1
1049	соответствующей культуры	1	1
1050	искусства в	4	1
1051	в первой	2	1
1052	никак не	2	1
1053	данной системы	1	1
1054	вернуться к	1	1
1055	заключенных в	1	1
1056	в составе	2	1
1057	обратиться к	4	1
1058	того о	1	1
1059	более того	4	1
1060	его сторону	1	1
1061	в специальном	2	1
