N	2gram	Vygotskiy_	Stilisti
153	ту или	2	4
154	заключает в	3	4
155	не что	2	4
156	можно было	4	4
157	свою очередь	3	4
158	или иное	2	4
159	в обществе	3	4
160	на это	2	4
161	так же	29	4
162	в целом	8	4
163	в данной	1	4
164	мы называем	1	4
165	тем же	4	4
166	речь и	2	4
167	не знаем	2	4
168	что именно	4	4
169	тех или	2	4
170	само собой	1	4
171	точка зрения	6	4
172	то или	3	4
173	которой мы	2	4
174	того что	15	4
175	не к	2	4
176	какую роль	1	3
177	что было	1	3
178	представить себе	5	3
179	не так	2	3
180	ответ на	2	3
181	видели что	2	3
182	социальной жизни	1	3
183	что оно	4	3
184	и здесь	3	3
185	та же	4	3
186	что у	8	3
187	зрения на	2	3
188	приближается к	1	3
189	что эти	3	3
190	как таковой	1	3
191	совершенно не	7	3
192	что слова	1	3
193	для нас	5	3
194	художественное творчество	1	3
195	и вот	5	3
196	которое может	2	3
197	иметь дело	4	3
198	в том	55	3
199	или иных	2	3
200	несмотря на	8	3
201	для него	1	3
202	не имеем	1	3
203	хотя и	3	3
204	в разных	1	3
205	ни на	3	3
206	в ее	7	3
207	из которых	5	3
208	расстояние между	1	3
209	мы в	3	3
210	этих слов	2	3
211	в социальной	1	3
212	то мы	1	3
213	на самом	6	3
214	и уже	2	3
215	что и	27	3
216	в виду	6	3
217	быть может	2	3
218	не учитывая	1	3
219	между ними	2	3
220	и само	1	3
221	но что	3	3
222	только он	1	3
223	связи с	2	3
224	и даже	11	3
225	здесь мы	1	3
226	в основе	13	3
227	содержание и	1	3
228	но вот	1	3
229	но для	1	3
230	чрезвычайно важно	1	3
231	и тому	1	3
232	неужели и	1	3
233	может стать	3	3
234	все эти	7	3
235	как в	17	3
236	по своему	2	3
237	том что	30	3
238	бы мы	3	3
239	вследствие этого	2	3
240	роль в	4	3
241	об этом	3	3
242	конце концов	6	3
243	перед нами	1	3
244	еще не	2	3
245	но при	1	3
246	только благодаря	1	3
247	его и	4	3
248	то он	1	3
249	нуждается в	3	3
250	выражение в	1	3
251	а к	1	3
252	в котором	5	3
253	в устах	1	3
254	свое выражение	1	3
255	что всякое	7	3
256	связь и	1	3
257	как предмет	2	3
258	и поэтому	3	3
259	между тем	6	3
260	в частности	6	3
261	только на	7	3
262	через нее	1	3
263	в тех	2	3
264	связь между	1	3
265	о своем	1	3
266	всякое слово	1	3
267	целый ряд	12	3
268	конечно не	2	3
269	от того	6	3
270	перед ним	1	3
271	своего осуществления	1	3
272	их в	4	3
273	заметить что	3	3
274	нет и	1	3
275	когда личность	1	3
276	не будет	4	3
277	сказать что	12	3
278	главным образом	3	3
279	может показаться	2	3
280	жизни и	5	3
281	чаще всего	1	3
282	этого слова	5	3
283	и эта	1	3
284	знакомства с	1	3
285	к той	1	3
286	у них	2	3
287	и для	9	3
288	это не	1	3
289	из них	4	3
290	деятельности и	1	3
291	он должен	1	3
292	и ту	2	2
293	для всех	5	2
294	нашего исследования	4	2
295	очевидно что	7	2
296	мы найдем	2	2
297	и этот	3	2
298	точном смысле	1	2
299	ничем не	1	2
300	уяснить себе	1	2
301	на эти	2	2
302	что иное	2	2
303	же самая	2	2
304	речи но	1	2
305	и эту	1	2
306	должно быть	2	2
307	нас не	2	2
308	увидим что	3	2
309	зависит от	2	2
310	и вследствие	1	2
311	в языке	3	2
312	был бы	6	2
313	и форма	2	2
314	и при	3	2
315	и потому	2	2
316	мы имеем	7	2
317	еще более	2	2
318	и сознание	1	2
319	этом отношении	7	2
320	с ним	2	2
321	и различие	1	2
322	о чем	2	2
323	одном и	1	2
324	что то	2	2
325	приходится иметь	4	2
326	но как	4	2
327	в отношении	3	2
328	переживания и	2	2
329	с другими	2	2
330	собой разумеется	1	2
331	это слово	1	2
332	о происхождении	1	2
333	смысле этого	2	2
334	как нечто	3	2
335	следует искать	1	2
336	данной группы	1	2
337	с собой	1	2
338	но это	3	2
339	в их	4	2
340	о них	1	2
341	а на	4	2
342	к рассмотрению	1	2
343	одну и	1	2
344	в своих	12	2
345	не было	5	2
346	на этот	2	2
347	материал для	4	2
348	все то	4	2
349	из героев	1	2
350	или в	2	2
351	том же	4	2
352	не обладает	2	2
353	из двух	1	2
354	к чему	2	2
355	не сумеем	5	2
356	но не	5	2
357	тем что	7	2
358	из всего	1	2
359	или хотя	1	2
360	он говорит	4	2
361	слово в	1	2
362	это выражение	1	2
363	в жизни	5	2
364	под воздействием	1	2
365	показаться что	1	2
366	в связи	3	2
367	ясно что	22	2
368	как не	2	2
369	эти три	1	2
370	что он	17	2
371	для каждого	1	2
372	же самой	3	2
373	не есть	4	2
374	в своей	6	2
375	в мире	1	2
376	на эту	1	2
377	в этих	6	2
378	ли не	2	2
379	к нашей	1	2
380	понимание и	1	2
381	и сам	3	2
382	на минуту	1	2
383	в действительной	1	2
384	больше и	2	2
385	легче всего	6	2
386	которое не	1	2
387	себе и	2	2
388	в каком	3	2
389	тому же	4	2
390	должен быть	2	2
391	но мы	3	2
392	сих пор	8	2
393	и вообще	3	2
394	жизни мы	1	2
395	связано с	1	2
396	с этим	7	2
397	нет ничего	1	2
398	нуждаются в	4	2
399	к этому	5	2
400	бы не	1	2
401	еще и	1	2
402	человека в	1	2
403	бы и	5	2
404	при условии	1	2
405	не останется	1	2
406	между собой	1	2
407	вопрос о	3	2
408	видим что	5	2
409	в приведенных	1	2
410	мы конечно	1	2
411	творчество и	1	2
412	нашего сознания	3	2
413	в значительной	1	2
414	из этих	6	2
415	его не	3	2
416	относится к	4	2
417	который мы	1	2
418	также и	2	2
419	представляет собой	2	2
420	в какой	6	2
421	на два	2	2
422	одни и	3	2
423	не всегда	2	2
424	и тогда	3	2
425	каждом слове	1	2
426	что вся	2	2
427	он не	8	2
428	значение и	3	2
429	этот процесс	1	2
430	должна была	3	2
431	только тогда	8	2
432	в него	4	2
433	и больше	2	2
434	нужно было	1	2
435	для этого	1	2
436	этими словами	2	2
437	и когда	5	2
438	для всякого	1	2
439	тем и	2	2
440	в нашей	4	2
441	в нас	3	2
442	как уже	1	2
443	времени и	2	2
444	в пределах	1	2
445	той социальной	1	2
446	и те	5	2
447	этот вопрос	2	2
448	ту же	6	2
449	но даже	4	2
450	человека и	3	2
451	при всем	3	2
452	должны были	2	2
453	материалом и	1	2
454	как например	2	2
455	перейти к	1	2
456	почему же	1	2
457	же социальной	1	2
458	отношение к	3	2
459	литературное произведение	1	2
460	все больше	2	2
461	тех случаях	1	2
462	и содержание	3	2
463	которые в	3	2
464	вовсе не	7	2
465	он сказал	1	2
466	одной из	1	2
467	различие в	1	2
468	совершенно иначе	1	2
469	тот же	8	2
470	до конца	9	2
471	к которому	1	2
472	взглядов и	1	2
473	в первой	1	2
474	общества в	1	2
475	роль играет	1	2
476	место в	1	2
477	есть не	6	2
478	в точном	1	2
479	не поймем	2	2
480	как таковое	2	2
481	социальной среде	1	2
482	именно с	1	2
483	однако в	2	2
484	нам придется	2	2
485	человек не	1	2
486	в которых	5	2
487	эти вопросы	1	2
488	ведь и	1	2
489	важную роль	1	2
490	только потому	2	2
491	и нет	2	2
492	таким же	1	2
493	вопросов которые	1	2
494	органов речи	1	2
495	действительной жизни	3	2
496	подойти к	2	2
497	иное как	2	2
498	которая и	1	2
499	гораздо более	2	2
500	и том	1	2
501	к нему	3	2
502	от всякого	1	1
503	еще идет	1	1
504	в особенности	3	1
505	всего того	1	1
506	которому он	1	1
507	к сожалению	1	1
508	что в	39	1
509	от социального	2	1
510	действие и	1	1
511	это на	1	1
512	сновидений и	1	1
513	и каким	1	1
514	индивидуального сознания	1	1
515	то в	2	1
516	как к	2	1
517	к такому	1	1
518	не мешает	1	1
519	именно к	2	1
520	широких пределах	1	1
521	и другие	5	1
522	утверждать что	9	1
523	совершенно особый	1	1
524	связи и	1	1
525	является в	1	1
526	только не	4	1
527	и музыки	2	1
528	собственном смысле	3	1
529	мысли а	2	1
530	в другой	3	1
531	все что	4	1
532	форм и	3	1
533	даже чисто	1	1
534	взгляд на	2	1
535	к самим	1	1
536	и самое	1	1
537	не обращаясь	1	1
538	они сами	2	1
539	до сих	8	1
540	все его	1	1
541	он уже	1	1
542	еще раз	1	1
543	которой оно	2	1
544	собой и	1	1
545	которым он	1	1
546	в прямом	1	1
547	ему в	1	1
548	не противоречит	1	1
549	одним словом	1	1
550	в переживании	1	1
551	сама собой	1	1
552	это движение	1	1
553	что всякая	2	1
554	самым существенным	1	1
555	является ее	1	1
556	том насколько	1	1
557	наши дни	1	1
558	и должны	1	1
559	же и	2	1
560	можно сделать	1	1
561	обстановкой в	1	1
562	себя только	1	1
563	форму но	2	1
564	мы приходим	1	1
565	или других	1	1
566	слов которое	1	1
567	здесь нет	1	1
568	в самый	1	1
569	и художника	1	1
570	русской литературе	1	1
571	из следующих	1	1
572	на вопрос	4	1
573	внешним образом	1	1
574	если в	2	1
575	в романе	1	1
576	стоит перед	1	1
577	как действительный	1	1
578	того как	5	1
579	о той	1	1
580	время и	1	1
581	писателя не	1	1
582	который может	1	1
583	даже к	1	1
584	которые он	1	1
585	соотношение между	1	1
586	что человек	1	1
587	от действительности	1	1
588	его с	3	1
589	теперь как	1	1
590	которых мы	4	1
591	в произведении	7	1
592	но еще	1	1
593	тогда когда	7	1
594	в состоянии	4	1
595	что я	4	1
596	обе эти	1	1
597	не поймет	1	1
598	бросается в	1	1
599	следовательно что	2	1
600	дело с	10	1
601	одна и	1	1
602	и звуковой	1	1
603	намечена в	1	1
604	творческой фантазии	1	1
605	несколько иным	1	1
606	материала и	2	1
607	к действительности	1	1
608	и всем	1	1
609	и дает	1	1
610	даже в	2	1
611	была бы	2	1
612	из всех	4	1
613	формы в	6	1
614	же мере	1	1
615	чего-то другого	1	1
616	вещи и	1	1
617	теми или	1	1
618	или иными	1	1
619	и осуществляет	1	1
620	исследования к	1	1
621	могут образоваться	1	1
622	скорее к	1	1
623	людей но	1	1
624	тем как	2	1
625	и теперь	2	1
626	ее можно	1	1
627	как говорит	5	1
628	роман и	2	1
629	и ясных	1	1
630	чтобы этот	1	1
631	никак не	7	1
632	как раз	4	1
633	сильнее и	2	1
634	общественного человека	9	1
635	тем не	6	1
636	чрезвычайно легко	3	1
637	такое же	3	1
638	осуществление в	1	1
639	в литературе	1	1
640	нашего времени	1	1
641	могла бы	1	1
642	о нем	2	1
643	и художественно	1	1
644	до наших	1	1
645	не имея	1	1
646	не как	3	1
647	а затем	1	1
648	искать в	1	1
649	мы совершенно	2	1
650	поэтому в	1	1
651	равным образом	3	1
652	и всегда	2	1
653	исследования мы	2	1
654	не являются	1	1
655	остановиться на	2	1
656	участвуют в	1	1
657	ему приходится	1	1
658	слов то	1	1
659	одно из	2	1
660	одному и	2	1
661	типов этого	1	1
662	из нескольких	1	1
663	ни в	9	1
664	и делает	2	1
665	кому приходится	1	1
666	х годов	5	1
667	в результате	4	1
668	к установлению	1	1
669	но этого	1	1
670	они будут	1	1
671	мысли что	1	1
672	другой стороны	7	1
673	там и	1	1
674	им с	2	1
675	да это	2	1
676	слова а	1	1
677	остается ничего	2	1
678	из ее	1	1
679	нет никакого	1	1
680	и эти	2	1
681	сколько бы	1	1
682	в движение	1	1
683	бы что	2	1
684	себе не	4	1
685	предположить что	1	1
686	том и	4	1
687	как можно	3	1
688	у него	4	1
689	не могут	6	1
690	все равно	1	1
691	в более	1	1
692	к утверждению	1	1
693	и смысл	1	1
694	тогда только	1	1
695	сознания к	2	1
696	однако не	1	1
697	творчества и	3	1
698	должен был	1	1
699	говорит он	3	1
700	указывали что	1	1
701	быть так	1	1
702	в конечном	6	1
703	за ним	2	1
704	в таких	2	1
705	приходится пользоваться	1	1
706	как они	2	1
707	бы только	1	1
708	этого процесса	1	1
709	в сущности	15	1
710	минуту не	1	1
711	человеческое общество	1	1
712	более или	3	1
713	или не	2	1
714	сошли с	1	1
715	художественного наслаждения	2	1
716	не воспринимаем	1	1
717	от тех	1	1
718	не о	1	1
719	словах как	1	1
720	идеологических форм	3	1
721	в собственном	4	1
722	а о	1	1
723	одного человека	1	1
724	однако мы	1	1
725	других отношений	1	1
726	от своего	1	1
727	наших дней	1	1
728	словам как	1	1
729	этом не	2	1
730	что его	5	1
731	сказал что	1	1
732	каким образом	3	1
733	так называемый	1	1
734	социальной обстановкой	1	1
735	будто бы	2	1
736	развитием в	1	1
737	крайней мере	1	1
738	и слова	1	1
739	мысль о	1	1
740	мы начинаем	1	1
741	придется еще	1	1
742	его смыслом	1	1
743	сам собой	3	1
744	же как	8	1
745	выражает и	1	1
746	по существу	6	1
747	с теми	2	1
748	образом мы	1	1
749	где они	1	1
750	именно в	1	1
751	характер его	1	1
752	на месте	1	1
753	и действительно	1	1
754	зависели и	1	1
755	история и	1	1
756	конечном счете	6	1
757	и какая	1	1
758	деятельности не	1	1
759	в таком	5	1
760	обладают и	1	1
761	вообще не	1	1
762	иначе как	3	1
763	что всякие	1	1
764	или иная	1	1
765	например в	5	1
766	понимать как	1	1
767	с их	1	1
768	не остается	2	1
769	становится совершенно	3	1
770	а уже	1	1
771	к которым	4	1
772	чужой речью	1	1
773	с которой	1	1
774	из тех	1	1
775	характер и	1	1
776	в одних	1	1
777	с той	2	1
778	и звуковая	1	1
779	к таким	1	1
780	отдельного человека	10	1
781	что могло	1	1
782	я не	1	1
783	вразрез с	1	1
784	мы встречаемся	1	1
785	и вновь	2	1
786	с ними	2	1
787	приходим к	1	1
788	эта форма	2	1
789	существует между	1	1
790	прозаической речи	1	1
791	самое и	2	1
792	есть в	7	1
793	и силу	1	1
794	никакого значения	1	1
795	эту точку	1	1
796	из чего	1	1
797	с еще	1	1
798	переживания как	1	1
799	является не	1	1
800	одном из	2	1
801	же точно	13	1
802	который уже	1	1
803	и просто	1	1
804	и охоту	1	1
805	и характер	3	1
806	мира и	1	1
807	следовательно и	1	1
808	только ее	3	1
809	это происходит	1	1
810	и социально	1	1
811	по себе	21	1
812	в художественном	9	1
813	на все	6	1
814	но почему	1	1
815	форме а	1	1
816	этого вопроса	2	1
817	речь в	1	1
818	творчества в	2	1
819	может не	1	1
820	и оказывается	1	1
821	простейших вопросов	1	1
822	связь со	1	1
823	все свои	1	1
824	его жизни	3	1
825	и всякий	2	1
826	искусства а	1	1
827	не обладают	1	1
828	от всех	3	1
829	на самой	1	1
830	служит для	1	1
831	у древних	1	1
832	благодаря тому	2	1
833	приблизительно так	2	1
834	и художественного	2	1
835	не подлежат	1	1
836	теряет свой	1	1
837	по необходимости	2	1
838	этих переживаний	1	1
839	и оно	1	1
840	по самой	3	1
841	языке и	1	1
842	в себя	3	1
843	лежит в	2	1
844	эта внутренняя	2	1
845	из которого	6	1
846	целым рядом	2	1
847	со стороны	5	1
848	познакомиться с	1	1
849	знает что	1	1
850	чтобы убедиться	2	1
851	в сторону	1	1
852	в каждой	1	1
853	заложенное в	1	1
854	на каждом	1	1
855	в чем	5	1
856	общественной идеологии	1	1
857	все ее	1	1
858	вот это	2	1
859	широком смысле	1	1
860	или менее	3	1
861	так например	1	1
862	отдельных слов	1	1
863	отчетливых и	1	1
864	могло бы	5	1
865	в сцене	1	1
866	речи или	1	1
867	не иначе	1	1
868	в одной	3	1
869	социологического исследования	1	1
870	как результат	2	1
871	по крайней	1	1
872	другими формами	1	1
873	вопросе о	1	1
874	литературном произведении	2	1
875	как ее	1	1
876	которые были	1	1
877	показать как	2	1
878	другом случае	1	1
879	зрения не	1	1
880	нас есть	1	1
881	самом звуке	1	1
882	для выражения	7	1
883	и начали	1	1
884	в русской	1	1
885	к одному	5	1
886	три элемента	1	1
887	в большинстве	1	1
888	играет в	1	1
889	от страха	1	1
890	и того	1	1
891	еще до	1	1
892	одним и	1	1
893	не менее	9	1
894	тем в	1	1
895	нам не	1	1
896	здесь как	1	1
897	понятно что	3	1
898	все сильнее	1	1
899	это и	3	1
900	говоря на	1	1
901	и та	1	1
902	необходимое условие	1	1
903	изучения а	1	1
904	к нашему	1	1
905	к какому	1	1
906	в искажении	1	1
907	внешней форме	1	1
908	на природу	1	1
909	материалом для	1	1
910	одна из	5	1
911	слова то	2	1
912	на человека	1	1
913	зрения и	2	1
914	на тему	2	1
915	для его	1	1
916	раньше в	1	1
917	совершенно другое	1	1
918	который является	1	1
919	те которые	1	1
920	оба эти	2	1
921	законы при	1	1
922	фантазии или	1	1
923	гораздо большей	1	1
924	его форме	1	1
925	в действительности	4	1
926	и такие	1	1
927	и понимает	1	1
928	не наоборот	1	1
929	автора или	2	1
930	что этот	3	1
931	в любом	1	1
932	в вопросе	1	1
933	на этом	3	1
934	слова самое	1	1
935	она должна	2	1
936	которую мы	1	1
937	в поле	1	1
938	ясно и	1	1
939	тех же	2	1
940	которой он	2	1
941	мы воспринимаем	1	1
942	не имеют	1	1
943	цели и	1	1
944	ее выражения	1	1
945	в наши	1	1
946	и существовать	1	1
947	что относится	1	1
948	указать на	1	1
949	совпадает с	4	1
950	с новыми	2	1
951	она не	6	1
952	хоть сколько-нибудь	1	1
953	и каждое	1	1
954	представления о	2	1
955	в противоположность	1	1
956	в общественных	1	1
957	за порогом	1	1
958	именно потому	3	1
959	только как	3	1
960	значения слова	1	1
961	и если	4	1
962	представлений в	2	1
963	бы из	1	1
964	слово которое	1	1
965	только мы	2	1
966	в другом	1	1
967	психики человека	1	1
968	как материал	1	1
969	тому как	10	1
970	но то	1	1
971	это только	4	1
972	являются не	2	1
973	таких словах	1	1
974	в разной	1	1
975	сравнению с	3	1
976	те времена	1	1
977	составной частью	1	1
978	зависимости между	1	1
979	и другой	6	1
980	этих трех	1	1
981	сравнения и	1	1
982	предметом изучения	1	1
983	другое дело	1	1
984	художественным произведением	3	1
985	так что	8	1
986	знаков препинания	1	1
987	дело не	1	1
988	не дана	1	1
989	противоречия и	1	1
990	когда в	1	1
991	путем и	1	1
992	эти утверждения	1	1
993	действующих лиц	3	1
994	из которой	2	1
995	обойтись без	1	1
996	когда он	11	1
997	в те	1	1
998	сознании и	2	1
999	уже только	1	1
1000	только один	2	1
1001	один шаг	1	1
1002	сознание которое	2	1
1003	смысле слова	4	1
1004	развития человек	1	1
1005	то все	2	1
1006	к тем	1	1
1007	от действительной	1	1
1008	мы все	3	1
1009	если же	3	1
1010	должны быть	6	1
1011	мысль об	1	1
1012	между отдельными	1	1
1013	с этой	8	1
1014	произведения но	2	1
1015	что эта	4	1
1016	существенное для	1	1
1017	в первых	1	1
1018	за собой	1	1
1019	правда и	1	1
1020	развития языка	2	1
1021	точками зрения	1	1
1022	всем желании	1	1
1023	и что	28	1
1024	как он	4	1
1025	и выражение	1	1
1026	самый момент	1	1
1027	для человека	1	1
1028	не могла	1	1
1029	которых это	1	1
1030	приходит к	5	1
1031	материал его	2	1
1032	определенным образом	1	1
1033	эту социальную	1	1
1034	есть продукт	2	1
1035	бы никакой	1	1
1036	за пределы	2	1
1037	так чтобы	1	1
1038	оказывается что	5	1
1039	вот что	2	1
1040	смотрит на	3	1
1041	конечно в	1	1
1042	которые оно	1	1
1043	почти всегда	3	1
1044	вслед за	10	1
1045	основной принцип	1	1
1046	говоря о	2	1
1047	или его	3	1
1048	уже как	1	1
1049	учения о	2	1
1050	он в	2	1
1051	тому или	1	1
1052	с общим	2	1
1053	наши чувства	1	1
1054	и до	2	1
1055	даже не	1	1
1056	если его	1	1
1057	же на	1	1
1058	и останется	1	1
1059	только то	3	1
1060	образом если	1	1
1061	к людям	1	1
1062	но вместе	1	1
1063	как по	1	1
1064	при помощи	27	1
1065	значения этого	1	1
1066	к которой	1	1
1067	что бы	2	1
1068	борьбе за	1	1
1069	при анализе	3	1
1070	с понятием	2	1
1071	отметить что	2	1
1072	с нашими	1	1
1073	природы но	1	1
1074	всякого сомнения	1	1
1075	так называемых	1	1
1076	и часто	2	1
1077	или иному	1	1
1078	общественная психология	1	1
1079	но оба	1	1
1080	хотел было	1	1
1081	установив что	1	1
1082	всем этим	1	1
1083	ни от	1	1
1084	стал бы	2	1
1085	в глаза	2	1
1086	процессе развития	1	1
1087	его места	1	1
1088	убедиться в	2	1
1089	речи мы	1	1
1090	с другой	7	1
1091	образом не	1	1
1092	они находятся	1	1
1093	соглашаясь с	1	1
1094	поэтому если	1	1
1095	говорит о	4	1
1096	до какой	1	1
1097	и сильнее	1	1
1098	сейчас же	5	1
1099	обычно говорят	1	1
1100	к ним	4	1
1101	в литературном	1	1
1102	скажем что	1	1
1103	самой формы	1	1
1104	поэта и	2	1
1105	на бумаге	1	1
1106	построения литературной	1	1
1107	человека того	1	1
1108	уже непосредственно	1	1
1109	и вне	1	1
1110	слово с	1	1
1111	без всякого	2	1
1112	носит характер	1	1
1113	он является	1	1
1114	самой своей	1	1
1115	может сделаться	1	1
1116	одного из	1	1
1117	на две	1	1
1118	и о	4	1
1119	состоит из	2	1
1120	указывают на	2	1
1121	полное отсутствие	1	1
1122	художественное произведение	16	1
1123	содержанием и	1	1
1124	ее не	1	1
1125	в голове	2	1
1126	ко всей	1	1
1127	экономических и	1	1
1128	и никогда	1	1
1129	что для	5	1
1130	экономического развития	1	1
1131	что тот	3	1
1132	говорить что	1	1
1133	та или	1	1
1134	его как	1	1
1135	он так	1	1
1136	во внимание	4	1
1137	этом она	1	1
1138	вновь и	1	1
1139	наряду с	3	1
1140	и во	3	1
1141	их как	1	1
1142	же сколько	2	1
1143	времена когда	1	1
1144	принадлежит к	1	1
1145	и оценки	1	1
1146	грань между	2	1
1147	художественного произведения	22	1
1148	ею и	1	1
1149	по сравнению	3	1
1150	это мы	2	1
1151	не можем	3	1
1152	возможно что	1	1
1153	теории не	1	1
1154	благодаря этому	1	1
1155	произведения и	2	1
1156	именно так	1	1
1157	в основу	3	1
1158	в общих	1	1
1159	ее наиболее	1	1
1160	от развития	1	1
1161	быть в	2	1
1162	что может	1	1
1163	в высшей	1	1
1164	до такой	1	1
1165	в своем	3	1
1166	в ход	2	1
1167	который служит	1	1
1168	вся область	1	1
1169	не значит	2	1
1170	останется от	1	1
1171	действительности почти	1	1
1172	составляющих его	3	1
1173	стоит только	4	1
1174	можно привести	1	1
1175	на один	2	1
1176	лучше всего	2	1
1177	не трудно	1	1
1178	и есть	5	1
1179	может заключаться	1	1
1180	во всей	1	1
1181	то для	1	1
1182	образом в	3	1
1183	столь же	6	1
1184	и явлений	1	1
1185	в предмет	1	1
1186	в общем	2	1
1187	в силу	4	1
1188	он может	1	1
1189	и высоких	1	1
1190	что без	3	1
1191	каждое из	2	1
1192	всякий писатель	1	1
1193	каждым из	1	1
1194	время являются	1	1
1195	все еще	1	1
1196	картины или	1	1
1197	спор между	1	1
1198	для построения	2	1
1199	как будто	10	1
1200	и проч	1	1
1201	же в	1	1
1202	к вопросам	1	1
1203	на то	17	1
1204	что говорит	1	1
1205	но если	2	1
1206	имеет и	1	1
1207	т.д что	1	1
1208	суждения о	1	1
1209	политической экономии	1	1
1210	самые основные	1	1
1211	из произведений	1	1
1212	отношения и	1	1
1213	оно может	1	1
1214	композиции и	1	1
1215	звуков и	1	1
1216	и по	7	1
1217	общественной мысли	1	1
1218	притом так	1	1
1219	культуры и	1	1
1220	какой степени	2	1
1221	там где	5	1
1222	и представлений	1	1
1223	своим собственным	1	1
1224	увидим ниже	1	1
1225	показали что	2	1
1226	есть к	2	1
1227	речи с	2	1
1228	здесь в	1	1
1229	как всякий	1	1
1230	он просто	1	1
1231	он к	1	1
1232	является только	1	1
1233	не сумеет	1	1
1234	громадное количество	1	1
1235	еще в	1	1
1236	воздействия на	2	1
1237	здесь же	1	1
1238	при исследовании	1	1
1239	это произведение	1	1
1240	которых каждая	2	1
1241	является вопрос	1	1
1242	которые возникают	1	1
1243	того же	3	1
1244	можно с	2	1
1245	и искусство	2	1
1246	если она	2	1
1247	входящих в	2	1
1248	искусства в	14	1
1249	должны будем	2	1
1250	в плоть	1	1
1251	где все	1	1
1252	мы пытаемся	2	1
1253	в самой	2	1
1254	что при	8	1
1255	только о	3	1
1256	говорит один	1	1
1257	благодаря своим	1	1
1258	может прийти	1	1
1259	над нашим	1	1
1260	и искусства	1	1
1261	само по	8	1
1262	времени по	1	1
1263	другому человеку	1	1
1264	одного и	2	1
1265	вовсе и	1	1
1266	думать что	3	1
1267	это отнюдь	1	1
1268	которого она	1	1
1269	понять что	1	1
1270	не то	2	1
1271	жизни с	4	1
1272	же самым	1	1
1273	вещи как	2	1
1274	просто и	1	1
1275	мысли и	2	1
1276	она является	3	1
1277	не найдем	2	1
1278	ключ к	1	1
1279	виду что	1	1
1280	совершается в	2	1
1281	без помощи	1	1
1282	к более	2	1
1283	решительно все	2	1
1284	может как	1	1
1285	каждый человек	1	1
1286	пения и	1	1
1287	и сами	1	1
1288	намек на	2	1
1289	эту задачу	1	1
1290	высшей степени	1	1
