N	2gram	Savitsky_E	Hudozhes
229	что и	3	2
230	или иную	3	2
231	в европейской	2	2
232	с их	1	2
233	к жизни	1	2
234	или в	2	2
235	и некоторые	3	2
236	и более	2	2
237	тому что	1	2
238	в какой	2	2
239	противном случае	1	2
240	большей части	2	2
241	мира и	3	2
242	только и	1	2
243	границ между	1	2
244	в сторону	2	2
245	вовсе не	6	2
246	тем более	4	2
247	а для	1	2
248	и потому	5	2
249	по большей	1	2
250	но как	2	2
251	на этом	1	2
252	единое целое	1	2
253	человеческого бытия	1	2
254	ту или	3	2
255	то ни	4	2
256	в случае	2	2
257	в значительной	2	2
258	быть и	1	2
259	и существенно	2	2
260	к такой	2	2
261	за пределы	1	2
262	это может	1	2
263	идет о	3	2
264	этом мире	1	2
265	в этой	2	2
266	числе и	1	2
267	что может	1	2
268	известном смысле	3	2
269	для такого	1	2
270	столь же	5	2
271	включает в	1	2
272	тех или	1	2
273	отнюдь не	9	2
274	чтобы не	1	2
275	некоторые иные	1	2
276	мира в	4	2
277	культура есть	2	1
278	с которыми	1	1
279	никак нельзя	1	1
280	все что	1	1
281	для всех	1	1
282	в центре	1	1
283	каждой из	1	1
284	данной сферы	1	1
285	в бесконечно	1	1
286	как с	1	1
287	если в	2	1
288	в случаях	1	1
289	которая в	1	1
290	тех кто	1	1
291	дело с	1	1
292	можно назвать	1	1
293	к числу	1	1
294	что это	2	1
295	которые лежат	1	1
296	тем как	1	1
297	какой бы	2	1
298	в другой	2	1
299	говорит о	3	1
300	те же	1	1
301	и лучше	1	1
302	из того	2	1
303	например с	2	1
304	и другими	1	1
305	бы они	1	1
306	в результате	3	1
307	развернуть в	1	1
308	быть может	1	1
309	не могут	2	1
310	как было	3	1
311	не случайна	1	1
312	чтобы в	1	1
313	и даже	6	1
314	если не	1	1
315	с некоторыми	1	1
316	не более	3	1
317	на свой	1	1
318	такими же	1	1
319	данная сфера	1	1
320	имеет значение	1	1
321	так называемый	1	1
322	мысль о	1	1
323	одновременно с	1	1
324	значение в	1	1
325	тем что	3	1
326	из всего	1	1
327	и будет	1	1
328	то время	1	1
329	своем значении	1	1
330	принадлежат к	1	1
331	стороны в	2	1
332	в соответствии	1	1
333	с такими	1	1
334	что по	1	1
335	вместе с	2	1
336	все же	1	1
337	не имеет	4	1
338	как более	1	1
339	по признаку	3	1
340	о котором	1	1
341	поскольку он	2	1
342	более как	1	1
343	друг от	2	1
344	будущее в	1	1
345	он мог	1	1
346	всем его	1	1
347	с этим	2	1
348	и некоторого	1	1
349	тем в	3	1
350	значения для	2	1
351	бы и	3	1
352	культуры не	2	1
353	в котором	2	1
354	они обращены	1	1
355	зависит от	1	1
356	по своим	3	1
357	более чем	2	1
358	случаи когда	1	1
359	то и	1	1
360	имеет в	2	1
361	и иных	1	1
362	заключающее в	1	1
363	и поэтому	2	1
364	не быть	1	1
365	во многих	4	1
366	а через	1	1
367	существенное значение	1	1
368	время в	3	1
369	и теперь	2	1
370	жизни и	2	1
371	значение для	1	1
372	в которую	1	1
373	и наиболее	2	1
374	на основании	2	1
375	к сфере	1	1
376	и те	1	1
377	в совершенно	1	1
378	в истории	2	1
379	от своей	1	1
380	себе в	3	1
381	бытия это	1	1
382	эти два	1	1
383	в прошлом	3	1
384	на которые	1	1
385	этого мира	1	1
386	к ним	3	1
387	соответствии с	1	1
388	в сфере	3	1
389	она может	1	1
390	него не	1	1
391	затем в	1	1
392	той же	1	1
393	культуры например	1	1
394	что все	2	1
395	то она	1	1
396	том же	1	1
397	в сознании	1	1
398	тот что	1	1
399	приобщения к	1	1
400	исходит из	1	1
401	всего к	2	1
402	но если	5	1
403	что даже	1	1
404	культуры как	2	1
405	в отдельных	1	1
406	казалось бы	1	1
407	в мировой	1	1
408	то или	1	1
409	они могут	1	1
410	пришлось бы	1	1
411	из них	3	1
412	тот же	1	1
413	революции в	1	1
414	его можно	1	1
415	в сочетании	1	1
416	всего в	2	1
417	в перспективе	4	1
418	представить себе	1	1
419	время для	1	1
420	что автор	1	1
421	именно к	2	1
422	в свое	1	1
423	или к	1	1
424	мы видим	2	1
425	в более	1	1
426	так как	7	1
427	многих других	1	1
428	рода и	1	1
429	может не	1	1
430	только отдельные	1	1
431	на вопрос	1	1
432	но из	1	1
433	на язык	2	1
434	должно быть	1	1
435	чем на	2	1
436	и процесс	1	1
437	внимание на	1	1
438	общение с	1	1
439	в состоянии	1	1
440	и иного	1	1
441	мире в	1	1
442	для нас	4	1
443	но был	1	1
444	у нас	1	1
445	в осознании	1	1
446	к определенному	1	1
447	и от	3	1
448	иными словами	4	1
449	весь мир	1	1
450	в третьем	1	1
451	в русском	1	1
452	мы находим	1	1
453	реальности это	1	1
454	тому же	1	1
455	но с	2	1
456	даже вовсе	1	1
457	не было	1	1
458	от друга	2	1
459	что его	1	1
460	и где	1	1
461	дело в	3	1
462	же по	1	1
463	которое в	2	1
464	что не	1	1
465	по-разному в	1	1
466	прошлом и	1	1
467	или иная	1	1
468	но само	1	1
469	в последние	6	1
470	с той	1	1
471	лишь на	1	1
472	нас к	2	1
473	также в	2	1
474	же как	5	1
475	на земле	1	1
476	всем своем	1	1
477	не есть	2	1
478	между прочим	7	1
479	рядом с	1	1
480	которая при	1	1
481	при таком	1	1
482	перед собой	1	1
483	ли не	1	1
484	от этого	5	1
485	и со	3	1
486	в такой	1	1
487	его жизни	1	1
488	тех же	1	1
489	на его	1	1
490	в каждой	1	1
491	в одной	1	1
492	сам и	1	1
493	бы в	2	1
494	войны и	2	1
495	на них	2	1
496	людей в	1	1
497	которое существует	2	1
498	могли бы	1	1
499	к настоящему	3	1
500	том случае	1	1
501	полной мере	1	1
502	перед тем	1	1
503	только к	2	1
504	в полной	4	1
505	в своих	2	1
506	не означает	2	1
507	эти последние	2	1
508	случае если	1	1
509	если воспринимать	1	1
510	именно потому	2	1
511	не дает	3	1
512	также и	7	1
513	ту же	1	1
514	с совершенно	1	1
515	это случается	1	1
516	чтобы такой	1	1
517	или же	1	1
518	в развитии	2	1
519	он обращен	1	1
520	мы обнаруживаем	1	1
521	другим в	1	1
522	для этого	1	1
523	частности в	2	1
524	отношений между	2	1
525	заключает в	3	1
526	даже при	2	1
527	стороны и	6	1
528	лежат в	4	1
529	этих случаях	1	1
530	что из	1	1
531	другой своей	1	1
532	или иное	1	1
533	означает что	1	1
534	когда мы	1	1
535	традиции как	1	1
536	было бы	8	1
537	а тем	2	1
538	на уровне	2	1
539	как мы	5	1
540	что для	1	1
541	и каждая	2	1
542	та или	1	1
543	друг другу	1	1
544	которые в	1	1
545	как столь	1	1
546	в лучшем	1	1
547	свести к	1	1
548	по этому	1	1
549	с которым	1	1
550	творчества что	1	1
551	же в	2	1
552	бытия и	1	1
553	по средней	2	1
554	ближайшего к	1	1
555	происходит в	2	1
556	на территории	1	1
557	как будто	2	1
558	на то	6	1
559	бы ни	3	1
560	степени и	1	1
561	лучшем случае	1	1
562	или точнее	2	1
563	настоящего времени	1	1
564	их отношении	3	1
565	возможность которого	1	1
566	в известной	3	1
567	есть не	2	1
568	жизнью и	1	1
569	кажется что	2	1
570	более того	1	1
