N	2gram	Voloshinov	Narrotol
665	т.п это	1	1
666	говорить не	1	1
667	человеческого культурного	1	1
668	т.п как	1	1
669	бы из	1	1
670	но то	1	1
671	и неизбежно	1	1
672	являются не	1	1
673	обладает определенной	1	1
674	внутри себя	2	1
675	в сложившейся	1	1
676	и продукт	1	1
677	что вся	2	1
678	нашем случае	1	1
679	солнце и	1	1
680	структуру в	1	1
681	не имеем	3	1
682	облик героя	1	1
683	правда и	1	1
684	общения и	4	1
685	только внешним	1	1
686	есть продукт	1	1
687	свое отражение	1	1
688	в сторону	1	1
689	значительной степени	2	1
690	и те	2	1
691	не что	4	1
692	результатов своего	1	1
693	самого начала	4	1
694	указания на	1	1
695	в глаза	1	1
696	и тоже	1	1
697	бы совершенно	1	1
698	о художественной	1	1
699	принадлежащих к	1	1
700	не становится	3	1
701	в комнате	1	1
702	думал о	1	1
703	не литературное	1	1
704	установка на	1	1
705	не совсем	1	1
706	выборе и	1	1
707	и условий	1	1
708	языка как	1	1
709	это так	1	1
710	речь не	1	1
711	в одной	1	1
712	во всей	1	1
713	они сами	1	1
714	из трех	2	1
715	какие только	1	1
716	воли и	1	1
717	это прежде	1	1
718	и внутренняя	3	1
719	именно с	2	1
720	историю и	1	1
721	и внешней	3	1
722	не будут	2	1
723	и света	1	1
724	действие или	1	1
725	вовсе и	1	1
726	смысле как	1	1
727	не то	1	1
728	гораздо более	2	1
729	грань между	1	1
730	его состояние	1	1
731	может обойтись	1	1
732	внутренней жизни	3	1
733	ближе к	1	1
734	и автор	1	1
735	ведь для	1	1
736	всякого высказывания	3	1
737	и точек	2	1
738	здесь нет	1	1
739	его самого	1	1
740	и среди	1	1
741	это будет	1	1
742	указать на	1	1
743	не останется	2	1
744	которой является	1	1
745	включено в	1	1
746	теперь же	2	1
747	в состоянии	1	1
748	а тот	1	1
749	точкой зрения	6	1
750	т.п то	1	1
751	который можно	1	1
752	что при	1	1
753	фраз и	1	1
754	посредством которых	1	1
755	с другими	2	1
756	не обладает	2	1
757	даже на	2	1
758	последний случай	1	1
759	внешнего мира	1	1
760	в середине	2	1
761	его в	4	1
762	сознания к	1	1
763	и сознания	2	1
764	говорит он	1	1
765	ни в	1	1
766	даже вовсе	1	1
767	как же	1	1
768	на разных	1	1
769	каждое движение	1	1
770	сказал что	1	1
771	тех же	1	1
772	собой и	1	1
773	или хотя	2	1
774	мы это	1	1
775	здесь же	1	1
776	данной ситуации	8	1
777	между этими	1	1
778	с одним	1	1
779	не остается	1	1
780	становится совершенно	1	1
781	но ведь	6	1
782	дома в	1	1
783	и само	3	1
784	эти три	2	1
785	общение не	2	1
786	большинстве случаев	1	1
787	развития ситуации	1	1
788	и характер	1	1
789	всех их	1	1
790	было легко	1	1
791	смысл но	1	1
792	зрения и	1	1
793	вполне определенным	1	1
794	служит для	1	1
795	существенным моментом	2	1
796	воздействия на	1	1
797	из одного	1	1
798	мы воспринимаем	1	1
799	не нужно	2	1
800	речи или	1	1
801	не иначе	1	1
802	вопроса о	4	1
803	нас есть	1	1
804	я был	1	1
805	не имея	1	1
806	вошел в	2	1
807	для его	1	1
808	на этом	1	1
809	в исторической	1	1
810	мы уже	11	1
811	которой и	1	1
812	разных местах	2	1
813	речевого взаимодействия	7	1
814	нашего сознания	2	1
815	зрения в	4	1
816	определенным образом	1	1
817	связь и	3	1
818	встречи и	2	1
819	с какой	1	1
820	эти слова	9	1
821	так называемые	4	1
822	в развитии	1	1
823	если б	6	1
824	ничто не	1	1
825	обстановкой в	1	1
826	возвращаясь к	1	1
827	что эта	1	1
828	и та	1	1
829	в тех	3	1
830	и изменением	1	1
831	за пределы	1	1
832	тем и	2	1
833	в речевом	1	1
834	что смысл	1	1
835	этот вопрос	2	1
836	от страха	1	1
837	то или	4	1
838	говорили что	1	1
839	должны были	2	1
840	или иное	4	1
841	в самой	1	1
842	оказывается с	1	1
843	организуют и	1	1
844	неразрывно связано	1	1
845	о действительной	1	1
846	значение и	2	1
847	истории и	1	1
848	общей для	1	1
849	вопрос в	1	1
850	на бумаге	1	1
851	голоса и	2	1
852	предполагаем что	1	1
853	природы и	2	1
854	что для	1	1
855	она приобретает	1	1
856	особенностей и	1	1
857	писателя как	1	1
858	имя и	1	1
859	чему мы	1	1
860	и определяется	2	1
861	необходимо чтобы	3	1
862	но благодаря	1	1
863	словами а	1	1
864	историю не	1	1
865	речи и	6	1
866	слова как	4	1
867	там где	1	1
868	повествования о	4	1
869	все происходящее	1	1
870	чтобы не	1	1
871	прежде чем	2	1
872	действительной жизни	2	1
873	и нельзя	1	1
874	жизни уже	1	1
875	понять что	1	1
876	мы видели	5	1
877	даже чисто	1	1
878	автор и	1	1
879	внешней обстановки	1	1
880	в определенный	1	1
881	за ним	1	1
882	приближается к	3	1
883	в последнем	1	1
884	от ситуации	2	1
885	как с	2	1
886	с действительной	1	1
887	них в	1	1
888	речи но	2	1
889	в хх	1	1
890	которых мы	1	1
891	был бы	2	1
892	свой характер	1	1
893	хх веке	1	1
894	была бы	1	1
895	речь как	1	1
896	уже знаем	1	1
897	человек с	2	1
898	содержит в	1	1
899	разрыв с	1	1
900	с внутренним	1	1
901	ни единого	1	1
902	оно определяется	1	1
903	с тем	8	1
904	от социального	1	1
905	в другой	1	1
906	нашего времени	1	1
907	времени когда	1	1
908	поэтому в	1	1
909	равным образом	1	1
910	будет сказано	1	1
911	их как	1	1
912	с каждым	1	1
913	лишь из	1	1
914	другими людьми	1	1
915	в отношении	2	1
916	высказывания на	1	1
917	нет никакого	1	1
918	же самой	2	1
919	на минуту	2	1
920	не могут	1	1
921	которая неизбежно	1	1
922	и строго	1	1
923	порядок и	1	1
924	человеческой культуры	1	1
925	так называемый	1	1
926	в большинстве	1	1
927	содержание и	3	1
928	гостиной в	1	1
929	развития в	2	1
930	же слово	2	1
931	значений но	1	1
932	отношения к	3	1
933	к которым	1	1
934	отдельного человека	1	1
935	что могло	1	1
936	мы встречаемся	1	1
937	как не	2	1
938	для каждого	2	1
939	и так	6	1
940	после первого	1	1
941	только себя	1	1
942	сравнению с	1	1
943	именно поэтому	1	1
944	от всей	1	1
945	что вообще	1	1
946	почувствовал что	2	1
947	слова о	3	1
948	не смог	1	1
949	нами совершенно	1	1
950	по крайней	1	1
951	к той	3	1
952	но оно	1	1
953	все они	1	1
954	в общении	1	1
955	бросается в	1	1
956	ни к	2	1
957	как часть	1	1
958	к нашему	1	1
959	совершенно не	3	1
960	слова которое	1	1
961	смысл высказывания	2	1
962	языка и	4	1
963	рассмотренная нами	1	1
964	он размышлял	1	1
965	и главное	1	1
966	и жены	1	1
967	если он	3	1
968	оба эти	1	1
969	совпадает с	1	1
970	каким бы	1	1
971	в значительной	2	1
972	иному типу	1	1
973	относится к	2	1
974	в умении	1	1
975	не должно	2	1
976	по сравнению	1	1
977	это только	1	1
978	вокруг одного	1	1
979	с которой	1	1
980	и теперь	1	1
981	его нельзя	1	1
982	то все	1	1
983	и вся	1	1
984	смысл который	1	1
985	этого как	1	1
986	слов и	7	1
987	ответы на	1	1
988	конце фразы	3	1
989	и до	1	1
990	средство общения	1	1
991	смог бы	2	1
992	одна и	1	1
993	у человека	2	1
994	теперь не	1	1
995	однако слово	1	1
996	имя может	1	1
997	решительно все	1	1
998	еще один	1	1
999	еще слишком	1	1
1000	правда мы	1	1
1001	образом не	1	1
1002	может послужить	1	1
1003	но мы	2	1
1004	людей так	1	1
1005	заметить что	3	1
1006	нет и	3	1
1007	это позволяет	1	1
1008	нами два	1	1
1009	произведения и	1	1
1010	служить не	1	1
1011	не знаем	4	1
1012	этого слова	3	1
1013	они еще	2	1
1014	главным образом	3	1
1015	интересов которые	1	1
1016	у них	3	1
1017	этими словами	2	1
1018	не из	2	1
1019	всем телом	1	1
1020	только о	1	1
1021	как высказывания	1	1
1022	тот же	2	1
1023	событие или	1	1
1024	человека но	1	1
1025	стыдно и	1	1
1026	т.д на	2	1
1027	события и	2	1
1028	вместе со	1	1
1029	находятся в	2	1
1030	своего высказывания	1	1
1031	только одного	1	1
1032	на языке	1	1
1033	качестве одного	1	1
1034	что оно	3	1
1035	которым он	1	1
1036	общения в	4	1
1037	ничем не	2	1
1038	его мы	1	1
1039	так как	8	1
1040	это движение	1	1
1041	многих других	1	1
1042	может не	1	1
1043	этот процесс	2	1
1044	исторической жизни	1	1
1045	того как	1	1
1046	перестает быть	1	1
1047	уже в	5	1
1048	одним и	1	1
1049	сознании не	1	1
1050	словам а	1	1
1051	нам не	1	1
1052	лишь то	1	1
1053	и постоянной	1	1
1054	внешний облик	1	1
1055	какую мы	1	1
1056	же мере	1	1
1057	которые все	1	1
1058	определенный момент	1	1
1059	ее в	1	1
1060	и богаче	1	1
1061	нет это	1	1
1062	с их	1	1
1063	в движение	1	1
1064	к внешнему	1	1
1065	слова не	2	1
1066	самое происходит	1	1
1067	речь но	2	1
1068	с генералом	3	1
1069	сказать не	2	1
1070	мнения и	1	1
1071	единого слова	1	1
1072	внутренние миры	1	1
1073	а слушатель	1	1
1074	этом не	1	1
1075	слова но	3	1
1076	и где	1	1
1077	уважения но	1	1
1078	такое слово	1	1
1079	как нечто	2	1
1080	на тему	1	1
1081	что перед	2	1
1082	и без	4	1
1083	языка может	1	1
1084	и последующих	1	1
1085	случаях когда	2	1
1086	является не	1	1
1087	это происходит	1	1
1088	фразы но	1	1
1089	он почувствовал	1	1
1090	в новом	1	1
1091	у древних	1	1
1092	и оно	1	1
1093	и смысл	1	1
1094	на его	6	1
1095	и смысловой	1	1
1096	на солнце	1	1
1097	история будет	1	1
1098	то хотя	1	1
1099	ему как	1	1
1100	и ответ	2	1
1101	как результат	1	1
1102	только пример	1	1
1103	связаны с	4	1
1104	и сестры	1	1
1105	друга но	1	1
1106	не говоря	2	1
1107	еще до	1	1
1108	всю совокупность	2	1
1109	и тех	1	1
1110	предположить что	1	1
1111	достаточно для	2	1
1112	лишь впоследствии	1	1
1113	может иметь	1	1
1114	в потоке	3	1
1115	окружающего мира	1	1
1116	с самого	4	1
1117	своих высказываний	2	1
1118	его слов	2	1
1119	другими словами	7	1
1120	так называемой	4	1
1121	ни один	2	1
1122	материал для	2	1
1123	знакомства с	3	1
1124	а из	1	1
1125	и разговоры	1	1
1126	уже только	1	1
1127	в противоположность	1	1
1128	ведь и	2	1
1129	просто не	1	1
1130	мы должны	10	1
1131	жизни вместо	1	1
1132	не существовало	1	1
1133	нужно было	2	1
1134	и их	5	1
1135	но даже	2	1
1136	слова во	1	1
1137	оказывается что	1	1
1138	смотрит на	1	1
1139	конечно в	1	1
1140	только благодаря	3	1
1141	в нашей	2	1
1142	уже видели	3	1
1143	только то	1	1
1144	т.п но	2	1
1145	с кем	2	1
1146	или как	6	1
1147	еще на	1	1
1148	жизни однако	1	1
1149	и время	1	1
1150	эту тему	1	1
1151	по всей	1	1
1152	жизни писателя	1	1
1153	самой своей	1	1
1154	пламя и	1	1
1155	слушателя нет	1	1
1156	крайней мере	1	1
1157	и благодаря	1	1
1158	благодаря этому	1	1
1159	обращаться к	1	1
1160	может показаться	3	1
1161	в голову	3	1
1162	говорящего но	1	1
1163	свидетельствуют о	1	1
1164	все еще	1	1
1165	просто и	1	1
1166	как внутренняя	1	1
1167	достаточно вспомнить	1	1
1168	этой ситуации	2	1
1169	нуждается в	3	1
1170	переходить от	1	1
1171	человек не	2	1
1172	является ли	1	1
1173	в разговоре	2	1
1174	может и	1	1
1175	однако все	1	1
1176	растворяется в	1	1
1177	для этого	2	1
1178	виду что	1	1
1179	как вещь	1	1
1180	слова должны	1	1
1181	само по	1	1
1182	для образования	1	1
1183	есть не	2	1
1184	же самым	1	1
1185	совершается в	1	1
1186	без помощи	1	1
1187	словами в	2	1
1188	течением времени	1	1
