N	2gram	Losev_Prob	Narrotol
509	слов в	1	2
510	второй план	1	2
511	по мнению	2	2
512	или иному	1	2
513	и кажется	1	2
514	до их	1	2
515	этого человека	1	2
516	столько же	2	2
517	от тех	3	2
518	ни от	4	2
519	будто бы	7	2
520	одним из	2	2
521	быть только	1	2
522	у тургенева	2	2
523	человек и	1	2
524	ясно что	11	2
525	думать о	1	2
526	не есть	57	2
527	и всякий	5	2
528	себе и	4	2
529	например как	2	2
530	есть своя	2	2
531	в других	2	2
532	но чего	1	2
533	во всех	4	2
534	войне и	1	2
535	только от	1	2
536	смысл и	1	2
537	мы можем	11	2
538	и пространства	1	2
539	перехода от	1	2
540	говорил о	1	2
541	бы она	2	2
542	сами по	8	2
543	времени но	1	2
544	реальной действительности	1	2
545	так что	21	2
546	на свой	1	2
547	оно и	2	2
548	если же	4	2
549	одно и	4	2
550	хотя в	1	2
551	и является	6	2
552	все те	2	2
553	даже не	3	2
554	в нее	2	2
555	соотнесенность с	1	2
556	другим потому	1	2
557	и событий	2	2
558	его как	3	2
559	могут быть	2	2
560	и есть	9	2
561	мы будем	3	2
562	с которым	1	2
563	без этой	1	2
564	одного и	1	2
565	сливаются в	2	2
566	и ничего	1	2
567	и сами	3	2
568	себя но	2	2
569	она сама	1	2
570	а потому	1	2
571	построена так	1	2
572	если в	1	2
573	и прочих	2	2
574	должна быть	1	2
575	своих героев	2	2
576	значении этого	1	2
577	но также	2	2
578	его внутреннего	1	2
579	из которых	6	2
580	для них	4	2
581	себе не	2	2
582	очевидным что	1	2
583	думал он	1	2
584	и одновременно	1	2
585	от своего	1	2
586	о самом	2	2
587	же о	4	2
588	значения и	1	2
589	в процессе	2	2
590	можно назвать	1	2
591	присутствует в	1	2
592	она служит	1	2
593	как о	6	2
594	которые могут	1	2
595	в которых	3	2
596	никто не	5	2
597	есть на	1	2
598	так называемая	1	2
599	ли он	1	2
600	древних греков	1	2
601	том смысле	4	2
602	в каком	9	2
603	время является	1	2
604	не входит	1	2
605	это и	11	2
606	по своим	1	2
607	своей собственной	3	2
608	это за	3	2
609	автора и	1	2
610	это то	3	2
611	это все	1	2
612	которое не	1	2
613	них как	1	2
614	слова и	3	2
615	себя не	3	2
616	в отрыве	1	2
617	на основании	2	2
618	тому или	1	2
619	что же	9	2
620	нем не	1	2
621	она может	2	2
622	и во	5	2
623	с нею	2	2
624	он может	2	2
625	только с	5	2
626	только потому	3	2
627	из него	2	2
628	именно к	3	2
629	или просто	1	2
630	в более	1	2
631	после этого	1	2
632	у гоголя	9	2
633	ни с	5	2
634	только по	1	2
635	представлялось ему	1	2
636	что с	1	2
637	все это	9	2
638	со своим	2	2
639	сознания и	2	2
640	а все	1	2
641	в их	2	2
642	слова а	2	2
643	таком случае	7	2
644	когда же	1	2
645	как именно	1	2
646	однако не	4	2
647	но с	2	2
648	себе но	2	2
649	поскольку все	1	2
650	в войне	1	2
651	и более	6	2
652	или иначе	2	2
653	на нее	1	2
654	указывает на	13	2
655	и читателя	1	2
656	есть в	6	2
657	и этих	1	2
658	к своему	1	2
659	благодаря которым	1	2
660	не столь	1	2
661	первой главы	1	2
662	но уже	4	2
663	для которого	1	2
664	в каждой	1	2
665	говорит об	1	2
666	или менее	2	2
667	как все	1	2
668	и вообще	20	2
669	и другого	1	2
670	мере в	1	2
671	этих двух	1	2
672	как показывает	1	2
673	мертвых душ	2	2
674	он говорит	1	2
675	сознания которая	1	2
676	обстоит дело	1	2
677	взывает к	1	2
678	мы его	2	2
679	когда он	2	2
680	говоря о	1	2
681	чего же	4	2
682	всей его	2	2
683	признать что	1	2
684	на это	1	2
685	человеческого сознания	1	2
686	отношение к	1	2
687	и мире	1	2
688	в литературном	1	2
689	однако для	2	2
690	в категориях	1	2
691	не можем	5	2
692	зрения на	2	2
693	это означает	1	2
694	это в	2	2
695	впоследствии в	1	2
696	и наконец	2	2
697	иное как	6	2
698	во всем	2	1
699	они являются	2	1
700	и останется	1	1
701	нас о	2	1
702	будто к	1	1
703	никогда и	1	1
704	с которыми	2	1
705	момент времени	1	1
706	лет назад	2	1
707	рассказ о	1	1
708	которые не	1	1
709	к этой	2	1
710	каждого отдельного	1	1
711	подходом к	1	1
712	случае мы	1	1
713	есть знак	6	1
714	искусства это	1	1
715	отношениях к	1	1
716	связанных между	1	1
717	внутреннее состояние	1	1
718	с самим	4	1
719	из всех	1	1
720	будет не	1	1
721	в разных	4	1
722	тем как	1	1
723	и был	1	1
724	их жизни	1	1
725	мысли и	1	1
726	предполагает наличие	1	1
727	не как	1	1
728	так можно	1	1
729	как некоторого	2	1
730	и говорить	2	1
731	иначе но	1	1
732	нужно рассуждать	1	1
733	здесь говорить	1	1
734	например с	1	1
735	представлений о	2	1
736	а есть	1	1
737	близкое к	1	1
738	проглядывает в	1	1
739	его от	3	1
740	то не	2	1
741	для всех	3	1
742	в живом	1	1
743	но что	3	1
744	данности и	1	1
745	что слово	3	1
746	среди других	1	1
747	гамлета уже	1	1
748	в предыдущей	1	1
749	данного термина	1	1
750	значение это	1	1
751	по пути	1	1
752	он остается	1	1
753	именно он	4	1
754	этих героев	1	1
755	из двух	1	1
756	ни одна	2	1
757	относится и	3	1
758	мы бы	2	1
759	и этот	3	1
760	знаки и	1	1
761	на свою	2	1
762	как об	1	1
763	связана с	1	1
764	смыслом а	1	1
765	чем его	1	1
766	или на	1	1
767	это опять-таки	1	1
768	представление о	1	1
769	к другим	2	1
770	том или	6	1
771	и должен	1	1
772	и процессов	1	1
773	его на	1	1
774	себе с	1	1
775	у которого	1	1
776	кроме самого	1	1
777	здесь именно	2	1
778	всю ночь	1	1
779	всю эту	1	1
780	например что	1	1
781	не обладают	2	1
782	может существовать	3	1
783	которая при	1	1
784	предмета и	1	1
785	ней не	1	1
786	человеческой речи	1	1
787	них мы	1	1
788	но у	1	1
789	отличается от	8	1
790	поскольку он	1	1
791	эстетике и	1	1
792	быть несколько	1	1
793	отца и	1	1
794	художественное произведение	9	1
795	так например	1	1
796	не имели	2	1
797	и нет	2	1
798	себе представить	2	1
799	и образ	6	1
800	впрочем для	1	1
801	с этим	5	1
802	если я	3	1
803	возможностям но	1	1
804	является их	1	1
805	действия и	2	1
806	новую жизнь	1	1
807	не служит	1	1
808	еще от	1	1
809	где этот	1	1
810	во все	3	1
811	некоторые из	1	1
812	на этой	1	1
813	сразу же	2	1
814	к одной	2	1
815	при условии	4	1
816	свободе а	1	1
817	которые мы	5	1
818	не могли	2	1
819	отделена от	1	1
820	что этот	1	1
821	вопрос о	2	1
822	к мифу	2	1
823	как принцип	2	1
824	об ее	3	1
825	тождество не	1	1
826	действительности как	2	1
827	имеет в	2	1
828	понимается в	1	1
829	данной категории	1	1
830	которого у	1	1
831	но то	1	1
832	но эти	1	1
833	являются не	2	1
834	внутри себя	2	1
835	во многих	1	1
836	из их	1	1
837	имея в	1	1
838	что вся	2	1
839	а когда	1	1
840	особенно важно	3	1
841	структуру в	1	1
842	обыкновенный человек	1	1
843	не имеем	1	1
844	правда и	1	1
845	только внешним	1	1
846	втором случае	1	1
847	возможен только	1	1
848	сидит в	1	1
849	для данного	1	1
850	виду и	1	1
851	образом что	1	1
852	в сторону	1	1
853	и те	1	1
854	не что	6	1
855	от своей	1	1
856	даже с	1	1
857	то его	2	1
858	за рамки	1	1
859	между художественным	1	1
860	указания на	4	1
861	в глаза	1	1
862	всего что	1	1
863	и тоже	8	1
864	значимость только	2	1
865	бесконечное число	4	1
866	настолько что	1	1
867	бы совершенно	1	1
868	и три	1	1
869	и мышления	3	1
870	за другой	1	1
871	еще нет	2	1
872	сказано и	1	1
873	косвенно в	1	1
874	следующим образом	1	1
875	главы рассказа	1	1
876	языка как	1	1
877	значит и	4	1
878	это так	2	1
879	собой но	1	1
880	речь не	1	1
881	что все	2	1
882	во всей	3	1
883	они сами	1	1
884	из трех	2	1
885	момент в	1	1
886	вернуться к	2	1
887	речь о	2	1
888	не мыслится	1	1
889	говорит сам	1	1
890	от другой	2	1
891	от себя	2	1
892	и любое	1	1
893	что даже	6	1
894	она уже	3	1
895	а мы	2	1
896	понятие о	2	1
897	не будут	2	1
898	мыслится в	1	1
899	я никак	1	1
900	она есть	2	1
901	тоже могут	1	1
902	но так	1	1
903	которая обладает	1	1
904	вовсе и	1	1
905	не то	2	1
906	бессмысленный набор	1	1
907	данное отвлеченное	1	1
908	свое собственное	2	1
909	но поскольку	1	1
910	вся эта	3	1
911	гораздо более	6	1
912	система не	1	1
913	может обойтись	2	1
914	чем было	1	1
915	бы то	5	1
916	о принципе	1	1
917	по адресу	1	1
918	реально и	1	1
919	наполнения и	1	1
920	ведь для	1	1
921	она и	1	1
922	хотелось бы	1	1
923	где имеется	1	1
924	состоящий из	1	1
925	сказать и	2	1
926	и красота	1	1
927	здесь нет	1	1
928	и всей	2	1
929	действий над	1	1
930	это будет	7	1
931	указать на	1	1
932	стороны и	3	1
933	но отнюдь	2	1
934	собой в	1	1
935	одновременно а	1	1
936	такая же	1	1
937	и борьбы	1	1
938	что превращает	1	1
939	получает в	1	1
940	если у	1	1
941	для которой	4	1
942	ни было	5	1
943	таблицы умножения	1	1
944	мышления с	1	1
945	что при	5	1
946	самих этих	1	1
947	вишневого сада	1	1
948	представлена в	1	1
949	являются здесь	1	1
950	художественной и	1	1
951	xix века	2	1
952	с другими	6	1
953	не обладает	1	1
954	есть с	2	1
955	даже на	1	1
956	стремится к	1	1
957	делает вид	1	1
958	не годится	1	1
959	что между	1	1
960	его в	4	1
961	признаков а	1	1
962	не была	1	1
963	действий и	1	1
964	ни в	17	1
965	даже вовсе	2	1
966	как же	3	1
967	тут тоже	1	1
968	все необходимые	1	1
969	в разные	1	1
970	пока только	2	1
971	евгении онегине	1	1
972	что за	1	1
973	произведение как	1	1
974	первобытного мышления	1	1
975	собой и	1	1
976	еще при	1	1
977	мы это	1	1
978	и своего	2	1
979	в атмосфере	1	1
980	с одним	1	1
981	не остается	1	1
982	в евгении	1	1
983	но ведь	2	1
984	если первая	1	1
985	определенное и	1	1
986	содержанию в	1	1
987	и само	1	1
988	время как	6	1
989	степени это	2	1
990	и она	2	1
991	на земле	1	1
992	говоря об	1	1
993	того и	2	1
994	он вовсе	1	1
995	смысл но	2	1
996	уже давно	3	1
997	зрения и	1	1
998	вполне определенным	1	1
999	вполне закономерно	1	1
1000	о которых	3	1
1001	мы делаем	1	1
1002	тонким орудием	1	1
1003	же касается	5	1
1004	что только	1	1
1005	хотя оно	1	1
1006	а только	9	1
1007	его элементов	1	1
1008	числе и	1	1
1009	не нужно	2	1
1010	это тоже	4	1
1011	речи или	2	1
1012	и понимание	1	1
1013	и отдельные	1	1
1014	и своей	1	1
1015	всю ее	1	1
1016	как сказано	1	1
1017	в отдельную	1	1
1018	как системы	1	1
1019	чтобы понять	1	1
1020	поскольку всякая	1	1
1021	это могло	1	1
1022	а поскольку	1	1
1023	на которую	3	1
1024	я на	1	1
1025	читателя уже	1	1
1026	в бытовой	1	1
1027	именно как	1	1
1028	и понимаем	1	1
1029	она или	1	1
1030	подобного не	1	1
1031	это вполне	2	1
1032	для его	4	1
1033	реальным и	1	1
1034	иной области	1	1
1035	от читателя	1	1
1036	не означает	1	1
1037	на этом	1	1
1038	этом их	2	1
1039	говоря в	1	1
1040	о предмете	1	1
1041	мы уже	4	1
1042	а всякая	1	1
1043	нашего сознания	1	1
1044	зрения в	1	1
1045	на котором	2	1
1046	определенным образом	3	1
1047	то ни	7	1
1048	совсем не	4	1
1049	эти слова	2	1
1050	и собственно	1	1
1051	из множества	1	1
1052	отношение между	1	1
1053	так называемые	1	1
1054	остается на	1	1
1055	i и	2	1
1056	моря и	1	1
1057	именно что	1	1
1058	ничто не	2	1
1059	к такой	1	1
1060	однако эта	1	1
1061	бы но	1	1
1062	и та	1	1
1063	в тех	3	1
1064	время когда	1	1
1065	и тот	2	1
1066	за пределы	6	1
1067	дела и	1	1
1068	категории в	2	1
1069	этом смысле	5	1
1070	выражается в	3	1
1071	несколько иначе	1	1
1072	что смысл	2	1
1073	этот вопрос	3	1
1074	от страха	1	1
1075	не сами	1	1
1076	то или	5	1
1077	говорили что	3	1
1078	характером и	1	1
1079	но тут	2	1
1080	должны были	1	1
1081	или иное	3	1
1082	в которое	1	1
1083	в самой	4	1
1084	само понятие	2	1
1085	значение и	7	1
1086	а тем	1	1
1087	не само	1	1
1088	из нее	1	1
1089	целом и	1	1
1090	самого но	1	1
1091	на бумаге	1	1
1092	это вовсе	5	1
1093	природы и	3	1
1094	на который	1	1
1095	что для	4	1
1096	или о	1	1
1097	бы его	2	1
1098	степени здесь	1	1
1099	его коммуникативной	1	1
1100	и каждый	2	1
1101	из поля	1	1
1102	особенностей и	1	1
1103	и какой	1	1
1104	рассматривается как	1	1
1105	это делает	1	1
1106	который так	1	1
1107	которое мы	5	1
1108	них не	1	1
1109	с чем	3	1
1110	необходимо чтобы	2	1
1111	здесь также	1	1
1112	вовсе еще	2	1
1113	говорится но	1	1
1114	если они	2	1
1115	иной раз	5	1
1116	повседневной жизни	1	1
1117	есть все	1	1
1118	из этого	5	1
1119	бы ни	1	1
1120	речи и	1	1
1121	и чтобы	1	1
1122	слова как	3	1
1123	там где	1	1
1124	этой системе	1	1
1125	а главное	1	1
1126	так или	2	1
1127	чтобы не	2	1
1128	означает что	1	1
1129	в один	1	1
1130	в одну	1	1
1131	и особенно	3	1
1132	как знак	5	1
1133	если это	1	1
1134	до его	1	1
1135	для первого	1	1
1136	мы видели	2	1
1137	не отличается	1	1
1138	и рождается	1	1
1139	а более	1	1
1140	от самого	2	1
1141	другой более	1	1
1142	видим и	2	1
1143	нечто иное	4	1
1144	такого мышления	1	1
1145	этого термина	6	1
1146	поля зрения	1	1
1147	смысловых и	1	1
1148	то время	6	1
1149	который имел	1	1
1150	образом и	2	1
1151	содержащий в	1	1
1152	за ним	2	1
1153	оно взывает	1	1
1154	он только	2	1
1155	время у	1	1
1156	анализа не	2	1
1157	которых мы	2	1
1158	был бы	1	1
1159	из таких	1	1
1160	оно было	1	1
1161	рассказа и	1	1
1162	непосредственно но	1	1
1163	была бы	2	1
1164	элементов понятия	2	1
1165	в свое	1	1
1166	содержит в	13	1
1167	со второй	1	1
1168	с тем	9	1
1169	сам по	11	1
1170	нашего времени	1	1
1171	предполагает не	1	1
1172	не исчерпывается	1	1
1173	поэтому в	2	1
1174	из того	3	1
1175	верного пути	1	1
1176	их как	1	1
1177	не обходится	2	1
1178	он несет	1	1
1179	слезами и	1	1
1180	в отношении	4	1
1181	однако он	1	1
1182	мы пока	1	1
1183	нет никакого	4	1
1184	же самой	4	1
1185	деле и	1	1
1186	и вполне	9	1
1187	не могут	1	1
1188	метонимия и	1	1
1189	только еще	4	1
1190	понятие которое	2	1
1191	для писателя	1	1
1192	сказать с	1	1
1193	и шире	1	1
1194	этой точки	2	1
1195	во что	1	1
1196	человеческой культуры	1	1
1197	строгом смысле	1	1
1198	простым и	1	1
1199	по преимуществу	1	1
1200	развития в	1	1
1201	значения как	1	1
1202	в саду	1	1
1203	сознания однако	1	1
1204	имеет дело	1	1
1205	указывает не	1	1
1206	этот тип	1	1
1207	живой речи	1	1
1208	отношения к	3	1
1209	к которым	1	1
1210	однако основной	1	1
1211	оно всегда	3	1
1212	свой собственный	3	1
1213	мы встречаемся	1	1
1214	и они	1	1
1215	анализа в	1	1
1216	для каждого	2	1
1217	произведение в	2	1
1218	поскольку в	1	1
1219	лермонтовского демона	1	1
1220	или попросту	1	1
1221	характером в	1	1
1222	и так	1	1
1223	однако чтобы	1	1
1224	по разным	1	1
1225	себя и	1	1
1226	характеры но	1	1
1227	когда перед	1	1
1228	связаны между	2	1
1229	может функционировать	1	1
1230	сравнению с	3	1
1231	при всех	2	1
1232	далек от	1	1
1233	эта последняя	2	1
1234	друг от	3	1
1235	имеет здесь	1	1
1236	первой главе	1	1
1237	словами и	1	1
1238	не рассматривается	1	1
1239	рассуждения о	2	1
1240	по крайней	9	1
1241	к той	1	1
1242	без которых	3	1
1243	который и	1	1
1244	или ином	3	1
1245	но оно	3	1
1246	все они	5	1
1247	в новое	3	1
1248	не давая	1	1
1249	жизнь ни	1	1
1250	бросается в	1	1
1251	знака при	1	1
1252	ни к	3	1
1253	как часть	1	1
1254	именно тем	1	1
1255	совершенно не	7	1
1256	необходимым и	1	1
1257	чем же	7	1
1258	здесь может	1	1
1259	есть от	2	1
1260	вообще отсутствует	1	1
1261	языка и	4	1
1262	произведение не	1	1
1263	дом то	1	1
1264	даже сказать	1	1
1265	если он	1	1
1266	на какой	1	1
1267	роли и	1	1
1268	нечто мы	1	1
1269	поэтому понятие	1	1
1270	она обладает	2	1
1271	и достаточно	1	1
1272	читателя но	1	1
1273	в значительной	2	1
1274	относится к	4	1
1275	не должно	1	1
1276	на основе	1	1
1277	по сравнению	3	1
1278	это только	2	1
1279	в отдельности	2	1
1280	не должны	1	1
1281	с которой	2	1
1282	что если	3	1
1283	каждой из	2	1
1284	не понимает	2	1
1285	для меня	4	1
1286	то все	1	1
1287	и вся	2	1
1288	случае имеет	2	1
1289	пространства его	1	1
1290	которое отнюдь	1	1
1291	действительностью и	1	1
1292	впрочем и	1	1
1293	он как	2	1
1294	него с	2	1
1295	художественной литературы	1	1
1296	и соответствующих	1	1
1297	узком значении	1	1
1298	и исчезает	1	1
1299	событие является	1	1
1300	трактовать как	1	1
1301	и до	3	1
1302	только тем	2	1
1303	у человека	2	1
1304	чем не	4	1
1305	он есть	2	1
1306	определенного рода	7	1
