N	2gram	Losev_Dial	Myshleni
142	тот же	1	24
143	понятия и	2	24
144	зависимости от	4	24
145	целый ряд	3	24
146	в сфере	3	24
147	на этот	1	24
148	того как	2	24
149	так что	11	24
150	что эта	2	24
151	в нем	7	24
152	в слове	3	24
153	друг друга	3	23
154	этот вопрос	1	23
155	бы в	5	23
156	ни в	20	23
157	как он	4	23
158	во всяком	5	22
159	не могут	6	22
160	то время	6	22
161	в известном	1	22
162	в зависимости	3	22
163	высшей степени	1	22
164	между ними	1	21
165	к этому	3	21
166	как говорит	1	21
167	и следовательно	2	21
168	и ее	8	21
169	с таким	1	21
170	на основании	3	21
171	представление о	3	21
172	в нашем	1	21
173	его в	2	21
174	все время	4	21
175	в свете	3	21
176	показать что	1	21
177	там где	1	21
178	и все	17	21
179	не имеет	18	21
180	в истории	7	21
181	ее в	3	21
182	и более	1	21
183	отношение к	1	21
184	в виду	12	20
185	не менее	11	20
186	в котором	2	20
187	к которому	1	20
188	из них	4	20
189	время как	6	20
190	из этих	5	20
191	на вопрос	1	20
192	в такой	1	20
193	а в	3	20
194	едва ли	2	20
195	как раз	11	20
196	как показывает	1	20
197	на этом	3	20
198	должно быть	7	20
199	по существу	2	20
200	и их	1	20
201	в связи	3	19
202	во всех	2	19
203	и по	2	19
204	но если	11	19
205	независимо от	3	19
206	в данном	6	19
207	мы и	4	19
208	об отношении	1	19
209	как на	6	19
210	с ним	3	19
211	в себя	4	19
212	из которых	4	19
213	речь в	1	19
214	во всем	5	18
215	во всей	1	18
216	в психологии	1	18
217	одного и	1	18
218	но это	10	18
219	в отличие	1	18
220	и другое	2	18
221	отличие от	2	18
222	приходит к	1	18
223	этом смысле	1	18
224	всяком случае	3	18
225	чем в	2	18
226	в этих	3	17
227	в своих	3	17
228	их в	2	17
229	казалось бы	1	17
230	в одном	3	17
231	понятие в	1	17
232	я не	11	17
233	не есть	95	17
234	сих пор	1	17
235	и той	4	17
236	до сих	1	17
237	о природе	1	17
238	в совершенно	1	17
239	и для	5	17
240	для этого	3	17
241	все что	3	17
242	у него	2	17
243	этой точки	4	17
244	ту же	1	17
245	и от	4	17
246	и есть	24	17
247	то и	5	17
248	совпадает с	2	17
249	обе эти	1	17
250	мы находим	5	17
251	и только	6	17
252	на каждой	1	16
253	своей природе	1	16
254	одной и	4	16
255	и научных	1	16
256	в которых	1	16
257	ребенка как	1	16
258	мы имеем	3	16
259	вовсе не	18	16
260	такой же	1	16
261	и даже	21	16
262	то в	5	16
263	в мысли	2	16
264	для нас	2	16
265	тому как	5	16
266	в них	6	15
267	вопрос об	3	15
268	является то	1	15
269	от этого	5	15
270	и это	12	15
271	и является	2	15
272	подобно тому	5	15
273	со всеми	2	15
274	что если	5	15
275	данном случае	3	15
276	на все	1	15
277	тем более	5	15
278	хотя бы	9	15
279	те же	1	15
280	отличается от	9	15
281	но как	3	15
282	значит что	29	15
283	представить себе	1	15
284	на всем	1	15
285	том же	1	15
286	ничего не	29	15
287	вообще не	3	15
288	когда он	3	15
289	это значит	29	14
290	думается что	1	14
291	но что	11	14
292	одно и	6	14
293	точка зрения	5	14
294	что у	2	14
295	очевидно что	1	14
296	что для	5	14
297	точку зрения	1	14
298	из этого	3	14
299	и здесь	3	14
300	только тогда	7	14
301	со всей	1	14
302	одной из	3	14
303	он должен	3	14
304	учения о	2	14
305	в учении	1	14
306	этих двух	1	14
307	от друга	1	14
308	не можем	3	14
309	о чем	2	14
310	содержится в	3	14
311	это есть	19	14
312	когда мы	3	14
313	друг от	1	14
314	и во	3	14
315	с его	7	14
316	же мере	1	14
317	последнее время	2	14
318	об этом	8	14
319	что эти	1	14
320	имеет место	1	13
321	с другими	1	13
322	в понятии	2	13
323	смысле слова	1	13
324	они не	3	13
325	учении о	1	13
326	но на	2	13
327	в виде	11	13
328	на его	1	13
329	отнюдь не	16	13
330	она не	10	13
331	человека и	2	13
332	для всех	1	13
333	точно так	3	13
334	как они	1	13
335	но все	1	13
336	по самой	1	13
337	связана с	1	13
338	в состоянии	1	13
339	в меру	1	13
340	факт что	1	13
341	стороны и	1	13
342	даже в	1	12
343	на первый	4	12
344	только на	8	12
345	образом что	1	12
346	но он	3	12
347	ясно что	16	12
348	за пределы	3	12
349	к другому	2	12
350	с их	4	12
351	в другую	1	12
352	в одной	4	12
353	и потому	6	12
354	и обратно	1	12
355	ко всем	1	12
356	в первом	2	12
357	к нему	4	12
358	от его	2	12
359	несмотря на	2	12
360	в ее	5	12
361	тем не	10	12
362	тому же	2	12
363	это мы	1	12
364	но только	7	12
365	были бы	2	12
366	никак не	3	12
367	мог бы	2	12
368	это и	12	12
369	только к	3	12
370	первый план	4	12
371	в ней	4	12
372	они являются	1	11
373	в последнее	2	11
374	предметов в	1	11
375	не могли	1	11
376	в других	1	11
377	находится в	2	11
378	на котором	2	11
379	и значением	1	11
380	на том	1	11
381	по типу	1	11
382	каждой ступени	1	11
383	отношения к	4	11
384	обстоятельство что	1	11
385	мы всегда	2	11
386	мы будем	1	11
387	с ее	10	11
388	и при	4	11
389	в каком	9	11
390	этом вопросе	2	11
391	что понятие	1	11
392	друг другу	1	11
393	мы нашли	1	11
394	на самом	2	11
395	есть в	4	11
396	идет о	1	11
397	что на	3	11
398	нас в	3	11
399	остановиться на	1	11
400	одно из	8	11
401	например в	3	11
402	что этот	3	11
403	вот почему	3	11
404	наряду с	1	11
405	гораздо более	1	11
406	не знает	4	11
407	в конце	2	11
408	а только	2	11
409	он в	1	11
410	в один	2	11
411	ребенка но	1	11
412	то обстоятельство	1	11
413	ничего общего	2	11
414	слово в	2	11
415	или менее	1	11
416	в пределах	1	11
417	и наконец	2	11
418	есть не	11	11
419	вслед за	1	10
420	каким образом	1	10
421	друг на	1	10
422	в основу	1	10
423	что именно	10	10
424	внимание на	1	10
425	но для	3	10
426	о которых	1	10
427	что как	1	10
428	что такое	25	10
429	опирается на	1	10
430	в другой	2	10
431	на друга	1	10
432	тот факт	1	10
433	у нас	7	10
434	что является	1	10
435	и может	2	10
436	или иной	4	10
437	в одинаковой	3	10
438	с необходимостью	1	10
439	и которые	1	10
440	речь идет	1	10
441	нами выше	1	10
442	что его	5	10
443	учение о	11	10
444	и у	3	10
445	вопроса о	1	10
446	мысль и	1	10
447	процесса в	1	10
448	как с	2	10
449	если не	3	10
450	в конечном	1	10
451	не могло	1	10
452	и слова	1	10
453	с той	1	10
454	в нашей	1	10
455	конечном счете	1	9
456	в центр	1	9
457	что уже	3	9
458	по одному	3	9
459	той или	3	9
460	более или	1	9
461	должны быть	7	9
462	целом и	1	9
463	та же	5	9
464	этого понятия	1	9
465	оно не	7	9
466	зависит от	4	9
467	и поэтому	1	9
468	что же	12	9
469	может не	4	9
470	сама по	11	9
471	этого вопроса	1	9
472	также и	6	9
473	не с	1	9
474	этот факт	1	9
475	что можно	2	9
476	место в	2	9
477	к этой	2	9
478	как только	5	9
479	больше чем	2	9
480	поэтому мы	1	9
481	говорить о	13	9
482	то как	5	9
483	как оно	1	9
484	не то	3	9
485	и он	3	9
486	и притом	10	9
487	одном и	1	9
488	мы говорим	4	9
489	оно есть	4	9
490	совершенно не	6	9
491	видим в	1	9
492	он может	2	9
493	хотя и	9	9
494	силу того	1	9
495	в самой	1	9
496	в ином	1	9
497	но с	1	9
498	или в	4	9
499	животных и	1	9
500	включает в	1	9
501	должен быть	1	9
502	и во-вторых	2	9
503	само по	8	9
504	не как	1	8
505	из двух	4	8
506	о котором	4	8
507	которая не	2	8
508	в этот	3	8
509	уже и	3	8
510	этого мы	2	8
511	не умеет	2	8
512	нет никаких	3	8
513	уже по	3	8
514	эти три	1	8
515	же самого	1	8
516	что только	1	8
517	обратиться к	1	8
518	от нее	3	8
519	сам по	6	8
520	в течение	4	8
521	отношении к	1	8
522	другой раз	1	8
523	мысли с	1	8
524	наших глазах	1	8
525	все равно	5	8
526	образом в	1	8
527	силу этого	3	8
528	на одном	1	8
529	чем мы	1	8
530	только и	3	8
531	относятся к	1	8
532	мы наблюдаем	1	8
533	действительности и	1	8
534	связь с	1	8
535	привело нас	1	8
536	известно что	4	8
537	не мог	3	8
538	во внимание	5	8
539	и отношение	1	8
540	себе и	1	8
541	его развития	1	8
542	функций и	2	8
543	во время	1	8
544	факта что	1	8
545	и из	2	8
546	не на	7	8
547	том как	2	8
548	со стороны	5	8
549	это понятие	3	8
550	и тогда	6	8
551	что я	3	8
552	форм и	1	8
553	поэтому что	1	8
554	тому чтобы	3	8
555	и которая	1	8
556	с логической	2	8
557	нисколько не	4	8
558	только то	2	8
559	самой своей	1	8
560	что не	8	8
561	в таком	15	7
562	в разных	2	7
563	и сам	1	7
564	предмета и	1	7
565	знаем что	1	7
566	быть выражена	1	7
567	сознания в	2	7
568	на него	1	7
569	он сам	1	7
570	понятие о	2	7
571	больше и	1	7
572	в общем	1	7
573	всех этих	3	7
574	понятие и	1	7
575	содержит в	2	7
576	и делает	2	7
577	одинаковой мере	4	7
578	которым мы	1	7
579	у них	1	7
580	находятся в	1	7
581	которых он	1	7
582	ничего кроме	1	7
583	возможно только	7	7
584	мере в	3	7
585	на место	1	7
586	самое что	1	7
587	же в	2	7
588	случае в	1	7
589	которая в	1	7
590	но тем	1	7
591	из нее	2	7
592	за ним	1	7
593	в жизни	4	7
594	что оба	1	7
595	не существует	10	7
596	которой он	1	7
597	представления о	1	7
598	имеет в	1	7
599	но они	3	7
600	к общему	1	7
601	и основной	1	7
602	и вместе	1	7
603	общего с	1	7
604	во втором	1	7
605	его с	1	7
606	должна быть	11	7
607	отличаются от	1	7
608	с ними	3	7
609	не имеют	2	7
610	при помощи	6	7
611	без всякого	2	7
612	ничем не	7	7
613	на одной	1	7
614	здесь в	1	7
615	сознания и	5	7
616	слова не	1	7
617	случае не	4	7
618	с понятием	1	7
619	признать что	1	7
620	основе их	1	7
621	лучшем случае	2	7
622	только один	1	6
623	понятие как	1	6
624	до самого	1	6
625	от одного	2	6
626	в природе	5	6
627	к ней	1	6
628	уже не	9	6
629	как например	2	6
630	раз и	3	6
631	что всякое	1	6
632	это же	3	6
633	с другим	2	6
634	что их	2	6
635	образом как	1	6
636	но так	2	6
637	то о	2	6
638	всего в	2	6
639	и мы	6	6
640	целиком и	1	6
641	каждой отдельной	1	6
642	в лучшем	2	6
643	значение и	1	6
644	как к	2	6
645	фактов и	3	6
646	смысле что	1	6
647	том смысле	1	6
648	в словах	1	6
649	ни на	5	6
650	этого явления	2	6
651	бы и	2	6
652	наконец в	1	6
653	и больше	5	6
654	нет и	5	6
655	только потому	4	6
656	мы показали	1	6
657	он как	1	6
658	а это	2	6
659	себе что	2	6
660	опыта и	1	6
661	в сферу	4	6
662	бы мы	1	6
663	в условиях	2	6
664	и таким	1	6
665	и вообще	7	6
666	которая как	1	6
667	и эти	2	6
668	свести к	1	6
669	происходит в	1	6
670	по законам	2	6
671	само собой	1	6
672	что было	2	6
673	находим в	1	6
674	момента в	1	6
675	этот момент	2	6
676	говорит о	5	6
677	его на	3	6
678	этот закон	1	6
679	ответить на	1	6
680	не что	6	6
681	перед ним	1	6
682	имеем дело	2	6
683	одна из	4	6
684	что отношение	1	6
685	что иное	6	6
686	к чему	2	6
687	не говорит	6	6
688	ли оно	1	6
689	от одной	1	6
690	точек зрения	1	6
691	очень часто	1	6
692	которого мы	1	6
693	как таковой	6	6
694	которую можно	2	6
695	с и	1	6
696	и который	1	6
697	природе и	1	6
698	равным образом	1	6
699	верно что	1	6
700	если принять	1	6
701	которые могут	1	6
702	по самому	2	6
703	знает что	2	6
704	только одно	4	6
705	еще и	2	6
706	тех же	2	6
707	потому и	1	6
708	что здесь	3	6
709	социальной среды	1	6
710	раз навсегда	2	6
711	и понимания	2	6
712	ли не	1	6
713	это было	5	6
714	она должна	3	6
715	имеет свое	1	6
716	как чисто	2	6
717	допустить что	1	6
718	и о	9	6
719	иное как	6	6
720	связанных между	1	5
721	кроме того	8	5
722	этим понятием	1	5
723	или на	2	5
724	из всего	1	5
725	свою собственную	2	5
726	социальная среда	2	5
727	в противоположность	3	5
728	только как	7	5
729	в вопросе	2	5
730	к ним	1	5
731	этом заключается	1	5
732	в контексте	1	5
733	ближе к	1	5
734	все его	2	5
735	как такового	1	5
736	необходимо должно	1	5
737	совершенно ясно	2	5
738	если я	2	5
739	того и	2	5
740	слово есть	1	5
741	принять во	1	5
742	не дает	1	5
743	в него	2	5
744	ведет к	1	5
745	стадии своего	1	5
746	мы приходим	1	5
747	которые он	1	5
748	с такой	1	5
749	на первом	1	5
750	он умеет	1	5
751	никто не	4	5
752	который не	2	5
753	возникает вопрос	1	5
754	на их	1	5
755	сейчас же	1	5
756	своей собственной	1	5
757	он является	1	5
758	понятием и	1	5
759	котором мы	1	5
760	не видит	1	5
761	в свое	1	5
762	что ему	1	5
763	когда они	1	5
764	ее на	1	5
765	только его	2	5
766	всего нашего	1	5
767	то мы	3	5
768	однако не	2	5
769	все они	1	5
770	сами по	3	5
771	мы никогда	1	5
772	и другого	1	5
773	но всегда	1	5
774	заключается только	1	5
775	же что	1	5
776	оказывается что	5	5
777	утверждает что	3	5
778	человеческого сознания	1	5
779	ни один	2	5
780	есть все	2	5
781	могут не	2	5
782	от него	2	5
783	на эти	1	5
784	самого себя	1	5
785	есть прежде	4	5
786	исторического развития	1	5
787	бы все	1	5
788	мы только	3	5
789	гораздо больше	1	5
790	частного к	1	5
791	в новом	1	5
792	но даже	4	5
793	но то	3	5
794	всегда и	4	5
795	вообще и	1	5
796	говорит об	1	5
797	быть в	4	5
798	это так	2	5
799	есть только	13	5
800	а следовательно	1	5
801	не просто	20	5
802	себя в	3	5
803	что каждая	1	5
804	чем у	1	5
805	видит в	1	5
806	встречается в	1	5
807	и оказывается	2	5
808	бы к	2	5
809	это как	3	5
810	другими словами	8	5
811	содержания и	1	5
812	этих фактов	1	5
813	вопрос в	2	5
814	речи о	1	5
815	не для	1	5
816	а потому	1	5
817	был бы	2	5
818	связанное с	1	5
819	в область	2	5
820	есть нечто	26	5
821	что должно	2	5
822	если это	2	5
823	видим что	3	5
824	у одного	1	5
825	значений и	2	5
826	не потому	2	5
827	мы хотим	2	5
828	заметить что	2	5
829	свое время	1	5
830	себе ничего	1	5
831	видеть в	1	5
832	в полном	1	5
833	указание на	1	5
834	без этого	1	5
835	когда оно	1	5
836	что к	1	5
837	его развитии	1	5
838	человека к	1	5
839	гласит что	2	5
840	а из	3	5
841	конце концов	1	5
842	меру того	1	5
843	дело не	2	5
844	все не	1	5
845	говоря о	3	5
846	у нее	1	5
847	всей его	2	5
848	прежде чем	2	5
849	к понятию	1	5
850	эти два	3	5
851	именно это	2	5
852	быть выражено	1	5
853	для другого	1	5
854	они имеют	1	4
855	психической жизни	2	4
856	в применении	1	4
857	но ведь	2	4
858	мы пришли	1	4
859	из ее	3	4
860	вот что	1	4
861	уже на	1	4
862	исходить из	1	4
863	когда это	1	4
864	есть совершенно	1	4
865	есть то	9	4
866	всем его	1	4
867	что обе	1	4
868	во все	1	4
869	ничто не	2	4
870	это очевидно	1	4
871	что вся	1	4
872	чего не	7	4
873	путь для	1	4
874	и когда	4	4
875	конечно не	6	4
876	можно ли	6	4
877	ни одного	2	4
878	отношения и	1	4
879	иным как	1	4
880	к ее	2	4
881	бы то	3	4
882	бы чудом	2	4
883	она в	3	4
884	почему в	1	4
885	не было	6	4
886	или не	10	4
887	и говорит	1	4
888	как таковое	5	4
889	быть может	3	4
890	смысловой и	1	4
891	если оно	4	4
892	и та	4	4
893	также не	3	4
894	все дело	1	4
895	сущности это	1	4
896	что есть	6	4
897	не вижу	1	4
898	те кто	1	4
899	следовательно не	2	4
900	и сами	2	4
901	в анализе	1	4
902	своего собственного	2	4
903	была бы	5	4
904	мы начинаем	3	4
905	влияния на	1	4
906	может существовать	4	4
907	чудом если	1	4
908	и вот	13	4
909	с которой	2	4
910	для нее	1	4
911	и вся	1	4
912	по направлению	1	4
913	в абсолютной	1	4
914	может ли	4	4
915	к двум	1	4
916	направлении и	1	4
917	только при	1	4
918	именно то	1	4
919	его только	1	4
920	здесь не	2	4
921	свой смысл	1	4
922	это одно	1	4
923	в корне	1	4
924	и после	1	4
925	не из	1	4
926	если только	5	4
927	самое слово	2	4
928	из отдельных	1	4
929	эта точка	1	4
930	постольку поскольку	1	4
931	новых фактов	1	4
932	нас не	1	4
933	что значит	1	4
934	нам не	1	4
935	что одно	1	4
936	вполне совпадает	1	4
937	только два	1	4
938	и я	3	4
939	в каждой	1	4
940	вопросе о	2	4
941	того или	6	4
942	то он	1	4
943	и ко	1	4
944	чистом виде	1	4
945	понятий а	1	4
946	есть и	14	4
947	или как	3	4
948	действительно не	2	4
949	как будто	3	4
950	это на	1	4
951	он показал	1	4
952	или по	4	4
953	однако и	1	4
954	строго говоря	2	4
955	в некоторых	3	4
956	же предметы	1	4
957	от этих	2	4
958	на других	1	4
959	если он	2	4
960	много раз	1	4
961	в наиболее	1	4
962	стороны в	1	4
963	начинается с	1	4
964	а именно	7	4
965	одновременно и	1	4
966	деле если	1	4
967	факт который	1	4
968	то это	9	4
969	и логической	2	4
970	почти не	1	4
971	когда она	4	4
972	превращается в	6	4
973	самого понятия	1	4
974	так мы	1	4
975	всего этого	2	4
976	сила и	2	4
977	входят в	1	4
978	исходит из	2	4
979	на предмет	1	4
980	по которым	1	4
981	и становится	2	4
982	эти же	1	4
983	мы как	2	4
984	нельзя сказать	1	4
985	самых существенных	1	4
986	ни было	1	4
987	и сама	6	4
988	от тех	1	4
989	но совершенно	2	4
990	изменения и	3	4
991	выше и	2	4
992	как видим	2	4
993	или к	2	4
994	в целях	4	4
995	совсем не	1	4
996	но при	1	4
997	но до	1	4
998	его не	3	4
999	в приведенном	1	4
1000	это вопрос	1	4
1001	этот предмет	1	4
1002	на который	1	4
1003	однако в	1	4
1004	представление об	1	4
1005	а как	2	4
1006	уяснить себе	1	4
1007	только те	1	4
1008	является наиболее	1	4
1009	из общей	1	4
1010	не требует	1	4
1011	она становится	2	4
1012	в обратном	1	4
1013	как о	6	4
1014	в любой	1	4
1015	себя и	3	4
1016	чем же	3	4
1017	и если	5	4
1018	цели и	1	4
1019	понятия о	1	4
1020	этого же	1	4
1021	что говоря	1	4
1022	из него	1	4
1023	дает в	3	4
1024	без которых	2	4
1025	мы действительно	1	4
1026	такое же	1	4
1027	просто как	3	4
1028	и эта	1	4
1029	приходим к	1	4
1030	и тех	2	4
1031	по которому	3	4
1032	всю свою	1	4
1033	не могу	2	4
1034	вопрос как	1	4
1035	что там	1	4
1036	составные части	1	4
1037	ее от	2	4
1038	он упал	1	4
1039	думать что	3	4
1040	идет речь	4	4
1041	всем ее	1	4
1042	жизни и	8	4
1043	смысле мы	1	4
1044	как для	1	4
1045	в чисто	2	4
1046	не к	1	4
1047	философии и	1	3
1048	понятий вообще	1	3
1049	факты и	4	3
1050	и лишь	1	3
1051	переходом от	1	3
1052	или иных	2	3
1053	он видит	1	3
1054	представить в	1	3
1055	его от	2	3
1056	и само	3	3
1057	о мире	1	3
1058	и именно	1	3
1059	в новую	1	3
1060	я могу	2	3
1061	у человека	2	3
1062	зрения с	1	3
1063	а вместе	1	3
1064	чем заключается	2	3
1065	применении к	1	3
1066	этого последнего	1	3
1067	это делается	1	3
1068	всем этим	1	3
1069	из себя	3	3
1070	вообще как	1	3
1071	и еще	1	3
1072	в голове	1	3
1073	но разве	2	3
1074	сущности и	6	3
1075	эти вопросы	1	3
1076	именно на	1	3
1077	именно с	1	3
1078	от них	1	3
1079	которая заключается	1	3
1080	что даже	2	3
1081	она есть	17	3
1082	общий принцип	1	3
1083	то очевидно	1	3
1084	по природе	1	3
1085	в научной	1	3
1086	после этого	2	3
1087	показал как	1	3
1088	на объект	1	3
1089	безразличным для	1	3
1090	опыта но	1	3
1091	мы это	1	3
1092	или иная	3	3
1093	одном из	1	3
1094	вопрос что	1	3
1095	а для	2	3
1096	всей их	1	3
1097	нами как	1	3
1098	они же	1	3
1099	не отличается	5	3
1100	чтобы он	1	3
1101	этих трех	1	3
1102	не могла	1	3
1103	что содержится	1	3
1104	это приводит	1	3
1105	но прежде	1	3
1106	этого говорят	1	3
1107	даже если	3	3
1108	а главное	2	3
1109	есть ли	8	3
1110	не так	1	3
1111	ни малейшего	1	3
1112	даны в	1	3
1113	и должны	1	3
1114	не чем	1	3
1115	и должен	1	3
1116	никакому сомнению	1	3
1117	построения мы	1	3
1118	целое и	2	3
1119	быть так	1	3
1120	с целью	1	3
1121	еще с	1	3
1122	и будет	1	3
1123	на другую	5	3
1124	очевидно это	1	3
1125	и просто	1	3
1126	да и	4	3
1127	всем этом	2	3
1128	только от	2	3
1129	и вопрос	1	3
1130	так чтобы	4	3
1131	и независимо	1	3
1132	остается только	1	3
1133	для меня	2	3
1134	имеет никакого	3	3
1135	абстрактного понятия	1	3
1136	существует ли	1	3
1137	как невозможно	1	3
1138	тогда как	1	3
1139	каждый из	1	3
1140	признаков в	1	3
1141	никаких оснований	1	3
1142	эти факты	3	3
1143	но который	1	3
1144	другие предметы	1	3
1145	утверждая что	1	3
1146	влиять на	2	3
1147	этой третьей	1	3
1148	двух планов	1	3
1149	в систему	1	3
1150	от всякого	5	3
1151	которых каждый	1	3
1152	связанных с	1	3
1153	и пр	16	3
1154	слово а	1	3
1155	одна и	3	3
1156	о нем	6	3
1157	не содержит	3	3
1158	легче всего	1	3
1159	этом в	1	3
1160	основана на	1	3
1161	как именно	2	3
1162	ведь это	2	3
1163	как нечто	2	3
1164	по его	2	3
1165	эта связь	1	3
1166	бы совершенно	1	3
1167	как ни	1	3
1168	такие же	1	3
1169	может идти	1	3
1170	кто не	1	3
1171	находимся в	1	3
1172	момент в	1	3
1173	же это	4	3
1174	может и	3	3
1175	если она	4	3
1176	он с	1	3
1177	себя но	2	3
1178	не надо	3	3
1179	вещи не	2	3
1180	с точностью	1	3
1181	в возможности	4	3
1182	их из	1	3
1183	против этого	1	3
1184	бы даже	1	3
1185	самое понятие	1	3
1186	от частного	1	3
1187	или нет	8	3
1188	общения с	2	3
1189	как одна	1	3
1190	она является	1	3
1191	всегда в	1	3
1192	внимание что	1	3
1193	в это	4	3
1194	мы с	1	3
1195	личности не	1	3
1196	находит в	1	3
1197	он находит	1	3
1198	доказать что	1	3
1199	во многих	1	3
1200	в глаза	1	3
1201	мере не	1	3
1202	чтобы они	1	3
1203	этих последних	3	3
1204	принять за	1	3
1205	как я	2	3
1206	для понимания	1	3
1207	абстрактное понятие	9	3
1208	исключительно с	1	3
1209	действительно в	1	3
1210	от ее	1	3
1211	и всей	1	3
1212	обратил внимание	1	3
1213	и определение	1	3
1214	как же	9	3
1215	и можно	5	3
1216	теми или	2	3
1217	себя как	3	3
1218	и логикой	1	3
1219	чем иным	1	3
1220	без которого	1	3
1221	следовательно и	2	3
1222	зрения и	1	3
1223	выше мы	1	3
1224	по характеру	1	3
1225	но к	1	3
1226	здесь как	1	3
1227	фактический материал	1	3
1228	то ни	4	3
1229	его внутренней	2	3
1230	явления в	1	3
1231	если же	8	3
1232	не приходится	2	3
1233	бы быть	2	3
1234	в ущерб	3	3
1235	же мы	5	3
1236	или иного	3	3
1237	можем теперь	1	3
1238	и ничего	5	3
1239	взгляд на	1	3
1240	и этот	1	3
1241	для каждой	1	3
1242	же самая	1	3
1243	но также	1	3
1244	тогда он	1	3
1245	вот как	2	3
1246	всего его	1	3
1247	ощущения и	1	3
1248	же самый	2	3
1249	ту или	1	3
1250	ли он	1	3
1251	чтобы убедиться	1	3
1252	дальше и	1	3
1253	сразу и	1	3
1254	указать на	1	3
1255	из системы	1	3
1256	он хочет	1	3
1257	друга и	1	3
1258	же время	5	3
1259	только это	1	3
1260	имеем в	1	3
1261	чем его	1	3
1262	которые только	1	3
1263	но именно	1	3
1264	не знаем	1	3
1265	не объясняет	2	3
1266	та или	4	3
1267	материал и	1	3
1268	только о	4	3
1269	этого термина	1	3
1270	вещей как	2	3
1271	им как	1	3
1272	одних и	2	3
1273	данный предмет	1	3
1274	ее из	1	3
1275	на одно	1	3
1276	к истории	2	3
1277	что так	1	3
1278	что каждый	1	3
1279	представлять себе	1	3
1280	без всяких	1	3
1281	или иначе	2	3
1282	как таковая	5	3
1283	и понятиями	1	3
1284	и без	4	3
1285	по смыслу	2	3
1286	при таком	2	3
1287	мира и	3	3
1288	к своему	1	3
1289	и оно	1	3
1290	к признанию	2	3
1291	поскольку она	1	3
1292	равно что	1	3
1293	за то	1	3
1294	нового и	1	3
1295	он ни	1	3
1296	не выдерживает	1	3
1297	от всяких	1	3
1298	фактов он	1	3
1299	далеко не	1	3
1300	стало быть	23	3
1301	что из	1	3
1302	это все	1	3
1303	и часто	3	3
1304	скажем что	2	3
1305	он и	3	3
1306	быть не	3	3
1307	находиться в	1	3
1308	в порядке	1	3
1309	или слова	1	3
1310	об этой	1	3
1311	тех или	6	3
1312	и совершенно	2	3
1313	говорит не	1	3
1314	на ту	2	3
1315	что всякая	1	2
