N	2gram	Ircho_Kome	Tvorches
332	эти слова	1	3
333	и тем	4	3
334	и что	8	3
335	для человека	2	3
336	как уже	1	3
337	даже не	5	3
338	вот в	1	3
339	что для	7	3
340	человека как	1	3
341	любви к	5	3
342	его к	1	3
343	от ее	3	3
344	в один	1	3
345	и особенно	2	3
346	в статье	1	3
347	вплоть до	2	3
348	во второй	2	3
349	образом и	2	3
350	если в	4	3
351	его с	1	3
352	живет в	2	3
353	был бы	4	3
354	для себя	1	3
355	ее и	1	3
356	сводится к	1	3
357	себе не	2	3
358	до этого	3	3
359	не считать	1	3
360	может не	1	3
361	никто не	2	3
362	да и	3	3
363	о котором	1	3
364	со стороны	16	3
365	в стихах	1	3
366	не является	5	3
367	и если	3	3
368	в образах	1	3
369	в которую	1	3
370	и до	2	3
371	к людям	1	3
372	действия и	2	3
373	нет и	4	3
374	как мы	6	3
375	второй план	1	3
376	на этот	6	3
377	только с	1	3
378	друг друга	7	3
379	во времени	1	3
380	не выдерживает	1	3
381	как к	3	3
382	и гоголя	1	3
383	нет ни	2	3
384	сам себя	3	3
385	его героев	1	3
386	свидетельствует о	1	3
387	и вот	3	3
388	он и	5	3
389	что с	4	3
390	сам себе	2	3
391	у нас	1	3
392	в русском	1	3
393	мы находим	1	3
394	или в	1	3
395	для которого	1	3
396	при виде	3	3
397	этого он	1	3
398	не по	7	3
399	нельзя не	1	3
400	в ней	7	3
401	мы узнаем	1	3
402	важную роль	1	3
403	по этому	3	3
404	из этих	2	3
405	в него	1	3
406	а по	5	3
407	и их	1	3
408	не с	2	3
409	в начале	5	3
410	в другом	2	3
411	отношение к	7	3
412	к ней	9	3
413	самой своей	1	3
414	одного из	4	3
415	бы он	3	3
416	жизни и	1	3
417	в античной	3	3
418	этой связи	3	3
419	в области	3	3
420	и только	1	3
421	это в	2	3
422	все что	6	2
423	еще раз	1	2
424	на эти	1	2
425	же и	2	2
426	и лишь	1	2
427	не мешает	3	2
428	площади и	2	2
429	эта идея	1	2
430	этот момент	1	2
431	в результате	2	2
432	ясно что	12	2
433	на смену	1	2
434	вслед за	1	2
435	вот что	1	2
436	жизнь в	1	2
437	человек в	1	2
438	его произведений	1	2
439	в построении	4	2
440	где происходит	1	2
441	меня в	2	2
442	с тем	6	2
443	одном из	1	2
444	начинается с	2	2
445	приходит в	1	2
446	их в	3	2
447	в бою	1	2
448	когда в	1	2
449	но мы	1	2
450	связанного с	1	2
451	всякого рода	3	2
452	а что	1	2
453	г в	2	2
454	сам же	2	2
455	и того	1	2
456	в первую	2	2
457	из других	1	2
458	то это	5	2
459	в действительности	1	2
460	очень точно	1	2
461	следовало бы	1	2
462	он был	6	2
463	представляется нам	2	2
464	входит в	1	2
465	мир его	1	2
466	только как	2	2
467	но даже	1	2
468	своим собственным	1	2
469	этой сцены	3	2
470	из себя	3	2
471	свою очередь	10	2
472	так мы	1	2
473	в глаза	3	2
474	но этот	1	2
475	как на	1	2
476	настоящее время	1	2
477	по поводу	1	2
478	о чем	11	2
479	не просто	1	2
480	того же	9	2
481	не спит	1	2
482	намек на	1	2
483	жизнь и	1	2
484	во всех	4	2
485	не зная	5	2
486	здесь нет	4	2
487	с одной	5	2
488	теперь же	3	2
489	в раннем	1	2
490	сюжета в	2	2
491	это я	1	2
492	как раз	9	2
493	тем не	3	2
494	после этого	2	2
495	в качестве	4	2
496	в тот	1	2
497	согласии с	2	2
498	отказывается от	1	2
499	с другими	2	2
500	уже говорилось	1	2
501	к достижению	1	2
502	и притом	1	2
503	связи с	5	2
504	ли и	1	2
505	как его	4	2
506	тому что	5	2
507	человек и	1	2
508	в связи	4	2
509	рядом с	1	2
510	между собой	5	2
511	в свой	2	2
512	в двух	7	2
513	в эту	1	2
514	что как	1	2
515	ли что	1	2
516	для анализа	1	2
517	комический эффект	3	2
518	но как	1	2
519	еще одним	1	2
520	не сводится	1	2
521	не он	3	2
522	в устах	2	2
523	можно принять	1	2
524	ли это	1	2
525	мы уже	1	2
526	для ее	1	2
527	когда я	1	2
528	не дает	5	2
529	он стал	1	2
530	с героями	1	2
531	действующих лиц	7	2
532	в i	1	2
533	не будет	2	2
534	на шаг	1	2
535	одним словом	1	2
536	если же	2	2
537	ибо в	1	2
538	и та	1	2
539	и является	1	2
540	в тех	4	2
541	себя на	1	2
542	в комедии	22	2
543	доводит до	2	2
544	человека по	1	2
545	в современной	1	2
546	из нас	1	2
547	по своей	2	2
548	в нее	1	2
549	он еще	1	2
550	было бы	7	2
551	нем и	1	2
552	я в	1	2
553	восходят к	1	2
554	что ты	3	2
555	но прежде	1	2
556	в доме	17	2
557	даже если	2	2
558	над человеком	1	2
559	с которым	3	2
560	в силу	2	2
561	чаще всего	2	2
562	из этого	2	2
563	бы ни	1	2
564	с каким	1	2
565	а как	2	2
566	до абсурда	1	2
567	его можно	1	2
568	испытывает в	1	2
569	что герои	1	2
570	первую очередь	2	2
571	нет ли	1	2
572	от людей	2	2
573	и здесь	11	2
574	от жизни	1	2
575	никого не	1	2
576	его из	1	2
577	жизни а	1	2
578	своего собственного	1	2
579	брак с	3	2
580	а сами	2	2
581	была бы	2	2
582	представляют собой	3	2
583	в сущности	3	2
584	о которой	2	2
585	же день	1	2
586	для них	1	2
587	в отношении	4	2
588	ни в	14	2
589	не могут	2	2
590	за что	1	2
591	должен был	6	2
592	здесь мы	1	2
593	мы понимаем	3	2
594	находим у	1	2
595	одновременно с	1	2
596	столь же	5	2
597	это первый	1	2
598	как о	3	2
599	к его	4	2
600	это время	2	2
601	быть назван	1	2
602	не имеет	6	2
603	не видно	1	2
604	ли он	1	2
605	которого не	1	2
606	знает что	2	2
607	в которые	2	2
608	ни к	1	2
609	в диалоге	2	2
610	своей собственной	1	2
611	признает себя	1	2
612	наконец в	1	2
613	того чтобы	9	2
614	и поэтому	5	2
615	у меня	5	2
616	а может	1	2
617	свою вину	2	2
618	и уже	1	2
619	и теперь	2	2
620	интерес и	1	2
621	отношении к	1	2
622	о своем	1	2
623	числе и	2	2
624	если у	1	2
625	им в	1	2
626	что же	2	2
627	и потом	1	2
628	он в	2	2
629	был всегда	1	2
630	мог бы	1	2
631	тот самый	1	2
632	за пределами	3	2
633	в глазах	10	2
634	говорил что	1	2
635	не из	1	2
636	же он	1	2
637	точку зрения	1	2
638	меня не	1	2
639	высшей степени	2	2
640	ответ на	7	2
641	и всякий	2	2
642	что ему	4	2
643	значение в	1	2
644	мир в	1	2
645	этой области	1	2
646	сам он	3	2
647	вину и	1	2
648	том числе	2	2
649	выступают как	1	2
650	в ужас	1	2
651	с просьбой	3	2
652	не достигает	1	2
653	о нем	1	2
654	во время	8	2
655	женщине с	1	2
656	и всегда	1	2
657	в честь	2	2
658	со своим	1	2
659	никуда не	1	2
660	когда же	1	2
661	надежды на	2	2
662	образом в	2	2
663	не от	1	2
664	в эпоху	2	2
665	указывает на	1	2
666	в стороне	1	2
667	не похож	2	2
668	или даже	1	2
669	при таком	1	2
670	стремление к	1	2
671	не столь	1	2
672	и со	2	2
673	сразу же	5	2
674	и без	2	2
675	путь к	1	2
676	должен быть	2	2
677	к одному	1	2
678	ко всему	1	2
679	от прототипа	1	2
680	нуждается в	2	2
681	за то	2	2
682	а к	1	2
683	ли в	3	2
684	в руки	2	2
685	не могу	1	2
686	она не	3	2
687	но при	2	2
688	характера в	2	2
689	не любил	1	2
690	а от	1	2
691	сочувствия к	2	2
692	узнаем что	1	2
693	от всех	1	2
694	уже после	1	2
695	в нашей	1	2
696	человека с	2	2
697	и способы	1	2
698	со своими	1	2
699	понимаем что	1	2
700	и о	3	2
701	в высшей	2	2
702	современной ему	1	2
703	же в	3	2
704	пришел в	1	2
705	мы слышим	1	2
706	их на	1	2
707	в е	1	2
708	надо было	3	2
709	конце концов	3	2
710	он с	2	2
711	не к	1	2
712	он готов	2	1
713	дает мне	1	1
714	должна была	1	1
715	был и	1	1
716	заметим что	1	1
717	не понимает	1	1
718	чего не	1	1
719	о будущем	2	1
720	рассказ о	1	1
721	которые не	1	1
722	к этой	2	1
723	уже многократно	1	1
724	людям которых	1	1
725	он считает	1	1
726	каким его	1	1
727	любовь к	4	1
728	вопросу о	1	1
729	дочери и	2	1
730	а вот	1	1
731	на второй	1	1
732	ссылаясь на	1	1
733	чувствуют себя	1	1
734	тем как	2	1
735	человеком который	1	1
736	эта же	1	1
737	их жизни	1	1
738	к самоубийству	1	1
739	на ночь	1	1
740	с презрением	1	1
741	своего заблуждения	1	1
742	всем и	1	1
743	нас в	1	1
744	восходящая к	1	1
745	не являются	1	1
746	не хочет	6	1
747	несколько в	1	1
748	требует от	4	1
749	одно из	3	1
750	бы одну	1	1
751	из ее	1	1
752	и само	1	1
753	отдельно от	2	1
754	которую он	3	1
755	ни слова	1	1
756	мы едва	1	1
757	пьесы в	2	1
758	считается что	1	1
759	этого на	1	1
760	а напротив	1	1
761	на которых	1	1
762	отсюда его	1	1
763	но все	5	1
764	самому сюжету	1	1
765	мне кажется	1	1
766	в восторг	1	1
767	равно как	7	1
768	столетия после	1	1
769	из самых	2	1
770	что весь	1	1
771	от субъективной	1	1
772	бы прибавить	1	1
773	или на	1	1
774	говорят о	1	1
775	в ноги	1	1
776	в наиболее	2	1
777	с ума	3	1
778	я могу	1	1
779	еще точнее	1	1
780	похож на	2	1
781	в собственном	1	1
782	что по	2	1
783	из шедевров	1	1
784	начала действия	1	1
785	выход из	1	1
786	хорошо известные	1	1
787	но очень	1	1
788	клянется что	1	1
789	дома и	3	1
790	эпизодов с	1	1
791	собой не	1	1
792	в речах	1	1
793	человеке и	1	1
794	он является	1	1
795	за ней	2	1
796	поскольку он	1	1
797	себя не	1	1
798	он вполне	1	1
799	характерную для	1	1
800	к своим	2	1
801	речь идет	5	1
802	он по	1	1
803	не его	1	1
804	использовал в	1	1
805	ведь надо	1	1
806	и стал	1	1
807	как только	2	1
808	не понимая	1	1
809	их для	1	1
810	свое богатство	1	1
811	уйти из	1	1
812	время с	1	1
813	эпизод с	1	1
814	первый взгляд	1	1
815	в iii	4	1
816	его поступки	1	1
817	сцена с	3	1
818	он искал	1	1
819	всего они	1	1
820	при всей	2	1
821	с попыткой	1	1
822	если сам	1	1
823	на человека	1	1
824	героя или	1	1
825	можно считать	2	1
826	и такие	1	1
827	вопрос о	2	1
828	замечательный пример	1	1
829	знал что	1	1
830	человека не	2	1
831	уже собирается	1	1
832	сам не	2	1
833	всего этого	1	1
834	не должен	1	1
835	одной стороны	4	1
836	почти в	1	1
837	нам по	3	1
838	почти за	1	1
839	что никогда	1	1
840	уже о	2	1
841	вопроса об	1	1
842	его принять	1	1
843	в руках	3	1
844	современные исследователи	1	1
845	таким же	2	1
846	с помощью	4	1
847	чтобы придать	1	1
848	вины и	1	1
849	между двумя	2	1
850	находившихся в	1	1
851	не приходит	2	1
852	гордился своим	1	1
853	в смысле	2	1
854	и те	1	1
855	же его	2	1
856	жизнь во	1	1
857	себе в	6	1
858	до того	4	1
859	стал бы	1	1
860	за другом	2	1
861	друг на	1	1
862	ты должен	1	1
863	с рассказом	1	1
864	в прошлом	1	1
865	мало чем	1	1
866	приходит на	1	1
867	то чтобы	1	1
868	к ним	5	1
869	среди них	1	1
870	бы этот	1	1
871	уже более	1	1
872	выйти на	1	1
873	персонажей мы	1	1
874	дает нам	1	1
875	него не	1	1
876	для всей	2	1
877	она ни	1	1
878	том чтобы	4	1
879	а сам	2	1
880	принять за	1	1
881	в основу	1	1
882	образом как	1	1
883	а завершение	1	1
884	такая же	2	1
885	построении образов	1	1
886	на сцене	7	1
887	к средствам	1	1
888	в нашем	1	1
889	он привез	1	1
890	с этими	1	1
891	под названием	3	1
892	в одиссее	1	1
893	от современного	1	1
894	как от	1	1
895	чего он	1	1
896	или очень	1	1
897	не одно	2	1
898	да он	1	1
899	в атмосфере	1	1
900	на честь	1	1
901	стремлением к	1	1
902	и всякого	1	1
903	с ребенком	4	1
904	от них	2	1
905	этих фрагментах	1	1
906	под именем	1	1
907	трагедии и	2	1
908	способным на	1	1
909	человеку и	1	1
910	и чувства	1	1
911	с собственной	1	1
912	нет никаких	2	1
913	к этим	1	1
914	и открывает	1	1
915	о связи	1	1
916	писал в	1	1
917	свое собственное	1	1
918	любой другой	1	1
919	семейных отношений	1	1
920	себе самом	1	1
921	бы то	3	1
922	для начала	1	1
923	сделает его	1	1
924	жаловаться на	1	1
925	только не	1	1
926	все его	2	1
927	событий а	1	1
928	ночью на	1	1
929	голод и	1	1
930	к их	2	1
931	еще раньше	1	1
932	в нравственном	2	1
933	я тебя	1	1
934	не слишком	5	1
935	после чего	2	1
936	на пороге	1	1
937	чтобы человек	1	1
938	что сам	1	1
939	такого рода	2	1
940	в поисках	3	1
941	напротив в	1	1
942	весь день	1	1
943	ни было	3	1
944	обвинение в	1	1
945	т е	18	1
946	связанный с	1	1
947	концов к	1	1
948	дополнения в	1	1
949	не думает	1	1
950	с каждым	1	1
951	носу и	1	1
952	в герое	3	1
953	и снова	2	1
954	собой разумеющимся	1	1
955	по ночам	1	1
956	от такого	1	1
957	на психологическую	1	1
958	от дома	1	1
959	как можно	2	1
960	две линии	1	1
961	третий раз	1	1
962	что впрочем	1	1
963	ли можно	1	1
964	видит в	1	1
965	отцов и	1	1
966	чем в	5	1
967	как же	2	1
968	о возможности	1	1
969	и некоторые	1	1
970	он уступает	1	1
971	как видно	2	1
972	сказал что	1	1
973	всех его	1	1
974	ему свое	1	1
975	будто бы	1	1
976	цитаты из	3	1
977	наконец не	2	1
978	следует рассматривать	1	1
979	в день	1	1
980	и строится	1	1
981	из уст	2	1
982	в третий	1	1
983	здесь же	1	1
984	чтобы эту	1	1
985	о женитьбе	1	1
986	ту ночь	1	1
987	как видим	2	1
988	без него	1	1
989	между ними	4	1
990	встречается в	1	1
991	время как	3	1
992	с отцом	4	1
993	и она	1	1
994	после появления	2	1
995	так на	1	1
996	если я	1	1
997	свой счет	1	1
998	и жизнь	2	1
999	незадолго до	2	1
1000	больше всего	4	1
1001	внес в	1	1
1002	к вопросу	2	1
1003	себе и	1	1
1004	к мысли	2	1
1005	построении сюжета	2	1
1006	не узнал	1	1
1007	теперь и	1	1
1008	на себе	2	1
1009	что их	4	1
1010	полном согласии	1	1
1011	под влиянием	2	1
1012	в других	4	1
1013	существенного значения	1	1
1014	человека а	2	1
1015	кто из	4	1
1016	считает его	1	1
1017	вины в	1	1
1018	перевести как	1	1
1019	характера ибо	1	1
1020	на которую	1	1
1021	остается в	3	1
1022	складывается из	1	1
1023	мы же	1	1
1024	так я	2	1
1025	апеллирует к	1	1
1026	вошел в	1	1
1027	о происхождении	1	1
1028	мы можем	7	1
1029	от себя	2	1
1030	его появления	1	1
1031	того в	3	1
1032	от героев	1	1
1033	сцену в	2	1
1034	для создания	2	1
1035	из последних	1	1
1036	лишь ее	1	1
1037	для развития	2	1
1038	к неожиданным	1	1
1039	он дал	2	1
1040	действия в	3	1
1041	и откровенно	1	1
1042	поле битвы	1	1
1043	я тебе	1	1
1044	с матерью	1	1
1045	не составляет	1	1
1046	молодой человек	9	1
1047	после опубликования	1	1
1048	не видят	1	1
1049	чтобы он	1	1
1050	который разделил	1	1
1051	именно потому	2	1
1052	всего лишь	2	1
1053	то ни	4	1
1054	так быстро	1	1
1055	сюжетная линия	1	1
1056	на правах	1	1
1057	речи и	1	1
1058	в случае	2	1
1059	в ответ	4	1
1060	в развитии	3	1
1061	идет в	1	1
1062	несколько часов	1	1
1063	как сам	2	1
1064	и право	1	1
1065	в городе	2	1
1066	в детстве	2	1
1067	конца х	1	1
1068	своего времени	1	1
1069	за ними	1	1
1070	что эта	2	1
1071	кого из	1	1
1072	в сюжетных	1	1
1073	с годами	1	1
1074	хотя в	3	1
1075	один раз	2	1
1076	основное внимание	1	1
1077	можно было	3	1
1078	таково же	1	1
1079	не обманывает	2	1
1080	причина его	1	1
1081	была не	1	1
1082	и каждому	1	1
1083	главным в	1	1
1084	перед лицом	2	1
1085	особого внимания	1	1
1086	от своего	2	1
1087	чтобы проверить	3	1
1088	ни о	1	1
1089	в семье	2	1
1090	характером и	1	1
1091	следует признать	1	1
1092	должны были	2	1
1093	она была	2	1
1094	сочувствием к	1	1
1095	прикасается к	1	1
1096	знаешь ли	1	1
1097	а тем	1	1
1098	с типом	1	1
1099	его поведение	1	1
1100	с людьми	1	1
1101	чем она	1	1
1102	и далеко	1	1
1103	возможно что	4	1
1104	общего с	2	1
1105	то по	1	1
1106	и никогда	1	1
1107	главным образом	2	1
1108	два года	1	1
1109	бы его	1	1
1110	найти в	2	1
1111	женился на	1	1
1112	но нет	2	1
1113	это делает	2	1
1114	двери в	1	1
1115	и ставит	1	1
1116	над ней	3	1
1117	его были	1	1
1118	основу сюжета	1	1
1119	что только	1	1
1120	об этих	1	1
1121	однако по	3	1
1122	ней в	2	1
1123	в жанре	1	1
1124	любовь в	1	1
1125	повседневной жизни	1	1
1126	представление об	1	1
1127	го класса	1	1
1128	ты меня	2	1
1129	его службе	1	1
1130	сказать о	1	1
1131	отца или	1	1
1132	служит как	2	1
1133	это совершенно	1	1
1134	является его	2	1
1135	речи о	4	1
1136	до начала	2	1
1137	гораздо важнее	2	1
1138	чтобы не	3	1
1139	уходит в	1	1
1140	исходной ситуацией	1	1
1141	каждого из	3	1
1142	не остается	3	1
1143	одного и	1	1
1144	еще одно	2	1
1145	становится объектом	1	1
1146	раньше чем	1	1
1147	со слезами	1	1
1148	живет на	1	1
1149	мироздания для	1	1
1150	для многих	1	1
1151	на месте	3	1
1152	почему он	1	1
1153	к сожалению	2	1
1154	на жизнь	1	1
1155	не делает	2	1
1156	однако и	1	1
1157	то время	3	1
1158	да не	2	1
1159	из слоновой	1	1
1160	явно не	2	1
1161	характерная для	1	1
1162	окружения в	1	1
1163	которое кстати	1	1
1164	друга в	1	1
1165	погоня за	1	1
1166	которой не	2	1
1167	пробудить в	1	1
1168	он только	1	1
1169	представлению о	1	1
1170	оно могло	1	1
1171	во власти	1	1
1172	самых ярких	1	1
1173	можно назвать	1	1
1174	в средство	1	1
1175	и из	1	1
1176	никак не	2	1
1177	здесь он	1	1
1178	по адресу	1	1
1179	нашего времени	1	1
1180	самой жизни	1	1
1181	дает и	1	1
1182	на глазах	1	1
1183	в живых	1	1
1184	подходит к	1	1
1185	разобраться в	1	1
1186	своим героям	1	1
1187	что после	1	1
1188	для творчества	2	1
1189	а кто	1	1
1190	том и	1	1
1191	за это	1	1
1192	не на	3	1
1193	находит и	1	1
1194	его образ	1	1
1195	точнее не	2	1
1196	от их	1	1
1197	текста и	1	1
1198	и пародирование	1	1
1199	образом если	1	1
1200	в огонь	1	1
1201	с ней	1	1
1202	в безумие	1	1
1203	что угодно	1	1
1204	о своей	1	1
1205	зная о	2	1
1206	но вот	1	1
1207	обращается к	4	1
1208	еще хуже	1	1
1209	с женой	5	1
1210	происхождение и	2	1
1211	замечая что	1	1
1212	и действительно	1	1
1213	времени не	2	1
1214	к будущему	1	1
1215	о первой	1	1
1216	что это?	2	1
1217	со страхом	1	1
1218	очень важный	1	1
1219	как не	2	1
1220	и так	1	1
1221	молодого человека	23	1
1222	город в	1	1
1223	связанные с	1	1
1224	хочет быть	2	1
1225	однако сам	1	1
1226	себя и	2	1
1227	из действующих	1	1
1228	себя с	1	1
1229	уважение к	1	1
1230	именно поэтому	1	1
1231	человеческой натуры	2	1
1232	эта последняя	1	1
1233	возникает вопрос	1	1
1234	ничего нет	1	1
1235	облегчение в	1	1
1236	нет в	1	1
1237	ничего общего	1	1
1238	автора это	1	1
1239	намеков на	1	1
1240	которую она	1	1
1241	замуж за	2	1
1242	в любой	1	1
1243	у дверей	1	1
1244	я говорю	2	1
1245	который и	1	1
1246	к диалогу	1	1
1247	из общего	1	1
1248	заметим попутно	1	1
1249	все они	1	1
1250	не давая	1	1
1251	бросается в	1	1
1252	и елена	1	1
1253	принимают за	1	1
1254	последний монолог	1	1
1255	со временем	5	1
1256	и довольно	1	1
1257	этот день	1	1
1258	чем же	2	1
1259	бы и	1	1
1260	действия но	2	1
1261	признается в	1	1
1262	их все	1	1
1263	моей жизни	1	1
1264	трагический пафос	1	1
1265	с детьми	1	1
1266	того самого	1	1
1267	язык и	1	1
1268	тех же	3	1
1269	не считал	1	1
1270	зачем к	1	1
1271	в голубом	1	1
1272	более чем	6	1
1273	ненавидящей его	2	1
1274	оба эти	1	1
1275	такую же	3	1
1276	знал бы	1	1
1277	женского пола	1	1
1278	же ясно	1	1
1279	мне больше	1	1
1280	то и	1	1
1281	и между	1	1
1282	в течение	3	1
1283	да еще	3	1
1284	не знаю	2	1
1285	руки а	1	1
1286	убеждение в	1	1
1287	на друга	1	1
1288	том как	5	1
1289	действительности его	1	1
1290	выносит и	1	1
1291	вызывает в	1	1
1292	из его	3	1
1293	человека от	1	1
1294	тартюфа и	1	1
1295	слова и	1	1
1296	в середине	1	1
1297	всего на	1	1
1298	в мирное	1	1
1299	совпадают с	4	1
1300	эй ты	1	1
1301	идея не	1	1
1302	вывод что	2	1
1303	он хочет	1	1
1304	действия ибо	1	1
1305	и ему	1	1
1306	ночи и	1	1
1307	главным героем	1	1
1308	нет никакой	1	1
