N	3gram	Bakhtin_Pr	FransuaR
198	как и его	1	2
199	и превращается в	1	2
200	потому что она	3	2
201	сам по себе	2	2
202	рядом с этим	1	2
203	но не только	1	2
204	но при этом	2	2
205	конечно далеко не	1	2
206	его отношения к	1	2
207	не потому что	1	2
208	друг за другом	2	2
209	нам важна здесь	1	2
210	между этими двумя	1	2
211	в точке пересечения	1	2
212	мы полагаем что	1	2
213	он в сущности	1	2
214	одна из существеннейших	1	2
215	эта как и	1	2
216	что это не	1	2
217	большинстве случаев в	2	2
218	оно и не	1	2
219	то ни было	2	2
220	же характер носит	1	2
221	и потому не	1	2
222	в нем в	1	2
223	то что он	1	2
224	сливается с ним	1	2
225	и только в	1	2
226	видеть в нем	1	2
227	даны в своем	1	2
228	отражает в себе	1	2
229	и еще один	1	2
230	тем путем что	1	2
231	мы здесь не	1	2
232	мы будем говорить	1	2
233	вовсе еще не	1	2
234	он остается в	1	2
235	громадную роль в	1	2
236	так и к	1	2
237	он и не	1	2
238	рядом с ним	1	2
239	как бы к	1	2
240	приведенном нами отрывке	2	2
241	с самим собой	1	2
242	не могут быть	1	2
243	никогда не может	2	2
244	притом не только	1	2
245	в литературе как	1	2
246	новые и новые	1	2
247	в полной мере	1	2
248	вот как он	1	2
249	в себе все	1	2
250	же что и	1	2
251	сих пор не	1	2
252	но и на	2	2
253	как бы оно	1	2
254	они как бы	1	2
255	и есть то	1	2
256	все новые и	1	2
257	может быть только	1	2
258	в различных формах	1	2
259	сводить к нему	1	2
260	и в самой	2	2
261	целом ряде других	2	2
262	в его произведениях	2	2
263	каждый из них	1	2
264	до некоторой степени	1	2
265	и по отношению	1	2
266	к нему все	1	2
267	то что для	1	2
268	поэтому он и	1	2
269	сказать что вся	1	2
270	в известном смысле	1	2
271	за свои пределы	1	2
272	кроме того он	1	2
273	он и сам	1	2
274	была для него	3	2
275	к нему и	2	2
276	на котором мы	1	2
277	и вот в	1	2
278	но в них	1	2
279	в приведенном отрывке	2	2
280	какой бы то	1	2
281	и в нем	2	2
282	и особенно у	1	2
283	со всеми ее	1	2
284	ни на что	1	2
285	мир и на	2	2
286	но именно этот	1	2
287	во всякую эпоху	1	2
288	видения и понимания	4	2
289	остановимся прежде всего	1	2
290	здесь ничего не	1	2
291	что дело идет	1	2
292	мира с его	1	2
293	же время и	1	2
294	в обычном смысле	1	2
295	то что было	4	2
296	след в его	1	2
297	и в целом	2	2
298	мы не знаем	1	2
299	выход за пределы	1	2
300	в каждой детали	1	2
301	при всей их	1	2
302	в этом случае	1	2
303	сих пор остается	1	2
304	том что он	5	2
305	же как и	2	2
306	он определяет как	1	2
307	и в сущности	2	2
308	к себе самому	4	2
309	в другом случае	1	2
310	во всех сферах	1	2
311	друг к другу	1	2
312	переносит центр тяжести	1	1
313	неотделимы друг от	1	1
314	и земли в	1	1
315	в той форме	1	1
316	между ними и	1	1
317	это не значит	3	1
318	как будто бы	1	1
319	менее всего можно	1	1
320	своего времени и	1	1
321	речь эта как	1	1
322	уже не могут	2	1
323	исключительно важное значение	1	1
324	литературная пародия как	1	1
325	лишь абстрактный момент	1	1
326	непосредственно переходит в	1	1
327	но эти явления	1	1
328	уже во второй	1	1
329	то что не	1	1
330	если же мы	1	1
331	но все эти	1	1
332	более того мы	1	1
333	хотя бы и	3	1
334	мы его не	1	1
335	в процессе перехода	1	1
336	в своем художественном	1	1
337	сказать второго порядка	1	1
338	то что обычно	1	1
339	из этих трех	3	1
340	в своей отдельности	1	1
341	она и не	1	1
342	они не могут	1	1
343	с нею в	1	1
344	проявляется и в	2	1
345	не совпадает с	1	1
346	мы не поймем	1	1
347	вам скажу что	1	1
348	элементы речи и	1	1
349	оно никогда не	1	1
350	осмыслены в плане	1	1
351	непременно должна быть	1	1
352	то что может	1	1
353	слышать и понимать	1	1
354	и на почве	1	1
355	и теоретические проблемы	1	1
356	лишь в одном	1	1
357	и в словах	2	1
358	в центре его	1	1
359	чтобы убедиться в	1	1
360	даже в своих	1	1
361	в самом построении	2	1
362	начинается там где	1	1
363	увидим дальше что	1	1
364	но только в	1	1
365	а потому и	1	1
366	в данную эпоху	1	1
367	точкой зрения на	1	1
368	контекст в котором	1	1
369	в руках и	1	1
370	него в одной	1	1
371	является в сущности	1	1
372	для своего времени	1	1
373	точки зрения этого	1	1
374	а затем и	1	1
375	каждом из этих	1	1
376	они уже не	3	1
377	мы находим здесь	1	1
378	для него только	1	1
379	и воспринимать ее	1	1
380	материал и для	1	1
381	не во всякую	1	1
382	как если бы	3	1
383	играет громадную роль	1	1
384	от него не	1	1
385	как бы вовсе	1	1
386	тон и стиль	1	1
387	становления и роста	1	1
388	остановимся лишь на	2	1
389	в маленьком масштабе	1	1
390	разобранные нами явления	2	1
391	что с точки	1	1
392	как и всегда	1	1
393	в своем стремлении	1	1
394	не укладывается в	1	1
395	героем и автором	1	1
396	и вообще всех	1	1
397	все это не	1	1
398	одна из важнейших	1	1
399	рядом друг с	1	1
400	мыслится и изображается	1	1
401	в литературе о	1	1
402	и в тоне	1	1
403	не завершен и	1	1
404	и не хочет	1	1
405	теми же самыми	1	1
406	его и не	1	1
407	восприятия и оценки	1	1
408	поставить и разрешить	1	1
409	в художественном произведении	1	1
410	но вовсе не	1	1
411	так как в	1	1
412	в прокрустово ложе	1	1
413	приводит его к	1	1
414	он воспринимает и	1	1
415	и наконец на	1	1
416	мы остановимся лишь	2	1
417	как бы еще	1	1
418	только в форме	1	1
419	лежащие в основе	2	1
420	все те же	1	1
421	в самом романе	2	1
422	даже там где	2	1
423	лишь тогда когда	1	1
424	остается той же	1	1
425	себе самому и	1	1
426	связи с этой	1	1
427	и могут быть	1	1
428	никогда не бывает	1	1
429	человека и его	2	1
430	она так же	1	1
431	вложенная в уста	1	1
432	и во всяком	1	1
433	и человеческих отношений	1	1
434	и сам был	1	1
435	такие определения как	1	1
436	и на материале	1	1
437	в пределах того	2	1
438	в самую гущу	1	1
439	своем художественном творчестве	1	1
440	художественном творчестве не	1	1
441	не в них	1	1
442	только в свете	1	1
443	замысла и в	1	1
444	он не может	1	1
445	именно тем что	1	1
446	тому или другому	1	1
447	а между тем	1	1
448	если оно это	1	1
449	было бы сказать	1	1
450	смотрит и на	1	1
451	него в руках	1	1
452	резко отличается от	2	1
453	как впрочем и	1	1
454	в неразрывной связи	1	1
455	в индивидуальном и	1	1
456	в художественном творчестве	2	1
457	всем этим явлениям	1	1
458	что-то сказать но	1	1
459	к другому поколению	1	1
460	недопустимо сводить к	2	1
461	таким же успехом	1	1
462	и его жизнь	1	1
463	поэтому все эти	1	1
464	вообще во всех	1	1
465	он прежде всего	1	1
466	в этом мире	1	1
467	человека а следовательно	1	1
468	вследствие чего она	1	1
469	всего могут быть	1	1
470	мы переходим к	2	1
471	так что и	1	1
472	ее отношение к	1	1
473	эти типы и	1	1
474	мы даем здесь	1	1
475	по себе никогда	1	1
476	уже не раз	1	1
477	и сочетаются с	1	1
478	благодаря этому все	1	1
479	дело идет не	2	1
480	и последнее слово	1	1
481	литературе о нем	2	1
482	и это не	3	1
483	прежде всего как	1	1
484	до него и	1	1
485	точки зрения он	1	1
486	во всей его	2	1
487	кроме того и	1	1
488	в виду что	1	1
489	не значит конечно	2	1
490	он все же	1	1
491	воспринимать ее как	1	1
492	к смертной казни	1	1
493	при этом так	1	1
494	как и у	1	1
495	и что в	1	1
496	тем или иным	1	1
497	друг другу как	1	1
498	за пределы обычного	1	1
499	ни в одном	3	1
500	этом отношении не	1	1
501	их в самой	1	1
502	может случиться и	1	1
503	а так как	1	1
504	вопрос мы здесь	1	1
505	если б я	1	1
506	та или иная	1	1
507	и на его	1	1
508	мы увидим в	1	1
509	себе и в	1	1
510	своего становления и	1	1
511	говорит он здесь	1	1
512	в этом последнем	1	1
513	единую точку зрения	1	1
514	отношения к миру	1	1
515	сущности лишь в	1	1
516	и в большинстве	2	1
517	его смысла и	1	1
518	оставил глубокий след	1	1
519	если бы он	1	1
520	и не знает	2	1
521	ведь то что	1	1
522	что он не	1	1
523	является таким образом	1	1
524	так сказать в	1	1
525	для него самого	2	1
526	но благодаря этому	1	1
527	так чтобы в	1	1
528	видит и не	1	1
529	он как и	1	1
530	неразрывной связи с	1	1
531	рано или поздно	1	1
532	с полным правом	1	1
533	бы он ни	2	1
534	в противоречии с	1	1
535	с ним как	1	1
536	их и в	1	1
537	и наконец в	2	1
538	в одном слове	3	1
539	они еще не	1	1
540	есть то что	1	1
541	оно может быть	2	1
542	этого мира в	2	1
543	с его верой	1	1
544	в нем как	1	1
545	он ни был	2	1
546	пародия как жанр	1	1
547	в жизни а	1	1
548	независимо от того	1	1
549	но он есть	1	1
550	в каждом из	1	1
551	как необходимый момент	1	1
552	неразрывно связано с	1	1
553	тем не менее	2	1
554	себе никогда не	1	1
555	как существенный момент	1	1
556	а как бы	1	1
557	как и всякое	2	1
558	выражение и в	1	1
559	на материале других	1	1
560	перед нами в	2	1
561	не в том	1	1
562	поколения к другому	1	1
563	ряд существенных проблем	1	1
564	но при всех	1	1
565	сами по себе	4	1
566	одной из тех	1	1
567	дело конечно не	1	1
568	и понимания мира	3	1
569	он совершенно не	1	1
570	становящегося мира и	1	1
571	как раз эти	1	1
572	неизбежно должен был	1	1
573	но и эта	1	1
574	то же что	3	1
575	то перед нами	7	1
576	он у него	1	1
577	так сказать второго	1	1
578	что все эти	1	1
579	подойти к нему	1	1
580	в зависимости от	5	1
581	того же принципа	1	1
582	само по себе	4	1
583	в один из	1	1
584	или в духе	1	1
585	и слово о	1	1
586	ценный материал и	1	1
587	как бы он	1	1
588	мысль а как	1	1
589	не знаете что	1	1
590	все эти оттенки	1	1
591	что они не	1	1
592	значит конечно что	2	1
593	самом деле нет	1	1
594	не может стать	1	1
595	как нам кажется	3	1
596	точки зрения всякой	1	1
597	и у него	1	1
598	как можно больше	2	1
599	в своей жизни	1	1
600	в высшей степени	1	1
601	для него или	1	1
602	поэтому мы и	1	1
603	могла бы быть	1	1
604	почву на которой	1	1
605	это очень важная	1	1
606	в свете этого	1	1
607	в точном смысле	1	1
608	и до известной	1	1
609	в сущности лишь	1	1
610	же успехом могла	1	1
611	для них не	1	1
612	видеть и изображать	3	1
613	том и в	1	1
614	и здесь остается	1	1
615	и при всякой	1	1
616	что он есть	2	1
617	совершенно не учитывает	1	1
618	тем что он	1	1
619	раз и навсегда	1	1
620	другой стороны эта	1	1
621	в результате такого	2	1
622	образ в духе	1	1
623	и посвящена следующая	1	1
624	о себе самом	12	1
625	вовсе не как	2	1
626	в том и	2	1
627	рассеяны по всему	1	1
628	того или иного	1	1
629	между собою и	1	1
630	и потому она	1	1
631	но здесь нам	1	1
632	так как если	1	1
633	все они как	1	1
634	мир вещей и	1	1
635	тем что в	1	1
636	что может быть	3	1
637	и в формах	1	1
638	на то что	2	1
639	он должен быть	1	1
640	но потому что	2	1
641	и видеть в	1	1
642	он говорит в	1	1
643	но здесь мы	1	1
644	для него не	2	1
645	особой точки зрения	1	1
646	имеет под собою	1	1
647	мы увидим что	1	1
648	что же касается	1	1
649	одного поколения к	1	1
650	бы ни были	2	1
651	может быть понято	1	1
652	все то в	1	1
653	при этом совершенно	1	1
654	его к тому	1	1
655	перестает быть тем	1	1
656	а не как	5	1
657	в отношении к	3	1
658	чтобы войти в	1	1
659	здесь мы должны	1	1
660	вовсе не входит	1	1
661	нельзя не согласиться	1	1
662	хотя и не	3	1
663	в эти рамки	1	1
664	не вошел в	1	1
665	она не только	1	1
666	падает именно на	1	1
667	одно из самых	1	1
668	тому как в	1	1
669	нам важно лишь	1	1
670	в нем скрещиваются	1	1
671	в лучшем случае	2	1
672	содержания а не	1	1
673	мы не собираемся	1	1
674	обычном смысле слова	1	1
675	мы упоминали выше	1	1
676	таким образом как	1	1
677	из существеннейших особенностей	1	1
678	кроме того она	1	1
679	лишь там где	2	1
680	так что в	1	1
681	именно в том	1	1
682	есть прежде всего	1	1
683	все в этой	1	1
684	при всей ее	1	1
685	же время оно	2	1
686	в своем собственном	1	1
687	всяком случае не	1	1
688	различия между ними	1	1
689	и независимо от	1	1
690	же то что	1	1
691	и не удалось	1	1
692	весь с начала	1	1
693	пределах того же	1	1
694	на первый взгляд	1	1
695	но не для	1	1
696	типа как например	1	1
697	и не о	1	1
698	от одного поколения	1	1
699	нет ни композиционного	1	1
700	слово о нем	1	1
701	здесь не место	2	1
702	весь этот мир	1	1
703	перехода из одного	1	1
704	или же в	1	1
705	первой части нашей	1	1
706	от другого и	1	1
707	не только как	1	1
708	то время как	2	1
709	и следовательно в	1	1
710	он есть и	1	1
711	не видит и	1	1
712	один из этих	1	1
713	не могут нести	1	1
