N	3gram	Bakhtin_fo	Problemy
332	особенно в его	1	1
333	в нем в	2	1
334	между ними не	1	1
335	смысле и в	1	1
336	такой же характер	1	1
337	так сказать по	1	1
338	те же что	2	1
339	и его жизнь	1	1
340	проявляется прежде всего	1	1
341	прямо начинается с	1	1
342	проблемы особой постановки	1	1
343	и изображения в	1	1
344	о золотом веке	1	1
345	но он не	2	1
346	нами был бы	1	1
347	женщины и т	1	1
348	разрезе одного момента	2	1
349	в этом выражении	1	1
350	у них нет	1	1
351	в форме диалога	1	1
352	но и в	5	1
353	прежде всего на	1	1
354	эта форма в	1	1
355	совершенно новое видение	1	1
356	в них не	1	1
357	прошлому и будущему	1	1
358	но менее всего	1	1
359	в самую гущу	1	1
360	там где они	1	1
361	и ту же	1	1
362	потому они и	1	1
363	же время он	1	1
364	и для других	1	1
365	то новое что	1	1
366	громадное значение в	1	1
367	не было и	2	1
368	европейского романа в	1	1
369	и в особенности	5	1
370	остается вне его	1	1
371	со всеми его	2	1
372	в другом месте	2	1
373	другими чертами его	1	1
374	и в поэзии	2	1
375	его и нет	1	1
376	все это не	1	1
377	мы и в	1	1
378	как мы говорили	1	1
379	имеет громадное значение	1	1
380	мы будем рассматривать	1	1
381	остается тем же	1	1
382	как и во	1	1
383	времени и пространства	4	1
384	то что уже	1	1
385	он как мы	1	1
386	и в последующем	2	1
387	т п в	1	1
388	в индивидуальном и	1	1
389	все другие герои	1	1
390	ибо не могут	1	1
391	к третьему типу	1	1
392	и тех же	2	1
393	что он должен	1	1
394	степени и в	1	1
395	себе и на	1	1
396	более и более	2	1
397	в сущности все	1	1
398	иной характер и	1	1
399	но к этому	1	1
400	до некоторой степени	1	1
401	менее всего это	1	1
402	с такою же	1	1
403	на себе и	1	1
404	оно ориентировано на	1	1
405	мы вовсе не	1	1
406	лишь то что	1	1
407	со всех сторон	2	1
408	в самой жизни	1	1
409	остановимся прежде всего	1	1
410	поэтому все эти	1	1
411	и человек в	1	1
412	но в конце	1	1
413	здесь еще не	1	1
414	если бы эти	1	1
415	что действие романа	1	1
416	что на самом	1	1
417	и до сих	1	1
418	здесь не только	1	1
419	и в их	1	1
420	и на своей	1	1
421	и в частности	2	1
422	его жизни и	1	1
423	громадную роль в	2	1
424	и все другие	2	1
425	характер и не	1	1
426	типы и разновидности	2	1
427	как мы видим	2	1
428	в начале романа	2	1
429	более глубокой и	1	1
430	и чувствует себя	1	1
431	быть самим собою	1	1
432	и ничего не	1	1
433	есть и что	1	1
434	смысле слова и	1	1
435	имеем в виду	3	1
436	в основе этого	1	1
437	лишь на определенной	1	1
438	мы имеем в	2	1
439	отношению к этому	1	1
440	главным образом в	1	1
441	в уста в	1	1
442	так что в	1	1
443	понятно что в	2	1
444	именно в том	1	1
445	в других сферах	1	1
446	есть прежде всего	1	1
447	и так сказать	1	1
448	в разных видах	1	1
449	и все его	2	1
450	к смертной казни	1	1
451	может быть образ	1	1
452	не могут быть	1	1
453	но кроме того	1	1
454	более глубокий и	1	1
455	новое видение и	1	1
456	по преимуществу в	1	1
457	все в нем	1	1
458	или хотя бы	1	1
459	та или иная	1	1
460	многообразнейший мир вещей	1	1
461	что должно быть	1	1
462	с одной стороны	3	1
463	его художественного мира	1	1
464	определяющая все его	1	1
465	все они как	1	1
466	более того и	1	1
467	до конца не	1	1
468	и пересекаются с	1	1
469	также и в	3	1
470	уже не только	1	1
471	теперь мы должны	1	1
472	в виду что	2	1
473	сюда же относится	1	1
474	героя и героини	5	1
475	конце концов он	1	1
476	вся внутренняя жизнь	1	1
477	поэтому вовсе не	1	1
478	потому что они	1	1
479	лежит в основе	2	1
480	и совершенно новое	1	1
