N	2gram	Bakhtin_Pr	OGranits
252	существующих в	1	1
253	стать не	1	1
254	ее и	1	1
255	речи здесь	1	1
256	зрения и	5	1
257	находит свое	2	1
258	произведении как	1	1
259	в данную	1	1
260	только к	1	1
261	справедливо отмечает	1	1
262	и других	1	1
263	и он	5	1
264	является для	3	1
265	один из	3	1
266	как ни	1	1
267	данное слово	2	1
268	идеологической жизни	1	1
269	социологическое значение	1	1
270	перейти в	1	1
271	и здесь	6	1
272	бы несколько	1	1
273	хуже для	1	1
274	то это	3	1
275	явления как	1	1
276	выходит за	1	1
277	она и	1	1
278	отличие от	4	1
279	в последнем	1	1
280	вопрос о	3	1
281	слово но	1	1
282	как же	6	1
283	что мы	1	1
284	на этом	2	1
285	к слову	2	1
286	они не	5	1
287	ведь именно	1	1
288	контекста и	1	1
289	ведь в	2	1
290	зрения своего	2	1
291	автору и	1	1
292	только что	1	1
293	его чрезвычайно	1	1
294	о слове	2	1
295	которая как	3	1
296	или иная	1	1
297	относятся все	1	1
298	эта особенность	4	1
299	сознания с	3	1
300	определения его	1	1
301	ее на	1	1
302	стиля в	1	1
303	которые не	1	1
304	эта полнота	1	1
305	должно быть	8	1
306	того как	3	1
307	отсюда и	3	1
308	слову в	1	1
309	своего времени	2	1
310	и социальной	1	1
311	не могу	1	1
312	и вот	1	1
313	на том	2	1
314	другими словами	1	1
315	такого рода	1	1
316	это все	1	1
317	языковые особенности	1	1
318	но при	4	1
319	высказывания и	3	1
320	более или	4	1
321	автор оказывается	1	1
322	теперь мы	1	1
323	потому что	8	1
324	в значительной	1	1
325	отношения не	1	1
326	на первом	1	1
327	должны быть	3	1
328	явления но	1	1
329	но даже	1	1
330	того чтобы	2	1
331	и если	2	1
332	учитывает и	1	1
333	же как	2	1
334	или иных	1	1
335	автора и	7	1
336	можно лишь	1	1
337	между отдельными	2	1
338	воплощенную в	1	1
339	мы имеем	1	1
340	и у	3	1
341	также и	3	1
342	ту же	2	1
343	чисто языковых	1	1
344	с миром	1	1
345	в человеческом	1	1
346	и речи	1	1
347	это и	5	1
348	уже у	1	1
349	для того	1	1
350	тому как	3	1
351	тому что	3	1
352	узком смысле	2	1
353	пределах того	2	1
354	все то	5	1
355	с одним	1	1
356	стиль в	1	1
357	его себе	1	1
358	есть его	1	1
359	что мир	1	1
360	быть не	1	1
361	не соприкасается	1	1
362	все уголки	1	1
363	это заставляет	1	1
364	которых он	1	1
365	он и	8	1
366	голоса его	1	1
367	чувствуем что	2	1
368	путем сопоставления	1	1
369	что индивидуально	1	1
370	важна не	1	1
371	как выражение	2	1
372	художественного слова	1	1
373	его и	3	1
374	ними и	1	1
375	не всегда	2	1
376	в своем	12	1
377	и достоевский	1	1
378	элементы стиля	1	1
379	или же	2	1
380	к истории	1	1
381	и тогда	1	1
382	наиболее важное	1	1
383	говорить не	1	1
384	каждом слове	1	1
385	речи и	4	1
386	этом отношении	3	1
387	слово для	1	1
388	еще мало	1	1
389	тем как	5	1
390	должны перейти	1	1
391	уже говорить	1	1
392	собственными словами	1	1
393	остается только	1	1
394	слова когда	2	1
395	в вечности	1	1
396	мысли и	6	1
397	тем не	2	1
398	лексикология в	1	1
399	пока существует	1	1
400	ведь только	2	1
401	сознании и	4	1
402	этапы развития	1	1
403	но тем	1	1
404	полагаем что	1	1
405	в напряженном	1	1
406	в другой	4	1
407	как это	1	1
408	в художественной	2	1
409	социальных оценок	2	1
410	целом произведения	1	1
411	но может	1	1
412	является лишь	4	1
413	вследствие этого	2	1
414	характер носит	1	1
415	данную эпоху	1	1
416	и лучше	1	1
417	в свои	1	1
418	что такое	2	1
419	этот не	1	1
420	монологического высказывания	2	1
421	то мы	1	1
422	только на	3	1
423	выйти за	2	1
424	диалектического становления	2	1
425	об этом	3	1
426	из существеннейших	1	1
427	его идеологическая	1	1
428	вступает в	1	1
429	нужно сказать	1	1
430	переходит в	1	1
431	всего его	1	1
432	не приходится	1	1
433	трудный путь	1	1
434	сюда относятся	1	1
435	при наличии	1	1
436	в нескольких	1	1
437	к литературному	1	1
438	и что	5	1
439	на самом	5	1
440	в различных	3	1
441	для них	1	1
442	вовлекаются в	1	1
443	возможность должна	1	1
444	предисловии к	1	1
445	можно было	3	1
446	в этой	5	1
447	для данного	1	1
448	это слово	6	1
449	иметь в	2	1
450	в начале	1	1
451	ни одна	1	1
452	во все	2	1
453	которого построен	1	1
454	в виду	3	1
455	слово уже	2	1
456	чем его	1	1
457	к другому	6	1
458	и до	6	1
459	истории и	1	1
460	интонации и	1	1
461	с их	7	1
462	и есть	3	1
463	как плохое	1	1
464	конечно не	4	1
465	подобно тому	3	1
466	и вполне	2	1
467	но это	6	1
468	только то	3	1
469	выполнив свою	1	1
470	по себе	16	1
471	в совершенно	1	1
472	этот вопрос	4	1
473	функции в	2	1
474	в истории	2	1
475	идею переживание	1	1
476	все равно	2	1
477	же время	13	1
478	и порядок	1	1
479	он жалуется	1	1
480	поэтому не	2	1
481	лишь как	9	1
482	лежит в	2	1
483	и иных	1	1
484	его в	8	1
485	единстве этого	1	1
486	которую он	3	1
487	со всеми	2	1
488	возникает проблема	1	1
489	человека и	2	1
490	отметить что	1	1
491	или как	8	1
492	каждый из	1	1
493	а на	1	1
494	быть это	2	1
495	до того	1	1
496	нуждаются в	2	1
497	совершенно справедливо	1	1
498	самый предмет	2	1
499	а лишь	3	1
500	и последнее	1	1
501	существует только	1	1
502	стиль и	2	1
503	каждом элементе	1	1
504	мы здесь	2	1
505	мыслью и	1	1
506	почти никогда	1	1
507	ко второму	2	1
508	не было	5	1
509	коллектива к	1	1
510	установка в	1	1
511	играет громадную	1	1
512	связи с	3	1
513	в борьбе	1	1
514	если не	1	1
515	же не	4	1
516	мы полагаем	1	1
517	этой точки	2	1
518	этого кругозора	2	1
519	что касается	1	1
520	о возможности	1	1
521	чтобы данная	1	1
522	соприкасается с	1	1
523	как свой	2	1
524	не знает	6	1
525	является таким	1	1
526	или в	7	1
527	данной социальной	2	1
528	от одного	2	1
529	в основе	4	1
530	взаимодействия и	1	1
531	элемент этого	1	1
532	в поэтический	1	1
533	материале и	1	1
534	для создания	2	1
535	собственном смысле	1	1
536	между словами	2	1
537	почему же	2	1
538	на то	5	1
539	и там	1	1
540	их по	1	1
541	же самое	1	1
542	и глубоко	2	1
543	как их	4	1
544	художественном творчестве	3	1
545	речь в	2	1
546	среди них	5	1
547	и всякое	3	1
548	из нее	1	1
549	и над	1	1
550	создает еще	1	1
551	следовательно в	1	1
552	сознания не	4	1
553	творческой работы	1	1
554	вся эта	1	1
555	вопрос в	1	1
556	для осуществления	2	1
557	в отличие	4	1
558	про себя	2	1
559	их в	8	1
560	звучит уже	1	1
561	идей или	1	1
562	и вне	1	1
563	нет и	1	1
564	и превращается	1	1
565	заключается в	1	1
566	и назначение	1	1
567	одним из	7	1
568	элементов в	2	1
569	и чисто	1	1
570	ну что	5	1
571	отношение к	4	1
572	один элемент	2	1
573	преломления в	1	1
574	между людьми	1	1
575	впервые в	1	1
576	весь этот	2	1
577	каждом отдельном	1	1
578	сказать что	4	1
579	на себя	4	1
580	менее всего	7	1
581	прямая речь	2	1
582	к следующему	1	1
583	и никогда	1	1
584	свою полную	1	1
585	та или	1	1
586	разговорного языка	1	1
587	виду что	1	1
588	него не	4	1
589	или менее	4	1
590	найти в	1	1
591	она ни	1	1
592	он все	3	1
593	а у	1	1
594	где нет	1	1
595	сознания но	2	1
596	таким объектом	1	1
597	же самый	1	1
598	он говорит	2	1
599	такой же	4	1
600	с большим	1	1
601	к другим	1	1
602	выражения в	2	1
603	в конце	8	1
604	произведения и	2	1
605	произведения не	2	1
606	выборе и	1	1
607	одной из	1	1
608	мы это	1	1
609	например в	5	1
610	развивается не	1	1
611	сложнее и	1	1
612	к ослаблению	1	1
613	непосредственным выражением	1	1
614	в контексте	2	1
615	в образе	2	1
616	форме в	2	1
617	по мере	4	1
618	оценок в	1	1
619	непременно должна	1	1
620	в живом	1	1
621	слово не	8	1
622	неприемлемо и	1	1
623	к более	2	1
624	к этому	1	1
625	всеми ее	1	1
626	все указанные	1	1
627	устойчивое и	1	1
628	исключительно как	1	1
629	не знаем	1	1
630	в одной	8	1
631	эта способность	1	1
632	и как	9	1
633	лишь с	1	1
634	отождествляется с	1	1
635	уж конечно	1	1
636	до конца	10	1
637	эти три	1	1
638	все время	3	1
639	что он	15	1
640	в узком	2	1
641	в собственном	1	1
642	времени в	1	1
643	им и	1	1
644	прозаической речи	1	1
645	чисто философских	1	1
646	что она	7	1
647	мы чувствуем	1	1
648	себя как	3	1
649	форм их	1	1
650	или даже	2	1
651	лишь часть	1	1
652	не существует	1	1
653	далеко не	7	1
654	привела к	1	1
655	и о	7	1
656	но что	1	1
657	бы быть	1	1
658	является не	2	1
659	в мире	7	1
660	на который	1	1
661	вместе с	1	1
662	же остается	1	1
663	для понимания	4	1
664	разных типов	1	1
665	который в	1	1
666	одна из	5	1
667	объективный факт	1	1
668	этого слова	3	1
669	другом месте	1	1
670	в которых	4	1
671	но не	12	1
672	в замысел	2	1
673	где она	1	1
674	так в	1	1
675	как стиль	2	1
676	своего идеологического	1	1
677	неизбежно превращается	1	1
678	но если	1	1
679	одно из	2	1
680	слов у	1	1
681	с его	11	1
682	же автора	1	1
683	что до	1	1
684	ли не	1	1
685	на одном	1	1
686	и именно	1	1
687	себя и	5	1
688	оно может	2	1
689	особенности в	1	1
690	по поводу	1	1
691	тех или	1	1
692	в такой	1	1
693	быть и	2	1
694	социальной среде	1	1
695	проблем связанных	1	1
696	в то	15	1
697	а вовсе	2	1
698	один и	1	1
699	делая его	2	1
700	и самый	1	1
701	не создает	1	1
702	только с	1	1
703	замысла и	2	1
704	о которых	1	1
705	этой концепции	1	1
706	первое и	1	1
707	это направление	1	1
708	может и	1	1
709	важное значение	1	1
710	и оно	1	1
711	в условиях	2	1
712	ведь и	4	1
713	проблемами и	1	1
714	в себя	6	1
715	художественной формы	1	1
716	объект ее	1	1
717	воздействия на	1	1
718	стилистика и	1	1
719	для этого	3	1
720	мы слышим	1	1
721	с ее	1	1
722	они характеризуют	1	1
723	из него	1	1
724	в нашу	1	1
725	не из	3	1
726	художественного творчества	5	1
727	плоскости в	1	1
728	и это	8	1
729	и отстоявшихся	1	1
730	входящих в	1	1
731	возможности но	1	1
732	и чем	1	1
733	того же	3	1
734	и типов	1	1
735	из одного	8	1
736	в едином	4	1
737	говорит следующее	1	1
738	подхода к	2	1
739	в самой	9	1
740	общего не	1	1
741	собою и	1	1
742	предположение о	1	1
743	от него	1	1
744	нам кажется	7	1
745	например у	3	1
746	все произведение	1	1
747	связанная с	1	1
748	голосом в	1	1
749	одно слово	1	1
750	само по	4	1
751	здесь нет	4	1
752	не должна	3	1
753	и становится	1	1
754	лишь одного	1	1
755	и другое	1	1
756	к нему	11	1
757	до его	1	1
758	едва ли	1	1
759	сливаются в	1	1
760	часто и	1	1
761	в чисто	3	1
762	мысли в	2	1
763	что имеет	1	1
764	все устойчивые	1	1
765	особенно в	2	1
766	не входит	5	1
767	словесный материал	2	1
768	как из	1	1
769	он действительно	1	1
770	типа и	4	1
771	его можно	2	1
772	иными элементами	1	1
773	что такой	1	1
774	на материале	5	1
775	себе а	3	1
776	элемент его	1	1
777	и сами	3	1
778	для иных	1	1
779	эту плоскость	1	1
780	и особенно	2	1
781	еще не	10	1
782	в статье	1	1
