N	2gram	Tiupa_Disk	Literetu
1107	с адресатом	2	1
1108	понятия в	1	1
1109	индивидуального бытия	1	1
1110	оказывается и	1	1
1111	кричу кирпичу	1	1
1112	но эти	1	1
1113	адресата и	2	1
1114	категория жанра	1	1
1115	на ее	2	1
1116	настолько что	1	1
1117	сути дела	3	1
1118	имея в	3	1
1119	которых не	1	1
1120	одной фразы	1	1
1121	уже было	2	1
1122	и событие	1	1
1123	таком взгляде	1	1
1124	средних веков	1	1
1125	мы все	2	1
1126	он всегда	2	1
1127	но они	3	1
1128	бытию в	1	1
1129	может служить	2	1
1130	общения и	4	1
1131	втором случае	1	1
1132	в различных	2	1
1133	в строгом	5	1
1134	работе проблема	1	1
1135	письма как	1	1
1136	уже как	2	1
1137	господин прохарчин	1	1
1138	сближает его	1	1
1139	в игру	1	1
1140	и те	1	1
1141	от той	1	1
1142	от своей	1	1
1143	я буду	1	1
1144	отношений с	1	1
1145	прежний текст	1	1
1146	самого начала	2	1
1147	точке зрения	2	1
1148	автора с	1	1
1149	потом и	2	1
1150	с авторской	1	1
1151	особую и	1	1
1152	словесности в	2	1
1153	гегель именовал	1	1
1154	области художественного	1	1
1155	тенденцию к	1	1
1156	это весьма	1	1
1157	души с	1	1
1158	переход от	2	1
1159	ней и	1	1
1160	вернуться к	1	1
1161	напротив к	1	1
1162	однако эти	1	1
1163	с субъектом	1	1
1164	наряду с	1	1
1165	в мировом	1	1
1166	проницательно охарактеризовал	1	1
1167	середине хх	1	1
1168	блудный сын	1	1
1169	места для	1	1
1170	русского классического	1	1
1171	сквозных мотивов	1	1
1172	сохраняется в	1	1
1173	такая же	1	1
1174	к отражению	1	1
1175	на него	2	1
1176	к которому	2	1
1177	отсюда столь	1	1
1178	творческих исканий	1	1
1179	позиций субъекта	1	1
1180	из романа	1	1
1181	входят в	1	1
1182	свободного от	1	1
1183	приобщения к	1	1
1184	реализуется в	1	1
1185	онегина и	1	1
1186	это порой	1	1
1187	в особой	1	1
1188	от них	1	1
1189	тут же	3	1
1190	что даже	2	1
1191	лишь способ	1	1
1192	говорят героя	1	1
1193	понятие о	3	1
1194	событием в	1	1
1195	в системе	1	1
1196	видения мира	1	1
1197	покоя и	1	1
1198	этом же	1	1
1199	ни даже	1	1
1200	того о	1	1
1201	грань между	1	1
1202	своих истоках	1	1
1203	от жанра	1	1
1204	лирике и	1	1
1205	в культурной	1	1
1206	могли быть	1	1
1207	события а	2	1
1208	к их	2	1
1209	как такового	1	1
1210	моего я	1	1
1211	и читатель	1	1
1212	но из	1	1
1213	х гг	2	1
1214	проблема речевых	1	1
1215	моя жизнь	1	1
1216	не принадлежит	1	1
1217	в дневнике	1	1
1218	об одном	4	1
1219	но отнюдь	2	1
1220	собой в	1	1
1221	собой исторически	1	1
1222	такова была	1	1
1223	в состоянии	1	1
1224	текстом и	1	1
1225	обнаруживается в	2	1
1226	в исторических	1	1
1227	проявляется в	2	1
1228	в образе	1	1
1229	мира где	1	1
1230	многообразии ее	1	1
1231	трудно не	1	1
1232	утверждает что	1	1
1233	стихотворение в	1	1
1234	в последующие	1	1
1235	совершается на	1	1
1236	картиной мира	1	1
1237	личного авторства	5	1
1238	желал бы	1	1
1239	текст не	2	1
1240	доверия к	1	1
1241	иного рода	1	1
1242	и развитие	1	1
1243	и второго	2	1
1244	свет и	1	1
1245	в европейской	1	1
1246	хх веку	1	1
1247	в поэтике	1	1
1248	уже говорилось	1	1
1249	природу и	1	1
1250	позиция самого	1	1
1251	я нахожу	1	1
1252	силу его	1	1
1253	но такова	1	1
1254	сего времени	2	1
1255	слиться в	1	1
1256	на объект	1	1
1257	или не	2	1
1258	можно признать	2	1
1259	в которой	2	1
1260	живет и	1	1
1261	не о	2	1
1262	с двумя	1	1
1263	коммуникативного поведения	1	1
1264	в произведении	3	1
1265	евгении онегине	1	1
1266	будто бы	3	1
1267	образом мыслит	1	1
1268	такова внутренняя	1	1
