N	3gram	Bakhtin_Pr	Freidism
157	быть конечно и	1	1
158	иное отношение к	1	1
159	влияние на все	1	1
160	в свое время	4	1
161	того и другого	2	1
162	конечно не в	1	1
163	в заключение настоящей	1	1
164	мы конечно не	1	1
165	глубже и существеннее	1	1
166	не менее он	1	1
167	еще не знает	1	1
168	неизбежно возникает вопрос	1	1
169	поэтому они и	1	1
170	главным образом у	1	1
171	и то же	1	1
172	этим как бы	1	1
173	и во многих	2	1
174	сравнению с ними	1	1
175	все же не	1	1
176	отдаленную связь с	1	1
177	нельзя не согласиться	1	1
178	старались показать что	1	1
179	и один из	1	1
180	хотя и не	3	1
181	ничего не было	1	1
182	получить только в	1	1
183	не показывает нам	1	1
184	друг с другом	6	1
185	но при этом	1	1
186	жизни и в	1	1
187	в одной из	1	1
188	да и не	1	1
189	он остается в	1	1
190	в одной плоскости	2	1
191	как и на	1	1
192	не опирается на	1	1
193	стадии своего развития	2	1
194	в себе самом	2	1
195	те же самые	1	1
196	не что иное	1	1
197	а между тем	2	1
198	в некоторых отношениях	1	1
199	найдем и у	2	1
200	о которой мы	1	1
201	дело в том	3	1
202	и на протяжении	1	1
203	в эту эпоху	1	1
204	как и все	1	1
205	и все другие	1	1
206	и в дальнейшем	2	1
207	одно и то	1	1
208	как мы видим	1	1
209	мы должны коснуться	1	1
210	мы старались показать	1	1
211	мы не знаем	1	1
212	останавливаться не будем	1	1
213	каждого из этих	1	1
214	так же как	1	1
215	правда в более	1	1
216	это один из	1	1
217	смысле слова и	1	1
218	смысле этого слова	2	1
219	но как раз	1	1
220	он связан с	1	1
221	и никогда не	1	1
222	заключение настоящей главы	1	1
223	самого начала его	1	1
224	точки зрения этого	1	1
225	и в то	3	1
226	может обойтись без	1	1
227	есть прежде всего	1	1
228	продолжает жить и	1	1
229	и этим как	1	1
230	должны перейти к	1	1
231	не согласиться с	1	1
232	чем-то абсолютно новым	1	1
233	так как это	1	1
234	есть не что	1	1
235	ту роль которую	1	1
236	уже знаем что	1	1
237	мы остановимся только	1	1
238	еще одного вопроса	1	1
239	не может обойтись	1	1
240	и др и	1	1
241	нужно сказать что	2	1
242	с ним а	1	1
243	в целом и	1	1
244	связана с первой	1	1
245	в наше время	1	1
246	в эпоху разложения	1	1
247	все в нем	1	1
248	остается в пределах	1	1
249	что с точки	1	1
250	что иное как	1	1
251	отношению ко всем	1	1
252	мы находим в	3	1
253	легли в основу	1	1
254	в нем и	1	1
255	и в нем	2	1
256	в котором они	1	1
257	только с помощью	1	1
258	богатство и разнообразие	1	1
259	в беседе с	1	1
260	мы имеем в	3	1
261	непосредственно связано с	1	1
262	или во всяком	1	1
263	мы не будем	2	1
264	общего не имеет	1	1
265	таким образом и	2	1
266	является одним из	2	1
267	не то что	3	1
268	самую точку зрения	1	1
269	в основе их	1	1
270	даже и не	3	1
271	во всех сферах	1	1
272	можно было бы	2	1
273	высшей степени характерны	1	1
274	внешней и внутренней	2	1
275	или хотя бы	1	1
276	нам кажется что	3	1
277	мы уже сказали	2	1
278	несколько слов о	3	1
279	в последний период	1	1
280	это было бы	1	1
