N	3gram	Trubetskoy	EvropaiE
305	живет и по	1	1
306	надо всегда и	1	1
307	более или менее	8	1
308	мы говорили в	1	1
309	чтобы ответить на	1	1
310	независимо от того	1	1
311	своем развитии представителей	1	1
312	могут очищать ее	1	1
313	этот аргумент ясно	1	1
314	но так как	2	1
315	между тем с	1	1
316	это потому что	1	1
317	хотя бы с	1	1
318	элементах этой культуры	1	1
319	новый принцип равноценности	1	1
320	в течение которого	1	1
321	предметы военного снаряжения	1	1
322	и для того	1	1
323	в тех случаях	1	1
324	и по сие	1	1
325	что и сам	1	1
326	к тому же	5	1
327	в угоду европейской	1	1
328	быть ясна для	1	1
329	должна быть ясна	1	1
330	одного и того	3	1
331	как бы то	2	1
332	арийцам не дают	1	1
333	может быть и	4	1
334	мира европа и	1	1
335	друг к другу	2	1
336	не будет уже	1	1
