N	2gram	Bakhtin_Pr	Tragedij
630	для достижения	1	1
631	человек не	1	1
632	это в	2	1
633	всяком случае	4	1
634	на котором	3	1
635	для чего	1	1
636	конце концов	7	1
637	идей и	1	1
638	не удалось	1	1
639	не из	3	1
640	устной речи	3	1
641	стиля и	5	1
642	чтобы не	1	1
643	но со	1	1
644	и совершенно	1	1
645	в трагедии	1	1
646	и наконец	7	1
647	что на	1	1
648	нет эта	1	1
649	на ту	1	1
650	достоевского так	1	1
651	не к	1	1
652	людей в	1	1
653	строится на	1	1
654	материал произведения	1	1
655	чем у	2	1
656	поэтому он	2	1
657	высшей степени	1	1
658	романа не	4	1
