N	2gram	Berdyaev_M	Myshleni
524	смысле что	1	6
525	том смысле	2	6
526	ни на	1	6
527	бы и	8	6
528	и там	10	6
529	нет и	6	6
530	только потому	1	6
531	себе что	1	6
532	в сферу	1	6
533	и эти	1	6
534	вперед по	1	6
535	заключает в	3	6
536	эту мысль	1	6
537	подростка и	1	6
538	происходит в	1	6
539	в разговоре	1	6
540	что было	2	6
541	этот момент	1	6
542	говорит о	1	6
543	иное отношение	1	6
544	требует от	1	6
545	его на	4	6
546	ответить на	2	6
547	не что	4	6
548	перед ним	3	6
549	что иное	4	6
550	в тот	1	6
551	этими двумя	2	6
552	к чему	5	6
553	как его	1	6
554	которой она	1	6
555	точек зрения	1	6
556	идет в	1	6
557	с которым	2	6
558	сравнению со	1	6
559	и который	1	6
560	знает что	1	6
561	только одно	3	6
562	тех же	1	6
563	роль в	2	6
564	совпадают с	1	6
565	потому и	2	6
566	не способен	6	6
567	социальной среды	4	6
568	это было	1	6
569	она должна	1	6
570	момент когда	1	6
571	нужно было	1	6
572	и о	1	6
573	иное как	4	6
574	формы в	1	5
575	из всего	1	5
576	к самому	2	5
577	в противоположность	1	5
578	втором случае	1	5
579	в вопросе	1	5
580	к ним	1	5
581	о связи	1	5
582	ближе к	1	5
583	той мере	1	5
584	все его	3	5
585	пути и	2	5
586	поэтому он	2	5
587	в ряду	1	5
588	эти слова	2	5
589	человека мы	1	5
590	не дает	1	5
591	склонны отрицать	1	5
592	в него	3	5
593	ведет к	16	5
594	новых и	2	5
595	с такой	2	5
596	для них	3	5
597	к исследованию	1	5
598	никто не	3	5
599	и состоит	1	5
600	своей собственной	1	5
601	что во	1	5
602	не видит	1	5
603	только с	3	5
604	в свое	1	5
605	что ему	1	5
606	когда они	1	5
607	ее на	1	5
608	то мы	1	5
609	бы для	1	5
610	все они	1	5
611	от всех	2	5
612	менее всего	10	5
613	в стороне	1	5
614	к построению	1	5
615	начинается в	4	5
616	но всегда	1	5
617	же что	2	5
618	оказывается что	2	5
619	человека с	2	5
620	его отношение	2	5
621	человеческого сознания	3	5
622	и ту	1	5
623	от него	4	5
624	самого себя	6	5
625	есть прежде	4	5
626	что сознание	1	5
627	значительной степени	2	5
628	всегда и	1	5
629	вообще и	1	5
630	говорит об	1	5
631	быть в	1	5
632	это так	1	5
633	это отношение	1	5
634	есть только	2	5
635	а следовательно	1	5
636	себя в	6	5
637	и весь	1	5
638	на протяжении	2	5
639	после того	2	5
640	прийти к	3	5
641	чем у	8	5
642	видит в	1	5
643	возможны только	1	5
644	все те	1	5
645	протекает в	1	5
646	речи о	1	5
647	не для	2	5
648	а потому	1	5
649	существенным для	1	5
650	был бы	11	5
651	поэтому она	1	5
652	и человека	5	5
653	не потому	2	5
654	как у	2	5
655	чтобы сделать	1	5
656	человека к	10	5
657	главное и	1	5
658	конце концов	3	5
659	у нее	1	5
660	прежде чем	2	5
661	бы он	2	5
662	пути к	1	5
663	в сложном	1	4
664	в середине	4	4
665	в центре	4	4
666	тем как	2	4
667	но ведь	1	4
668	в единую	2	4
669	уже на	1	4
670	есть совершенно	1	4
671	на эту	1	4
672	за ней	1	4
673	есть то	2	4
674	в пределе	1	4
675	ничто не	1	4
676	что вся	1	4
677	на пути	4	4
678	и когда	2	4
679	конечно не	3	4
680	можно ли	2	4
681	наедине с	1	4
682	ни одного	2	4
683	отношения и	2	4
684	шаг вперед	1	4
685	к ее	1	4
686	проблемы и	2	4
687	первый и	1	4
688	она в	1	4
689	своего пути	1	4
690	не путем	1	4
691	эпоху в	1	4
692	не было	25	4
693	мысль на	1	4
694	была в	2	4
695	движения в	2	4
696	быть может	9	4
697	одно только	2	4
698	рядом с	1	4
699	а потом	1	4
700	психологической точки	1	4
701	самому себе	2	4
702	и та	2	4
703	новое слово	1	4
704	он еще	1	4
705	ту сторону	1	4
706	что есть	7	4
707	не вижу	1	4
708	до предела	1	4
709	одним словом	1	4
710	своего собственного	1	4
711	была бы	1	4
712	сложный и	1	4
713	влияния на	1	4
714	может существовать	1	4
715	который он	1	4
716	вперед в	1	4
717	и вот	7	4
718	с которой	2	4
719	и вся	1	4
720	вступает в	1	4
721	другого в	2	4
722	связанной с	1	4
723	может ли	2	4
724	которую он	2	4
725	она может	2	4
726	слова он	2	4
727	и после	1	4
728	не из	1	4
729	о его	1	4
730	нас не	2	4
731	способность к	2	4
732	на нее	1	4
733	способен к	4	4
734	нет у	6	4
735	и я	5	4
736	вопросе о	1	4
737	то он	3	4
738	мысли для	1	4
739	бы назвать	1	4
740	одни и	2	4
741	иное чем	1	4
742	друга как	1	4
743	не оставляет	1	4
744	есть и	6	4
745	начала что	1	4
746	к которой	4	4
747	но эти	1	4
748	как будто	4	4
749	о своих	2	4
750	и своего	1	4
751	отношении между	1	4
752	к более	1	4
753	если он	7	4
754	много раз	2	4
755	в понимании	1	4
756	начинается с	1	4
757	а именно	1	4
758	и самое	3	4
759	это с	1	4
760	то это	1	4
761	когда она	1	4
762	превращается в	1	4
763	для которого	1	4
764	означает не	1	4
765	сила и	1	4
766	связи со	1	4
767	собой в	1	4
768	и сама	2	4
769	должно привести	4	4
770	от тех	1	4
771	про себя	2	4
772	также в	2	4
773	и характер	2	4
774	от низших	1	4
775	или к	4	4
776	совсем не	3	4
777	его не	5	4
778	хотя в	1	4
779	а как	2	4
780	означает что	3	4
781	средством для	2	4
782	только те	1	4
783	другим и	2	4
784	связанная с	1	4
785	она становится	1	4
786	одну и	1	4
787	самый характер	1	4
788	как о	1	4
789	не до	2	4
790	себя и	6	4
791	все три	1	4
792	и если	1	4
793	эта мысль	3	4
794	направленной на	2	4
795	в новых	2	4
796	отрывается от	2	4
797	цели и	1	4
798	из него	1	4
799	без которых	1	4
800	с того	2	4
801	ему в	1	4
802	такое же	1	4
803	самой мысли	1	4
804	к высшему	1	4
805	и эта	3	4
806	путь к	2	4
807	долгое время	2	4
808	всю свою	1	4
809	не могу	4	4
810	к области	1	4
811	думать что	4	4
812	выражения в	1	4
813	жизни и	6	4
814	как для	2	4
815	не к	6	4
816	он видит	1	3
817	его от	1	3
818	до последнего	1	3
819	о мире	2	3
820	и именно	2	3
821	происходит не	1	3
822	он стоит	1	3
823	у человека	6	3
824	по своим	1	3
825	в жизнь	1	3
826	знал что	1	3
827	другу и	2	3
828	из себя	2	3
829	этой связи	1	3
830	из наших	1	3
831	на практике	1	3
832	хотел сказать	1	3
833	было сказано	1	3
834	в прошлом	1	3
835	и еще	3	3
836	в голове	1	3
837	он так	2	3
838	ее как	2	3
839	сущности и	1	3
840	эта новая	1	3
841	от них	1	3
842	еще ни	1	3
843	она есть	3	3
844	не имеющих	1	3
845	привело к	1	3
846	по природе	2	3
847	о двух	1	3
848	никогда нет	1	3
849	после этого	1	3
850	это верно	2	3
851	они будут	1	3
852	ибо он	1	3
853	как можно	1	3
854	что составляет	1	3
855	и всю	2	3
856	или иная	1	3
857	одном из	1	3
858	не стоит	1	3
859	а для	2	3
860	недоступной для	1	3
861	не были	2	3
862	верно и	1	3
863	другая сторона	1	3
864	она уже	1	3
865	совершенно новый	1	3
866	есть ли	2	3
867	не так	6	3
868	которая и	1	3
869	идет путем	1	3
870	интерес к	5	3
871	движение и	1	3
872	быть так	1	3
873	самим собой	1	3
874	с целью	1	3
875	не приводит	1	3
876	же мало	1	3
877	бы не	4	3
878	да и	1	3
879	он мог	2	3
880	уже из	1	3
881	только от	1	3
882	в новый	1	3
883	и теперь	1	3
884	и наоборот	1	3
885	и потом	1	3
886	впервые в	1	3
887	имеют своей	1	3
888	внешних условий	1	3
889	до известной	1	3
890	от всякого	2	3
891	всего того	1	3
892	остается до	1	3
893	одна и	3	3
894	этой мысли	1	3
895	о нем	2	3
896	переносятся в	1	3
897	ведь это	2	3
898	своей книге	2	3
899	не иметь	2	3
900	движение в	3	3
901	это еще	1	3
902	к личности	1	3
903	как ни	1	3
904	это исследование	1	3
905	встречаемся с	1	3
906	что всякий	3	3
907	он понял	2	3
908	кто не	2	3
909	и всегда	3	3
910	самого последнего	2	3
911	момент в	5	3
912	он с	1	3
913	себя но	1	3
914	не надо	2	3
915	бы даже	1	3
916	или нет	1	3
917	или во	1	3
918	и связь	1	3
919	отношением к	2	3
920	всегда в	1	3
921	ряду других	1	3
922	можно видеть	1	3
923	в это	1	3
924	для исследования	1	3
925	личности не	2	3
926	неизбежно должны	1	3
927	которой не	1	3
928	нельзя было	3	3
929	и мысли	1	3
930	живет в	2	3
931	во многих	2	3
932	в глаза	1	3
933	для понимания	1	3
934	быть поставлено	1	3
935	исключительно с	1	3
936	вопрос и	2	3
937	действительно в	1	3
938	от ее	1	3
939	и судьбе	1	3
940	это остается	1	3
941	показать в	1	3
942	и можно	3	3
943	что за	2	3
944	себя как	1	3
945	следовательно и	1	3
946	зрения и	1	3
947	по характеру	1	3
948	но к	2	3
949	для человека	5	3
950	вопрос можно	1	3
951	это ни	1	3
952	с чем	1	3
953	ней в	1	3
954	бы быть	1	3
955	определяется в	1	3
956	и ничего	1	3
957	вопросом о	1	3
958	относится ко	1	3
959	и этот	4	3
960	во власти	5	3
961	но также	2	3
962	и менее	2	3
963	человек с	1	3
964	в мыслях	1	3
965	к нам	1	3
966	ли он	2	3
967	дальше и	2	3
968	слова для	1	3
969	открывает что	2	3
970	которые должны	1	3
971	он хочет	4	3
972	друга и	1	3
973	только это	2	3
974	она все	1	3
975	имеем в	1	3
976	чем его	5	3
977	при котором	1	3
978	та или	1	3
979	подойти к	1	3
980	из этой	2	3
981	им как	1	3
982	одних и	1	3
983	вызывает к	1	3
984	многих других	1	3
985	в первый	1	3
986	одного только	1	3
987	же не	2	3
988	представлять себе	1	3
989	по ту	1	3
990	и без	2	3
991	с предметом	2	3
992	мира и	6	3
993	к своему	2	3
994	в период	1	3
995	и оно	1	3
996	для нашей	1	3
997	равно что	2	3
998	а к	2	3
999	он ни	2	3
1000	через которые	1	3
1001	на периферии	1	3
1002	этот центральный	1	3
1003	стало быть	1	3
1004	это все	2	3
1005	и часто	2	3
1006	на это	1	3
1007	он и	2	3
1008	быть не	2	3
1009	всей нашей	1	3
1010	об этой	1	3
1011	ли может	2	3
1012	начинает с	2	2
1013	же и	2	2
1014	разум и	1	2
1015	о пути	1	2
1016	решения вопроса	1	2
1017	может найти	1	2
1018	и рядом	1	2
1019	не хочет	3	2
1020	невозможны никакие	1	2
1021	из самых	9	2
1022	значению и	1	2
1023	мысли о	3	2
1024	есть самое	1	2
1025	и обнаруживает	2	2
1026	почему это	1	2
1027	раз когда	2	2
1028	людей с	1	2
1029	понять как	1	2
1030	на природу	4	2
1031	начальный момент	1	2
1032	и сделали	1	2
1033	человека не	6	2
1034	он был	18	2
1035	говорим что	1	2
1036	другу как	1	2
1037	в нескольких	1	2
1038	у самого	2	2
1039	не всегда	1	2
1040	с проблемой	1	2
1041	всего как	1	2
1042	рассказывает о	1	2
1043	жизни он	3	2
1044	но ни	1	2
1045	с самим	5	2
1046	к великому	1	2
1047	что существует	1	2
1048	они должны	1	2
1049	постановка проблемы	1	2
1050	вещи и	1	2
1051	понимал что	2	2
1052	х и	1	2
1053	в эти	1	2
1054	еще у	1	2
1055	эти пути	2	2
1056	о влиянии	1	2
1057	влияние на	1	2
1058	из величайших	1	2
1059	к себе	3	2
1060	и кажется	1	2
1061	не больше	1	2
1062	через всю	1	2
1063	есть еще	1	2
1064	основании что	2	2
1065	и чисто	1	2
1066	на себя	1	2
1067	но когда	3	2
1068	он знал	5	2
1069	в сторону	1	2
1070	из одного	1	2
1071	является представителем	1	2
1072	стадия в	1	2
1073	остается на	2	2
1074	точно в	1	2
1075	не будет	3	2
1076	при такой	1	2
1077	если все	1	2
1078	доходит до	6	2
1079	проникнуть в	1	2
1080	сомневаться в	1	2
1081	над ним	1	2
1082	более чем	3	2
1083	не раз	1	2
1084	среды и	2	2
1085	конца и	1	2
1086	его как	2	2
1087	подход к	1	2
1088	его личности	4	2
1089	слишком далеко	1	2
1090	слова что	1	2
1091	совершенно исключительное	1	2
1092	они были	2	2
1093	бы ни	2	2
1094	слова нельзя	1	2
1095	что кроме	1	2
1096	который был	4	2
1097	это совершенно	1	2
1098	существует только	1	2
1099	действительной жизни	1	2
1100	лишь по	1	2
1101	к невозможности	1	2
1102	как теперь	1	2
1103	и возможно	2	2
1104	и против	3	2
1105	переносится в	1	2
1106	от нас	1	2
1107	особого рода	1	2
1108	имел бы	1	2
1109	но никогда	1	2
1110	только одной	1	2
1111	можно назвать	1	2
1112	для каждого	1	2
1113	что эксперимент	1	2
1114	я хочу	3	2
1115	и т	1	2
1116	к какому	2	2
1117	или об	1	2
1118	что вообще	1	2
1119	огромную роль	1	2
1120	нет ничего	9	2
1121	но у	2	2
1122	существует для	1	2
1123	и везде	1	2
1124	тотчас же	1	2
1125	на какой	2	2
1126	в иной	3	2
1127	учение об	1	2
1128	этом пути	4	2
1129	ли у	1	2
1130	на два	2	2
1131	есть путь	6	2
1132	и уже	1	2
1133	то все	2	2
1134	и ему	1	2
1135	но сам	1	2
1136	него с	1	2
1137	внутреннюю природу	1	2
1138	толстой и	3	2
1139	я хотел	2	2
1140	перед человеком	1	2
1141	исключительно на	1	2
1142	из первых	1	2
1143	мысли не	1	2
1144	к полному	1	2
1145	в первых	2	2
1146	могли быть	1	2
1147	уже с	1	2
1148	которому он	1	2
1149	в любви	12	2
1150	которым он	1	2
1151	мир в	3	2
1152	внешние условия	1	2
1153	не во	1	2
1154	на что	1	2
1155	раскрыть в	1	2
1156	мысли во	1	2
1157	а все	1	2
1158	им с	1	2
1159	слова а	1	2
1160	что ни	1	2
1161	за этим	1	2
1162	ибо все	1	2
1163	и новых	1	2
1164	вот это	1	2
1165	которое было	1	2
1166	анна каренина	1	2
1167	и глубже	2	2
1168	нельзя принять	1	2
1169	самым замечательным	1	2
1170	свою противоположность	4	2
1171	особенно в	3	2
1172	бы это	2	2
1173	на них	1	2
1174	стоит и	1	2
1175	а процесс	1	2
1176	которые могли	1	2
1177	случае если	1	2
1178	две стороны	1	2
1179	силе и	1	2
1180	и нигде	1	2
1181	этим сказать	1	2
1182	но она	3	2
1183	лишь как	3	2
1184	как то	2	2
1185	и всякая	1	2
1186	центральное место	1	2
1187	начала в	3	2
1188	показывает как	3	2
1189	на путь	2	2
1190	указывать на	1	2
1191	и самого	2	2
1192	это можно	1	2
1193	он открывает	3	2
1194	может показаться	1	2
1195	его до	2	2
1196	но я	1	2
1197	все еще	2	2
1198	идет не	1	2
1199	но внутренне	1	2
1200	пришел к	1	2
1201	что сам	1	2
1202	и слишком	2	2
1203	вплоть до	1	2
1204	себе а	1	2
1205	меньше чем	1	2
1206	ко второй	2	2
1207	и переходит	2	2
1208	одинаково и	1	2
1209	чем внешняя	1	2
1210	это обычно	1	2
1211	окружающей его	1	2
1212	потому так	1	2
1213	этом направлении	1	2
1214	средств для	1	2
1215	не бывает	3	2
1216	а начало	1	2
1217	мыслится как	1	2
1218	в борьбе	1	2
1219	имеет для	1	2
1220	мысль о	2	2
1221	всегда остается	2	2
1222	не разрешает	1	2
1223	о судьбе	1	2
1224	он по	1	2
1225	обращение к	1	2
1226	моменты в	1	2
1227	перестает быть	1	2
1228	природы в	5	2
1229	жизни а	3	2
1230	сам не	4	2
1231	не должен	1	2
1232	его собственной	2	2
1233	если так	1	2
1234	в чистом	1	2
1235	приходят к	3	2
1236	идет дальше	1	2
1237	за него	1	2
1238	бы так	1	2
1239	человеку и	5	2
1240	к психологии	1	2
1241	как две	1	2
1242	еще до	2	2
1243	такая же	1	2
1244	смысле в	2	2
1245	и психологической	1	2
1246	из моментов	1	2
1247	обычно не	1	2
1248	и через	1	2
1249	теряет свою	4	2
1250	там и	6	2
1251	закон и	1	2
1252	всех его	1	2
1253	знает только	2	2
1254	может в	1	2
1255	так много	1	2
1256	и она	5	2
1257	в мире	12	2
1258	он забывает	1	2
1259	достигает своего	1	2
1260	какой они	1	2
1261	поэтому у	1	2
1262	процесс а	1	2
1263	всех своих	1	2
1264	совершенно другой	1	2
1265	начало в	3	2
1266	близко к	1	2
1267	когда я	1	2
1268	личности и	3	2
1269	аналогия между	1	2
1270	все то	1	2
1271	и судьба	2	2
1272	можно сделать	1	2
1273	на нем	1	2
1274	выражена и	1	2
1275	себя на	1	2
1276	о факторах	1	2
1277	в землю	1	2
1278	их и	1	2
1279	занимает центральное	1	2
1280	и никогда	4	2
1281	протяжении всего	1	2
1282	нам все	1	2
1283	что лишь	1	2
1284	была совершенно	1	2
1285	одном отношении	1	2
1286	к такому	1	2
1287	вверх от	1	2
1288	те отношения	1	2
1289	они и	3	2
1290	и свою	1	2
1291	переходит в	23	2
1292	и должно	3	2
1293	котором в	1	2
1294	и этого	1	2
1295	все свое	1	2
1296	только имеет	1	2
1297	когда его	1	2
1298	во власть	2	2
1299	ее внутреннюю	1	2
1300	же о	2	2
1301	и действительно	1	2
1302	оно всегда	1	2
1303	как явление	1	2
1304	к самым	2	2
1305	как не	1	2
1306	существует не	2	2
1307	хотел бы	5	2
1308	своей жизни	1	2
1309	ни к	2	2
1310	который с	1	2
1311	ни у	2	2
1312	и социальной	1	2
1313	на той	1	2
1314	сознание и	1	2
1315	котором она	1	2
1316	себя от	1	2
