N	3gram	Ircho_Kome	Formalny
187	же как раз	1	1
188	положительное отношение к	1	1
189	в этом же	2	1
190	едва ли можно	3	1
191	в чем же	1	1
192	может быть даже	2	1
193	о том что	6	1
194	бы столь же	1	1
195	ясно что это	1	1
196	и в самом	1	1
197	независимо друг от	1	1
198	концы с концами	1	1
199	мы и здесь	1	1
200	но и не	1	1
201	в общественном сознании	1	1
202	тому что и	1	1
203	только в том	1	1
204	но и все	1	1
205	той же мере	1	1
206	в то время	8	1
207	жизнь и ее	1	1
208	потому что и	1	1
209	хотя и не	1	1
210	с этим же	1	1
211	та или другая	1	1
212	другой стороны в	1	1
213	не что иное	1	1
214	все остальные отрицательные	1	1
215	что иное как	1	1
216	и еще более	1	1
217	ни в коем	1	1
218	в нашу задачу	1	1
219	то на что	1	1
220	вкратце остановиться на	1	1
221	из этих элементов	1	1
222	так и на	1	1
223	только потому что	2	1
224	его себе в	1	1
225	и все остальные	1	1
226	и его современников	3	1
227	до конца и	1	1
228	может привести к	1	1
229	в новое время	2	1
230	же как и	1	1
231	тем обстоятельством что	1	1
232	и здесь нет	1	1
233	случае ясно что	1	1
234	том что они	1	1
235	по меньшей мере	2	1
236	том случае если	1	1
237	именно в эту	1	1
238	семейной жизни и	1	1
239	и в литературе	1	1
240	достаточно сказать что	1	1
241	внешнее и внутреннее	1	1
242	одна из них	2	1
243	можно было бы	3	1
244	потому что они	1	1
