N	3gram	Tiupa_Anal	TeoriaLi
244	сверхсхемного ударения тогда	1	1
245	своего объекта и	1	1
246	персонажа в полноценно	1	1
247	предельной сконцентрированности во	1	1
248	в безударном положении	1	1
249	связана с мотивом	1	1
250	ревизора сатирик их	1	1
251	исполнитель передаваемого текста	1	1
252	внутреннего мира героев	1	1
253	осуществляется в частности	1	1
254	невозможно рассказывать себе	1	1
255	интимные связи между	1	1
256	знания аналогичному адресату	1	1
257	жизни россыпь таких	1	1
258	из вероятных ликов	1	1
259	снятию такой обособленности	1	1
260	обнаруживать и отсутствие	1	1
261	самоопределения оказывается шире	1	1
262	и отвечает ей	1	1
263	однако лишена сатирической	1	1
264	уходите куда же	1	1
265	недоведенности конфликта до	1	1
266	внутреннего зрения оказываются	1	1
267	избежит невидимого тленья	1	1
268	ее употребления в	1	1
269	оказывается объектом оценивающего	1	1
270	хронотоп ожидания как	1	1
271	отношение к сообщенному	1	1
272	художественном мире одиночество	1	1
273	одно зрение и	1	1
274	я с я	1	1
275	изменениям естественно внутренние	1	1
276	когда на обломках	1	1
277	своеобразие культуры историческое	1	1
278	может и не	1	1
279	ударный а при	1	1
280	и четвертой стопах	1	1
281	соответствующей первому эпизоду	1	1
282	его батальной зарисовки	1	1
283	лирического героя художественно	1	1
284	что словно в	1	1
285	с формой авторства	1	1
286	том-то и заключается	1	1
287	внутреннюю свободу личности	1	1
288	это имеет место	1	1
289	границами идиллическая цельность	1	1
290	перед духовным взором	1	1
291	жена тараса любит	1	1
292	в перспективе окончательного	1	1
293	в контексте целого	1	1
294	эстетическое отношение вызывают	1	1
295	модель миропорядка художественное	1	1
296	героя вытесненные из	1	1
297	превращается в эстетический	1	1
298	может быть проделано	1	1
299	его личной духовной	1	1
300	полюса эстетическая культура	1	1
301	система ценностей преображает	1	1
302	ремой заглавие муза	1	1
303	фигура милой гостьи	1	1
304	индивидуального самоопределения с	1	1
305	картина мира которая	1	1
306	введено в современное	1	1
307	героя жития протопопа	1	1
308	нести на себе	1	1
309	фонетические субституты одного	1	1
310	имена в героической	1	1
311	судьбы внешняя граница	1	1
312	традиции особенно в	1	1
313	т усиленный сопровождающим	1	1
314	высказывания как правило	1	1
315	войны и мира	1	1
316	не отделимая от	1	1
317	грусти об исчезнувшем	1	1
318	к миру ирония	1	1
319	на почве карнавального	1	1
320	оказывается носительницей внежизненно	1	1
321	еще возвращаясь из	1	1
322	смеховое мироотношение несет	1	1
323	внутреннего зрения как	1	1
324	муза оказывается носительницей	1	1
325	в момент свершения	1	1
326	диалогическая соотнесенность нескольких	1	1
327	сверхсхемное ударение на	1	1
328	говорить сжимается сердце	1	1
329	рода оглянулся на	1	1
330	лишь свободно играющее	1	1
331	художественную целостность принципиально	1	1
332	как бы удостоверяет	1	1
333	муза является к	1	1
334	князя всеволода и	1	1
335	отнюдь не оказывается	1	1
336	гласных ассонанс или	1	1
337	позиция активного приятия	1	1
338	исполненные смысловой значимости	1	1
339	тайны несводимой ни	1	1
340	аллитерацию д ты	1	1
341	субструктура текста весьма	1	1
342	порой перерастающая в	1	1
343	созвучие внутреннего мира	1	1
344	событийности нуждающейся в	1	1
345	перед другом а	1	1
346	человеческого я кладет	1	1
347	которому здесь как	1	1
348	по два сверхсхемных	1	1
349	здесь и теперь	1	1
350	стопного ямба со	1	1
351	неполного совпадения самоопределения	1	1
352	слогов при назывании	1	1
353	к смыслу целого	1	1
354	чудачество личностную уникальность	1	1
355	своей невоспроизводимостью состояний	1	1
356	обособленности ср признание	1	1
357	к готовым заданным	1	1
358	сознанием мнимо героическое	1	1
359	бою князя всеволода	1	1
360	стилистическая проработка обе	1	1
361	русской поэзии образуется	1	1
362	может быть это	1	1
363	по этой причине	1	1
364	должен слиться эта	1	1
365	замечательный образец зарождения	1	1
366	ролевой претензией вследствие	1	1
367	повел себя эдип	1	1
368	строфе на смену	1	1
369	и поостри сердца	1	1
370	в строке отсутствует	1	1
371	непродуктивно в том-то	1	1
372	значение для настоящей	1	1
373	xxix первой части	1	1
374	и знаменательна ддд	1	1
375	слиться эта система	1	1
376	не гляди одновременно	1	1
377	событием поэтому повторное	1	1
378	голосов в рамках	1	1
379	героического самоопределения мотивировка	1	1
380	ср внутреннюю праведность	1	1
381	ограниченного числа универсальных	1	1
382	просто крылатой мухой	1	1
383	в том под	1	1
384	ощутимые сверхсхемные ударения	1	1
385	вытесненные из его	1	1
386	явление встречается нечасто	1	1
387	сообщает нечто смешное	1	1
388	быта лишает их	1	1
389	объектом чаемая фигура	1	1
390	поистине героически самозабвенно	1	1
391	ложной границей личностного	1	1
392	беспрецедентности очередного прецедента	1	1
393	в полагании различного	1	1
394	быть значимыми и	1	1
395	анекдота или притчи	1	1
396	сюжет сводится к	1	1
397	жанры между тем	1	1
398	никогда не бывает	1	1
399	самим собой выпрыгивая	1	1
400	русской литературе являет	1	1
401	сердце внутренне отстраняясь	1	1
402	жизнесложения когда лаврецкий	1	1
403	волю трагический модус	1	1
404	одна из стратегий	1	1
405	не мыслится как	1	1
406	а и сгустившимся	1	1
407	общенародной хвалы или	1	1
408	тарасе бульбе например	1	1
409	основной аллитерирующей оппозицией	1	1
410	избыточной свободы я	1	1
411	в той или	2	1
412	относительной схематичностью своих	1	1
413	заключается специфика объектной	1	1
414	страдания сближает драматизм	1	1
415	ролевой границы присутствия	1	1
416	подвига чего нет	1	1
417	однако с не	1	1
418	хронотоп высшей тайны	1	1
419	зрения как это	1	1
420	художественного мира становится	1	1
421	граница личности и	1	1
422	голосов они обретают	1	1
423	совпадая со своей	1	1
424	однако трагическое страдание	1	1
425	второй стопе заключительный	1	1
426	два сверхсхемных ударения	1	1
427	обособленности частного бытия	1	1
428	его установки оказывается	1	1
429	том что высшей	1	1
430	отграниченная система смыслов	1	1
431	личностного я кризис	1	1
432	сверхсхемные ударения на	1	1
433	лично для себя	1	1
434	выделены в ритмическом	1	1
435	изначально отреклось от	1	1
436	ритмически выделяют окказиональные	1	1
437	ей внешнего мира	1	1
438	пути однако в	1	1
439	первой строфе на	1	1
440	комедиях аристофана где	1	1
441	я стихотворение венчает	1	1
442	к миропорядку принципиально	1	1
443	другой стороны полноценной	1	1
444	в этих случаях	1	1
445	а о у	1	1
446	комический разрыв между	1	1
447	я имея общую	1	1
448	собою как это	1	1
449	анаграмматическим субститутом того	1	1
450	меняет прежнюю рыцарскую	1	1
451	текста смеховая ревизия	1	1
452	мировой поэзии создается	1	1
453	одиночество но в	1	1
454	в исполнении петипа	1	1
455	в непредсказуемости чаемого	1	1
456	на руках и	1	1
457	пушкиным в стихотворении	1	1
458	обретает интонацию обремененного	1	1
459	литературного рода однако	1	1
460	антонимами лирическая героиня	1	1
461	внутреннюю праведность катерины	1	1
462	круг без остатка	1	1
463	смену повествованию строки	1	1
464	единое целое ирония	1	1
465	определяется сверхличной виной	1	1
466	наиболее поздними образованиями	1	1
467	муза актуализирует широкие	1	1
468	в бою князя	1	1
469	поэтического вдохновения в	1	1
470	направленность как против	1	1
471	обнаруживаются два эпизода	1	1
472	в словах текста	1	1
473	если не внешним	1	1
474	художественного текста ведущая	1	1
475	ситуацию взгляда муза	1	1
476	драматическая душа свободна	1	1
477	текста где речевая	1	1
478	страсть воодушевление состоит	1	1
479	веселую относительность всего	1	1
480	раз оказывается ложной	1	1
481	быть проделано и	1	1
482	элегизмом почву в	1	1
483	слой характеризуется значительно	1	1
484	убеждения организующего учительный	1	1
485	значительно большей косностью	1	1
486	лирическая героиня ждала	1	1
487	эта контекстуальная несмертность	1	1
488	жизни всегда осложнена	1	1
489	сочетание самозабвения и	1	1
490	ждущее я носитель	1	1
491	между лицом и	1	1
492	я-в-мире с его	1	1
493	угла любуется не	1	1
494	элиминирована для драматизма	1	1
495	но не позволяет	1	1
496	фельетонного я из	1	1
497	отпечатывается и запечатлевается	1	1
498	стратегиям высказывания патетике	1	1
499	эпохи биографическая индивидуальность	1	1
500	единое целое представляет	1	1
501	время отводилась служебная	1	1
502	обе стороны имеют	1	1
503	романа горького мать	1	1
504	эффекты могут обнаруживать	1	1
505	и комическому хронотопам	1	1
506	странник с той	1	1
507	оглянулся на свою	1	1
508	чужд идиллическому снятию	1	1
509	остается лишь свободно	1	1
510	самом начале текста	1	1
511	иной сегмент композиционной	1	1
512	и себя самой	1	1
513	и по преимуществу	1	1
514	романтиками чужд умилению	1	1
515	хронотопа откровения божественной	1	1
516	которой лаврецкий некогда	1	1
517	обнаруживается здесь не	1	1
518	я кризис героического	1	1
519	стадиям своего развития	1	1
520	текста ощутимой звуковой	1	1
521	эту свободу и	1	1
522	чеховской повести моя	1	1
523	для автора теряют	1	1
524	а только лишь	1	1
525	каждым живущим сопрягаемые	1	1
526	иронии столь существенное	1	1
527	отчизны на новую	1	1
528	прихода характерно однако	1	1
529	субъекта самоопределения стать	1	1
530	с я надиндивидуальным	1	1
531	сознания осуществляет субъективную	1	1
532	мощно-крылатая мысль прерываемая	1	1
533	индивида и его	1	1
534	лично для него	1	1
535	в резонанс с	1	1
536	если сатирические персонажи	1	1
537	самому тогда как	1	1
538	красныя глебовны свычая	1	1
539	ценностей вечность безграничного	1	1
540	в объективную картину	1	1
541	апостолов нового миропорядка	1	1
542	самоопределения оказывающиеся лишь	1	1
543	а и е	1	1
544	темой сколь угодно	1	1
545	назван органической сопричастностью	1	1
546	существенная сторона глоссализации	1	1
547	идиллическая цельность персонажа	1	1
548	я сама или	1	1
549	диктовку однако на	1	1
550	сама я тут?	1	1
551	повесть о разорении	1	1
552	стола центр миропорядка	1	1
553	сколь угодно протяженного	1	1
554	с тем же	1	1
555	и картины мира	1	1
556	сойти с ума	1	1
557	не что иное	1	1
558	кая рана дорога	1	1
559	биографическая индивидуальность писателя	1	1
560	острота наизнанку глупость	1	1
561	тогда как гостья	1	1
562	переступанию границы и	1	1
563	я музы с	1	1
564	только в догадке	1	1
565	совершается как бы	1	1
566	оно и в	1	1
567	видения со стороны	1	1
568	может быть поэтически	1	1
569	художественности в той	1	1
570	позиции свойственной подлинному	1	1
571	этического выбора все	1	1
572	двенадцать с ее	1	1
573	нелепицами масочного поведения	1	1
574	лирическая героиня отрекается	1	1
575	интонация героично само	1	1
576	развития но и	1	1
577	в миропорядке то	2	1
578	или диалогической анекдот	1	1
579	поэзии образуется ударными	1	1
580	между внутренними людьми	1	1
581	инициативно личностно окрашено	1	1
582	несокрушимого козака андрий	1	1
583	форма может быть	1	1
584	рука которая способна	1	1
585	россыпь таких состояний	1	1
586	не безысходное одиночество	1	1
587	в статье о	1	1
588	идиллическому снятию такой	1	1
589	ролевой предел материнской	1	1
590	зрения никакое забвение	1	1
591	искусства характеризуется тем	1	1
592	умонастроению самоценности личного	1	1
593	уровне объектной детализации	1	1
594	деле его дискредитация	1	1
595	но в отличие	1	1
596	к индивидуальной жизненной	1	1
597	доминантой если в	1	1
598	традициях общечеловеческой культуры	1	1
599	их непререкаемости а	1	1
600	внутренней тайны несводимой	1	1
601	свободы но дело	1	1
602	как лаврецкий а	1	1
603	авторства выше она	1	1
604	не вопрошает о	1	1
605	но напротив в	1	1
606	свойственной подлинному авторству	1	1
607	другого которая в	1	1
608	принадлежат к числу	1	1
609	становления художественности в	1	1
610	не приму мира	1	1
611	эстетической практике открыли	1	1
612	решимостью несокрушимого козака	1	1
613	прошлом и тем	1	1
614	как способу мышления	1	1
615	политической точки зрения	1	1
616	которая своей карнавальной	1	1
617	то юмористический подколесин	1	1
618	поэтической глоссализации текста	1	1
619	свиток жизни в	1	1
620	несводимости человека к	1	1
621	раз в том	1	1
622	сознания однако внутренняя	1	1
623	сатирическим несоответствием низкой	1	1
624	утрате личного достоинства	1	1
625	вечных мук и	1	1
626	частности форма авторства	1	1
627	излагателя народного предания	1	1
628	строк печальных не	1	1
629	актуализировал внеролевые границы	1	1
630	забвение злата стола	1	1
631	а не исполнительницей	1	1
632	два полюса лирической	1	1
633	юмористическая апология индивидуальности	1	1
634	по два пиррихия	1	1
635	предел до которого	1	1
636	собственной ситуации жизненного	1	1
637	счете к упорядоченности	1	1
638	древнейшему модусу художественности	1	1
639	с трагизмом однако	1	1
640	любви она глядела	1	1
641	то есть в	1	1
642	анекдот должен не	1	1
643	избыток подобна трагической	1	1
644	и строго отграниченная	1	1
645	статусе до служебных	1	1
646	как раз ответственность	1	1
647	фактор художественного впечатления	1	1
648	эстетический объект восхищенного	1	1
649	ощутимой звуковой повтор	1	1
650	поэтому повторное выслушивание	1	1
651	знаменующему умиротворение удовлетворенного	1	1
652	смысл явления музы	1	1
653	коммуникативный статус знания	1	1
654	какова например анна	1	1
655	страдают от неполноты	1	1
656	подавленном тоской теснится	1	1
657	несомненно достоверному и	1	1
658	частности два имеющихся	1	1
659	или анекдота но	1	1
660	обращаемые к хлестакову	1	1
661	проступает сквозь шелуху	1	1
662	конфликта до смерти	1	1
663	истории одного города	1	1
664	важнейшим наиболее глубинным	1	1
665	ци не князи	1	1
666	угол своего рода	1	1
667	самоопределением личности как	1	1
668	совпадения самоопределения человека	1	1
669	старосветских помещиках гоголя	1	1
670	встрече по крайней	1	1
671	и странничества пространственного	1	1
672	я героини заявленное	1	1
673	внутренней обособленности частного	1	1
674	две реплики общения	1	1
675	реализуют в нем	1	1
676	перед недотыкомкой соблазню	1	1
677	возвращения жизни ее	1	1
678	отношений внешнего мира	1	1
679	так в финальной	1	1
680	самоопределения обнаруживается здесь	1	1
681	сатирической художественности необходима	1	1
682	чичиков у зеркала	1	1
683	героические персонажи изначально	1	1
684	выделяют именно те	1	1
685	сторонами я-в-мире между	1	1
686	роль доминирующего фактора	1	1
687	органической сопричастностью бытию	1	1
688	жизнь второй стих	1	1
689	первой строфе соответствующей	1	1
690	ироником в инертный	1	1
691	гамлета героев расина	1	1
692	а развивает свиток	1	1
693	трагических коллизий эта	1	1
694	и гамлета героев	1	1
695	маске повествования или	1	1
696	художественностью с другой	1	1
697	и против субъективной	1	1
698	патетикой наконец романтики	1	1
699	и слушающих общим	1	1
700	целого модус художественности	1	1
701	в точке выхода	1	1
702	да уходите куда	1	1
703	здесь странник не	1	1
704	не прилепляйся слишком	1	1
705	облечена в иную	1	1
706	пути героического самоопределения	1	1
707	имеют место в	1	1
708	два хронотопа два	1	1
709	эпизоде же явления	1	1
710	говоря и состоит	1	1
711	миропорядка а в	1	1
712	носитель сверхсхемного ударения	1	1
713	о о у	1	1
714	и эстетического адресата	1	1
715	сынов своих поистине	1	1
716	восклицает героиня чеховского	1	1
717	именно те два	1	1
718	модальностью фигура любима	1	1
719	персонажи бесприданницы островского	1	1
720	ткань текста ощутимой	1	1
721	доминанту невозможно практически	1	1
722	и сгустившимся в	1	1
723	эпизода лирического сюжета	1	1
724	страстны когда же	1	1
725	формируется как преодоление	1	1
726	абстрактность его установки	1	1
727	оценке его в	1	1
728	зрения и системы	1	1
729	анаграмматическим субститутом ключевого	1	1
730	дискурса претерпевшего к	1	1
731	формы построения речевого	1	1
732	идиллическому все пребывает	1	1
733	внеличную сторону индивида	1	1
734	малом круге повседневности	1	1
735	с лизой несколько	1	1
736	каждый из перечисленных	1	1
737	внешней границ экзистенции	1	1
738	личности тем не	1	1
739	императив долженствования не	1	1
740	слова в слове	1	1
741	образом аллитерационная субструктура	1	1
742	схемы и в	1	1
743	в элегической системе	1	1
744	уместно именовать сарказмом	1	1
745	семейного уклада в	1	1
746	характера делает их	1	1
747	остатка вписан в	1	1
748	человеком внутренней стороны	1	1
749	поэтому оно анаграмматически	1	1
750	драматизма состоит во	1	1
751	вытекает из неведомой	1	1
752	я с самобытным	1	1
753	точке этого несовпадения	1	1
754	жизненной ценности действительно	1	1
755	первой части анна	1	1
756	пересиливает аллитерацию д	1	1
757	героев дамы с	1	1
758	борнгольм карамзина и	1	1
759	обесценивающее привычные жизненные	1	1
760	нести в своем	1	1
761	исчезнувшем эпилог дворянского	1	1
762	в уме подавленном	1	1
763	стороны метапоэтического сверх-я	1	1
764	миропорядка и равнодушна	1	1
765	соседства с другими	1	1
766	своей эстетической модальностью	1	1
767	или острота наизнанку	1	1
768	образцом идиллического присутствия	1	1
769	тоской теснится тяжких	1	1
770	всего к ценностной	1	1
771	своем оказывается горизонтальным	1	1
772	самобытного я с	1	1
773	иного типа возникает	1	1
774	осенившей лирическую героиню	1	1
775	не носит конфликтного	1	1
776	обычно неприемлемо ни	1	1
777	утяжеленность стиха указывает	1	1
778	идиллике ирония чужда	1	1
779	прочная сохраняющаяся сила	1	1
780	ненадолго сливается с	1	1
781	речевой акт притчевого	1	1
782	коммуникативного события она	1	1
783	в иной ситуации	1	1
784	жеста интонация героично	1	1
785	одного из вероятных	1	1
786	ттт утяжеленный повторами	1	1
787	ударными гласными в	1	1
788	бытием ср смерть	1	1
789	е ключевыми словами	1	1
790	комизма явленная например	1	1
791	не всегда эксплицированного	1	1
792	наделено заглавием это	1	1
793	ситуация есть ситуация	1	1
794	только ритм пятого	1	1
795	мере внутренней как	1	1
796	картина мира моделируемая	1	1
797	этого общепонятного символа	1	1
798	объектом оценивающего видения	1	1
799	стихов пушкина я	1	1
800	она по произволу	1	1
801	элегически бесцельного странничества	1	1
802	посрамляющий умершее солнце	1	1
803	таких случаях обычно	1	1
804	внешнюю жизнь в	1	1
805	одно одинокое ждущее	1	1
806	безымянной народной жизни	1	1
807	процесса характеризующего присутствие	1	1
808	бульба нимало не	1	1
809	к ядру личности	1	1
810	это точка безумия	1	1
811	подвергающегося фонологически значимой	1	1
812	и сводящиеся в	1	1
813	и его естественной	1	1
814	почве одноименной жанровой	1	1
815	человека с самим	1	1
816	вечных ценностей или	1	1
817	сверхличного я музы	1	1
818	зольгер составляют художественную	1	1
819	и погибнуть заявляя	1	1
820	в тени большого	1	1
821	сопрягающая и размежевывающая	1	1
822	выбор чтобы самой	1	1
823	бы служить и	1	1
824	не манифестировано а	1	1
825	пути самоутверждения неумолимо	1	1
826	нею муза но	1	1
827	одному единственному пространственно-временному	1	1
828	большинстве случаев сгущенные	1	1
829	личности ничтожно мала	1	1
830	одновременно подвергается героизации	1	1
831	скрыта под нелепицами	1	1
832	в мире он	1	1
833	анаграмматическими субститутами устанавливаются	1	1
834	неосмеянным остается лишь	1	1
835	ввв внлнвлнлнн тдтдт	1	1
836	лирических текстах иных	1	1
837	все повторы значимы	1	1
838	художественности вместе с	1	1
839	ним определенные задания	1	1
840	баратынского ропот и	1	1
841	к видам пафоса	1	1
842	установки оказывается чем-то	1	1
843	ритмическую доминанту невозможно	1	1
844	стих этот фонетический	1	1
845	еще не такое	1	1
846	мире одиночество являясь	1	1
847	объекта лирическое я	1	1
848	индивидуальной души-личности и	1	1
849	мифологическое сознание не	1	1
850	пушкинского к чаадаеву	1	1
851	от своего достоинства	1	1
852	внимательно и диктовала	1	1
853	в миропорядке пустым	1	1
854	ропот и мощно-крылатая	1	1
855	сводится к одному	1	1
856	одну из модификаций	1	1
857	представляет собой нераздельность	1	1
858	субъект дискурсии обладает	1	1
859	целого это тот	1	1
860	сводятся к субъективной	1	1
861	человека и его	1	1
862	музы поэтому оно	1	1
863	себе еще не	1	1
864	поэтической глоссализации так	1	1
865	самовлюбленность не отделимая	1	1
866	междоусобицами и татаро-монгольским	1	1
867	естественную смерть интимные	1	1
868	что она разрушает	1	1
869	героиня чеховского водевиля	1	1
870	ни столь пассивным	1	1
871	шутливом стихотворении баратынского	1	1
872	себя две реплики	1	1
873	для наращивания этого	1	1
874	будущей жизни как	1	1
875	второй строфе в	1	1
876	границы человеческой жизни	1	1
877	присутствию в мире	1	1
878	я-для-других ответственность перед	1	1
879	комбинаций рифма а	1	1
880	анекдот равнодостойности сознаний	1	1
881	кому рассказывается анекдот	1	1
882	события на поучающего	1	1
883	жизни диктовка как	1	1
884	второй строфе этот	1	1
885	осужденный за непособие	1	1
886	как событийно-исторической формой	1	1
887	имеется принципиальная разница	1	1
888	чему не прилепляйся	1	1
889	неполноты самореализации поскольку	1	1
890	непредсказуемости чаемого вдохновения	1	1
891	избыточность я относительно	1	1
892	в старосветских помещиках	1	1
893	трагедийности и комедийности	1	1
894	припоминая и примеряя	1	1
895	любопытное занимательное неожиданное	1	1
896	внимательно взглянула но	1	1
897	других в его	1	1
898	модификация комизма явленная	1	1
899	сверхличному содержанию миропорядка	1	1
900	я тут? я	1	1
901	из москвы к	1	1
902	истинной ролевой границы	1	1
903	притчи креативная компетенция	1	1
904	в самом деянии	1	1
905	дудочка прозрачно ассоциирующаяся	1	1
906	последнего трагического жеста	1	1
907	свобода и диктовала	1	1
908	готовом стабильно дифференцированном	1	1
