N	3gram	Losev_Prob	Formalny
307	несмотря на свой	1	1
308	самым простым и	1	1
309	теми или иными	1	1
310	то же и	2	1
311	в чистом виде	3	1
312	тоже может быть	1	1
313	она еще не	1	1
314	которая не была	1	1
315	собственном смысле слова	1	1
316	в этих случаях	1	1
317	может показаться что	1	1
318	в области гуманитарных	1	1
319	в том и	1	1
320	а то и	1	1
321	и тем не	6	1
322	друг друга и	1	1
323	у нас только	1	1
324	за то что	1	1
325	но он не	1	1
326	взятые сами по	5	1
327	той или иной	16	1
328	является не только	1	1
329	ясно что при	1	1
330	момент художественного произведения	1	1
331	в эстетике и	1	1
332	и только в	3	1
333	на то что	2	1
334	ни в каком	8	1
335	и может быть	2	1
336	сказать что и	1	1
337	едва ли можно	2	1
338	не нуждается в	1	1
339	в чем же	2	1
340	при помощи этого	1	1
341	что и там	1	1
342	не имеет никакого	3	1
343	может быть даже	4	1
344	столько же сколько	2	1
345	о том что	8	1
346	сказать что каждый	1	1
347	жизни и потому	1	1
348	ни в какой	1	1
349	того чтобы не	1	1
350	по крайней мере	9	1
351	не происходит в	1	1
352	и даже просто	1	1
353	ту или иную	3	1
354	все дело в	1	1
355	было бы сказать	1	1
356	в ту или	2	1
357	хотя бы о	1	1
358	для всех других	1	1
359	для них это	1	1
360	тот факт что	1	1
361	он не является	1	1
362	мы бы сказали	1	1
363	мы можем признать	1	1
364	а следовательно и	1	1
365	с самим собою	2	1
366	и не было	2	1
367	всему тому что	1	1
368	можно сказать что	2	1
369	только в том	2	1
370	и той же	1	1
371	связи с теми	1	1
372	как впрочем и	1	1
373	но никак не	4	1
374	в то время	6	1
375	жизнь и ее	1	1
376	никогда не является	1	1
377	точки зрения на	1	1
378	они будут совершенно	1	1
379	потому что и	1	1
380	все же не	1	1
381	же в таком	2	1
382	же мы возьмем	1	1
383	он не есть	4	1
384	хотя и не	2	1
385	но для нас	1	1
386	в узком смысле	1	1
387	не было бы	3	1
388	те или другие	3	1
389	не чем иным	2	1
390	может быть никакого	1	1
391	каких бы то	1	1
392	не что иное	6	1
393	с той или	5	1
394	что иное как	6	1
395	и все другие	1	1
396	что он есть	2	1
397	одно и то	4	1
398	не тем что	1	1
399	и совсем не	2	1
400	тем же самым	1	1
401	по себе конечно	1	1
402	что дело здесь	1	1
403	это и не	3	1
404	что и делает	1	1
405	одной и той	1	1
406	вовсе не с	1	1
407	заключается в том	5	1
408	художественная структура в	1	1
409	только потому что	3	1
410	во всех этих	1	1
411	до конца и	1	1
412	никакого отношения к	3	1
413	во всей его	1	1
414	не менее в	3	1
415	и заключается что	1	1
416	в новое время	1	1
417	за пределы чисто	1	1
418	как бы она	2	1
419	входит в состав	1	1
420	не являются только	2	1
421	же как и	4	1
422	области гуманитарных наук	1	1
423	сам он не	1	1
424	том что они	1	1
425	мы перешли к	1	1
426	тем что он	1	1
427	оно вовсе не	1	1
428	знак вовсе не	1	1
429	и потому в	1	1
430	дело здесь не	3	1
431	и в литературе	1	1
432	та или иная	4	1
433	понимать друг друга	1	1
434	хотя бы только	1	1
435	мы не должны	1	1
436	свое значение он	1	1
437	времени и пространстве	1	1
438	другой стороны и	1	1
439	как о предмете	1	1
440	вопрос о том	1	1
441	жизни а это	1	1
442	к одной и	1	1
443	это и есть	3	1
444	о художественном произведении	1	1
445	произведение в целом	1	1
446	между прочим и	1	1
447	функции и в	1	1
448	того же типа	2	1
449	как и от	1	1
450	можно было бы	6	1
451	потому что они	2	1
452	несколько слов о	1	1
453	он является если	1	1
454	является не чем	1	1
