N	2gram	Vygotskiy_	Narrotol
121	это не	7	7
122	вслед за	4	7
123	в глазах	1	7
124	или в	6	7
125	также и	1	7
126	в ней	23	7
127	одного из	2	7
128	в целом	8	7
129	все что	2	6
130	в результате	3	6
131	например в	5	6
132	между двумя	3	6
133	сказать что	14	6
134	на него	3	6
135	то в	1	6
136	что у	7	6
137	с одной	7	6
138	что и	7	6
139	в конечном	2	6
140	данного рассказа	1	6
141	могло бы	4	6
142	на другой	1	6
143	в детстве	1	6
144	не могла	2	6
145	человеческих отношений	1	6
146	однако в	1	6
147	однако и	3	6
148	таким образом	21	6
149	представляют собой	3	6
150	никак не	12	6
151	к его	2	6
152	в слове	1	6
153	в известном	1	6
154	то и	3	6
155	из этих	6	6
156	здесь не	3	6
157	ответ на	1	6
158	они не	2	6
159	о нем	2	6
160	как у	2	6
161	слова в	1	6
162	не по	3	6
163	одной стороны	6	6
164	на то	25	6
165	только что	10	5
166	и конца	1	5
167	дело с	5	5
168	не столько	1	5
169	в своих	6	5
170	и даже	4	5
171	и сам	1	5
172	именно в	3	5
173	а именно	1	5
174	и того	1	5
175	свою очередь	3	5
176	в другом	6	5
177	для того	18	5
178	может служить	8	5
179	в одном	9	5
180	себя в	1	5
181	из них	10	5
182	к нему	2	5
183	от его	1	5
184	начала и	2	5
185	бы и	2	5
186	не было	4	5
187	или не	3	5
188	но для	1	5
189	я не	9	5
190	так сказать	6	5
191	между собой	2	5
192	в русской	4	5
193	по поводу	1	5
194	точку зрения	1	5
195	и от	1	5
196	с ее	5	5
197	и здесь	9	5
198	что это	19	5
199	подобно тому	1	5
200	если не	1	5
201	их в	4	5
202	и у	1	5
203	да и	1	5
204	о котором	5	5
205	том как	5	5
206	было бы	22	5
207	и уже	5	5
208	для нее	2	5
209	событие в	2	5
210	и то	10	5
211	свидетельствует о	1	5
212	мы не	7	5
213	на самом	3	5
214	читателя в	1	5
215	о жизни	1	5
216	в какой	8	5
217	тем более	2	5
218	тому как	1	5
219	в начале	1	5
220	и о	6	5
221	этом и	1	5
222	место в	6	5
223	как будто	13	5
224	в душе	1	4
225	еще раз	3	4
226	даже в	2	4
227	строго говоря	1	4
228	от этих	1	4
229	в виду	6	4
230	по себе	5	4
231	в них	4	4
232	в первом	3	4
233	и с	4	4
234	конечном счете	1	4
235	не вполне	1	4
236	роль в	2	4
237	когда в	4	4
238	повествования и	2	4
239	хотя бы	3	4
240	только на	3	4
241	но они	2	4
242	и когда	8	4
243	к этому	5	4
244	представить себе	2	4
245	что они	9	4
246	несмотря на	7	4
247	и притом	1	4
248	не о	1	4
249	не говорит	1	4
250	тому что	10	4
251	в себя	1	4
252	не будет	2	4
253	и по	2	4
254	и ее	4	4
255	жизни а	1	4
256	на ее	2	4
257	не на	1	4
258	со всеми	2	4
259	оно не	1	4
260	о своей	1	4
261	вместе с	10	4
262	не имеет	8	4
263	во сне	1	4
264	в прозе	1	4
265	истории не	1	4
266	в основе	5	4
267	могла бы	6	4
268	в итоге	1	4
269	не могло	1	4
270	мог бы	1	4
271	но именно	1	4
272	всяком случае	6	4
273	друг друга	1	4
274	исключительно в	1	4
275	зависит от	2	4
276	во всяком	6	4
277	для нас	14	4
278	раз в	7	4
279	а на	2	4
280	и как	10	4
281	так в	1	4
282	по своему	6	4
283	это было	4	4
284	не все	1	4
285	она не	10	4
286	эти два	4	4
287	мы узнаем	3	4
288	быть и	1	4
289	что касается	2	4
290	не с	2	4
291	как он	2	4
292	к ней	3	4
293	как мы	12	4
294	что на	4	4
295	не к	5	4
296	и составляет	1	3
297	с этой	5	3
298	говорит о	6	3
299	по мере	1	3
300	в этих	3	3
301	и опять	3	3
302	не оказывается	1	3
303	этого рассказа	15	3
304	каждый из	3	3
305	ситуации в	1	3
306	для автора	2	3
307	времени в	1	3
308	говорить о	3	3
309	точно так	3	3
310	говоря это	1	3
311	так же	12	3
312	ни одного	1	3
313	к ним	3	3
314	казалось что	1	3
315	наряду с	4	3
316	в зависимости	1	3
317	все время	36	3
318	что она	34	3
319	что именно	3	3
320	к ее	1	3
321	и представляет	1	3
322	только не	3	3
323	ее и	1	3
324	об одном	1	3
325	она в	4	3
326	но еще	1	3
327	с точки	11	3
328	одно из	4	3
329	в следующем	1	3
330	видит в	3	3
331	связи с	2	3
332	но он	5	3
333	которая состоит	1	3
334	в которой	8	3
335	к чему	6	3
336	рассказа как	4	3
337	что не	5	3
338	происходит и	1	3
339	характер и	2	3
340	в связи	1	3
341	между ними	1	3
342	же как	3	3
343	и это	13	3
344	рассказа не	1	3
345	сих пор	6	3
346	должен был	4	3
347	могли бы	6	3
348	о себе	1	3
349	но как	3	3
350	а с	4	3
351	за ними	1	3
352	и что	29	3
353	можно было	7	3
354	не просто	7	3
355	как известно	2	3
356	первом случае	1	3
357	о его	2	3
358	в первой	2	3
359	бы быть	2	3
360	а как	1	3
361	здесь мы	6	3
362	события в	3	3
363	или иного	2	3
364	во время	4	3
365	при такой	2	3
366	до сих	7	3
367	то они	1	3
368	нам в	3	3
369	ни о	1	3
370	с таким	4	3
371	в романе	2	3
372	на стороне	1	3
373	и т	19	3
374	бы не	5	3
375	зависимости от	1	3
376	всей своей	1	3
377	своей жизни	2	3
378	еще и	2	3
379	и другая	2	3
380	что мы	6	3
381	как на	9	3
382	быть не	2	3
383	и тогда	1	3
384	ни для	1	3
385	речь идет	7	3
386	тем же	1	3
387	той же	6	3
388	до конца	5	3
389	характера и	3	3
390	всякий раз	6	3
391	на этот	2	3
392	но это	6	3
393	собственно говоря	1	3
394	как к	6	3
395	и вот	6	3
396	которых он	1	3
397	он и	1	3
398	несет в	3	3
399	чем он	1	3
400	участие в	1	3
401	все равно	1	3
402	в виде	5	3
403	а о	1	3
404	дело в	1	3
405	как она	8	3
406	все эти	7	3
407	со своей	3	3
408	по его	3	3
409	именно эта	1	3
410	так а	1	3
411	должен быть	4	3
412	истории о	1	3
413	и потому	1	3
414	того или	2	3
415	только к	1	3
416	а к	2	3
417	дело не	3	3
418	во второй	1	3
419	это была	1	3
420	заключает в	1	3
421	не следует	3	3
422	идет о	8	3
423	же самое	14	3
424	каждого из	4	3
425	и только	8	3
426	ли в	1	3
427	если она	2	3
428	все было	2	3
429	событие это	1	3
430	является в	1	2
431	действующее лицо	2	2
432	в момент	1	2
433	от имени	3	2
434	которая в	1	2
435	еще более	2	2
436	на второй	1	2
437	по выражению	2	2
438	не зависит	1	2
439	те же	2	2
440	нее было	1	2
441	смысл не	1	2
442	нас в	1	2
443	с той	8	2
444	случае он	1	2
445	другой стороны	5	2
446	как если	3	2
447	в настоящем	1	2
448	более или	1	2
449	но все	2	2
450	жизнь в	1	2
451	мысль о	1	2
452	целый ряд	6	2
453	иначе как	3	2
454	тем что	7	2
455	принадлежат к	1	2
456	разговоре с	1	2
457	одновременно и	3	2
458	внимание к	2	2
459	в это	1	2
460	как только	4	2
461	на первый	1	2
462	казалось бы	7	2
463	первый взгляд	1	2
464	было не	1	2
465	было в	1	2
466	в действительности	3	2
467	один и	1	2
468	и который	2	2
469	своей природе	1	2
470	жизнь а	1	2
471	из жизни	1	2
472	в этот	1	2
473	больше не	3	2
474	когда она	4	2
475	а между	1	2
476	из рассказа	1	2
477	превращается в	1	2
478	можно ли	1	2
479	и еще	2	2
480	его собственной	1	2
481	с другим	2	2
482	то чтобы	2	2
483	у себя	1	2
484	говорит с	1	2
485	вовсе не	11	2
486	не имел	1	2
487	к которому	3	2
488	тут же	1	2
489	так у	1	2
490	бы в	3	2
491	того же	4	2
492	в обращении	1	2
493	чем это	1	2
494	того о	1	2
495	принадлежит к	3	2
496	к герою	1	2
497	и мы	19	2
498	и столь	2	2
499	что иное	1	2
500	героев в	2	2
501	должно быть	1	2
502	время в	5	2
503	происходит это	1	2
504	слов в	2	2
505	второй план	6	2
506	по мнению	2	2
507	или иному	1	2
508	и кажется	2	2
509	о ком	1	2
510	этого человека	1	2
511	от тех	1	2
512	а за	1	2
513	ни от	1	2
514	будто бы	3	2
515	одним из	2	2
516	по аналогии	2	2
517	быть только	1	2
518	о смерти	1	2
519	очевидно что	4	2
520	у тургенева	1	2
521	человек и	2	2
522	этом последнем	1	2
523	как говорит	2	2
524	ясно что	11	2
525	не есть	1	2
526	при изложении	1	2
527	и всякий	2	2
528	в двух	11	2
529	себе и	1	2
530	в других	1	2
531	во всех	4	2
532	смысл и	8	2
533	мы можем	12	2
534	всю свою	2	2
535	которых в	1	2
536	говорил о	3	2
537	этой своей	1	2
538	бы она	2	2
539	сами по	3	2
540	так что	10	2
541	человека который	1	2
542	на свой	1	2
543	если же	3	2
544	его смысла	1	2
545	одно и	4	2
546	и является	1	2
547	все те	5	2
548	даже не	1	2
549	для читателя	2	2
550	в нее	3	2
551	она была	5	2
552	т п	7	2
553	и событий	1	2
554	внимание и	1	2
555	совершенно чужда	1	2
556	что может	1	2
557	в зеркале	1	2
558	и есть	3	2
559	мы будем	4	2
560	все остальное	1	2
561	с которым	2	2
562	в общем	4	2
563	она оказывается	1	2
564	в мировой	1	2
565	рассказ в	4	2
566	в сюжете	1	2
567	с героями	1	2
568	я сам	1	2
569	одного и	2	2
570	и ничего	2	2
571	по причине	1	2
572	любви и	1	2
573	эта фраза	2	2
574	один голос	1	2
575	построена так	1	2
576	та же	6	2
577	если в	2	2
578	должна быть	5	2
579	своих героев	4	2
580	вот как	2	2
581	в сущности	16	2
582	из которых	6	2
583	утверждает что	3	2
584	для них	1	2
585	один человек	2	2
586	все то	15	2
587	и одновременно	2	2
588	от первой	1	2
589	от своего	2	2
590	о самом	2	2
591	этом месте	1	2
592	значения и	1	2
593	можно назвать	2	2
594	присутствует в	1	2
595	как о	1	2
596	у читателя	4	2
597	это время	1	2
598	в которых	9	2
599	никто не	1	2
600	есть на	1	2
601	он прямо	3	2
602	который не	7	2
603	ли он	4	2
604	не до	2	2
605	том смысле	2	2
606	в каком	8	2
607	к другому	1	2
608	это и	4	2
609	его и	1	2
610	эпизода к	1	2
611	тот кто	1	2
612	не обнаруживается	1	2
613	не объясняет	1	2
614	бы с	1	2
615	по своим	2	2
616	совершенно иной	1	2
617	более чем	2	2
618	в течение	5	2
619	автора и	2	2
620	это то	4	2
621	это все	2	2
622	у меня	2	2
623	слова и	3	2
624	всего на	1	2
625	вступает в	1	2
626	первый раз	3	2
627	на основании	2	2
628	тому или	1	2
629	над собой	1	2
630	как будет	1	2
631	автора в	2	2
632	что же	3	2
633	к двум	1	2
634	на две	3	2
635	она может	4	2
636	и во	3	2
637	тот самый	1	2
638	может оказаться	1	2
639	он может	2	2
640	из него	4	2
641	обратиться к	4	2
642	слово то	1	2
643	бывает в	1	2
644	такова природа	1	2
645	в любви	1	2
646	или просто	1	2
647	в более	1	2
648	со времен	1	2
649	после этого	5	2
650	у гоголя	1	2
651	сам себя	2	2
652	это был	2	2
653	бы на	2	2
654	мире в	2	2
655	понятие введенное	1	2
656	что с	4	2
657	все это	12	2
658	узнаем что	2	2
659	в их	3	2
660	слова а	2	2
661	таком случае	1	2
662	когда же	1	2
663	в повести	2	2
664	как именно	2	2
665	однако не	3	2
666	но с	2	2
667	это решение	1	2
668	и более	4	2
669	или иначе	2	2
670	ряде случаев	1	2
671	на нее	1	2
672	это еще	1	2
673	когда все	1	2
674	в сердце	1	2
675	указывает на	8	2
676	правило не	1	2
677	и читателя	1	2
678	есть в	3	2
679	и этих	1	2
680	к своему	2	2
681	по словам	2	2
682	но уже	1	2
683	для которого	1	2
684	в каждой	1	2
685	или менее	1	2
686	как все	4	2
687	и вообще	1	2
688	и другого	1	2
689	благодаря этим	1	2
690	мере в	1	2
691	этих двух	1	2
692	как показывает	2	2
693	он говорит	9	2
694	назвать и	1	2
695	слово это	1	2
696	могут служить	1	2
697	не могу	3	2
698	и долго	1	2
699	ее жизни	1	2
700	когда он	8	2
701	катастрофой в	1	2
702	говоря о	1	2
703	оказывается и	1	2
704	признать что	2	2
705	рассказа о	2	2
706	на это	6	2
707	могло быть	1	2
708	отношение к	2	2
709	не можем	4	2
710	зрения на	1	2
711	это означает	1	2
712	только эти	1	2
713	нам как	1	2
714	это в	3	2
715	таким же	1	2
716	применительно к	2	2
717	и наконец	2	2
718	иное как	1	2
719	к такого	1	1
720	во всем	2	1
721	это на	1	1
722	всегда можем	1	1
723	видели в	1	1
724	будто к	1	1
725	этого в	1	1
726	никогда и	1	1
727	с которыми	2	1
728	этих событий	2	1
729	их соотношение	1	1
730	рассказ о	2	1
731	которые не	2	1
732	к этой	3	1
733	картины в	1	1
734	за исключением	1	1
735	случае мы	1	1
736	будто автор	2	1
737	отношениях к	1	1
738	жизнь которая	1	1
739	можем обозначить	2	1
740	через сеть	1	1
741	из всех	3	1
742	рассказа это	3	1
743	этот момент	1	1
744	самое важное	1	1
745	тем как	1	1
746	конца не	1	1
747	оно становится	1	1
748	это обычно	1	1
749	мысли и	2	1
750	это явление	1	1
751	сам автор	5	1
752	не как	1	1
753	которые по	1	1
754	что человек	1	1
755	так близко	1	1
756	что произошло	1	1
757	например с	1	1
758	представлений о	1	1
759	но смысл	3	1
760	а есть	1	1
761	его от	1	1
762	классической и	1	1
763	бы перед	2	1
764	раскрывается в	1	1
765	противоречие с	4	1
766	для всех	2	1
767	но что	3	1
768	бы место	1	1
769	всей ее	2	1
770	которая была	1	1
771	разговора с	3	1
772	связь с	5	1
773	этим объясняется	1	1
774	не вытекает	1	1
775	нет более	1	1
776	значение это	1	1
777	или положение	2	1
778	заключительные слова	1	1
779	на которых	4	1
780	именно он	1	1
781	этих героев	4	1
782	из двух	4	1
783	ни одна	1	1
784	относится и	1	1
785	самым как	1	1
786	и этот	6	1
787	на свою	2	1
788	но по	2	1
789	связана с	1	1
790	является тот	1	1
791	порядка и	1	1
792	лиц что	1	1
793	прошлом о	1	1
794	том или	1	1
795	это невозможно	1	1
796	меня в	1	1
797	в корне	1	1
798	у которого	1	1
799	оказываются в	1	1
800	на эту	2	1
801	жизни ее	2	1
802	может существовать	1	1
803	их за	1	1
804	характера у	1	1
805	но у	1	1
806	отличается от	2	1
807	две половины	1	1
808	рассказ не	2	1
809	поскольку он	1	1
810	быть определена	1	1
811	ко второй	2	1
812	этой стороны	1	1
813	художественное произведение	2	1
814	так например	5	1
815	людей с	1	1
816	относиться к	1	1
817	факт который	1	1
818	и смерти	3	1
819	с этим	11	1
820	если я	1	1
821	действия и	3	1
822	глазах читателя	1	1
823	творчества в	1	1
824	здесь достаточно	1	1
825	во все	1	1
826	некоторые из	1	1
827	на этой	1	1
828	к одной	1	1
829	выше в	1	1
830	которые мы	2	1
831	ее своим	1	1
832	не могли	5	1
833	можно не	1	1
834	что этот	5	1
835	уже до	1	1
836	следовало бы	2	1
837	тех слов	1	1
838	которое никак	2	1
839	и мысли	1	1
840	он был	3	1
841	на следующем	1	1
842	мы увидим	14	1
843	имеет в	2	1
844	его рассказа	4	1
845	важное и	1	1
846	это его	1	1
847	басни крылова	6	1
848	из их	1	1
849	не довольствуясь	1	1
850	текст которого	1	1
851	что вся	1	1
852	этой связи	1	1
853	себя мы	1	1
854	узнаем о	1	1
855	а когда	1	1
856	не имеем	1	1
857	содержание в	1	1
858	или чаще	1	1
859	для рассказа	3	1
860	свое отражение	2	1
861	образом что	2	1
862	в сторону	2	1
863	что речь	1	1
864	и те	2	1
865	не что	1	1
866	что ее	3	1
867	от своей	1	1
868	на практике	1	1
869	самого начала	10	1
870	в глаза	3	1
871	всего рассказа	1	1
872	в не	1	1
873	бы совершенно	6	1
874	мы привыкли	1	1
875	которых может	1	1
876	чтобы они	1	1
877	ее как	1	1
878	а сам	1	1
879	рассказа он	3	1
880	это так	1	1
881	как я	2	1
882	автор как	3	1
883	действия они	1	1
884	в одной	2	1
885	что все	10	1
886	чего он	1	1
887	по контрасту	1	1
888	во всей	3	1
889	совершенно прав	4	1
890	момент в	1	1
891	и которому	1	1
892	воли и	2	1
893	именно с	1	1
894	говорит сам	1	1
895	под именем	1	1
896	в противном	1	1
897	от себя	1	1
898	что даже	2	1
899	друг с	2	1
900	не будут	1	1
901	важно что	1	1
902	но так	2	1
903	лет а	1	1
904	одним этим	1	1
905	кажется уже	1	1
906	характер ее	1	1
907	свои собственные	1	1
908	через месяц	1	1
909	оказались бы	1	1
910	смысле как	1	1
911	не то	7	1
912	и направляет	1	1
913	свое собственное	1	1
914	вся эта	1	1
915	гораздо более	2	1
916	не замечают	1	1
917	ближе к	1	1
918	бы то	1	1
919	рассказа следует	1	1
920	чтобы сделать	1	1
921	сам того	1	1
922	события а	2	1
923	не понимаю	1	1
924	этого сказать	1	1
925	этом становится	1	1
926	она и	2	1
927	сюжет в	1	1
928	последние десятилетия	1	1
929	сказать и	1	1
930	что дети	1	1
931	этом все	1	1
932	здесь нет	1	1
933	это будет	3	1
934	глубокий и	1	1
935	указать на	3	1
936	не принадлежит	1	1
937	рассказана история	1	1
938	жизненный материал	1	1
939	который часто	1	1
940	в состоянии	1	1
941	мы знаем	3	1
942	что сама	1	1
943	а тот	1	1
944	второй смысл	1	1
945	второй раз	2	1
946	второго плана	1	1
947	автором на	1	1
948	элементов из	1	1
949	что при	5	1
950	аналогии с	2	1
951	объединены в	1	1
952	это верно	2	1
953	с другими	1	1
954	смешивать с	1	1
955	не от	2	1
956	даже на	1	1
957	в европейской	2	1
958	в поэтике	1	1
959	наше внимание	3	1
960	по содержанию	1	1
961	рассказа напротив	1	1
962	не годится	1	1
963	из басни	2	1
964	его в	5	1
965	не была	1	1
966	говорит он	3	1
967	действий и	2	1
968	ни в	6	1
969	что составляет	1	1
970	как же	2	1
971	бы рассказать	1	1
972	рассказ об	2	1
973	о героях	1	1
974	все необходимые	1	1
975	том именно	1	1
976	было ее	1	1
977	обращении с	1	1
978	мере усиления	1	1
979	исходит от	1	1
980	она бывает	1	1
981	пути и	1	1
982	и говорит	4	1
983	сказал что	1	1
984	получает возможность	1	1
985	евгении онегине	2	1
986	что за	4	1
987	была в	2	1
988	снизу вверх	1	1
989	еще при	1	1
990	примере в	1	1
991	или хотя	1	1
992	на мировую	1	1
993	сообщает нам	1	1
994	между этими	1	1
995	не остается	1	1
996	становится совершенно	1	1
997	в евгении	2	1
998	некоторого общего	1	1
999	эти три	2	1
1000	следует понимать	3	1
1001	время как	6	1
1002	и она	4	1
1003	мысленным взором	1	1
1004	еще можно	1	1
1005	бы рассказ	1	1
1006	образом для	1	1
1007	глаза что	1	1
1008	в живой	1	1
1009	этого характера	1	1
1010	слушатель или	1	1
1011	того и	1	1
1012	уже давно	3	1
1013	о которых	10	1
1014	происшествия и	1	1
1015	как вечный	1	1
1016	что только	3	1
1017	был не	2	1
1018	всему свету	1	1
1019	а только	1	1
1020	из одного	3	1
1021	мы воспринимаем	2	1
1022	полагает что	5	1
1023	не иначе	2	1
1024	текст и	1	1
1025	эпизод рассказа	1	1
1026	которого была	1	1
1027	о каждом	1	1
1028	всех видов	1	1
1029	когда под	2	1
1030	на которую	2	1
1031	я на	1	1
1032	в заключительном	1	1
1033	именно как	3	1
1034	читателя к	1	1
1035	она или	1	1
1036	вошел в	2	1
1037	и цель	1	1
1038	люди как	1	1
1039	от читателя	1	1
1040	нами по	1	1
1041	на этом	6	1
1042	говоря в	1	1
1043	ли это	3	1
1044	действие которое	3	1
1045	деле когда	3	1
1046	мы уже	12	1
1047	подробностями и	1	1
1048	случаев в	1	1
1049	нашего сознания	1	1
1050	другом и	2	1
1051	определенным образом	1	1
1052	совсем не	3	1
1053	с какой	1	1
1054	эти слова	5	1
1055	не один	2	1
1056	два события	1	1
1057	или же	2	1
1058	так называемые	1	1
1059	на самый	1	1
1060	рассказа а	2	1
1061	и смысла	1	1
1062	ничто не	1	1
1063	словами но	1	1
1064	рассказа является	2	1
1065	реакции на	2	1
1066	что эта	8	1
1067	и та	3	1
1068	сущности говоря	10	1
1069	в тех	5	1
1070	начинается с	1	1
1071	и тот	1	1
1072	за пределы	1	1
1073	тем и	2	1
1074	нарастало и	1	1
1075	что составляло	1	1
1076	всякий другой	1	1
1077	выражается в	1	1
1078	что смысл	2	1
1079	этот вопрос	5	1
1080	причина этого	1	1
1081	над ним	2	1
1082	то или	1	1
1083	говорили что	1	1
1084	как один	1	1
1085	должны были	2	1
1086	или иное	1	1
1087	в самой	9	1
1088	сочувствием к	1	1
1089	из нее	3	1
1090	это вовсе	1	1
1091	природы и	1	1
1092	на который	2	1
1093	нами был	1	1
1094	чтобы рассказать	1	1
1095	всегда имеет	1	1
1096	что для	6	1
1097	сидя в	1	1
1098	бы его	2	1
1099	и каждый	2	1
1100	из поля	1	1
1101	она приобретает	2	1
1102	это делает	2	1
1103	обратимся к	3	1
1104	которое мы	4	1
1105	них не	1	1
1106	он даже	1	1
1107	и признания	1	1
1108	читателя он	2	1
1109	был в	1	1
1110	чему мы	1	1
1111	теми же	1	1
1112	слова рассказа	1	1
1113	страстях и	1	1
1114	всю жизнь	1	1
1115	и языка	1	1
1116	зеркале в	1	1
1117	есть все	2	1
1118	из этого	10	1
1119	вот и	1	1
1120	бы ни	1	1
1121	в данный	1	1
1122	его к	2	1
1123	и чтобы	1	1
1124	слова как	3	1
1125	там где	7	1
1126	вот он	1	1
1127	с с	2	1
1128	связей в	1	1
1129	случае это	1	1
1130	так или	1	1
1131	иначе не	1	1
1132	чтобы не	2	1
1133	самую суть	1	1
1134	означает что	1	1
1135	смысл рассказа	1	1
1136	в один	4	1
1137	ту самую	1	1
1138	в одну	2	1
1139	и особенно	1	1
1140	если это	1	1
1141	понять что	1	1
1142	той степени	2	1
1143	границе между	1	1
1144	мы видели	7	1
1145	случая не	1	1
1146	от самого	1	1
1147	другой более	1	1
1148	почему он	4	1
1149	это внутреннее	1	1
1150	при жизни	1	1
1151	было на	1	1
1152	теперь я	1	1
1153	то время	4	1
1154	образом и	3	1
1155	явно не	1	1
1156	сказку в	1	1
1157	за ним	1	1
1158	в последнем	1	1
1159	его мнению	2	1
1160	как с	2	1
1161	и сейчас	2	1
1162	с и	6	1
1163	он только	1	1
1164	которых мы	6	1
1165	был бы	4	1
1166	с такой	7	1
1167	в противоречие	3	1
1168	рассказа и	12	1
1169	говорит нам	2	1
1170	женой а	1	1
1171	принимают участие	1	1
1172	была бы	5	1
1173	нашего восприятия	1	1
1174	своем составе	1	1
1175	уже знаем	2	1
1176	в свое	1	1
1177	непонятно почему	1	1
1178	с тем	14	1
1179	событиям и	2	1
1180	сам по	2	1
1181	он на	1	1
1182	в другой	1	1
1183	не исчерпывается	1	1
1184	из того	1	1
1185	мнения но	1	1
1186	их как	1	1
1187	с каждым	2	1
1188	в отношении	1	1
1189	однако он	2	1
1190	нет никакого	2	1
1191	к единичному	1	1
1192	в грехах	1	1
1193	на читателя	1	1
1194	за это	1	1
1195	его предложение	1	1
1196	не могут	2	1
1197	конца а	1	1
1198	содержание рассказа	4	1
1199	сказать с	1	1
1200	этой точки	2	1
1201	вместо того	3	1
1202	не более	3	1
1203	до этого	1	1
1204	определенным характером	1	1
1205	можно согласиться	1	1
1206	о священнике	1	1
1207	простым и	1	1
1208	три слова	1	1
1209	эти свойства	1	1
1210	по преимуществу	2	1
1211	лишь изредка	1	1
1212	содержание и	1	1
1213	значения как	1	1
1214	обозначить как	1	1
1215	он своим	1	1
1216	имеет дело	2	1
1217	же слово	1	1
1218	отношения к	3	1
1219	здесь автор	1	1
1220	к которым	7	1
1221	это сообщение	1	1
1222	мы встречаемся	1	1
1223	как не	3	1
1224	и так	4	1
1225	отражение в	2	1
1226	отступает от	2	1
1227	тонкий яд	3	1
1228	себя и	1	1
1229	непременно должен	1	1
1230	если можно	1	1
1231	сравнению с	1	1
1232	именно поэтому	1	1
1233	с большей	1	1
1234	для обоих	1	1
1235	для отыскания	1	1
1236	словами и	2	1
1237	идти о	1	1
1238	слова о	1	1
1239	которую она	2	1
1240	мир который	1	1
1241	нами совершенно	2	1
1242	после себя	1	1
1243	отдельных эпизодов	1	1
1244	к той	1	1
1245	то я	1	1
1246	или ином	1	1
1247	как некий	1	1
1248	все они	3	1
1249	только одно	3	1
1250	что искусство	1	1
1251	бросается в	2	1
1252	ни к	1	1
1253	совершенно не	8	1
1254	словами он	1	1
1255	самого рассказа	1	1
1256	вытекает из	2	1
1257	своем роде	2	1
1258	есть от	1	1
1259	и воображения	1	1
1260	галлюцинации в	1	1
1261	составляет основу	1	1
1262	и главное	1	1
1263	смерти и	1	1
1264	если он	5	1
1265	оба эти	4	1
1266	ней есть	1	1
1267	первая из	1	1
1268	тем эта	1	1
1269	роли и	1	1
1270	совпадает с	2	1
1271	рассказа который	1	1
1272	характера по	1	1
1273	относится к	2	1
1274	на основе	1	1
1275	по сравнению	1	1
1276	разговор о	3	1
1277	это только	4	1
1278	в отдельности	2	1
1279	этой двойственности	1	1
1280	жизни который	1	1
1281	из его	1	1
1282	с которой	1	1
1283	что если	6	1
1284	каждой из	1	1
1285	именно на	3	1
1286	не понимает	1	1
1287	его нельзя	1	1
1288	для меня	1	1
1289	то все	1	1
1290	и вся	2	1
1291	письма и	1	1
1292	смысл который	1	1
1293	отношении к	1	1
1294	этого как	3	1
1295	перед мысленным	1	1
1296	слов и	2	1
1297	есть одновременно	1	1
1298	он как	2	1
1299	и придает	2	1
1300	от других	2	1
1301	внимания на	1	1
1302	и до	4	1
1303	только тем	1	1
1304	к структуре	1	1
1305	и целый	1	1
